# FILE DATA
ID : MDRW2100026560
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 층마다 정수기 하나씩 있잖아요
P0 	: 가져갓음
P0 	: 그리고대망의 야자쉬는시간
P0 	: 물먹울라고 정수기갓는데
P1 	: 나빳네!
P0 	: 대자보같은게 붙어잇엇음ㅋㅋㅋㅋ
P1 	: ??
P0 	: 고등어필통 가져간사람 3대가 재수한다
P0 	: 이 틴트주인 누구냐
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 찾으면 보상하겟다
P0 	: 넘무서운거임 ㅋㅋㅋㅋㅋㅋ
P0 	: 우리가 2충이엿는데
P0 	: 3층가서 걔네반 위치로 가가지고
P1 	: 쫄!? ㅋㅋㄴ
P0 	: 걸,레로 엮어가지고
P0 	: 하늘에서 내려보냄
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 애들이
P0 	: 야 고등어다!!!!!
P0 	: 난리엿음
P0 	: 개,재밋엇는데ㅠ
P1 	: 근데 왜 그걸 바로 안주워갔지
P0 	: 장난치다떨어졋나
P0 	: 모르겟음그건
P0 	: 근데그필통이
P0 	: 안여돼꺼여서
P0 	: 그냥주기싫엇음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 오해할까봐;
P1 	: 어허 나쁜마음
P0 	: 오해할만한애엿음
P1 	: ㅋㅋㅋㅋ
P0 	: 썰, 100만개중에 1개임
P1 	: 고등학교를 썰만들려고 다녔어요?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴의도없엇는데 생기든데요
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하긴 그땐 별별일 다 생김
P1 	: 야자있었어요?
P0 	: 화장실에혼자 갇히기도함
P0 	: 고3때
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 남자애가 야자하기싫어서
P0 	: 교실에서 밖으로뛰어내린거임
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그다음날
P0 	: 양,다리에 통,깁ㅋ스하고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아앀ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개웃기죠
P0 	: 진짜임
P1 	: 우리는 미.친놈 하나가
P0 	: 등교할때 개웃겻음
P1 	: 커텐 엮어서 내려감ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 4층이었는데ㅋㅋㅋ
P0 	: 와
P0 	: 4층진짜대단하다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 우리는2층여서 안다칠줄알앗다고하지만
P0 	: 4층은 진짜 죽으려고그랫나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 통깁스 레전드다
P1 	: 깡 좋네요
P0 	: 양팔에목발
P1 	: 그때도 야자 했구나
P1 	: 팔까지ㅋㅋㅋㅋㅋ
P0 	: 아그때사진
P0 	: 찍어놧는데
P0 	: 너무웃겨서
P0 	: 불가사리같앗음
P1 	: 아앀ㅋㅋㅋㅋ
P1 	: 불가사맄ㅋㅋㅋㅋㅋㅋ
P0 	: 우리반창문이 운동장보이는쪽이엿는데
P1 	: 아 개.웃김ㅋㅋㅋ
P0 	: 어떤커플이
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 운동장ㅇㅔ서
P0 	: 키ㅏㅏ스하는거님
P0 	: 내가 바나나먹다가 바나나껍질던졋는데
P0 	: 그게 남자머리에올라가서
P0 	: 진짜뒤집어졋엇움
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그새,기 교실까지올라오고
P0 	: 일반인이
P0 	: 뭐이런썰많음
P1 	: 아니 일반인이 운동장 들어와서 키스함?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅇㅇㅇㅇㅇㅇ
P1 	: 학교에서 안막아요?
P0 	: 모르죠
P0 	: 밤이라
P1 	: 우리는 보통 정문에서 커트하는데
P0 	: 야자할때라
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 일반인이 운동장까지와서 키스하짘ㅋㅋㅋ
P1 	: 그래서 걸렸어요?
P0 	: 둘이뭐
P0 	: 그쵸
P1 	: 입다물고 있었나ㅋㅋㅋ
P0 	: 소리지르고
P0 	: 껍질던진새,기 나오라도
P1 	: ㅋㅋㅋㅋ
P0 	: 고래고래소리질어서
P0 	: 쫓겨낫음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 결말은 쫓겨남
P0 	: ㅋㅋㅋㅋ
P1 	: 야자하는데 왜 들어와
P0 	: 제정신아니엿는듯
P1 	: 이상한 사람이네
P0 	: 우리학교가 &others&?
P0 	: 뭐이런거받아서
P1 	: 오
P0 	: 문이엄청많음
P0 	: 특이한구저임
P1 	: 듣는걸로는 거의 뭐 펜트하우스네요?
P0 	: 왜그런거받앗는지모르겟지만
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 점점 msg 쳐지는 느낌인데
P0 	: 절대 ㄴㄴ
