# FILE DATA
ID : MDRW2100030344
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 네! 저는 레드벨벳 좋아해요!
P0 	: 너무 당연한걸 물어봤조ㅠ 애기 버블도 자주 찾아와줘서 너무고마워요,,
P0 	: 전 맠픈데 지성이 차애라 ㅠㅠ
P1 	: 넘 기여워여.ㅡ
P1 	: 아니ㅠ저도 시잗는
P1 	: 마크엿슴다..
P1 	: 칠감때..
P0 	: ㅈㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그냥 여기서 시즈니만난게너무웃기고신기해요ㅠㅋㅋㅋㅋ
P1 	: 하지만 드림바이브에 미쳐버리면서
P1 	: 지성없이몬산다..
P0 	: 알져 드림바이브..진짜
P1 	: 저도 마크 버블도 결제해놨어요..
P1 	: 제노도..
P1 	: 전 진짜 넷플릭스 같은데 돈 안나가고
P1 	: 버블로 터져버리는 내통장..ㅎ
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋㅋ저두욬ㅋㅋㅋㅋㅋㅋ
P0 	: 저 덕질로만으로도 통장 터져가네요..ㅎ
P0 	: 특히 맠프는 돈많아야돼요진짜,,
P1 	: 인정임다..
P1 	: 맠 넘 .. 바쁘게ㅠ사는거ㅠ아닌지ㅠ
P1 	: 덕분에 통장에 돈이 말라버린지 오래
P0 	: ㅋㅋㅋㅋㅋㅋ아너무윳겨욬ㅋㅋㅋ
P1 	: 저 이번에 fcmm도
P1 	: 앗 아님니다..
P0 	: 그냥 슴에 한달에 한번씩 자동으로 계좌이체 해주는 셈이에요
P0 	: 아 알죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 휴.. 옷은 원래ㅜ사야하는 생필품 같은거잖아요 ㅎ
P1 	: 그김에 산다고.. 덕질 아니라고..
P1 	: 일코 솔직히 쌉가능이다..
P0 	: 옷 입어야죠..다벗고댕기면 클나죠..
P1 	: 게다가 이제 가을이다..?
P0 	: 이젠 대체 뭐가 올 물건인지 기억도 안나요 ㅋㅋ..
P1 	: 아니 전 코고나때뮤네
P0 	: ㅋㅋㅋㅋ꼭사야죠!!
P1 	: 공방 못가는거 진짜 넘 슬퍼여..
P0 	: 진짜 저두요..
P1 	: 저 진짜 헬퓨 실물 못보는거
P0 	: 혹시 언제 입덕하셨어요,
P0 	: ??
P0 	: ㅠㅠㅠㅠㅠ저두요 ㅠㅠㅠㅠㅠㅠㅠ헬퓨 ㅠㅠㅠ
P1 	: 전 칠감때부터 잔잔바리로 조아하긴 하다가
P1 	: 완전 미쳐버린건 위영인거같아요..^^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 진짜 부러워요 일찍 덕질 시작하신거 ㅠㅠㅠㅠㅠ
P1 	: 127은 노래 스타일을 좋아해서
P0 	: 위영...돌았죠..
P1 	: 하지만 최애는 위고업임다
P1 	: 여름이 떠나는게 위영이랑 위고업때문에 넘 아쉬워여
P1 	: 여름에 보묜 돌아벌인 ...
P0 	: 전 느공느공 입덕이라..ㅋㅋ 제가 못가진 포카들이랑 못달린 떡밥에 땅을 칩니다
P0 	: 맞아온욕
P0 	: 위고업 진짜 저 사실 위고업때 간잽하다가 현생에 치여갖고 사그라들었는데 왜그랬는지몰라요ㅠㅋㅋㅋ
P1 	: 아니 근데 저도 아쉬워요..
P1 	: 왜 류키즈때 그들을 그냥 지나쳤는가..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ완전희..ㅎ 돌아벌인..
P0 	: 그니까요.... 어차피 이렇게될걸..왜 지나쳤을까요,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저 이수만의 농노라 차피 덕질할 운명이었는데 왜 지나쳐버렸을까요..
P1 	: 전 근데 약간 덜 돌아버린 상태였을때
P1 	: 왠지 몰라도 에셈콘에 스탠딩 잡아서 갔었거든요.. 그거 하나 정말 잘했다는 생각이..
P0 	: 헐 헐 헐 완전 부러워욕......완전!!!
P0 	: 지성이 보셨어요   ...?? 하... 어때요? 안 잡아묵고 어떻게참으셨어요ㅠ
P1 	: 그쵸 뭔가 제일 기억에 남는건
P1 	: 유노윤호 바지찢어져서
P1 	: 빨간 팬~~티
P0 	: 아개웃겨요 ㅠㅠㅋㅋㅋㅋㅋㅌㅋ
P1 	: 를 입었었던게.. 가장강렬한 기억이라는게 슬플 뿐입니다..
P0 	: ㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무웃겨요지짜 ㅋㅋㅋㅋㅋㅋ 기억에남을만하죠...
P1 	: 그게 너무 화가나요.ㅡㅎㅎ...
P1 	: 울애기 지송..
P1 	: 그땨 심지어 드림애들
P1 	: 막 아직 다 덜커서 완전 애기엿을때라
P0 	: ㅠㅠㅠㅜㅜㅡㅡ 완전 분내날때 아닌가요ㅠㅠㅠ
P1 	: 기억 못하는 나의 머리를..
P1 	: 깨고싶을뿐임니다..
P0 	: ㅇㄴㅇㅎ씨가 잘못했네요..
P1 	: 아 그리고 한번
P0 	: 그분만 아니었어도..
P1 	: 집근처에서 드림 팬싸했거든요
P1 	: 그때가 가장 가까이서 본..
P0 	: 와 진짜 부러워욕 ......
P1 	: 기억이에여..ㅠㅠ 물론 당첨은 안더ㅐㅆ지만..
P0 	: 본게어딩케ㅖ요ㅠㅠㅠㅠ
P1 	: 그 건물 구조를 잘알아서.. 지하주차장에 이ㅛ었는데..
P1 	: 4명있었거든요..
P1 	: 근데 다들 소리도 못지르고
P0 	: 대박이네요진짜,ㅜㅜ
P1 	: 입틀어막고 심장부여잡고있었던게..
P1 	: 레전드..
P1 	: 오히려 막 애들이 인사해주고..
P0 	: ㅠㅠㅠㅜㅜㅡㅡ . ...... ㅋㅋㅋㅋㅋ아ㅠㅠㅠㅠ
P0 	: 애들보고싶네요진짜 ㅠㅠㅠ
P0 	: 지성이 실물 키만 크고 입술이 진짜 귀엽다는데..
P1 	: 저희ㅠ너뮤 주파수가 맞았네요.. 제출 한번 하겠슴다..
P0 	: 죽기전에볼수있을까요..
P1 	: 아니 저 이대로
P1 	: 지성이 못보면 넘 슬플거같아요..
P1 	: 죽어도 간다..
