# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P2 	: 좀만 쉬다가 애들 씻겨야함
P0 	: 어차리 낼 아침에 똗씻어요
P1 	: ㅋㅋㅋ
P0 	: &name3&는 3인분이고
P1 	: 존트 부지런하쟈나
P0 	: 씻는거조
P1 	: 내 몸하나 씻는것도 귀찮
P2 	: 뭐가 3인분 ??
P1 	: &name4& &name5&
P2 	: 아 애들까지 ?
P0 	: 응
P1 	: 존트 엄마 대단
P2 	: 다같이 벗고 드가야함
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좋노 
P0 	: 좀트면
P1 	: 오붓하이
P0 	: 크면
P0 	: 불가능
P2 	: 상상은 오붓인데
P1 	: &name5& 아빠가 목욕시키것제 
P2 	: 현실은 전쟁터
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 내몸하나도
P2 	: 좀 더 크면 &name5&랑 &name4&만 욕조 담가야지 뭐
P1 	: 겨우 씻어 증말.....
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내몸씻기도 귀찮아
P2 	: 난 제발 씻고싶다
P2 	: ㅋㅋㅋㅋㅋ느긋하게
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 로맨스 판타지 이런거 별로 안좋아하는데 공작백작 황제 어쩌고 저쩌고 
P2 	: 머임
P1 	: 어제 밤에 심심해서 네이버 웹툰 하나 봤는데
P2 	: 웹소설 ??
P1 	: 존나 다봄
P2 	: 아 웹툰
P1 	: ㅎㅎ
P2 	: 공작백작 ?
P1 	: 그러고 못참아서 오늘 새로운거 다시 시작함
P2 	: 재밋더낭
P1 	: 존나잼
P2 	: 약간
P2 	: 옛 귀여니 스타일아니가
P1 	: 오글거려서 그런거 싫어하는줄 알았는데 
P2 	: 저기도 여럿 상대가 잇는거니
P1 	: 여럿일수도 있고 아닐수도 있고
P2 	: 나능 재혼황후 ?? 랑 무슨 머시기고
P1 	: 그림 이뻐서ㅋㅋㅋㅋㅋㅋ
P1 	: 나 오늘 재혼황후 시작함
P1 	: 이건 그림 별로인거같음
P2 	: 하렘의 왕자들
P2 	: 그런것도 봄 ㅋㅋㅋㅋ
P2 	: 아녀
P2 	: 보다보면 잼떠여
P1 	: 다봤어
P1 	: &name2&이
P1 	: 재혼황후
P2 	: 아 ?
P0 	: 재혼황후
P2 	: 오늘 시작햇는데
P2 	: 다봣다고 ?
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존잼
P1 	: 아침에 출근부터
P2 	: 개잼
P0 	: 그 쌍뇬 걔
P1 	: 쉬는시간 조짐
P0 	: 넌씨눈
P2 	: 아 걔 별명 머더라
P0 	: 웹소설로좀보고 웹툰은 초반에만 보고
P0 	: 말았음
P2 	: 댓글서 지어준 별명 잇느데
P2 	: 개비슈에
P2 	: 랑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P2 	: 아씌 보고온다
P1 	: 이거보세요
P2 	: 어우
P2 	: 그림체
P0 	: 뭔데제목ㅋㅋㅋㅋㅋㅋ
P0 	: 어우 그림체
P2 	: 내스탈 아닌데요
P1 	: 존나 재밋다고
P0 	: 나도
P1 	: 존나 내스탈 아니라 생각했는데
P0 	: {share:photo}
P0 	: 존잼
P1 	: 아 저거 발리 보라고
P2 	: 아 랍스타구나
P0 	: {share:photo}
P1 	: 저것도 하루만에 다봣다고 
P2 	: 별명
P0 	: 하이퍼리얼리즘 임 이거
P2 	: 그사세
P2 	: 재밋음
P1 	: 야 보라고
P2 	: 나도 봄
P0 	: 밥먹고볼게옄ㅋㅋㅋㅋㅋ
P1 	: 나 유료쿠키로 봤다고
P0 	: 그림체가 넘나 내스탈아닌데
P1 	: 대여중인거 안보이냐고
P0 	: 난 쿠키안굽는다
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 들어가서 보시라고
P0 	: 찐인가봄
P2 	: 나도
P2 	: 쿠키 절대 안구움
P1 	: 난 네이버 멤버쉽
P1 	: 50개
P1 	: 핳
P1 	: 돈은 안스져
P2 	: 성경은 끌리는 그림체군
P1 	: 아니 남주 {censored}웅 보시라구요
P2 	: 난 요일마다 잇어서
P0 	: {share:photo}
P2 	: 걍 요일마다 봄
P0 	: 이거도 재밌어요
P1 	: 아 보시라구요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P2 	: 오 존잼이지
P2 	: &name1&이
P1 	: 나 짧은거 안봄
P2 	: 내랑 스타일 비슷
P1 	: 좀 쌓여야 봄
P0 	: 쿄쿄쿄
P0 	: 참교육 이거도 재밌음
P2 	: 난 긴거 안봄
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흐름끊겨서
P1 	: 안보쟈나 
P2 	: {share:photo}
P1 	: 남주의 첫날밥 {censored} 꼭 보세요
P2 	: 이것도 잼떠
P1 	: 넘 짧쟈나
P0 	: 뭔데 제목ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흑막여주요...?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 둘다제목 막상막하인데
P1 	: 차라리 남주의 첫날밤을 가지겟소
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: {share:photo}
P2 	: 오늘 할당량
P0 	: 여기사요?
P0 	: 앜ㅋㅋㅋ &name3& 많이보노
P0 	: 신비저거
P0 	: 존예인데
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안본지 좀 놓았음
P2 	: 요일마다 항상
P2 	: 저정도 잇음
P1 	: 아니
P1 	: 저거 보시라구요
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P2 	: 넘 무거워 보임
P0 	: 바쁘네 쭠ㅋㅋㅋㅋㅋ
P2 	: {share:photo}
P2 	: 내일꺼
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 켘
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: &name2& 모
P0 	: &name2&꺼
P0 	: 나중에본다구요
P0 	: 님들 다음웹툰 안봐요?
P1 	: {share:photo}
P2 	: 담음도 보쥬
P1 	: 올가미 존잼
P2 	: 올가미 그림체 ....
P0 	: 낟 올가미 시작했는데
P0 	: 먼내용인지 아직 잘모르겠음
P2 	: 내스탈 아닌데
P0 	: 걍 보는중일단
P1 	: 재밋음 좀 지나야
P0 	: 맞나
P1 	: 남주새끼 눈 돌아
P2 	: 아 저렇게도 봐지는구나
P0 	: 봐주세요
P0 	: {share:photo}
P1 	: 인터셉트 완결 났으니 봐달라구요
P0 	: 먼내용
P1 	: 감흥없이 보다가 코 벌렁거림
P1 	: 사내연애
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 킵해두겠소
P0 	: 그림체가 괜찮으니
P2 	: {share:photo}
P1 	: 미친거 아녀
P2 	: 내꺼 봐줄래
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친ㅋㅋㅋㅋㅋ
P1 	: 아니 첫날밤이 왜 없는거야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 오늘 봐보겟소
P2 	: ㅋㅋㅋㅋㅋ
P1 	: 젭알...
P1 	: 오늘 자기 직전에 보고자
P2 	: {share:photo}
P2 	: 다음도 많고요
P2 	: 근데 맨날 못봄 ㅠㅠㅋㅋㅋ
P2 	: 몰아보는 편이쥐
P1 	: 나 일하고 올테니
P2 	: 퇴근전 정리하니
P1 	: 흥분하지말고 대화하고 있으렴
P2 	: 나도 밥 먹은거 치우고 오겟돠
P1 	: 정리 아니고 일임ㅠㅠㅠㅠㅠㅠㅠㅠ갸악
P2 	: 아이구 ㅠㅠ
P2 	: 일 개많고요 늘
P0 	: &name3& 웹툰보는데
P0 	: 1시간이겠노
P0 	: 바니와오빠들 킹존잼
P2 	: 케케케 몰아보면 그정도 걸림
P2 	: 맞제
P2 	: 결국 열이랑 ㅛㅏ귀더라
P0 	: 어
P0 	: 님 무슨파임
P0 	: 난 원이파임
P2 	: 억 나도 사실 원이가 더 좋긴한데
P2 	: 아직 이야기가 안풀려서 찝찝하쟈나
P0 	: 엉 근데왠지결말
P0 	: 아무랑도 안사귀규 끝날삘
P2 	: 엉
P2 	: ㅋㅋㅋㅋㅋ 옛날 웹툰이면
P2 	: 누군가와 햄볶으며 끝나겟지만
P0 	: ㅋㅋㅋ현이 비주얼 아깝
P2 	: 쩨쩨~
P2 	: 현이가 누구엿지
P0 	: 체대
P2 	: 체대생 ?
P0 	: 응
P2 	: 역쉬
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P2 	: 걘 .. 나중에 나오지않니
P2 	: 잘커서
P0 	: 저번주에 다시 좀 나오던데
P2 	: 누나들의 가르침을 받고 나중에 잘큰다고 봣던거같은디
P0 	: 엉
P2 	: 오 진짜
P2 	: 봐야겟군
P2 	: 아직 못봄
P0 	: 근데 비중없었음 걍 대학은 좁다ㅋㅋㅋㅋ
P2 	: 아 ...
P2 	: 그말만들어도
P2 	: 뭔내용인지 알겟구먼
P2 	: 근데 채팅 이거 음성으로 하는 법 없냐
P2 	: 이건가
P0 	: 있을걸
P0 	: 근데 발음이 정확해여
P0 	: 전달될듯
P2 	: 근데 어차피 전송 버튼을 손으로 눌러야 되네
P2 	: 설거지 하면서 말하는 거 보낼라 했는데
P2 	: 근데 이것도 지금 말하면서 쓰는거지롱
P1 	: 대단하다
P2 	: 개 꿀잼
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 정성도 입으로 보낼 수 있으면 참 좋겠다
P2 	: 전송
P0 	: 대박ㅋㅋㅋㅋㅋㅋ
P0 	: 좋네
P1 	: &name1&야
P1 	: 열심히 해 어ㅣ갔다 온거야 
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 밥먹고온댓자느
P1 	: 아니 먹으면서 우리 살가운 대화를ㄹ 나눠야지
P2 	: 나도 지금 설거지중이란다
P1 	: 나도 일하고 있어
P2 	: 날 본받아
P1 	: 먹으면서 
P1 	: 쉬는거야 뭐여
P0 	: 자 방아니였아
P2 	: 뭐라는겨
P1 	: 정신차려 울&name1&
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 무슨일이야
P0 	: 이방아니였냐구요
P2 	: 뭐라는거야
P1 	: ㅇㅇ
P2 	: 조용히해
P0 	: &name6&랑 영통하면서
P0 	: 카톡중
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 글쿤
P2 	: 오
P1 	: &name6&한테 당분간 연락안된다고 전해
P2 	: 쩨쩨 보옂 나
P2 	: 보여주나
P1 	: 언니 넘 바쁘다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 응
P1 	: 언니 지금 조카도 좋은데
P0 	: 존웃
P1 	: 친구들이 넘 좋아서 시간없다고 ㅋㅋㅋㅋ
P0 	: ㅋㅌㅋㅋㅋㅋㅋㅋ머선일
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 요즘 한창 친구가 좋을때지
P1 	: 그래
P1 	: 지나고 보니 친구가 금이고 돈이더라...
P0 	: ㅋㅋㅋㅋㅋ대존웃
P2 	: &name1&은 이제 조카가 금일듯
P2 	: 얼매나 이뿌게써
P1 	: 며칠 뒤까진 친구가 금이야
P2 	: 그 이후엔 똥.되는거 아니냐
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 끝났쪄
P2 	: 최희봉
P0 	: 누군데
P2 	: &name9& 봉
P1 	: 뭔데
P2 	: ?
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 누군가했다
P1 	: 뭔데
P2 	: 영통은 어차피 봤냐고
P2 	: 영통으로 제 이 봤냐고 이 봤냐고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P0 	: 눼
P1 	: &name9&봄? 이거엿군
P2 	: 개웃겨 지금 음성중
P0 	: 최희봉
P1 	: 최희봉이 무냐고
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아는 분이냐고
P0 	: 난 원로배우인줄
P2 	: 아 연우 터짐
P0 	: ㅋㅋㅋㅋㅋㅋㅋ현웃이겠죠
P2 	: 현우 옷 옷
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 연우 터지셨냐구요
P0 	: 발음무엇
P2 	: 웃으면서 말해서 그렇거든
P0 	: ㅋㅋㅋㅋㅋㅋ눼
P1 	: 그렇다고 하자 
P2 	: 키킥킥킥 업을 적을 수가 없다
P1 	: 나 곧 퇴근
P0 	: {share:photo}
P1 	: 나없이 잘 놀고 있어
P0 	: 머리가 앙드레김 재질
P1 	: 어릴땐 모르는것
P1 	: 어릴 때 저런애들 존많문
P2 	: 원래 조리원에선 정확히 착 붙여서 씻겨줘 씻겨줘
P1 	: 애들 집에 들어가면 머리 난리나쟈나
P0 	: 엉ㅋㅋㅋㅋ
P0 	: 지겹다하길래
P1 	: 지금을 즐겨야 할것
P0 	: 집가면 지금이 좋을걸
P1 	: 나오면 지옥인것
P0 	: 해줌
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 좋아 죽드만 음악
P1 	: 새벽에 잠 못자고하면 자식이라도 애가 진짜 짜증나는데 한번 웃으면 사르르 녹고 자는거 보면 또 녹고 그런다쟈나
P1 	: 인생.... 나도 주말에 엄마한테 웃어줘야겠다 사르르 녹으라고
P2 	: 그러다 반미치지
P0 	: ㅋㅋㅋㅋㅋ과연
P1 	: 이미 녹았을 듯 엄마가 가고 싶다는 초밥집 예약해놨거든
P0 	: 이열
P0 	: 효녀네
P0 	: 거기가오디요
P2 	: 율
P1 	: 예약해놨다고 전화하니까 뭘 그런걸 예약하냐면서!!!! 하는데 졸라 웃음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 동래에 나고미인가
P2 	:  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 귀여우셩
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 토욜 일정 개빡쎔
P0 	: 츤데레
P0 	: 출근하나
P1 	: 출근했다가 친구 생파했다가 부산가야됨
P0 	: 친구생파요?
P0 	: 갑자기요?
P1 	: 눼 대딩때 친구들
P0 	: 동래가야한다매료
P0 	: 도네...
P1 	: 3명 모아서 생파하는거라 못빠짐
P1 	: 이제 퇴근해보겠소 친구덜
P0 	: 어서 꺼지시게
P0 	: 집으로
P1 	: 오야
P2 	: 설거지좀하자 내새끼야
P2 	: {share:video}
P1 	: 감
P2 	: 감 ??
P0 	: 아이곸ㅋㅋㅋㅋㅋ
P2 	: 집간다공 ??
P0 	: 왜 울면서 슬쩍 보고 웃는데
P0 	: 집간대
P0 	: 전귀ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 내가 웃으니깤ㅋㅋㅋ
P0 	: 걸어서 저기까지 갔나
P0 	: 기어서?
P2 	: 기어서욬ㅋㅋ
P0 	: 머리 존귀탱
P0 	: 얼굴은 왜 시꺼먼스인데
P2 	: {share:photo}
P2 	: 과자주고 후더닥
P0 	: ㅋㅋㅋㅋㅋ머리빼곡하네
P2 	: 누나 색연필 먹어서
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 목적달성함 &name5&
P0 	: 존귀ㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ이제 애들 씻겨야함
P2 	: 흐어
P0 	: 고생하고온나
P2 	: {share:photo}
P2 	: 대환장
P2 	: ㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뒤에 청소부 오셨네
P2 	: ㅋㅋㅋㅋ아직 눈치1ㅗ면서
P2 	: 배회중
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ청소 하라해
P2 	: 어제도 &name4& 먹던 라면
P2 	: &name5&가 잡아땡겨서 다 쏟앗는데
P0 	: ㅋㅋㅋㅋㅋㅋ청소하셨나
P2 	: 국물 닦는사이에 면은 다 먹어치우더라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 환장
P0 	: 존웃ㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name4&가 벌리고 &name5&가 엎고
P0 	: 공자가 헤치우고
P0 	: 공자개이득
P2 	: 공자만 개이득인듯
P2 	: 진짜
P2 	: ㅋㅋㅋㅋㅋ
P2 	: 지금도 얄곰얄곰 먹어치움
P0 	: 1일1사고
P2 	: {share:photo}
P0 	: ㅋㅋㅋㅋ아이고
P2 	: 행복
P0 	: 좋단다ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이&name5&
P0 	: 햄볶해
P2 	: 난 ...
P2 	: 햄볶지아나
P2 	: 8시 되면 씻겨야게따
P0 	: ㅋㅋㅋㅋㅋㅋㅋ나도
P0 	: 8시되면
P0 	: 공부해야지
P0 	: 도라버려....
P2 	: 저번에 토익 따지 않앗니
P2 	: 갱신하는겨 ??
P0 	: 예전에했지
P0 	: 취업전
P2 	: 근데 또해 ?
P0 	: 만료된지 오래여
P2 	: 아 ??
P2 	: 할짓아이네
P0 	: {share:photo}
P2 	: 만약에 예전 점수보다 못하면 어쩜 ?
P2 	: 미용햇뉘
P0 	: 공부해서 또 쳐야쥬
P0 	: 야매미용
P2 	: 어휴 ㅠㅠ
P0 	: 배 더밀어야하는데
P2 	: 배를 미용해조라
P0 	: 혼자선 역부족
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 무거워보인다능
P0 	: 가만히있지를 않아요
P2 	: 등이 한껏 쳐진거같쟈나
P2 	: 괜히
P2 	: ㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 이발하고 추운가 침대에서 잠
P2 	: 교미
P2 	: 귀요미
P2 	: 허하겟지 ㅋㅋㅋㅋ
P2 	: 공자도 미용하고나면 한껏 웅크리고 잠
P0 	: 잇다없어서그런가봄
P2 	: 글쳐
P2 	: 간큰동거 웹툰 봄 ?
P0 	: 엉
P0 	: 보다가 결말쯔음에 놓았음
P0 	: 드라마하던데
P0 	: 장기용 비호감이라서 보고싶지않음
P2 	: 난 끝까지 다봐스
P2 	: 장기용 왱
P2 	: 펠프스인가
P2 	: 뭐라고 별명잇든데
P0 	: 비호감임
P0 	: 뭔데 왜
P2 	: 무슨.외국배우 닮아서 생긴 별명인가
P2 	: 다음카페서 나오등디
P2 	: 기억안남
P2 	: 왜 비호감 됌 ??
P0 	: 임수정나온 드라마에서도 로봇연기하고 무너가 비호감임 그냥
P2 	: 인스타에선.ㄴ 겁나 빨아주던데
P0 	: 그냥...
P0 	: 별롴ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개인적인 의견입니다
P0 	: 혜리랑 잘어울린다고
P0 	: 환승해도 ㅇㅈ 이라던데
P2 	: 난 관심이 없어슼ㅋㅋㅋ 드라마 나오고나서 넘 자주보임
P2 	: 엉 화보찍은거보니
P2 	: 류보고 눈치껏 꺼지라고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄹ보다가 장기용보면 이해간다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄹ 머리꼬라지
P0 	: 극비호감
P2 	: 잘랏드만
P0 	: 잘랐나
P2 	: 엉
P0 	: 다행이고
P2 	: 자르니까 낫긴낫더라
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 더 잘보이겠네 얼굴
P0 	: 쪕
P2 	: ㅋㅋㅋㅋㅋㅋㅋ존웃
P0 	: 가려줬으면
P2 	: 잘사귄다니 싱기
P0 	: 어우
P0 	: 뽀뽀 불가능
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그라체 기준은
P0 	: 대단하네
P2 	: 뽀뽀 가능여부져
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 주위에 존잘 아이돌이 넘쳐날텐데요
P2 	: 아이유도 장기하 사귄거보면
P0 	: 아
P2 	: 다들 그들만의 취향이나 매력이 잇엇나부지 뭐
P0 	: ㅋㅋㅋㅋㅋ그래 모르는매력이있겠죠
P0 	: {share:photo}
P0 	: 째려보는줄
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 머리위에서 쳐다보고있다
P2 	: 당신은 고양이별에서 깨어나셧슺니다
P0 	: 존무
P0 	: 시선무엇
P2 	: 혼낼꺼같은데 곧
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이미 눈빛으론 훈육중이신듯
P2 	: 뭐 잘못햇너
P0 	: 이제공부하러 꺼집니다요
P0 	: &name2&오면 얘기하요
P2 	: 아잉날두고 가지마
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 노트북킬껴
P0 	: 곡죵마
P2 	: 구랩
P2 	: 내가 항상 여기잇단걸
P2 	: 기억해조
P1 	: 안녕
P1 	: 야 무슨 공부야
P1 	: 당장 토익볼거도 아닌데 공부 며칠 접어
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 스파르타 나오심
P1 	: 나 씻으러 가야하쟈나
P2 	: 나도요
P2 	: ㅋㅋㅋㅋ
P1 	: 컹 씻고와요
P2 	: 오야
P1 	: 웅웅{emoji:♥}
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 하트모야
P1 	: 토익접어라
P0 	: 난왜안해죠
P1 	: 너는
P1 	: 마음에 안들어 지금
P1 	: 마음에 들면 붙여준다
P0 	: dhowy
P0 	: 왲ㅛ
P0 	: 노트북까지 켰소만
P0 	: 맴이 팍 상해부렸구요
P1 	: 토익이라뇨
P1 	: 31살에 지금 토익이라뇨
P0 	: 이직한 언니가 토익은 필수라고
P0 	: 안그래도 공부하고 있다고 했지.....ㅎ
P1 	: 중견갈거 아님 경력이 필수인듯ㅠㅠㅠ 그리고 나이많으면 중고신입고 안되쟈나 흙
P0 	: 증고신입이라녀ㅠㅠㅠ
P0 	: 큽........
P0 	: 다시 1부터 시작하고 싶지않쟈냐
P1 	: 근데 어차피 중소는 가서 다시 일 배워야하쟈나{emoji:…} 좀 빨리 좀 편하게 적응시작하는거지
P1 	: 씻고옴
P0 	: 왔쬬?
P1 	: 옹
P1 	: 모해
P0 	: ㄱㄷ
P1 	: ㅇㅇ
P0 	: 보송해졌니
P0 	: 님 야식 안먹어?
P1 	: 아직 꿉꿉
P1 	: 멀겟
P0 	: 형부는 오셨나
P1 	: 나보다 빨리업
P0 	: 아항
P1 	: ㅋㅋㅋㅋㅋ부럽
