# FILE DATA
ID : MDRW2100047086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 강원
device : 태블릿/패드
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: {emoji}
P1 	: 보통 어따 팔아ㅋㅋㅋㅋㅋㅋ
P1 	: 나는 당근 올려따가
P1 	: 실패하고 그래서ㅋㅋㅋㅋ
P0 	: 다람쥐랑 니콘내콘
P1 	: 그냥 내가 다 써버리고 있그든
P1 	: ㅋㅋㅋ보통 몇퍼가격에 내놓을 수 있는뎁? 
P0 	: 전에는 머니트리에 했는데 사기 한번 당하고 끊었어
P1 	: ㅋㅋㅋㅋ오오 판매의 고수ㅋㅋㅋㅋ
P1 	: 가르침을 요청하옵니닼ㅋㅋ
P0 	: 아니야 나도 우리방 이용하면서 알게 된 거야
P1 	: 오 빠른 습득이당ㅋㅋㅋ
P0 	: 응 그 전에는 머니트리랑 번장 이용했어
P1 	: 오 툴이 뭐가 많구나
P1 	: 다들 플랫폼만 제공하는거지? 당근처럼?
P0 	: 맞아 분쟁생기면 당사자랑 조율해야돼
P1 	: 아예 업체가 사서 업체가 다시 뿌리는 형태면 좋을텐데
P0 	: 아 그 플랫폼이 그런 기반이야
P0 	: 건너서 그 사람들은 수수료를 챙겨먹고
P1 	: 아 그래? ㅋㅋㅋ
P0 	: 아 그러고 보니까 팔거 있는데 오늘 추려봐야겠다
P0 	: 매미 너무 시끄럽게 울어
P1 	: ㅋㅋㅋㅋㅋㅋ난 내가 너무 쓰니까 뭐가 새 쿠폰인지 종종 헷갈려서
P1 	: ㅋㅋㅋㅋ
P1 	: 매미? 내 바로 옆에 창문에 붙어서도 울고있다
P0 	: 응 아직 짝을 못 찾아나봐
P1 	: 베란다 앞에는 한마리 배내밀고 누워있고...
P0 	: 누가 저 매미 좀 떼줘
P0 	: 아 태평하네 매미팔자 상팔자야
P1 	: ㅋㅋㅋㅋ며칠 안되잖아ㅋㅋㅋㅋㅋ
P1 	: 저렇게 소리 낼 수 있는 날이
P0 	: 응 좀만 더 참으면 새로운 놈이 와서 울고 있겠지
P1 	: 현실-
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 밤에도 어찌나 우는지
P1 	: 저번엔 아침에 보니까 9마리? 베란다에 누웠더라고
P1 	: 엄마가 다 밖으로 보내줌..
P0 	: 너희 베란다 일광욕 핫플이니?
P1 	: 밤에 어찌나 울었을거냐
P1 	: 그런듯?-_-
P0 	: 밤에 진짜 듣기 싫겠다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ처음에 너무 싫었는데
P1 	: 어쩔 수 없으니까?
P1 	: 이제는 그냥 BGM처럼 깔고 자
P0 	: 지구온난화가 계속되면 여름에 매미도 사라질까?
P0 	: 가을에 귀뚜라미 보기 어려워진것 처럼
P1 	: 매미가 너무 더운 환경에서는 못산대? 
P1 	: 매미도 쫌씩 적응하지 않으려나
P1 	: 변화된 매미 탄생
P1 	: 적응한- 매밐ㅋㅋ
P0 	: 그거 좀 무서운데
P1 	: 적응해야지
P1 	: 애들도
P0 	: 매미가 울기 위해서는 {emoji:‘}온도{emoji:’}와 {emoji:‘}빛{emoji:’}이라는 두 가지 조건이 충족돼야 합니다. 변온동물인 매미는 일단 체온이 일정 온도 이상 오르면 울기 시작합니다. 체온 범위는 종에 따라 다른데 호주산 배불룩나뭇잎매미는 15도 이상, 삼각머리매미는 18.5도 이상만 돼도 울 수 있다고 합니다. 과학적으로 따지면 {emoji:‘}여름이 뜨거울수록 매미는 요란하게 운다{emoji:’}가 정답입니다. 
P0 	: 이거 완전 큰일인데?!
P1 	: ??????/
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 매미가 줄어들기 전에 더 시끄러워 지는건데?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그니까 애네들이 온도가 높아지면 우는줄 몰랐어
P0 	: 심지어 더 극성스럽대
P0 	: 애네들 싫어서라도 환경보호해야겠다
P0 	: 특히 도심은 빛공해 때문에 매미가 밤을 낮으로 착각하기도 한다는 겁니다. 한여름 밤 늦게 돌아다니는 차량, 오토바이 불빛들로 인해 매미가 밤낮을 착각한다는 겁니다. 전문가들은 {emoji:“}지구온난화로 인해 여름철 기온이 전보다 높아졌고 도심지역은 빛공해까지 심해 매미들이 밤낮없이 시끄럽게 울 수 있는 최적의 조건이 갖춰졌다{emoji:”}고 설명합니다
P1 	: 그래서 이렇게 시끄럽나 
P0 	: 어쩐지 가로등에 붙어서 울더라
P1 	: 울집은 배란다 바깥쪽 창문을 열어놨그든
P1 	: 에어컨 실외기가 베란다에 있어서? 
P1 	: 그거 때매 애들이 들어왔다가 못나가서 다 여기 누워있는건데
P1 	: 그거 보면 적당한 높이를 좋아하는거 같기도 하고 
P1 	: 아니면 밤에 내가 늦게까지 불켜놔서일수도 있겠다
P0 	: 다 누워있는게 신기하다
P1 	: 음
P1 	: 여기저기 박다가 뒤집어져서
P0 	: 여기 저기 막 붙어있을 줄 알았는데
P1 	: 못일어나나봐
P1 	: 얘들도 못일어나
P0 	: 아 바퀴선생처럼?
P1 	: 응응
P1 	: 그리고 제대로 붙어있는 애는
P1 	: 언제 날아오를지 몰라서 
P1 	: 애들 다 눕기 전엔 내가 문을 안열어
P0 	: 날아다니면 진짜 무섭겠다
P1 	: 무섭!!!
P1 	: 빠르기도 엄청 빨라요
P0 	: 응 나 매미한테 맞은적도 있어 애네는 고의가 아니었겠지만 머리때리고 가서 놀랬다
P1 	: 날라가다 친거야
P1 	: ??
P1 	: 뭔가 소리도 안냈을거 같아ㅋㅋㅋ
P1 	: 너 되게 차분할거 같거든
P0 	: 그런가봐
P1 	: 어-? 쳤네- 
P0 	: 날개짓 소리는 나던데
P1 	: 약간 이런 느낌ㅋㅋㅋㅋㅋㅋ
P0 	: 순간벌인줄 알고 얼음되어있었어
P1 	: 벌레는 다싫어ㅜㅜ
P1 	: 물론 덩치는 내가 더 크지만
P0 	: 벌레 입장에선 인간이 무섭겠지만 애네들은 인간이 자기들을 얼마나 무서워하는지를 몰라
P1 	: 지난 번에 한밤 중에 매미가 나한테 날아 올라서
P1 	: 꽥 소리 질렀다가 머쓱타드...
P0 	: 으헉! 그거 진짜 놀랄만한 일이네
P0 	: 오늘 배구한대 배구 봐?
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 오 연경신?
P1 	: 봐야지 몇시야?
P0 	: 저녁 9시
P1 	: 당근 봐야지~ 
P1 	: ㅋㅋㅋ아슬아슬해 
P1 	: 오늘 치킨각인가 시간 적절하네
P0 	: 나도 그 말할려고 했는데 치킨 잘 팔리겠네
P1 	: ㅋㅋㅋㅋ오늘 저녁은 먹을거지? 
P1 	: 배 채워지는걸루!
P0 	: 양배추 삶ㅇㅇ았는데
P0 	: 양배추쌈 만들어먹을려고 더워서 뜨끈한게 안 땡겨
P1 	: 으으
P1 	: 얼음에 넣어서 차갑게 하면 맛이 없으려나
P1 	: 뜨거울 때가 달긴 하든데
P0 	: 아 쌈은 차갑게 먹어도 돼
P0 	: 밥이나 그런게 더워서 잘 안 넘어가더라
P1 	: ㅋㅋㅋㅋㅋ난 치킨중이닼ㅋㅋㅋ
P1 	: 아 아가 그거다!
P1 	: 너가 처음으로 금요일 라디오 답올려준날! ㅋㅋㅋㅋㅋ
P1 	: 그거로 받았어 :)고마우이
P0 	: 아 치킨! 행운의 주인공이네 다시 한번 축하해
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 덕분에 배부르게 먹었다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넌 저녁 먹을거 정했니
P0 	: 햄버거 시킬까 맘스 있는데
P1 	: 아 맘스
P1 	: 나도 써야되는뎈ㅋㅋㅋㅋ
P0 	: 삼시세끼 짜는거 너무 어려워
P1 	: 근처에 있난지 찾아보지도 않았ㄴㅔ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 배달시킬려고 보니까 딱 한군데 빼고 준비중이네
P0 	: 아 배고파
P0 	: 자몽주스만 마셨더니 이제 씹을걸 찾아야겠다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이고 잘챙겨먹어ㅋㅋㅋㅋ
P0 	: 점심 뭐 먹었어?
P1 	: 나
P1 	: 아점을 밥먹고
P1 	: 순두부랑ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 방금 치킨먹었어ㅋㅋㅋㅋㅋ
P0 	: 저녁은? 올림픽에는 치킨 아이가
P1 	: ㅋㅋㅋㅋㅋㅋㅋ히리
P1 	: 그때는 자제해야지
P1 	: 자금 배터질거 같거든
P1 	: 올림픽 하겠지?
P0 	: 배구 볼만할 것 같아 도핑 때문에 어떻게 될지 모르겠지만
P1 	: ㅋㅋㅋ그니까말이야
P1 	: 근데 에너지 비축도 하고 가냥 올라가도 나쁘긴 않을거 같아
P0 	: 아 실격처리되면 상대팀은 그냥 올라가는거야?
P1 	: 음 아마 그럳 않을까????
P1 	: 대진이니끼 이거도 운에 속할거 같은데
P1 	: 이니까
P0 	: 스포츠에는 관심이 없어서 몰랐네
P1 	: 나도 몰라ㅋㅋㅋ
P1 	: 왠지 내 생각이 글다는 거지ㅋㅋㅋ
P0 	: 아 그렇네 기권 같은거 하면 바로 올려보내주잖아 이것도 여기에서 더 상황악화되면 실격처리 되니까 수월하게 올라갈 수도 있겠다
P1 	: 웅웅ㅋㅋㅋㅋ
P1 	: 근데 그럴일은 없겠지?
P0 	: 뭐든 한국이 이겨라!
P1 	: ㅋㅋㅋㅋㅋ올라가서 우승하즈아!!!
P1 	: ㅋㅋㅋㅋㅋㅋ좋은 반응이얌
P1 	: 아 오날까지만 푹쉬고
P1 	: 낼부터눈 좀 더 생산적이게 지내야지
P0 	: 뜨끔. 오늘 너무 게으름을 피웠더니 양심이 찔린다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ나도 셀프로...게으름 뜨끔
P0 	: 내일은 주말이니까 시간을 알차게 이용해야지
P0 	: 다음주부터 백신 10부제 한대
P1 	: 10부제?
P1 	: 나이별로?
P0 	: 아니 생년월일 끝자리 별로
P0 	: 시간 맞춰서 백신예약해야지 이번에 못 맞으면 19일 이후 추가 접수때 할 수 있다더라
P1 	: 아ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 너도 이번에 하는규나
P1 	: 나도 시도해봐여집
P1 	: 언제맞지 흠
P0 	: 그거 딱 그 날짜에 예약해야돼 없으면 알림설정해놓으면 된다더라
P0 	: 주변에 맞은 사람이 없어서 잘 모르겠지만 애들이 곧 후기 알려주겠지
P1 	: ㅋㅋㅋㅋㅋㅋ너도 바로 신청하려고?
P1 	: 언제쯤 맞을꾸얌
P0 	: 날짜에 맞추면 12일에 돼
P0 	: 카톡에서 접수할 수 있어서 접근은 간편해진것 같아
P1 	: 오? 오케오케ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 해놔야겠다ㅋㅋㅋ
P0 	: 9일부터 시작하니까 아직 여유는 있어. 아 근데 되겠지? 예상시간이 30-50분이라는데
P1 	: 예상대기시간?
P0 	: {share:photo}
P0 	: 많이 단축된건가봐
P1 	: 힉
P1 	: 아 마자 어른들 저렇게 하시는거 봤다
P0 	: 그만큼 공급이 부족하다는거겠지
P1 	: 시스템망 구축아 절 안된거 아닌가
P0 	: 전에 보니까 병원에 물량 없어서 뒤늦게 취소되고 그랬다던데 지금은 원활한가보네
P0 	: 뭐가 됐든 빨리 맞고 싶다
P1 	: 응응 실행 제대로 안한다고 사람들 버럭버럭 하더라만
P1 	: 다들 처음하는건데
P0 	: 차차 나아지겠지
P1 	: ㅋㅋ난 사랑의 불시착 다시보구있다
P1 	: ㅋㅋㅋㅋ봤어?
P0 	: 마스크도 줄섰는데 이젠 백신 줄서야하는구나
P0 	: 그거 결말 못 봤어
P0 	: 애네들 사랑에 빠지는것까지는 봤는데
P1 	: 아 진짜? 궁금해서 어뜨케 안보고 냅둬
P0 	: 그 분계선에서 헤어지는거까지만 보고 못 봤거든 어떻게 끝났어?
P0 	: 드라마는 많으니까
P0 	: 또 까먹었지
P1 	: 리정혁이 북한올라가는거까지 본거야?
P0 	: 응
P1 	: 담에 정혁이가 피아노쳐ㅋㅋㅋ
P1 	: 매년 한번씩 만나는걸로 끝나쓸걸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 견우와 직녀처럼?
P1 	: 글치 스위스에서ㅋㅋㅋㅋ
P0 	: 낭만적이네 아 기억났다 이 부분 본 것 같아
P0 	: 사진 찍고 있는데 마주치는거였지? 정혁이랑
P1 	: 그랬나
P1 	: 긍라이딩하다가 본거 같은데?
P0 	: 정리된거 보고 왔는데 마지막회에 스위스에서  둘이 만난게 우연이 아니라 예정된 만남이었구나 다시 보니까 너무 예쁘다
P1 	: 우연히 만나구 그 담부터 예정된걸껄?
P1 	: ㅋㅋㅋㅋ
P1 	: 히히 로스쿨도 보러가야디이
P0 	: 봐야될거 많네 24시간이 부족해
P1 	: 부족하지부족ㅎ
P1 	: 다음주 휴가라 그래도
P1 	: 시간이 많디요~
P0 	: 볼게 너무 많아서 다 못 볼것 같아
P1 	: 그건그래
P1 	: 넷플릭스 보나ㅋㅋㅋ
P0 	: 넷플 들어만봤어
P0 	: 넷플에서 하는 것 중에 체르노빌은 봤다
P1 	: ㅋㅋㅋㅋ아 진짜?
P1 	: ㅋㅋㅋㅋ체르노빌은 어때 역사적링 내용인가
P0 	: 아 원전사고
P0 	: 지금도 죽음의 땅이라고 불리잖아
P1 	: 응응
