# FILE DATA
ID : MDRW2100001373
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210804
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 하이~
P1 	: 거기앞에 서 있는 사람 밀치고 내가 앞에 서?ㅋ
P1 	: 불가능해ㅋ
P0 	: 처음에 타서 슬슬 눈치를 보면서 자리를 잡아야지 ㅋ
P0 	: 센스가 없어~ ㅋ
P1 	: ㅋㅋ 담에 함 스킬 보여주던가
P1 	: 말이쉽지
P0 	: 좋아!! 내가 한번 보여주지 ㅋㅋ
P1 	: 기대하지ㄱ
P0 	: ㅋㅋㅋ
P1 	: 내일 ,언니 첫타임 수술이래
P1 	: 늦잠자겠다 좋아했더니ㅋ
P1 	: 개복안해도 된데
P1 	: 모해 모해?
P0 	: 놀러와 마이홈
P1 	: ㅋㅋ 시른데!
P0 	: 헐~~~
P0 	: 나가 마이홈
P1 	: 시른데~~~
P0 	: 헐~~~
P1 	: 뭘 헐이야~
P0 	: 노시오~~~
P1 	: 시른데~~~
P0 	: 일하시오~
P1 	: 시른데!
P0 	: 세탁소앞에 {emoji:💐} 집있는거 봤어??
P1 	: 아니 못봤는디
P1 	: 꽃집이 있어?
P0 	: 응
P1 	: 내일 함 가보까?
P0 	: 아니
P0 	: {emoji}
P1 	: 어그래
P1 	: 가로 120(타이트 115)
	  세로 120
P0 	: 120*130
P1 	: 언니 수술실 들감
P0 	: 안늦었어???
P0 	: 시간은 얼마나 걸린대???
P1 	: 2시간
P1 	: 오고 몇분뒤에 수술시 들감
P1 	: 좀만 더 일찍나올껄
P0 	: 글쿤..  마실거 하나 챙겨서 기다려~
P1 	: 안그래도 물사러옴
P0 	: 뭐하고있어???
P1 	: 주식윹튭보는중
P0 	: 즐감
P1 	: 더 안자?
P0 	: 응. 깼어
P0 	: 수술 거의 끝나가겠네???
P0 	: 당신도 병실에 올라가는거지??
P1 	: 모르것어
	  아직은 수술실
P1 	: 병실  올라갈수 있는지 모르것어
P1 	: 회복도 한시간 걸린다고하던데
P1 	: 수술실에서 2시간 회복실에서 1시간
P0 	: 수술당일에 한명된다니깐..
P1 	: 나한테는 설명안해줬는데 옆에사람 통화하는거 들으니 같이 못올라간다고
P0 	: 아~ 그래???  간호사한테 물어봐봐~
P1 	: 수술 끝나고 경과 듣고 가야하는건지 병실같이 올라가는건지 이따물어보려고
P1 	: 어차피 계속 여기 있을거니
P0 	: 응응
P1 	: {share:url}
P1 	: 당신 보는거 같노ㅋ
P1 	: 수술 끝났다
P1 	: 딱 2시간 걸리네
P0 	: 안내판에 나온거지?
P1 	: 응
P0 	: 글쿤
P0 	: 부럽다
P0 	: 환기 다 시키면 에어컨 틀어야지
P1 	: ㅇㅇ
P1 	: {share:photo}
P1 	: 9일날 온데
P0 	: 월욜에오네
P0 	: 빠르다ㅎ
P1 	: ㅇㅇ 다행
P0 	: 커튼 답변없지?
P1 	: 응
P1 	: 내꺼로 로그인해서 톡톡한번더 남기던지
P1 	: 아님 전화해봐
P0 	: 기다려보고~
P1 	: 수술 잘 끝났데 제거 잘됐고
P0 	: 다행이네~~~
P1 	: ㅁㅇ
P0 	: 언니 회복실서 나왔어???
P0 	: 보호자 병실 올라갈 수 있대???
P1 	: 응 병실왔어
P0 	: 언닌 괜찮아???
P0 	: 커튼 통화했어. 새로 제작하기로..  근데 가로는 조절안된대
P0 	: {share:url}
P1 	: ??
P0 	: 로망이였자네ㅋ
P1 	: 노노
P1 	: 이쁜 쓰레기임
P0 	: 소파치우고 그자리에 둬ㅎ
P1 	: 노노 사절
P0 	: {share:photo}
P1 	: ㅋㅋ 멀리 갔다왔네
P1 	: 굿모닝~
P1 	: 인나야 하지 않겠나 제군!
P1 	: 오늘 카카오 뱅크 상장날인데!!!!!!!!!!!!!!
P1 	: 우린 kb금융이야 ㅋㅋㅋ 혹시나 물어볼가봐 ㅋㅋ
P1 	: 이거 이거 어제 일찍 자라니..;;;
P1 	: 첨 시작할때 떨어져서 막 팔아 치웠는데 ㅠㅠ
P1 	: 오르고 있어
P1 	: 젠장 ㅠㅠ
P1 	: {share:photo}
P1 	: 배송된데!!!
P1 	: 배송은됐다는데 조회해보니 송장만 등록한듯~
P1 	: 아주스틸 대박이다
P1 	: 롯데렌탈 수요예측 함 보고 올인가야겠당
P1 	: {share:photo}
P1 	: 이거도 배송오네
P1 	: 용두동 쭈꾸미 방송한다
P1 	: 몇개 구입할깡?
P1 	: 메론 세일한다..1.2키로 4,980원!
P1 	: 최대할인 3,980원!!!!
P1 	: 4만원 이상 사면 무료 배송인데.....
P1 	: {share:url}
P0 	: 알아서 구입하셔요 ㅋㅋ
P1 	: 수입 대패삼겹살 1키로 11,800원인데 살까?
P1 	: 어차피 대패삼겹살 살라고 했었잖아
P0 	: 그건 마트랑 비슷한 가격 아닌가?
P1 	: 이왕사는김에 그래도 14% 할인된 가격임
P1 	: 어차피  배송도 신선하게 오는뎅
P0 	: ㅋㅋ
P0 	: 오늘 집에서 반찬도 옴
P1 	: 별루야?
P0 	: 카카오 얼마에 샀었지?
P1 	: 어차피 이거 냉동이라,.... 그냥 넣어두면됨.. ㅠㅠ
P1 	: 99백원
P1 	: 김치는 만원
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 카카오뱅크 주식말이여~
P1 	: 39천원
P1 	: 난 다 팔았어.. 것도 싸게 ㅠㅠ
P1 	: 나 볼때는 엄청 떨어지고 있어서 급하게 팜.. 젠장
P0 	: 지금 63000
P0 	: ㅋㅋ
P1 	: ㅋㅋㅋ 나 첨에 51에 팜 ㅋㅋ
P1 	: 자기 몇개지?
P0 	: 8주
P1 	: ㅋㅋㅋ팔꺼야?
P0 	: 어쩔까?
P1 	: 울 언니도  63에 팜
P1 	: 난 파는데 동의함.. 근데 뭐 이건 자기꺼니깐
P1 	: {share:photo}
P1 	: 이렇게 살까???
P1 	: 쭈꾸미랑 메론은 결재하게되면 더 할인됨
P1 	: 메론 꼬마메론이네...
P1 	: 작은건가??
P0 	: 그러셔요~~`
P1 	: 메론은 사지말까?
P0 	: 알아서하셔 ㅋㅋ
P0 	: 카뱅.. 여기서 확~ 오를일은 없잖아??
P1 	: 없을껄?
P1 	: 시총 무거운 애라서.....
P1 	: {share:photo}
P1 	: 지금 방송.. 이렇게 먹고 있음 ㅋㅋㅋ 맛나겠다
P1 	: 오늘 배송 가능하다는데!!
P1 	: 20~23시 사이로 할까???
P0 	: 팔았어~ 623000ㅋㅋ
P1 	: 우리 저녁 먹고 뭐하고 그럼.. 20시~23시 좋지 않을까??
P0 	: 그려~~
P1 	: 잘햇옹~~ 수익은 언제나 옳아
P0 	: ㅋㅋㅋ
P0 	: 아~ 이거구나~~
P1 	: 메론 안삼...
P0 	: 내가 팔면 오른다는게.. ㅋㅋ
P1 	: ㅋㅋㅋㅋ 보지마 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 헐~ 18만원 벌었네 ㅋ
P1 	: 오~~ 대박 ㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 35,410원 결재함
P1 	: 나 밥먹고 올께!
P0 	: 맛점
P1 	: 자기두 밥챙겨먹어!
P0 	: ㅇㅇ
P1 	: {share:photo}
P0 	: 테스??
P1 	: 테스 마이너스 심했는데 찔끔 올라오더니 이제 내평단옴
P0 	: 아~ 테스형~~ 세상이 왜 이래~~
P1 	: ㅋㅋ  미치것네
P1 	: 테스평단 32100 임
P1 	: 아직도 마이너스ㅋ
P1 	: 제발 더 올라가라
P0 	: 근데.. 테스가 뭔데?
P1 	: 반도체회사
P0 	: 자기가 산거야?
P1 	: 응~~~
P0 	: ㅋㅋㅋ
P1 	: 계속 마이너스였음ㅋ
P1 	: 오늘 겨우 평단옴ㅋ
P1 	: 이거 대박나면 한턱쏜다ㅋ
P0 	: 평단?
P1 	: 내가 산 금액
P0 	: 너무 전문용어는 쓰지말아줘 ㅋ
P1 	: ㅋㅋ
P1 	: 전문용어 아니야ㅋ
P1 	: 평균단가란 뜻이니ㅋ
P0 	: 별다줄 ㅋ
P1 	: ㅋㅋ
P0 	: {share:url}
P1 	: 가격 괜츈하네
P1 	: 이거도 살까?
P0 	: 응응!! ㅋ 채반도 준대 ㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋ
P1 	: 들기름 얘기하는거지?
P0 	: ㅇㅇ
P1 	: 일단 밥먹고ㅋ
P0 	: ㅇㅇ
P0 	: 뭐먹어?
P1 	: 밥 벌써 다 먹음ㅋ
P1 	: 청국장
P1 	: 자긴 뭐 먹나?
P0 	: 천천히 먹어라~~
P0 	: 평소에 천천히 먹는 사람이 회사점심은 그리 빨리 먹으니.. ;;;
P1 	: 김밥 계란 부쳐먹어
P1 	: 밥 마니 남겼어
P1 	: 배도 안 고프고
P0 	: 이궁~ ㅠ
P1 	: 아침에 푸룬 마니 먹음
P0 	: 난 김밥 먹어야지 ㅎㅎ
P1 	: ㅇㅇ 계란에해서 먹어!
P1 	: 맛나데
P0 	: 귀찮 ㅋ
P0 	: {share:photo}
P0 	: 그럼 뭐해~1625원 ㅋ
P1 	: ㅋㅋㅋㅋㅋ 그래도 떨어진거보단 좋지 ㅋㅋㅋ
P1 	: 계속 올라서 만원까지 가자 ㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 아.. 담주 청약도 기대된다 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 롯데렌탈 수요예측 잘 나오려나.. 이거도 진짜 잘 나오면 대박일듯한데
P0 	: ㅋㅋ
P1 	: 들기름 막국수 1번 구매하겠음
P1 	: 근데 옵션 선택하는게 안나오는데?
P1 	: 원래 이런건가?
P1 	: 어케 그냥 구매해??
P1 	: 우짠다요?
P0 	: 잠깐만~나도 보고
P0 	: 내가 보내준 링크 자체가 그냥 1번 옵션인거네
P1 	: 글쿠먼
P1 	: 그럼 그냥 구매하것습돠
P1 	: 오예 포인트 100원 있다 ㅋㅋㅋ
P0 	: ㅇㅇ
P1 	: {share:photo}
P1 	: 결재완료!
P0 	: ㅇㅇ
P1 	: 자기야 집주인 계좌번호 확인좀 해줭
P0 	: {share:photo}
P1 	: 8월 16일 대체공휴일이지???
P0 	: 응
P1 	: 아싸~~~
P1 	: 또 쉰다 ㅋㅋㅋㅋ
P0 	: ㅋㅋ
P1 	: 10일날 크래프톤 상장하네
P1 	: 어케 될란가 ㅎㅎㅎ
P1 	: 월요일엔 에이치케이이노엔 상장날이야!
P1 	: 나는 룰루랄라 3주나 있다 ㅋㅋㅋ
P1 	: 오늘 딥노이드 청약일인뎅..... 
	  손실기업에 기관경쟁률이 179.07:1이라 애매함......
P1 	: 의무확약도 7.29%밖에 안되공 ㅠㅠ
P0 	: 난 자기가 하라는대로..ㅋ
P1 	: ㅋㅋㅋ 발행주수 거의 없어서 벌써 균등배정 0.4다 ㅋㅋㅋ
P0 	: ;;;
P1 	: 근데 사람들 돈은 많이 안 넣어서 비례는 4주나 받아 ㅋㅋ
P1 	: 이 주식 애매하니깐 균등이나 받아봐야겠단 사람이 넘치는거지.. 
P0 	: ㅋㅋㅋ
P1 	: 오예 나 플레티어 1주 받았다
P1 	: 대박이닷
P0 	: 플레티어???
P1 	: ㅇㅇ 내가 되면 이거도 좋을거라고 균등하랬잖아~~~
P1 	: kb랑 하나
P0 	: 언제??
P1 	: {share:photo}
P1 	: 마즈까?
P1 	: 자기도 했다고 했어
P1 	: 들가서 확인해봐
P0 	: 했나?? ㅋ
P1 	: 했다고 했거든 ㅋㅋ 두곳다 ㅋㅋ
P1 	: 하나는 안됐네 ㅠㅠ
P1 	: 플레티어 하나는 균등이 0.1프로만 받을수 있고
P1 	: 국민은 0.3프로정도 될껄
P0 	: {share:photo}
P0 	: 짱나ㅋ
P1 	: 국민이야?
P0 	: ㅇㅇ
P1 	: 이런ㅠㅠ
P1 	: 그래봤자 만원짜리라서 올라봤자여
P1 	: 크래프톤 대박나면 되지!!!
P1 	: 그건 1프로만 올라도 대박임
P0 	: {share:photo}
P0 	: 또 짱나ㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 하나는 1프로만 받을수 있는거라 거의 확률 없었어
P1 	: 그래도 수수료 발생 안하니 다행이닷!
P1 	: 오늘 청약 있는건 둘다 패스하자.. 별로 안땡긴당
P0 	: ㅇㅇ
P1 	: 한컴라이프케어는 청약전엔 사람들 다 올인한다고 난리였는데. 뚜껑열었는데....  수요예측 엉망진창.. ㅋㅋㅋ 
P0 	: ㅋㅋ
P0 	: 목요예측은 좋아????
P0 	: {emoji}
P1 	: -0-::
P0 	: ㅋㅋㅋ
P0 	: 잇힝
P1 	: 아저씨 왜그랭
P0 	: 아저씨니까 그래ㅋ
P1 	: 넘 아저씨 티를 내니 그라지~
P0 	: 훗ㅋ
P1 	: {emoji}
P0 	: {emoji}
P1 	: 회춘좀 하라고!!
P0 	: 눼~~
P0 	: {share:photo}
P1 	: 이거 맛없다 하지 않았어?
P0 	: 그래도 먹어야지 ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 자기 진짜 면 좋아하는군
P0 	: 메밀소바 기본맛은 나 ㅋ
P1 	: ㅋㅋㅋ
P1 	: 맛점!!
	  
	  (근데.. 알리에서 구매한거 통관 얼마나 걸리는거야?? 아직도 통관하고 있다는뎅.....)
P0 	: 알리에 주문한건 그냥 잊어 ㅋㅋㅋ
P1 	: 췌
P1 	: 난 빨리 받고 싶다고!!
P1 	: 바로 다음날 배송뜨길래.. 기대했구만
P0 	: ㅋㅋ 잊어
P1 	: ㅋㅋㅋㅋㅋ 언능 점심 자셔
P0 	: 얍얍
P1 	: 화장대 택배사 전달됐데!!!!
P1 	: 롯데택배로 오네? 이상하다 설치해준다고 했는데....?
P0 	: 걔네가 판매쪽에서 하는 배송상태는 신경쓰지말라지 않았나?
P0 	: 이거보면
P1 	: 흠.. 그런건가.. 배송으로 방금 바껴서 ㅋㅋㅋ 난 실시간으로 나오는줄
P1 	: 자기 혹시 3만원 있음?
P0 	: 현금?
P1 	: 응
P0 	: 어차피 월욜에 올텐데 ㅋㅋ 
P0 	: 응~ 있어~~
P1 	: 없으면 찾아가고 있으면 자기한테 보내게
P1 	: ㅇㅇ 그럼 자기한테 3만원 송금할께!
P0 	: ㅇㅇ
P1 	: 송금완료!
P1 	: 빨리 받고 싶다!!!!!!!!
P0 	: ㅋㅋ 월욜
P1 	: ㅋㅋㅋㅋ
P1 	: 주말에 와랏!
P0 	: 설마 ㅋ
P1 	: 왜 재를 뿌림?
P0 	: 에어컨 틀어놓고 시원한거 먹으니 참 좋네~~
P1 	: ㅋㅋㅋㅋ
P0 	: 없는 가능성에 희망을 갖지않길 바랄뿐이야 ㅋ
P1 	: 희망을 먹고 자란다고!
P0 	: 다 자랐어~~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 자라나는 싹을 밟다니.. ㅠㅠ
P0 	: 다 자랐지...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미우다요!
P0 	: 미우새 아니고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 허긴 요즘 쭈그러 들고 있긴하지.. ㅋㅋ
P1 	: 웁쓰
P0 	: ㅋㅋㅋㅋ 
P1 	: 슬슬 가을옷 장만할때가 되었다.....
P0 	: 헐 ㅋ
P1 	: 가을이야 가을
P0 	: 설마~
P1 	: 설마라니요~
P1 	: 이제 밤에 나가면 싸늘해요~
P1 	: 자기 무신사 옷 입어본적 있음?
P0 	: 아니~
P1 	: &name4& 무신사꺼 입던데
P1 	: 막빨아도 괜츈하던디 ㅋㅋ
P1 	: 근데 무신사가 옥션이나 뭐 이런거랑 똑같은 건가?
P0 	: 응. 그냥 옷파는 사이트
P0 	: 뱅뱅처럼 브랜드가 아니고 쇼핑몰이지
P1 	: 썸머세일 하는디.. 자기 티셔츠좀 살까?
P0 	: 아니
P0 	: 왜? 나 옷이 없어보여?? 후줄근해???
P1 	: 보플 난거도 있고 그러니깐 ㅠㅠ
P1 	: 그리고 자긴 반팔 자주 입잖아~
P1 	: 많이 있으면 좋지!
P1 	: 그리고 운동 계속 다녀야하고 그런데!
P0 	: 옷장 정리하고 얘기하자 ㅋ
P1 	: 이쁜옷 다 줄어든다!
P1 	: 이번주 옷장 정리하자!
P0 	: {share:url}
P1 	: 와이셔츠도 안 입고 유행지난건 좀 버리고 새로 사자
P0 	: 이거 그냥 주문했어 ㅋ
P0 	: 편히 입게
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그럼 와이셔츠 사줄께~
P1 	: 반바지는 환불하자
P0 	: 와이셔츠 안입는디
P1 	: 음.. 미팅있을때 안 입어?
P0 	: 뭐, 외부사람 만날때 아니면 잘 안입지
P1 	: 그럼 남방이나 사자 ㅋ
P0 	: 남방도 잘 안입어 ㅋ
P1 	: 흠.. 그래도 있으야하지 않나?
P0 	: 왜이렇게 내 옷에 집착하지? ㅋ
P1 	: 옷을 못버리고 있잖아.. ㅋㅋㅋ
P1 	: 내눈엔 죄다 버려야할거 같은데 ㅋㅋㅋ
P0 	: 췟
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 패알못
P1 	: 자기가 패알못이지 ㅋ
P0 	: 패스
P1 	: 뭔 패스?
P0 	: 패스
P1 	: -0-?? 뭐죠>?
P1 	: {emoji}
P1 	: 이해가 안감둥
P0 	: 나 패알못 아니야!!!!!!!!!!!!!!!!!!
P0 	: 란 말이지 ㅋ
P1 	: 그래
	  그냥 옷 못버리는 사람으로 하자!
P0 	: 카뱅.. 상한가 찍겄다
P0 	: ;;;
P1 	: 보지말래도 ㅋㅋㅋ
P1 	: 그냥 잊어
P1 	: 뭘 자꾸 보고그래~
P1 	: 내가 가면 뿌듯하고 올라가면 배아프고 ㅋㅋㅋ
P1 	: 그러니 그냥 보지마 ㅋㅋ
P1 	: 토스방엔 4만원에 죄다 판 사람도 있어 ㅋㅋㅋ
P0 	: {share:photo}
P0 	: 얘기가 나와서 ㅋ
P1 	: ㅋㅋㅋㅋㅋ 
P1 	: 돈 벌었으면 된거여 ㅋㅋ
P0 	: 벌었지 ㅋㅋ
P0 	: 39000원에 사서 62000에 팔았으니 ㅋㅋ
P1 	: 63에 팔지 않았음?
P1 	: 51에 판 나도 있어 ㅋㅋㅋ
P0 	: 62300원
P1 	: 뿌듯함을 가져 ㅋㅋ
P0 	: 그럼18만원 벌었는데 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 아.. 테스는 내 평단을 못 뚫고 가네 ㅠㅠ
P1 	: 제발 월요일에도 올라야 할껀데 ㅠㅠ
P0 	: 아~ 테스형 힘 좀 내라그래 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 자기가 힘내라고 좀 해줘봐봐
P1 	: 내가 몇달동안 마이너스로 고생 많이한거라고!!!!!!
P0 	: 테스형! 힘내소!!!
P1 	: ㅋㅋㅋㅋㅋㅋ 힘내소!
P0 	: ㅋㅋㅋ
P0 	: 조리도구걸이 한번 봐봐
P1 	: 응응
P1 	: 엄마한테 쌀이랑 이런거좀 보내달라고할깡?
P0 	: {share:photo}
P1 	: 엄니 최고!
P1 	: 난 쌀이랑 잡곡이랑 마늘이랑 양파랑 달라고할깡?
P1 	: 토스 평생 수수료 없애기 눌러 ㅋㅋ
P1 	: 그리고 백신예약때 알려주는거도 설정
P1 	: {share:photo}
P1 	: 백신예약 순서
P1 	: 자기 11일이지?
P0 	: 응
P1 	: 난 13일!!!
P0 	: 뭘 자꾸 달라그래 ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ 
P1 	: 자기도 달라 그랬으면서!
P0 	: 아닌데~
P1 	: 맞는데!
P0 	: 어무이가 주신다고 한건데 ㅋ
P1 	: 울 엄마도 준다고했는데 내가 됐다한건데 ㅋㅋ 이사가기 전이라 ㅋㅋ
P0 	: 반찬 자기오면 옮겨담을까?
P1 	: 음 왜?
P0 	: ㅋ 내가 알아서 할게
P1 	: 이상한데 담을까봐?
P0 	: 응 ㅋㅋ
P1 	: ㅋㅋㅋ 그냥 담아둬 ㅋㅋㅋ
P0 	: ㅇㅇ
P1 	: 반바지 무슨 카드로 결재햇지???
P1 	: 들기름 막국수 벌써 송장번호 등록됐다
P0 	: &num&로 끝나는 삼성카드
P1 	: ㅇㅇ 확인함
P1 	: 이따가 이마트에서 보자
P0 	: ㅇㅇ
P0 	: {share:photo}
P0 	: 왔음 ㅋ
P1 	: 오~ 귀여운거 왔네
P1 	: 다행이다 ㅋㅋ
P0 	: 어차피 팔건데 ㅋ
P0 	: 자기 이거 쓸래?
P1 	: 아니 그냥 팔아 ㅋㅋㅋ
P0 	: 자기꺼랑 삼성꺼는 팔까?
P1 	: 이거 팔고 내꺼파고 하자
P0 	: 삼성꺼 냅두고?
P1 	: 응
P1 	: 우리 먹을거 부자다
P1 	: 담주에 배달시킨거 다 오겠다
P0 	: {share:photo}
P0 	: 요렇게 귀여운데?
P1 	: 쪼꼬미네 ㅋㅋㅋ
P1 	: 귀엽긴하네 ㅋㅋ
P1 	: 그치만 쓸일이 그리 많지 않아 ㅋㅋㅋ
P1 	: 그냥 팔자
P0 	: ㅇㅇ ㅋㅋㅋ
P1 	: 잠온당 ㅋ
P0 	: 한숨자
P1 	: 오늘 아침에 지하철이 전기가 안들어와서 멈춰 있었잖아
P1 	: 이때까지 누워있다가 나옴
