# FILE DATA
ID : MDRW2100023769
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 카드 머쓰세요?
P1 	: 음 까비요
P1 	: 뚜레쥬르 투썸 10% 할인인데 이건 뭐 다른 할인도 많으니
P1 	: 이마트카드가 꿀이었는데
P0 	: 다 단종됏나봐요
P1 	: 네 사기였거든요
P1 	: 그냥 메인카드 30만원 or 50만원 맞추고
P1 	: 저거 할인받는거로 쓰는거에요
P0 	: 괜찮네요ㅕ
P1 	: 음...
P1 	: 더모아카드가 지금은 젤 조음
P1 	: 제가 카드 설계사 머 이런건 아닌데
P1 	: 암튼 그래요
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 혜택뭐에요?
P1 	: 카드도 할인 잘 골라서 보면 혜택 짱짱한거 만음
P0 	: 주거래가 국민이라
P1 	: 더모아카드는 5천원 이상일 경우
P1 	: 백원단위 이하 적립
P1 	: 5990원을 썼다?
P1 	: 그럼 990원 적립
P1 	: 개사기카드
P0 	: 엥? 진짜말도안되는데
P1 	: 요기요나 배민에서 X990원 맞췄다??
P1 	: 그럼 990원 적립
P1 	: 저 저번달에 첨 썼거든요?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 첫달이라 30만원 못채웠는데
P0 	: 와 완전대박이네
P1 	: 만사천얼마 적립댐
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미쳤어요 이거
P1 	: 대신 머리좀 굴려야하죠
P1 	: 결제하기전에 아 900원 만들어야하는데
P0 	: 배민은 엘포인트같은거 쓸수있어서
P1 	: 맨날 이럼
P0 	: 그거같이쓰면 990원은 금방맞출듯
P1 	: 맞아요 ㅋㅋㅋㅋㅋㅋ
P1 	: 요기요는 스마일페이로
P1 	: 그겋게 맞춤
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 진짜개이득이네
P0 	: 연회비 2만인ㄱㅏ요?
P1 	: 이거 핸드폰도 분할결제 가능
P1 	: 연회비 만원에 해외결제시 추가인가 그랬나
P1 	: 만오천원이어나
P0 	: 카드를 파시네 ;
P1 	: 적립금 1% 떼주시죠
P1 	: 무튼 카드 200쓰신다니 충격
P1 	: 잘 나눠 써보세요
P0 	: 아 할부금포함해서요 ㅋㅋㅋㅋㅋㅋ
P0 	: 저번에 큰거하나해서 ㅎ
P1 	: 샤넬백이라도 사셧나
P0 	: 큰거 몇개하니까 뭐 달에 할부금이 백이던데
P1 	: 더모아카드 이거는 생각없이 긁으면 혜택이 별로 없으니
P0 	: 추천인 코드같은거잇나요?
P1 	: 몰라요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저 카드쟁이 아닙니다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저도 국민이 주거래인데
P1 	: 세달 고민하다가
P0 	: 아이거 연회비무료 해주지않나 ㅠ
P1 	: 더모아 팜요
P1 	: 아 신한카드 쓰세요??
P0 	: 안써요 근데 저번에 방판오드라구요 ㅡㅡ
P0 	: 한번해줬었는데
P1 	: 아...
P0 	: 만들기만하고 쓰진않음
P1 	: 그럼 안될듯
P0 	: ㅠ망할놈들
P1 	: 신한 첫 이용이면 10만원 지원해주던데..
P1 	: 10만원 손해보셨네
P0 	: 이용을안햇는데
P0 	: 안줘요?망할놈들
P0 	: 하두 사정하정하길래 너무 불쌍해서
P0 	: 내가더불쌍한데,,
P1 	: ㅋㅋㅋ팔랑귀시네요
P1 	: 배달 음식 자주 시켜드시면
P1 	: 더모아카드 ㄹㅇ 쓰기 편함
P1 	: +핸폰비 분할결제
P1 	: 어디 통신사세요?
P1 	: 폰팔이 아닙니다
P0 	: 에스케이요 ㅋㅋㅋㅋㅋ
P0 	: 아웃기네
P1 	: 아 슥은 안댐
P1 	: 아웃
P0 	: 뭐야그런게어딧어
P1 	: 아 이런 정보 쉽게주면 안되는데
P1 	: 슥은 분할결제 안되더라구요
P1 	: 케티랑 헬지만 가능
P0 	: 어차피 4만원도안나와요
P0 	: 분할결제를 그럼
P1 	: 그거 이제 5990원씩 납부하는거죠
P0 	: 990으로맞춰서하나요?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 990원 꺼억
P1 	: 돈 쉽게 버는거 아닙니다
P0 	: 아 진짜 skt 망할놈들
P1 	: 저번달에 까먹어서 5번인가 밖에 못함
P1 	: 그래도 5천원 감사합니다
P1 	: 아 이거 1일 1회 결제에요 해당 적립은
P0 	: 하루에 한번밖에안된다구여?
P1 	: 정보를 너무 많이 줬다
P1 	: 점심에 요기요 결제했다? (적립)
P1 	: 저녁에 또 요기요 결제했다? (미적립)
P0 	: 그래도 최대 약 3만까지가능하네
P1 	: 게열사 같으면 안댐 1일 1회만 가능
P0 	: 계열사 다르면가능?
P1 	: 가능
P0 	: 아 뭔말알
P1 	: 옥션=지마켓은 같은 이베이코리아라
P1 	: 당일 옥션에서 긁고 지마켓에서 긁으면
P1 	: 두번째거는 노적립
P0 	: 긁기전에 물어볼테니까 대기하세요
P1 	: 최대 3만원은 무슨소리에요??
P1 	: 이거 적립 무제한임
P0 	: 하루한번만 되는줄
P0 	: 아까꺼 잘못이해함
P1 	: 따로따로 가능
P0 	: 지금은 제대로이해함
P1 	: 이런말하기 좀 그렇지만
P1 	: 십사기카드입니다
P1 	: 머리만 잘 굴리면
P0 	: 신규가입 안되겟네요
P0 	: 탈회는 어캐하죠
P1 	: ??
P1 	: 무슨소리죠?
P0 	: 온라인 신규회원 연회비 100프로캐시백받으려면
P0 	: 탈회후3개월이상경과고객이래서
P1 	: 그거 캐시백 받을려고 기쓰는거보다
P1 	: 한달 쓰고 적립되는게 더 클듯요
P1 	: 저도 모르고 했는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 첫달이 대충 썼는데 1.4 찍혓다니까요
P1 	: 연회비 1.5인데
P0 	: 아진짜 ㅠ
P0 	: 그만유혹하세요
P1 	: 아? 그래 이거 지원받은걸로
P1 	: 치자
P1 	: 유혹이라뇨
P1 	: 제가 좀 매력적이긴한데
P1 	: 쓰는거 얘기했을뿐
P0 	: 내일하게생겻네
