# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P1 	: 좋은꿈이면 &name1&꿈이넹 ㅎ.ㅎ
P1 	: {emoji}
P1 	: &name1&꿈꿀겡{emoji:❤} 잘쟈~~
P0 	: {emoji}
P0 	: 좀 더 일찍 일어났당
P0 	: 씻구올겡!
P0 	: 헉 우리근데 왜
P0 	: {share:photo}
P0 	: 글쓴거 없어졌징..
P1 	: 일어났습니당~~
P1 	: {emoji}
P1 	: 한번 보고와봐야겠당
P1 	: 그러네 사라졌넹
P0 	: 뭐야
P0 	: 왜???
P0 	: 왜 사라져..??
P1 	: 한쪽만 만드는건 안되는건가
P1 	: 전화해보고 올게
P1 	: 누워서 헤롱헤롱 거리구있다가
P1 	: 갑자기 정신 번쩍 들더니
P1 	: {share:photo}
P1 	: 이게 생각났오!!!!!!!!!
P1 	: 룰루~
P0 	: 할
P0 	: 대박
P0 	: !!!!!!!
P0 	: {emoji}
P0 	: 오예~
P0 	: 역시 오빠한테 맡기길 잘 했군ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래두 만원은 아낄수 있겠당~
P1 	: 애기얌
P1 	: 나두 이제 샤워하고올겡!!
P0 	: 난 이제 밥 먹을랴구
P0 	: 밥 챙겨먹어야징
P0 	: 돈까스 있길래
P0 	: 그거 튀겨서 먹을꺼야!
P0 	: 다 차리고
P0 	: 밥솥 열었는데
P0 	: 밥이 없어서
P0 	: 햇반 돌리구이쓔ㅓ..
P1 	: 힉?!!!!!!
P1 	: 힝
P1 	: 햇반이라도 있어서 다행이당
P1 	: 잘먹구있낭 우리 애깅~
P0 	: 웅!!!
P0 	: 방금 다 먹고왔당
P0 	: 이제 설거지하규
P0 	: 오빠 올때동안
P0 	: 공부하고 있어야겠오
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 후다닥
P1 	: 나갈준비중!
P0 	: 네엥!
P0 	: 34 10분 남아써
P1 	: {share:photo}
P1 	: 출발~~
P1 	: 놓치면 바로 &address&역가서
P1 	: 택시타야겠당
P1 	: 딱맞춰서 도착이군 ㅎ.ㅎ
P1 	: 이제 곧 버스탑니다용
P1 	: 근데 우리 &name1& 너무 규ㅣ엽당
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 너무 안 외워져 쟈기야.. 큰일나따
P1 	: 힉
P1 	: 안대!!!!
P1 	: 유종의 미를 거둬야징 쟈갸
P1 	: 마지막 시험까지 완벽하게 잘볼수있을거얌
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ유종의 미ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 도착하면 전화해주세영
P1 	: 알겠습니다앙~
P1 	: &address&역 지나가구이쒀여
P0 	: {share:photo}
P0 	: 띠로리....~
P1 	: 읭?!??
P1 	: 머야???
P1 	: 그럼 몇시에 끝나는거야..??
P0 	: 몰라... 아마 4시? 4시 반...?
P0 	: 오반데
P0 	: 구냥 갈까
P0 	: {emoji}
P1 	: 그럼 예약 바꿔야하는데
P1 	: 몇시로 해야되지
P0 	: 5시 반 이나
P0 	: 6시..?
P0 	: 힝
P0 	: 교수님 이러시는게 어딨어요 갑자기..
P1 	: 나혼자
P1 	: 만들고올까..
P0 	: 어????
P0 	: 아니
P0 	: 안돼
P0 	: 나랑 같이가
P0 	: 아마 이거 검사받는거 일찍 끝나면
P0 	: 수업 좀 더 당겨서 할 수 있으니깐
P0 	: 상황보고
P0 	: 진짜 3시 반에 하면
P0 	: 안듣고 갈래잉
P1 	: 일단 6시로 미뤄놓을겡
P1 	: 수업끝나면 다시 전화해봐야겠당
P0 	: 힝 알겠옹...
P1 	: 알겠습니당
P1 	: 검사 잘맡구와랏!!
P1 	: {emoji}
P0 	: 넹
P0 	: 복학생들 하나둘씩 내려가서 검사 받는당
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 조금뒤면
P1 	: &name1& 검사 받겠구만~
P1 	: 수업 지금 끝나가지구
P1 	: 바로 6시로 미루고왔엉
P1 	: 사랑해 진짜
P1 	: 너무 고마워
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 진쨔 사랑해{emoji:❤}{emoji:🧡}{emoji:💛}{emoji:💚}{emoji:💙}{emoji:💜}
P1 	: 4분뒤면 버스 온댕!!
P1 	: 오늘 걱정해줘서 고맙구 속 편하게 만들어줘서
P1 	: 진짜 고마웡!!!!!
P1 	: 내 은인이얌 쟈깅
P1 	: 사랑하구 얼른 쉬어용~
P1 	: {emoji}
P1 	: 버스탔당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조심히 가 쟈깅{emoji:❤}️
P0 	: 속 괜찮아져서 진짜.. 너무 다행얌.. 휴우~
P0 	: 아프지마라
P0 	: 난 씻구올겡!
P1 	: 알겠습니당 여보 ㅎ.ㅎ
P1 	: 잘씻구오세용~
P1 	: {emoji}
P1 	: 버스내렸다앙
P1 	: {emoji}
P1 	: 이제 집도착해서 샤워하구
P1 	: 오겠습니닷!
P0 	: 웅!!!
P0 	: 씻구왕
P0 	: 기다리구 있을겡
P1 	: 앗
P1 	: 다씻구왔오!!!!
P1 	: 얼른 잘준비 다하구 올겡~
P1 	: 힝
P1 	: 응아하느라 너무 늦게 와버렸당 내가
P1 	: 잘자구 아침에 보쟝 여보~
P1 	: 사랑해{emoji:❤}
P1 	: {share:file}
P1 	: 나두 잔당~
P0 	: 일어났다용
P0 	: {emoji:🥰}
P1 	: 헷
P1 	: 나두 일어나쒀!!!
P1 	: 우리 애기 잘잤나용
P0 	: 지구 멸망하는 꿈 꿔써..
P1 	: 웅..?!!
P1 	: 지구멸망이요?!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어떤 내용이였는뎅?!
P0 	: 몰라 힝
P0 	: 달이 엄청 크고 분홍색이거 하늘 보라색이고 그래서
P0 	: 영상 찍었는데 갑자기 나무 날라가
P0 	: {emoji}
P0 	: 오빠도 나왔던거 같은데
P0 	: 기억 잘 안남ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 갑자기 왜 그런 꿈을 꿨댕~
P1 	: 난 이제 밥먹구
P1 	: &name1&한테 갈준비 해야징
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아주조아!!!
P0 	: {emoji}
P0 	: 밥 잘 챙겨먹구
P0 	: 천천히 준비해도 되니깐
P0 	: 빨리 먹지마ㅜㅜ
P0 	: 제발......
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈깅..
P1 	: 어제 얼마나 놀랬던거얌..
P1 	: 힝
P1 	: {emoji}
P1 	: 천천히 먹구와쒀{emoji:❤}
P0 	: 왜케 빨리 먹구왔오
P0 	: 30분은 밥 먹어야지
P0 	: !!!!
P0 	: ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠ
P0 	: 난 10시30분부터 씻으러갈량
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 30분이면 배불러 주겅~
P1 	: 조아조앙
P1 	: 난 이제 슬슬 씻으러가야쥥
P0 	: 나두 밥 다 먹어서
P0 	: 설거지하구
P0 	: 씻으러 가야게따
P1 	: 오옹
P1 	: 조아조앙~
P1 	: 씻구있으려낭 우리 애깅
P0 	: 머리 말리구 있당
P0 	: 옷 미리 다 갈아입었오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어차피 교복으로 갈아입을꺼니깐 편하게 입구 갑니당
P0 	: 스타킹도 그냥 미리 신고 위에 바지입음ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~
P1 	: 나두 이제 조금뒤에 출발이당!
P1 	: 출발이에용
P0 	: 오
P0 	: 얼추 비슷하게
P0 	: 준비하겠당
P0 	: 알겠오
P1 	: 네엥~
P1 	: 지금 34번 탔어용
P1 	: {emoji}
P1 	: 왜 먼가 자꾸
P1 	: 빼먹고온 기분이 들징
P1 	: 흐움
P1 	: {emoji}
P1 	: 머지
P1 	: 쟈기야
P1 	: 나 캐시 있던거
P1 	: 누가 해킹해서
P1 	: 내 아이디 쓰던거여쒀
P0 	: ??????
P0 	: 뭔소리야 그게
P0 	: 무슨 캐시??
P0 	: 캐시미션?
P1 	: {share:photo}
P1 	: 넥슨
P1 	: 아이디
P0 	: 아헐
P0 	: 미친
P0 	: 뭐야 왜?
P0 	: 크아???
P0 	: 뭐지 왜지
P0 	: 그때 피방에서 로그아웃 안됐나?
P1 	: 10월초에도
P1 	: 썼었네
P1 	: 근데 왜 결제된건 없지
P1 	: 킥
P1 	: 비번 바꾸고 크아에 캐시 못쓰게
P1 	: 설정 바꿔버렸당
P1 	: 저거 철회하면
P1 	: 그 캐시 내가 먹어버려야징~
P1 	: 참교육이다 이넘
P1 	: 1분뒤에 버스온댕!!!
P1 	: 타이밍 머야~
P1 	: 오늘 진짜 너무 재밌구 사진도 예쁘게 찍어서
P1 	: 너무 조앙
P1 	: 고맙구 사랑해 우리 애깅{emoji:❤}
P1 	: 버스 탔당~
P0 	: 오!!!!!
P0 	: 버스 일찍와서 다행이당
P0 	: 바로 보내길 잘 했구만ㅎㅎ
P0 	: 난 집 오자마자
P0 	: 엄마가 신발 빨았다고 신발끈 끼라고해소
P0 	: 그거 끼구 왔엉
P0 	: ㅎㅎㅎ
P0 	: 오늘 진짜 재밌었당{emoji:❤}️
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 집가자마자 할일이 있었구만?!
P1 	: 잘하구왔넹~
P1 	: {emoji}
P1 	: 나 아직도 꿈만 같아 오늘 하루가
P1 	: 힝
P1 	: 다시 정신차렸을때
P1 	: &name1&랑 교복 고르던 그때면 좋겠당
P0 	: 나두ㅠㅠㅠㅠㅠ
P0 	: 사진 보는데
P0 	: 꿈꾸다 온거같앙..
P0 	: 넘죠아
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 이거 먼저 줄겡ㅎㅎㅎㅎ
P0 	: 씻구오겠슴당
P1 	: 꺅
P1 	: 너무 예쁘당!!!!!
P1 	: 나 또 &name1& 보고싶어ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 얼른 씻구왕!!!
P1 	: 기다리구 있을겡~
P1 	: 버스내려서 걸어가용~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조아조앙
P0 	: 난 다 씻구
P0 	: 스킨팩 하는즁
P0 	: 아직 머리는 덜 말렸오
P1 	: 오홍
P1 	: 나두 이제 샤워하구 올테니깐
P1 	: 머리 말리구 이쒀 애깅~
P1 	: 오늘은 빠르게 다녀올겡!
P0 	: ㅋㅋㅋㅋㅋㅋ오늘은 똥 안싸도댕?
P0 	: 머리도 다 말렸당
P0 	: 포토샵 하구 있어야징
P0 	: ~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅 ㅎ.ㅎ
P1 	: 포토샵 좀만 더하구 있어봥~
P1 	: 물기닦구올겡{emoji:❤}
P0 	: 넹
P0 	: 내가 이따
P0 	: 전화할겡!!!
P0 	: 언니랑 얘기듕
P1 	: 앗
P1 	: 알겠습니다앙
P0 	: 다 준비해쨩??
P1 	: 옹
P1 	: 나 머리만 말리먄더ㅐㅇ!!
P1 	: 다 준비해쒀
P1 	: !!!!!!!!
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 누웠당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘해쪙
P0 	: {share:photo}
P0 	: 이거 약간
P0 	: 베스트얌?!
P0 	: 하나 열심히 했오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고생했넹 우리 애기~
P1 	: 아 근데 진짜
P1 	: 우리 &name1& 너무 예쁘당..
P1 	: 힝
P1 	: {emoji}
P1 	: 엄마가 고기 있다구 먹을거냐고 했는뎅
P1 	: 참아쒀..
P1 	: 후우후욱
P1 	: &name1&랑 밤에 뭐 안먹기로 약속한거
P1 	: 지켜야됑!!!!
P1 	: {emoji}
P0 	: 여보 사랑해 쟐댜
P0 	: {emoji:❤}️
P0 	: &name1&꿈~
P1 	: 웅웅 잘쟈구 일어나서봥~
P1 	: &name1&꿈~!!{emoji:💙}
P0 	: 왜 하트 파란색이야
P0 	: 빨강으로 바꿔줘.
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 빨간색 파란색
P1 	: 맞췄던거징 ㅎ.ㅎ
P1 	: {emoji:❤}{emoji:❤}{emoji:❤}{emoji:❤}{emoji:❤}{emoji:❤}{emoji:❤}
P1 	: 정열의 빨강이당
P1 	: {emoji}
P1 	: 쮸압
P0 	: 히히{emoji:❤}️
P0 	: 일기 다 쓰규
P0 	: 사진 하나 더 뽀샵하구 와쏘
P0 	: {share:photo}
P0 	: 쨔란~
P0 	: {share:photo}
P0 	: 이건 아까 버스에서 한거!
P0 	: 오
P0 	: 뭐양
P1 	: 오
P1 	: 쟈기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 일어나써
P1 	: 나 지금 일어나꿔
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기 피곤한거
P1 	: 아니얌?!!
P0 	: {emoji}
P1 	: 늦게잤넹
P1 	: {emoji}
P0 	: 마쟈 약간 졸령
P1 	: 얼른 빨래 하구
P1 	: 다시 자용
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 그래야게써
P0 	: 잠깐 눈이라도 붙여야징..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~
P1 	: 난 40분부터
P1 	: 과제해야쥥
P1 	: 히이
P1 	: &name1& 사진들
P1 	: 너무 예뻐!!!!
P1 	: 진짜 빨리 보고싶당 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: {share:file}
P0 	: 이제 과제 시작했겠넹
P0 	: 근데 일어나서
P0 	: 사과 깎아놓은거 하나 먹으니깐
P0 	: 정신이 멀쩡해쟜오..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래서 다시 안자는고얌?!
P1 	: {emoji}
P1 	: 휴
P1 	: {share:photo}
P1 	: 그나마 마음좀 놓인당..
P1 	: 어제 깎인거 보고 마음 아팠는뎅..
P1 	: 맘편히 과제할수있게쒀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어후.. 다행이다
P0 	: 어제 16만원 손실돼서
P0 	: 그냥 박아두고 아예 안 꺼내볼까
P0 	: 이러길래 걱정했눈데
P0 	: 난 건조기에 빨래 넣구 왔오
P0 	: 다 될때까지 오랜만에 운동 좀 해볼깡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오옹
P1 	: 모닝운동이얌 쟈깅?!!!
P1 	: 운동은 내가 해야되는뎅
P1 	: 나두 과제 얼른 끝내구 운동하고
P1 	: 샤워해야징
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두
P0 	: 11시에 씻으러 가려구
P0 	: {emoji}
P1 	: 조아조앙~~~
P1 	: 꺄아아악
P1 	: {emoji}
P1 	: 빨리 &name1& 보고싶군 ㅎ.ㅎ
P1 	: 과제도 다 끝냈당
P1 	: 히히
P1 	: 운동하구 와야징~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 운동하구
P0 	: 불닭먹는게 맞는 선택일까..?
P0 	: 근데 먹구있어 지굼....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이미 먹고있으면서 머야!!!!
P1 	: 이따가 애기 속쓰리다구
P1 	: 하는거 아니얌..??
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아냐아냥
P0 	: 난 이제 씻으러 슬슬 갑니다용
P1 	: 앗
P1 	: 웅!!!!
P1 	: 생각보다 밥 많이 먹어서
P1 	: 이제야 다먹었당
P1 	: 나두 씻으러 가야징~
P0 	: 넹.....????
P0 	: ??
P0 	: ????
P0 	: {emoji}
P1 	: 웅?!!
P1 	: 조금만 먹을걸 그랬낭..?!
P1 	: 왜 놀랭!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니 오빠! 위 무리가!! 맛있다고 폭식하면!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 공기밥 반공기 먹을거
P1 	: 한공기 양만큼 먹은거얌~
P1 	: 나 우리 애기 말잘듣기로 했자나 ㅎ.ㅎ
P1 	: 폭식안행~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조앙
P0 	: 나 출발이얌!!!!
P0 	: 오빠 출발했어??
P1 	: 우웅
P1 	: 나두 이제 출발이얌!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 혹시몰라서
P0 	: 펜 두개 챙겼오
P0 	: 정글에 볼펜이 있나없나 기억이안나ㅓ
P1 	: 역시역시
P1 	: 우리 애기 준비성 하나는
P1 	: 장난아니군!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: 잘해떠
P1 	: 난 &address&역가는 버스 탔당
P1 	: 오늘 &name1&한테 쓰담쓰담 받으려귱
P1 	: 머리 아무것도 안뿌렸오
P1 	: 히히
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘해써{emoji:❤}️
P0 	: 쓰담쓰담 해줘야징
P0 	: 나도 오늘 약간
P0 	: 너무 편하게 가나 싶기두 해....ㅎ
P0 	: 난 이제 내려서 201번 기다리는즁
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오예오예~
P1 	: 오늘 &name1& 껴안구
P1 	: 뽀뽀 계속해야징
P1 	: 편한 &name1& 조앙{emoji:❤}
P1 	: 나두 이제 &address&역 내려서
P1 	: 51분 지하철 타려궁!
P1 	: 룰루
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ조앙!
P0 	: 나도 지금 201타구
P0 	: 가고있단
P0 	: {emoji}
P1 	: 얼른왕 애기~~
P1 	: 보고싶오
P1 	: 이제 수원시청역이당!!
P0 	: 나도 이제 곧 내려!!!
P0 	: 나 일단
P0 	: &address& 안으로!
P1 	: 웅웅
P1 	: 나 그쪽으로
P0 	: 어떤분이 뭐 설문조사 참여 해 달라고 붙잡아서
P0 	: 걍
P1 	: 가구이쒀
P0 	: 들어온
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그쪽으로 가려했는데
P0 	: 일단 피신이야
P1 	: 잘해쒀 쟈걍
P1 	: 그런거 하는거 아니얌
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀엽군 ㄹ.ㅎ
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P1 	: 3분뒤에 버스 도착이래용~
P1 	: 힝
P1 	: 보고싶당 우리 &name1&!!
P1 	: 얼른 씻구 발 다친곳 연고 바르구!!
P1 	: 알겠징?!
P1 	: 사랑해 여보얌{emoji:❤}
P0 	: 지금 버스 탔겠당
P0 	: 알겠오 여보{emoji:❤}️
P0 	: 연고 바르고 밴드붙이구
P0 	: 일단 대추차 부터 마시고 씻어야게써
P1 	: 웅웅 버스탔당
P1 	: 조아조앙!!
P1 	: 우리 애기 대추차부터 마셔야행
P1 	: {emoji}
P1 	: 목좀 괜찮아졌으려낭
P0 	: 웅!!!
P0 	: 오자마자
P0 	: 물 마셨엉
P0 	: 물 끓ㅇ이는즁야 지금
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P1 	: 조심히 끓여서 먹옹
P1 	: 나두 목마르당!
P0 	: 대추차 다 마셔서
P0 	: {share:photo}
P0 	: 집에 이거 있어서
P0 	: 마시는즁
P0 	: 집에 티 만 5종류 넘기 있는거 같애..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 혹시 코스요리마냥
P1 	: 종류별로 다 마시는건가 혹쉬~?!
P1 	: 난 버스 이제 내렸당!
P0 	: 옹!!!!
P0 	: 일찍 도착했넹
P0 	: 원래 12시 다 돼서 집가도니
P0 	: 나두 차 다 마셔서
P0 	: 씻으러가보겠슴당
P1 	: 알겠습니닷!!
P1 	: {emoji}
P1 	: 저두 집도착해서
P1 	: 샤워하구 올게용~
P0 	: 난 잘 준비 끝!!!!
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이것봐
P0 	: 다 오빠 칭구들
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 아예 다 도배됐넹!
P1 	: 난 샤워만 다하구와쒀
P1 	: 얼른 잘준비하구올겡 나두{emoji:😘}
P0 	: 넹
P0 	: {emoji}
P1 	: 머리 말리구와서
P1 	: 전화할게용~
P1 	: {emoji}
P1 	: {share:file}
P1 	: 푹자구 일어나용~{emoji:❤}
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 예약 완료당~
P1 	: 나두 이제 자야징!
P1 	: 여보얌 난 일어나쒀!!
P1 	: {emoji}
P1 	: 우리 애깅 10시쯤에 일어나려낭
P1 	: 좀 더 일찍 전화할걸 그랬당 ㅠㅠㅠㅠㅠ
P1 	: 우리 애기 여유롭게 밥먹었어야했는뎅
P1 	: 힝
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아냐아냐 괜찮앙 충분해
P0 	: 고마워{emoji:❤}️
P0 	: 휴.. 오빠가 안 깨워줬으면
P0 	: 큰일날뻔했다..
P0 	: 이제 밥 먹을랴구
P0 	: 국 데우고 장조림에다가 먹게!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 히히
P1 	: 조아조앙{emoji:❤}
P1 	: 잘챙겨먹구가서 다행이당!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ마쟈{emoji:❣}️
P0 	: 다 먹었오~
P0 	: 이제 슬슬 나갈준비해야징
P1 	: {emoji}
P1 	: 잘했넹 우리 애깅~
P1 	: 아 빨리 &name1& 보고싶당
P1 	: 힝
P0 	: ㅋㅋㅋㅋㅋㅋㅋ나두ㅠㅠ
P0 	: 빨리 알바 끝나버렸음 좋겠오...
P0 	: 오빠 볼 생각하면서 버텨야징ㅠ
P1 	: 힘내 우리 애깅!!!
P1 	: 지금 버스 타구 가는중이얌??
P0 	: ㅋㅋㅋㅋㅋㅋㅋ하나둘씩 들어온당
