# FILE DATA
ID : MDRW2100011078
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210824
topic : 여행

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  주 1~2회

P1 	: &name1&아
P0 	: 그래!! 좋아 ㅎㅎ
P1 	: 그리고 간장게장도 먹으러 가자!
P0 	: 아 헐 나 간장게장 완전 좋아함
P0 	: 아니 사랑함 ㅠ
P1 	: 그럼 간장게장 무한리필 집 ㄱ?
P0 	: 좋아좋아 ㅎㅎ
P0 	: 여수는 돌게장이 유명하대!
P1 	: ㅋㅋㅋㅋㅋ또 모하지?
P1 	: 돌게장 최고지!
P0 	: 너 먹어봤어?
P1 	: 응 일반게장보다 더 작은 게 돌게장 아냐?
P0 	: 웅웅 엄청 작은 게
P0 	: 아 벌써 침고여ㅠ
P1 	: 벌써 여행가고싶다ㅎㅎㅎ또 모할까?
P0 	: 런닝맨이라는 곳 가자!!
P1 	: 엥 그게 모하는 곳인데?
P0 	: 너 스포츠몬스터 알아?
P1 	: 아니ㅠㅠ
P0 	: 약간 여러가지 게임하면서 미션을 수행해 나가는거야!
P0 	: 재밌어 보여ㅠ
P1 	: 헐헐 스포츠 엑티비티 같은건가??
P0 	: 웅웅!
P0 	: 너 활동적인거 좋아해?
P1 	: 활동적인 건 잘 안하는데 너랑은 같이 하고싶음ㅎㅎ
P0 	: 아힣ㅎㅎ 머야 감동이군!
P0 	: 여기 서울근처에도 있는데 활동 내용이 달라서
P1 	: ㅎㅎㅎㅎ그럼 첫째날에는
P1 	: 응응ㅇㅇ
P0 	: 여수 간김에 하면 좋을듯!
P1 	: 여수만의 특별한 경험을 하는 것이 좋징~~
P0 	: ㅎㅎㅎ
P0 	: 넌 뭐 하고싶은거 있어?
P1 	: 바다 위를 지나가는 관람차 같은 거 꼭 타보고 싶엉
P0 	: 우와 그런게 있어?
P1 	: 응!!관람차에서 자연경관을 보면서 힐링하는 거 어때?
P0 	: 좋아좋아 ㅎㅎ
P0 	: 재밌겠당
P1 	: 그럼 첫째날에는 모하지?
P0 	: 첫째날 런닝맨하고
P1 	: 웅웅
P0 	: 둘째날 바다랑 관람차 어때?
P1 	: 좋아!!
P1 	: 그리고 간장게장ㅎㅎㅎ
P0 	: 아 좋지 ㅎ
P0 	: 회는 언제먹을까?
P1 	: 야식으로 먹는 거 어때!
P0 	: 아 헐
P0 	: 소주까지 ㄱ?
P1 	: 응ㅇ응
P1 	: 회는 너가 싸게 살 수 있지?ㅎㅎ
P0 	: 음....너도 같이 옆에서 잘 해줘야돼!!ㅋㅋㅋ
P0 	: 수산시장 무서웡 ㅠ
P0 	: 떨려...
P1 	: 야 너가 우리들의 보스라서 괜찮아!
P1 	: 난 거들뿐...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오케이...! 언니만 믿어라!
P1 	: 온니 멋지다!!
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 근데 우리
P1 	: 온니 우리 둘째날은 모해욤
P1 	: 넵
P1 	: ?
P0 	: 언제 집에 갈지도 정해야돼!!
P1 	: 난 최대한 늦게!!
P0 	: 그럼 저녁먹고 8시쯤 갈까?
P1 	: 그러자
P1 	: 올때는 기차?비행기?
P0 	: 음 뭐가 더 싸지?
P1 	: 기차가 더 싸지 않을까?
P0 	: 그런가? 그럼 기차타는걸로 하자!!
P1 	: 그리고 기차가 감성있고 좋지않냐
P0 	: 그런가?
P0 	: 예약은 누가할래?
P1 	: 너가 해!내가 돈 보내줄게ㅎㅎ
P0 	: 알았당ㅎㅎ
P1 	: 우리 둘째날은 모해?
P0 	: 엥 아까 얘기 했자나!!
P1 	: ??그러냐 얘기한 거 첫째날 아니었냐
P0 	: 엥 아니야!!
P0 	: 첫쨋날은
P1 	: 응ㅇㅇㅇ
P0 	: 런닝맨하기로 했고
P1 	: 웅웅
P0 	: 둘째날은 바다랑 관람차 타기로했잖아!
P1 	: ㅋㅋㅋㅋㅋㅋ맞다
P0 	: 근데 우리 게장을 그냥 첫째날 먹으면 어때?
P1 	: 난 빨리 먹을수록 좋지
P1 	: 왜?
P0 	: 음 혹시 배불러서 회 못먹을까봐 ㅋㅋㅋ
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋ둘 다 놓칠 수 없지!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ나의 최애 음식들 ㅠ
P0 	: 여행인데 못먹으면 ㅠ
P1 	: 그리고 여수에서 사람들 딱새우회도 많이 먹던데ㅡ
P1 	: ?
P0 	: 아 헐랭
P0 	: 거기가자
P0 	: 무슨 포차 모여있는곳 있다던데
P1 	: 그리구 해산물찜도!
P0 	: 해산물찜 맛있겠다ㅠ
P1 	: 포차 모여있는 곳에서 먹자!
P0 	: 좋앙좋앙!
P0 	: 아 그리고 우리 먹어야 하는 술이 있어
P1 	: 몬뎅?
P0 	: 소주 여수밤바다!
P0 	: 여수에서만 먹을수있다구!
P1 	: 어머 이름이 너무 이쁘다
P0 	: 그치 ㅎㅎ
P0 	: 아 여행 벌써 신나
P1 	: 나 짐싸고 있는데 너무 설레
P0 	: 짐 벌써 싸??ㅋㅋㅋㅋㅋ
P1 	: 난 미리미리 싼다구!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너 옷 뭐뭐 가져가?
P1 	: 일단 수영복이랑 잠옷이랑 원피스ㅎㅎㅎ
P0 	: 아하
P0 	: 나는 치마 바지 골고루 챙길거야 ㅎㅎ
P1 	: 이쁜 옷 많이 챙겨서 사진 찍어야지!!
P0 	: 당근당근 ㅎㅎ
P0 	: 최소 1000장이다^^
P1 	: ㅋㅋㅋ여수 누구누구 갈래?
P0 	: 우리 코로나때문에 4명까지밖에 안되니까
P0 	: 그냥 우리 둘이 갈래?
P1 	: 어머 이거 데이트 신청이야?
P0 	: 내가 너랑 데이트 하고싶긴 했지^^
P1 	: 으앙 감동이야ㅎㅎ그럼 둘이 가자!
P0 	: 좋아!!
P0 	: 너 근데 나랑 열심히 놀라면
P0 	: 체력관리 잘하구와라^.^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ술 먹는 실력을 늘려와야할 것 같은데
P0 	: ㅋㅋㅋㅋㅋㅋㅋ그것도 해오고 ㅎㅎ
P1 	: 그랭{emoji:♡}
