# FILE DATA
ID : MDRW2100028340
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>그 외 사회적 관계
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 저 전에 찾아줬던 무스케이크 가게 다녀왔는데 문이 닫혀 있었어요 ㅠㅠ
P0 	: 전에 보니까 농도도 문제지만 오랜 시간에 걸쳐 마시는 것도 안 좋다던데
P1 	: 헐랭
P1 	: 커피 엄청 오래 마시는데
P1 	: 전 카페에서 테이크아웃 해온 커피컵에 또 물 받아서 마셔요
P1 	: 커피 향이라도 나게
P0 	: 진지하게 말하는 건데 그러다가 신장이나 간에 무리가 갈 거 같아요
P1 	: 그치만 커피 너무 좋아..
P0 	: 반찬은 해놓고 밥 하는 걸 잊어서 밥 짓는 중
P0 	: 빈속에 케이크... 괜찮을까요?
P1 	: 일단 빵이니까 괜찮지 않을까요?
P1 	: 빈속에 커피는 안 좋지만
P0 	: 그런가? 하긴 어쩌다 한번이니까
P1 	: 빈속에 케이크는 괜찮다구
P0 	: 전 커피 원두 잘 모르지만 신맛보단 쓴 게 좋아요
P0 	: 근데 또 쓰기만 한 건 싫어요
P1 	: 아마 묵직한 커피 원두를 좋아하시는 것 같아요
P1 	: 보통 라떼에 어울리는 원두는 좀 가볍고 시거든요
P0 	: 어 그래요? 신 원두로 라떼 먹어본 적은 없는 거 같은데
P1 	: 카페에서 라떼를 샀는데 이 라떼 맛있다! 싶으면 높은 확률로 신 원두일거에요
P1 	: 근데 시럽 안 들어간 카페라떼에서만 그렇지
P0 	: 오... 그럼 다음 원두는 신 걸로 추천받아 사볼까...
P1 	: 시럽 들어가면 거기서 거기에요
P0 	: 저 집에서 설탕 안 넣어요
P0 	: 라떼에 시럽도 안 넣고
P0 	: 엄마도 신 원두 딱히 안 좋아하거든요
P0 	: 그래서 안 사봤는데
P0 	: &name2&는 신 원두 좋아하나요?
P1 	: 아뇽
P0 	: 그렇군... 아메리카노 마셔서?
P1 	: 네 ㅋㅋㅋ
P1 	: 신 아메리카노.. 좋아하지 않아요
P1 	: 아 배달 오토바이 엄청 다니네요
P1 	: 오늘 축구 있다더니 다들 치킨이라도 시키나봐요
P0 	: 신 원두 사보고 입에 안 맞으면 설탕 넣어 마셔야겠다
P0 	: 엥 축구 있구나~ 치킨 맛있겠네요
P1 	: 얼마 전에 집 근처에 굽네치킨이 생겼더라구요
P1 	: 운동 나갈 때마다 그 치킨집을 지나는데 치킨 향기가
P1 	: 어마무시한 치킨의 유혹
P0 	: 으으으 저도 집 1층에 치킨집이 있어요
P0 	: 돈까스 집도 있고...
P0 	: 요리하기 귀찮은 날이면 늘 유혹에 시달려요
P1 	: 매운 철판 돈까스 먹고 싶다
P1 	: 건대에 김치나베돈가쓰가 맛있는 곳이 있어요..
P0 	: 저도요 ㅠㅠ 1층에선 매운 돈까스는 팔지만 철판은 아니라 슬픔
P1 	: 치즈와 김치를 왕창 넣어주는데 완전 맛있어요....
P0 	: 헉 맛있겠다
P1 	: 해산물은 안 들어가는 것 같은데.. 나중에 같이 먹어봐요.. 맛있어요..
P1 	: 다른 돈가쓰도 기본적으로 맛있긴 한데, 김치나베돈가스가 대표메뉴에요
P0 	: 오 좋아요 나 간다 건대 &name2&랑 돈까스 먹으러
P0 	: 전 미소야에서 맵철 돈까스 처음 먹었는데 돈까스보단 야채가 맛있더라고요.
P0 	: 그 소스... 레시피가 궁금해요
P1 	: 아. 거기 소스 맛있죠.
P0 	: 야채 잔뜩 구워서 소스에 볶아먹고 싶어
P1 	: 돈가쓰 고기는 생각보다 별로였는데.. 역시 프랜차이즈 소스는 맛있어요.
P1 	: 전 요새 가지랑 피망이랑 양파를 굴소스+간장+고춧가루 넣어서 볶아 먹어요
P0 	: 맞아요 맞아요 저 그 소스 어떻게든 해보고 싶어서 페퍼론치노도 사봤지만 그만큼 맵지 않았어요 ㅠㅠ
P0 	: 굴소스 있으면 요리가 편할 텐데 굴이라서 안 삼...
P1 	: 굴소스는 왜 굴소스라는 이름이 붙었을까요..
P1 	: 굴의 맛은 하나도 안 나는데.
P0 	: 굴로 만들어서요...?
P0 	: &name2& 어쩌죠
P0 	: 저 동물성 생크림 100% 쓴 케이크가 이렇게 맛없는 건 처음이에요
P0 	: 식물성 생크림 먹는 맛이 나는데
P0 	: 대체 케이크를 뭘 어떻게 만든 거지??!
P1 	: 동물성 생크림이 아니거나, 오래 묵은 생크림이거나..
P0 	: 와씨 이런 맛으로 어떻게 합정상수에서 버티고 장사했지??!
P1 	: 합정 상수는 인테리어가 괜찮으면 대충 먹고 살던데요
P0 	: 너무 충격적이라서 입맛을 잃어버림
P0 	: 접근성도 구린데! 인테리어도 그냥 그렇던데!!
P1 	: 커피라도...!!!
P0 	: 커피 안 마셔봤지만 커피가 맛있으려나
P0 	: 근데 가게 이름부터 케이크 가게라고... 케이크 주력이라고 홍보하던데
P1 	: 거짓말쟁이네
P0 	: 아니 그... 케이크는 사장님의 길이 아닌 거 같습니다 사장님
P1 	: 요새 유명 카페여도 맛없긴 하더라구요
P0 	: 하... 저 케이크 2조각 샀다고요...
P1 	: 얼마 전에 트위터에서 돌던 카페를 늘버님이랑 갔는데 케이크가 엄청 맛있진 않았어요.
P0 	: 진짜 맙소사다 사람들 입맛이 어떻게 된 거야
P1 	: 케이크 가격과 크기가 다른 곳보다 2배였는데.. 좀 별로여서 많이  남겼어요.
P0 	: ㅠㅠ 하... 맛있는 케이크가 그리워요
P0 	: 역시 장쌤이나 가야 하는 걸까
P0 	: 홍대의 빛과 소금 카페 장쌤
P1 	: 장쌤 다시 문 여나요?
P1 	: 안 간지 2년..? 3년...
P0 	: 열지 않나?
P0 	: &name2& 홍대 잘 안 오니까... 콩 보러 오라고 같이 맛집도 가자고 초대하고 싶었는데 하필 코로나가 터져서
P0 	: 그래도 언제 한번 와요... 이미 아기고양이는 아니게 되었지만
P1 	: 와 요새 장쌤 다시 문 열었네요!
P1 	: 케이크 테이크아웃해서 &name1&이 보러 가면 되는데
P0 	: 오 열었구나!! 거기 다쿠아즈도 먹고 싶네요
P1 	: 전 레몬케이크요..
P0 	: 밀크티 케이크도 좋아...
P0 	: &name2& 건대 언제 가죠? 화요일이던가?
P1 	: 금요일!
P0 	: 돈까스 얘기 들었더니 계속 생각나네
P0 	: 아하
P1 	: 내일 가네요.. 과제 좀 해야 하는데
P0 	: 내일 점심 같이 먹을래요?
P0 	: 다음주는 약속이 있어서 무리고 내일 아니면 다다음주
P1 	: 오 내일 좋아요!
P1 	: 마침 돈가스 먹고 싶어지는 차였어요
P0 	: 야호~ 그럼 게으른 &name1&이... 움직여 보겠습니다
P0 	: 만일 만나면 몇 시에 헤어지게 될까요? 그에 따라 제 일정이 결정됨
P1 	: 돈가스를 위하여!
P1 	: 11시 30분~2시 30분 괜찮아요!
P0 	: 그 이후엔 뭐 해요?
P1 	: 3시에 교수님 만나요..
P0 	: 저런......
P0 	: 히히 돈가스 요 며칠 먹고 싶었는데 잘됐다
P1 	: 집에서 돈가스 해먹기에는 기름이 너무 많이 필요하죠
P1 	: 꼭 밖에서 사먹어야 하는 돈가스
P0 	: 맞아요 기름 튄 것도 닦기 귀찮고 화상 위험도 있어서 튀김 요리는 좀 그래요
P0 	: 에어프라이어로 조리하면 기름을 흩뿌려도 뭔가 부족한 맛이 나고
P0 	: 그래도 어릴 때 집에서 먹던 돈가스는 그립네요
P1 	: 에어프라이어로 조리하면 몸에 좋다는데.. 기름이 없어서 맛이 없어요.
P0 	: 스프에 감자 샐러드까지 만들어 먹었거든요
P0 	: 요샌 엄마도 이모도 귀찮다고 안 해주시고 제가 만들기도 귀찮고 ㅠㅠ
P1 	: 감자 샐러드 엄청 손 많이 가지 않아요??!
P1 	: 감자도 으깨기 힘들고
P1 	: 들어가는 작은 재료들 썰기도 힘들구..
P0 	: 감자 쪄서 우유 넣고 으깨는데 저 왠지 어릴 적에 그거 재밌어했음
P0 	: 지금 하라면 좀 싫을 거 같아요... 의무적으로 으깨겠지
P1 	: 그 뭐지 이탈리아 음식 중에 감자랑 치즈 넣고 서로 으깨면서 버무리는 음식이 있다던데요.
P0 	: 대충 무슨 맛인지 알 거 같아요
P0 	: 맛있겠다
P0 	: 치즈는 설거지가 귀찮지만요
P1 	: 치즈랑 잘 섞이면 감자가 죽죽 늘어나는데, 베이컨이랑 싸먹으면 맛있다네요
P0 	: 맛있겠다!!!
P0 	: 이탈리아는 뭔가 음식이 맛있을 거 같아요
P0 	: 파스타 피자가 친숙해서 그런가
P1 	: 맛있는 음식이 가득한 이탈리아
P1 	: 커피도 맛있다던데요
P0 	: 걔네 커피로도 유명하죠 ㅇㅇ 아메리카노는 안 팔지만
P1 	: 미국에서 커피에 물 탄다고 아메리카노라고 부르잖아요 ㅋㅋㅋㅋ
P0 	: 거기서 아메리카노 찾으면 맛도 모르는 외국인 취급한다는 글 보고 웃은 적 있어요 ㅋㅋㅋㅋㅋㅋ
P0 	: 에스프레소에 흑설탕 타서 마신다는 말이 있던데 진짜인지 모르겠음
P1 	: 아메리카노 좋아할 수도 있지..!
P0 	: 에스프레소 진하고 쓴데 ㅠㅠ 어떻게 그걸 마시지
P1 	: 에스프레소에 바닐라 아이스크림 넣어달라고 하면 이상하다고 할까요..?
P0 	: 아포가토 걔네 거 아니에요?
P1 	: 그런가!?
P0 	: '아포가토(Affogato)'는 이탈리아어로 '빠지다', '익사하다'라는 뜻이다. 일반적으로 식사 후 후식으로 바닐라 아이스크림에 뜨거운 에스프레소(Espresso)를 얹어 내는 것을 말한다. 이탈리아에서는 정통 아이스크림인 젤
P0 	: 젤라또로 아포가토 먹어보고 싶다!
P1 	: 쫀득쫀득하니 맛있을 것 같아요!
P0 	: 세상에는 왜 이렇게 맛있는 게 많을까요? 맨날 먹고 싶은 것만 백가지쯤 있는데 지갑과 위장이 안 따라줌
P1 	: 엄청 고급진 뷔페 가서 한 입씩 골라 먹고 싶어요..
P0 	: 저는 가끔 음식 여러 개 시켜놓고 한 입씩 먹는 상상을 해요... 코스 요리가 답인 걸까
P1 	: 역시 코스 요리가 답이죠..
P0 	: 근방에 프랑스 코스 요리를 파는 곳이 있어서 가보고 싶어요
P0 	: 근데 점심이 4만... 얼마더라
	  약 5만원이라서 한 끼 식사에 쓰기엔 좀 마음을 먹어야 하는 가격
P1 	: 코스 요리 비싸...!!
P0 	: 비싸죠...
P0 	: 25000원짜리 코스 요리가 트위터에 돌았지만 장애인 손님 거부했대서 가기엔 좀. ,
