# FILE DATA
ID : MDRW2100002685
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210820
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기술직 종사자
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  3
contact_frequency  :  주 1~2회

P0 	: 사무실 이전했잖아 스트레스 엄청 나...
P0 	: 내말이.....하....퇴사할거야
P0 	: 지금 자동문 뭘 설정했는지 문 두 번씩 자동으류 열려서 업무 방해오진다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 에바다
P1 	: 문 잠궈버려 ㅡㅡ
P0 	: 나 저거 너무 거슬리는데
P0 	: 다른 사람들은 안 거슬린다고 문 방치함
P1 	: 그거 자기등이 안겪어봐서 그래요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 너무하네...
P0 	: 이제 괜찮아졌어 일부러 그렇게 설정했었나봐ㅡㅡ
P0 	: 친구들 요즘 팀원들 때문에 스트레스 엄청 받네 나처러므..ㅎㅎㅎㅎㅎ
P0 	: 퇴직금 받고 퇴사할거래ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 2년 3년은 퇴직금도 적지않아요?
P0 	: 내가 내년 초에 퇴사하면 500넘을걸
P1 	: 오
P1 	: 그럼 좀 버텨보자
P0 	: 당연하지!!!한 푼이라도 더 받아갈테야
P0 	: 나 취준할때 극장 나갈때였는데 도르르...
P0 	: 그때 대기환경기사 필기 붙었다고 좋아했었지...
P1 	: 맞아맞아
P1 	: 진짜 ㅋㅋㅋㅋㅋ 맨날 공부한다고
P1 	: 그 때 같이 간절곶 갔을 때 그 때가 간 것 중에 젤 예뻣음
P1 	: 그 후로도 종종갓는데 별로얌
P0 	: 아 맞아 잊을 수 없지...그나저나 사무실 환기 좀 시켜야겠는데 졸립다
P0 	: 사업 또 들어왔거든 또 건축뮬....이제 공사 그만...
P1 	: 환기는 코로나 때문이라도 계솓해야...
P1 	: 공사 에바 진짜
P1 	: 작작해
P0 	: 일하면서 현타온다....
P0 	: 나는 환경에 도움이 되고자 선택한 일인데 공사만 엄청 해....
P1 	: ㅠㅠㅠ그니까 뭔지 알것같아
P1 	: 이게 뭔가 싶고
P0 	: 환경보호하려몀 기업이 아니라 환경단체에 들어가야된다....
P1 	: 근데 꽤 쪽도 못쓰지 않아요?...
P0 	: 꽤 쪽도? 무슨 일이지?
P0 	: 무슨 말이지?
P1 	: 쪽도 못 쓴다고..
P1 	: 별 힘 없다고
P0 	: 아 은근 쎈거 같애
P0 	: 사업할때 태클 마이 걸드라고
P0 	: 환경단체 의견 무시 못하거든
P1 	: 오....
P1 	: 그럼 진짜 끝도 없이 걸어주면 좋겟다
P0 	: 부디....그래주시길....
P0 	: 사업 중지되면 내가 고생하는게 아니니...
P0 	: 부장님들 화이팅....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ중지되어버려라....
P1 	: &name5&부장씨는.. 잘댕기네..
P0 	: 맞제 &name5&부장님 이제 2부로 갔거든
P0 	: 그 뒤로 팀장님이 같이 밥 먹자고도 안한디
P1 	: 헐
P1 	: 부서 옮긴거죠?
P0 	: 환경부가 환경1,2부로 나뉘어졌어
P0 	: 1부가 영향평가부고 2부가 현장조사부인데
P0 	: &name5&부장님 평가일 하는데 팀장님이 현장으로 보냈어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와.. 팀장진짜
P1 	: 오바다
P1 	: 왜 그래뇨 사람이
P0 	: 맞제 근데 저렇게 쫓아낸 사람.엄청 많더라
P0 	: 자기보다 능력 뛰어난 사람도 쫓아내고
P0 	: 말 안 들어도 쫓아내
P1 	: 진짜 오바다
P1 	: 그러다 망하지
P1 	: 회사에서 팀장을 쫓아내야..
P0 	: 안 쫓아내내...ㅎ
P0 	: 없어도 되는 존재같은데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 쓸모 없는데...
P1 	: 회사가 좀.. 바보인 듯
P0 	: 우루루 나가고 나니까 조금 월급 인상 시켜준다고 하고
P0 	: 아니 근데 왜 또 말이 없지
P1 	: 처음부터
P1 	: 팀장을 짤랐으면 사람도 안 나갔을 것을
P0 	: ㅋㅋㅋㅋㅋ잡플래닛 후기에 그런거 다 올라오더라
P0 	: 누구 때문에 사람들 다 나가는데 그 사람 안 내보낸다고
P1 	: 헐 ㅋㅋㅋ 뭐라고요??
P1 	: 와
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대박
P0 	: 회계부가 횡령한거 같다 이런것도 올라유ㅏ
P0 	: 실제로 있는 일
P1 	: 와.....에바더 짐짜
P1 	: 뭘 그리 횡령하노
P0 	: 회계부 이사님이 돈을 횡령하고
P0 	: 그즈음 용호동 더블유를 샀대
P1 	: 헐.....
P1 	: 돌았네
P1 	: 세상에나
P1 	: 너무 오바자나요
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그 사람 어케됐어요
P0 	: 아직 회사 잘 다녀
P0 	: 남편이 잠시 퇴사했다가 다시 우리 회사로 왔네
P0 	: 그거 공론화한 사람이 퇴사했대
P1 	: 헐.....
P1 	: 에바다 진짜
P1 	: 어케 잘 다녀..
P0 	: 내말이ㅋㅋㅋㅋ저런 사람이니까 횡령을 하는구나 싶어
P1 	: 회사는.. 바보인가염?
P0 	: 그리고 전체 직원 월급 삭감됐었데
P0 	: 다 끼리끼리니까 그런거 아니겠나
P1 	: 와 ㅋㅋ 왜 직원들이 피해봐여해
P0 	: 내말이^^ 회사가 이래요...
P0 	: 진짜 이럴때마다 직장을 다녀야한다는 사실에 현타가 오지게 온다
P0 	: 누가 일을 자아실현의 방법이라고 말했나요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무
P1 	: 비리가 심하다 모든 회사가
P0 	: 맞제 너네 어머니 회사도....ㅎ
P0 	: 사장님...
P1 	: 진짜 그런 사람들이
P1 	: 그런걸 안봐줘야
P1 	: 빈익빈 부익부가 어쩌고
P0 	: 저래놓고 월급을 줄이몀 사람들이 일할맛 나겠냐구
P1 	: 그 사람들을 잘라야 참된...
P0 	: 삭감된 월급이 올해 초에 원상 복귀되서 거기서 5퍼 올랐나...
P1 	: 와.. 진짜 그래도 다닌 직원들 대단하다
P0 	: 그치?? 엄청 대단해....
P0 	: 가끔 현타온다니까 나 2년넘게 취준해서 입사한 회산데 이 꼬락서니....ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ와 진짜 그러네
P1 	: 되게 오래 보냈지
P1 	: 근데 진짜.. 현타씨다
P0 	: 넌 또 회의 안혀?
P0 	: 시나리오는 대충 갈피가 잡혔어?
P1 	: 그건 하고 있졍
P1 	: ㅋㅋㅋ 일욜 밤에 줌 해요
P1 	: 갈피라기엔 대충 다 썼는디 ㅋㅋㅋㅋ
P0 	: 오? 무슨 내용이니
P0 	: 학교폭력?
P1 	: 노우
P1 	: 그냥 학교 얘기로 풀김 ㅐㄱ는제
P1 	: 햇는데
P1 	: 그런 내용은 아녀요
P1 	: ㅋㅋㅋㅋㅋ다 볼 수 있게..
P0 	: 아하ㅋㅋㅋㅋ난 퇴근하고 쉑쉑 왓다 먹고 영화볼거야!
P1 	: 헐. 스ㅔㄱ쉑 맛있겠다 ㅠㅠㅠㅠ
P1 	: 퇴근 잘 했어염!?
P0 	: 얍스얍스 일이 점점 쌓이고 있어....너무 싫다
P1 	: 아이고
P1 	: 지금이 바쁜 시즌이에요??
P0 	: 다음주까지 보고서 큰 틀 잡아야되는데
P0 	: 이번에도 일 몰릴 거 같애
P1 	: 오노...
P1 	: 진짜 언니 회사 일이 안끊기네
P0 	: 부장님 굿 하시라니까요....
P0 	: 그래도 7월부터는 덜 바빴어 쉬엄쉬엄했담
P1 	: 어휴
P1 	: 그럼 다른 부장님 남은어에요?
P0 	: &name6&부장님이 맡은 사업이랑 &name7&부장님이 맡은 사업이 나란히 붙어 잇어서 둘이 연달아서 해야돼.....
P0 	: 그거 끝나면 나를 괴롭히던 거제도 사업도 하고....아 이거 진짜 너무 싫거든
P0 	: 여기 사업자 양아치야
P1 	: 거제도 사업 왜요??
P0 	: 사업자가 보고서 제출 안 한다더니 한다고 해가지고 첨부터 다시 다 썼었거든
P0 	: 그게 초안이었는데 이제 본안써야돼
P1 	: 아. ㅇㄴ
P1 	: 그 사람은 왜 뻥을쳐요
P0 	: 내말이....그리고 그 사업이 설계가 안 되어 있는데 우리보고 보고서 쓰라함..
P1 	: 에엥
P1 	: 뭘 쓰란거에요
P1 	: 돈주고 싸바싸바 한 거 아녀?
P0 	: 내말이 하 거제도에 어업하는 사람들이 많아서 해양수질 파트가 엄청 중요한데
P1 	: 헐... 지금 그런거 다
P1 	: 어쩌고저쩌고 하면서
P0 	: 수질 내꺼잖아? 보고서 제본헤야되는 당일날 해양수질 자료오고....ㅎ
P1 	: 걍 진행하는 거?
P0 	: 지금은 좀 진행되지 않았을까
P0 	: 이 사업이 더 웃긴게 동식물상을 다른 회사에 조사 맡겼는데 얘네 직접 안 갔나봐
P0 	: 담당 공무원이랑 우리랑 현장에 직접 갔더니 법정보호종 나오고^^
P0 	: 그래서 생태자연도라고 1,2,3등급 이렇게 나눠서 법적으로 보호하는 구역을 나누는 지도가 잇는데
P0 	: 이거 다시 결정해야되서 또 사업 미뤄지고
P0 	: 하나부터 열까지 다 개판^^
P0 	: 나 이거 하기 전에 퇴사하거 싶었다고
P1 	: 헐...
P1 	: 진짜 왜그래...
P1 	: 일 진짜 안하메
P1 	: 안하네
P0 	: 흑 빅똥만 하반기에 남았어...
P0 	: 힘을 조 &name2&
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 얼른 맛있는 거 먹고
P1 	: 하반기를 이겨내쟈
P0 	: 갸아아아 내일 열심히 글써야겠네
P1 	: 오오
P1 	: 새로운 직장을 위하여
P0 	: 내일 아침에 운전 연습 좀 하고 후다닥 글써야겠다
P0 	: 이번 소설은 유독 쓰기 힘들어
P0 	: 좀 잘 써서 대학원 원서 넣을때 내고 싶은데 말이여
P1 	: 오오
P1 	: 내일 바쁘네
P1 	: 맞아 그렇게 하면 좋은뎅
