# FILE DATA
ID : MDRW2100009607
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210823
topic : 콘텐츠>도서, 잡지

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: ㅋㅋㅋㅋㅋㅋ사실 그 코모사쿠는
P1 	: 그게 춘고로 넘어가면서 기싸움하는데 그게 짱이잖아요... 아 그럼요
P0 	: (비웃었던거임)
P1 	: 입닦았다고요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ흐뭇...
P0 	: 이게 그 혐관?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하오츠~~~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 진짜...
P0 	: 여미여미~!~!
P1 	: 얌얌굿~!
P1 	: 츄베릅~~~!
P0 	: ㄹㅇ 왜 비계셨어요
P0 	: 공계엿으면 백퍼 아는사람이었다
P1 	: 하 씁....공계였어야했는데
P0 	: 그 비밀 친구들고ㅓ
P0 	: 주접떠는 맛이 있죠
P1 	: 왜 비계였는지도 기억안나네요 그냥...그냥 비계였나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 비계친구들특징:뭐만하면 맛있다면서 나타남
P1 	: 하오츠 츄베릅 ~;
P1 	: 갑자기 오이시!!!!외치고 아놔
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그리고 각자할일 함
P0 	: 거의 뭐 리액션 응원봇
P1 	: 아 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞아요
P1 	: 심지어 타장르면 오이시~하고 먹지도 않는다고요
