# FILE DATA
ID : MDRW2100047031
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 전북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>선후배
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 안뇽
P0 	: 페북스타야
P1 	: 아
P1 	: 그건 곤란
P0 	: 같이 노라
P0 	: 왜 ;
P1 	: 내 이상형
P0 	: 찐ㅋ다̆̈
P1 	: 팔로워 500명이하임
P0 	: 좋아함??
P1 	: ㅋ
P0 	: 아하
P1 	: 너뭄 많으면
P0 	: 그렇게 많진 않아 만명대 정도
P1 	: 부담스러워
P1 	: 워후
P0 	: 워후
P1 	: 도망가고싶네
P0 	: 나대신 노랑
P1 	: 술 잘마셔?
P0 	: 지금 같이 안놀아줬다고
P1 	: 웅
P0 	: 화내고잇어
P1 	: 엥 내가 간다고 해
P0 	: 내가 안간다고 했더니 승질
P1 	: 내가 가서 광대함
P0 	: ㅠㅠ
P0 	: 잠 자고와야하는데
P1 	: 45분동안
P1 	: 놀아준다고 해
P0 	: 안돼
P1 	: 왜
P0 	: 쟤네 만나면
P1 	: 웅웅
P0 	: 무조건 잠 자고 와야돼 그래서 안 감
P1 	: 엥
P0 	: 자는거 싫음
P1 	: 그러면 난 더 좋지
P0 	: 집에 못 가게 해
P1 	: 나 그러면
P0 	: 웅
P1 	: 설레기까지 할걸
P0 	: ㅋㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈;
P1 	: 벌써 설레네
P0 	: 진짜 화나게 하지마̆̈
P1 	: 뭐가
P0 	: 아니 지금 닭발 배달 유ㅏㅆ는데
P1 	: 질투해?
P0 	: 나랑 &name3&이랑 둘이서
P1 	: 질투하지마
P0 	: 서로 나가기 삻어서
P1 	: 질투하는거 질색이야
P0 	: 제발 갖고 들어오라고
P0 	: 하고있음 너무굿겨
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 남친기켜
P0 	: &name3&이가 닭발
P1 	: 웅ㅇ웅
P0 	: 나보고 가져오래
P1 	: 왜
P0 	: ㅠㅠ
P1 	: 니가가라고해
P0 	: 자기 안마의자̆̈ 하고
P1 	: 아하
P0 	: 있다고
P1 	: 어딘데?
P0 	: 나보고 가래
P0 	: 어디긴 어디야;
P1 	: 너희 어딘데
P0 	: ㅎㅎ
P1 	: 아
P0 	: 어린애들은 몰라도돼
P1 	: 눈없새여서
P1 	: 내일은 내가갈게 공주는 쉬어
P0 	: 결굳
P0 	: 내가ㅏ들고왓늠
P1 	: 아하
P1 	: 맛있겠다
P0 	: 너무웃겨 안마의자에 꺄서 못 나오고있어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ니가빼줘
P0 	: 이제
P0 	: 공주 닭발 먹고올게
P1 	: 웅ㅇ
P1 	: 내꺼 남겨
P0 	: 웅 일루와
P1 	: ㅋㅋㅋㅋㅋ거긴좀
P0 	: 매워서 죽어
P1 	: 다먹었어?
P0 	: ㄴㄴ먹으먄서 티비보는중
P1 	: 머 봄?
P0 	: 이번생은 처음이라
P1 	: 그거 개 슬픔
P0 	: 배불러죽겟어
P1 	: 잠자 
P0 	: 시러
P0 	: &name3&이랑 놀거야
P1 	: 재밋겟다
P0 	: 너무배불러
P1 	: 운동해
P0 	: 드라마볼거 ㅋ꙼̈
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 언제까지
P0 	: 모해
P1 	: ㄱ니 생각
P0 	: 불윤금지
P1 	: 하면서 다른 여자애 기다리는중
P0 	: ㅎㅇ
P0 	: 닭발 땜에 배아파 죽어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅎㅎㅇ
P1 	: 닭발은 인정이지
P0 	: 너무졸려
P1 	: ㅎㅇㅎㅇ
P0 	: 자다가ㅏ일어남
P1 	: 나 술마시는중
P0 	: 이야
P0 	: 그만 좀 머거
P1 	: 왜
P1 	: 너도 먹자나
P0 	: 졸려
P0 	: 침 질질
P0 	: 흘리면서 잤ㅇ음
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅎㅇ
P1 	: 남친이 머라 안함?
P0 	: 자고있어
P0 	: &name3&이도
P1 	: 진짜 술 끊는다
P0 	: ㅋㅋㅋㅋ개우아업어
P1 	: 왜
P0 	: 널마나마셧야
P1 	: 섞어마심
P0 	: ㅉㅉ
P0 	: 술
P1 	: 간아퍼
P0 	: 먹지마̆̈
P0 	: 으이공
P1 	: 웅
P1 	: 그럴게
P0 	: 잘햇어
P0 	: 굿
P1 	: 머해ㅔ
P0 	: 잠 잘 준비중
P1 	: 왜 또 자?
P0 	: 나ㅏ과제나̆̈
P0 	: 좀 도와줘
P0 	: 이따저녁에 과제해야대
P1 	: 싫어
P0 	: 진짜
P0 	: 너무해
P1 	: 내 과제도 많아
P0 	: 자중나̆̈
P1 	: 뭐가
P0 	: 짜증나
P1 	: 왜?
P0 	: 사과해
P1 	: 미안
P0 	: 사과해
P0 	: 짜증나
P1 	: 미안
P1 	: 하다고
P0 	: ㅇ
P0 	: 똑바로
P0 	: 행동해
P1 	: 싸우지말자
P0 	: 화나게 하지말자
P0 	: 웅
P1 	: ㅇ런걸로
P0 	: 화해해
P0 	: 사과
P1 	: 악수
P0 	: ㅇㅋ꙼̈
P1 	: 사과
P0 	: 그러면
P0 	: 나도와줘
P0 	: 아이디어
P0 	: 제공
P1 	: 그건 곤란
P0 	: 아이디어만
P0 	: 지공
P0 	: 제공
P0 	: 하라고
P1 	: 나 멍청해서
P1 	: 생각안나
P0 	: 그냥
P0 	: 좀
P1 	: 해장해야하는데
P0 	: 생각해바
P1 	: 머먹지
P0 	: {share:photo}
P0 	: 이거
P1 	: 뼈해장국 먹을가
P0 	: 생각해
P1 	: 뼈해장국
P0 	: 이거샐각해줘
P1 	: 먹어야겟다
P0 	: 생각해줘
P0 	: 제발 도와줘
P1 	: 생각한번
P1 	: 해볼게
P0 	: 재료공학과관령된
P0 	: 기술이나̆̈
P0 	: 제품이
P0 	: 머가있어
P1 	: 그러게
P1 	: 머가 있을까
P0 	: ㅏ나̆̈
P0 	: 하나만
P0 	: 대충 생각해바
P1 	: 음
P1 	: 생각이암나
P0 	: 재료공학이 머야
P0 	: 마그크
P1 	: 어제 술먹으면서
P0 	: 마스크
P1 	: 같이 사라짐
P0 	: 기술
P1 	: 그것도
P1 	: 맞긴하지
P0 	: 마스크
P0 	: 해도대?
P0 	: 오빠가공모전
P0 	: 한거
P0 	: 폴리
P0 	: 에스테르
P1 	: ㅇㅇㅇ 어차피
P1 	: 떨어진거같음
P0 	: 마스크
P0 	: 기술
P0 	: ㄱ ㄱ
P1 	: 니가
P1 	: 찾아봐
P0 	: 귀차나̆̈
P0 	: 저녁에 할거야
P0 	: 20일깢
P0 	: 하래
P1 	: 나도
P1 	: 공부해야좨
P1 	: 노늘
P0 	: 20일에 우리 놀아̆̈? 귀찮은데 학교가기싫어
P0 	: 나빼고
P0 	: 데이트해
P1 	: 또또
P1 	: 걍 와 좀
P0 	: ㄴㅋㄴㅋㅋㄴㅋㅋㅋㅋ꙼̈
P0 	: 너무웃겨
P0 	: 그럼 과제 도와줘
P1 	: 제발 와
P1 	: 좀
P0 	: 20일 전까지
P1 	: 아니
P1 	: 그거랑
P0 	: 과제 끝내야돼
P1 	: 그거랑 뭔상거ㅏㄴ임
P0 	: 과제를 끝내야
P1 	: 대체
P0 	: 놀지
P0 	: 20일 밤까지
P1 	: 지금 해
P0 	: 과제 제출이야
P1 	: 아니
P0 	: 지금은
P0 	: 귀찮다니까
P1 	: 남친한테
P0 	: 저녁애
P1 	: 부탁해
P0 	: 할거야
P1 	: 나한테
P0 	: &name3&이도
P0 	: 오늘까지
P1 	: 왜 그래?
P0 	: 과제있어서
P1 	: 나도
P0 	: 나ㅏ못도와줘
P1 	: 있어
P0 	: 오빠는̆̈
P1 	: 거ㅏ제
P0 	: 머
P1 	: 해야돼
P0 	: 있는데
P0 	: 구라̆̈ ㄴ
P1 	: 물리화학
P1 	: 숙제
P0 	: ㅋㅋ꙼̈
P0 	: 물리화학
P0 	: 0점
P0 	: 받음
P1 	: ㅋㅋ
P0 	: 아̆̈ 진짜 ㅎㅅㅎ̌̈ 교수님 이엇으면 오픈북이라 공부
P1 	: 공부를
P0 	: 안해도
P0 	: ㄱㅊ은데
P1 	: 해야지
P0 	: 아니 ㅋㅋ
P0 	: 작년엔
P1 	: 개웃기네
P1 	: ㅋㅋㅋ
P0 	: 오픈북이라̆̈
P1 	: 아
P0 	: 강의
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안들어도
P0 	: 성적
P1 	: 그건 인정이지
P0 	: 잘나왓어
P0 	: 그래서 안했지
P1 	: 근ㄷ
P0 	: 0점
P0 	: 나올줄은
P0 	: 몰랏네
P1 	: 괜찮아
P0 	: 진짜어이없네
P0 	: ㅇㅈ
P1 	: 1등이랑
P0 	: 근데
P1 	: 꼴등중에
P0 	: 주관식
P0 	: 한문제
P1 	: 하나하는게
P1 	: 낫지
P0 	: 풀엇어
P0 	: ㄲㄹ등
P1 	: 오
P0 	: 아니야
P1 	: 똑똑
P0 	: 뒤에서
P0 	: 5등
P1 	: 하네
P1 	: 오
P0 	: ㅅㄱ
P1 	: 다음엔
P0 	: 근데
P1 	: 꼴등을 목표로 해
P0 	: 다합치면
P0 	: 꼴등 할라다̆̈
P1 	: ㅇ웅
P0 	: 시러
P1 	: 그랩
P0 	: 일등
P0 	: 해서
P0 	: 장학금
P1 	: 아 해장해야
P0 	: 받을게
P1 	: 하는데
P1 	: 그래
P0 	: 웅
P1 	: 해장
P0 	: 해장국
P1 	: 시켜줘
P0 	: 머거
P0 	: 뼈새장국
P1 	: 뼈해장국
P0 	: 뼈해장국보다는̆̈
P0 	: 감자탕이
P1 	: 먹으러
P1 	: 갈거야
P0 	: 더맛있는데
P0 	: 조마루감자탕
P1 	: 그거 비싸
P0 	: 먹자ㅏ
P1 	: 또
P0 	: 우리목요일에
P0 	: 그러면
P1 	: 집앞이지?
P0 	: 과제다하면
P0 	: 놀자
P1 	: 과제 하긴 할거?
P0 	: 다못하면
P0 	: 집가서 과제 해야대
P0 	: 아니 나ㅏ과제는̆̈
P0 	: ㄷ해;;
P0 	: 사람을 멀로 보는거야
P0 	: {share:photo}
P1 	: 아니
P1 	: 근데 지금부터
P1 	: 해 그러면
P0 	: 퉁
P0 	: 싫다니까
P0 	: 지금은 침대에
P1 	: 음
P0 	: 누워있잖아̆̈
P1 	: 그럼 유감이지
P0 	: 과제할라면
P0 	: 일어나야
P0 	: 하는데
P1 	: 나도
P0 	: 그건 싫음
P0 	: ㅋㅋ꙼̈
P1 	: 일어나야하는데
P0 	: 노트북 책상
P1 	: 그치
P0 	: 앉으면
P0 	: 서리아파
P0 	: 허리아파
P1 	: 웅웅
P1 	: 아
P0 	: 파워포인트 5매
P1 	: 물리치료도 받아야해
P0 	: 마스크 제품의 개발 배경
	  마스크 기술의 핵심 내용
	  제조 기술 및 경제적,공학적 기대효과
P1 	: 니가 해
P0 	: 아ㅏ마그크
P0 	: 말고
P1 	: 나한테
P0 	: 다른거
P0 	: 할까
P0 	: 머
P1 	: 물어버지마
P0 	: 해달라고
P0 	: 안햇어
P0 	: 짜증나네
P1 	: 그래
P1 	: 미안해
P0 	: 못하니까
P0 	: 그러는더잖아̆̈
P1 	: 내가 눈치가
P1 	: 없어
P0 	: 멍청하면
P0 	: 가만히
P0 	: 잇기라도 해
P1 	: 웅웅
P1 	: 그래야할거같아
P1 	: 미안해
P0 	: 웅
P0 	: 그러면
P0 	: 머하고놀아̆̈
P0 	: 비 온다매
P0 	: 한강 가기시러 비오면 ㅋㅈ
P1 	: 일단
P1 	: 비오면
P1 	: 생각하자
P0 	: 비오면
P0 	: 또
P0 	: 앞머리
P0 	: 풀리고
P1 	: 웅웅
P0 	: 속눈썹
P0 	: 내려가고
P1 	: 그거 해
P1 	: 롤
P0 	: 그러면 기분
P1 	: 그래도
P0 	: 그지같앵
P1 	: 예뻐
P0 	: 아하
P0 	: 그건 맞지
P1 	: 상관x
P0 	: 학겨
P0 	: 대면 신청
P0 	: 괜히함
P0 	: ㅈㄴ싫어
P1 	: 우리
P1 	: 그래야 친해짐
P1 	: ㅋㅋㄷㅋㅋ
P0 	: 친구 없어도 대
P0 	: 혼자ㅏ살자
P1 	: 안돼
P1 	: 외로워
P0 	: 여친 만드러 ㅋ
P1 	: 소개좀
P0 	: 자만추라며
P1 	: 바뀌었어
P1 	: 생각이
P0 	: 머해
P1 	: 해장 국
P1 	: 이제 먹으러감
P0 	: 엥
P0 	: 여태
P0 	: 머하다̆̈
P1 	: 지금까지
P1 	: 자다가
P1 	: 이제 감
P0 	: ㅇ
P0 	: 왜
P1 	: 왜
P0 	: 하루종일 잠만 자
P0 	: 난 아직도 안 잠
P0 	: 빨이
P1 	: 음 피곤해
P0 	: 답장해
P0 	: 웅
P0 	: 빨리
P1 	: 넌 죽을때가
P0 	: 답장해
P0 	: 난
P1 	: 됬어
P0 	: 안졸려
P1 	: 웅
P0 	: 됐
P1 	: 왜!
P0 	: 됐
P0 	: 됐
P1 	: 됫
P0 	: 제발
P1 	: 됬
P0 	: 진짜
P0 	: 개화나̆̈
P1 	: 됬어
P0 	: 국어
P0 	: 열심히
P1 	: 넌 ㅗ한상
P0 	: 공부 하자ㅏ
P1 	: 일언식이야
P0 	: 머
P1 	: 머가
P0 	: 국립국어원에서
P1 	: 웅웅
P0 	: 맞춤법
P0 	: 안지키면
P1 	: 웅웅
P0 	: 잡혀가̆̈
P1 	: 엥
P0 	: 조용히해
P0 	: 내말이
P1 	: 잡혀가야지
P0 	: 다ㅏ맞아̆̈
P0 	: 웅
P1 	: 맞지
P0 	: 조용히해
P1 	: 아
P0 	: 두시야
P1 	: 개더워
P0 	: 벌써
P1 	: 너
P0 	: 오늘
P1 	: 자 빨리
P0 	: 네시간
P0 	: 작음
P1 	: 개졸려
P0 	: 안졸림
P0 	: 티비봐야대
P1 	: ㅋㅋㅋㅋㅋㅋ 죽을때가됌
P1 	: 됌
P1 	: 됌
P0 	: 됨
P0 	: 됨
P1 	: 됌
P0 	: 됨 제발
P1 	: 됌
P0 	: 왜저래
P0 	: 개짜증
P0 	: 세상에서
P0 	: 제일
P0 	: 셇어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ미안
P0 	: 맞춤법 똑바로 지키자
P0 	: 답장
P1 	: 고쳐볼게
P0 	: 빨리
P0 	: 빨리좀
P0 	: 해
P1 	: 웅웅
P0 	: 웅
P1 	: 멀
P0 	: 이따
P1 	: 빨리
P0 	: 저녁되면
P1 	: 해
P0 	: 바빠ㅓㅅ
P0 	: 못 해
P0 	: 내가
P1 	: 싫어
P0 	: 이렇게
P1 	: 왜
P0 	: 한가할때
P1 	: 바빠
P0 	: 빨리
P0 	: 하라고
P1 	: 머사눈데
P1 	: 바빠
P0 	: 놀아야대
P1 	: 누구랑
P0 	: 지금은
P1 	: 아
P0 	: &name3&이가̆̈
P1 	: 나도 껴조ㅓ
P0 	: 자고잇어
P0 	: 그래서
P0 	: 지금
P0 	: 아니면
P0 	: 내가ㅏ카톡을
P1 	: 웅웅
P0 	: 잘 안바
P0 	: 답장
P1 	: 그래서
P1 	: 그거
P0 	: 빨리 좀
P0 	: 한번
P1 	: 놀러감?
P0 	: 할때마다̆̈
P0 	: 답장
P1 	: 아니
P0 	: ㄱ ㄱ
P1 	: 니가
P0 	: 안놀러
P1 	: 개빨라
P0 	: 갈건데 ㅋㅋ꙼̈
P1 	: 진짜로
P0 	: 내가̆̈
P0 	: 원래
P1 	: 아니
P0 	: 카자가̆̈
P1 	: 왜?
P0 	: 빠름
P0 	: 나원래
P0 	: 타자̆̈
P1 	: 왜 안가
P0 	: 빨라̆̈
P1 	: 그 자리
P0 	: 멀
P0 	: 안가̆̈
P1 	: 나 줘
P1 	: 그
P0 	: 어딜
P0 	: 안가̆̈
P1 	: 3며에여
P1 	: 여자애
P1 	: 그거
P0 	: 세명
P0 	: 여자애
P1 	: 가는거
P0 	: 아하
P0 	: 안가
P1 	: 아님?
P0 	: 열시에
P1 	: 오늘?
P0 	: 모인대서
P1 	: 내가
P1 	: 갈게
P1 	: 그러면
P0 	: 애들이
P1 	: 주소
P0 	: 다ㅏ일가서
P1 	: 줘
P1 	: 아
P0 	: 웅
P1 	: 그럼 안가지
P0 	: 나매고
P0 	: 나빼고
P0 	: 다ㅏ직장인아야
P1 	: 웅
P0 	: 그래서
P1 	: 아
P1 	: 너백수제
P0 	: 만날때마다̆̈
P0 	: 밤에
P0 	: 만낭
P1 	: 웅웅
P0 	: 웅,,
P1 	: 애들이
P0 	: 난
P0 	: 학생
P1 	: 다 사주겟다
P0 	: 이잔아ㅏ;;
P1 	: ㄴㄴ 백수
P1 	: 지
P0 	: 애들이
P0 	: 안사줘
P1 	: 웅
P1 	: 왜
P0 	: 집 사느라
P1 	: 사달라해
P0 	: 돈이없어
P0 	: 애들이
P1 	: 아
P1 	: 집은
P0 	: 빚이있대
P1 	: 인정이지
P0 	: 1억
P1 	: 야
P1 	: 근데
P1 	: 나
P0 	: 웅
P0 	: 나도
P1 	: 밥 먹어야해
P0 	: 집 하나만
P0 	: 사주라
P0 	: 어쩌라고
P0 	: ㅋㅋ꙼̈
P1 	: 밥
P0 	: 웅
P0 	: 밥
P0 	: 먹지만
P1 	: 먹으러 가야해
P0 	: 언제머거
P0 	: 누구랑
P0 	: 먹음?
P0 	: 친구있음?
P1 	: 혼밥
P0 	: 답장
P1 	: 먹어야지
P0 	: 빨리좀
P0 	: 와
P0 	: 진짜
P1 	: ㅇ아니
P0 	: 찐다넹 ㅋㅋ꙼̈
P1 	: 니가
P0 	: 혼자̆̈
P0 	: 밥을
P1 	: 개빠른거
P0 	: 왜머거
P0 	: 근데
P1 	: 인데
P0 	: 내가
P0 	: 차자̆̈
P1 	: 나한테
P0 	: 진짜빠름
P1 	: 왜 뭐라해
P0 	: 나
P1 	: 니가
P0 	: 맨날
P1 	: 느리게
P1 	: 쳐
P0 	: 초등학교 중학교때
P1 	: 진짜
P0 	: 마다̆̈
P0 	: 아자̆̈
P0 	: 차자̆̈
P1 	: 개빡텨
P0 	: 타자̆̈
P0 	: 전교
P1 	: 진짜
P0 	: 일등
P1 	: 뭔
P0 	: 이엇음
P1 	: 타자기로
P0 	: 일기장에도
P1 	: 치는거
P0 	: 적혀있음
P1 	: 같아
P0 	: 휴대폰이랑
P0 	: 컴퓨터랑
P1 	: 미친거같아
P0 	: 둘 다̆̈
P0 	: 타자̆̈
P0 	: 개빨라거
P1 	: 이야
P0 	: 맨날
P1 	: 부럽다
P0 	: 그런거
P0 	: 일등
P0 	: 했어
P1 	: 웅웅
P0 	: 문상
P1 	: 우와
P0 	: 받음
P0 	: ㅎㅎ̌̈
P1 	: 나도
P0 	: 부럽지?
P1 	: 알려줘
P0 	: 웅
P1 	: 빨리
P1 	: 치는 법
P0 	: 그거
P0 	: 게임을 많이
P0 	: 하면
P0 	: 돼
P1 	: 밥 근데
P0 	: 게임 ㄱ ㄱ
P1 	: 너
P0 	: 웅
P1 	: 많이
P1 	: 못하자나
P0 	: 웅웅우웅ㅇ
P1 	: 겜
P1 	: ㅋㅋ
P0 	: 마자̆̈
P1 	: 골드잖아
P0 	: ㅎㅎ̌̈
P1 	: ㅋㅋ
P0 	: ㅋㅋ꙼̈
P0 	: 난
P0 	: 랭크
P0 	: 안돌림
P0 	: 누구처럼
P1 	: ㅋㅋㅋㅋㅋ웅
P0 	: 나는̆̈
P0 	: 칼바람
P1 	: 아
P0 	: 하는사람
P0 	: 이야
P0 	: 칼바람이
P1 	: 난
P0 	: 진짜재밋음
P0 	: 맨날
P1 	: 근데
P0 	: 새벽에
P1 	: 너보다
P0 	: 5명 모아서
P1 	: 칼바람
P0 	: 칼바람
P1 	: 잘하는듯
P1 	: ㅎㅎㅎ
P0 	: 해야댕
P0 	: 웅
P0 	: 웅웅 ㅋㅋ꙼̈
P1 	: 웅웅
P0 	: 웅웅 ㅋㅋㅋ꙼̈
P1 	: 좋지
P0 	: 웅 ㅋㅋ꙼̈
P1 	: 칼바람
P0 	: ㄴㄴ
P1 	: 아
P0 	: 네명
P0 	: 모아서
P0 	: 모르는애
P1 	: 웅웅
P1 	: 한명
P0 	: 한명 껴서
P0 	: 모르는애한테
P1 	: 왕따
P0 	: 시바
P0 	: 걸어야함 ㅋㅋ꙼̈
P1 	: 시켜야지
P0 	: 웅
P0 	: 웅웅
P1 	: ㅋㅋㅋㅋ 모르는애
P0 	: 웅웅
P1 	: 왕따
P0 	: 웅웅우웅웅
P1 	: 시키면서
P1 	: 겜 해야함
P0 	: 재미써
P1 	: 나 밥 먹으러감다
P0 	: 오늘은
P0 	: 공부
P0 	: ㄱ ㄱ
P1 	: ㅇ웅웅
P0 	: 오늘 밤에ㅜ과제
P0 	: 할게
P0 	: 오빠가̆̈
P0 	: 도와줘
P1 	: 하고 해야지
P0 	: 밥 빨리
P0 	: 머겅
P0 	: 공주
P1 	: 뭘
P1 	: 조와줘
P0 	: 빨리
P0 	: 먹으라고
P1 	: 맨날 도와
P0 	: 조용히하고
P1 	: 달래
P1 	: 채해
P0 	: 시끄러워
P0 	: 도와달라면
P1 	: 채 해
P0 	: 도와저
P1 	: 체 해
P0 	: 궁ㅋㅋ꙼̈
P0 	: ㅁ발리
P1 	: 싫어
P0 	: 쳐복엉
P0 	: 웅
P0 	: 청쳐내
