# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P0 	: 어떤뷴이
P0 	: 심심하니깐
P0 	: 뭐 보구 있으라고
P0 	: 책같은거 주셨당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 인사팀 언제오시죠 그래서..
P1 	: 회사 안내 책자
P1 	: 같은건감..?!
P0 	: 마자마자
P0 	: 근데 옛날껀데
P0 	: 이거 보구 있으라구
P0 	: 그러셨오ㅋㅋㅋㅋㅋㅋ
P0 	: 보고있어야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구래구랭!
P1 	: 공부하구 이쒀 쟈깅!!
P1 	: {emoji}
P0 	: 자리배치 받았는뎅
P0 	: 할게 없어성
P0 	: 멀뚱멀뚱 앉아있는즁야,,
P0 	: 다시 책 봐야겠엉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아무것도 안시킬때가
P1 	: 좋은거징 쟈기..!!
P1 	: 자리는 어땡
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ자리 너무
P0 	: 한가운데여서
P0 	: 살짝 부담스렁...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자리 배치가 어떻게 되어있는거얌 대체..!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그냥 평범한
P0 	: 회사 자리배치,,
P0 	: 근데 뭐
P0 	: 나쁘지 않앙
P1 	: 오옹
P1 	: {emoji}
P0 	: 오예 앉아서 카톡하는데 돈버는기분
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 기분을
P1 	: 즐겨야됑 쟈기
P1 	: 업무받기전에..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞아....
P0 	: 그건그랭.....
P0 	: 힝
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 그 누님 옆자리얌 쟈기?!
P0 	: 아닝! 그 언니 어딨는지 모르게썽
P0 	: 그 맨첨에 들어왔을때
P0 	: 말걸어주신
P0 	: 여성분 옆자리인데
P0 	: 왼쪽엔 다른 남자분 있오
P1 	: 으훔..
P1 	: 그렇구만
P1 	: 그 누님이랑은 다른 파트인감?!
P0 	: 아직
P0 	: 뭐가 뭔지 모르겠옹..
P0 	: 어리둥절
P0 	: 방치한다는게 이런건강
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑
P1 	: 그런 백치미 뿜어내면 안대 애기!!!
P1 	: 얼른 줍줍행
P1 	: 진짜 첫날에 오자마자 일시키면
P1 	: 그 기업은 욕먹어야대
P1 	: 맞는거징 그게
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그칭
P0 	: 근데 컴퓨터에 카톡 깔아도 되낭
P0 	: 막 뭐라하려나
P0 	: 근데 까는 방법도 어떻게 하는지 몰랑..
P1 	: 오옹?!
P1 	: 한번도 안깔아봤었엉?!
P1 	: 그거 인터넷에
P0 	: 웅
P1 	: 카톡 pc버전 친다음이
P0 	: 한번도 안 깔아봤었엉
P1 	: 친다음에
P0 	: 웅
P1 	: 캡쳐해서
P1 	: 보여줄겡!
P1 	: {share:photo}
P1 	: 저기 카카오 홈페이지를 들어강
P1 	: 핸드폰으로 보니깐
P1 	: 홈페이지가 자꾸 모바일 버전으로 뜬당
P1 	: {share:photo}
P1 	: 이렇게!
P0 	: 오옹
P0 	: 알겠습니당
P0 	: 깔아야쥥
P0 	: {share:photo}
P0 	: 안된당.. 뭐징
P1 	: 으움
P1 	: 쟈기 저거
P1 	: 모바일 버전으로 다운받아서 그런거같앙!
P1 	: 구글 플레이스토어로 들어가져쒀
P1 	: 오잉
P1 	: 이제 일중인감
P0 	: 갑자기
P0 	: 회의실 끌려가서
P0 	: 교육?? 같은거
P0 	: 기본적인거 배웠엉
P0 	: 점심은 팀장님이랑 같이 먹눈데용
P0 	: 처음 신입 이니깐 맛있는거 사 주겠다고
P0 	: 나 말고 신입 한명이랑 같이
P0 	: 가서 먹는당
P1 	: 아항
P1 	: 쟈기랑 똑같이 들어온 사람
P1 	: 한명 더있었엉?!
P1 	: 오티를 이제 했었구낭
P0 	: 오티..?
P0 	: 오티 어제 했낭
P0 	: 몰게썽
P0 	: ㅎㅎㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 정신없당
P1 	: 웅..?!
P1 	: 그 기본교육 말한거얌 쟈깅!
P1 	: 방금 하구온거
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이것저것 정신없징..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 힝
P1 	: 속상해..
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋ이게 오티야..?
P0 	: 그렇고만
P0 	: 그 점심먹구
P0 	: 따로 교육 더 한다는뎅
P0 	: 지금 회사소개서 같은거
P0 	: 나한테 보내줘서
P0 	: 그거 읽는즁얌
P1 	: 오홍~
P1 	: 확실히 교육이랑 회사 소개 위주로 하는구만!
P1 	: 아이궁 우리 애기
P1 	: 잘하구있넹~
P1 	: 역시 내 여보당
P1 	: 멋있엉!!!!
P1 	: {emoji}
P0 	: 와앙
P0 	: 쟈기!!
P0 	: 나 피씨번으로 왔엉
P0 	: 피씨버전
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 신가하구만
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박!!!!
P1 	: 우리 어제 말한대루
P1 	: 엑셀 배경이얌??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 예에~~
P0 	: 엑셀 배경은 아니얌
P0 	: 그냥 기본 카톡 배경!
P0 	: 와 근데 이렇게 놀아도 되는건가
P0 	: 갑자기 걱정,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쟈기
P0 	: 나 자격증
P1 	: 우웅?!
P0 	: ISTQB 그거 따야한댕
P0 	: 근데 자격료가
P1 	: 언제 까지용?!
P0 	: 17만원이야
P1 	: 우웅
P1 	: 엥?!?!?!?!?!
P1 	: 미쳤당
P0 	: 그건 아직 모르겠는뎅
P0 	: 이거 합격하면
P0 	: 회사에서 돈 주긴행
P0 	: 100%
P0 	: 근데 불합격하면 50%만 준댕
P1 	: 헐..
P0 	: 3번까지만,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 합격해야겠당..
P1 	: 많이 어렵낭..?!
P0 	: 그래서 지금 그거 찾아보는즁
P0 	: 내가 아예
P0 	: 새로운 분야여서
P0 	: 어려울것같아,,
P0 	: 힝
P1 	: 힝..
P1 	: 그래두 우리 애기 똑똑해사
P1 	: 금방 잘할거얌!!!
P1 	: 그것도 공부하랴면
P1 	: 바쁘겠당 더..
P0 	: 마장..
P0 	: 걱정이 태산이얌
P0 	: 으아악
P0 	: 오빠도 같이 공부하쟈ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 공부 데이트 하는거얌?!
P1 	: &name1&랑 같이 하는거면 다 좋징~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋ구랭
P0 	: 이제 빡공하쟈
P0 	: 점심시간인거 같오,,
P0 	: 어리둥절
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 어리둥절 할일 많넹 우리 애깅
P1 	: 이제 팀장님이랑
P1 	: 밥먹으러가는거얌?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다같이 밥 먹으러 가는중야
P0 	: 우웅!!
P0 	: 다 있어 팀..!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 몇명인뎅?!
P1 	: 그 누님도 이제 같이 가는건감
P0 	: 우웅
P0 	: 그 언니도 같이 가는즁
P0 	: 9명..!
P0 	: 다 같이 먹는건강
P0 	: 몰겠다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 옹
P1 	: 5인이상 집합금지라
P1 	: 식당도 못들어가지않낭..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 체하지않게 잘먹구와야행 쟈기..!!
P0 	: 웅!!
P0 	: 4인이얌
P0 	: 팀장님 포함해성
P0 	: 밥 먹구올겡!
P1 	: 알겠습니당~~
P1 	: 잘먹구와용!!
P1 	: 어떤거 먹구오려낭 우리 애깅
P0 	: 나 중식 먹었오
P0 	: 새우볶은밥!
P0 	: 아 배불렁
P0 	: 팀장님이 사주셨당
P0 	: ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~
P1 	: 배부르게 잘먹었구만!
P1 	: {emoji}
P1 	: 나두 조금뒤에 밥먹어야징
P1 	: 애기 12시반까지가 점심시간이랬낭?!
P0 	: 웅!!
P0 	: 밥 다 먹고 왔당
P0 	: 그래서 피씨로 하는중
P0 	: ㅎㅎ
P0 	: 와 나 지문등록도 아직 안되어 있어서
P0 	: 화장실 가는것도
P0 	: 조심스러워,,
P0 	: 나갈순있는데
P0 	: 들어올수가 없어 혼자서ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그래서 그 언니분께 연락해서
P0 	: 문 열어 달라고 함ㅎㅎ
P0 	: 힝
P0 	: 오빠 보고싶엉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지문 등록은 언제해주는거얌!!
P1 	: 화장실은 맘대루 가게 해줘야징
P1 	: 나도 애기보고싶오..
P1 	: 미치겠당
P1 	: 빨리 애기 데리러 가구싶오..
P0 	: 아직 1시도 안된거 실화야..?
P0 	: {emoji}
P0 	: 오빠는 뭐 하구 있오?
P1 	: 시간 왜이렇게
P1 	: 안흘러가아아아아앙
P1 	: 난 점심 이제 먹으려구
P1 	: 기다리는즁이얌
P1 	: 만둣국에
P1 	: 볶음밥!
P1 	: 난 이제 밥먹구올게용!
P0 	: 오옹
P0 	: 알게썽
P0 	: 맛있게 먹구와{emoji:❤}️
P0 	: 첫끼인겅가??
P1 	: 우웅!!
P1 	: 첫끼여쒀
P1 	: 다먹구 왔당~
P1 	: 아이 배불렁
P1 	: 울 애기는 머해용?!
P1 	: 오잉
P1 	: 교육 받으러간건감
P0 	: 웅!!!
P0 	: 마쟝
P0 	: 교육 받고
P0 	: 이제 5분 휴식이랭
P0 	: 그래두 대충 어느정도
P0 	: 설명해줘서
P0 	: 이해는 된당...
P0 	: 자격증공부 빨리 해야게써
P0 	: 이게 무슨일이람
P1 	: 힉
P1 	: 교육이 길구낭 쟈기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 갑자기 공부할것도 생겼넹..
P1 	: 그거 공부안하면
P1 	: 일하기 힘들엉?!
P0 	: 내가 정규직으로 들어와서
P0 	: 아마두 자격증 따야할꺼얌
P0 	: ㅠㅠㅠㅠㅠㅠ
P1 	: 힝..
P1 	: 왕 이제야 2시 20분이당
P1 	: 교육 몇시까지해 쟈기?!
P0 	: 모르겠당...
P0 	: 지금 쉬는 시간이긴한데
P0 	: 또 언제 교육 받으러갈지 모르게썽
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아직 4시간정도 남았네ㅜ
P1 	: 금방 6시되겠징..!!
P1 	: 4시부터 나갈준비 해야게따 나는
P1 	: 좀만 더 힘냉 쟈기!!
P1 	: 근뎅 교육때 뭐배웡??
P0 	: 그 내가 아까 말했던
P0 	: ISTQB 그거에 대해서
P0 	: 교육받는거같앙
P0 	: 예상문제도 그냥 보는즁
P0 	: 히히
P0 	: 쟈기 사랑행
P1 	: 아항 그거 배우는규낭
P1 	: 머야머얌~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 두근거리겡
P1 	: {emoji}
P1 	: {emoji}
P1 	: 힝
P1 	: 나두 사랑해 쟈기!!
P1 	: 완전 많이 사랑해
P1 	: 진짜루!!!!
P0 	: 다시 교육받구올게용
P1 	: 옹
P1 	: 갑자기 들어가게 됐나보구만
P1 	: 알겠습니당
P1 	: 다시 잘받구왕!!
P1 	: 힝..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 힝 쟈기..
P0 	: 먼말인지 몰게써
P0 	: 클났다
P0 	: 여긴어디 난 누구..
P0 	: 보고시퍼.......
P0 	: 유독 더 보고싶어....
P0 	: 큰일났다
P0 	: 씻으러갔으려낭
P1 	: 아니아닝!!
P1 	: 아직 안씻으러갔엉
P1 	: 이제 교육 끝난거얌..?!
P1 	: 어렵징 ㅠㅠㅠㅠㅠ
P1 	: 나 샤워하구올겡
P1 	: 조금만 더 힘냉!!
P1 	: {emoji}
P0 	: 알겠옹!
P1 	: 다씻구왔당
P1 	: 얼른 준비하구 나가야징
P1 	: {emoji}
P0 	: 조아용~
P0 	: 이제 퇴근시간
P0 	: 한시간 남았당!!!!
P0 	: 오예
P0 	: {emoji}
P1 	: 예에~~~
P1 	: 오늘 우리 애기가 좋아하는
P1 	: 펜트하우스도 하는날이얌!!
P1 	: {emoji}
P0 	: 마쟝!!!!
P0 	: 오예
P0 	: 오빠 빨리 보구시포
P0 	: 힝
P0 	: ㅠㅠㅠㅠㅠㅠ
P0 	: 오빠... 나 여기서 근무하는거
P0 	: 잠깐인가봐
P0 	: {share:photo}
P1 	: 웅..??
P1 	: 나 이제 출발하랴구 했는뎅
P1 	: 무슨 얘기얌..??
P0 	: 웅??
P0 	: 아니아닝
P0 	: 지금은 &address&이얌
P0 	: 근데 계속 &address&에서 하는거 아닌가봐
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 그니깐!!
P1 	: 그게 무슨 얘기얌
P1 	: 쟈기
P0 	: 내말이!!!!!
P1 	: 그럴거면
P1 	: 여기서 일 안하징
P0 	: 나도 방금 알았엉
P0 	: 그러게,,
P0 	: 내 분야도 아닌데
P0 	: ....
P1 	: 어디로 가는건지
P1 	: 물어보긴 그런감
P1 	: 이거 안물어보면 나중에
P1 	: 애기만 당혹스러울거 같은뎅..
P0 	: 옆에 있는 분께
P0 	: 물어보고 올겡....
P1 	: 알겠오 애깅!!
P1 	: 난 버스타러 가구이쒀
P1 	: 멀리가서 해야하는거면
P1 	: 사직서 제출하쟝 구냥
P1 	: 굳이 자격증 공부 따로하면서까지
P1 	: 멀리 다닐필요는 없징
P1 	: 지금 가는중~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨리와 쟈깅
P0 	: {emoji}
P0 	: 호엥
P1 	: 물어봤더니 뭐래용?!
P1 	: {emoji}
P0 	: 여기서 교육받고
P0 	: 코로나 잠잠해지고 그러면
P0 	: 서울역쪽에 있는 곳에서
P0 	: 근무한대,,,,
P0 	: 팀장님하고 면담했는데
P0 	: 맞나봐 서울에서 일 하는거
P0 	: 힝..
P1 	: 쟈기 할거얌..??
P1 	: 흐음
P1 	: 이건 허위공고채용이징
P1 	: 애기는 어떻게 하고싶옹??
P0 	: 이따 만나서
P0 	: 얘기하쟝...
P0 	: 어디쯤양
P0 	: 나 칼퇴할것 같긴 한뎅
P1 	: 차막혀서 아직 &address&얌..
P1 	: 힝..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 빨리 좀 가랑!!!
P0 	: 나그래두
P0 	: 정리 하고 나가는 시간 있어서
P0 	: 얼추 맞겠당
P1 	: 오옹
P1 	: 구래구랭!
P1 	: 조금만 기다료~
P1 	: 영통 진입이당
P0 	: 오예~
P0 	: 52분이당
P0 	: 신나신나
P1 	: {emoji}
P1 	: 귀여웡 ㅎ.ㅎ
P1 	: 나 &address&역이얌
P1 	: 다와간당
P1 	: 눈온다 쟈기!!
P0 	: 헐
P0 	: 진짜????
P0 	: 대박
P0 	: 오빠 만날때는 맨날 눈오넹
P1 	: 구치구칭
P1 	: 역시~
P1 	: 예쁜 커플만나는 날은
P1 	: 하늘도 예쁘게 꾸며준당
P1 	: 이제 내려용~
P1 	: {emoji}
P0 	: 나도 엘베 기다리는즁
P0 	: !!!!
P0 	: 곧 본당
P0 	: 오예
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 빨리와앙~{emoji:❤}
P1 	: {share:photo}
P1 	: 나 이쪽에 서있엉
P1 	: 34-1 4정류장전이당!!
P1 	: 걱정하지말구 얼른 저녁먹구 푹쉬엉!!
P1 	: 우리 애기 오늘 하루 너무 고생많았오
P1 	: 갑자기 바뀐 환경속에서 너무나
P1 	: 잘다녀왔당 우리 애깅
P1 	: 정말 많이 사랑하구 잠깐이라도 얼굴보고 목소리듣고 행복했어 &name1&얌
P1 	: 사랑해!!{emoji:❤}
P1 	: 버스탔어용~
P0 	: 오옹
P0 	: 그래두 금방와서 다행이당
P0 	: 내가 밥 하느라
P0 	: 연락을 못 했옹...
P0 	: 하
P0 	: 강불파랑 떡국떡으로 떡볶이 만들었당
P0 	: ㅎㅎㅎㅎ
P0 	: 먹구올겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 열심히 만들었구만~
P1 	: 맛있게 먹구왕 쟈기!!!
P1 	: 나두 강불파 먹고싶오..
P1 	: 흐극
P1 	: 버스 내렸당!!
P0 	: 나두 밥 다 먹었엉!
P0 	: 엄마가 몸살 약 사달라구 해서
P0 	: 나가야할것같오
P1 	: 힝
P1 	: 역시 사드리고 올걸 그랬엉!!!
P1 	: 애기 따뜻하게 입구 다녀왕
P1 	: 약국이 어디있징..?!
P0 	: 이마트 안에 있는 약국 갈려궁!
P0 	: 지금 나와썽
P1 	: 좀 걸어가야하는구만
P1 	: 조심히 다녀오세용!!!!
P1 	: 난 이제 집와서
P1 	: 씻구올겡!
P0 	: 알겠엉!
P0 	: 씻구 밥 먹는건강?
P0 	: {share:photo}
P0 	: 난 약 사서 가는즁
P1 	: 힉 완전 빨랑!!!
P1 	: 우웅 나 이제 다씻구나와서
P1 	: 밥먹으려궁!
P1 	: &name3&랑 엄마 밥먹고있어가지구
P1 	: 난 계란찜 있는가에 너비아니 구워서
P1 	: 밥먹으려구용 ㅎ.ㅎ
P1 	: 애기 집 잘도착해쒀?!
P0 	: 너비아니가 뭐얌
P0 	: 오빠 엄청 빨리 씻구왔넹!?
P0 	: 나도 집 도착해서
P0 	: 응아하구 씻을랴구요
P1 	: 아무것도 안바르고 다녀온거라
P1 	: 손이랑 발닦구
P1 	: 세수만 했징~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 이게 너비아니얌!
P1 	: 떡갈비 같은거 ㅎ.ㅎ
P0 	: 헐 신기행
P0 	: 나 저거 안 먹어봤오
P0 	: 잘했넹~
P0 	: 나두 빨리 씻구 쉬고있오야지
P1 	: 오옹
P1 	: 애기가 안먹어본게 있다닝!!
P1 	: 얼른 씻구왕 쟈기~
P1 	: 푹쉬다가 드라마보구
P1 	: 나랑 전화도 해야댕!!!
P1 	: {emoji:☆}오늘의 핵심{emoji:☆}
P0 	: 아 당연하징!!!
P0 	: 그게 젤 중요해진짜!!!
P0 	: 나 이제 씻구 올게용~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 힝
P1 	: {emoji}
P1 	: 잘씻그왕 애기~
P1 	: 난 밥 다먹었당!!
P1 	: 배불러엉
P0 	: 쟈기!!!
P0 	: 그럼 이제 쉬고이썽?
P1 	: 우웅!!
P1 	: {share:photo}
P1 	: 이친구랑 누워이쒀 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 애기 다씻구왔구낭~
P1 	: {emoji}
P0 	: 질투나ㅡㅡ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 왜이렇게 귀여웡 ㅠㅠㅠㅠ
P1 	: 하 보고싶따..
P1 	: {share:photo}
P0 	: {emoji}
P1 	: 언제 궁디팡팡 해줬댕~
P1 	: {emoji}
P1 	: {emoji}
P1 	: 애기 얼른 소화제 먹구왕!!!
P1 	: 힝 ㅠㅠㅠㅠㅠㅠ
P1 	: {emoji}
P0 	: 소화제 먹구 와썽
P0 	: 핫팩도 올리구 있겡!
P0 	: {emoji}
P0 	: {emoji}
P0 	: 이게 긴장하구 그래서 더 소화가 안되나방..
P1 	: 좋은 생각이얌 쟈기야!!
P1 	: 이건 처음 본당!
P1 	: 구칭..이럴때 더 조심해야됑..!!
P1 	: 빨리 소화 다되었으면 좋겠당
P1 	: 끄아아아앙
P0 	: 힝...ㅔ
P0 	: 진짜ㅠㅜㅠㅜ
P0 	: 왜 그러는고얌...
P0 	: 위까지 말썽이네
P0 	: 핫팩 올리구 있는즁~
P1 	: 조아조앙~
P1 	: 올리구 드라마좀 보다보면
P1 	: 괜찮아지겠징!!
P1 	: 애기~~
P1 	: 좀전에 전화해줘서 너무 고마웡 ㅎ.ㅎ
P1 	: 예쁜 &name1& 목소리 들으니깐 완전 행복해{emoji:❤}
P1 	: {share:file}
P0 	: 내가 오빠 목소리 듣고싶어서 못 참겠더라!!!
P0 	: ㅎㅎㅎㅎ{emoji:❤}️
P0 	: 더 애틋해 쟈기..
P1 	: {emoji}
P1 	: 우리가 그만큼 마음이
P1 	: 엄청 가까워져가구 있어서 그런가봥!!
P1 	: 나두 애기가 아까 예쁘게 말해줬을때
P1 	: 뭔가 애틋하구 감동이여서
P1 	: 진짜 눈물났오..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나듀 뭉클해썽
P0 	: 힝ㅠㅠㅠㅠ
P0 	: 진짜 항상 같이 있구싶덩
P0 	: 펜트하우스 시작해따!!
P1 	: 나두나듀!!
P1 	: 옹
P1 	: 드디어 시작했규만~
P1 	: 이제 진짜 거의 끝으로 달려가겠당
P1 	: 재밌게 보구와 애기 ㅎ.ㅎ
P0 	: 진쨔 내일이 마지막이야!!
P0 	: 잘 보구올갱
P0 	: 겡
P0 	: 오빠는 뭐 할려궁??
P1 	: 나는 네이버 뉴스 같은거 좀보다가
P1 	: 양치하구 애기 기다릴랭!!!
P1 	: 쿠키런도 좀 해야징 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ큐키런에 빠졌군용
P0 	: {emoji}
P0 	: 쿠키런 재밌게 잘 하구있으세용
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넹~~~
P1 	: 진쨔 우리 애기랑 좋아하는거 나도
