# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 카뱅에 80만원 묶어둔거 있고
P0 	: 저 신한카드가 내꺼지?
P1 	: 응
P0 	: 여보 통장은 기업?
P1 	: 응
P1 	: 카뱅에서 끌어와야 하지?
P1 	: 담달엔 진짜 카드값 줄어들게 해야지
P0 	: 응응
P0 	: 카뱅에서 한 30 가져와야겠다
P1 	: 응
P0 	: &name1&님이 &name2&님 기업 &card-num&계좌로 1,800,000원 입금
P1 	: 여보 카드값은 되는거야?
P1 	: 텅장 됐네
P0 	: 내 카드값 남기고 준거얔ㅋ
P1 	: ㅠㅜ 다행이다 그래두
P0 	: 힘내자 이번달
P0 	: 나 20일에 카드값 또 있는데 그러고보니
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 50만원이나 돼
P1 	: 헐
P1 	: 여보는 어디서 150만원 쓰는거지..
P1 	: 대체로 기름값이던데
P1 	: 따져봐야할거 같애
P1 	: 나야 다 &name3&꺼 장본거 &name4&꺼 이런건데
P1 	: 마당에서 놀고 왔는데
P1 	: 진짜 거짓말 안하고 다리가 후덜거려
P1 	: 너무 힘들다
P1 	: 떼쟁이 &name3&
P0 	: ㅋㅋㅋㅋㅋㅋ아이구
P0 	: 고생했어
P0 	: 들어가기 싫어서 떼 쓴 거야?
P0 	: {share:photo}
P0 	: 현대카드는 엄청 단순하다 항목이 6개 밖에 없어
P1 	: 휴
P1 	: 50은 너무 간단하게 채우는구나
P0 	: 에어컨 할부가 20이야
P0 	: 이번엔 차 수리하고 오일 갈고 타이어도 펑크내서  몇십 나가고.ㅡ
P0 	: 기름도 몇십만원이고
P0 	: 무섭다 자동차
P0 	: ㅋㅋㅋㅋ
P1 	: 그러게
P1 	: 휴 ㅠ
P1 	: 집이 커서 좋긴 한데
P1 	: 내가 미치게 힘들다
P1 	: 본능적으로 아는건지
P1 	: 팔을 위로 쭉 뻗어서 안기도 힘들게 해
P0 	: 요즘 쉽게 안 안기지
P0 	: 여보 마이 힘들어 ㅠ
P1 	: 고집이 보통이 아냐
P1 	: 그렇다고 애한테 가만히만 있으라고 할 수도 없고
P1 	: 지가 하고 싶은거 그만하게 하면
P1 	: 그냥 울어버리네
P0 	: 응 맞아 요새 더 그렇네
P1 	: 포기..
P1 	: 지맘대로 하게 두긴 하는데
P0 	: {share:photo}
P0 	: 딱 지금이다
P1 	: 혼을 내진 않는데
P1 	: 혼내도 모를 때잖아?
P1 	: 그렇다고 다 받아주진 않지만
P0 	: 눈치가 빨라서 이놈 하는 건 알지 않을까 ㅋㅋ
P0 	: 아무쪼록 일관성 있게
	  그리고 정말 잘못을 했을 때
P0 	: 그리고 여보랑 나랑도 합이 맞아야 한댔음
P1 	: 응
P1 	: &name3& 에너지를 내가 따라갈 수가 없어서
P1 	: 난 거의 뻗어있고
P1 	: 기빨린다
P0 	: 에구
P0 	: 여보 밥은 먹었어?
P1 	: 먹어야지
P1 	: 밥 만들다가 &name3&가 하도 보채서 그냥 밥이랑 김 먹임
P1 	: 허무...
P0 	: {emoji}
P0 	: 여보가 잘 먹어야돼
P1 	: 잘먹으려고 노력해
P1 	: 영양제도 먹고
P0 	: 응응
P0 	: 잘하고있어
P1 	: 낮잠 잔다
P1 	: 나두 좀 잠들었는데
P1 	: 미친 걸음마보조기가 혼자 시끄럽게 떠들어서 일어남
P0 	: 으악ㅋㅋ
P1 	: 아직 여서씨도 안되었다니
P1 	: 이렇게 어두운데
P0 	: 헐
P0 	: 퇴근퇴근
P1 	: 응 조심히 와
P1 	: 오늘 &name4& 목욕.....
P0 	: 해야된다고?
P1 	: {share:video}
P1 	: 여보
P0 	: 응 여보
P1 	: 출근 잘했어?
P0 	: 응~
P0 	: 잘잤어요?
P1 	: 응
P1 	: 아침에 &name4& 괜찮았어?
P1 	: 8시에 내려보낸거야?
P0 	: 아침에
P0 	: 샤워하고 나왔더니
P0 	: &name4&가 안보이는겨
P1 	: 그 전까진 보였는데?
P0 	: 응
P0 	: 아침에 불켜니까 푹 자고 일어난 얼굴이던데
P0 	: 암튼 그래서 내려가니까 1층 현관 앞에서 어슬렁거리고 있더라
P0 	: ㅃ발리 열어달라고
P0 	: 근데 어떻게 내려갔는지를 모르겠어
P1 	: 점프해서 넘어갔나.
P1 	: 안전문은 어떻게..?
P0 	: 그니까!
P0 	: 1층 어딘가에 쉬라도 하지 않앟ㅎ겠지?
P0 	: 안전문은 뛰어넘었으면 굴렀을 거 같은데
P0 	: 그 옆으로 빠지는 통로도 없는 거 같았고
P1 	: 쉬 안했을거여 그런애 아냐
P1 	: 쉬마려워서 빨리 나가자고 한거겠지
P1 	: 대단하다 여튼
P1 	: 밑에 중간문이 열어져있었나봐?
P0 	: 긍가봐
P1 	: 털은 다 말랐지?
P0 	: 응응
P0 	: 밖에서 보니까 더 뽀얗더라
P1 	: 쿠션에 드러운거 안묻엇어야 하는데 ㅠ
P1 	: 텐트 지퍼 좀 제대로 올려주지
P1 	: 아침에 바빴지
P0 	: 텐트까진 신경 못 썼네
P1 	: 괜찮아
P0 	: &name3&는 언제 일어났어?
P1 	: 모르겠어
P1 	: 10시 넘어서 일어난거 같은데
P1 	: 혼자 좀 논거 같애
P1 	: {share:photo}
P1 	: 이거 &name4& 발톱 자국 같애
P1 	: 저기 틈으로 나가려고 발버둥 친거 같애 ㅠ
P0 	: 아이고야
P0 	: 그랬구만
P0 	: 여보 탐정같아
P0 	: &name3& 엄청 잣ㄱ네 일찍 잠들었는데도
P1 	: 새벽에 깼자나
P1 	: 맘마도 먹은거지?
P0 	: 응응
P0 	: 퇴근해요
P0 	: 회사앞에서부터업청막힌다 왜이러냐 ㅠ
P1 	: ㅠ 퇴근도 늦게 했는데 막힌다니
P1 	: 여보
P0 	: 응응
P0 	: 잘잤나요
P1 	: 응
P1 	: 도시랏 싸려고 보니 밥이 없어서
P1 	: 그냥 패쓰함
P0 	: 아앙 고마워 여보
P0 	: 차 타고 와서 미안해
P1 	: 미안하긴 뭘 미안래
P1 	: {system:call}
P1 	: {system:call}
P1 	: 여보
P1 	: 퇴근안해요?
P0 	: 곧 할거예요
P1 	: ㅠ
P0 	: 퇴근했어요
P0 	: 여보 ㅠㅜ 나 설거지 못하고 나왔어요 ㅠㅠ (아침도 못 먹음)
	  ㅠㅠㅜ
P1 	: 괜찮아 내가 설거지 하고 자려고 했는데.. ㅠ 그냥 잤어
P1 	: 아침에 가기 힘들었지?ㅠ
P0 	: ㅜㅠ 미안해
P0 	: 일찍 못 일어났어
P0 	: 괜찮아 그냥 오랜만에 걷고 좋았어(?)
P0 	: 잘 잤어요?
P1 	: 응
P1 	: 비가 많이 오네
P0 	: 응응
P0 	: 나 혹시 대체휴가 받는 대신에 내일 일해도 될까?
P1 	: 응?
P1 	: 무슨 말이야?
P0 	: 낼 토요일
P0 	: 인데
P1 	: 응
P0 	: 출근해도 될까
P1 	: 내일 출근하고
P1 	: 다른 날 쉰다고?
P0 	: 응
P1 	: 언제 쉬게?
P0 	: 확정은 아니고 가능한 사람들 확인 중이야
P0 	: 그건 나중에 아무때나
P1 	: 연차랑 다른거야?
P0 	: 응 그치
P1 	: 그래도 잘 안쉬면서 뭐
P0 	: 그냥 토요일이랑 다른 평일이랑 바꾸는 셈인데
P0 	: 예전에도 어린이날인가 그런 적 있엇ㅅ을거야
P1 	: 꼭 해야되면 그래야지뭐
P0 	: 우리 뭐 일정 없나?
P1 	: 주말인데 주말같지 않은..
P1 	: 없어
P1 	: 여보 하고 싶은대로 해요
P0 	: 고마워요 나도 가능하면 안 하고 싶어
P0 	: 정해지면 다시 얘기해줄게오
P1 	: 응 그래
P1 	: 비가 많이오네
P1 	: 천둥번개치고 난리다
P0 	: 으악
P0 	: 여보 오늘 나갔다 왔어?
P1 	: 아니
P1 	: 여보 퇴근시간 맞춰서 나가려고 했는데
P0 	: 아앙
P0 	: 와줄거양?
P1 	: 가긴 가야할텐데 비가 좀 그치면 나갈게
P1 	: 우짜냐
P0 	: 응응
P0 	: 어려우면 무리하지 마
P1 	: 응
P0 	: 그리고 나 내일 출근해요..
P1 	: 응
P1 	: 여보 몇분쯤에 어디 도착해?
P0 	: 7시 20분즘 망포나 영통?
P1 	: 글케 늦게 도착했었나?
P0 	: 좀 전에 퇴근했엉
P1 	: 그치?
P0 	: 응 ㅋ
P1 	: 요즘 계속 6시반이네..
P0 	: {emoji}
P0 	: 지하철탔어요
P0 	: 망포?영통? 오래 걸릴 거 같으면 병점?
P1 	: 병점
P0 	: {emoji}
P1 	: 몇분쯤?
P0 	: 7시반즘
P0 	: 여봉 굿모닝
	  
	  &name3&옷 빨래 돌렸으니 오전중에 널어주세용
P1 	: 응
P1 	: 여보 정리를 싹하고 갔네
P0 	: ㅇ정작 설거지를 하다 말았네
P0 	: 어머니가 아반떼는 두고 가셔서 차 타고ㅜ출근했어
P0 	: 좀 더 여유롭게 치우고
P0 	: 여보랑 &name3&는 잘 잤나?
P1 	: 아
P1 	: 응 잘잤어
P0 	: 새벽 되니 텐트 효과가 더 확연하더라
P1 	: 안에는 훈훈하던데
P1 	: 손만 넣어봐도
P0 	: 응응
P1 	: 자고 일어나서 나오면 추울거 같애
P0 	: 나 다리가 텐트 밖에 있었는데
P0 	: ㅋㅋㅋ
P0 	: 내 다리는 평소의 한기를 느끼고 있었고
P0 	: 머리는 따땃
P1 	: ㅋㅋㅋ
P1 	: 극명한 차이
P0 	: 응 ㅋㅋㅋ
P0 	: 집에가요
P1 	: 우리도 집에 가는 중이야
P1 	: 조심히 와
P0 	: {emoji}
P1 	: 여보 비가 많이 오는데
P1 	: &name3& 데리고 괜찮아?
P1 	: 차에 타는 것부터 힘들겠다
P1 	: 도착 전에 연락 줘
P0 	: 지금 출발해
P0 	: 수원역 &name5&이 내려주고
P0 	: 갈거야
P1 	: 응 조심히 천천히 와
P0 	: 응
P0 	: 다왔어
P1 	: 날씨 좋아서 나가려고 했더니
P1 	: 초미세가 190...?!
P1 	: 미쳤나
P0 	: 헑?
P0 	: 여긴 초미세 없고 미세가 150 
P1 	: {share:photo}
P0 	: 뭐지 ㅋㅋㅋㅋㅋ
P1 	: 몰라
P1 	: 갑자기 뚝 떨어지는건 뭐지
P0 	: 신기
P0 	: 아니면 
P0 	: 조작인가
P0 	: ㄷㄷㄷ
P0 	: 음모론
P0 	: ㅋㅋㅋㅋ
P1 	: 일루미나티
P1 	: 여튼 이따 나가야겠다
P1 	: 미세미세랑 왜케 다르지
P1 	: 미세미세는 미먼이 200이 넘네
P1 	: 네이버도 지금은 그렇구나
P1 	: 어쩐지 목이 아파
P0 	: 바람 불고 그래서 먼지구름이 슝 오고가는 게 빠른가보다
P0 	: 여보 잘 잤어?
P0 	: 새벽에 정신없었지
P1 	: 아침에?
P0 	: 응
P1 	: 뭐 바로 잤어
P1 	: 기억도 희미해
P0 	: 아앙 ㅋㅋㅋㅋㅋ
P0 	: 집에가요
P1 	: 응 조심히 와
P0 	: {share:photo}
P1 	: 눈 와
P0 	: 헐
P1 	: 여보
P0 	: 여봉
P0 	: 잘잤어요? 
P1 	: 응
P0 	: 싸바해요? 어젯밤엔 잘 다녀왔어? 
P1 	: 응ㅋㅋ
P1 	: 어제 &name3& 일찍 잠들었나봐?
P0 	: 응응 
P0 	: 어제도 목욕이 좀 힘들었지만
P0 	: 그래도 잘 잠들었어
P1 	: 응
P1 	: 근데 여보 혹시 몸에 뭐 안났어? 간지럽거나
P0 	: 나?
P0 	: &name3&?
P1 	: 여보
P0 	: 음 별 이상 없는데 
P0 	: 왜?
P1 	: 어제 내가 자면서 발가락이 너무 가려웠거든
P0 	: 오멩
P1 	: 뭐에 물린건지 모기물린거처럼
P1 	: 자면서도 가려워서 막 긁었는데
P1 	: 등에도 뭐가 하나 나고
P1 	: &name3&도 어제부터 발에 뭐가 났어
P1 	: {share:photo}
P1 	: 오늘도 그렇고
P1 	: 모기..는 아닌거 같은데
P0 	: 으엑
P0 	: 뭐가 있었나!!
P1 	: 모기였음 소리를 들었을거 같은데
P1 	: 그리고 등은 좀 무리가 있는데
P0 	: 헐 ㅠ
P1 	: 이불에 진드기있나
P0 	: 헐헐 ㅠ
P1 	: 아님 알러지인가
P0 	: 근데 둘이 같이 그런 건
P1 	: 근데 우리 둘이 같이..?
P0 	: 뭔가 있었떤 거 같다
P0 	: 근데 왜 나는 
P1 	: 글구 자면서 ㅁ ㅓ에 물린거처럼 가려웟ㄱ어
P1 	: &name3&도 나도 발이 간지러운거면
P1 	: 괜히 온몸이 가려운 느낌이네
P0 	: 일단 버물리 같은 거라도 ㅠ
P1 	: 이불을 교체하고 그 청소기로 청소를 해야겠어
P1 	: 매트를
P1 	: 아님
P0 	: 응 
P1 	: 텐트에 있어싼
P1 	: ??
P1 	: 텐트를 보관만 해뒀을테니
P1 	: 그 안에 뭐가 있었을 수도... 덜덜
P0 	: 아 그런가 
P0 	: 빨래해서 준 거 아니었어?
P1 	: 빨래해서 보관
P0 	: 아아
P1 	: 텐트도 청소해야지 ㅜ
P1 	: 하..
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 어제 산책 갔을 때 청소했는데 ㅠ
P1 	: 모기인가..
P1 	: 근데 &name3& 저 발에 3개야
P1 	: 다행인건 저 발만 그렇고
P0 	: ㅠㅠㅠㅠㅠㅠ
P1 	: 여보
P1 	: 질병관리본부 어플인가?
P1 	: 여보 그걸로 &name3& 접종한거 볼 수 있지?
P0 	: 응
P1 	: 그것 좀 캡쳐해서 보여줄래
P0 	: {share:photo}
P1 	: 오키
P1 	: 외출을 하고 싶은데
P1 	: 허리도 아프고 다리도 아파서
P1 	: 못나가겠어
P1 	: 햇빛 있을 때 외출 좀 하고 싶지만
P1 	: &name3& 잡고 허리 굽히고 들고 등등을 할 자신이 없다
P1 	: ㅠㅜ
P0 	: ㅠㅠㅠㅠㅠㅠㅜ
P0 	: 추워져서 더 그런가
P0 	: 요즘 부쩍 심해졌네
P1 	: 그런가
P1 	: 모르겠다
P1 	: 그냥 꾸준히 계속 아파
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: &name3& 아까 엄청 졸려해서
P1 	: 낮잠 재우려고 했는데
P1 	: 계속 안자고 있음
P1 	: 그냥 포기
P0 	: 응응 ㅠ
P0 	: 오늘 아직 안 잤는데도?
P1 	: 응
P1 	: 잠이 샜나봐
P1 	: 좀 일찍 졸려하길래 자고 일어나서
P1 	: 병원 가려고 했는데
P1 	: 타이밍 계속 못맞추는 중
P1 	: 나는 그냥 포기한 상태야
P1 	: 계속 '안돼'할 일만 하고 있으니
P1 	: 지가 치쳐 쓰러질 때까지 두고 보는 중
P0 	: 응응 
P0 	: ㅠㅠ 
P0 	: 퇴근해썽
P0 	: &name6&이가 다니는 어린이집에 수족구가 돈다더니 월요일 밤부터 열이 나기 시작, 수포가 올라왔어요... 오늘 &name7&이도 기침이 심해 병원에 갔더니 입안에 붉은점들이 보인다고 하루동안 지켜보라네요...
	  주일을 보낸터라 행여 다른 아이들은 괜찮은지 걱정이 됩니다. 
	  아이들 한번 살펴주세요... ㅜㅜ
	  이제 슬슬 독감도 유행할 때가 오니 기도가 되어집니다. 이번 겨울 우리 아이들 모두, 성도님들 모두 건강하게 지나갈 수 있도록 기도부탁드려요~
P0 	: &name6& &name3& 접촉 많았는데..
P0 	: 발에 난 게 수족구인가?
P1 	: 그생각도 했어
P1 	: 근데 열은 안나고
P1 	: 한쪽만 난게 좀 그래서
P1 	: {share:photo}
P1 	: 맘마머꼬
P1 	: {share:photo}
P1 	: 키즈카페
P1 	: {share:photo}
P1 	: 난 편백나무에 누워있기
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 병원 잘 다녀왔어?
P1 	: 응 교수만 만나고..
P1 	: 초음파는 하지도 못했어
P1 	: 예약했어
P0 	: 헐 왜
P1 	: 대기가 엄청 많은가봐
P0 	: 아앙
P0 	: 초음파도 대기가 그렇게 ...
P1 	: 초음파 하고 결과 들으러 가는 것도 예약하고...
P0 	: 아 두번 더 가야 되는겨?ㅋㅋㅋㅋㅋㅋ
P1 	: 응 ㅠ
P1 	: 여보 다음주 금욜에 연차나 반차 낼 수 있어?
P0 	: 29일이지? 
P1 	: 응
P1 	: 오전이야
P0 	: 응응 
P0 	: 몇시? 
P1 	: 10시
P0 	: 초음파? 
P1 	: 으ㅡㅇ
P0 	: 그래용 
P0 	: 뭐 약 먹어서 못 움직이고 그런 건 없는 거지? 
P1 	: 반차?
P1 	: 응 그런건 아냐
P1 	: 금식
P0 	: 응응 
P0 	: 반차할지 하루할지는 아직 모르겠어 
P0 	: 뭐 더 이슈 있을까?
P1 	: 아니
P1 	: 12월 10일에 결과 들으러 가야돼
P0 	: 아앙
P1 	: 담주 금욜 많이 바쁠거 같애?
P1 	: &name3& 잠들어서 차에서 엄마랑 애기랑 있고 난 진료대기중
P0 	: 잘 모르겠어 아마 괜찮을 거야 하루 써도 
P0 	: 이번주 계속 상황이 급변하고 있어서 예측을 못하겠다
P1 	: 응 토욜에 일했자나
P0 	: 응응 
P0 	: 그거 쓸거야
P1 	: 그래
P1 	: 그날 안과도 예약해야겠다
P1 	: 오후엔 안과
P0 	: 그래그랭
P1 	: 하...
P1 	: 진단서 발급받으려고 겁나 기다렸는데
P1 	: 신분증 없어서 다시...
P0 	: 엑 ... 
P0 	: 어디부터 다시야 ... ?
P1 	: 여보
P1 	: 정시퇴근?
P0 	: 퇴근~
P0 	: 여보 나 화장실만 청소하고 설거지는 못하고 가요 ㅠㅜ
P0 	: &name3& 문 두드리는 거 들었는데 차마 열지도 못하고 ㅠㅜ
P1 	: 아침에 화장실 청소도 하고.. ㅠ고마워 여보
P0 	: ㅠㅠ 
P0 	: 잘잤어요? &name3& 8시 이후로 또 잤는가 
P1 	: 아니
P1 	: 졸려하다가 안잠
P0 	: 에긍 
P0 	: 평소보다 조오금 일찎 자니까 더 일찍 깨네 ㅋㅋ
P1 	: 근데 낮잠을 지금 자
P1 	: 아까 다시 잠들었어
P0 	: ㅋㅋㅋㅋ
P0 	: 아고
P0 	: 여보 나 카드값 46만원이 필요해..
P0 	: 여보 15만원 있을까?
P1 	: 31만원은 있어?
P1 	: 계좌번호 뭐지
P0 	: 신한
P0 	: &card-num&
P0 	: 다른 통장들 다 긁어오면 31마원 나오네
P0 	: ㅋㅋㅋ
P1 	: 보냈어
P1 	: 점점 바닥나는 잔고...
P1 	: ㅠㅠ
P0 	: 고마워용
P0 	: ㅠㅠㅜ
P1 	: 그래두 모아둔 덕분에
P1 	: 필요할 때 쓰는거지
P1 	: 장하다 나
P1 	: 또 열심히 모아야지
P0 	: {emoji}
P0 	: 퇴근해써요
P1 	: 아침에 허리가 너무 아파서
P1 	: 장판 켜놓고 한시간 정도 누워있었네
P1 	: &name3& 뽀로로 틀어주고.. ㅠㅜ
P0 	: ㅠㅠㅠ
P0 	: 바닥에서 자서 그런가 ㅠㅠ
P1 	: 몰라
P1 	: 너무 아팠어
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 어제는 스트레칭 하고 잤어? 
P1 	: 아니
P0 	: 응 그래융 
P0 	: 지금도 못일어날 정도야? 
P1 	: 아니 지금은 움직이지
P0 	: 응응 ㅠㅠ
P0 	: 퇴근했어요
P1 	: 우리 이마트가
P1 	: 봉담
P1 	: 길이 엄청 막히네
P1 	: 거기로 올래?
P0 	: ㅇㅋㅇㅋ
P1 	: 어머님차 앞에 있어서 그거 타고 간다
P1 	: 근데 차키 왜이래
P1 	: 누르기 힘들었네
P0 	: 누르지 말고 열쇠 돌려서 잠그고 그러는 게 나을걸
P0 	: 근데 잠글 때 스마트키로 잠갔으면 절대 키로 열지 말고
P0 	: 그 스위스칼 같은 거 하나 열어서 눌러도 돼
P1 	: 칼로 눌렀ㅇ어
P1 	: 마롱 왔어
P0 	: 웅
P0 	: 자리있더나
P1 	: 바람이 태풍바람이 불어
P1 	: 응 마침
P0 	: 헐
P1 	: 사람 많다 이날씨에도
P1 	: {share:photo}
P0 	: 우왕
P1 	: 보기보다는 별로다
P1 	: 빵이 더 낫네
P1 	: 비싸기만 비싸고..ㅡㅡ
P1 	: 여기 가족단위 아줌마들.. 오는 카페인가
P1 	: 시끄러워...
P0 	: 에구
P0 	: 만족스럽지 못해서 어떡해
P1 	: 최대한 즐겨야지뭐
P1 	: 듣기싫은 소리는 안듣는 연습 좀 해야지
P1 	: 너무 잘들어서 탈이여
P1 	: 여튼 여보 덕분에 좀 쉬다가 갈게
P1 	: 여보 너무 집안일 많이 하려고 하지말구
P0 	: 응응
P0 	: &name3&가 폰으로 뽀로로 영상 내놓으라고
P0 	: 오열
P1 	: 진짜?
P1 	: 여보 폰 보고?
P0 	: 그 클로바에서
P1 	: 원래 잘 안그러는데..?
P0 	: 음악
P0 	: 앨범커버
P1 	: 응 그거 보고?
P0 	: ㅃㅅ로로
P1 	: 에구
P0 	: 보고
P0 	: 막 누르면서
P0 	: 슬퍼슬퍼 ㅋㅋㅋ
P1 	: 하나 틀어줘
P0 	: 서러워 왜 영상이 안 나와
P0 	: 안돼 한번 틀면 맨날...
P1 	: 그래...
P1 	: 어제 3500원 이체한거 착불택배야?
P1 	: &name5&이한테 돈 받았어?
P0 	: 아 응
P0 	: 아니
P0 	: 까먹고 있었다
P1 	: 응 달라고 해
P1 	: 밥 사주고 그래도 이런건 그냥 깔끔하게 받자
P0 	: &name3& 뽀로로 앨범 커버 이미지들로 일단 참고 있는데
P0 	: 그만보자고 할 때마다
P0 	: 엄청 참는 표정
P0 	: 입꼬리 내려가고훌쩍
P0 	: 떼쓰지도 않고
P1 	: 착하네
P1 	: 적절한 좌절..
P0 	: 스스로 너무 억압하는 건 아니려나 ? ㅠ
P1 	: 응? &name3&?
P0 	: 떼쓸 때보다 더 무너질뻔
P1 	: 에구 참는거 보고?
P0 	: 막 꾸우욱 참는 게 보여서
P1 	: &name3& 자?
P0 	: 지금 잠드는 중
P1 	: 떼쓸땐 보여주지말고
P1 	: 뭔가 참고 애쓰면 보여주자
P1 	: 아닌가
P1 	: 나 그 영수증 사진 좀 찍어서 보여줘
P1 	: 보내줘
P0 	: 응 잠만
P0 	: 영수증 5분 뒤에 다시 말해줄래?ㅋㅋ
P1 	: ㅇㅋ
P1 	: 여보 영수증 중에 이마트 영수증 좀 찾아봐 14,910원 짜리 있지?
P1 	: 잘못 결제된게 아니라 이마트에서 장보고 바로 나와서 과자 바로 결제한듯 2분 차이가 나는거 보니까
P0 	: {share:photo}
P0 	: {share:photo}
P1 	: 아 맞네
P0 	: 언제 오시나용
P1 	: 곧 갈거 같은데
