# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존나 웃곀ㅋㅋㅋㅋㅋ
P0 	: 나 너가 저거 사진 보낳을 때
P0 	: 헐 나도 빨리 밥 먹어야겠다 늦게먹고 나가면
P0 	: 옆구리 아프겠다 이랬는데
P0 	: 순삭해버림 한참전에
P1 	: &name3&가
P1 	: 거기싸지 가기싫대..
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: ㅋㅋㅋ큐ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흑흑
P0 	: 얼굴보기
P0 	: 심드노ㅠ
P1 	: 더기는 시른ㄷ0!!,!,@,@???@?
P1 	: 하고있아
P0 	: 왜!!!!!!!왜 싫은데!!!!!
P1 	: 직설적이노
P1 	: ㅋㅋㅋㅌㅋㅋㅋㅋㅋ
P0 	: 놀이 언덕도 있는데!!!!!!!
P1 	: 힘들가노,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 을매나 놀다 들어갓노,,, 집 앞에서 논거냐
P1 	: {share:photo}
P1 	: 저 신난 눈썹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아미ㅣㅊ
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존나귀엽다진자
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 갱수겨 ktx 타고 지나가면서봐도
P0 	: 신난사람임
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미치겠다 ㄹㅇ 개귀엽노 ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넘 귀엽지않늬,,, ㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: 주목적은 동물 보는거였는데
P1 	: 안보고 놀이기구 탄대
P0 	: ㅋㅌㅋㅋㅌㅋㅋㅋ
P0 	: 아ㅜ머ㅑ야 동물원도 있는데였음??!
P0 	: 저사진
P0 	: 마스크 쓴 사진이라
P0 	: 존나 속상{censored} 시벌 ㅠ
P1 	: 야 그래도 이번에
P1 	: 추삭에 ㅋ도와!!! 아직 기회가 있다!!!!@@
P0 	: 헉헉
P0 	: 고향이 시흥이라 좋노
P0 	: {emoji}
P0 	: 싀앙
P0 	: 벌써 추석이라니,{emoji:♥},
P0 	: 아니 하트 머노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋ
P1 	: 좋아서 쓴줄
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아마 시댁에서 하루자고 나머지 다 우리집에 있을지도,,?
P0 	: 아 옳지
P0 	: ㅅㅂ
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 올해 칠라했는데
P0 	: 자동완성 지뭇댜로노;
P0 	: 올해 코로나때문에
P0 	: 캠핑 안 가는구나
P0 	: 릴라했다구요,,,
P0 	: 신전
P0 	: 땡기노,,,,ㅅㅂ 고밍된다
P0 	: 13000원어치나 시켜야한다니
P1 	: ㅅㅂ ㅠ
P1 	: 만삼천원어치가 뭐 어때서요 ㅠ..
P1 	: 나도 떡보?ㄲ이 먹고싶다...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 잊루일동안 안산집 안가서
P0 	: 신전에서 혼자 만삼천원어치는
P0 	: 너무 많잖아요ㅠ
P0 	: 시바
P1 	: 오늘 집가서 빨래 하고 쓰레기버리고 집정리 해놔야된다노
P0 	: 또 함께 못{censored}
P0 	: {censored}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: 줜나 
P1 	: 빨래 곰팡이피는거
P1 	: 아니냐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하 빨래 세상에서
P1 	: 제일싫다 ㅅㅂ
P1 	: 미니 건조기 사고싶음
P0 	: 그
P0 	: 콧멍에있음
P0 	: 근데 저세상임
P0 	: 봤냐
P1 	: 아 비싸서 못사~!~!!
P0 	: 비싼게 문제가아님
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 아 건조기가 아니고
P0 	: 탈수기였구나
P0 	: ㄹㅇ 소음이
P1 	: ㅋㅋㅋㅋㅋㅅㅂ 탈수기 왜 따로사지,,?
P0 	: 트윈 탈탈이만함
P1 	: 울 엄만 만두 해먹을라고
P1 	: 탈수기 샀었는데
P1 	: 1키로짜리였나 3키로짜리였나 ㅋㅋㅋ
P0 	: 만두랑
P0 	: 탈수기랑
P0 	: 뭔 관계죠,,?
P0 	: {emoji}
P1 	: 그 두무
P1 	: 두부 물끼
P1 	: 꽉 짤라고...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 무슨 망에다가 만두 속 넣고 
P1 	: 그걸로 돌리더라고 ㅎ;;;
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:info}
P0 	: 돈벌어
P0 	: 나이거로
P0 	: 신전먹을거임
P1 	: ㅅㅂ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 통장
P1 	: 그만 만들고싶다노...
P0 	: {share:photo}
P0 	: 야호노
P1 	: ㅋㅋㅋㅋㅋㅅㅂ ㅜ미래에셋
P1 	: 증권계좌아니냐고,,,
P1 	: ㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 최근에 시킨 불스는
P0 	: 맛있었음
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 배떡ㅋ
P1 	: 이름이 배떡임??
P1 	: {share:photo}
P1 	: 우린,,, 아빠공장,,,
P0 	: 대박
P0 	: 미쳤다 때깔
P0 	: 도랏멘
P0 	: 팔아도될듯;;;;개맛이ㅛ겠다
P0 	: 김치 싸악,,,씌앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ 고기보다 고구마 더 많이먹음 ㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: {share:photo}
P0 	: 도랏나 이걸 이마이 내리고 잤네
P0 	: 나도 달라노
P0 	: 고구마
P0 	: {emoji:🍠}
P0 	: 맛없어보이노,,,,
P0 	: 고구마 아니고
P0 	: 뿌리 1같네
P1 	: ㅅㅂ ㅠ ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마 아니야
P1 	: {share:photo}
P1 	: 슥흑 이거 귀엽지않니
P0 	: {share:url}
P0 	: 조지잦
P0 	: 헐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 줜내귀엽다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜케
P0 	: 빤질빤질하냐ㅠ
P0 	: 뒤에
P0 	: 젖병 왜케웃디냐
P0 	: 뭔데 저만치씩있아 저게 한 번 분량임???ㅜ 줜내구ㅏ엽노
P0 	: 호록 하면 끝나겠다
P1 	: 즈구
P1 	: 저거
P1 	: 선착순이냐노..
P0 	: ㅇㅇㅇㅇ지금
P0 	: 오천갠가 남아서
P0 	: 빨리 사야돰
P0 	: 하루에 두 개밖에
P0 	: 못채워서
P0 	: 나좀까 12시에 마저 채우러 갈거임 ㅋ
P0 	: {emoji}
P1 	: 아 안하고 말아~!
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 흑흑
P1 	: 오늘 왜이렇게 덥냐
P0 	: 밖에덥냐 나
P0 	: 추워서 이불덮고살아ㅛ는디 오늘
P1 	: 요즘은
P1 	: 집이 더추움가ㅛ 같음 ㅋㅋㅋㅋㅋ 바람만 듳어와서 그런가
P1 	: &name3& 집가기ㅛㅣㄹㅎ어서
P1 	: 차에탔는데 우는거야 나부루더니
P0 	: 결국 못보고 보내는구노 따흐흑
P1 	: 이모 할머니한테 &name3& 눈물좀 보라그래
P0 	: 나부루더니가 뭔가했네 순간
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 이러고이ㅛ다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: zzzzzz
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 ㄱ ㅣ옵잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 말하니까 너무 웃기다고
P1 	: ㅠㅠㅠ
P1 	: ㅋㅋㅋㅌㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ말하는것봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P0 	: 눈물 좀
P1 	: 사진찍을때도
P0 	: 존이
P0 	: 좀이 너무웃김
P1 	: 어디서 본간있어서
P0 	: 자세
P1 	: 엉가주춤
P0 	: 뭐노
P0 	: 뼛속까지
P1 	: 앉아서 사진찍는다고
P0 	: 한국인이노
P1 	: ㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅌ
P1 	: 너무 웃기다노,,,
P0 	: 아미친
P0 	: 위치가
P0 	: 너무 귀엽다
P0 	: 핸드폰
P0 	: 두 개 쌓은 위치야
P1 	: 포즈가 너무 웃김
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가 ㅛㅓ서찍으니가
P1 	: 아유 참 이모 그거아니야~
P1 	: 이러더니 앉으랰ㅋㅋㅋ
P1 	: 나도 앉아서 찍은것..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야진짜
P0 	: &name3&랑 있으면
P0 	: 24시간 내내웃어서
P0 	: 입꼬리 마비될듯;; 말하는 재질봐
P0 	: 조련이 오져버리노~!~!~!!~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜
P1 	: 이모 미워~~! 이소리
P0 	: &name4&도 발리
P0 	: 말했음 좋겠다
P1 	: 3번 들었는데
P0 	: 둘이 말하는거 보고싶어
P1 	: 들을때마다 충격이고 마음 아픔 흑흑
P1 	: 내딴엔 귀여워서 계석 찌른건데
P0 	: 누 번은
P0 	: 뭐노
P1 	: 간지럽히지말라고....한번은
P1 	: 괜히 티비 다른데 틀었다가
P1 	: 흑흑.... 나도 따른거 보고싶다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 애 심기를 건드려버럈노~!~!~!
P0 	: 이모는 어?
P0 	: 폰도 있고
P0 	: 노트북도있는데
P0 	: 테레비 하나 양보 모ㅅ해??????
P1 	: 흑흑....
P1 	: 나도 티비 보고싶엌ㅅ간말이야..
P1 	: ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name3&가 왕이노,{emoji:♥},
P0 	: {share:photo}
P0 	: 샹,,, 맨날 카드키 들고다니다가
P0 	: 폰 두고나가서
P1 	: ㅋㅋㅋㅋㅋㅅㅂ 나도 예전에 부천집살때
P1 	: 오랜만에 집가면 현관비번 까먹어가지고 경비아저씨가 열어주고 그랬는데
P1 	: 흑흑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너는 까먹을만하다 진짜 ㅋㅋㅋㅋ
P0 	: 가끔 가니깐
P0 	: 아나 대체
P0 	: 애픙눠치
P0 	: {share:photo}
P0 	: 이거 다 못찾는중임
P0 	: 어디 처박아뒀ㄴㅎ
P0 	: 저 스포츠밴드 끼고싶은데
P0 	: 찾아도 찾아도 가죽만 나오네 싀앙
P1 	: ㅋㅋㅋㅋㅋ얻다쳐박아 놨냐~~!
P1 	: 이사하면서
P1 	: 못봄??
P0 	: 이사하려고 쳐박아둬서
P0 	: 못찾겠다노
P0 	: {emoji}
P1 	: 애플워치 쓰긴쓰냐~!!!
P1 	: 인스타에서 이쁜 줄 봤는데,,
P1 	: 투명,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 집에만 있는데
P0 	: 워치를 오ㅑ 쓰지?ㅎ
P1 	: 아왜요,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 갑자기끼고싶은데 그럼~~!
P0 	: ㅋㅋㅋㅌㅋㅋㅋㅋㅋ
P0 	: 아 원래 갑자기 안 쓰던것도
P0 	: 써보고싶고 그런거 아닙니까~!~!~!!
P0 	: {share:photo}
P0 	: 바지샀는데 시발 핏이
P0 	: 존나게 어이가업슴
P0 	: {censored}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 존나 웃기노
P1 	: 옆에 걸려있는거랑 세뚜세뚜~~
P1 	: ㅋㅋㅋㅋㅅㅂ ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시벌
P0 	: 쟤
P0 	: 개웃기다노
P0 	: 웃기다고
P0 	: 옷이 존나 서있어,,,
P0 	: {share:photo}
P0 	: 이렇게 한 개만 띡오는거 대체머노
P0 	: 이름만 부르고 마는거ㄹ아 뭐가다르냐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안읽씹할가봐,,, 궁그마게 만들어서 빨리 답장 오게하려고,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내가 맨날 카톡 안읽어서
P0 	: 뭐라 하긴하는데 ㅎ;;
P0 	: 아
P0 	: 야나 방금
P0 	: 방금은 아니고
P0 	: 좀 전에
P0 	: 어제부터 헬스장 열어서
P0 	: 등록하러 다녀왔거든?
P0 	: 세수도 안하고 모자 뒤집어쓰고 갔는데
P0 	: 사진등록해야된대서 사진짜ㅣ고왔어
P0 	: ㅠ
P1 	: 와,, 운덩다니냐,,,
P1 	: 어디로 다니냐
P0 	: 안다녀
P0 	: 등록만했어
P0 	: 아파ㅡㅌ
P0 	: 아파트
P0 	: ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅎ.;;  하 진짜 
P1 	: 운동 죽기보다도 싫다
P1 	: ㄹㅇ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 숨쉬기 출퇴근하기만
P0 	: 하는거냐노ㅠ
P0 	: 나 여태 짐정리 옷정리하다
P0 	: {share:photo}
P0 	: 얘찾음
P0 	: 얘만.
P1 	: ㅛㅂ ㅋㅋㅋㅋㅋ
P1 	: 젤쓸데없눈늄 찾노
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너오타때문에
P0 	: 더 라찮아보여
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: ㅋㅋㅋㅋ그래ㅗㄷ 쟤랑 같이 놔두지않았을까,,?
P1 	: 그 언저리 잘 찾아보면 나오지 않겠늬,,,
P1 	: 흑흑
