# FILE DATA
ID : MDRW2100022462
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 해외/기타
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 맞아요ㅠㅠ 밥먹고 먹어줘야하는데ㅠㅠ
P0 	: 저같은 사람은 와플 = 냠냠 쳐묵쳐묵 맛있다^^ 이런건뎈ㅋㅋㅋ
P1 	: 와플팬 청소만 30분째라는 유튜버 있는데 거기에 정확히 말하자면 그림 그리고있어욬ㅋㅋㅋ
P1 	: 짱구도 그리규 춘식이도 그리곸ㅋㅋㅋㅋ
P0 	: 헐ㅋㅋㅋㅋㅋ
P0 	: 아니 청소하신다면서 왜 그림을 그리시져...?
P1 	: 그림을 그렸기때문에 청소하는거 아닝까요?ㅋㅋㅋㅋ
P0 	: 헐... 청소는 핑계였던거군요....
P0 	: 저같은 꿀꿀인간은 그런생각 조차 할 수 없는뎈ㅋㅋㅋ
P0 	: 그저 만들어 먹고 치우기 = 먹는것은 좋으니 치우기는 귀찮은 그런...
P0 	: 만약 &name1&은 집에 와플기계가 있다면 해보고 싶은거 있으세요??
P0 	: &name1&라니.. &name1&은..
P1 	: 맞아욬ㅋㅋㅋㅋ 그래서 설거지 밀려있곸ㅋㅋㅋㅋ
P1 	: 저는 그거요!!! 감자채전!!!
P1 	: 완전 바삭바삭 맛있을거같아욬ㅋㅋㅋㅋ
P0 	: 크하아ㅠㅠㅠ 상상만으로 맛있네요ㅠㅠㅠ
P0 	: 얇게 눌러지고 골고루 열 전달이 되니까 바삭바삭 안한 곳이 없겠어요ㅠㅠㅠㅠㅠ
P0 	: 이러다 와플기계 사버리는거 아닌가 몰라요ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋ원래 후회하더라도 한번 써보고 후회하는게 나아욬ㅋㅋㅋㅋ
P1 	: 저는 해봐야겠으면 일단 지르고 봐욬ㅋㅋ
P1 	: 그리규 안쓰면 당근에..
P0 	: ㅠㅠㅠㅠ 언제나 끝은 당근인가봐요ㅠㅠ
P0 	: 당근에 보내기전에 인절미도 구워보고 와플도 구워보고 팬케이크에 이거저거 다 해봐야겠어요ㅠ
