# FILE DATA
ID : MDRW2100047076
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하셔?
P1 	: 이사는 맨날 볼펜 딸각딸깍함 ㅋㅋ
P0 	: 그거 사줘~ 그 뭐냐.. 딸깍거리면서 갖고 노는거
P1 	: 이사님이 딸깔할때마다 키보드 광또닥할꺼임 ㅋ
P1 	: 나 시끄러운디? 그걸 왜 사줘? ㅋ
P1 	: 볼펜 딸깍 소리 얼마나 신경쓰이는데 ㅋㅋㅋ
P1 	: 정말 가지가지 여러가지를 함.. ㅋㅋ
P0 	: 삼실 조용하니깐 더 그렇겠다
P0 	: 아~ 근데 그걸 뭐라그러지??
P1 	: ??
P1 	: 뭐?
P0 	: 이거 ㅋ
P1 	: 나도 몰라
P1 	: 어떤건진 알겠는데 이름은 모르겠다
P0 	: {share:url}
P0 	: 역시 있어 ㅋㅋ
P0 	: 피젯큐브
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 역시 인터넷은 뭐든 아는구만 ㅋ
P0 	: 내가 궁금해하는건 사람들도 궁금해한다는거 ㅋㅋ
P1 	: 그렇겠지 ㅋ
P0 	: 그 비슷한게 팝잇이잖아 ㅎ
P0 	: {share:info}
P1 	: 아.. 자기가 저번에 얘기했던거
P0 	: 응 ㅎ
P1 	: 색갈은 이쁜데 소리가 경쾌하지 않음 쓸모없는거지 
P0 	: 좀 빡빡하면 좋을듯 한데...
P0 	: 너무 말랑하드라
P1 	: 난 뭐 저건 탐안나.. ㅋ
P0 	: 근데 모양 이쁜것도 많고... 알록달록 이뻐 ㅋ
P1 	: 나 이번주 금요일에 sk약정할인 종료되는데
P1 	: 약정할인 연장하면 되지?
P0 	: 응~ 선택약정 1년으로!!
P1 	: 모양만 이쁘면 뭣하누.. 감상할거도 아니고 ㅋ
P1 	: 미리 신청은 안되지?
P0 	: 감상 좀 해!! ㅋ
P1 	: 됐어.. ㅋㅋㅋ
P0 	: 응~ 미리는 안될껄?
P1 	: 벌써 핸드폰 사용한지 2년이라니
P1 	: 시간 금방 가는군
P0 	: 벌써 1년이라니...
P1 	: 자기?
P0 	: 응 ㅎ
P1 	: ㅋㅋㅋㅋ
P0 	: 아오~ 배터리 교체... 
P1 	: 배터리 교체하게?
P0 	: 저번에 서비스센터 갔었다고 했자네 ㅎ
P0 	: 말짱하대 ㅋㅋ
P1 	: 그거 테스트하고 해주는거야?
P1 	: 자기도 주식창 계속 켜놔 ㅋㅋㅋㅋㅋ
P0 	: 읭?? 저번에 말안했나??
P0 	: 거기가면 as기사들 창구앞에 스티커 붙어있어
P1 	: 기억이 안나.. 말을 안들은거 같은디
P1 	: 뭐라고?
P0 	: 보증기간이내라도 테스트하고 이상없으면 교체 안된다고 ㅋㅋ
P1 	: ㅋㅋㅋㅋ 교체하는 사람이 많아서 그런가보네
P1 	: 1녀니 보증기간이지?
P1 	: 1년이
P0 	: 요새 스마트폰 보증기간은 2년으로 늘었는데 배터리는 1년
P1 	: 배터리는 왜 1년이지?
P0 	: 자기꺼 이번달안에 서비스센터 한번 가봤으면 하는데...
P1 	: 배터리 길게 가지도 않는데
P0 	: 배터리는 소모품이니깐
P1 	: 어차피 난 3년되면 갈라고 햇는데
P1 	: 보험이 3년까지니깐
P1 	: 나 아직 핸드폰 말짱함
P0 	: 그건 보험으로 하는거고
P0 	: 말짱하긴 ㅋㅋ
P1 	: 말짱한디?
P0 	: 외관만? ㅋ
P1 	: 아니야~ 배터리가 좀 줄긴하지만 멀쩡해!
P0 	: 그럼 다행이고
P0 	: 액정에 잔상도 없어???
P1 	: 멀쩡한거 같은데?
P1 	: 이상없어!
P1 	: 튼튼하게 나왔나봐 ㅋㅋ
P0 	: 뭐 그럼 됐지 ㅋ
P1 	: 아님 2년 지나면 막 고장날지도 ㅋㅋㅋ
P1 	: 애플이 그런다잖아 ㅋㅋ
P0 	: 괜찮아~보험 있으니깐 ㅋ
P1 	: 보험으로 하는건 바꿔다라고하면 바꿔주나?
P1 	: 아님 이상없음 안바꿔주나?
P0 	: 바꿔주지~ 내돈내고 바꾸겠다는데 ㅋㅋ
P0 	: 보험은 그 돈낸거를 돌려받는거고
P1 	: 글쿤.. 다행이군 ㅎ
P0 	: 만두말랑이 검색해봐
P0 	: {share:info}
P1 	: 먹는건줄..
P0 	: ㅋㅋㅋ
P1 	: 그냥 손에 쭈물럭하는거네
P0 	: 응!!
P0 	: 나한테 필요할듯... ㅋ
P1 	: 난 저런건 관심 없어 ㅋㅋㅋ
P0 	: 이왕이면 왕만두로 ㅋㅋ
P1 	: 아.. 맞아 자긴 필요할듯 ㅋㅋ
P0 	: 왜에??
P1 	: 자기 정서불안이자나
P1 	: 저거 만지고 손 찜찜할듯
P0 	: 헐
P0 	: {emoji}
P1 	: 정서불안아니야?
P0 	: 그건 아니지~
P1 	: 게임할때 손 자꾸 긁고 ㅋㅋㅋ
P0 	: 가려우면 정서불안이야? ㅋㅋ
P1 	: 음.. 음.... 음... 몰랑
P0 	: 덮어씌우지마!! ㅋㅋ
P1 	: ㅋㅋㅋ
P0 	: 난 다른의미로 말랑이가 좋음
P1 	: 눼눼
P0 	: ㅋㅋ 
P1 	: 근데 저거 만지고 나면 손 찜찜할듯
P0 	: 유튭보셔!!
P1 	: 내일 점심식사 고민중..
P0 	: 왜?
P1 	: 저번에 포장한데서 제육먹을까 말까
P1 	: 내일 혼자 먹을듯 ㅋㅋㅋ
P0 	: 무엇이든 물어보살에 점심메뉴 정하는것때문에 퇴사한 여자 사연있던데~
P1 	: 포장이 다 좋은데.. 음식물 버리기가 귀찮아
P0 	: 음식물을 왜 버려??
P1 	: ㅇㅇ 봤어.. 나도 첨에 점심때문에 정말 스트레스 엄청났는데
P0 	: 다 먹으면 되지 ㅋ
P1 	: 남으면 음식물 버려야지
P1 	: 헐.. ㅋㅋ역시!
P0 	: 그 포장이 얼마나 된다고 ㅋ
P1 	: 반찬을 싸오지 말아야겠다.. 반찬이 맛이 없더라
P1 	: 그냥 제육 함 먹어봐야지 ㅋ
P0 	: ㅋㅋ 그랴~ 
P1 	: 일보시용
P0 	: 반찬 안줘도 되니깐 쌈이나 몇장 달라그래 ㅋ
P1 	: 쌈 없는거 같던데?
P0 	: 고깃집인데 쌈이 왜 없어 ㅋ
P1 	: 그리고 회사서 쌈 싸먹기 싫어 ㅋ
P1 	: 쌈있나?
P0 	: 회사에선 쌈 맛없어? ㅋ
P0 	: 혼자있는데 뭐 ㅋ
P1 	: 그냥 안 먹게 되던데 ㅋㅋ
P0 	: 글구 혼자아니면 또 어때 ㅋ
P1 	: 거기 이름이 뭐였지?
P1 	: 10일???
P0 	: 20일
P0 	: ㅋㅋ
P1 	: 뭐라는건지 ㅋㅋㅋ
P0 	: 10일이라길래...
P1 	: 거기 이름이 10일 뭐 아니였나???
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 10일...
P1 	: 삼성중앙역 맛집해도 안나오는데?
P0 	: 30일 소고기국밥 ㅋ
P0 	: 3일
P0 	: 3일소고기국밥 삼성점
P1 	: 3일이였네 ㅋㅋㅋㅋㅋ
P0 	: 난 왜 10일? 이라고 하는지 ㅋㅋ
P1 	: 난 10일인줄 ㅋ
P1 	: 사진에 보면 쌈이 없어
P0 	: 사진보면 고기먹는 사진도 없잖아
P1 	: 있는데!
P0 	: 아~ 첫번째 사진에 고기 굽네
P0 	: 쌈 있네
P1 	: 아..있네 
P1 	: 고기 구울때만 주나?
P0 	: 그렇겠지
P1 	: 그럼 반찬은 됐고 쌈만 달라 그럴까?
P0 	: 고기 안먹는데 쌈을 왜줘 ㅋ
P1 	: ㅋㅋㅋㅋ
P0 	: 오~ 그런말 할 수 있어??
P1 	: 왜 못함?
P0 	: 왠지 못할듯..
P0 	: 부끄러워서 당근거래도 못하잖아? ㅋ
P1 	: 당근거래는 정말 부끄로와
P0 	: 반찬대신 쌈 좀 달라그래 ㅋ
P1 	: 당근거래랑 내가 뭐 사먹는거랑은 다르지~
P0 	: 당근거래는 뭐 사는거 아냐? ㅋ
P0 	: 그냥 가게가서 사냐~ 개인한테 사냐 그차이지
P1 	: 음.. 것두 그렇긴하네.. ㅋㅋ 팔앙도 왠지 부끄해 ㅋㅋ
P1 	: 몰라.. 왜 부끄러운지 ㅋㅋ
P0 	: {share:url}
P0 	: 부끄러우면 이거 주문해서 들고 나가 ㅋㅋ
P1 	: ㅋㅋ 왠지 이게 더 부끄러운데? ㅋㅋㅋ
P0 	: 나도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 나 당근 알림 소리도 딴걸로 바꿨어 ㅋ
P1 	: 아 진짜 이 아이템 웃긴다
P1 	: 뭘로?
P1 	: 그거 바꿀수도 있는거였어?
P0 	: 그냥 핸폰에 있는 다른 소리로
P1 	: 그렇군.
P1 	: 바꿀수가 있었구낭
P0 	: 아~ 어플내에 있는 설정에선 못바꾸고
P0 	: 어플리케이션 설정 들어가서 바꿀 수 있어
P1 	: 난 뭐 알림 오는게 없으니 패스 ㅋㅋ
P1 	: 당근 이소리가 창피했옹? ㅋ
P1 	: 자긴 당근~ 당근 ~ 너무 자주 나더라 ㅋ
P0 	: {share:video}
P0 	: 알림소리도 우렁차서 쫌.. ㅋㅋㅋ
P1 	: 난 괜찮아!
P0 	: 다른 어플들도 이런식으로 설정 할 수 있어
P1 	: 난 귀챃아 ㅋㅋㅋ
P0 	: 으이구~ 맨날 뭐가 그리 귀찮으신지...
P1 	: 난 뭐 안 불편하니깐
P1 	: {share:url}
P1 	: 내일 이거 먹어야겠다
P1 	: 여기 맛나 ㅋㅋㅋ
P0 	: 안불편하겠지만... 더 편한것도 모르겄지 ㅋ
P1 	: 불편하게 살면 불편한지 몰라.. 한번 편하면 불편해지는거지 ㅋ
P0 	: 뭐 먹게?
P1 	: 내장탕!!!!
P1 	: 아.. 여기 좀 멀긴한데..살랑살랑 걸어갔다오지 뭐 ㅋ
P1 	: 그리 먼거도 아니긴 한데...
P1 	: 포장해와야하니깐..
P1 	: 안되면 거기서 먹고 오고
P1 	: 11시쯤 출발해서 먹고와야지.. ㅋㅋ 여기도 사람 엄청 많아서 11시 30분되면 줄서야함...
P0 	: 헐~ 겁나 머네
P1 	: 글케 안 멀엉
P1 	: 10분거리!
P0 	: 750미터네
P1 	: 그냥 포장해와서 천천히 사무실에서 먹어야겠다
P0 	: 10분
P1 	: ㅇㅇ 딱 10분거리
P0 	: 내일 점심을 벌써 고민하다니.. ㅋㅋ
P0 	: 돼지돼지 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ 
P1 	: 점심은 중요하니깐요!
P0 	: 그럼 오늘 저녁메뉴는 정하셨겠네? ㅋ
P1 	: 갈비 구워먹을거임
P1 	: 오늘 해장할라고 냉장실에 넣어두고 옴
P0 	: 무슨 갈비?
P0 	: 해장??
P0 	: 어제 과음했어??
P1 	: 저번에 ,gs프래쉬?? 인가 거기서 산거
P0 	: 피자에 한잔 하셨나?
P1 	: 고기 구울거라니깐.. 뭔 해장
P1 	: 아..
P1 	: 내가 해장이라고 했네
P0 	: ?????????
P1 	: 해동
P0 	: ㅡ,.ㅡ
P1 	: 미안 ㅋㅋ
P1 	: 오타야 ㅋ
P0 	: 야이씨!!! ㅋ
P0 	: 저게 오타냐!!
P1 	: 오타야 
P1 	: 오타라고하자
P1 	: 아니
P1 	: 오타ㅑ
P0 	: ㅋㅋ
P1 	: 오타야
P0 	: 그럽시다 ㅋ
P0 	: 생갈비?
P1 	: 아..주말에 술이 좀 땡기긴 했는데 ㅋㅋ
P0 	: 한잔하지 그랬어~
P1 	: 아니 음.. 양념갈비
P1 	: 혼자 뭐하러~
P1 	: 자기랑 난중에 먹어야지
P0 	: &name3&이랑 마시믄 되지
P0 	: 어차피 둘 다 맥주 한캔이면 끝일텐데 ㅋㅋ
P1 	: &name3&이 시험 얼마 안남았는데 맥주는 무슨
P1 	: 그리고 맥주말고 소주가 땡겼음
P1 	: 비오니 전에 막걸리도 땡기긴했는뎅
P0 	: 수욜에 진짜 &name3&이델꼬 가가곱창 갈까??
P1 	: 아니~ 
P1 	: &name3&이 삼겹살 안 좋아 한다니깐 ㅋㅋ
P0 	: 냉삼이잖아!!
P0 	: 냉삼은 안좋아하는 사람 없어
P1 	: ㅋㅋㅋ 있어 ㅋㅋ
P0 	: 글구 삼겹살을 안좋아한다니??
P1 	: 언니네 애들은 안좋아하던데 ㅋㅋ
P0 	: 그냥 딴걸 더 좋아하는거겠지
P1 	: 갈비만 좋아라 하고 ㅋ
P0 	: 곱창도 있자네 ㅋ
P1 	: 곱창.. 먹을라나 ㅋㅋ
P1 	: 입이 짧아 ㅋ
P0 	: 읭??
P0 	: 곱창도 안먹어??????
P0 	: 어디 아퍼???
P1 	: -0-+
P1 	: 곱창 안 먹음 어디 아픈거임?
P0 	: 안아픈데 왜 안먹어? ㅋㅋㅋ
P1 	: 곱창 솔직히 먹는게 더 희한한거지~
P1 	: 좀 더럽 ㅋ
P1 	: 맛있으니깐 봐주지 ㅋ
P0 	: 글치~ ㅋㅋ 맛없으면 용서없었지
P1 	: 그라쥐~
P1 	: 아직도 시험까지 3주나 남음 ㅠㅠ
P0 	: 금방이다~
P1 	: 난 미치겠다 ㅋ
P1 	: 시간이 안가 ㅋ
P0 	: 좋은거야~~
P0 	: 안늙잖아 ㅋㅋ
P1 	: 뭐가 좋은거야~~~~
P1 	: 그런다고 안늙어? 
P1 	: 늙을건 다 늙고 시간이 안가
P0 	: 생각이 그러면 몸도 따라와 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 
P0 	: 세탁기 다 돌아갔다
P1 	: 생각하는대로야?
P0 	: 그럼!!
P0 	: 자기도 실제로 위는 하나인데
P0 	: 밥배, 디저트배, 아수크림배 따로 구분하잖아~
P1 	: 에이~ 그거랑 같나~
P0 	: 그게 다 정신이 몸을 지배해서 그래 ㅋㅋ
P1 	: 밥배 디저트배 아이스크림배는 과학이라구!!!
P1 	: 맛난게있음 꾸륵꾸륵 자리를 만든다고 위가!
P0 	: 그래!! 그게 정신이 몸을 지배한거야 ㅋㅋ
P1 	: 흠....... 
P0 	: 과학이래도 ㅋㅋ
P0 	: 사텍기 다 돌아갔다!!
P0 	: 세탁기... 
P1 	: you win!
P0 	: 이런게 오타임 ㅋ
P1 	: 해장도 오타야!
P0 	: {emoji}
P1 	: 나도 오늘 세탁기 돌려야 하는뎅
P1 	: 진짜 방 내놓구.. 정 안되면 월세로 갈깡...
P0 	: 일단 오라고~
P0 	: 일단 방부터 내놓고 생각해~~
P1 	: ㅋㅋㅋ 짐이 너무 많아서 자기집에 둘때 없을껀데
P0 	: 방내놓는다고 호로록~ 나가는것도 아닐텐데
P1 	: GSFIC지워니에게 무엇이든 물어보살
P0 	: 이런정보는 어디서 얻어오는거임? ㅋㅋ
P1 	: 채널 추가 했는데.. 어디서 임티 주는거야?
P1 	: 토스방 ㅋㅋㅋ 사람들이 자꾸 물어옴 ㅋ
P0 	: 채널추가하면 자동으로 옴
P1 	: 아.. 내가 받아야 하네 ㅋㅋㅋ
P1 	: 아니야 안줘
P0 	: 다운은 직접 받아야지! ㅋㅋ
P1 	: 다시 누르면 다운로드 받기 있어 그거 다운받아
P0 	: 헐~~ 
P0 	: 당연한 얘기를.. ㅋ
P1 	: 그런거야? ㅋㅋㅋ
P0 	: 날로먹을라그러네 ㅋㅋ
P1 	: 원래 카톡으로 오지 않아?
P1 	: {emoji}
P1 	: 귀엽당
P1 	: {emoji}
P1 	: 요 임티는 넘 맘에드는데!
P0 	: {share:photo}
P0 	: 카톡으로 이렇게 오면 
P0 	: 다운받아야지
P1 	: ?? 난 저거 안왔는데?
P1 	: 그냥 다운 받았는데
P0 	: 카톡 리스트 봐봐 ㅋ
P1 	: 리스트봐도없엉
P1 	: 내가 너무 빨리 다운받아버려서 저게 안온건가?
P1 	: 아니네
P0 	: 아닐텐데...
P0 	: 뭐 저 채널이 중요한건 아니니깐 ㅋㅋ
P1 	: 내가 읽어서 안온걸로 착각했나보네 ㅋㅋ
P1 	: 옸어 ㅋㅋㅋ
P1 	: 왔어
P0 	: 이봐이봐~!! ㅋ
P0 	: 자꾸 사기쳐!!
P1 	: 이봐이봐~!
P1 	: 자꾸 사기꾼으로 몰아가!
P0 	: 자기 구글플레이에서 코크플레이 라고 검색해서 다운받아봐
P1 	: 뭔데?
P0 	: 코카콜라 어플
P1 	: 모하게?
P0 	: 가입하면 게임이랑 비디오라고 있거덩
P0 	: 그거하면 매일 포인트 줘
P1 	: 음...... 포인트 많이 줘?
P0 	: 찔끔 ㅋ
P0 	: 그 포인트로 햄버거 사먹은거임 ㅋ
P1 	: 그 포인트 가지구 뭐할수 있어?
P0 	: 궁금하며 들어가봐 ㅋㅋ
P1 	: 아 그때 그.. 배보다 배꼽이 더큰.. ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그렇게 먹는건 손해 아니야? ㅋㅋㅋ
P0 	: 겸사겸사 먹는거지 ㅋㅋ
P1 	: 겸사 겸사 ㅋㅋ
P1 	: 프리퀸시 팔면 중고나라도 그렇고 번개장터도 그렇구 정지당한데
P1 	: 당근은 괜찮나?
P0 	: 어디서 정지당해?
P1 	: 중고나라/번개장터
P0 	: 왜지? ㅋ
P1 	: 몰라
P0 	: 주체인 스벅도 아니고 ㅋㅋ
P1 	: 토스방에서 팔았는데 정지당했데
P0 	: 스벅에서 거래를 막으면 몰라도...
P1 	: 왜 팔면 안되지..?
P0 	: 그르게...
P0 	: 나도 그 토스방 초대해줘봐 ㅋㅋ 
P1 	: 비번 몰라 ㅋㅋ
P1 	: 대화를 한번도 한적이 없어서 말걸기 창피해
P0 	: 몇명이나 있는데?
P1 	: 70명
P0 	: 비번 물어도 신경도 안쓸듯 ㅋ
P1 	: 근데 말하는 사람은 정해져있고 나머진 전부 잠수 ㅋㅋ
P0 	: 어디든 다 그렇지 ㅋㅋ
P0 	: 당근은 프리퀀시 지금도 올라오네 ㅎ
P1 	: 그럼 당근은 괜찮은가보네 
P1 	: 아이스박스도 줄서나?
P0 	: 아닌거같아
P0 	: 글구 수령방법이 변한거 같어~ 예약신청하고 가서 수령하는걸로
P1 	: 아 그래?
P1 	: 줄 안서서 다행이네 ㅋㅋ
P0 	: 바꼈네~ 모든 증정품은 예약 후 매장 방문 시 수령 가능합니다.
P1 	: 글쿠만
P0 	: 빨래널고 와야겄다
P0 	: 노시옹!!!
P1 	: ㅇㅇ 난 장실 다녀와야겠다!
P1 	: 토스
	  
	  20000
	  첫주문
	  기네스
	  12000
	  베이컨
	  와퍼
	  버거킹
	  요기요
P1 	: 토스해 토스!
P1 	: 나나 퇴근~~~
P0 	: 응!! 후딱 퇴근하시오~~
P0 	: 오~ 110원
P1 	: 얼마 모임?
P0 	: 1400원정도 ㅋㅋ
P1 	: 난 3천원 넘음ㅋ
P0 	: 이얼 ㅋ
P0 	: 비는안와??
P1 	: ㅋ 만원 채워야지
P1 	: 안옴
P1 	: 걸어가이지~~~
P0 	: 걸어가게?
P0 	: 인도 안쪽으로!! 
P1 	: 응응
P1 	: 통신끝
P0 	: 버즈는 외부소리 들리게 하고!!!
P0 	: 조심히 걸어가!!!
P1 	: 알겠다요
P0 	: 오키요!!
P1 	: 도키요!!
P0 	: 얍얍
P1 	: {share:photo}
P1 	: 오늘은 두마리 있네ㅋ
P0 	: 햐~ 고놈들 ㅋㅋ
P0 	: 츄르주러 한번 가야겄네 ㅋㅋ
P1 	: 회사근천디?ㅋ
P0 	: 언젠가... ㅋ
P1 	: 고양아 미안
	  츄르는없다
P0 	: 사진을 찍었으면 모델료는 줘야짘
P0 	: {share:photo}
P0 	: 서울은 이런거 없나??
P1 	: 누가 못올거같아서ㅋ
P1 	: 모르것는디?
P0 	: 내일 시청홈페이지나 구청홈페이지 같은데 봐봐~
P0 	: 은근 몰라서 못챙겨먹는것도 많아
P0 	: {share:url}
P0 	: 남성도 위험한데.. 왜 여성만.. .ㅠㅠ
P1 	: 건 그래
	  
	  찾아보믄 이상한게 많아
P0 	: 나도 스마트 초인종 달아보고 싶은데.. ㅋ
P1 	: ㅋ ㅋ 달아
P0 	: 위에 사진보면  " 여성 " 이라고 강조해놨음 ㅋ
P1 	: 공짜는 그렇지
P1 	: 돈주면 달아줌
P0 	: 굳이.. ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋ
P1 	: 덥다~~~
P0 	: 좋아좋아!! 부지런히 걸어 ㅋㅋ
P1 	: 자기는?
P0 	: {emoji}
P0 	: 여긴 비가 계속 오네.....
P1 	: 안오자나!
P0 	: 오거든!!! 
P0 	: 부실부실 계속 내리거든!!!
P1 	: 보자!
P0 	: {share:photo}
P1 	: ㅋㅋ
P1 	: {share:photo}
P1 	: 집앞에 고양이 앉아있다
P1 	: 노랭이 한마리 더 있던데
P0 	: 응. 치즈2마리 있더라
P1 	: 한마리만 있는줄 알았는데ㅋ
P1 	: 저번에 출근할때봤던 고양인 안보여
	  주인이 찾아간건지
P0 	: 그 삼색이도 길냥이 같던데~
P1 	: 음 털이 엄청 깨끗하고 사람손 엄청 탄거같던디
P1 	: 부르면 오더라구
P0 	: 길냥이도 사람 손 타면 그렇게 와 ㅎㅎ
P1 	: 그런가?
P0 	: 그루밍 잘하면 반질반질해보임 ㅋㅋ
P1 	: 그래도 엄청 친한척하던디
P0 	: 날 델꼬가라냐옹~~ 넌 선택돼냤냐옹~  ㅋㅋ
