# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ난 이번 여름이 제일 집콕인 상태라ㅋㅋㅋㅋ
P0 	: 회사도 거의 한달간 안나가고 있는듯ㅋㅋㅋㅋ
P0 	: 그래서 올 여름만 살만하다...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ역시 집 짱
P1 	: 퇴사하고싶다
P1 	: 출근길 지옥이야
P1 	: 나 9호선 타고 출퇴근이라 매일 죽을것같아
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ원래 9호선 출퇴근인데
P0 	: 진짜 작년에 출퇴근 할때 우울했어 과연 여기서 확진자가 없는게 맞나 나는 괜찮은건가
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞아
P1 	: 근데 진짜 지금까지 지하철에서 확진자 없었던게 신기해
P0 	: 깜깜이가 대부분 대중교통 아니것어? 
P0 	: 보통 이동동선 딸때도 몇시에 몇호선 몇번칸 타고 있었다 이렇게 나오는게 아니니까....
P1 	: 하긴 그래,,,,ㅎ
P1 	: 백신은 맞았어!!??
P0 	: 아니 난 아직
P0 	: 화이자 맞구 싶은데
P0 	: 너 맞았댔나 
P1 	: 나두 아직
P1 	: 15일에 신청해야해
P1 	: 홓호
P0 	: 이번에 성인 연령대 다였나 
P0 	: 나는 찾아보지도 않았네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 칭구가 알려줘서 알았어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 무서워ㅜㅜ 백신 괜찮겠지
P1 	: 야~ 너 해야해~해서
P1 	: 괜찮은것 같던데??
P1 	: 엄마도 하나도 안아팠구
P1 	: 아는 언니도 백신맞고 당일에 바로 술먹구
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 술은 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 말짱하더라구
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웃겨
P0 	: 울 엄마는 괜찮으신거 같다가 급 열나서 하루가고
P0 	: 아빠는 뭐 맞으신건지 안맞으신건지 너무 그냥 지나가고
P1 	: 진짜 사람마다 너무 차이가 커서
P1 	: 가늠이 안되서 무서워
P0 	: ㅋㅋㅋㅋㅋㅋㅋ맞기는 해야지... 보호장벽 설치
P0 	: 사실 하루 아픈거 정도는 괜찮긴 할 수 있는데
P1 	: 부작용이 무서워
P0 	: 코로나 걸리는거도 너무 무서워 으윽
P0 	: 전화 혹시 받아봤니 그 감염관리이런데서
P1 	: 엥 전화도 와???
P1 	: 뭐라고와???
P0 	: 아니 그 확진자 근처에 앉아있었다고 식당에서
P0 	: 가서 검사받으라고...
P0 	: 그럼 검사결과나올 때까지 진심 패닉이야
P1 	: 헐 와....
P1 	: 전화 오는구나..
P1 	: 나 한번도 겹친적 없는거같아
P0 	: 나 진짜 식당 안갔거든? ..
P0 	: 근데 한 번 갔을 때ㅋㅋㅋㅋ
P0 	: 신용카드 내역 추적해서 전화하시더라고 끙- 
P1 	: ㅋㅋㄱㅋㄱㅋㅋㄱㅋ
P1 	: 맨날 집에만 있을수도 없고ㅠ
P1 	: 코로나 언제끝나아ㅏㅏㅇ
P0 	: 오늘도 1700 넘는다구우
P0 	: 시르다 휴
P0 	: 내 휴가!! 내 해외여행!!!
P1 	: 진짜 해외여행 가고싶어!!!!!
P0 	: 나는 나름ㅋㅋㅋ작년 1월에 여행갔다가 딱 들어온거에
P0 	: 스스로 셀프위안..
P1 	: 오,,ㅋㅋㅋㅋㅋㅋ어디로 다녀왔어!!?
P0 	: 영프이! 
P0 	: 내 생애 두번째 유럽여행..
P0 	: 남들은 엄청 많이들 다니더만
P1 	: 홀 나도 유럽여행 가고싶어
P1 	: 나는 유럽은 한번도 안가봤오
P1 	: 맨날 일본,,중국....
P0 	: 난 중국 안가봤는데 중국은 어때? 
P0 	: 급 여행에 빠져든다 또
P1 	: 중국은 가족들이랑 패키지로 갔었어!
P1 	: 음식 다 기름져서 너무 좋았어....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오 난 그 뭐지 아바타 배경
P1 	: 근데 중국 가느니 다른나라 가는게 낫겠더라구
P0 	: 거기 가보고 싶은데
P0 	: 무슨 산
P1 	: 앟 나 모르는곳이야
P0 	: 아니 단어 왜케 생각이 안나냨ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그럴수도있지!!!!
P1 	: 어쨋든 해외여행 가고싶어
P0 	: 장가계? 
P1 	: 오
P0 	: 거기 너무 가보고 싶었어 힘들거 같긴한데
P1 	: 옹 장가계 디게 이것저것 있구나
P1 	: 사실 나 거의 7년전????에 가서 어디갔는지도 제대로 기억 안나
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋ마자 여행은 그때 현실을 잊고 신나게 노는 개념으로 가는거지
P0 	: 기억하기 힘들어ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ마자
P0 	: 아악 여름 휴가 다가오니까 완전 또 여행 뽐뿌 올라와
P1 	: 돈 왕창 쓰고 오고
P1 	: 최고의 휴가
P1 	: 이번에 휴가 어디 안가?
P0 	: 이번에 집콕 예정? 
P0 	: 뭐 하고 싶긴 한데 아직 예정은 없어
P1 	: ㅋㅋㅋㅋ더워서 움직일 힘도 없는것같아,,,
P0 	: 운동 하려고 맘만 한달째다ㅋㅋㅋㅋ
P0 	: 홈트
P0 	: !!!
P1 	: 오 홈트
P0 	: 홈트 해야되는데 넌 뭐 하는거 있어? 
P1 	: 나는 암것두 안해
P1 	: 퇴근하고 집가면
P1 	: 힘들어서 그냥 잠만 자고싶어지더라
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 난 한참 그 요가소년? 
P0 	: 그 유투브에 빠졌는데ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ나도 한 3일인가?
P1 	: 스트레칭정도는 해야지~하고 시작했다가
P0 	: 요새는 동작보고 우와.. 하고 누워있어 그냥ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그렇게 끝나버렸어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 역시 사람들 다 똑같지?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ요가매트랑ㅋㅋㅋ
P0 	: 폼롤러랑
P1 	: 아 인정
P0 	: 진짜 많이 샀는데에..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 브라탑이랑 레깅스도
P1 	: 완전 깨끗하게 보관중이야
P1 	: 언젠간...>쓰겠지...?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그러다가 당근 가는거 아니쥬? 
P1 	: 이미 동생한테 나눔 살짝 하긴 했는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 집에서 하면 잘 안하게되는것같아
P1 	: 예전에 필테했을때는 돈아까워서 꼬박꼬박 나갔는데
P1 	: 집에서는...절레
P0 	: ㅋㅋㅋㅋ뭐가 걸려있어야돼 
P0 	: 친구랑 같이 서로 푸시를 하든 
P0 	: 다이어트해서 돈내기를 하든ㅋㅋㅋㅋ
P1 	: 친구랑 해도 서로 한번은 봐줌~ 이러다가 실패하더라
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 마져 혹시 유튭 많이 봐?
P0 	: ㅋㅋㅋ요새 빠져살지 
P0 	: 최근엔 티비프로 쪼개서 올려 놓은거 많이봐ㅋㅋㅋ
P1 	: 며칠전에 무도 클립 올라와서 봤는데
P1 	: 진짜 헤어나올수없어
P1 	: 계속 보게되더라
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 무도? ㅋㅋ
P0 	: 레전드짘ㅋㅋㅋㅋㅋ
P0 	: 난 요새 놀토 혜리랑 피오 넘 좋아ㅋㅋㅋㅋ
P0 	: 혜리 최근꺼에도 계속 나왔으면 조케써
P1 	: 혜리 하차했지?
P0 	: 어어 드라마 하면서
P0 	: 이번에 무슨 구미호 같은거
P1 	: 웹툰드라마 그건가?
P1 	: 어우 생각안나
P0 	: 간떨어지는동거
P1 	: 아
P1 	: 맞아그거
P0 	: 래ㅋㅋㅋ지금 찾아봤어 엄청 유치한데
P0 	: 귀염뽀짝이라 그냥 보게되는? 
P1 	: 앟ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 웹툰은 봤었는데
P0 	: ㅇ
P0 	: 아
P0 	: 웹툰 원작이구나
P1 	: 환상 깨질까봐 안봤징
P0 	: 몰랐읔ㅋㅋㅋㅋㅋ
P1 	: 웅웅 웹툰 재밌어!
P0 	: 맞아 보통 영상화 된건 지지..
P0 	: 다음? 
P0 	: 네이버에서는 못본거 같은데ㅋㅋ어디 웹툰이지
P1 	: 네이버야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어어...? ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그림체가 화려하고 이쁜편은 아니라서
P1 	: 눈에 안띄었을순 있어
P0 	: 아 네이버 웹툰러라고 자부하는데ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마자 난 약간 이쁜 그림체
P0 	: 재혼황후 이런 그림체 좋아해섴ㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: 재혼황후
P1 	: 진짜
P1 	: 울어
P1 	: 그림체 넘예뻐
P0 	: 울지마 토닥토닥
P1 	: 신비 내 최애
P0 	: 웹소설이랑ㅋㅋㅋㅋ
P0 	: 두개 번갈아 보고 있지 
P0 	: 사랑스러움 하인리 보라눈도 넘 이쁘구
P1 	: 오,,,,,진짜 자세하게 보는구나
P1 	: 지금 좀 밀려서 낼 쉬면서 밀린거 몰아서 봐야해
P0 	: 힐링이다 벌써 마음이 푸근스
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ에어컨틀고 이불 살짝 끌어안고 웹툰보기
P1 	: 완전 기대중이야
P1 	: 나 엄청 집순이라서 빨리 집가고싶어
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ집에 수박이랑 과자 쟁여놨어? ㅋㅋㅋㅋ
P0 	: 필요하다 필요해ㅋㅋㅋㅋㅋ열심히 방학보낼라면
P1 	: ㅋㅋㅋㅋㅋㅋ당연하지 아이스크림도 넣어놨다구
P1 	: 행복하다
P1 	: 퇴근까지 7시간 남았지만
P1 	: 행복해
P0 	: 마음은 이미 침대와ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 햅쁴
P1 	: 근데 또 막상 쉬면
P0 	: 난 쉬면 체해
P1 	: 집에 있어도 집에 가고싶은 기분 알아?
P1 	: 엥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 누워있어서ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 먹고 눕고 씻고 눕고 
P0 	: 그러다 하루만에 체해ㅋㅋㅋㅋㅋ
P0 	: 이거슨 무엇인고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ얼마나 눕길래 체햌ㅋㅋㅋㅋㅋ
P0 	: 원래 잘체하는데
P0 	: 휴가에 꼭 그렇게 체하더라 억울하게
P1 	: 분명 누워서 쉬고있는데 더 격렬하게 쉬고싶은 그런 늑김?
P1 	: 맞아
P1 	: 진짜 억울해 쉴때 아퍼
P1 	: 그래도 안눕긴 싫어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋRGRG 
P0 	: 더 격렬하게 쉬고픈...!! 
P0 	: 아 그럴라면 열일해야되는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋ일할 때 열일해서 뭔가 찝찝하게 안남아있게
P1 	: 헤헤 마자
P1 	: 점심은 먹었어!??
P0 	: 점심 이따 한두시쯤? 먹을거 같아 
P0 	: 아침을 10시에 먹었어ㅋㅋㅋ
P1 	: 앟ㅋㅋㅋㅋ엄청 일찍 먹었네
P0 	: 아침을..? 
P0 	: 너무 일찍...? 
P1 	: 어....
P1 	: 점심을...?
P0 	: 10시?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 점심은 아직 안온거지이
P1 	: 늦게먹었네를 말하고싶었는데
P1 	: 제정신 아닌가봐
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ
P0 	: 점심이 다되서 그래
P0 	: 밥먹으러가? 
P1 	: 난 사무실에서 먹오
P0 	: 시켜서? 
P1 	: 회사에 컵밥사다놨지
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 밥 매일 사먹으려니까 돈이 너무 많이 드는거야ㅠ
P1 	: 다 줄서서 먹어야하고
P0 	: 인정 ㅜㅜ 주변 사람들도 다 그렇게 사다놓고 같이 먹구 그래? 
P1 	: 웅웅 거의 반반?
P0 	: 코로나구 그래서
P0 	: 요새 많이들 그렇게 하나보다
P1 	: 그런가바
P1 	: 겸사겸사 햇빛에 안서있어도 되구
P1 	: 걍 바로 회사에서 먹는게 편한거같더라
P0 	: 밖은 비싸기도하구
P0 	: 마자마자 여러모로 조흐지
P1 	: 컵밥 하나는 역시 양이 모자라
P0 	: 에에! 딴거도 먹어야지!!
P0 	: 부족스!!!
P0 	: 햇반컵밥?
P1 	: 오늘은 오뚜기컵밥먹었는데
P1 	: 오뚜기보다 햇반이 훨씬 맛있더라
P0 	: 오뚜기도 컵밥있구나ㅋㅋㅋㅋ
P0 	: 급 배고프네 먹을거 생각하면ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ왜 두시에먹어
P1 	: 지금먹어ㅠ
P1 	: 점심 두시에 먹으면 저녁 또 늦게먹을거잖아
P0 	: 그롬! 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ늦게 먹어야 밤늦게 군것질 덜해
P0 	: 군것질을 안할 순 없쥐
P1 	: 아ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그렇긴 하지
P1 	: 단거 쵝오
P1 	: 짠것도 짱
P1 	: 밤에 먹는건 왜 그리 맛있나 몰라
P0 	: 떡볶이 땡기네ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 밤에는 요새 치큰치큰 칅칅
P1 	: 로제떡볶이 먹어봤어??
P0 	: 오옹 아니?
P0 	: 스쿨푸드꺼?
P1 	: 나 엽떡로제랑 신전로제 먹어봤는데
P1 	: 신전로제 맛있더라!
P0 	: 오 매운로제야? 둘다 매운데네?
P1 	: 엽떡은 별로 안맵고
P1 	: 신전은 하나도 안매워
P1 	: 나 맵찔이라 매운거 잘 못먹는데
P1 	: 신전은 진짜 하나도 안매웠ㅇ더
P0 	: 오ㅋㅋㅋ
P0 	: 아니 내 위장은 왜 위산 분비하짘ㅋㅋ
P1 	: 나중에 기회되면 먹어바!
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 떡볶이집 이름만 들었는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 메뉴 슬슬 정해야겠다 흠
P1 	: 시켜먹을꺼야?
P1 	: 삼겹살시켜먹저
P1 	: 먹자
P0 	: 그저께 먹었지이~
P0 	: 면 중에 고르고 있어ㅋㅋ
P0 	: 비빔면이 젤 땡기는데 오이가 엄네ㅜㅜ
P1 	: 홀 비빔면 짱맛있겠다
P1 	: 아니면 쫄면
P0 	: 난 쫄면은 안먹게 되더라ㅋㅋㅋㅋ
P1 	: 아진짜?
P0 	: 엉엉
P0 	: 만두집가도 쫄면은 잘 안먹어
P1 	: 하긴 나도 쫄면 잘 안먹어
P0 	: 닭갈비 집에 들어간거 조금 먹는정도..? 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 모얔ㅋㅋㅋㅋ
P1 	: 닭갈비는 막국수지!
P0 	: 안좋아하는데 왜 나줰ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 쫄면은 비벼서 묵고!
P0 	: 밥도 비벼묵고! 
P0 	: 옆에는 막국수..ㅎㅎㅎ
P1 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 식당서 못먹은지 얼마나 됏는지
P0 	: 곱창땡기네
P1 	: 돼지곱창?소곱창?
P0 	: 소곱!
P0 	: &address&에 양많고 맛있는데 있었는데
P0 	: 크흡
P1 	: 소곱창 짱맛있겠다
P1 	: 대림 어디?????
P1 	: 나 집 강서쪽이라 &address& 각가워
P1 	: 갈래
P1 	: 맛집 갈래!!!!!!!!!!
P0 	: 안돼 지금은 위험위험스
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이름 찾아보께 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 근데 거기도 살짝 초심을 잃긴했어
P1 	: 아 왜 ㅠ
P1 	: 안돼
P1 	: 초심잃지마
P0 	: 말뚝곱창 인가봐ㅋㅋㅋㅋ
P1 	: 바로 검색해본다
P0 	: 오 5호선-9호선 출근이야 너? 강서er
P1 	: 오 체인점이구나
P1 	: 웅 나 5-9
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎ
P0 	: 오ㅋㅋ같은 경로다ㅋㅋㅋㅋㅋ
P0 	: 지하철 옆칸에서
P0 	: 바들바들 같이 떨었겠네 코로나
P1 	: 오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그러게
P1 	: 언젠가 아무도 모르게 마주쳤겠지?
P0 	: 난 지하철에서 진짜 웃긴 만남이
P0 	: 전남친?
P1 	: 어우
P1 	: 소름돋아
P0 	: 아아아아아아주 옛날 남친 3일 연짱으로 같은칸 맨 앞에서 만났느데
P0 	: 진짜 소름이 뭔지 알아?
P1 	: 먼데먼데
P0 	: 바빠서 화장안하고
P1 	: 아
P0 	: 딱 기름만 번들번들
P0 	: 화장을 하려던 찰나
P1 	: 제일싫어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 상상하기도 싫어진짜
P0 	: ...........가 3일 연속이었어ㅋㅋㅋㅋㅋ
P0 	: 뭐 의미야 없다만ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어이없어ㅠㅜ
P1 	: 속으로 개빡쳤겠다
P0 	: 근데 하도 어렷을때 만났던 친구라
P0 	: 그냥 떠들고 말았어
P0 	: 서로 어이없어서ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ웃기다
P0 	: 뭔가 신기한 관계ㅋㅋㅋ
P0 	: 만나면 인사하고 안부 물을 정도가 되더라고ㅋㅋㅋ
P1 	: 이게 쿨한 으른들의 연애인가?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ아니 나 안쿨한뎅...? 
P0 	: 걔만 유독ㅋㅋㅋㅋㅋ연락은 안하지만ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 친구같은 느낌ㅋㅋㅋ
P1 	: 구냥 남사친이 된 느낌?
P0 	: 막 편하게 연락하는건 아니지만 
P0 	: 안친한 남사친정도
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 웃긴게
P1 	: 웅웅
P0 	: 이제 아재야 예전에 풋풋한게 없어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 몇년만에 만난거길래
P1 	: 아재가 되냐궄ㅋㅋㅋㅋㅋㅋ
P0 	: 십몇년 됬지? 
P1 	: 헥
P0 	: 완전 애기때 남친이야ㅋㅋㅋㅋ교복입고 댕길 때 첫남친이라 뭔가 기억도 아련
P1 	: 대박적이다
P0 	: 포장이 잘됐어ㅋㅋㅋㅋ아련아련 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안좋게 끝난건 아닌가보네?
P1 	: 나는 전남친들 다 안좋게 끝나서
P1 	: 진짜 스쳐지나기도 싫어
P0 	: 아..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지하철에서 혹시라도 눈마주치면
P0 	: 나는 거의 커뮤니티 겹치는 사람이 많은데 
P1 	: 눈 때릴거야..........
P0 	: 다들 인사는 해 
P1 	: 오,,,,
P0 	: 누구 결혼식 가서 인사
P0 	: 어디 길가다 인사ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ자주 마주치는구나
P0 	: 요새 다들 결혼을 많이 하니까
P0 	: 식장에 가면 겹칠때가 많더라고
P0 	: 지하철 걘 그냥 특이한 케이스곸ㅋㅋㅋ
P0 	: 어우 번들번들
P0 	: 또 생각났다 끔찍- 
P1 	: ㅋㅋㅋㅋ지하철에서 만난건 좀 신기하다
P1 	: 어우
P0 	: 3일 연짱이 신기하지
P0 	: 근데 그 이후로
P0 	: 2-3년? 
P0 	: 또 안만나
P0 	: 분명히 같은 길일텐데ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 걔도 5-9였거든
P1 	: 일부러 다른칸 가나ㅜㅜ
P0 	: 서로 그 정도로 의식할 사이도 아냐ㅋㅋㅋ
P0 	: 그냥 아지매 아재
P1 	: 떼잉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그래도
P0 	: 항상 나름의 빡센 상태로 다니자
P0 	: 라는 결혼
P0 	: 결론
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ??????
P0 	: 결혼이라니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미쳤나
