# FILE DATA
ID : MMRW2100000236
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210604
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 4
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 나지굼
P3 	: 두시에 나가야지
P3 	: &name1& 몇시에 나갈거
P0 	: 나둨ㅋㅋ
P0 	: 곧
P3 	: 안경 챙겻어?
P0 	: 헐
P0 	: 지금다시들어간더
P0 	: 고마워
P0 	: {emoji}
P0 	: 3분뒤버스온더
P0 	: 개뛰오야지
P3 	: 나 팽길거 또 뭐이ㅛ지
P0 	: {share:photo}
P0 	: 난이정ㄷㅎ
P0 	: &name4&아직출발안함?
P1 	: 나도 이제 나가야지
P3 	: 와  짐이 무슨일이야
P0 	: 많아?
P0 	: 난 걍 가방하나
P3 	: {share:photo}
P3 	: ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 쇼핑백 두개
P3 	: 나 큰가방 없쪙
P0 	: 엌ㅋㅋㅋㅋㅋ
P0 	: 루미큐브 시강이다
P0 	: 재밋겟구만
P0 	: {emoji}
P3 	: {share:photo}
P3 	: 와중에 사고났오
P0 	: ㄷ ㄷ사고
P0 	: 야근데
P0 	: 길안막히냐
P0 	: 나지금 도로에갖힘
P3 	: 어디방향?
P0 	: 당산역
P3 	: 오늘 날씨 좋아서
P0 	: 지금 안양천입구
P3 	: 다 놀러가느라 그런듯
P0 	: ㄹㅇ그런듯ㅋㅋ
P0 	: 아 성산대교
P0 	: 건너는차많아서
P0 	: 막혓네
P0 	: 이제달린다
P3 	: ㅋㅋㅋㅋ올리브영 세일하네
P1 	: ㅋㅋㅋㅋ
P1 	: 올열칠십처
P1 	: 우리만나서
P1 	: 옆에이마트니십사시잇더라구
P1 	: 거기가구
P1 	: 마왕이두
P1 	: 이따포장하규
P0 	: {share:photo}
P0 	: 그래서 엊그제 올영주문ㅋㅋㅋ
P0 	: 오켘ㅋㅋ
P1 	: 잌터넷으로
P1 	: 시도
P0 	: 벌써 펴니점도
P1 	: 세일해죠??
P0 	: 찾아놧넼ㅋㅋ
P0 	: ㅇㅇ
P0 	: 올영앱으로 주문하면됨
P3 	: 나는 살거 있던가
P0 	: 후 덥다
P0 	: 애덜아어디쯤이늬
P3 	: 오목교오오오
P3 	: 나는ㄴ 지하철 탔어
P0 	: 나는 지금 당산역
P3 	: 오 나 다음에 영등포구청으로 갈타
P0 	: 비슷하넼ㅋㅋㅋ
P0 	: 난신도림임
P3 	: ㅋㅋㅋㅋㅋ난 딱 세시ㅣ에 도착할덧
P1 	: 난쪼꿈
P1 	: 늦을듯
P1 	: 먼저도착하는순서대류
P1 	: 들어가쟈
P0 	: ㅇㅋ
P3 	: 오키오키
P3 	: 비밀번호 &name1&나 내 갠톡으로 보내주면
P3 	: 들어가서 짐 풀고 있을꿰!
P0 	: 후배고프다
P0 	: &name3&빨리끝내고오렴
P3 	: 그러게 나도 지금 너무 배고픔
P0 	: 당산역에 빵집있ㄷ 랔ㅋㅋ
P3 	: 아침에 너무 많은걸 비워냈어
P0 	: 냄새때매
P0 	: 나도모르게살뻔
P0 	: 엌ㅋㅋㅋㅋ
P0 	: 똥밍아웃..?
P0 	: 후 갓구운달달구리빵에
P0 	: 아아마시면
P3 	: 아ㅏㅏㅏㅏㅏㅏㅏㅏ
P3 	: 너무 땡긴다
P3 	: 지금 시원한게 마시고싶어
P0 	: 여즘 뜨레쥬르에
P0 	: 신메뉴빵들이 글케맛잇다며
P0 	: 스콘류
P3 	: 그 무슨 교촌닌가??
P3 	: 치킨이랑 콜라보 한것도 뚜레쥬르 아냐?
P3 	: 오늘 날씨 무엇 ㅠㅠ
P0 	: 아 그런것도이ㅛ어?ㅋㅋㅋㅋ
P3 	: 엉엉 그게 엄청 잘 팔렸대
P3 	: {share:info}
P0 	: ㅋㅋㅋㅋㅋ맛이상상이안거네
P0 	: 근데맛잇겟닼ㅋㅋ
P0 	: 우리가 어떤민족입니꺼
P0 	: 치킨의민족
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 닭닭닭
P0 	: 야나오늘 치킨먹을라고
P0 	: 어제체킨참음
P0 	: 불금에치킨참은거
P0 	: 대박
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 오늘 양껏 맘껏 드십쇼!!
P0 	: {emoji}
P0 	: 나갸철내림
P3 	: 나 두정거장!!
P3 	: 좀만 기다리
P3 	: 같이 걸어가자
P3 	: 아님 먼저 가 있을거?
P0 	: ㄴㄴ기둘릴겤ㅋ
P3 	: 오키 몇번출구 앞에있음?
P0 	: 8번이래
P3 	: ㅇㅋㅇㅋ
P3 	: 나 걍 지하철 역으로만 찍고 옴ㅋㅋㅋㅋㅋ
P2 	: 나 와플 하나 냄긴거 가져가깨
P2 	: 조그마지만..
P3 	: 오예ㅔㅔㅔㅔㅔㅔ
P0 	: 오기 호두과자파네...
P0 	: 참자....
P3 	: ㅋㅋㅋㅋ 나가서 뭐잇는지 보자
P0 	: 그랰ㅋㅋ
P3 	: 이제 곧 내림!! ㅋㅋㅋㅋ
P0 	: {emoji}
P3 	: 다들 어서 와
P1 	: &name3&
P1 	: 오기전에
P1 	: 장볼꺼몀
P1 	: 이마트24로나올래??
P2 	: 옹 알갯됴
P3 	: 우리 넘나 배고파서 슬슬 시켜노으께에
P2 	: 응 그냥 먼저 먹구있어 나 괜차나!
P2 	: 늦게 먹어도 오차피 마니 못먹어!
P3 	: ㅋㅋㅋㅋ 오이오이
P2 	: 와인받아간다
P3 	: 오예
P3 	: {share:photo}
P2 	: 쩌넼ㅋㅋ
P2 	: 나이제출발
P3 	: 어서오쇼!!
P2 	: 아 마싯겠다
P2 	: 사람 왜캐많을까
P2 	: 나 3개역 남았는데
P2 	: 손이 없어서 바로갈게
P3 	: 엡엡!
P3 	: {share:photo}
P3 	: 허니버터집먹는중
P1 	: 우앙
P0 	: 뭐냐 혼자먹냐
P2 	: 와플맛있당
P0 	: 같이먹자
P1 	: 대박
P0 	: 방으로갖다줘
P1 	: 념뇸
P2 	: 다먹었구만ㅋㅋㄱㄲ
P1 	: 자니
P0 	: 엥 나 안자냨ㅋ
P1 	: 오
P0 	: 아니 너
P1 	: 안자네
P1 	: 모해
P0 	: 오늘 저녁에 응떡먹어서
P0 	: 잠안와
P1 	: 잉
P1 	: 응떡이랑
P1 	: 잠이랑
P1 	: 몬상관?!
P3 	: 응떡 무슨 맛
P0 	: 배아차서
P1 	: 앜ㅋㅋㅋ
P0 	: 못자는중ㅋㅋ
P1 	: 응떡맵게머거야해
P3 	: 치즈 추가 했지?
P1 	: 어
P0 	: ㅇㅇ당근
P1 	: 똥싸러?!
P1 	: 마자
P0 	: ㅡㅡ똥얘기
P0 	: 금짘ㅋㅋ
P1 	: 치즈추가무조건이지
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 진짜존맛
P1 	: 응떡 수제비사리
P1 	: 너무조앙
P0 	: 마자
P1 	: 매추리알도
P0 	: 존맛ㅋㅋㅋ
P1 	: 조아
P1 	: 너네는
P0 	: 매추리
P1 	: 모추가해?
P0 	: 진짜 꿀조합
P1 	: 응떡이랑
P0 	: 당면도 존맛
P1 	: 핫도구랑
P1 	: 머그면
P1 	: 대박이야
P0 	: 마자
P1 	: 핫도그
P0 	: 너먹어봄
P1 	: 구롬
P0 	: 무슨핫도그가젤나?
P1 	: 나눈
P1 	: 명랑
P3 	: 오
P0 	: 아하
P1 	: 명항
P0 	: 명랑잘안먹어봄
P1 	: 아징짜
P3 	: 명랑 설탕파?
P1 	: 설탕이랑
P0 	: 당근설탕이지
P1 	: 케첩
P3 	: 오
P3 	: 매운 캐찹먹어본 사람?
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 캐찹보단
P0 	: 그 치즈 머스타드
P1 	: 웅?!매운ㅋㅐ첩두잇어?!
P3 	: 매운캐찹
P0 	: 매운건뮤ㅓ냐
P3 	: 먹어봐
P3 	: 너무 맛있음
P0 	: 오맛잇겟다
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 대박
P3 	: ㅋㅋㅋㅋㅋ
P1 	: 매운캐첩잇는거
P1 	: 첨알앗오
P2 	: 케찹
P2 	: 케첩?
P0 	: 오 &name3&안자고있네
P2 	: 출출하네
P0 	: ㅋㅋㅋㅋ
P2 	: 웅 안자써
P0 	: 뭐야
P2 	: ㅋㅋㅋㅋ
P1 	: 나는
P1 	: 지굼
P2 	: 쥭갰어
P1 	: 아아
P2 	: ㅋㅋㅋㅋ
P2 	: 이시간에?
P0 	: 이밤에??
P1 	: 먹구시포
P3 	: 나는 이디아 민트모카
P1 	: 웅
P2 	: 아
P1 	: 얼음
P2 	: ㅣㄱㅋㄱㄲ
P1 	: 마니
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 나는
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 자고시퍼
P2 	: ㅋㅋㄱㄱㅋ
P2 	: 살랴조
P1 	: 왜안자
P0 	: 자빨맄ㅋ
P2 	: 고문당하고잇어
P3 	: 뭐야
P1 	: 온농자
P2 	: ㅋㅋㄱㄱㅋ
P3 	: 무슨일이야
P1 	: 저녁에커피머것오??
P2 	: ㅋㅋㄱㅋㄱㅋ
P2 	: 아니
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 몬스타 먹었어
P0 	: 나는 몬스터마셧더니
P2 	: ㅋㄱㅋㄱㄱㅋ
P1 	: 나는 자기시룬디
P3 	: 뭐야 둘다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잠안와
P2 	: 매드몬스타
P0 	: 와&name3&도?
P3 	: 몬스터 1+1
P1 	: 먹방보는즁
P2 	: 엉
P1 	: 유튭에서
P2 	: 저녁 뭐머금?
P2 	: 아
P2 	: 응떡
P1 	: 삽겹살
P3 	: ㅋㅋㅋㅋㅋㅋ우리 아까
P1 	: 보구잇오
P1 	: ㅋㅋㅋㅋ
P3 	: 응떡
P2 	: 삼겹살 먹고싶다
P1 	: 구티
P1 	: 삼겹살에
P2 	: 하남돼지
P1 	: 김치
P2 	: 먹고싶자
P3 	: 구어야지
P1 	: 꾸워서
P3 	: 버섯
P2 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
