# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P2 	: 헉 이럴 수가 ㅎㅎ
P0 	: ㅡ교직원급식실 없어요?
P2 	: 남이 차려준 소듕한 밥
P0 	: 그럼 주로 뭐 싸가세요?ㅎㅎㅎ
P3 	: 단체식 음식 냄새도 싫고
P0 	: 그래서 왕언니들이랑 친하군요
P2 	: 저흰 진짜 맛잇는데 ㅜ
P3 	: 그냥 굶을 때가 많아요.
P0 	: 왕언니들 대부분 급식 안드시잖아요
P0 	: 헐.......
P3 	: 예전엔 도시락싸다님
P0 	: 굶지 맙시다 제발.......
P2 	: ㅋㅋㅋㅋ 헉 ㅇ게 몸매 유지 비결이가여
P3 	: 배가 안고파요.
P2 	: 전 급식 너무 많이 퍼서
P0 	: 왜그럴까나...ㅡ
P2 	: 한손으로 들기 힘들어서
P3 	: 나 45킬로 나감
	  3킬로 뺌?
P2 	: 구박 받았는데
P0 	: 오늘 우리반애도 모의고사땜시 간편식 컵밥이었는데
P2 	: 와우.. 저 초딩때 무게네요
P0 	: 잔반처리 힘드니까 다먹으랬더니 자긴 반이상 남길듯하다며 안먹는다고
P3 	: 돌아다니며 밥먹는 딸아이
	  밧줄로 묶어버리고 싶네요.ㅋ
P2 	: 여기도 있어요
P0 	: 왜요 젤 잘 이해해주겠구만요
P0 	: ㅋㅋㅋㅋㅋ
P2 	: 대체 몇살꺼지 돌아다니며 먹나요
P0 	: 딸아이도 배 안고프겠죠ㅠ
P0 	: 이런것도 유전이겠죠
P2 	: 저희 앤 세 살인데
P3 	: 내 딸은 7살임.
P0 	: 우리집엔 끊임없이 먹는 돼지가
P2 	: ㅋㅋㅋㅋ 돼지 넘 귀엽네요
P0 	: 밥먹고 후식먹고 간식먹고 영양제까지 어찌나 좋아하는지
P2 	: (나도 돼지지만)
P3 	: 난 먹는 것을 그닥 즐기지 않지만.. 먹을 땐 후딱 먹어버리는데
P0 	: 엇 전 천천히~~~ 먹습니다
P2 	: 전 많이 먹어서 오래 걸리는득해요
P3 	: 급식실에서 칸막이 쳐놓고 교사들 밥먹음요.
P2 	: 저희랑 같네요
P0 	: &name2&샘은 분명 밥시간이시군요~
P0 	: 저도 전에 평택 근무할때 그랬던듯해요 ㅋㅋ
P3 	: 나는 중3때 38킬로
P2 	: {emoji:…} 태어나 한번도 제 몸무게를 당당히 오픈한 적이 없네여
P3 	: 고딩 때 45~47
	  그 이후 변함없네요.
	  애 낳고도 금방 빠짐
P3 	: 아.
	  대학 때 술쳐묵어서
	  54 찍음.
P0 	: 실례지만 키가 몇이세요?
P2 	: 세상이 불공평하네요
P2 	: {emoji}
P3 	: 것도 계란 2알로 1달 버텨 금방 빼버림요.
P0 	: 계란2알 건강에 지장없나요?
P3 	: 내 키는 161? 정도 되나봐요.
P0 	: 하루 계란2알?
P2 	: 저희 남푠 같은 사람이군요 ㅋㅋ
P0 	: &name4&샘 먹고 바로 싸는st?
P2 	: 저희 남편 대학 때 하루레 바나나 한 개 먹었대요
P2 	: 귀찮아서
P0 	: ㅋㅋㅋㅋ그냥 안먹는 스타일이신거죠
P2 	: 180인데 53키로까지 빠졌댔나
P0 	: 저는 밥먹는건 귀찮은데 술안주하는건 안귀찮아요 ㅋㅋㅌㅋ
P3 	: 그러기도 함..
P2 	: 제 꿈의 몸무겐데
P2 	: 완전 남편이랑 비슷하네요 ㅋㅋ
P3 	: 특히 고기먹으면 직빵이요.ㅡㅡ
P0 	: 제 남동생도 먹고싸고 쥐동만큼먹고 싸고
P2 	: 같이 여행가면 짱나요
P2 	: 맨날 화장실 가서 ㅋㅋ
P0 	: 아핰ㅋㅋ 전 입맛안맞아서 짜증나요
P0 	: 전 해산물 러버인데 해산물 1도 안먹는 분
P2 	: 아 그럼 힘들죠
P3 	: 나도 뭐 먹고 이동하는 게 힘드네용.
P2 	: 전 고기 편식이 심한데 ㅋㅋ 해산물은 사랑해요
P2 	: 아 근데 애가 누런 콧뮬이 나면 무조건 병원에 가야 하나요
P3 	: 네
	  항생제를 먹여야..
P3 	: 악..
	  콩국수 먹고 신호 옴..
P2 	: 즤 남편 보는 기분
P3 	: 난 누룽지와 김치 체질이네요.
P2 	: 오늘 저녁에 병원 가야겠네요 ㅜ
P3 	: 바깥세상 구경한다고 밥먹다 돌아다니는 딸아이..
	  왜 저럴까요.;
P2 	: 36분 동안 먹였네요
P3 	: 병원을 갔다오심 맘이 좀 편해지잖아요.;
P1 	: 후... 저는 밥을 좀 해결해주고 올께요..
P2 	: 후.. 증말 후네요 휴
P0 	: 36분은 기본인것 같아요... 잘먹는 아이지맘
P0 	: 만
P0 	: 그래도 36분... (tv보며 먹는거 비밀...)
P3 	: 맛있게 드삼.
P2 	: 아 대전은 비가 오네요
P1 	: 여긴 흐려요..
P0 	: 전 2차 식사중 ㅋㅋ
P2 	: 요새 왜이렇게 비가 자주 오는지
P3 	: 여기도 비왔어요.
P0 	: 며칠전 야근 후 포장해온 육대장
P3 	: 주말에 놀러가고 싶은데. 
	  남편이가 시험 문제 낸다고
P0 	: 어제 층치치료했는디 맥주마시거 싶어요
P0 	: 참아야하나요?
P3 	: 경력이 25년은 됐는데.. ㅎ
	  아직도 시험 문제를 학교에서 못내다니
P1 	: 참으세요
P3 	: 난 사랑니 빼고 소주로 소독함
P1 	: 악.ㅋㅋㅋ
P3 	: 죽지 않고 살아있으니 그냥 맥주드셔.
P0 	: 셤문제를 벌써??하루만 나가면 되자나여
P3 	: 나는 나이가 좀 많으니
	  말꼬리 좀 자를게요ㅎ
P0 	: 그러나 지난달 급성치수염와서 죽을뻔 한 기억이 있습니다
P3 	: 난 이미 다 냈는데..ㅋ
P0 	: 잇몸 통증 사라질때 까지만 참아볼게요ㅠ
P3 	: 네..안전빵으로다가..
P0 	: 헐.... 저랑 다른 사람입니다... 저는 벼락치기(힘듦)
P3 	: 나는 남들 일할 때 놀기위해서
	  뭐든 후딱...
P2 	: 하 겨릭샘 대단해요
P2 	: 다들 중등 맞지유
P0 	: 넵 전 고등
P3 	: 나는 솩.. 교사임.
P2 	: 저두 고등이요 ㅜ 국어 ㅋㅋ
P2 	: 수학 잘하는 사람들 젤 멋져요
P1 	: 저는 초딩입니다.ㅋ
P2 	: &name2&샘 수학샘인줄 알았너요 ㅋㅋ
P1 	: 수학을 못해 인문기 간 자...
P1 	: 수학이 암기과목이였던 자..
P0 	: 아니 컴퓨터님이 어찌 수학을 못했을까요
P0 	: 아 암기왕이시군요
P2 	: 암기를 너무 잘해서
P1 	: 저도 제가 이과 체질인줄 알았어요...ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 수학마저 암기
P1 	: 수학을 만나기 전까지..
P3 	: 나도 고딩 수학
P1 	: 저희 집모두 이과 저만 문과^^
P0 	: 전 수학 임용공부 하다가 10키로 빠지고 탈모와서 중단
P1 	: 중등 임용은 글쵸..ㅠㅠ
P2 	: 헐 &name1&샘 대단해요 수학 임용공부라니
P2 	: 그럼 무슨 과목이세요
P1 	: 저요??
P1 	: 초등요!!!
P0 	: 맞춰봐용
P0 	: 저요저 ㅋㅋㅋ
P1 	: 아 나 아니구나..
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 영어???
P2 	: 자기중심적?? ㅋㅋㅋㅋㅋ
P2 	: &name1&샘 음.. 수학했다가.. 물리?!
P0 	: ㅋㅋㅋ아니옵니다
P0 	: 이과긴 하겠죠 아마
P2 	: 그렇다면 보건?
P0 	: 간호학과 아닙니다.. 복수전공한 과목으로 바꾼거죠 ㅋㅋ
P0 	: 대학은 한번 다녔어요 ㅎ
P2 	: 궁금하네요 맞춰야지!
P2 	: 보건샘은 간호학과 나와야 되는지도 몰랐네요 ㅋㅋ
P1 	: 그럼....뭘까..
P2 	: 이과면서 물리 아니고 수학 아니고
P1 	: 생물..?
P2 	: 지구과학..?
P1 	: 화학???
P2 	: 콤퓨터??
P0 	: 하나도 없소
P2 	: 이럴수가 ㅋㅋ
P0 	: 정답이 없소이다 ㅋㅋㅋㅋ
P1 	: 헐..
P2 	: 맞히고 싶다
P1 	: 뭐에요..??
P0 	: 다들 안어울린다 하지만...
P2 	: 궁금하네요
P0 	: 왜이렇게 말하기 싫은거죠
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋ 아 웃기네요
P0 	: 알텐데 &name3&샘은
P0 	: 고등에 있는 과목이라고요
P2 	: 아 뭐가 안나왔ㄴ는지
P1 	: 뭐지..
P2 	: 살펴보고 올게요
P1 	: 악.ㅋㅋㅋ
P2 	: 아
P2 	: 알았다?!
P0 	: ㅋㅋㅋㅋㅋㅋ뭘살펴봐요
P2 	: 화학이요
P0 	: 뭡니까
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 아니이런 이렇기 틀릴수가
P2 	: 악 이럴수가
P0 	: 주요과목만 알아주는 더러븐 세상
P2 	: 심ㅈ어 화학 나왔었네요
P0 	: &name3&샘 인문계고시죠?
P2 	: 네ㅎㅎ 인문계에요
P3 	: 정보
P2 	: 예요
P0 	: 위에 콤퓨터 나왔잖아요 ㅋㅋ
P3 	: 컴퓨터와 정보는 같은 과목임? ㅎ
P2 	: 왠지 &name4&갬이 맞힐듯
P1 	: 기계??
P3 	: 기가?
P0 	: 그런거 아닌가요?ㅋㅋㅋㅋㅋ
P2 	: 아
P2 	: 기가
P1 	: 가정?
P0 	: 가정입니다 ㅋㅋㅋㅋ
P1 	: 오~~~
P2 	: 가정이 이과인지 몰랐어요
P3 	: 와.. 가방 좀 떠주세요.^^
P0 	: 그런거 전혀 못합니다...
P2 	: ㅋㅋㅋ 가정샘들이 젤 고상한데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 우아한 &name1&샘
P0 	: 우아~~~ 니가 가정이라고??????
P0 	: 이런 우아죠?ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ 아니에요..
P1 	: 가정쌤이시구나.
P1 	: 저는 또 밥먹이고 오겠습니다..^^
P0 	: 밥먹는데 옆에와서 자꾸 산딸기 씻어달라 해싸서 아빠한테 씻어달라했더니
P1 	: 이번에는 셋째..ㅠ
P0 	: 아니 뭔 2차 밥입니까
P0 	: 헐
P2 	: ㅋㅋㅋ 아우 셋째 ㅜㅜ 나보다 어린데
P0 	: 다녀오십쇼....
P3 	: 다섯번 먹으랬더니
	  안먹네요.;;
P0 	: &name3&샘은 아이가 하나십니까
P2 	: 네 전 하나예요
P0 	: 다들 밥전쟁중
P2 	: 망아지 델고 이제 병원 가는 중
P0 	: 전 설거지 타임
P3 	: 나랑 &name3&쌤은 아이 1명
P1 	: &name4&쌤 두명?
P2 	: &name1&샘은2명?
P3 	: 네. &name1&쌤은 2명
	  &name2&쌤은 3분..ㅎ
P1 	: 허허허..ㅠ 어쩌다 3명 되었나...
P1 	: (먼산)
P3 	: 다 키워도 40초반..
P2 	: 카페에 올라왔던 명리학 상담 해보신 분 게신가요
P3 	: 애국하시는 거에요. &name2&쌤은
P2 	: ㅋㅋㅋ 전 소자녀 운이라 한 명일 확률이 90프로라고
P1 	: 아닐꺼 같아요...까하하하하
P2 	: 둘째 고민 중인데
P3 	: 나같은 사람이 있으니
	  세 자녀도 있어야
	  종족이 유지됨.
P1 	: ㅋㅋ종족유지.ㅋㅋㅋ
P3 	: 언능 낳아버리세요.
P2 	: 다자녀운인 사람은 자녀 계획을 오래 하고 고민 안한다고
P2 	: 그냥 생기는 거라고
P1 	: 둘까지는 계획인데..
P1 	: 셋이될줄은 몰랐어요.ㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ그것은 운명
P1 	: 네네 저는 자식이 많을 팔자인가봐요.ㅋㅋㅋㅋ
P1 	: 저도 4형제라... 다 크니 좋긴 좋아요..
P3 	: &name5&이 한복 만들어주실 때
	  1명이니 저리 정성을 쏟지.. 싶었는데요.ㅋ
P1 	: 그..전까지는... 음........
P1 	: 그렇습니다.. 자연스럽게.. 둘째 셋째 한복은 없고요.ㅋㅋㅋㅋ
P1 	: 대신 기계의 힘을 빌러 새 취미를 만들었죠..ㅋㅋㅋㅋ 이제는 재봉합니다...
P2 	: ㅋㅋㅋㅋ 우와 재봉
P1 	: 생계형... 내복이라던지....
P2 	: 저도 재봉 배워보고 싶은데 ㅋㅋ 장비병이 심해서
P1 	: 반바지.....
P2 	: ㅋㅋㅋ 실용적이네요
P1 	: 치마...
P1 	: 이런걸 만듭니다...ㅋㅋㅋ
P2 	: 아니셋을키우며 어찌 그런 것까지
P2 	: 전 태생이 게으른 자인듯
P1 	: 저는 태어나길 부엉이과로 태어났는데..
P1 	: 애들은 하나같이 아침새과^^
P3 	: 아.. 구멍난 바지 수선 부탁드리고 싶네요.ㅎ
P1 	: 자연스럽게 잠이 줄었습니다..ㅋㅋㅋㅋㅋ
P3 	: 시간이 없을텐데 언제 재봉을 하신데..
	  잠을 줄여도 1일 24시간인데요.
P1 	: 하루... 본뜨기
P1 	: 하루 재단만..
P2 	: 대단해요
P1 	: 하루 가봉만....
P1 	: 이런식이에요..ㅋㅋ
P3 	: 정년 후 뜨게나함시롱 살려는데
	  재봉도 해볼래요.ㅎ
P1 	: &name4&쌤...
P2 	: 바지 수선 부러워요 ㅋㅋ
P1 	: 가정이시라는데...
P1 	: 저보다 훨 능력자이실듯요.
P3 	: 나도 가정교육과 원서를 냈었는데..
	  
	  
P2 	: {share:photo}
P3 	: 고딩 때 가정부장이었어요. ㅋ
P2 	: 뜬금 ㅋㅋ 자랑이여
P3 	: &name3&쌤 얼굴가리삼
P2 	: 제가 만든 가방이에요
P3 	: 개인정보..ㅎ
P1 	: 오오
P2 	: 삭제됐나요? ㅋㅋ
P3 	: 닉네임과 찰떡이네요.ㅎ
P3 	: 삭제 안됨.
P2 	: 학
P2 	: 제꺼에서만 삭제됐나봐여 ㅋㅋ
P3 	: 모든 대화삭제 어찌고 하셔야지는..ㅎ
P2 	: 어차피 지금 저 얼굴하고 달라서 괜탆아요
P2 	: {emoji}
P3 	: 사진 속 저 소녀는 나랑 15살 차이가 나는 듯
P2 	: 하 저걸로 신상 털릴 일ㅇ 없을 거라는게 슬프네여
P3 	: 약단밤 굽는 중이에요.
	  이번에는 실패 없기를. ㅎ
P2 	: 애낳고 세월을 정통으로 맞음
P1 	: 크{emoji:♡}
P2 	: 우와 그건 어찌하ㅏ나요
P3 	: 밤 구울 때마다 실패..
P1 	: 밤을 좀 물에 불렸다가
P1 	: 약불에서
P2 	: 오 물에 불ㄹㄹ때
P1 	: 구워보심... 잘 될꺼에요.ㅋㅋㅋ
P2 	: 칼집 안내도 괜탄ㄹ나요
P2 	: 칼집이 어렵던데
P1 	: 내져있는거 사셨을듯요.
P3 	: 칼집난 밤을 샀어요.
	  에프 돌리는 중임요. ㅋ
P1 	: 아... 에프는 필히.. 물에 불려보셔요..
P2 	: 아!! &name2&샘 설마 살림도 달인인가여
P3 	: 근데 칼집 안난 밤은
	  칼집내다 너무 깊게 칼집을 내서 망함.
P2 	: 칼집 난 밤이 있는 지도 몰랐어요
P1 	: 아뇨.. 약단밤 킬러요.ㅋㅋㅋㅋㅋ
P3 	: 설명서에는 물에 불리란 얘기가 없는데..
P2 	: 약단밤은 약이 되는 단밤인가요
P3 	: 걍 씻어서 바로 돌렸으요.ㅎ
P2 	: 아니면 약한 단밤ㅇㄴ가요
P1 	: 이게 약간 말라서 도착하고.... + 에프는 더 말라서...ㅠ
P3 	: 아뇨. 작은 크기의 밤
P1 	: 작음밤이에요..
P1 	: 중국에서 온..ㅋㅋㅋㅋㅋ
P2 	: 아 ㅋㅋㅋ 새로 배우네요
P3 	: 엥.;; 팡 터지는거 아닌가 몰라.ㅎ
P1 	: 소리나요???
P3 	: 아뇨. 아직은 멀쩡함요.
P1 	: 칼집 잘나 있음 터지지 않았던거 같아요 ㅋㅋ
P3 	: 김냉에 넣어놨었는데
	  물기가 있더라구요. 온도 차이로 생겼을까나..ㅎ
P3 	: &name1&쌤 톡 확인함.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋ벽타기 힘듭니다
P2 	: 저 얀센을 예약했는데
P0 	: 난 다들 바쁜 줄 알았는데 설거지 하는 내내 폰이.드르륵드르르르르르르륵
P0 	: 얀센 1회라서 좋더만요
P2 	: ㅇ게 6개월 간다는 말도 잇고 해서
P0 	: 오잉
P0 	: 그렇군요 1회라그런가
P2 	: 취소하려는데 ㅋㅋ 취소가 안되네요
P0 	: 군가족이십니까
P1 	: 얀센이 되요??
P0 	: &name3&샘 귀욤{emoji:♡}{emoji:♡}
P1 	: 사부님 군인???
P2 	: 군가족인데 제 정보를
P0 	: 걍맞으세여 ㅋㅋ
P2 	: 엄텅 일찍 입력해놨나봐요
P2 	: 자동으로
P3 	: 밤 괜찮은 거 같아요.
	  물에 안담가도
	  칼집낸 곳이 벌어짐.
P2 	: 그냥 혹시나 해서 한번 해봣믄데 신청돼서 ㄱ깜놀
P0 	: 저도 칼집나있는거 사봤는데 잘되더라구여 그냥구워도 ㅎㅎ
P0 	: 저희향부도 군인인데 저희안니 신청했어여 얀센
P3 	: 얀센이 6개월 간다는 얘기..
	  누가 그래요?
P0 	: 오타쟁이 이히히힛
P1 	: 이중에서 제가 제일 마지막에 맞겠네요  ㅋㅋㅋㅋㅋ
P0 	: 6개월후에.또한방 맞음 되져 뭐
P0 	: 제주는.후순위입니까??
P1 	: 아뇨..
P0 	: 아 휴직중이라??
P1 	: 집구석 1인..ㅋㅋㅋㅋ
P0 	: &name3&샘은 복직 하신거에요?
P3 	: 어릴 수록 늦게 맞음.
P0 	: 모든 가정 교사가 뜨개질 재봉틀을 하는 것은 아닙니다.
P3 	: 할 줄만 안다? ㅎ
P0 	: 단 한번도 저런 가방을 만든 적이 없음......ㅋㅋㅋㅋ
P0 	: 재봉틀은 대학때만 해봄...
P0 	: 2학점용... 3학점이던가요
P3 	: &name1&쌤은 요리 전문이심?
P2 	: 네 전 복직했어요 올해
P0 	: 할줄도 모름... 비슷한거 하게되면 그때그때 학습 후 가르칩니다만...(힘듦)
P0 	: 요리 싫어해서 대학때도 딱 필수학점 한과목만 이수.
P0 	: 그래서 말하기 싫은거죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 오아시스쿠폰은 왜 맨날 저녁에 보내주는지.
P0 	: 저는 대학때는 섬유 의류학 좋아했고 실제로 가르칠때는 소비 부분 좋아하고요 ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 소비.. ㅎ
	  &name1&스러움. ㅋ
P1 	: 계획적 소비.....인거죠???
P0 	: 그리고 모두의 생각과 달리 가정교육과에서 저런거 만드는거나 요리 이런거 안배워요 ㅋㅋ
P0 	: 이과잖아요. 섬유도 요리도 과학적이론을 배웁니다 ㅋㅋㅋㅋ
P0 	: 그럼요. 저는 스마트 컨슈머....
P1 	: 점이 많은 이유는???
P3 	: 네네..
	  그쵸. 친한 가정쌤이 있어
	  알고는 있었는데..ㅋ
P0 	: 잘못된 소비의 예를 들기가 참 쉬워서 재밌다고나할까요....^^^^^
P1 	: 들어봐 얘들아..
P0 	: 제가 얼굴에도 점이 좀 많아요...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐랰ㅋㅋ
P1 	: 선생님이 이번에... ㅇㅇ을 샀어..
P3 	: ㅇㅇ이 뭐에요?
P0 	: 그래서 참 가정이라고 말하기 부담스러워요
P0 	: ㅇㅇ은 모든 재화들
P3 	: 아..ㅎ 이해함요.ㅋ
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 특히 가정이라하니 제일 기대한 시아버지
P1 	: ㅋㅋㅋㅋㅋㅋ 20첩반상을 받고 싶으셨나.. 생신상...
P0 	: 단 한번도 밥해드린 적 없음...
P3 	: ㅎㅎ
	  나는 11시쯤 적극적으로 대화참여할게용.
	  밤 까먹어야함.ㅅ
P0 	: 제사 명절 쏙쏙 피하기 전문..
P0 	:  다녀오십쇼
P1 	: 저도 후식 챙겨 드리러..
P2 	: 우리 앤 병원 기서 항생ㅈ제 받았어요
P0 	: 후식으러 산딸기를 드렸는데 저렇게 먹으면 가계경제 파탄 ㅠㅠ
P2 	: 오 저도 산딸기 사러 가야겟어요
P0 	: 제주도에는 길가에 산딸기가 열려있다더만요...
P2 	: 아플 땐 뭐라도 잘 먹었음 해서
P0 	: 위미리 사는 지인은 애들이랑 따다먹던데요. 잼도 담그고
P2 	: 와우 최고네요
P0 	: 그쵸.. 뭐라도 먹었으면 하죠ㅠㅠ 3세면 더욱더.  요즘 블루베리 산딸기가 금값인데 참 맛나요.
P2 	: 어제 애가 자기 전에 나 피곤해 머리도 아프고 다리더 아파 피곤해를 백번 말하더니 ㅜ 아파서 그랬나봐요 ㅋㅋ
P0 	: 어머낫 진짜 신호를 줬네요ㅠㅠ
P3 	: 울 딸아이도 코가 약해서
	  콧물 나면 급 나빠지고.
	  저는 낌새가 보이면 병원을 데려가네요.
P2 	: 그러게요 저희 애도 그런데 전 귀찮아서 뒤로 미루다가 ㅜㅜ ㅋㅋ
P0 	: 저희애는 천식이에요. 그러고보니 왜 저 애 둘이된거죠 왜 {emoji:🤔}
P1 	: ㅋㅋㅋ이런집이 둘도 낳고.. 셋도 낳고...
P1 	: (우리집도 해당)
P0 	: 저 둘 아니에요 ㅋㅋㅋㅋㅋㅋㅋ아니란 말입니다
P0 	: 위에 대화에 저 당연히 둘인걸로 결정 탕탕 하셨더군욬ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ
P2 	: 헛소문인가요?
P0 	: 이런 집이 도대체 어떤 집이길래 ㅋㅋㅋㅋ
P2 	: 복작복작한 집? ㅋㅋ
P0 	: 아아 왜 둘이된거죠를 오해하고 쓰신거군욬ㅋㅋㅋ
P0 	: 아이 하나지만 그 하나도 왜 생긴거지? 이긴 했답니다
P2 	: 왜 생기긴요 {emoji:🌝}
P2 	: {emoji:🌚}
P0 	: 전 사후 피임약을 복용하였답니다.........
P1 	: ㅋㅋㅋ 왜생긴지 모르는집이 두명도 되고 세명도 되는거죠...ㅋㅋㅋㅋㅋ
P0 	: 저 하나라니까욬ㅋㅋ
P1 	: 우리집 얘기에요
P0 	: ㅋㅋㅋㅋㅋ많은게 좋은것같긴해요.. 저도 사남매거든요
P0 	: 그런데 4남매중 결혼한 셋이 모두 단 하나씩만 낳았네요..?
P3 	: 딸아이 내일 입고 갈 옷을 미리 챙겨두는데
	  너무 귀찮아요.
	  내 옷은 되는 대로 막 입는데..;
P2 	: ㅎㅎㅎ 신기하네요 외동 확정하신겅요?
P0 	: 네 ㅎㅎ 모두 외동 확정
P0 	: 이미 각각 초2, 7세, 5세
P3 	: 정리
	  &name1& &name3& &name4&는 외동
	  &name2&만 셋
P1 	: 저흰 4남매
P1 	: 저 3명 
	  동생 2명..
P0 	: 우리집은 어려서부터 가난했었어~~!!
P0 	: 그래서인것 같아요..
P3 	: 팩해야하는데
	  팩하고 찐득이는 게 싫어
	  샤워할 판이네요. ㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저희집도..ㅋㅋㅋ
P0 	: 엄마가 딸기 두알씩 배분해주시던 기억이...
P3 	: 카톡 선물하기 15000포로 뭐 샀어요?
P1 	: 투썸 케이크요.ㅋㅋㅋㅋ
P3 	: 막 던지는 중..ㅋ
	  대화에 집중 않고 제 멋대로인 &name4& ㅎ
P1 	: 공짜 받음 먹어야죠.ㅋㅋㅋ
P3 	: 전 초코 케잌 그닥인데
	  투썸은 진짜 맛나나요? ㅎ
P1 	: 저는 취향이에여.ㅋㅋㅋ
P3 	: 그럼 나도 &name2& 따라서 해야쥐..ㅎ
P2 	: 투썸 케이크가 맛잇어요
