# FILE DATA
ID : MDRW2100014752
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 앜ㅋㅋㅋㅋ저도 최애 침착맨이요!!!
P0 	: 정성스러운 귀여운 악동...
P1 	: ㅋㅋㅋㅋ맞아요ㅋㅋㅋㅋㅋ 진짜 귀엽고 정성스러워요ㅋㅋ
	  유튜브보면 재밌는분들이 많아서 시간가는줄 모르겠어요
P0 	: 저 어제 준표쒸 썰영상 몇개릉 본지 모르겠어요
P0 	: 이분 말씀 왤캐 잘하세요..?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리구 인생이 왤캐 스펙타클해요..?
P1 	: 앜ㅋㅋㅋㅋㅋㅋ 저도 찾아보러가야겠어요
P1 	: 어떤영상이 젤기억에남으세요?
P1 	: 준표님은 곡성해석말고 많이 안봐서 곰심님 추천받고싶어요!
P0 	: 곡성해석 진짜 첨들어 보는 해석이라 영화 새로 보는 기분이더라구용 참신해서 재밌었어요! ㅋㅋㅋ 저는 그 학교 아이들을 전부 나루토로 만들어ㅆ다는 영상이 기억에 남아요 어렸을때부터 범상치 않은 거 같아서 ㅋㅋㅋㅋ
P0 	: 아 맞어 저 권감각님 영상도 봤는데 좀 친근하다 했는데 알고보니까 전에 본적 있더라구요
P0 	: 그 프로포즈 영상 ㅋㅋㅋㅋㅋ 프로포즈 전문업자가 있었단것도 몰랏는뎈ㅋㅋㅋㅋㅋ
P0 	: 너무 웃겨요ㅠㅠ ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아진짜웃겨요ㅋㅋㅋㅋ저도 궁금해서 찾아봤는데
P1 	: 영화관, 연극 프로포즈도 다 업체에 돈내면 해주는거더라구요ㅋㅋㅋ
P1 	: 연극은 일어나는데 잠깐기다려달라고 못가게 앉히고
P1 	: 일반관객들 붙잡아두고 프로포즈 하는거래요ㅋㅋㅋㅋ
P1 	: 연극 끝나고나서요ㅋㅋ
P1 	: ㅋㅋㅋㅋ저는 나루토 보러갈게요!!
P0 	: 진짜 생각만해도 너무 끔찍해요 ㅋㅋㅋㅋ 남편분이 평소에 왕 착하신분이라 그냥 좋게 봐주신듯해요 ㅋㅋㅋ
P0 	: 관객들은 졸지에 들러리행 ㅠㅠ ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ맞아요ㅋㅋㅋ들러리 표현이 생각안났어요
P0 	: 근데 또 관객 입장이면 즐겁게 볼거 같기두 해여 ㅋㅋㅋㅋ
P0 	: 어머어머 저기 프로포즈 하나바!!?
P0 	: 받아준대??? 이러면서 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ맞아요
P1 	: 흔하지않아서 신기할거같아요
