# FILE DATA
ID : MDRW2100047028
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210518
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: &name2& ㅎㅇ
P1 	: 시러
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 센트럴파크 호수를 배경으로
P0 	: ㅡㅡ
P1 	: 싫거덩
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럼 지어니시키자
P1 	: 그래
P0 	: 굿굿
P0 	: 펜션은
P1 	: 어디가지 진짜
P0 	: 친구 누구랑
P1 	: 거기가 유일하게
P0 	: 가는거야
P1 	: 오션뷰인 펜션이엇는데
P1 	: 유치원칭구
P0 	: ㅋㅋㅋㅋ순간
P1 	: 유치원 아이라는것 아님
P0 	: 유치원때 사귄
P1 	: 유치원 선생님
P1 	: 친구임
P0 	: 친구인줄
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오션뷰 좋지....
P0 	: 근데 예약을
P0 	: 했는데
P0 	: 지들마음대로
P0 	: 취소시켰어?
P1 	: 노우
P1 	: 이건 한 2주전에찾은건데
P1 	: 오늘 돈내기로햇는데
P1 	: 딱 오늘
P1 	: 사라져버림
P1 	: ㄱ-
P0 	: 꼭 그러더라
P0 	: 고민하다가 딱
P0 	: 마음먹으면
P1 	: 어제까지만 해도
P0 	: 사라져
P1 	: 혹시 나갓을까봐 다시 봣는데
P1 	: 잇엇는데..
P1 	: ㅠㅠ
P0 	: 그러면 진짜 개빡치지ㅡㅡ
P0 	: 근데 강릉에
P0 	: 펜션되게많자나
P1 	: 근데 오션뷰가 거의
P1 	: 2인실임
P1 	: 우리는 4명인데
P0 	: 아하
P0 	: 하기야 그렇다
P1 	: 그리곤몬가
P1 	: 커플들이
P1 	: 스파하는 그런
P0 	: 4명이면서 오션뷰인곳들은
P0 	: 스위트룸 이런
P1 	: 그런스타일의 펜션이 많달까 
P0 	: 비싼곳미않고
P0 	: 이많고
P1 	: ㅇㅇㅇ
P1 	: 4명이면 그리구 좀
P1 	: 넓어야하니깐
P1 	: 2인에 2명추가인곳보단
P1 	: 4명갈수잇는방가고픈데
P0 	: 펜션들 진심...거실에 스파있고 이러면
P1 	: 별루업슴
P0 	: 당황스러워
P1 	: ㅁㅈ
P1 	: 찾아보면서본건데
P1 	: 무슨
P1 	: 침대바로옆에 스파가 있어
P0 	: 2인에 2명추가면 일단
P1 	: 그러면 무슨
P0 	: 침대가 작아서 짜증나
P1 	: 침대가 축축하거같아
P1 	: 습기찰거같구
P0 	: 바닥에 이불깔아야돼
P1 	: 헐~
P0 	: ㅁㅈ 그리고 바닥에
P1 	: 진짜시를듯
P0 	: 물기
P0 	: 있어
P1 	: 완전
P1 	: 킹받네
P0 	: ㅡㅡ^
P0 	: 근데 재밌겠다
P1 	: 요즘이게
P1 	: 유행어거든
P0 	: 바베큐하고싶다
P0 	: 으응 그래...
P1 	: 나두
P0 	: 요즘 젊은이들은
P0 	: 그런말투쓰는구나
P1 	: 요즘은
P1 	: 푸쉬팝이라는장난감이
P1 	: 유행이라는데 ?
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 그게 뭐니
P0 	: 우리가게에 예전에
P1 	: 그거모름 ?
P1 	: 막
P0 	: 푸쉬팝이라는 사탕이
P1 	: 뽕뽕뽕누르느너
P0 	: 있었는데
P0 	: 그거랑 다른건가
P1 	: 막
P1 	: 뽕뽕이 누르는거처럼
P1 	: 그런ㄱ장난감임
P0 	: 뽁뽁이?
P1 	: ㅇㅇ
P0 	: 재밌겠네
P1 	: 하지만
P1 	: 우리는재미없겟지
P0 	: 나 뽁뽁이
P0 	: 터트리는거 좋아해
P0 	: 그 고성쪽에도
P0 	: 펜션 많던데
P0 	: 그런데도 봤어?
P1 	: 고성 ??
P1 	: 그게어디지
P0 	: 강릉하고 안멀껄
P1 	: 고성방가인가
P0 	: 미쳤나봐...
P0 	: 강원도 고성
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고성 방가방가
P0 	: 오션뷰펜션 되게 많아 거기
P0 	: ㅡㅡ 완전 도라이
P0 	: 그리고 그 근처에
P0 	: 막국수 엄청 유명한 집 있댔어
P0 	: 수육도 맛있대
P1 	: 호오
P1 	: 근데 고성은
P1 	: 3시간이나 걸리네
P0 	: 아 강릉보다 더 멀어?
P1 	: 좀더위에인데
P1 	: 거의
P1 	: 걍
P1 	: 북한 밑임
P0 	: 아하 멀구나
P0 	: 강릉이 여러모로 접근성 좋긴하지
P0 	: 우리 예전에 갔을때 그
P0 	: 하늘 나는거
P0 	: 짚라인 재밌지않았니
P1 	: 맞어
P1 	: 근데 다신 안하고싶어
P0 	: 왜?
P1 	: 몬가 무서워
P1 	: 떨어질거가태
P0 	: 나는 좀 시시했는데
P0 	: 무섭지는 않구
P0 	: 그 2018년도에
P1 	: 그러다가
P1 	: 똑떨어지면어캄
P0 	: 평창강릉갔을때 먹은 버거
P0 	: 또먹고싶다
P0 	: 그러면 보험금
P0 	: 마니받음
P0 	: 개이득
P1 	: 강릉갓을때
P1 	: 뭘먹엇더러ㅏ? 
P0 	: 수제버거
P1 	: 나왜 
P0 	: 폴앤메리?
P1 	: 먹은기억이업
P1 	: 아
P0 	: 그런 이름이었는데
P1 	: 그 막 치즈넘치는
P1 	: 그거
P0 	: 웨이팅해서 먹었자나
P0 	: 응 그거
P1 	: 난 그때
P0 	: 나는 낮부터
P1 	: 바닥에 더러운것밖에 
P0 	: 맥주마시고ㅋㅋ
P1 	: 기억이 안남
P0 	: 아맞아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 좀더러웠엌ㅋㅋ
P1 	: 바닥이 개 더러웟음 진짜
P0 	: 그거 먹고 나가서
P0 	: 바람 겁나 부는데
P0 	: 사진찍고놀았지
P1 	: ㅁㅈㅁㅈ
P0 	: 카페도 가고
P1 	: 카페도 갓엇지
P1 	: 거기
P1 	: 비오는데
P1 	: 롱패딩입고 누워잇엇지
P0 	: ㅋㅋㅋ 힘들긴한데 재밌었어
P1 	: ㄱ-
P0 	: ㅋㅋㅋㅋㅋ 우산뒤집히고
P0 	: 난리남
P0 	: 그리고 시장 가서
P0 	: 아이스크림츄러스 먹고
P0 	: 닭강정 포장했었나?
P1 	: 아이스크림 
P1 	: 츄러스 ?
P1 	: 맞다
P1 	: 그거기억남
P1 	: 집가기 전에 먹은듯 ?
P1 	: 아
P1 	: 케이티엑스에어 먹엇남 ?
P0 	: 닭강정?
P0 	: 집 와서 먹은거같은데
P0 	: 아 아니다...
P0 	: 기차역에서 막 먹었던거같앜ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 기차역에서
P1 	: 먹은기억이 잇긴 함
P1 	: 근데 다먹어버렷나
P0 	: 잘 기억이 안난다
P0 	: 다먹었던가
P0 	: 근데 되게 웃겼음
P0 	: 기차기다리면서
P0 	: 기차역의자에 앉아섴ㅋㅋㅋㅋ
P0 	: 나는 맥주마시곸ㅋㅋㅋ
P1 	: ㅁㅈ ㅋㅋㅋ
P1 	: 갑자기 기차역에서 먹방을
P1 	: 지금이라면
P1 	: 못할일
P0 	: 그렇네...
P0 	: 마스크벗으면
P0 	: 미친놈취급받겠지
P0 	: 와 진짜 코로나없던시절이 까마득하다
P1 	: 지금1년지낫나
P1 	: ㅠㅠ
P0 	: 코로나?
P0 	: 작년 2월부터 이 난리였으니
P0 	: 1년3개월...?
P1 	: 대체 몇년동안
P1 	: 더 코로나일까
P0 	: 그래도 백신이 있으니까....
P0 	: 내년쯤이면
P0 	: 어느정도 진정될거같은데
P0 	: 변이가 무섭긴해
P1 	: 어디서봣는데
P1 	: 다걸렷는데
P1 	: 백신맞은사람들만 안걸렷다는거
P0 	: 오 역시
P0 	: 효과가 있긴하네
P1 	: ㅇㅇ
P1 	: 효과가잇긴한가봐
P0 	: 나도 맞고싶다
P0 	: 어서 끝나서
P0 	: 여행가고싶어
P0 	: 마스크 벗고
P1 	: 나두
P0 	: 근데 나도 펜션 가고싶엉
P0 	: 나는 호캉스보다
P0 	: 펜션같은곳이 더 좋아
P0 	: 아니면 에어비앤비
P1 	: 나는
P1 	: 호캉스가 더 조아
P0 	: 호캉스는 뭔가 심심하지 않니?
P0 	: 뭘 해야할질 모르겠어
P1 	: 그래두 호텔은 조은게
P1 	: 청소도 안해도대구
P1 	: 몬가 편함
P0 	: 그건 좋긴해
P0 	: 펜션은
P0 	: 뒷정리 개짜증남
P1 	: 마저
P1 	: 설거지하는데
P1 	: 왜하는지 모르겟음
P0 	: 나는 쓰레기 분리수거
P0 	: 펜션이고 비앤비고
P0 	: 비싸잖아
P0 	: 청소비도 받으면서 ㅡㅡ
P1 	: 마저
P1 	: 그리고 비앤비는
P1 	: 가끔
P1 	: 재섭는 사람들이 잇는거같음
P0 	: 맞아 돈내고 가는건데
P0 	: 갑질함
P0 	: 그래도 좋은곳은 좋더라
P0 	: 비앤비
P0 	: 선택할수있는게 다양해서 좋아
P1 	: ㅁㅈ
P1 	: 후기만 잘보면
P1 	: 조을듯
P0 	: 펜션 평일에 가는거야?
P0 	: 주말?
P1 	: ㅇㅇ주말에
P0 	: 주말이면 비싸겠다
P0 	: 4인갈수있는곳이면
P0 	: 더 비싸겠네
P0 	: 방 찾기도 힘들구
P1 	: 그냥 저번에 찾은
P1 	: 2번째후보를
P1 	: 가자고해야겟스
P0 	: 어떤곳인데?
P1 	: 오션뷰인데
P1 	: 저번에 찾은곳보단
P1 	: 10마넌 비쌈 ㄱ-
P0 	: 헐...
P0 	: 스펙 비슷한데
P0 	: 가격만 비싼거?
P1 	: 흠
P1 	: 다른거는
P1 	: 옥상 수영장이 잇다 ..?
P0 	: 흠
P0 	: 갈거야?
P0 	: 수영하러?
P1 	: 흠
P1 	: 일단
P1 	: 무러바야겟씀
P0 	: 나는 막 그런곳 가고싶어
P0 	: 산 위나 언덕 위에
P0 	: 동떨어져있는
P0 	: 에어비앤비같은곳
P1 	: 근데 유치원친구들이랑 가면
P1 	: 자꾸 나만 찾아서 짱남
P1 	: 내가 안찾으면 아예
P1 	: 진행이 안댐
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ 아 뭔지 아라 그거
P0 	: 짜증나짘ㅋㅋㅋㅋㅋ
P1 	: 저번에 
P1 	: 새우먹으러 가재서
P1 	: 그러자!
P0 	: ㅇㅇ
P1 	: 이랫는데
P1 	: 결론적으론
P0 	: 안알아봄?
P1 	: 진행되지못함
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근야 자꾸
P0 	: 말만 던지고
P1 	: 먹으러가야지~
P1 	: 이러구
P0 	: 진행은 ㄴㄴ?
P1 	: ㅇㅇ
P0 	: ㅋㅋㅋ 뭐임 진짜
P1 	: ㄱ-
P0 	: 말꺼낸 사람이 알아봐야지
P1 	: 몬가
P1 	: 바빠서그른감
P1 	: 안찾으면어쩔수업이
P1 	: 내맘대루 가야징 >ㅇ<
P0 	: ㅋㅋㅋㅋㅋ 마자 알아보는 사람
P0 	: 마음임
P0 	: 불만있으면
P0 	: 직접알아보던가
P1 	: 그러고보니
P1 	: 내가
P1 	: 저기서 유일한 
P1 	: j 임
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: mbti?
P1 	: ㅇㅇ
P0 	: 잘모르는디
P1 	: j가 
P0 	: j는 먼데?
P1 	: 계획적인거구
P1 	: p가
P0 	: 충동적?
P1 	: 충동적이라기보단
P1 	: 좀
P1 	: 가능성을
P1 	: 열어두는 사람 ??
P0 	: 흠 무계획
P1 	: j는 빨리 결정 하는게 좋구
P1 	: p는 그때그때
P1 	: 달라질수도있는 사람
P1 	: 난완전 j임
P0 	: 난 p일거같기도
P1 	: 노
P0 	: 알아보기는하는데
P1 	: 너 j임
P0 	: 흠
P0 	: 머르겠서
P1 	: 와아ㅏ아안전 j임
P0 	: 식당 고를때는 j같긴해
P0 	: 약속잡히면
P1 	: ㅇㅇ
P0 	: 식당 백만군데
P0 	: 알아봄
P1 	: p는
P1 	: 알아보지도않음
P0 	: 아하
P0 	: 제일 짜증나는건
P0 	: 안알아봐놓고는
P0 	: 이러쿵저러쿵
P0 	: 불만말하는거
P1 	: ㅁㅈ
P0 	: 진짜 존나 싫음
P1 	: 그게젤ㅉ아나
P1 	: 짱나
P1 	: 이미 내가 1234432가지의 숙소를 찾아본 뒤
P1 	: 딱 좋은곳만 캐서 말한건데
P1 	: 별로 안좋은곳인마냥
P1 	: 말ㄹ하는사람있슴
P0 	: 재섭서
P0 	: 남의노력
P0 	: 개무시하고ㅡㅡ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ'
P0 	: 지는 알아보지도 않아놓고는
P0 	: 이러쿵저러쿵
P0 	: 말은 보태
P0 	: 애초에 근데 그런애들하고는 놀기시러
P1 	: 마따
P0 	: 다 멀어지게되더라
P1 	: 그럼이제 펜션을
P1 	: 찾았으니
P1 	: 다시
P1 	: 우리의 호텔을 보겠음
P0 	: 호텔
P0 	: 뭘보게
P0 	: 뭘먹을지...?
P1 	: ㅇㅇ
P0 	: ㅋㅋㅋㅋㅋ 나도 이미
P0 	: 그 해피아워
P0 	: 메뉴
P0 	: {censored}번 봄
P1 	: 어디볼까앙
P0 	: 해피아워 높은곳에서
P0 	: 하는게좋은데
P0 	: 2층에서 할때도 있대서
P0 	: 문의해봄
P1 	: 문의햇어 ?
P0 	: 평일에 사람 안많으면 걍 원래위치에서
P0 	: 한대
P0 	: 높은곳
P1 	: 아하
P0 	: ㅇㅇ 인원추가
P1 	: 평일이니까
P1 	: 갠찬겟지
P0 	: 물어볼라고
P0 	: 엑스트라베드 추가 필수냐
P0 	: 인원추가
P0 	: 언제얘기하냐
P0 	: 이런거 무러봄
P1 	: 맞다 그나저나
P1 	: 우리 그 배 타는거임 ?
P0 	: 몰라
P0 	: 근데 타도
P0 	: 괜찮을거같ㅇㅏ
P0 	: 시간이 좀 짧긴하다
P0 	: 30분탈수있던데
P1 	: 흠 근데
P1 	: 기왕 놀러간거
P1 	: 그런걸 타줘야
P1 	: 제맛아니겟스 /
P1 	: 근데
P1 	: 우리 3명이라 
P1 	: 추락 하는것 아님
P0 	: 최대인원 3명이던데
P0 	: 물에 빠지면
P0 	: 너를붙잡고
P0 	: 물위로올라가서
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 숨쉬겠어
P0 	: 니가희생해줘
P1 	: 야얌
P1 	: 입실이 몇시지 ?
P0 	: 2시
P0 	: 2시입실 2시퇴실
P0 	: 24시간스테이
P1 	: 그러면
P1 	: 2시에 입실해서 바로
P1 	: 다과를 먹을수있는거임 ?
P0 	: 다과는 아무때나
P0 	: 된다고한거같긴해
P0 	: 근데 별거없을걸?
P1 	: 이러케 써잇어
P0 	: 그냥...과자같은거...?
P1 	: 다과(쿠키) 11-4시
P1 	: 커피및 음표
P1 	: 8시 - 9시
P0 	: ㅇㅇ 그 있잖아 되게 허접한
P0 	: 대용량과자
P0 	: 이런거주지않나?
P1 	: 아하~
P0 	: 5시~8신가 그때까지는
P0 	: 해피아워라 먹을거많고
P1 	: 이브닝칵테일은
P1 	: 모지 .. ?
P0 	: ㅇㅇ 그게 해피아워
P1 	: 아
P0 	: 술 음료 무한이고
P1 	: 그러면
P1 	: 1부 5-6시반
P0 	: 안주류같은거 있는거
P1 	: 2부 7-8시반
P1 	: 이건가 ?
P0 	: 치킨도있고 연어도있고
P0 	: 맞아
P0 	: 시간이짧아서
P0 	: 좀 아쉬움
P0 	: 한시간반이면 은근 촉박한뎅
P1 	: 연어구이 치킨 커리
P1 	: 만두 닭갈비
P0 	: 나는 치킨 조진다
P1 	: 김밥
P0 	: 뷔페치고는 부실하지만
P1 	: 모이정도면 충분하겟네
P0 	: 저녁떼울만은할듯
P0 	: 부족하면 밤에 야식 ㄱㄱ
P0 	: 넌 술 안마실거지?
P0 	: 칵테일 맨들어먹고싶다
P1 	: 아마 안머글듯
P0 	: 그럼 음료를 술처럼
P0 	: 마시기
P0 	: 빨리 가서
P0 	: 전망좋은자리 잡자
P1 	: 이번엔
P1 	: 조식을 보겟습니다
P0 	: 조식은 그냥 그렇다더라
P0 	: 그래도 좋아
P0 	: 뷔페는 언제나 옳지
P1 	: 아침부터 삼겹살을
P1 	: 주다니
P0 	: 헐 삼겹살?
P0 	: 진짜?
P1 	: ㅇㅇ
P1 	: {share:url}+%EC%89%90&qdt=0&ie=utf8&query=%EC%9D%B8%EC%B2%9C+%EC%89%90%EB%9D%BC%ED%86%A4
P0 	: 베이컨이 아니고 찐 삼겹살을?
P1 	: 이거바방
P0 	: 구워서줘?
P0 	: 그냥통합검색으로
P0 	: 연결되는데
P1 	: {share:url}
P0 	: 와 대박이네
P0 	: 최신글이구나
P0 	: 좋다...삼겹살...
P1 	: 내가
P0 	: 저걸로 게임오버네
P1 	: 삼겹살 검색해보니
P1 	: 주는거 맞나봄
P1 	: 아침부터
P1 	: 삼겹살 ㅋㅋㅋ
P0 	: 멋있다..
P0 	: 완전 내취향
P0 	: 갑자기 기대되네..조식...
P1 	: ㅋㅋㅋㅋ
P1 	: 그니깐
P1 	: 기대됌
P0 	: 이브닝칵테일은 먹을게 별로 없는거같은데
P0 	: 조식이 굿이네
P1 	: 모 그때는
P1 	: 야식 먹자구
P1 	: ㅋㅋㅋㅋ
P1 	: 적당히 먹고
P1 	: 야식 먹자
P0 	: 그래
P0 	: 근데 송도쪽은
P1 	: 배터지게
P1 	: 먹지말구
P0 	: 뭐 맛집도 없더라
P1 	: 배달
P1 	: 되지않을까
P1 	: 그때 돗자리깔구 먹은거
P1 	: 웃겻는데
P0 	: ㅋㅋㅋㅋ 좋았어근데
P0 	: 어차피 세명이면
P1 	: 이번에는
P1 	: 먹을 자리 잇나 .. ?
P0 	: 테이블쓰기도힘들구
P0 	: 음 있긴한데
P0 	: 거기도 두명이 최선일듯
P1 	: 설마 거기두
P1 	: 돗자리를..
P0 	: ㅋㅋㅋㅋㅋ 좋..던데
P1 	: 테이블이 그
P1 	: 일하는
P1 	: 책상같은
P1 	: 그거임 ?
P0 	: ㅇㅇ 그거
P1 	: 흠
P1 	: 의자2 개는
P1 	: 잇는데
P1 	: 한명의자가 업엉
P0 	: 바닥에서 먹자
P1 	: ㄱ-
P1 	: 또 ?!
P0 	: 재밌잖아
P0 	: 편하고
P1 	: 드럽잔아
P1 	: ㄱ-
P0 	: ㅋㅋㅋㅋ 그건그래
P0 	: 그럼 방에선 과자나 머거
P1 	: 그럼
P1 	: 나가서 사먹를까 ?
P0 	: 근데 진심 그 근처에
P0 	: 뭐가 없음ㅋㅋㅋ
P0 	: 엄빠 작년에
P0 	: 그옆 한옥호텔
P0 	: 보내드렸는데
P0 	: 맛집 아무리 찾아봐도 없더라
P1 	: 흠
P0 	: 걍 뭐 파는곳이 없어
P1 	: 치킨집두업어 ?
P0 	: 흠 있을라나
P0 	: 근데 저녁
P0 	: 이브닝칵테일때
P0 	: 치킨나오자나
P0 	: 또치킨..?!
P1 	: 그러네
P1 	: 그럼피자 ?
P0 	: 그럴까
P0 	: 아니면 떡볶이
P1 	: 오호
P1 	: 그거도갠찬겟네
P0 	: 그럼 2시에 체크인을 하고
P0 	: 호텔에서 좀 놀다가
P0 	: 5시부터 6시반까지 해피아워를 즐기고
P0 	: 공원을 갈까
P1 	: 흠
P1 	: 그래
P1 	: 저녁에
P1 	: 어차피 그때도 안어두우니깐
P0 	: 어차피 6월이라 낮에 더울텐데
P0 	: 더울땐 실내에 있구
P0 	: 좀 선선해지면 공원 ㄱㄱ
P0 	: 글고 그 보트도 밤이 이쁜거같더라
P1 	: ㅁㅈ
P1 	: 더울듯
P1 	: 밤에 타는게 좋겟다
P0 	: 보트가
P0 	: 그 문보트가 있고
P0 	: 더 큰사이즈...안예쁘지만 편한거
P0 	: 있던데
P0 	: 어떤거탈까?
P1 	: 안예븐건
P1 	: 모징
P1 	: 근데
P1 	: 어차피 우리가 안에 있는데
P1 	: 겉에서 볼때 이쁜 문보트를 탈 필요가 잇을까 ?
P0 	: ㅋㅋㅋ나도 그생각함
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 우리는 그냥
P0 	: 달조명불빛만...뒤에...있는거고..
P0 	: 지나가는 사람들이
P0 	: 우릴 찍겠지
P1 	: .. ?
P1 	: 우릴
P1 	: 찍어 . .?
P0 	: 신기하다고
P0 	: 찍지않을까?
P1 	: ㄱ-
P1 	: 그럼쪽팔린뎅
P0 	: ㅋㅋㅋ 딴 보트 탈까
P1 	: 평범보트타자
P0 	: 오키도키
P0 	: 그러고나서 배고프면
P0 	: 야식 먹자
P0 	: 딱이다
P1 	: 그래그래
P0 	: 제발 그날
P0 	: 날씨 좋았으면
P0 	: 좋겠다ㅠ
P0 	: 비오거나 황사면
P0 	: 너무 슬플거같음
P1 	: 황사면..
P1 	: 경치도안보일듯
P0 	: 차라리 비가 낫겠다
P0 	: 비면 운치라도 있지
P0 	: 황사면...ㅎ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 맞어
P1 	: 비오면
P1 	: 비올때듣기조은노래 
P1 	: 이런거 들으면
P1 	: 운치있슴
P0 	: 인정
P0 	: 재즈틀어놓자
P1 	: 오우
P1 	: 굿굿
P1 	: ㅋㅋㅋㅋ
P0 	: 블투스피커 챙길까ㅋㅋ
P1 	: 흠
P1 	: 그냥폰으로해도
P1 	: 되지안흥ㄹ까 ?
P1 	: 너무크게 하면 시끄러울수도 
