# FILE DATA
ID : MDRW2100027513
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 콘텐츠>도서, 잡지

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 인천
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 서비스 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 책 그만 사려고 했는데 또 샀어
P0 	: 몇권에서 무슨 장면 나왔지 이걸 10년 후에도 기억하드라
P0 	: 인상깊은 장면이라 그릏지만..
P1 	: 헐 난 기억 못할듯
P1 	: 그 작품에 이런 게 잇었지 <까지는 가능
P1 	: 몇권<모름
P1 	: 내가 이북으로 읽어서 그런가요
P1 	: 옛날에는 대여점에서 책 빌려봤잖아
P1 	: 그시절에도 기억이 안나 너무 옛날인가
P0 	: 너무 예전일 수도 있고...
P1 	: 언니는 기억나지요?
P0 	: ㅇㅇ 네에 그렇습니다. 이 작가가 저거 그렸다 이런 거 너모 재밋어
P0 	: 좀 관심사가 달라서 뇌를 쓰는 방식이 다른덧ㅋㅋㅋㅋㅋ
P1 	: 그냥 아 잼따 ㅎ 로 끝나는 듯 나는.... 작가....작가가 누구지?수준ㅋㅋㅋ
P0 	: 뇌에 저장해두기 ^ㅡ^ 그래서 나는 종이책이 더 좋은듯
P0 	: 믈론 웹툰도 기억하면 기분 째지지만...
P1 	: 나도 만약에 우리집에 커다란 서재가ㅡ있고 내가 부자였다면 읽은 책 모듀모두 모아둘거
P1 	: 지금은 그지니까 이북
P0 	: 나중에 방 하나를 책방으로 만들고 싶지ㅋㅋㅋㅋㅋ
P1 	: 만화방처럼 막 옆으로 넘기는 책장에
P1 	: 빼곡하게 책 쌓아서 ㅋㅋㅋㅋ
P1 	: 근데 그렇게 차리면 부실한 집은 무너지겠지... 책이 무거우니까
P0 	: 책 많은 집은 공사를 한다카더라
P0 	: 우리집도 이사할 때 내가 책 좀 정리했는데
P0 	: 책 많다고 추가 요금나옴ㅋㅋㅋㅋ
P1 	: 헐 ㅋㅋㅋㅋㅋ 그런 것도 있구나
P1 	: 역시.... 이북을 생활화합시다
P1 	: 책은 진짜 이사갈때가 제일 곤란한 거 같오
P1 	: 나도 현물 모으던거.... 룬의 아이들이나 십이국기
P1 	: 만화책들..... 다 알라딘에 되팔잖아
P1 	: 안챙겨가...팔아.... 책은....또 돈이니까!
P0 	: 맞아 만화책은 되팔고 되사고 해서ㅋㅋㅋㅋㅋ
P0 	: 글고 이북은 만화책 보기에 화면이 넘 작아
P1 	: 패드로 보세요
P1 	: 피씨로보세요
P1 	: 구거..뮤ㅓ지.... 삼성.....폴드
P0 	: 플립?
P0 	: 폴드?
P1 	: 그거 이북 만화책 최적화래
P1 	: 화면 큰거 ㅋㅋㅋㅋ
P0 	: 그래 3개월만 늦게 살걸 그랬다ㅜ생각은 좀 들더러
P1 	: 드럽게 비싸지만
P0 	: 이거랑 또이또이한듯
P1 	: 앗 그럼 아쉽네 ㅋㅋㅋㅋㅋㅋ 커다란 리더기겸 폰을
P1 	: 가질 수 잇었는데 ㅠㅠ
P0 	: 글게 말여ㅋㅋㅋㅋㅋ
P0 	: 아무튼 나는 화산귀환 최신화보다 10화 정도 느리게 보고있는데
P1 	: 웅웅
P0 	: 그제 본 거 : 남궁이 싸움. 죽기 직전에 청명이가 칼던져서 등장함
P0 	: 아
P0 	: 어제 본 거 : 청명이 뒤로 애들 등장함. 우리가 간다 너희 각오해라
P0 	: 이거라서 앞으로 주구장창 싸울 텐데
P1 	: ㅋㅋㅋㅋㅋ며칠 묵혀야 하는 거 아냐?
P0 	: 5화~7화 이내로 남궁 소가주가 청명이한테 간과 쓸개를 다 내어준다고 해서
P1 	: 연재물은 와다다다 봐야해
P0 	: 그게 어떻게 가능하지 하는 중
P0 	: 시한부
P0 	: 천재
P1 	: 전..개..가..빠..르..네
P1 	: 나쁜말이래서 먹힘ㅍ
P0 	: 는 한 화에 내용이 꽉 차서
P0 	: 아 맞아 ㅁ...ㅈ... 안된대
P0 	: 스르륵 넘기면 내용을 통째로 놓치는데
P0 	: 화귀는 3화정도 후르륵 넘겨도 같은 배경이라
P1 	: ㅋㅋㅋㅋㅋ맞아맞아
P0 	: ^ㅡ^ 책마다 전개방식 다른 것도 흥미로운 거 같음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 그렇게 느껴
P1 	: 화산귀환은 일일연재여서 다행아니냐
P0 	: 자기 연재 스타일 알고 그렇게 한 거 같음
P0 	: 그냥 많이 쓰면 좋은 것도 있는데 하고싶은 말 다하고 싶은 것도 있고
P0 	: 주 3회였으면 전개 스타일이 좀 달랐겠지
P1 	: 부럽다 그렇게 쭉쭉 글 쓰는 능력
P0 	: 천상 글쟁이인듯
P0 	: 비가 대단해...
P1 	: 그러니 베세랭킹에 들지요
P0 	: 내 머릿속에 이름을 남겼네
P1 	: 싱숑
P1 	: 비가
P1 	: 전민희
P0 	: 이영도
P0 	: 흙수저
P0 	: 휘긴
P0 	: 김철곤...
P0 	: 많다...
P1 	: 아는 작가가 많군
P1 	: 난 진짜 작가이름 기억못함
P1 	: 저들은 대단한 거야
P1 	: 엥...
P1 	: 하...얀...늑..대..들...작...가..가... 누..구...엿...더...라
P1 	: 윤현승
P0 	: 맞아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 검색함 ㅋㅋㅋㅋㅋ
P1 	: 하얀늑대들은 읽어봤어?
P0 	: 아니 그건 안읽어본듯
P1 	: 이거 주인공 입이 사기꾼이래서 좀 궁금해
P0 	: 내가 읽어본다
P1 	: 나 사기꾼 주인공 좋아해서
P0 	: 책 좋아
P0 	: (하지만 천천히 읽는다)
P1 	: ㅋㅋㅋㅋㅋ언젠간..... 세일하면....사야지...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얼마나 사기꾼인지 보겠다아
