# FILE DATA
ID : MDRW2100001527
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191220
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 충북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 충북
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  주 1~2회

P0 	: &name2&!! 선비랑 점심 먹는 중?!
P0 	: 고민된다
P0 	: &address&은 안 나오니ㅜ
P0 	: &name2&아 밥 먹었어?
P1 	: 아닝
P1 	: 헿
P1 	: 왜왜왜왜?
P1 	: {emoji}
P0 	: 아냐
P0 	: 그냥 혼자 먹을게^^!
P1 	: 와와와와
P1 	: ㅡㅡ
P0 	: 구라고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 먼데
P0 	: 뭐 먹고 싶은지... 생각해놔
P1 	: 오케
P0 	: 나 머리 말리고 있을게
P1 	: 웅!
P1 	: &name1&
P1 	: 머리머리언제다말라아아아아
P1 	: 아아아배고파서 쓰러질것같아아아아
P1 	: 헣
P1 	: {emoji}
P0 	: 다 말렸어 !!
P1 	: 지금나갈까?
P0 	: 잠만
P0 	: 지금!!
P1 	: 웅!
P0 	: {share:url}
P1 	: &name1&
P1 	: 7400
P1 	: 입금했어염
P1 	: 칭찬해주세요
P1 	: {emoji}
P0 	: 400원은
P0 	: 왜 입금했어요?
P0 	: {emoji}
P1 	: 아이스크림{emoji:😉}
P0 	: {emoji}
P1 	: 앗 사주신거였나여
P1 	: ㅋㅋㅋㅋㅋ
P0 	: {emoji:😔}
P1 	: 그럼 비싼거먹을걸
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 담엔 베라로 부탁해염 찡긋{emoji:😉}
P0 	: &name2&아 그래서 청불 왜 사 주는 거야??
P0 	: {emoji}
P1 	: 청불 내가 가게 사면^^
P0 	: &name2&아 비가 온다
P0 	: 울지 말라고 했지... 내가......
P1 	: 아 내 눈물이 내리는거야
P1 	: ㅎㅎㅎ
P1 	: &name1& 비맞지말고다녀
P0 	: 난 롱패딩이 있지롱
P0 	: 알바 중이야??
P1 	: 끝났지~
P1 	: 대체사유서 쓴줄알았닥ㅋㅋㅋ
P0 	: 와
P0 	: 진심
P0 	: 새까맣게 잊었어
P1 	: 앜ㅋㅋㅋㅋㅋㅋ 괜찮어~그럴수도있징
P1 	: 지금 버스탔닼ㅋㅋㅋㅋㅋ
P1 	: 그래서 아까 &address&은 한 번 봤어?
P0 	: 아니 전화 나중에 왔는데
P0 	: 그때 이미 집이라서 걍 나중에 보러간다구 했어 !!
P1 	: 그랬구만 잘했엉!{emoji:😉}
P0 	: &name2&아 새해 복 많이 받아 !!
P1 	: 흐얼
P1 	: &name1& 감덩
P1 	: 새해 복 마니받어!!!!
P0 	: {emoji}
P1 	: 그리고 할 말이 있어여어어
P1 	: 이차저차하여 14일날 &name6&생파겸 &name2& 생파할듯 한데 시간나시면 오세용
P1 	: 장소미정
P0 	: 넵! 불러주셔서 감사함다!
P1 	: 그래요 양손 무겁게ㅎㅎㅎㅎㅎㅎㅎ
P0 	: &name2&아
P0 	: 나 고민!!
P0 	: 한국사 중급 살까 고급 상까?
P1 	: 아ㅠㅠ
P1 	: 난 고급사긴했는데ㅋㅋㅋ
P1 	: &name1&!! 나  2시쯤 만날 수 있을 것 같앙 그때보장!
P0 	: 알았오!!
P0 	: {emoji}
P1 	: 앗
P1 	: 잠만
P1 	: 어떻게된겨ㅋㅋㅋ
P1 	: &name1&아..?
P0 	: 나 부동산!!
P1 	: 아ㅋㅋㅋ
P0 	: 잠만 ㅜㅜ 거의 다 됐어 !!
P1 	: 앞임ㅋㅋㅋㅋ
P1 	: &name1&... 나 너무 배고파서 10분뒤에 퇴근할게..
P0 	: 어?
P1 	: 꼬르륵소리나서 ㅋㅋㅋ  중등부온겨ㅋㅋㅋ
P0 	: 아 ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅜㅜ
P0 	: 아 그러게
P0 	: 아무도 머 시켜먹자는 말을 안 하네...
P1 	: 2시간출근이라ㅋㅋㅋ
P1 	: 그니까...
P0 	: 아 너 오늘 두 시간 출근이야?
P0 	: {emoji}
P1 	: 웅!ㅠ
P0 	: 부럽다... 잘 가
P0 	: 얼른 가서 밥 먹어 !! ㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 머하고있어
P0 	: 나 화장실이었어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앜ㅋㅋㅋ
P1 	: {share:photo}
P1 	: 화질쏘리...
P1 	: 이렇게하면 된건가?
P1 	: 그리고 머리망도 필요해?ㅠ
P0 	: 시험도 본 거지??
P0 	: 머리망 필요없어!! 그냥 대충 묶으면 돼
P1 	: 시험?
P1 	: 그냥 강의랑 세트로 되어있는거지?
P0 	: 응응
P1 	: 땡스~{emoji:😉}
P0 	: &name2&아! 알바 첫 날 어땠어?? ㅋㅋㅋ
P1 	: 앗!! 니가 알려준거랑 진짜 똑같더라ㅋㅋㅋ
P1 	: 새록새록 기억나서 도움 많이 됐엉!!
P1 	: 오늘은 그렇게 안바빴다고 그러더라고ㅋㅋ
	  설거지하고 파스타만 만들고했당!!
P1 	: 너는 부모님이랑 이사한거야?
P0 	: {emoji}
P0 	: 아니!! 나중에 또 오신대
P1 	: 오ㅋㅋㅋ좋겠넹ㅎㅎ
P1 	: &name1& 알바중ㅜㅜ
	  5시에 만나용!{emoji:😍}
P0 	: {emoji}
P1 	: {emoji}
P0 	: 왜 울어ㅠ.ㅠ
P1 	: ㅋㅋㅋ
P1 	: 퇴근이당
P0 	: {emoji}
P1 	: &name1&~~/
P1 	: 5시55분~~
P1 	: 밥 든든하게 먹고
	  옷 따숩게 입고 만나요!!{emoji:😉}
P0 	: 누물나
P0 	: 지금 배고파
P1 	: 엥?ㅋㅋㅋㅋ밥을먹엉!!
P0 	: 저번에 &name7&가 먹었던 샐러드ㅜㅜ
P0 	: 그거 먹고 싶어서 지에스 갔늗데 없어
P0 	: 지도 검색해서 다른 데 왔는데 휴점이야
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 샹... 샹
P1 	: 양배추쌈...은 어때..
P0 	: {share:photo}
P1 	: 뭐야ㅋㅋㅋ
P0 	: {share:photo}
P1 	: 샀어 결국?ㅋㅋㅋ
P0 	: 네...
P1 	: 수고했으!!
P1 	: 사진
P1 	: 아..미친...
P1 	: 회식 진짜하냐...
P1 	: ㅠㅠ
P1 	: &name1&~~
P1 	: 55분?
P0 	: 넵 !!
P0 	: &name2&아 나 신전 앞에 있어 !!
P1 	: 헐ㅠㅠ
P1 	: 나늦었어ㅠㅜ
P0 	: 거ㅐㄴ판아!!
P0 	: 얼른 오아
P1 	: 뛸게!!
P1 	: &name1&!! 근데 14일날 아마 술먹을 것 같은데 너 괜찮아? 먹을 수 있어?
	  우리 넷이 만날거야!
P0 	: 웅...!
P1 	: 오킹!
P1 	: &name1&!!
P1 	: 난 &name6&선물 블러셔 하기로했으!!
P1 	: 혹시겹칠까봐!
P1 	: &name8&는 귀걸이래유!!
P0 	: 네 !!
P0 	: 너는 머 갖고 싶은 거 없어? ㅠ.ㅠ
P1 	: 앗..말해두되나....
P1 	: 음...오래오래 생각해본결과!!
	  피어싱이나 귀걸이??  저렴한걸로...
	  다른것도 괜찮아!!
P0 	: 알았어 !!
P1 	: ㅋㅋㅋㅋ알겠오!!
P0 	: &name2&아 생일 축하해~~~ 오늘 알바는 잘 하구 집 갔니?! 나는 깜빡 잠들었다가 방금 일어나서 카톡한당 그래도 너 생일 5분 전에 일어나서 다행이다{emoji:•}{emoji:•}{emoji:•}{emoji:•}{emoji:•},,,,,, 
	  오글거리는 말도 쫌 적어볼게 ! {emoji:•}̀ㅅ{emoji:•}́ 
	  나랑 친구해줘서 고마워.. ㅎㅎ 내가 맨날 노래부르고 귀찮게 해도 다 받아주고 어디 갈 때 같이 있어주는 것도 넘 고마워 !! 
	  착한 &name2&아 오래오래 친구하자~~~ 생일 축하해 !! 
	  선물은 ... 파티 날 줄게{emoji:😎}
P1 	: 헐 &name1&ㅠㅠㅠㅠㅠ
P1 	: 니가 젤 빨랐구만ㅋㅋㅋㅋ
P1 	: 감동.... &name1&아... 그리고 이건 비밀인뎅.. 너 노래 잘해!!
	  듣기죠아! 그니까 걱정말라규!!
P0 	: 응응 ... 알바 열심히 하공
P0 	: 케이크는 불었니?
P1 	: ㅋㅋㅋㅋ
P1 	: 웅!!
P1 	: 친구놀러와서 불었엉!!
P1 	: 푹쉬고{emoji:♥}
P0 	: 다행이다
P0 	: 너두 !!
P0 	: {emoji}
P0 	: &name2&아 지금 만나 가도 돼?!
P1 	: &name1&! 일단 잘자ㅜㅠ
P0 	: &name2&아 잘자 !! 오늘 재밌었어
P0 	: 그리구 &name9& 것까지 얼마 보내야 하는지 말해줘 !!
P0 	: {emoji}
P1 	: 12125원씩 보내면돼용 각자!
P0 	: 이따 만나서 현금으로 줄겟 !!
P1 	: 오켕~
P1 	: 아니..&name10&오빠 선물 너무 부담스러워서 그런거야...
P1 	: 하...
P0 	: ㅠ
P0 	: 괜찮아
P0 	: 만삼천원이면
P0 	: 딱 적당하게 준거야
P0 	: 내가 &name10&여도
P1 	: 아니...이거 진짜
P0 	: 자기 여친이랑 여친 친구 생일 비슷하면
P0 	: 적당히 가성비 챙기면서
P0 	: 잘 준 거야
P0 	: 딱 적당한가야
P0 	: 괜찮아
P1 	: &name6&가 &name10&오빠만나서 내 생일 선물 샀다는데 그때 오빠가 내 생일선물 산거..
P1 	: &name1&!!!!!
P1 	: 11시 갈겨?
P0 	: {emoji}
P0 	: 넘 가기 싫은데 가야할 것 같아 ...
P1 	: 11시까진인가?
P0 	: 그랬던 것 같아 !!
P0 	: 시간은 안 나와있네 톡방에
P1 	: 하...
P1 	: 나 아직도 일행..
P0 	: 헐
P0 	: 많아? ㅜㅜㅜ
P1 	: 웅ㅋㅋㅋ
P1 	: 이제 끝났다
P0 	: 진짜 수고했어 ......
P0 	: &name2&아 !! 오늘 갈 거야 ?!
P1 	: 너가면..갈라곸ㅋㅋㅋ
P0 	: 그럼 우리 언제 만날까?!
P0 	: 걸어갈 수 있는 거린데 30분 걸리고
P0 	: 택시 타면 7분이야 !!
P0 	: 글고... 나는 아직 안 아이고 &name3&다
P1 	: ?
P1 	: &name3&다?
P0 	: 10시 40분까지 매장에서 이동이래
P1 	: 엥?
P1 	: 차타고 가는건가?
P1 	: 뭐지
P1 	: 10시25분까지 만나까?
P1 	: 너희집앞
P0 	: 넵 !!
P1 	: 지금..나가요ㅠㅠ
P1 	: 언제까지
P1 	: 있으실까...
P1 	: ㅎ...
P0 	: ㅎㅎ
P1 	: &name1&아! 
	  나 할말이 있오!!!
	  나  피자헛 알바 이모님께 목금 파리바게트 알바하다가 교통비 때문에 남는게 없어서 그만둔다고 했어!
	  너한테까지 물어보실줄 몰랐는데..  곤란하게 해서 미안ㅠ 이젠 거짓말 못치겠당..
	  그리고 이건 나중에 만나서 말할까하다가 그냥 미리 말할게! 내가 알바를 사실 하나 더 구해야 하는데 자리가 없어서.. 피자헛 알바 2월지나고부터는 평일에 더 근무할 수도 있을 것 같아! 사장님한테 말씀드리긴 했는데 아직 확실하진 않아! 상황이 결국.. 이렇게 되었다..
	  이모님께 전해들을 것 같지만 먼저 소식을 전하고자 연락했어ㅋㅋㅋ
P0 	: 아아 알겠어 !! 미리 말해줘서 고마워 {emoji:😎}
P1 	: 웅! &name1&~ 본가 잘 다녀와!{emoji:😉}
P1 	: &name1&! 오늘 야학가지?
P0 	: 응 !!
P1 	: 5시50분까지 보까!!
P1 	: 신전?ㅎㅎ
P0 	: 넵 !!
P1 	: 죠아유~ 그때봐유!{emoji:😍}
P0 	: &name2&아 우리 오늘 수업 없는 거 맞지?..
P1 	: 웅!
P1 	: &name1&..55분까지...만나자..
P0 	: 고마워....
P1 	: ㅋㅋㅋㅋ
P0 	: &name2&아
P1 	: 오!!!
P0 	: 나나나나나나나는
P1 	: &name1&
P0 	: 다다다다ㅏ다다서섯시
P0 	: 35분에 신전 앞에 딱 서 있을게.
P1 	: 그래!나도ㅋㅋㅋ
P1 	: 조조조아아아!
P0 	: {emoji}
P1 	: {emoji}
P1 	: &name1&!55분에 만나요~!
P0 	: 넵!
P1 	: 아니...이렇게 갑자기? 수업 한시간 전에..방학공지ㅋㅋㅋㅋㅋ
P0 	: {emoji:‪}ˆ̑{emoji:‵}̮ˆ̑ ...
P0 	: 흠......
P0 	: 갑자기 자유인이 됐네 ...
P1 	: 그니깤ㅋㅋ
P0 	: &name2&아
P1 	: 웅?
P0 	: 나 지금 크아하러 피씨방 가는데
P0 	: 너 혹시 안 올거냐고
P0 	: 혹시나 하고 물어볼라고
P1 	: 앜ㅋㅋㅋㅋㅋ
P0 	: 연락했어 ..
P1 	: 나 오늘은 넘 피곤해서ㅠㅠ
P1 	: 담에 꼭 껴줘..
P1 	: {emoji}
P0 	: 웅!!
P0 	: 잘 자!!
P1 	: 웅웅!
P1 	: 부시고와!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ엉!!
P1 	: 파이팅!{emoji:😍}
P0 	: &name2&앗
P0 	: 혹시 피자헛 월급 들어왔어??
P1 	: 웅!
P0 	: 너 돈 맞아?!
P1 	: 너도?!
P0 	: 나 들어오긴 했는데
P0 	: 좀 비는 것 같아ㅠ.ㅠ
P1 	: 아니..2000원 더 들어옴...
P1 	: 왜지..
P0 	: 나는... 머지
P0 	: {share:photo}
P0 	: 나 이만큼 들어왔는데
P0 	: 뭐로 계산해도 저게 안 나와 ㄱ-
P1 	: 너 얼마들어와야하는데?
P0 	: 그걸 몰라...!
P1 	: 앜ㅋㅋㅋㅋ계산해봐!
P1 	: 몇시부터 11시부터 17시까지
P1 	: 6시간!
P0 	: ㅜㅜ우리 시간 당 7731원 받는 거 맞지.??
P1 	: {share:photo}
P1 	: 이거아닌가?
P0 	: 근데 저거 작년 최저시급이고
P1 	: 이번이 8530원아니야?
P0 	: 올해는 8590인데
P1 	: 8590이야?
P0 	: 네이버가......
P0 	: 잠만 ´ㅅ`
P1 	: 아 맞당!
P0 	: 맞아.??
P1 	: 웅
P0 	: 그그그근데
P1 	: 8590원이지..
P1 	: 잘못계산했으..
P0 	: 그러면 8590에서 10% 빼니까
P0 	: 7731인데
P1 	: 웅웅
P0 	: 어라 맞다
P1 	: &name1&
P0 	: 1월 24일에 설 연휴였지?
P0 	: 응응 왜?
P1 	: 웅ㅋㅋㅋ
P1 	: 그르네!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그때쉬었징
P1 	: 그거빼면 맞어?
P0 	: 헉
P0 	: 대충 맞네
P0 	: 너무 재밌다
P1 	: ㅋㅋㅋㅋ
P0 	: 흐흐... &name3&를 믿어야지
P1 	: 역시
P1 	: &name3&
P1 	: 철저해
P1 	: {emoji}
P0 	: 미안하다 &name2&아
P0 	: {emoji}
P1 	: 그니까그니까! 손가락아프당
P1 	: ㅋㅋㅋ
P1 	: {emoji}
P0 	: 하 나 30만원씩 적금 들어서
P0 	: 이번달 남는 돈이 없어
P0 	: 짱난다
P1 	: 앜ㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: 곧 부자될거야 &name1&..
P0 	: 응응 ... 고마워 ...
P1 	: 일단 교양찾고
P1 	: 음..
P1 	: ㅋㅋㅋ
P0 	: 웅응 ...
P1 	: 시간표 그지같다ㅠㅠ
P1 	: {emoji}
P0 	: ㅠ.ㅠ
P0 	: 근데 우리 저기에
P0 	: 야학 시간표도 생각해야 하는 거 알지...
P1 	: 웅웅ㅠㅠ
P1 	: 하..
P1 	: 야학...
P1 	: 일부러 지웠당  넘 암담해서ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미리보기로 봤어
P0 	: {emoji:‪}ˆ̑{emoji:‵}̮ˆ̑
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그럴것 같았당ㅋㅋ
P1 	: {emoji}
P0 	: {emoji}
P1 	: &name1&ㅠㅠ
P1 	: 나 청주왔는데 연락못했었다..
P1 	: 마늘빵..받기로 했었는뎈ㅋㅋㅋ
P1 	: 만나기 힘들구나ㅜ
P0 	: 앗 &name2&아!!
P0 	: 너 이따 알바 끝날 때 내가 잠깐 나올까?
P1 	: 헐ㅠㅠ
P1 	: 그럼내가 끝나고 연락해도 될까!
P0 	: ㅋㅋㅋㅋ넨!!
P1 	: 이따 전화할게유!
P0 	: 넹
P1 	: 퇴근했당!
P1 	: &name1&!
P1 	: 어머님들 프린트물 만들었어?
P0 	: 네!
P1 	: 파일로 보냈나요?!
P0 	: 넹
P1 	: 알겠음당!
P0 	: &name2&아...
P0 	: &name2&아 ......
P0 	: 좃댓다.
P1 	: 어어?
P1 	: 왜?
P1 	: &name1&..뭔데.....ㅠㅠ
P0 	: ㅜㅜㅜㅜ
P0 	: &name2&아
P0 	: 퉁퉁이 가고
P0 	: 심즈빌런 왔다
P1 	: ?
P0 	: &name2&아!!
P0 	: 너 혹시 국가근로 신청했어??
P1 	: 아닝아닝Aa
P0 	: 앗 글쿠나
P0 	: 알았어 !!
P1 	: 다녀왔어?!
P1 	: 근로된거야?!!
P0 	: 다녀오긴 했는데
P0 	: 아무래도 문자 나한테 잘못 왔던 것 같아 ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엥ㅋㅋㅋ
P1 	: 근로 신청한거 아니었어?
P0 	: 신청하긴 했는데ㅜ{emoji:‪}ㅜㅜ!!
P0 	: 애초에 나는 분위도 안 맞고 과사에 신청 넣지도 않았거든??
P0 	: 근데 일단 문자와서 가긴 한 건데 흠
P0 	: 암튼 대충 상담 비슷하게 하고 나왔어 !!
P1 	: 잘했어!{emoji:😊}
P1 	: &name1&!!
P1 	: 낼 아침에 출근하면
	  오늘 스즈닝 믹스 통을 닦아놓아서 스즈닝 믹스가 스테이크 시즈닝이랑 같은 통에 담겨져 있어!! 원래 통으로 옮겨놔줘!!{emoji:😊}
P0 	: 웅 알았어!!
P1 	: 웅ㅋㅋㅋ잘자유~
P0 	: &name2&아?
P0 	: &name3&가 준 버블티 있는데?
P0 	: 반 정두 남앗는데?
P0 	: 혹시 너 오면 먹을래?
P1 	: 아니아니ㅋㅋㅋㅋㅋ
P0 	: 알앗어 !!
P1 	: &name1&.. 이모님이 오늘 &name1& 진짜 왜 그만두는 거냐고 물어보시더라...
P1 	: 혹시  너한테 또 물어보실까봐..
P1 	: 일단 대충 둘러댔으..
P0 	: 헉
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 눈치 진짜 빠르다...
P0 	: 쩝
P0 	: 수고했어 &name2&아 !!
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아직..마감중ㅋㅋㅋ
P0 	: ㅠ.ㅠ
P0 	: 수고했어 &name2&아 !!
P1 	: ㅋㅋㅋㅋㅋㅋ고마워!!
P1 	: {emoji}
P0 	: 아
