# FILE DATA
ID : SDRW2100000485
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211006
topic : 우정 > 서로의 친구소식 공유

# SPEAKER_INFO
id : SD2100467
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대재

id : SD2100468
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 서울
education : 고졸

# SETTING
relation  :  연인


P1 	:아 &name1&아 / 요즘 친하게 지내는 친구 누구있어? /
P1 	:그럼 그 이후에는 대화를 아예 안 해봤어? /
	
P0 	:응 나도 그냥 포기했지 /
	
P1 	:으음 /(note : 발화겹침) 그럼 지금 아예 연락도 안 하고 지내는구나 /
	
P0 	:응 연락 안 해. /
	
P1 	:그럼 혹시 너는 내 친구 관계에 대해서 궁금한 거 있어? /
	
P0 	:너 친구 관계? /
	
P1 	:응 /
	
P0 	:나는 &name7&이라는 친구가 되게 궁금해 /
	
P1 	:아 &name7&이 / 음 &name7&이네 같은 경우에는 / 지금 계속 공부 열심히 하고 있는 친구야 /
	
P0 	:어떤 공부하고 있어? /
	
P1 	:어 지금 공무원 시험 준비 중이어 가지구 / 계속 하루종일 독서실 가 있어. /
	(note : 발화겹침) 응 /
	
P0 	:독서실? /
	(note : 발화겹침) 난 독서실 너무 어려워. /
	
P1 	:걔는 맨날 새벽 / 다 여섯 시부터 일어나 가지고 저녁 늦게까지 공부하더라고 /
	
P0 	:되게 열심히 한다. /
	
P1 	:응 정말 진짜 열심히 하는 친구야 /
	
P0 	:그 끈기 있는 친군가 보네. /
	
P1 	:그러니까 /
	
P0 	:그 /(note : 발화겹침) 너 친구 중에 &name10&라고 있지 않아? /
	
P1 	:어 맞아 &name10&있어. /
	
P0 	:&name10&는 요즘 뭐 하고 지내? /
	
P1 	:아 &name10&는 지금 / 학교 기숙사 들어가 있어. /
	
P0 	:기숙사? /
	 어떤 /
	
P1 	:응 / 아 걔가 지금 군사학과여가주고 / 근까 나중에 장래희망이 해군장교거든 / 근데 이제 / 군사학과 같은 경우에는 무조건 기숙사 생활을 해야 해. /
	(note : 발화겹침) 응 무조건 /
	
P0 	:무조건? /
	(note : 발화겹침) 왜? /
	
P1 	:규칙이 걍 애초에 그런가 봐. /
	
P0 	:음 / 그럼 &name10&라는 친구는 여자 친구 없어? /
	
P1 	:여자친구 지금 있어. /
	
P0 	:어떤 친구야? /
	
P1 	:어 그 / 인천 사는 친군데 / 한 살 많아. /
	
P0 	:아 연상 만나고 있는 거야? /
	
P1 	:맞아 연상이야. /
	
P0 	:어 되게 부럽다. /
	
P1 	:응 또 / 그냥 잘 지내는 거 같애 /
	
P0 	:잘 지내는 거 같애 걔네는 안 싸운데? /
	
P1 	:그 친구 싸우 서로 싸우긴 하는 거 같은데 싸우고 나면 항상 금방 풀드라고 /
	
P0 	:음 / 그 &name6&이라는 친구는 / 연애 안 한대? /
	
P1 	:어 지금 하고 있어. /
	 어 얼마 전에 여자 친구 사귀'었대 /
	
P0 	:하고 있대? /
	 어떤 친군데? /
	
P1 	:어 그 여자 친구가 나랑도 친군데 / 그냥 되게 밝고 활기찬 친구야. /
	
P0 	:그러면 &name7&이는 정말 공부만 하고 연애나 뭐 그런 따른 것들은 관심이 없대? /
	
P1 	:아니지 까 사람이다 보니까 외로움은 있는데 / 어 연애하는 거 자체에 대한 거부감이 있어 해. /
	
P0 	:어 근데 내가 듣기로는 예전에 &name7&이랑 &name8&이랑 연락했다고 하지 않았어? /
	
P1 	:걔네 둘이 이제 연락을 했었지 근까 &name8&이가 / &name7&한테 관심이 있었던 거 같애. /
	
P0 	:어떻게 연락을 받았대? /
	
P1 	:어 &name7&이 입장에서는 &name8&이가 자신의 취향이 아니니까 / 그냥 / 대충 연락 보고 답장 안 했던 걸로 들었어. /
	
P0 	:음 그렇구나 &name8&이는 왜 그렇게 연락을 했을까 /
	
P1 	:그러게 그건 나도 잘 모르겠어 그냥 / &name7&이가 마음에 들었던 게 아닐까? /
	
P0 	:&name7&가 되게 그 마르고 키 좀 있는 친구지 /
	
P1 	:마른 건 맞는데 키는 보통이야. /
	
P0 	:{laughing} 키가 크진 않아? /
	
P1 	:어 크진 않아. /
	
P0 	:그래 어 나 왜 크게 봤지? /
	
P1 	:아 애가 말라 가지구 쫌 키가 커 보였나 봐. /
	
P0 	:아 그런가 좀 커보 / 그런 거 같긴 하네. /
	
P1 	:아 맞아 이거 궁금했었던 건데 / 그러면 만약에 / 너가 지금 가장 소중한 친구가 몇 명이야? /
	
P0 	:지금 한 네 다섯 명 정도? /
	
P1 	:아 그 친구들은 / 거의 똑같이 / 친하게 지내는 거야? /
	
P0 	:되게 비슷비슷하게 친하게 지내고 있는 거 같애. /
	
P1 	:그 중에 이제 자주 보는 게 &name5&이란 친구인 거고 /
	
P0 	:그치 &name5&이 되게 자주 보지. /
	
P1 	:음 그 &name5&이란 친구는 남자 친구 있어? /
	
P0 	:&name5&이 남자친구 있어. /
	
P1 	:아 진짜? /
	
P0 	:어 다섯 살인가 아 네 살 연상 남자 친구 만나고 있어. /
	
P1 	:어 나이가 꽤 있으시구나. /
	
P0 	:음 아 그분도 그 군인 그거라는데 /
	
P1 	:아 직업 군인이셔? /
	
P0 	:직업군인까진 아닌 거 같고 약간 출퇴근 한다고 하던데 /
	
P1 	:아아 그냥 상근으로 군인 복무 중이시구나 /
	
P0 	:어 상근이라고 했던 거 같애. /
	
P1 	:으응 그분은 성격이 어떠셔? /
	
P0 	:되게 / &name5&이 되게 좋아하고 되게 잘 챙겨 주는데 / 쪼끔 집착이 있는 듯한 느낌? /
	
P1 	:아 그 남자 친구 분이? /
	
P0 	:응 /
	
P1 	:아 아무래도 훨씬 좀 / 어 애기 같은 여자 친구 만나니까 아무래도 좀 걱정이 될 수도 있겠다. /
	
P0 	:그렇긴 한데 &name5&이 성격이 쫌 약간 잡혀 사는 거 싫어하는 애여 가지고 조금 스트레스 받아 하더라고 /
	
P1 	:어 그래도 생각보다 심하긴 한가 보네. /
	
P0 	:아 쩌번에 한번 들어 봤는데 심하긴 했어. /
	
P1 	:어 무슨 일 있었길래? /
	
P0 	:그냥 &name5&이가 / 어디 가도 되냐고 물어봤는데 거기서 대뜸 / 기분 안 좋은 티 내면서 / 되게 분위기를 망쳤다고 하더라고 /
	
P1 	:아 그냥 어디 가도 되냐고 말만 했는데? /
	
P0 	:뭐 술집 가도 되냐고 했는데 / 왜 그거를 자기한테 얘기 하냐면서 되게 속상한 티 내고 막 그랬대. /
	
P1 	:아니 그 형도 술 마시러 다니지 않아? /
	
P0 	:그렇겠지. /
	 아무래도 스물다섯이니까 /
	
P1 	:아 그래도 여자친구가 가는 게 싫은가 보구나? /
	
P0 	:근데 걔 &name5&이가 간다고 했던 데가 헌팅포차긴 했어. /
	
P1 	:아 그럼 &name5&이가 잘못했네 /
	
P0 	:근데 &name5& / 그 친구가 거기 사장인데 / 걔는 가도 헌팅 같은 거 안 하고 술만 먹고 친구들이랑 놀러 간 건데 / 그렇게 오니까 이제 &name5&이는 쪼끔 어이가 없었던 거지 /
	
P1 	:으음 / 근데 그래도 남자친구분 입장에서 서운 할 수도 있긴 한데 / &name5&이 입장에서도 좀 답답하고 화날 수도 있었겠다. /
	
P0 	:그치 아무래도 좀 답답해 하고 스트레스 받아 하고 하더라고 /
	
P1 	:으음 / 그래서 지금 뭐 잘 지내고 있어? /
	
P0 	:지금은 또 잘 지내는 거 같더라고 /
	
P1 	:으음 그럼 또 또 따른 친구 얘기해 줄 거 있어? /
	
P0 	:&name2&이 남자친구도 스물다섯으로 알고 있어. /
	
P1 	:어 진짜? /
	
P0 	:어 /
	
P1 	:나이 그렇게 많았어? /
	
P0 	:어 그렇게 많았어. /
	
P1 	:야 걔 뭐 잘 만난대? /
	
P0 	:뭐 되게 잘 만나 너무 좋아해. /
	
P1 	:어 뭐 하고 지낸대? /
	
P0 	:근데 요즘 &name2&이가 집 밖을 잘 못 나가고 있긴 한데 / 나갈 때마다 남자친구 만나고 있고 / 맨날 스토리 하나씩 꼭 올라오고 /(note : 발화겹침) 그래 /
	
P1 	:어 /(note : 발화겹침) 어 되게 잘 만나나 보구나 / 걔네는 만난 지 얼마나 됐어? /
	
P0 	:한 달 두 달 됐나 그렇게 오래 안 됐어. /
	
P1 	:어 얼마 안 됐구나 / 어쩌다가 연애 시작했대? /
	
P0 	:&name2&이가 이제 그 / 호텔 쪽에서 일하다가 같이 일하는 동료로 만났다가 이제 연인으로 발전된 케이스? /
	
P1 	:(()) /(note : 발화겹침) 어 되게 좀 정석적으로 잘 만났다. /
	
P0 	:응 되게 정석이야 &name2&이가 엄청 좋아해. /
	
P1 	:음 그래도 뭐야 / 행복하게 잘 연애하니까 보기가 좋네. /
	
P0 	:맞아 나도 볼 때마다 쫌 뿌듯해. /
	
P1 	:그럼 맞아 너는 그 친구 관계에 대해서 / 어느 정도까지 친구라면 용서해 줄 수 있어? /
	
P0 	:어떤 의미에서 /
	
P1 	:그니까 예를 들어 뭐 친구가 / 너한테 이런 짓을 해도 / 이 정도 친구라면 넘어갈 수 있다 하는 거 /
	
P0 	:음 아까 얘기했던 그 네 다섯 명 되는 친구들이 /
	
P1 	:응 /
	
P0 	:어 나한테 / 좀 거짓말을 하거나 /
	
P1 	:응 /
	
P0 	:좀 약간 / 잘못을 했어도 / 그 이유가 들어 봤을 때 좀 그럴만하다 하면은 솔직히 용서해줄 수 있고 / 솔직히 나는 그렇게 친구들한테 그렇게 화가 많이 났던 적이 없어 가지고 / 아직 그런 거에 대해서 생각을 안 해봤는데 /
	
P1 	:아 그럼 그 정도로 친구들이랑 크게 문제 있었던 적은 아예 없었던 거야? /
	
P0 	:어 그렇게 많지 않아. /
	
P1 	:어 그랬구나. /
	 그러면 뭐야 / 그 친구들 같은 경우에는 항상 / 그럼 뭐 서로 끼리도 친하게 지내는 거야? /
	
P0 	:되게 잘 지내고 있어 요즘 /
	
P1 	:아 그러면 너 포함해서 네 다섯 명이 같이 노는 거야? /
	
P0 	:어 나 포함해서 네 명 정도 같은 고등학교에서 친구고 / &name5&이는 이제 나랑만 친구야. /
	
P1 	:아 진짜 그럼 &name5&이만 따로 친구인 거네. /
	
P0 	:응 / 맞아. /
	
P1 	:음 어떻게 보면 쪼끔 더 특별하게 느껴질 수도 있겠다. /
	
P0 	:맞아 &name5&이랑은 초등학교 중학교 때까지 연락하면서 지내다가 / 고등학교 때 연락 끊겼다가? /
	 성인 돼서 다시 연락이 닿아 가지구 쫌 더 애틋한 게 있지 /
	
P1 	:고등학교 때는 왜 연락이 끊겼었어? /
	
P0 	:학교 좀 멀었고 서로 / 되게 / 그냥 각자 고등학교 생활하면서 / 쫌 / 쫌 연락 쫌 뜸했지 /
	
P1 	:아 그냥 서로 어쨌든 각자 자기 일을 하니까? /
	
P0 	:응 /
	
P1 	:응 그래도 지금 이렇게 계속 친하게 지내고 만나는 게 좀 신기하다. /
	
P0 	:어 나도 처음에 연락 했을 때 이렇게까지 쭉 이어질지 몰랐는데 / 어 생각보다 오래 이어지고 있어서 좋아. /
	
P1 	:어 근데 진짜 어쩌다가 성인 돼 가지고 갑자기 다시 연락하게 됐어? /
	
P0 	:그냥 어쩌다가 생각나 가지고 그냥 뭐 하고 지내냐 잘 지내냐 연락했는데 / 그렇게 연락하다가 또 만나고 하다 보니까 / 되게 요즘에 한 달에 한 /(note : 발화겹침) 열 번은 만나는 거 같은데? /
	
P1 	:진짜 자주 보네. /
	
P0 	:엄청 자주 봐. /
	
P1 	:근데 그렇게 자주 만나면 그 친구 남자 친구가 질투 안 해? /
	
P0 	:어 나 쪼끔 질투하는 거 같애. /
	
P1 	:아 그래도 아무래도 여자친구랑 더 있고 싶은데 맨날 너가 뺏어가는 듯한 기분 들 수 있겠다. /
	
P0 	:어 근데 어떻게 말하면 &name5&이가 나 집을 안 보내는 거긴 한데 어 그런 거 같애. /
	
P1 	:{laughing} / 그래도 확실히 잘 맞는 친구인 거 같애. /
	
P0 	:응 되게 잘 맞아. /
	
P1 	:음 그러면 / 혹시 그 아까 싸웠던 친구 있잖아. /
	 그 친구랑 / 다시 친하게 지낼 생각은 있어? /
	
P0 	:솔직히 그 친구랑은 고등학 아 중학교 때 처음 만났는데 / 한 / 학창시절 때까지만 해도 좀 괜찮았는데 / 한 고 삼부터 성인 되고 부터는 / 어 좀 많이 티격태격을 많이 했었어 가지고 / 안 엮이는 게 좋지 않을까? /
	
P1 	:음 보통 이제 싸우는 건 어떤 부분에서 많이 싸웠어? /
	
P0 	:그냥 일방적으로 왜 그랬냐. /
	 이런 얘기가 되게 많이 나왔어. /
	
P1 	:아 그냥 자기 혼자 서운한 거? /
	
P0 	:응. /
	 너는 뭐 싸웠던 친구 없어? /
	
P1 	:음 나는 애초에 친구들이랑 자주 싸우진 않는데 / 얼마 전에 엄청 친했던 친구랑 크게 싸운 적 있었어. /
	
P0 	:왜 싸웠어? /
	
P1 	:음 그 친구가 말을 안 해서 몰랐는데 / 사실 나에 대한 불만이 좀 있었었나 봐. /
	
P0 	:그렇구나. /
	
P1 	:어 그래 가주구 그냥 친구 안 하기로 했어. /
