# FILE DATA
ID : SDRW2100004250
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220123
topic : 가짜 뉴스에 대한 징벌적 손해배상 > 찬성 : 가짜뉴스로 인해 피해를 보는 사람들이 많아서 찬성.

# SPEAKER_INFO
id : SD2101210
age : 40대
occupation : 주부
sex : 여성
birthplace : 충남
principal_residence : 대전
current_residence : 대전
education : 고졸

id : SD2101211
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 충북
principal_residence : 대전
current_residence : 대전
education : 대졸

# SETTING
relation  :  기타


P1 	:뉴스를 보면은 요즘에는 / 어떤 걸 믿어야 될지 / 진짠지 / 참인지 알 수가 없고 / 또 요즘에 / 언론도 -마차- 저기 에스엔에스나 이런 것도 보면은 / 이 저게 진짜 맞는 건지 안 맞는 건지 / 그렇게 / 그런데 / 지금 이제 / 컴퓨터나 또 피씨가 있음으로 인해서 에스엔에스를 하니까 많은 사람들이 진짜 하고 싶은 말을 / -이- 응 동영상이나 이런 거 찍어 가지고 / 많이 하니까 / 많은 사람들이 알고 알게 되어서 / 좋은 거 같애 -옛날- 옛날에도 뭐 이런 게 사실 있었지만은 / 그렇게 널리 알리지는 못 했잖아 그래서 / 자기 거를 / 자기가 만들어서 표현하고 하는 게 너무나도 / 좋은 거 같애. /
	 그래서 / 응 / 어떤 식으로 됐든 그거를 잡고 -소- / 으 뭐 처벌을 하거나 하면은 / 이 범위가 -저- 줄어들잖아. /
	 그니까 / 그런 진짜 뭐 / 거짓인 거 외 나머지는 / 그냥 / 자유롭게 / 놔둬서 / 아 사람들이 / 이르케 자유롭게 / 창의롭게 / 표현하면 응~ 우리가 생각이 더 깊어지고 / 많은 것들을 또 접하게 되고 / 이렇게 하는 거 같애. /
	 그래서 / 응 에스엔에스나 유튜브 이런 것들을 너무 자제하면 안 된다고 생각해. /
	
P0 	:응 내 말을 오해했네. /
	(note : 발화겹침) 그런 창의성이나 내가 그런 거를 자제할려고 하는 그런 것이 아니라 /
	
P1 	:(()) /
	
P0 	:아닌 것을 긴 것처럼 말해서 타인에게 피해를 주는 것이 가짜 뉴스라고 하는 거지. /
	(note : 발화겹침) 그지? /
	(note : 발화겹침) 아닌 사실을 /(note : 발화겹침) 예를 들어서 /(note : 발화겹침) 누가 /(note : 발화겹침) 응 /(note : 발화겹침) 어 /
	
P1 	:(()) /
	
P0 	:그 여관이나 모텔 나왔어 /(note : 발화겹침) 그 자기가 -보- 자기가 자기는 그거를 갖다가 아 누구 나왔다고 뭐 이렇게 해 가지고 그 사람들 -가- 마치 /
	
P1 	:(()) /
	
P0 	:불륜을 저질른 것처럼 막 얘기한다는 거지. /
	(note : 발화겹침) 근데 볼 일 있어도 들어갔다 나올 수도 있는 거잖아. /
	
P1 	:(()) /
	
P0 	:확실히 사실이 검증되지 않은 것들을 갖다가 언론에다 퍼트려서 / 어떤 사람을 곤란하게 만들고 /(note : 발화겹침) 얼굴을 들지 못하게 만들고 이런 것들을 가짜 뉴스라고 하는 거고 그런 것들 있으면 안 된다고 하는 거지. /
	
P1 	:(()) /
	
P0 	:창의성이야 백 퍼센트 존중하지 그런 거야. /
	(note : 발화겹침) 응 -내- 내가 얘기하는 거는 오해한 거야. /
	
P1 	:(()) /
	
P0 	:그런 뜻으로 얘기한 건 아니야. /
	 알겠지? /
	
P1 	:(()) /
	
P0 	:어 /(note : 발화겹침) 그래서 /(note : 발화겹침) 그런 차원에서 /
	
P1 	:(()) /
	
P0 	:가짜 뉴스는 / 어떤 사람을 죽이는 그런 뉴스들은 하지 않아야 된다 / ((그런)) / 어 어떻게 공정위나 이런 데 거쳐서 / 그것들은 자제를 해서 / 응 /(note : 발화겹침) 그런 걸로 인해서 어떤 사람이 목숨을 끊었다 /
	
P1 	:(()) /
	
P0 	:그거 누가 책임질 꺼야? /
	
P1 	:(()) /
	
P0 	:아무도 책임 안 지더라고 /
	
P1 	:(()) / 그런데 뭐 손해배상을 그런 걸 뭘 청구를 하고 이렇게 하면은 / 기자들이 어떻게 자유롭게 / 그런 것들을 쓸 수가 있겠어? /
	 사실 자기들도 봤으니까 뭐 제보를 받고 / 그거에 대해서 검증 안 됐다 할지라도 일단은 / 기자로서는 / 응 얘기가 들어 왔으니까 내는 거고 그 사실인지 아닌지 / 점검을 나중에 보니까 아닌 경우가 있는데 / 그 제보자가 있으니까 또 하는 거고 그래서 가짜 뉴스 발표를 -해- 했는데 / 그게 나중에 아니야 / 어 후 기자도 사실 / 피해자지. /
	 그러기 때문에 / 가짜 뉴스에 대한 처벌이라는 것들은 / 쫌 신중해서 해야지 / 뭐 결론적으로 / 가짜 뉴스라고 판명이 났지만 / 그 과정이라든가 이런 것들을 봐 가지고 / 어 배상을 할 건지 안 할 건지 이런 거를 잘 / 어~ 해야 될 거 같애. /
	
P0 	:그러니까 기자라고 하면은 /
	
P1 	:(()) /
	
P0 	:언론의 한 그런 부분을 맡고 있는데 /(note : 발화겹침) 육이오가 나도요 기자들은 놔둬요. /
	
P1 	:(()) /
	
P0 	:그리고 있는 사실을 그대로 보도를 해야 되는 거고 /(note : 발화겹침) 제보가 아무리 들어왔다고 하더래도 /
	
P1 	:(()) /
	
P0 	:그게 검증은 쪼금씩 -필요- 해야 될 필요가 있지. /
	(note : 발화겹침) 가만히 앉아 갖고 누가 /
	
P1 	:(()) /
	
P0 	:응 제보했다 그래서 그거만 앉아서 쓴다 /
	
P1 	:(()) /
	
P0 	:그럼 기자로서 박탈해야 되는 당해야 되는 거야 그런 것들은 /(note : 발화겹침) 그게 말이 돼? /
	
P1 	:(()) /(note : 발화겹침) (()) /
	
P0 	:아니라고 /(note : 발화겹침) 사실 있는 그대로를 보도하는 것이 기자들인 거지. /
	
P1 	:(()) /
	
P0 	:무슨 응 가만히 앉아 갖고 제보하는 거만 갖다 써? /
	(note : 발화겹침) 그렇게 편한 기자가 어딨어? /
	(note : 발화겹침) 자기 발로 뛰어야지. /
	
P1 	:(()) /
	
P0 	:그서 입증 당연히 /(note : 발화겹침) 할 수 있는 데까지는 했는데도 불구하고 / 나중에 / 안 딘 거에 대해서는 쫌 그렇다 -할지마- 할지라도 / 일단은 /
	
P1 	:(()) /
	
P0 	:어 -검- 해 가지구 /(note : 발화겹침) 써야지. /
	
P1 	:(()) /
	
P0 	:응 우리 아들도 그거 하는데 /
	
P1 	:(()) /
	
P0 	:걔는 다 가서 일일이 사진 찍구 그런가 안 그런가 보기도 하고 이렇게 하던데 그냥 / 앉어 갖고 보도 들어온다고 그거만 / 내는 그런 사람들이 아니야. /
	 그니까 / 그런 사람들이 언론기관이 / 잘 /(note : 발화겹침) 해 줘야 /
	
P1 	:(()) /
	
P0 	:-그- 그렇지 않고 듣는 사람들이 오해를 안 하는 거지. /
	
P1 	:(()) /
	
P0 	:잘못해서 내가 기분 나쁘다고 해 갖고 잘못 제보해 가지구 /(note : 발화겹침) 기자는 그걸 또 써 가지고 /(note : 발화겹침) 보도해 가지고 / 어떤 사람한테 피해를 입힌다면 /(note : 발화겹침) 그건 죄야. /
	
P1 	:(()) /
	
P0 	:그 죄를 다 어떡할 건데? /
	 어? /
	 무심코 찬 /
	
P1 	:그래 그런 것들은 뭐 / 맞지만 요즘 뭐 정치계에서도 보면은 봐 봐 뭔가 새로운 거 하나 상대평에 / 인제 -정- / 정권에 대해서 가짜 뉴스를 많이 퍼트리고 / 그런 것들 보면은 / 자기가 하고 싶은 말 다 하잖아 이렇게 해서 좀 / 어 / 스스로 이렇게 / 말할 권리를 주니까 이 얘기도 하고 저 얘기도 하고 하면서 공격하고 인신공격도 하고 뭐 이렇게 하대. /
	 사실 / 인신공격이나 이런 거는 안 좋지만 / 자기들이 / 뭐 표현을 그렇게 또 다 할 수 있구 / 이렇게 하니까 / 뭐 / 좋다고 생각이 / 들어. /
	 좋다기보다는 그런 걸 인정을 해야 된다고 / 생각을 해. /
	 그래서 / 어~ / 그 가짜 뉴스에 대한 것을 손해배상 돈으로 이렇게 하다 보면 / 뭐 돈 많은 사람은 그냥 돈 그거 지불하고 / 끝나면 되잖아. /
	 돈 내면 돼 그냥 / 그러고 또 하고 / -그- -즈- 뭐 그래서 손해배상을 이케 돈으로 / 한다거나 이렇게 해서 될 일은 아니고 / 또 다른 방법을 찾아서 해야 되지 않나 이런 생각이 드는데. /
	
P0 	:응 그러니까 돈으로 하라는 게 아니라 /
	
P1 	:(()) /
	
P0 	:그런 징벌할 수 있는 제도를 좀 마련해야 된다는 얘기지. /
	 응. /
	
P1 	:(()) /
	
P0 	:그래서 / 그 사람들이 / 그 가짜 뉴스로 인해서 피해 보는 사람들도 생각을 해 봐야지. /
	
P1 	:(()) /
	
P0 	:응 그거를 생각해야 된다는 거지. /
	
P1 	:(()) /
	
P0 	:그냥 무심코 내가 길 가다가 /(note : 발화겹침) 응 /
	
P1 	:(()) /
	
P0 	:돌 발로 찼는데 /(note : 발화겹침) 개구리가 맞아 죽는다니까 /
	
P1 	:(()) /(note : 발화겹침) (()) /
	
P0 	:그런 맞아 죽는 개구리 입장에는 그게 뭐겠냐고 / 그지 / 나는 무심코 했는데 / 그런 것들은 안 된다는 얘기를 하는 거지 내가 /
	
P1 	:(()) /
	
P0 	:그지? /
	 그르케 하면 안 되잖아. /
	(note : 발화겹침) 뭐 어떤 소수의 사람들이 다수의 사람을 갖다가 ((해할)) 수 있는 것들도 /
	
P1 	:(()) /
	
P0 	:기자의 말 한마디로 인해서 / 그것이 엄청난 파장이 일어날 수도 있다는 거지. /
	
P1 	:(()) /
	
P0 	:검증 안 된 걸로 해 가지구. /
	 -그럴- / 그런 것들은 안 된다 그리고 / 가짜 뉴스 하는 사람들을 갖다가 돈으로 징벌한다 아니 돈이 문제가 아니라 / 어떤 제도에 의해서 / 벌을 줘야 된다는 얘기지 그러면은 /
	
P1 	:그래 언니 말도 맞는데 뭐 그래서 언론 중재 / 법이라든가 / 이런 게 좀 / 생겨면 좋겠다라는 생각이 들기는 해 언론 을 함부로 그렇게 -해- / 하지 않고 / 어떤 그런 제도적인 거를 마련을 하면 좋긴 하겠지. /
	 응 / 그~ / 그래서 / 그것을 / 응 / 가짜 뉴스에 대한 것을 / 하지 않도록 / 그렇게 하면 좋을 거 같어. /
	 응 /
	
P0 	:그래. /
	(note : 발화겹침) 그러니까 어떤 그런 제도를 해 놓으면 가짜 뉴스도 더 만발하지 않을 것이고 우리가 더 아름다운 그런 /
	
P1 	:(()) /
	
P0 	:그 사회가 될 거라고 생각을 해. /
	(note : 발화겹침) 너무 난무해. /
	(note : 발화겹침) 자기가 하고 싶은 말을 다 어떻게 하고 살아. /
	
P1 	:(()) /
	
P0 	:이건 아니거든. /
	
P1 	:(()) /
	
P0 	:그러면 내가 하는 말이 다 맞어? /
	(note : 발화겹침) 아닐 수도 있거든. /
	(note : 발화겹침) 거기다가 또 가짜 정보까지 받아 갖고 그거까지 한다고 /(note : 발화겹침) 그러니까 너무나 사람들이 숨막히지. /
	(note : 발화겹침) 살 수가 없어. /
	(note : 발화겹침) 긍게 이것들도 /(note : 발화겹침) 분명히 어떤 제도에 의해서 그 사람들이 /(note : 발화겹침) 안 되는 것을 알고 그러면 그런 제도가 생기면 /(note : 발화겹침) 쪼끔 조심할 거라는 거지. /
	 아예 없는 거보다 / 그치 서로가 조심을 해야지. /
	(note : 발화겹침) 말 한마디에 천냥 비를 갚는다는 말도 있지만 /
	
P1 	:(()) /
	
P0 	:말 한마디에 상처받아 갖고 죽는 사람도 있어. /
	(note : 발화겹침) 어 자살한 사람들도 많이 있잖아. /
	
P1 	:(()) /
	
P0 	:그 사람들 얼마나 억울하면 그르케 되겠어. /
	(note : 발화겹침) 남을 억울하게 하는 그런 가짜 뉴스는 있으면 안 된다 /
	
P1 	:(()) / (()) /
	
P0 	:그걸 처벌할 수 있는 /
	
P1 	:(()) /
	
P0 	:제도를 만들어서 /(note : 발화겹침) 처벌해 주면은 그것이 더 만발하지 않을 것이다라는 것이 /(note : 발화겹침) 내가 얘기하는 거지. /
