# FILE DATA
ID : SDRW2100001028
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211001
topic : 취직 > 공모전 과정, 가고싶은 공기업

# SPEAKER_INFO
id : SD2101019
age : 20대
occupation : 학생
sex : 여성
birthplace : 경남
principal_residence : 전북
current_residence : 전북
education : 대재

id : SD2101020
age : 20대
occupation : 학생
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
education : 대재

# SETTING
relation  :  친구


P0 	:그래도 이게 공모전이잖아. /
P1 	:몰라 -기- /(note : 발화겹침) 기억 안 나. /
	 암튼 상 네 개 있어. /
	
P0 	:세 개 아님? /
	
P1 	:네 개 바뀌'었나 세 개로 우리 나 때는 네 개였는데 /
	
P0 	:대상 한 팀 / 최우수상 두 팀 우수상 세 팀 이렇게 / 여섯 명 /
	
P1 	:아 많이 준다. /
	
P0 	:응 여섯 팀 /
	
P1 	:아 우리는 딱 네 개였어 대상. /
	 최우수상 / 우수상 하나 뭐지? /
	 최우수상이 둘인가? /
	
P0 	:어 최우수상 둘 우수상 셋 맞아 /
	
P1 	:아 우린 우수상이 한 명이었거든. /
	(note : 발화겹침) 최우수상 두 명이었나 /
	
P0 	:왠 줄 알아 너네 네 팀밖에 참가 안 해서 그래. /
	
P1 	:원래 여섯 팀 주는 거야? /
	
P0 	:어. /
	
P1 	:원래도? /
	
P0 	:어 어. /
	
P1 	:비대 아 대면일 때도? /
	(note : 발화겹침) 그걸 몰랐네. /
	
P0 	:원래 여섯 팀인데 / 그 참가한 팀이 적으면은 쫌 적게 주고 / 당연하지? /
	
P1 	:어 그건 당연하지. /
	 어 몰랐네. /
	
P0 	:근데 약간 이번에 원래 제일 높은 학교가 경희대였잖아. /
	
P1 	:응. /
	
P0 	:너네 때도 그랬지? /
	
P1 	:아니 걔는 삼 등 했어 우리 그때. /
	
P0 	:아니 그게 아니고 쩨일 그 스펙이 좋은 학교 /
	
P1 	:아 / 어 그치. /
	
P0 	:근데 갑자기 지금 / 고려대랑 / 서강대랑 / 한국예대랑 / 부산대랑 /(note : 발화겹침) 갑자기 들어와 가지고 경희대는 물론 있고 /
	
P1 	:거기 /(note : 발화겹침) 거긴 전북대 /
	
P0 	:어. /
	(note : 발화겹침) 완전 쩌리야. /
	
P1 	:쩐다. /
	
P0 	:우수상 발바침이라고 그거 /
	
P1 	:아 근데 만약에 니네가 최우수상을 받아 그러면 /
	
P0 	:응 아니야. /
	
P1 	:아닌가? /
	(note : 발화겹침) 받을 수도 있지. /
	
P0 	:아 절대 아니야? /
	
P1 	:그럼 이제 자소서에 쓰는 거야. /
	
P0 	:아니 우수상 받아서 자소서에 거의 대상 쓴거 마냥 쓸 건데 /
	
P1 	:아 / 근데 그 솔직히 쓸만하다 그거는 /
	
P0 	:근데 딱히 내용 쓸 게 없어. /
	
P1 	:그냥 거기서 / 뭐 그 과정에 있었던 일들을 쓰는 거야. /
	 너의 희생 경험과 / 뭐 협력한 경험 / 그런 거를 더 쫌 더 과장해서 쓰는 거지. /
	
P0 	:아 안 그래도 어저께 집에 가 가지고 그거 -가- /(note : 발화겹침) 가족관계증명서랑 했잖아. /
	
P1 	:응. /
	
P0 	:신청했거든. /
	
P1 	:올라갔어? /
	
P0 	:어. /
	 아니 참여 신청 이렇게 뜨고 / 아마 이 주 안에 심사 결과 나와 가지고 / 전화 와서 되면은 이제 직접 가서 면접 / 면접이 아니라 뭐라고 해야 되지 상담 상담 이 회 받아야 된 /
	
P1 	:그게 청년 인턴이라 했나? /
	
P0 	:아니 청년 인턴을 할려면은 이제 이거 프로그램을 신청을 해야 된대. /
	 그럼 이제 이 프로그램에서 나오는 서비스가 / 그 일 일 서비스 이런 거 해 가지고 인턴을 시켜 주는 건가 봐. /
	
P1 	:음~ 아 국민 취업 제도가 한 게 니가 한 게 그거였나? /
	
P0 	:어 맞아. /
	
P1 	:아 /(note : 발화겹침) 거기에 막 적성검사 이런 것도 하는 거 아냐? /
	
P0 	:어 맞아. /
	(note : 발화겹침) 신청하면 /
	
P1 	:한번 해 봐 고고 좋다던데. /
	
P0 	:적성검사는 근데 이미 나 학교에서 했어. /
	
P1 	:어 그래 뭐라고 나왔어? /
	
P0 	:-뭐- 뭐라 나왔어. /
	
P1 	:어 {laughing} 그렇군. /
	
P0 	:기억 안 나. /
	
P1 	:아니 나 그때 블로그 보는데 / 그 뭐지 공부 타로 유명했던 사람이 / 블로그 쓴단 말이야 지금 / 근데 그거 받고 되게 좋았다고 / 막 추천하고 다녀 가지고 /(note : 발화겹침) 직업군도 엄청 많던데 /
	
P0 	:어 맞아. /
	
P1 	:신기한 거 엄청 많이 추천해 주더라고. /
	
P0 	:근데 내가 딱 관심 있는 분야가 그냥 그런 걸로 나왔어. /
	
P1 	:너가 하려던 부분으로? /
	
P0 	:어. /
	
P1 	:어. /
	
P0 	:그냥 뭐 / 이런 것도 근데 이런 거 나왔 사장님 /
	
P1 	:맞네. /
	
P0 	:사업가 이런 거 나왔어. /
	
P1 	:너 하고 싶어 하잖아. /
	
P0 	:아 만화카페 사장님? /
	
P1 	:어. /
	 아무튼 너 사장 같은 거 하고 싶었잖아. /
	
P0 	:아니 사장을 하고 싶은 게 아니고 그냥 그 만화 까페에서 만화를 보고 싶었던 거지. /
	
P1 	:{laughing} /(note : 발화겹침) 나중에 최종 목표는 만화 까페 사장님을 하자 그면. /
	
P0 	:그래. /
	 안 그래도 어제 &name3&이랑 막 취업 얘기 하는데 / &name4&이 오빠가 그 /(note : 발화겹침) 파일 같은 거 /
	
P1 	:&name4&? /
	
P0 	:보내줬거든 어. /
	
P1 	:응. /
	
P0 	:그래서 &name3&이한테도 또 그대로 보내줬지 그거. /
	
P1 	:어~ 아 &name3&이도 지금 하고 있다 그랬지. /
	
P0 	:응 안 그래도 물어봤어. /
	 지금 뭔 준비하고 있냐고 그랬더니 에이 매치 /(note : 발화겹침) 공기업의 에이 매치 있고 비 매치 있고 이렇게 있거든. /
	
P1 	:어 응. /
	
P0 	:아마 &name4&이 오빠가 들어간 데가 비 매치야. /
	
P1 	:뭐가 달라? /
	
P0 	:에이 매치 완전 높은 데 /
	
P1 	:아 엄청 무서운 데 /
	
P0 	:어 그래서 / 이제 사람들이 지원을 할 때 / 에이 매치에다가도 하고 비 매치에다가도 하고 이렇게 하면은 /(note : 발화겹침) 비 매치는 아무도 안 가잖아 에이 매치만 가고. /
	
P1 	:응. /
	
P0 	:그니까 에이 매치는 쓴 사람은 에이 매치만 쓸 수 있어 /
	
P1 	:그게 정해져 있어? /
	
P0 	:응. /
	
P1 	:어 몰랐네 그건 또. /
	
P0 	:그래서 비 매치 쓴 사람 중에 에이 매치만 쓸 수 있고 이렇게? /
	
P1 	:평생 /
	
P0 	:아니 (()) 처음에 그거를 할 때 그 기간이 겹쳐져 있을 걸 아마. /
	
P1 	:아 /(note : 발화겹침) 그 기간 동안에는 /
	
P0 	:어. /
	(note : 발화겹침) 아 나도 정확히는 모르는데 뭐 이런 식으로 말했던 거 같애. /
	
P1 	:그래서 &name3&이는 에이 매치 쓴대? /
	 쩐다. /
	
P0 	:근데 무슨 /(note : 발화겹침) 한국결제예탁금융원인가? /
	
P1 	:와 듣기만 해도 어려워. /
	
P0 	:어 몰라 이런 거 내가 어제 찾아봤는데 / 걔가 거기를 찾아 봤다는 거야. /
	 그래서 연봉 봤는데 초봉이 사천오백이야. /
	
P1 	:사천오백? /
	(note : 발화겹침) 신용보증기금보다 높네. /
	
P0 	:어 거기보다 여기 에이매치라니까. /
	
P1 	:아 대박이다. /
	
P0 	:신보는 비 매치고 /
	
P1 	:어 비 근데 비만 가도 엄청 대단한 거긴 한데. /
	
P0 	:근데 면접을 면접이 두 번 보거든. /
	 실무 면접이랑 임원 면접 이렇게 두 번 봐. /
	
P1 	:어려워 벌써 /
	
P0 	:-실- 실무 면접은 / 토론 면접 처음에 있고 /
	
P1 	:그~ /(note : 발화겹침) 면접자들끼리? /
	
P0 	:어. /
	 그리고 피티 /
	
P1 	:피티? /
	
P0 	:응. /
	
P1 	:뭘 피티를 할까? /
	
P0 	:그 주제를 준대. /
	 그럼 십 분 동안 생각해 가지고 삼십 분간 이렇게 /(note : 발화겹침) 말하면서 질의 응답하고 발표하고 그런다던대. /
	
P1 	:즉석이야 그것도 주제가? /
	
P0 	:어. /
	
P1 	:미쳤다. /
	
P0 	:그래서 &name4& 오빠도 즉석으로 다 가 가지고 했잖아. /
	
P1 	:어 &name4&이 오빠 근데 공부 진짜 열심히 했나 보다. /
	
P0 	:에바야 /
	
P1 	:어떻게 그렇게 / 갔지 거기를? /
	
P0 	:진짜 힘들 것 같애. /
	
P1 	:근데 &name5&이도 대단하다. /
	
P0 	:그지? /
	
P1 	:언제 공부했지 걘 또? /
	
P0 	:걔가 뭐지 졸업하고 나서 얼마 안 됐대. /
	
P1 	:&name5&이 졸업했어? /
	
P0 	:어 졸업했지. /
	
P1 	:어. /
	
P0 	:졸업하고 공부한 지 지금 육 개월? /
	
P1 	:천잰데? /
	
P0 	:아니 그니까 공부를 그니까 학년 인턴은 공부해서 그런 게 아니고 / 엔씨에스 뭐 이런 것도 안 보거든. /
	
P1 	:그럼 뭘로 봐 자소서? /
	
P0 	:자소서랑 서류 면접 /
	
P1 	:아 /(note : 발화겹침) 면접을 잘 봤나 보네. /
	
P0 	:근데 /(note : 발화겹침) 어 그래 가지고 와 가지고 / 뭐 &name5&이 말을 들어 보면 / 익산에서 같이 면접 본 애들이 쫌 /(note : 발화겹침) 준비를 하나도 안 한 거 같은 그런 느낌이었대. /
	
P1 	:응. /
	
P0 	:그래서 면접을 딱 볼 때 아 쟤네 너무 못하는데 이 생각이 들었대. /
	
P1 	:오 준비된 자의 /
	
P0 	:근데 이거 하기 전에 이 애초에 국민 연금인가 /(note : 발화겹침) 거기 인턴 했었대. /
	
P1 	:아 진짜 인재네. /
	
P0 	:근데 막 그 코로나 땜에 그런 거 /(note : 발화겹침) 직접 가서 일한 게 아니고 그냥 뭐 인터넷으로 한 그런 인턴이었다고 하던대. /
	
P1 	:아 /(note : 발화겹침) 그런 게 그런 게 있어? /
	
P0 	:나도 몰라. /
	
P1 	:쫌 아쉽겠다 진짜 못 가고 /
	
P0 	:진짜 가서 일하는 인턴은 아니었던 거 같애. /
	
P1 	:음~ 약간 참여형 뭐 그런 건가 /
	
P0 	:그냥 /(note : 발화겹침) 어 뭐 그랬던 거 같애. /
	(note : 발화겹침) 대단하지 않냐 근데? /
	
P1 	:그니까 걔 왜 이렇게 뭘 잘하냐? /
	
P0 	:난 언제하지? /
	
P1 	:너도 할 수 있어 이번에 어디 어디 썼지? /
	
P0 	:엘에이치? /
	
P1 	:엘에이치 / 그러면 그러면 국민 취업 제도에서 상담을 받은 다음에 / 어디로 쓸 지 결정되는거야? /
	 청년 인턴을 /
	
P0 	:아니 / 이제 뭐 거기서 말해 주면 내가 신청을 하는 거겠지. /
	(note : 발화겹침) 여기 가고 싶다고 /
	
P1 	:그냥 어디 /(note : 발화겹침) 아 그러면 거기 어디야 어디 -니- 니가 쓰고 싶은 데 쓸 수 있어 /(note : 발화겹침) 자리가 있으면? /
	
P0 	:우선 신청은 할 수 있는데 뽑힐 지는 모르지. /
	
P1 	:아 / 어디 쪽 쓸거야? /
	
P0 	:아 전북은행 그거 한다니까. /
	
P1 	:아 전북은행을 한다고? /
	
P0 	:-전- 전북은행이 학교에서 연락이 왔어. /
	(note : 발화겹침) 그 뭐지 전북은행 쓸 사람은 국민 취업 지원 제도를 신청을 해라 이렇게 /
	
P1 	:아 그걸 쓸라면 그걸 신청을 하라는 거구나. /
	
P0 	:어 맞아. /
	(note : 발화겹침) 그래서 그 신청한 사람들만 이거를 받을 수 있대. /
	
P1 	:근데 될 거야 내 주변에도 그거 엄청 많이 했어 전북은행 인턴. /
	
P0 	:그니까 이게 / -진- 진짜 자기가 자소서 써 가지고 들어가는 게 아니라 / 아 그거 인지 아니면은 따른 건지 모르고 /
	
P1 	:그거 / 학교에서 주최해서 하는 거면은 /(note : 발화겹침) 그냥 잘 될 거 같은데 /
	
P0 	:아니 학교에서 주최하는 게 아니고 나라에서 주최하는 거야 이거. /
	(note : 발화겹침) 그냥 학교는 정보만 알려 준 거야 나한테. /
	
P1 	:아 /(note : 발화겹침) 어 그럼 모르겠다. /
	 되겠지. /
	
P0 	:이거 말고 엘에이치나 됐으면 좋겠는데 /
	
P1 	:그니까 둘 다 뭐든 되면 좋겠다. /
	
P0 	:아니 내가 걱정 돼 가지고 엘에이치가 떨어질 거 같으니까 우선 / 십일 월 달에는 뭐라도 해야 되잖아. /
	 그니까 이거 한 거거든. /
	
P1 	:응 그래 근데 둘 다 되면 어떡하냐? /
	
P0 	:둘 다 되면 /
	
P1 	:골라가는 거지 이제. /
	
P0 	:완전 좋지. /
	
P1 	:근데 한다고 해 놓고 안 해도 돼 그거 청년 인턴? /
	
P0 	:어떡해 이미 내가 취업했다는데 아유 거길 거기 /
	
P1 	:아 어. /
	
P0 	:엘에이치는 아마 오 개월인가 육 개월 일하고 / 전북은행은 삼 개월 일할 걸 /
	
P1 	:내년까지 일하네 그면. /
	
P0 	:어 아마 /
	
P1 	:응. /
	
P0 	:근데 이게 지텝이랑 같이 할 수 있는 건지 모르겠어. /
	
P1 	:안되지 않아? /
	 근데 거의 막바지니까 이제 상관없을 거 같기도 하고 / 이제 ((구제대회)) 애들 끝나서 딱히 할 거 없잖아 근데. /
	
P0 	:아 지금 아마존에다가 리스팅 /(note : 발화겹침) 올리고 막 있어 그런 거 있어. /
	
P1 	:아직도 이거를? /
	 시 월인데? /
	
P0 	:아니 너네는 아마존에 안 하고 그냥 계속 /(note : 발화겹침) 직접 만나서 하기만 했잖아. /
	
P1 	:아 /
	
P0 	:우리는 직접 만나서 이런 거 별로 안 하고 아마존으로만 해 가지고 /
	
P1 	:아 그리고 이번에 쫌 ((구제대회))를 빨리 했다. /
	 우리는 그거 십이 월에 있어 가지고 /(note : 발화겹침) 이 학기를 통으로 놓고 연습했거든 계속 수업 시간에. /
	
P0 	:아 아 너네는 직접 연극 하는 거라 가지고 쫌 연습기간을 많이 줬나 보다. /
	
P1 	:어. /
	(note : 발화겹침) 엄청 많이 줬어. /
	 우리는 진짜 대 그 삼십 분 동안 그냥 외워서 해야 되잖아. /
	(note : 발화겹침) 그래서 그거 지텝 수업 시간 동안은 맨날 그거 연습했어. /
	
P0 	:앞에 스크립트도 없어? /
	
P1 	:없지. /
	 그냥 다 연기야 그냥. /
	 그냥 배우야 우리 /
	
P0 	:미쳤다. /
	
P1 	:나도 그래서 이거 에이포 반절 분량에 나레이션 그냥 통째로 외워 가지고 / 앞에 보고 따따따따 말했잖아. /
	
P0 	:헐 난 그 밑에 뭐 있는 줄 알았어. /
	
P1 	:없어 아무것도 또 못 봐. /
	 다 티나 보면은 /
	
P0 	:아니 그렇게 어려운 말을? /
	
P1 	:어. /
	 그거 다 -그- 그니까 연습 시간을 엄청 많이 주지. /
	
P0 	:어 완전 미쳤는데 /
	
P1 	:그 수업 시간에도 연습하고 맨날 저녁 시간에도 모여서 연습하고 그랬어. /
	
P0 	:아 근데 약간 걱정되는 게 내가 우리가 그거 할 때 앞에 /(note : 발화겹침) 스크립트 다 보고 했단 말이야 눈알이 다 티나잖아. /
	
P1 	:응. /
	(note : 발화겹침) 근데 내가 잠깐 봤을 때는 많이는 안 나던데 /
	
P0 	:거긴 안 보고 했어 나 연기하는데 -보- 본 거지 거기는 안 보고 했어. /
	
P1 	:아 그래 {laughing} /(note : 발화겹침) 어. /
	(note : 발화겹침) 아 /
	
P0 	:근데 뒤에 완전 위원회분들 나오고 재판할 때 있잖아. /
	 판정할 때 거기가 진짜 엄청 어려운 대사들이 많잖아. /
	
P1 	:음 /
	
P0 	:그니까 시간이 없으니까 앞에 그냥 다 보고서나 읽었단 말이지. /
	
P1 	:근데 쫌 시간이 쫌 빠듯했어. /
	(note : 발화겹침) 이번에 니네 보니까 /
	
P0 	:그치? /
	
P1 	:어 애초에 기간이 짤바수도 /
	
P0 	:아 우리만 본 건 아니겠지? /
	
P1 	:다 보지 않았을까 근데? /
	(note : 발화겹침) 인터넷인데. /
	
P0 	:고려대도 봤을까? /
	
P1 	:당연히 그러지 않을까? /
	
P0 	:아 몰라 /
	
P1 	:귀찮아서라도 봤겠다. /
	
P0 	:우선 아 그래서 / 질문을 하나 예상 질문 하나 생각해놔야겠다. /
	 앞에 보고 했냐고 이거 왜 보고 했냐고 이런 거 {laughing} /
	
P1 	:그니까 근데 그거는 물 근데 그 질문은 누가 하는 거야 심사위원이 하는 거야? /
	
P0 	:어 심사위원이 /
	
P1 	:헐 /
	
P0 	:그니까 / 그 팀들 여섯 팀 있잖아. /
	 그니까 얘네들 십 분 동안 축약한 영상을 /(note : 발화겹침) 상영을 한대 같이 다 같이. /
	
P1 	:아 또 축약을 해 그거를? /
	
P0 	:어. /
	 그럴 거면 처음부터 십 분 치를 내라고 하지 왜 /(note : 발화겹침) 삼십 분 치 내라고 해 가지고 그 고생을 하게 만드냐고 /
	
P1 	:근데 그 축약을 누가 하는 건데? /
	
P0 	:우리가 다시 했지. /
	
P1 	:아 다시 해야 돼 또 니네가? /
	
P0 	:아 그 -삼- 삼십 분짜리 만든 영상을 십 분으로 줄인 거야. /
	
P1 	:뭐야? /
	
P0 	:완전 귀찮잖아. /
	(note : 발화겹침) 왜 그런 짓을 하게 하냐고 /
	
P1 	:그냥 유튜브로 알아서 보라고 하지. /
	
P0 	:내 말이 /
	
P1 	:굳이 /
	
P0 	:그래서 그거 하고 이제 심사위원들은 그거 보 / 그 영상을 보고 질의 응답을 하는 거야. /
	
P1 	:음~ 십 분짜리를 보고? /
	
P0 	:응 내 말이 /
	
P1 	:뭐야? /
	(note : 발화겹침) 진짜 비효율적인데 /
	
P0 	:완전 삼십 분짜리 그럼 우리만 보게 만든 거냐고 /(note : 발화겹침) 삼십 분짜리 누가 봐 심사위원들이 안 보면 /
	
P1 	:그니까 / 뭐야 자기들이 봐야지 심사 할 거면. /
	
P0 	:그래서 그렇게 하고 난 다음에 질의 응답하고 / 삼십 분 쉰 다음에 시상식 바로 정한 다음에 시상식 하나 봐. /
	
P1 	:음 / (()) / 질의 응답까지 하는 게 심사에 포함되나? /
	
P0 	:그게 뭐 만약에 질문 잘 하거나 그러면은 점수 이렇게 하고 그러겠지. /
	
P1 	:음 야 최우수상을 받을 생각해. /
	
P0 	:뭐 지네들이 잘 하겄지. /
	
P1 	:어 그치? /
	
P0 	:난 여기 있는데 뭐 어떻게 하겠어. /
	
P1 	:뭐 &name6&이는 잘하겠지. /
	
P0 	:&name6&이랑 &name7&가 쫌 잘 하는 거 같애 어. /
	
P1 	:아 진짜? /
	(note : 발화겹침) 모르는 친구라서 /
	
P0 	:나랑 &name7&랑 &name6&이가 제일 많이 했어. /
	
P1 	:음 아 그래 많이 하는 애들이 / 들어가면 할 말이 많지. /
	
P0 	:왜냐면 애초에 사다리 타기를 거의 / 나 네 명에서만 했거든. /
	 그 투표로 해 가지구 /(note : 발화겹침) 대표랑 부대표를 뽑았어야 되는데 /
	
P1 	:아 /
	
P0 	:처음에는 / 내가 걸린 거야. /
	 그니까 투표를 했는데 내가 뽑힌 거야. /
	(note : 발화겹침) 근데 나 너무 하기 싫어 가지구 /
	
P1 	:응. /
	
P0 	:이제 일 끝났는데 너무 하기 싫어 가지구 /
	
P1 	:응. /
	
P0 	:공정하게 그냥 사다리 타기 해요 이랬지. /
	
P1 	:겁나 잘 피해갔네. /
	 ((한샘)) 좋겠다 잘 되면 좋겠다. /
	
P0 	:그래서 애들이 맨날 / 이제 취직 얘기하잖아. /
	 나는 공기업밖에 생각 안 해 봤는데 쫌 /
	
P1 	:응. /
	
P0 	:저번에 &name8& 오빠랑 말할 때도 계속 사기업 넣어보라는 거야. /
	
P1 	:그래 &name8& 오빠도 사기업이잖아. /
	
P0 	:그니까 근데 아 모르겠어 미래를 생각하면은 쫌 /(note : 발화겹침) 보장이 안 돼 있으니까 정년이 /
	
P1 	:다니다가 이직하는 거 안 돼? /
	 근데 공기업도 엄청 막 /(note : 발화겹침) 빵빵하게 안정된다 그런 건 아니던데 요즘 보니까 /
	
P0 	:그게 아니고육십 살까지는 무조건 정년이잖아. /
	
P1 	:그렇긴 한데 약간 압박 그런 게 있대. /
	 -우리 삼- 우리 큰 삼촌 공기업이란 말이야. /
	 근데 막 그런 거 압박 되게 많다 그랬어. /
	 그리고 (()) 바로 월급 깎을라 그러고 / 공기업도 그런 거 당연히 있대. /
	
P0 	:헐 역시 기업이라 그런기 /
	
P1 	:다 똑같애 사기업이 쪼금 더 심할 뿐이지. /
	
P0 	:근데 사기업은 지금은 거의 한 오십 살 / 도 안 돼서 쫓겨나잖아. /
	
P1 	:그렇게 빨리? /
	
P0 	:사십 살만 돼도 눈치 준다는데 /
	
P1 	:너무하네. /
	(note : 발화겹침) 근데 그래도 나중에 이직할 수도 있으니까 일단 써 봐. /
	
P0 	:나중에 /
	
P1 	:너 그리고 지금 / 또 뭐냐 / 뭐야 관련된 거 한 거 많은데 쫌 아깝다. /
	 무역 관련 해서 써 봐. /
	
P0 	:그니까 자격증 너무 많이 따나서 너무 쫌 아깝긴 해 /
	
P1 	:그래 너 지금 무역 자격증이 몇 개야? /
	
P0 	:네 개? /
	
P1 	:엄청 많네. /
	
P0 	:컴활로 다 따고 /
