# FILE DATA
ID : SDRW2100001347
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211115
topic : 방송/연예 > 서로가 보는 프로그램의 취향차이, 최근 잘 챙겨본 예능

# SPEAKER_INFO
id : SD2100749
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 서울
education : 대졸

id : SD2100750
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  친구


P0 	:요즘에 / 티비에서 스트리트 우먼 파이터 너 엄청 재밌게 봤지? /
	 그것도 안 볼 거야? /
	
P1 	:모르겠어. 그렇게 나는 그런 별로 / 관심이 없네. /
	
P0 	:웹툰 봤어? /
	
P1 	:웹툰도 안 봤어. /
	
P0 	:근데 웹툰 연재할 때도 안 본 거야? 왜? /
	
P1 	:내가 좋아하는 그런 주제가 아닌 거 같애. /
	
P0 	:아 웹툰 근데 엄청 많이 보잖아. /
	
P1 	:엄청 많이 보지. /
	 나는 근데 그렇게 무거운 거 별로 안 좋아해. /
	
P0 	:그 니가 옛날에 나한테 막 보라고 / 그 지인 중에 하나도 막 엄청 울었다고 막 그랬던 그 웹툰이 뭐였지? /
	
P1 	:아 내일? /
	
P0 	:어. 맞아. 그것도 쫌 무거운 주제 아니야? /
	
P1 	:근데 그거는 무거웠다가도 / 되게 코믹스럽기도 하고 / 슬프기도 하고 뭐 그런 저 주제가 많아. /
	
P0 	:어. ((까)) 너는 쫌 / 재미가 어느 정도 있어야 되고 막 어떤 무거운 메세지를 담은 좀 그런 건 별로 안 좋아하는 거야? /
	
P1 	:얘는 / 뭐 / 무조건 무겁다고는 볼 순 없고 그리고 사회적인 그 주제를 가지고 많이 / 웹툰을 그리기 때문에 / 그리고 항상 / 한 회마다 결말이 좋아. /
	
P0 	:아 그 웹툰이? /
	
P1 	:끝이 좋게 끝나기 때문에 / 기분 좋게 볼 수 있는 거 같애. /
	
P0 	:그건 나도 나중에 한번 봐야겠다. /
	 그럼 그 지옥은 만약에 넷플릭스에서 서비스 되면 나는 볼려고 하는데 같이 볼래? /
	
P1 	:한번 보고서 재밌으면 계속 보고 /
	
P0 	:근데 /
	
P1 	:재미없으면 / 안 보겠지 나는. /
	
P0 	:근데 또 의외로 우리 옛날에 그 귀신 나오는 거 그거 뭐였지? /
	
P1 	:손 더 게스트. /
	
P0 	:어. 그거. 엄청 둘이 재밌게 봤잖아. /
	
P1 	:그치. /
	
P0 	:그러니까 그것도 / 의외로 첫 회가 재밌으면 우리 또 뭐 밤새서 보지 않을까? /
	
P1 	:그럴 거 같긴 해 근데. /
	
P0 	:내일 스우파도 갈라쇼 / 이 탄 -한- 하는 거 알지? /
	
P1 	:나 -일- 일 탄도 안 봤어 아직. /
	
P0 	:일 탄 내가 / 어. 그거 무슨 내용인지 이따가 얘기해 줄게. 근데 내일 이 탄 해서 그거는 내일 꼭 챙겨 봐. /
	
P1 	:꼭 봐야지. /
	
P0 	:그거 끝나면 / 스트리트 걸스 파이터 고등학생들 나와서 춤추는 것도 한대. /
	
P1 	:나는 그거 왠지 재미 없을 거 같애. /
	
P0 	:근데 심사위원들로 그 스우파에 나오는 출연진들이 있으니까 사실 심사위원 보는 맛으로도 볼 수 있지 않을까? /
	
P1 	:나도 그 생각은 했었어. /
	 그 심사위원들 때문에 아마 보지 않을까. /
	
P0 	:그리고 내가 보니까 / 요즘에 연예고등학교 막 이런 거 되게 많은 거 알지? /
	 한림 예술 여 뭐 고등학교 같은 거 있잖아 연예 방송 쪽 고등학교. /
	 거기 애들이 춤 진짜 잘 추드라. /
	
P1 	:한림은 근데 예전부터 / 춤 잘 추는 걸로 유명했었어. /
	
P0 	:너가 학교 다닐 때도? /
	
P1 	:어. /
	
P0 	:야 우리 나이가 / 삼십 댄데도 그때도 그 학교가 있었어? /
	
P1 	:어? 있었을걸? /
	
P0 	:그럼 그때도 걔네들은 거기서 춤을 췄던 거야? /
	
P1 	:그 춤 잘 추는 예고가 몇 개가 있어. /
	
P0 	:어. 그 중에 하나가 /
	
P1 	:유명한 /(note : 발화겹침) 유명한 학교가 몇 개가 있어 서울에서도 경기권에서도. /
	
P0 	:(()) / 그 내가 보는 틱톡이나 막 / 그 인스타그램 같은 거 하는 애들 중에서도 / 춤을 진짜 잘 추는 여고생이 많아서 / 내심 궁금하더라고. 얘네들이 스트리트 뭐 걸스 파이터? 그 스걸파라고 하더라고? /
	 거기에 얘 내가 보낸 애들이 나올까? 싶어서 난 좀 그런 거 보는 맛으로 챙겨 볼 거 같긴 해. /
	
P1 	:예전에 그 좀비 춤 췄던 혹시 고등 여자 고등학생 알아? /
	
P0 	:세 명? /
	
P1 	:어어. /
	
P0 	:걔네 고등학생이야? /
	
P1 	:그때는 고등학생이었어. /
	
P0 	:걔네들이 한림예고 애들인가? /
	
P1 	:그렇게 알고 있어. /
	
P0 	:나 그거 뭔지 알아. /
	 그 네크로필리아 뭐 이런 춤췄던 애들이지? /
	 걔네 그걸로 최근에 공연한 것도 봤어 나. /
	
P1 	:지금은 인제 대학생일걸? /
	 근데 그 춤 춰서 / 대학 / 되게 잘 갔다고 나는 들었거든? /
	
P0 	:스걸파도 스우파처럼 잘 되면 /(note : 발화겹침) 춤 관련한 예능들도 앞으로 많이 나오겠지? /
	(note : 발화겹침) 스걸파도 스우파처럼 잘 되면 춤 관련한 예능들도 앞으로 많이 나오겠지? /
	
P1 	:근데 스우파랑 스걸파랑 좀 약간 분위기가 다를 거 같은 게 /(note : 발화겹침) 스우파는 솔직히 되게 무서웠잖아. 보면서도 우리가 어 무서워 무서워 하면서 봤잖아. /
	
P0 	:응. /
	
P1 	:그런 난 그런 분위기가 되게 좋았거든? /
	
P0 	:뭔가 센 언니들이 ((까)) /(note : 발화겹침) 뭐 -속- 소위 그 사회에서 말하는 기 센 여자들이 모여서 막 자기들끼리 뭐 경쟁하고 그런 게 좋았던 거야? /
	
P1 	:응. 그런 분위기랑 -그- 그치만 되게 끈끈한 / 그런 분위기. /
	
P0 	:어. 나 쫌 나도 그건 좋았어. 왜냐면 / 악의적으로 편집을 막 할려고 경쟁 구도나 막 뒷담화하는 그런 분위기를 만들려고 해도 / 사실 그 댄서 씬이 좁으니까 프로그램 내에서 그렇게 보여도 / 나중에 뭐 에스엔에스에 보면 / 서로 막 언니 막 / 춤 막 너무 잘 춰요 막 서로 막 친목을 하고 있으니까 / 그런 거 되게 재밌긴 하더라고. /
	
P1 	:근데 이제 스우판 인제 그러 그런 것 때문에 재밌게 우리가 봤지만 스걸파가 그게 될까 과연? /
	
P0 	:하긴 왜냐면 걔네들은 그냥 다 아무 것도 없는 상태에서 / 그냥 올라와서 경쟁하는 거니까 / 악의적인 편집에 휘말릴 가능성이 좀 있을 거 같긴 하다. 그래서 / 고등학생들을 데리고 하는 건가? /
	
P1 	:편집 때문에? /
	
P0 	:그럴 수도 있지. /
	
P1 	:그럴 수도 있겠네. /
	
P0 	:근데 / 되게 한동안 예능을 우리가 재밌게 본 게 없었는데 / 정말 한 세 달? /
	 정도 동안 진짜 과몰입해서 봤다. 그치? /
	
P1 	:난 지금도 솔직히 못 빠져 나오고 있어. 너무 좋아. /
	
P0 	:그때 우리 친구 만났을 때 걔도 앉자마자 막 스우파 얘기했었잖아. /
	 그러면서 걔 뭐 광준가? /
	(note : 발화겹침) 거기 콘서트 티켓 끊었다 그랬지? /
	
P1 	:어. ((때)) 끊었다 그랬어. /
	
P0 	:그래서 막 그 춤 배우러 갈 거라고 막 그랬잖아. /
	 근데 내일 또 시구도 오면서 그 얘기했잖아 아이키가 한다고. /
	 그런 거 보면 대단했던 거 같애. /
	
P1 	:다들 너무 잘 됐지. /
	
P0 	:이런 예능이 또 나올까? /
	
P1 	:힘들지 않을까 싶어 나는. /
	 나는 그 광주 콘서트도 솔직히 가고 싶었어. /
	 그래서 어? 우리 둘이 갈까? 했는데 / 그거 티켓 구하는 것도 힘들더라. /
	(note : 발화겹침) 우리가 같이 앉아서 봐야 재밌는 거잖아. /
	
P0 	:그렇지. /
	
P1 	:자리가 따로따로밖에 없어서 / 그냥 아 코미디빅리그 방청 신청이나 해야겠다 /(note : 발화겹침) 해 가지고 /
	
P0 	:아 코미디빅리그도 이번에 오늘 오면서 기사 봤는데 / 코미디빅리그 / 방청이 / 이번에 또 외모 비하해 가지고 / 문제 됐더라고 그니까 물론 방청객 외모를 비하한 건 아니고 개그맨들끼리 비하를 한 건데 / 그래서 / 코미디 빅리그 보러 가는 게 쫌 아 불편한데? 싶은 생각이 쫌 들더라. /
	
P1 	:나는 근데 개그는 그냥 개그로 받아들여야 된다고 생각을 하거든? /
	 굳이 그럴 거 아니면은 뭐하러 개그를 보러 가. 그냥 가볍게 보자고 가는 건데. /
	
P0 	:응. 근데 나는 쫌 그런 티비 프로그램 예능 막 특히 예능에서 / 어떤 사람을 희화화하는 방식은 여러 가지가 있는데 / 외모 같은 것들은 어. /
	 어 지적을 하면 / 그게 그냥 재미로 ((까)) 어떤 사람에게는 상처일 수 있는데 그걸 되게 그냥 예능으로 재미로 웃음거리로 소비하는 문화가 / 퍼지는 게 쫌 싫어서 /
	
P1 	:그거 뭐 사람마다 생각의 차이니까 / 나는 근데 / 괜찮아 개그라면은. /
	 그냥 가볍게 / 너무 심각한 문제만 / 아니라면 / 난 괜찮아. /
	
P0 	:((까)) 이걸 만약에 티비나 티비 프로그램 같은 경우에는 되게 많은 사람이 보잖아. /
	 애들이 / 이런 걸 보고 / 아 뭐 / 뚱뚱한 사람을 비하하는 막 그런 말들을 사용하는 걸 자기들끼리 하고 / 이쪽이 상처를 받았는데 / 말을 하면 어. 뭐 개그잖아 괜찮잖아 / 넌 왜 웃고 넘기지 못해? 막 이렇게 얘기하는 문화가 / 이런 것 때문에 퍼질까 봐. /
	 그게 쫌 걱정이야. /
	
P1 	:그거는 문제가 될 수 있지 솔직히 초등학생은 그런 거 잘 배우니까. /
	
P0 	:맞아. /
	 애들은 그런 거 되게 빨리 빨리 배우잖아. /
	
P1 	:그렇지. 애들 그러면 상처도 많이 받고 /
	
P0 	:그래서 스우파 같은 예능이 많아졌으면 좋겠는 게 / 그러면 여자 아이들이 되게 막 / 희망 / 뭐 용기 이런 걸 좀 얻을 수 있는데 / 외모를 비하하는 / 개그를 보는 거는 쪼끔 / 그런 거지. /
	 나는 쫌 불편한 거지. /
	
P1 	:스우파 말고 이제 스걸 스걸파 말고 이제 / 뭐라고 해야 되지? /
	 스맨파? /
	
P0 	:아 남자들이 나오는 /
	
P1 	:어. 그거 하면은 어떨 것 같애? /
	
P0 	:난 / 안 볼 거 같애. /
	 왜냐면 / 댄서 씬 자체에서 이미 남자들은 어느 정도 커리어를 확보하고 있잖아. /
	 우리가 아는 유명한 댄서들도 거의 남자지. /
	(note : 발화겹침) 그치? /
	
P1 	:그치. /
	
P0 	:그래서 굳이 불러다가 경연을 할 필요가 있을까? /
	 본인들이 이미 잘 나가고 있는데? /
	
P1 	:나도 재미없을 거 같아. /
	
P0 	:근데 항상 / 여자들로 예능을 하고 재밌어서 그다음에 남자들을 불러서 하면 / 그냥 그랬던 거 같애. /
	
P1 	:근데 춤은 재밌을 것 같아. /
	 내용은 재미가 없을 수도 있겠지만 확실히 근데 춤추면 멋있잖아. /
	
P0 	:그렇지. /
	
P1 	:어. 춤추는 거 볼려고 나는 볼 수도 있을 것 같긴 해 춤 좋아하는 사람들이라면. /
	
P0 	:하긴 너는 춤을 좋아하니까. /
	 그 리헤이 남자 친구 나와서 크럼프 할 때 / 아 크럼핑 하는 사람들끼리 모여서 하는 걸 한번 보고 싶다는 생각은 들긴 하더라. /
	
P1 	:어. 확실히 ((까)) / 파워가 다르긴 하지. /
	
P0 	:어. 남자들이 춤을 추는 것과 여자들이 춤을 추는 게 다른데 그건 사실 또 굳이 따로 볼 필요가 없겠다 싶은 게 / 어차피 미션으로 그렇게 스우파에서 했던 것처럼 하면 되지 않을까? /
	
P1 	:난 / 궁금하긴 해. 나온 만약에 나오면 어떻게 될까. /
	 이게 뜰까? /
	 아니면 망할까? /
	 그게 그것도 궁금하긴 해. /
	
P0 	:근데 한 번은 시도를 할 거 같애. /
	 분명히 엠넷에서 / 한 번은 남자들 남자 댄서들을 데리고 / 예능을 하는 거를 / 기획하고 있지 않을까? 하는 생각은 들어. /
