# FILE DATA
ID : SDRW2100000160
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210819
topic : 대중교통 > 여행시 선호하는 대중교통

# SPEAKER_INFO
id : SD2100159
age : 60대 이상
occupation : 무직/취업준비생
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 서울
education : 고졸

id : SD2100160
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
education : 중졸

# SETTING
relation  :  부부


P1 	:이번에 우리 / 그 저기 뭐야 오빠네랑 같이 /(note : 발화겹침) 여행간다 그럴 때 전철 타고 /
P1 	:자기네가 다 /
	
P0 	:하기야 그래 맞어. /
	
P1 	:하는 일이 있으니까. /
	
P0 	:약속들이 있으니까. /
	
P1 	:그니까 날짜를 딱 정해 놓으면 그 날 뭔 일이 생기는 거야. /
	
P0 	:아 /
	
P1 	:그래 가지고 그래 가지고 /
	
P0 	:어어. /
	
P1 	:세 집이 만약에 간다 그러면 / 또 한 애가 또 뭔 일이 생겨. /
	 그래 가지고 또 그 또 / 안 되고 / 근데 이게 다 모든 걸 팽개치고라도 / 그 시 그 날짜에 맞춰서 가야 되는데 그게 /
	
P0 	:자기네 그 이익만 따져서 그래. /
	
P1 	:이릏게 /
	
P0 	:우리같은 사람은 우리집은 진짜 / 누가 어디 가자 해개 되면은 / 그 날 딱 / 약속을 정해 놓으면은 / 그 날은 약속을 안 잡잖아. /
	 근데 따른 집들은 그래도 그게 / 요기에 쪼끔이래도 엉? /
	 자기한테 득이 된다 하면은 / 그걸로다가 ((택도)) 없어. /
	 그니까 그게 안 되는 거야. /
	
P1 	:(()) /
	
P0 	:이거를 공동으로 다 해구 그러면 / 고거에 맞춰 줘야 되는데 / 그게 안 되니까 /(note : 발화겹침) 힘든 거야 날짜 맞추기가. /
	
P1 	:그러니까 나는 우리같은 경우는 직 / 근데 그것도 이해를 해야 되는 게요. /
	 우리는 직장을 안 다니잖아요 근데 / 또 다른 친구들은 /(note : 발화겹침) 자기네가 직장 다니는 친구들이 있잖아요 그러니까 /
	
P0 	:근데 직장을 다녀두 /
	
P1 	:(()) /
	
P0 	:그래 그거는 기러니까 / 뭐 한 달 전에 뭐 이렇게 미리 약속을 주고 그러믄 / 그거를 / 자기네가 고걸 맞힐 생각을 해야지 / 그걸 안 맞히고서 / 그거 해면 돼? /
	 직장 다녀도 그거 다 맞출 수 있는 거야. /
	(note : 발화겹침) (()) /
	
P1 	:그럼 그런 것도 있겠지 근데 /
	
P0 	:근데 이 쪽에 그 사람들이 / 저기 그 / 우리처럼 이렇게 저거를 못 해 놓으면 / 재미를 못 느끼나 봐. /
	 그러니까 그거 쪽을 / 저걸 택해지. /
	(note : 발화겹침) 우리는 우리 같으면 그냥 여기를 가잖아. /
	
P1 	:그리고 /(note : 발화겹침) (()) /(note : 발화겹침) 그리고 우리는 / 약속이 /(note : 발화겹침) 참 중요하다고 생각하고 살잖아요 지금 /
	
P0 	:그래. /
	
P1 	:우리는 지금까지 살았잖아요. /
	
P0 	:음 /
	
P1 	:근데 그걸 못 지키는 사람은 / 그기에 대한 게 쪼끔 흐리다고 생 /(note : 발화겹침) 생각하는 해야 되겠지? /
	
P0 	:그렇지 당연해지 그래서 그래. /
	
P1 	:쫌 /(note : 발화겹침) 쫌 흐리죠 그러니까 /
	
P0 	:그럼. /
	
P1 	:그걸 중요하게 생각을 해야 되는데 /
	
P0 	:그걸 중요해게 생각 안 해고 /
	
P1 	:(()) /
	
P0 	:따른 거를 더 나중에 뭐 / 자기 득이 되는 거. /
	
P1 	:어 더 그러니까 /
	
P0 	:득이 되는 거를 택핼라 그러는 거 /
	
P1 	:어. /
	
P0 	:그거가 잘못된 거지. /
	
P1 	:그러니까 그 / 약속이란 거는 사람이 / 진짜 / 자기와의 저거잖아요. /
	 어 그러니까 그걸 꼭 지키는 게 얼마나 소중하다는 걸 / 그걸 약간 / 저거한가봐. /
	 그러니까 그걸 잘 안 지키고 /
	
P0 	:(()) /(note : 발화겹침) 맞아. /
	
P1 	:그런 뭔 그런 게 있는 거 같애. /
	 그러니까 우리하고 / 성 / 틀린 거야. /
	(note : 발화겹침) 사 모든 것이 /
	
P0 	:사고방식이 틀려. {laughing} /
	
P1 	:{laughing} 모든 것이 사 / 생각도 그렇고 / 사고방식도 그렇고 /
	
P0 	:어 /
	
P1 	:응? /
	 그 사는 살아가는 저거도 /(note : 발화겹침) 틀린 거지. /
	
P0 	:방식을 사는 방식이야 다 틀리지 / 어떻게 / 한 배 속에서 나온 사람도 다 틀린데 / 자네 저기 자매나 형제가 / 마음이 다 틀리잖아. /
	 근데 뭐 그거 남남인데 더 해지. /
	
P1 	:그렇지. /
	(note : 발화겹침) (()) /
	
P0 	:근데 / 그거를 서로다가 맞춰 가야지 / 그걸 안 맞출라고 ((우기면은)) / 신뢰가 깨지잖아. /
	 그거가 문제야. /
	
P1 	:맞아 그래 그 사람의 저거 / 그런 게 중요하다는 걸 / 딱 인식을 하고 이렇게 살아야 되고 / 마음을 가짐을 저거 해야 되는데 / 그걸 / 사람들은 / 참 / 그냥 아무 생각 없이 /(note : 발화겹침) -사- 사는 사람도 많다고 생각 /
	
P0 	:그래두 우리가 /
	
P1 	:생각이 나더라. /
	(note : 발화겹침) (()) /
	
P0 	:그거는 저기 / 우리가 이렇게 잘 설득을 해서 / 저기 뭐 버스를 타든 기차를 타든 / 그거를 해 가지고 한번 가자고. /
	
P1 	:나도 가고 싶어 그리고 뭐 /
	
P0 	:어 기냥 한번 해 봐 맞춰 봐. /
	
P1 	:그리고 정 저거 하면 뭐 안 되면 /
	
P0 	:(()) /
	
P1 	:우리 그 / 그게 안 맞으면 우리 둘이라도 갑시다. /
	(note : 발화겹침) 가야지 뭐. /
	
P0 	:그래 둘이 가는 거는 뭐 언제든지 갈 수 있지. /
	
P1 	:우리 둘이라도 단 가야지 뭐. /
	 대중교통 / 을 이용 해서라도 / -여- 여기저기 다 다닐 수 있는 저거니까. /
	 아주 / 살기 좋은 우리나라 / 그냥 여기저기 다 /(note : 발화겹침) 구경하고 다녀야지. /
	
P0 	:우리가 둘이 가는 거는 / 언제든지 갈 수 있고 /(note : 발화겹침) 그거는 가고 /
	
P1 	:응 또 같이 /
	
P0 	:또 여럿이 / 갈 수 있는데 고거를 / 그 사람들을 설득을 해서 / 또 만나서 가자고 /
	
P1 	:그러는 게 좋을 거 같애. /
	
P0 	:에 /
	
P1 	:나도 같이 같이 가는 게 / 재밌고 좋지. /
	 여럿이 얘기하고 가고 뭐 그 가서도 / 구경하는 거고 사진 찍고 뭐 / 이 장소에 따라서 다 / 기념 남기고 / 그러니까 그게 남는 게 사진이야. /
	
P0 	:그렇지. /
	
P1 	:그러니까 나중에 보고 싶을 때 보고 / 그러면 그 사진을 봐야 어우 여기는 어디였다 / 어디 갔다 왔다 이런 게 / 다 알지. /
	 아니고 그냥 눈으로만 보고 오면 / 다 / 진짜 기억력 /(note : 발화겹침) 좋지 않으면 다 잊어 먹는다니까. /
	
P0 	:그래 맞아. {laughing} /
	
P1 	:그러니까 /(note : 발화겹침) 남는 게 사진 그러니까 갔다 와도 /
	
P0 	:(()) /
	
P1 	:나중에 사진을 봐야 / 어머 여기는 어디 갔다 왔고 그 누구는 얘는 어땠고 얘는 / 얘는 여기서 어떻게 했다. /
	(note : 발화겹침) 어 그런 게 /
	
P0 	:게 제주도 /
	
P1 	:그런 게 다 나. /
	
P0 	:제주도 어 제주도 가고 기랬을 적에도 / 그~ 비행기 타고 갔잖아. /
	 근데 그 비행기 안에서두 을마나 재밌었어. /
	 ((그게)) 내려서도 그 / 거 제주도에서 버스도 타 보고 / 저기 안 맞는 데는 버스 타고 가고 / 그래가지고 그게 난 / 그런 게 제일 기억에 남어. /
	(note : 발화겹침) 폭포도 보고. /
	
P1 	:맞어. /
