# FILE DATA
ID : SDRW2100001033
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211001
topic : 음악 > 자주 듣는 음악, 유치원생들이 좋아하는 음악

# SPEAKER_INFO
id : SD2101023
age : 20대
occupation : 학생
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
education : 대재

id : SD2101024
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
education : 고졸

# SETTING
relation  :  형제/자매


P1 	:&name&야. /
P0 	:지나가면서 집 가는 길에 / 이제 그런 애들이 약간 놀이터에서 놀면서 / 그 노래 많이 부르더라고 인터넷으로 많이 접해 가지고 그런가 봐. /
	
P1 	:어 맞아 생각해 보니까 진짜 그 노래도 괜찮다. /
	(note : 발화겹침) 괜찮은 것 같아. /
	
P0 	:응. /
	(note : 발화겹침) 맞아. /
	 그리고 따른 뭐 발라드 좋아하는 노래 있어? /
	
P1 	:발라드? /
	 음 발라드 노래 중에는 /
	
P0 	:응. /
	
P1 	:나는 아이유 노래를 좋아해. /
	
P0 	:아이유 어떤 노래? /
	
P1 	:아이유 / 마음. /
	
P0 	:아 그것도 되게 엄청 오래전에 나왔잖아. /
	
P1 	:그치. /
	
P0 	:나는 /(note : 발화겹침) 그 기차를 타고라고 노래가 있는데 /
	
P1 	:오 /
	
P0 	:그게 아마 한 이천 / 아마 내가 초등학교 삼 학년 쯤이었나? /
	(note : 발화겹침) 사 학년 쯤에 나왔던 노래인데 /
	
P1 	:허 아 그치 그게 오래된 노래다. /
	
P0 	:맞아. /
	(note : 발화겹침) 그게 기차 타면서 감성팔이 하기 좋은 노래거든. {laughing} /
	
P1 	:어. /
	 누가 부른 노래야? /
	
P0 	:아이유. /
	
P1 	:아 그것도 아이유가 부른 노래야? /
	
P0 	:아이유 노래 중에 되게 / 좋은 노래 많아. /
	
P1 	:어 아이유가 되게 리메이크를 많이 했더라고. /
	
P0 	:아 그래? 어떤 노래? /
	
P1 	:어. /
	 뭐 예를 들어서 / 기억에 지금은 안 나는데 내가 나중에 찾아 보고 얘기해 줄게. /
	
P0 	:아 그래? {laughing} / 어 근데 / 그리고 아이유 말고도 나는 / 이제 발라드 가수 중에서 / 폴킴 /
	
P1 	:아 폴킴 좋지. /
	
P0 	:폴킴 노래도 좋아하고 /
	
P1 	:폴킴 그 드라마에서 나왔었던 오에스티 뭐였지? /
	
P0 	:마음을 드려요? /
	
P1 	:아 그것도 있고 / 모든 날 모든 순간 /
	
P0 	:아 맞아 그것도 / 내가 한때 엄청 많이 좋아해 가지고 / 거의 하루에 / 한 /(note : 발화겹침) 거의 백 번 넘게 들었던 거 같아. /
	
P1 	:아 맞아 그 노래 너무 좋지. /
	 폴킴 나는 성시경 노래도 좋아해. /
	
P0 	:아 맞아. /
	 예전에 언니랑 나랑 완전 그 /(note : 발화겹침) 어렸을 때 한 오 년 전인가? /
	
P1 	:응. /
	
P0 	:그때 /(note : 발화겹침) 까페에서 /
	
P1 	:응. /
	
P0 	:성시경 그 노래 내가 언니한테 알려 줬었는데 / 언니가 그 노래 듣고 좋다 이래 가지고 / 응 그때부터 언니도 /(note : 발화겹침) 그거 듣고 그랬잖아. /
	
P1 	:아 맞아 나 옛날에 / 콘서트에서 성시경 성시경 콘서트를 / 갔었어. /
	 그래 가지고 봤는데 진짜 노래 정말 잘 부르더라. /
	
P0 	:아 진짜? /
	
P1 	:아 어. /
	 너무 좋았어. /
	
P0 	:그래 가지고 근데 나는 이제 / 연예인 한 번도 본 적이 없어 가지고 / 언니가 너무 부럽다. /
	
P1 	:아 그치 나도 그때 거진 처음이자 마지막으로 갔는데 / 그때는 옛날에 코로나 터지기 전이여 가지고 / 되게 바글바글 모여서 /(note : 발화겹침) 성시경의 모공까지 보고 왔지. /
	
P0 	:아 진짜? /
	
P1 	:어. /
	
P0 	:근데 지금은 또 / 코로나라서 뭐 어디 / 콘서트 가기도 좀 애매하고 /
	
P1 	:그치 콘서트 가기 애매하지. /
	
P0 	:옛날에 꼭 한번 가 보고 싶었는데 / 이제 /(note : 발화겹침) 그럴 수 없으니까 그래도 뭐 이제 /
	
P1 	:맞아. /
	
P0 	:핸드폰으로 듣고 하면은 되니까 /
	
P1 	:끄치 요새는 뭐 콘서트도 거진 유튜브로 하고 /
	
P0 	:맞아. /
	
P1 	:다 유튜브로 하더라고 보니까. /
	
P0 	:그리고 그것도 있잖아 그 이어폰서트라고 /
	
P1 	:어. /
	(note : 발화겹침) 맞아. /
	
P0 	:이어폰으로 들어 가지고 이제 양쪽 / 귀 다 꽂으면은 /(note : 발화겹침) 진짜 콘서트 온 것처럼 그렇게 /
	
P1 	:맞아. /
	
P0 	:만드는 프로그램 /
	
P1 	:어 그런 프로그램도 있어? /
	(note : 발화겹침) 아. /
	
P0 	:유튜브에 치면은 나와. /
	
P1 	:오 신기하다. /
	 나 그거 봤어 그 / 이케 음악 음악 음악을 이케 연결 연결 연결 해 가지고 약간 / 그 /(note : 발화겹침) 이케 코미디처럼 만든 그런 영상도 있던데. /
	
P0 	:아 진짜? /
	
P1 	:어. /
	
P0 	:어 근데 그런 거 많이 하더라고 유튜브도. /
	
P1 	:맞아. /
	
P0 	:그리고 그 노래 가사 /
	
P1 	:응. /
	
P0 	:단어 하나 하나씩 두 명이 /
	
P1 	:응. /
	
P0 	:이제 번갈아 가면서 부르면서 노래를 완성 하는 거 /
	
P1 	:응. /
	
P0 	:그런 것도 있는데 되게 재밌더라고. /
	
P1 	:아 진짜 재밌겠다. /
	
P0 	:응 나도 한번 해 보고 싶었는데 /
	
P1 	:나도 한번 해보고 싶다. /
	
P0 	:나중에 나랑 같이 해 볼래? /
	
P1 	:그러자. /
	
P0 	:그래. {laughing} /
	
P1 	:{laughing} /
	
P0 	:아 그리고 뭐 이제 / 요즘에 또 최근에 많이 듣는 노래는 / 그 임재현 노래 /
	
P1 	:임재현? /
	(note : 발화겹침) 무슨 노래? /
	
P0 	:조금 취했어. /
	
P1 	:아 조금 취했어? /
	(note : 발화겹침) 아. /
	
P0 	:안 들어봤지? /
	
P1 	:어. /
	
P0 	:되게 좋더라고. /
	
P1 	:아 나는 오늘 취하면이라는 노래를 알아. /
	
P0 	:아. /
	(note : 발화겹침) 약간 둘 다 그 술이 관련된 느낌이네. /
	
P1 	:응. /
	(note : 발화겹침) 그니까 그거 듣고 나면 술이 먹고 싶어. /
	 어. /
	
P0 	:아 진짜? /
	 그 / 어쨌든 /(note : 발화겹침) ((찐)) 좋은 노래는 많은 거 같애. /
	
P1 	:맞아. /
	
P0 	:근데 이제 또 간혹 노래가 /(note : 발화겹침) 나오다 보면은 이제 /
	
P1 	:응. /
	
P0 	:다른 노래랑 살짝 음이 겹치는 그런 /(note : 발화겹침) 곡들이 있으니까 /
	
P1 	:응 맞아. /
	
P0 	:막 표절 의혹도 많이 나오고 /
	
P1 	:그치. /
	 요새 나는 / 그 요새 / 티비 보면 트로트 많이 나오잖아 트로트가 너무 지겨워. /
	
P0 	:아 그거 우리 엄마가 맨날 이제 그 /(note : 발화겹침) 임영웅씨 되게 좋아하셔 가지고 /
	
P1 	:응. /
	
P0 	:맨날 그거 틀고 / 노래 부르고 그러는데 / 걘 또 /(note : 발화겹침) 엄마가 노래 부르고 좋아하는 거 보니까 또 나쁘진 않고 {laughing} /
	
P1 	:아 맞아 어른들이 되게 좋아하시더라. /
	
P0 	:응 맞아. /
	 근데 진짜 딱 한국이 약간 그런 거 같애. /
	(note : 발화겹침) 뭔가 하나에 딱 빠지면은 /
	
P1 	:응. /
	
P0 	:진짜 계속 /(note : 발화겹침) 계속 더 빠지는 거. /
	
P1 	:아 되게 그거 가지고 / 막 이것도 하고 저것도 하고 저것도 하고 /
	
P0 	:어 맞아 그래서 이제 트로트도 선전에도 많이 나오고 /
	
P1 	:응. /
	(note : 발화겹침) 맞아. /
	 그래서 약간 한국에서 / 덕질하기 되게 좋대. /
	 왜냐면은 어 약간 한 노래가 나오면 /
	
P0 	:어 맞아. /
	
P1 	:그 노래로 그 뮤직뱅크에서 공연하고 그 다음에 그 / 랜덤플레이댄스 그것도 찍고 / 또 그 막 아이돌들 예능 이런 데 되게 많이 내보내고 해 가지고 /(note : 발화겹침) 되게 덕질하기 좋다고 하더라고. /
	
P0 	:어 맞아. /
	 그리고 이제 내가 예전에 / 그 다른 나라 사람이랑 친해지는 그런 앱을 / 이제 깔아 가지고 이제 일본 사람이랑 같이 대화를 하다가 /
	
P1 	:오 /
	
P0 	:그 사람이 이제 케이팝 /(note : 발화겹침) 노래 좋아하는 거 /
	
P1 	:응. /
	
P0 	:있냐고 나한테 물어보는 거야. /
	 그래서 나는 이제 /(note : 발화겹침) 뭐 방탄소년단 좋아해요 이렇게 말했거든. /
	
P1 	:응. /
	
P0 	:근데 이제 그 일본 사람들도 막 거의 다 케이팝 /(note : 발화겹침) 되게 좋아하더라고. /
	
P1 	:어 그니까 외국인들 되게 그 케이팝 많이 듣고 / 방탄소년단들 /(note : 발화겹침) 되게 다들 아는 거 보면 너무 신기해. /
	
P0 	:맞아. /
	 그래서 / 이제 그 사람이 / 완전 / 방탄소년단 아니면은 뭐 / 이름은 잘 기억은 안 나는데 어쨌든 남자 아이돌 되게 / 좋아해 가지고 그것 때문에 한국어 공부한다고 /(note : 발화겹침) 막 그러기도 하고 /
	
P1 	:아 허 진짜 케이팝의 영향이 크구나. /
	
P0 	:어 맞아. /
	
P1 	:어~ / 나도 한번 / 아 나는 한국인이지. /
	
P0 	:응 그러지. /
	(note : 발화겹침) 응. /
	
P1 	:나는 무슨 팝을 배워 볼까? /
	
P0 	:글쎄. /
	 근데 뭐지 케이 뭐냐 /(note : 발화겹침) 그 외국 곡도 좋은 거 많은 거 같애. /
	
P1 	:외국 곡? 어떤 거? /
	
P0 	:이제 팝송도 많이 들었는데 예전에 /
	
P1 	:어 팝송? /
	
P0 	:그 / 그 이름도 또 기억이 안 나네 그 영어였는데. /
	(note : 발화겹침) 웨스트라이프였나? /
	
P1 	:허 웨스트라이프 뭔가 들어본 거 같애. /
	
P0 	:알지? 되게 유명해 그 미국에서 /
	
P1 	:응. /
	
P0 	:엄청 유명한 남자가순데 /
	
P1 	:어 /
	
P0 	:네 명인가 다섯 명인가 그렇게 됐거든. /
	
P1 	:허 웨스턴의 나는 /(note : 발화겹침) 타이타닉 주제곡 /
	
P0 	:아. /
	
P1 	:크 명곡이지. /
	
P0 	:그거 진짜 /(note : 발화겹침) 어릴 때부터 진짜 계속 불렀던 거 /
	
P1 	:아 진짜 맞아 나도 그거 / 근데 또 은근히 가사가 / 되게 박자가 낮아 가지고 /(note : 발화겹침) 부를 만해. /
	
P0 	:근데 마지막에는 이제 엄청 높아 가지고 못 부르지. /
	
P1 	:아 그치 내가 또 음치여 가지고 노래를 잘 부르지 못 해. /
	
P0 	:응 그니까 그리고 또 일본 곡도 많이 들었고 /
	
P1 	:일본 곡 / 일본 곡 무슨 곡? /
	
P0 	:일본 곡은 잘 알려지진 않았거든. /
	 일본에서는 되게 유명한데 한국에서는 잘 알려지지 않은 곡인데 / 일단 가수 이름이 시미즈쇼타라고 /
	
P1 	:아. /
	
P0 	:하고 /(note : 발화겹침) 곡 이름은 이제 드림이라는 노래가 있거든. /
	
P1 	:어. /
	
P0 	:근데 이제 내가 그 노래가 너무 좋아 가지고 / 중학교 삼 학년부터 /(note : 발화겹침) 고등학교 일 학년까지 일 년 동안 계속 그것만 주구장창 들었단 말이야. /
	
P1 	:헤 와. /
	
P0 	:응 근데 이제 다른 사람한테도 추천도 해 주고 /(note : 발화겹침) 언니한테도 추천은 했었는가는 기억은 안 나는데 /
	
P1 	:어 나는 못 받 나는 그때는 못 받아본 거 같애. /
	
P0 	:나도 웬만하면 일본 곡은 별로 안 듣거든. /
	
P1 	:응. /
	
P0 	:근데 그 노랜 너무 좋아 가지고 진짜 맨날 들었어. /
	
P1 	:야 진짜 좋은 노랜가 보다 나도 나한테 /(note : 발화겹침) 카톡으로 보내 줘 나중에. /
	
P0 	:응 그래야지. /
	 그거 말고도 / 다른 노래도 있긴 한데 /(note : 발화겹침) 일단 내 기준에서는 그 띵곡이었어. /
	
P1 	:아. /
	 나는 / 나는 되게 그냥 다양한 노래를 듣거든. /
	 뭐 /
	
P0 	:응. /
	
P1 	:옛날엔 트로트 듣고 그랬는데 약간 홍대병 있는 거 같애. /
	 유행한 노래를 듣고 싶지 않아 어 그래서 /
	
P0 	:아 진짜? /
	
P1 	:되게 유행 철 지나고 아니면 철 지나기 전에 / 잠깐 잠깐 듣고 그러는데 / 아 맞아 그 / 요새 내가 그 애들 / 약간 애들한테 어울리는 그런 배경음악 / 이런 거 찾다 보니까 동요가 생각보다 괜찮더라고. /
	 그래서 동요를 되게 듣고 있어. /
	
P0 	:어 맞아. /
	 나도 이제 나중에 이제 /(note : 발화겹침) 진로가 아이들 쪽으로 가잖아. /
	
P1 	:응. /
	
P0 	:그래서 이제 ((손여희)) 같은 거 /
	
P1 	:응. /
	
P0 	:이제 손으로 율동 하면서 놀이 하는 거 그것도 이제 /
	
P1 	:응 응. /
	
P0 	:자격증 따야 돼 가지고 /
	
P1 	:응. /
	
P0 	:동요도 많이 듣고 있는데 /
	
P1 	:오 /
	
P0 	:진짜 / 동요도 진짜 좋은 거 많더라고. /
	
P1 	:오 나는 그거 넌 할 수 있어. /
	
P0 	:아 맞아 그게 약간 초등학교 때 부르는 그 동요 국룰 /
	
P1 	:어 어 맞아 어 그치. /
	
P0 	:약간 감동적이고 / 그 또 약간 /(note : 발화겹침) 순수해 가지고 /
	
P1 	:응 맞아. /
	
P0 	:이런 가요들보다는 /
	
P1 	:순수하지 애기들이 듣는 노래니까 진짜. /
	
P0 	:맞아 너무 귀엽고 진짜 /(note : 발화겹침) 그런 거야. /
	
P1 	:맞아. /
	
P0 	:그래서 집에서 혼자 이제 노래 들으면서 /
	
P1 	:응. /
	
P0 	:율동도 하고 그러지. /
	
P1 	:응 맞아 그리고 개똥벌레도 많이 들었고. /
	
P0 	:아 그것도 /(note : 발화겹침) 그거는 중학교 때 많이 불렀던 거 같다. /
	
P1 	:어 중학교 어 진짜? 중학교 때 개똥벌레를 불렀어? /
	
P0 	:어. /
	
P1 	:선생님이 틀어 주셨어? /
	
P0 	:어. /
	
P1 	:어 아 근데 좋다. /
	 약간 음악인데 치유로 많이 쓰인대. /
	 그래 가지고 약간 그 큰 학생들한테도 /
	
P0 	:응. /
	
P1 	:쫌 그런 동요 이런 것도 들려 줄 필요가 있는 거 같애. /
	
P0 	:응 맞아. /
	(note : 발화겹침) 좀 큰 아들한테 동요 들려 주면은 우리가 애냐고 /
	
P1 	:응. /
	
P0 	:이런 거 왜 듣냐고 그렇게 말을 하는데 /
	
P1 	:어. /
	
P0 	:그래도 뭐 뭐 노래는 나이 따질 게 없지. /
	(note : 발화겹침) 좋으면 다 듣는 거지. /
	
P1 	:응 그니까 정말. /
	(note : 발화겹침) 맞아 코로나만 아니면은 내가 / 동요도 열심히 듣고 부르고 /(note : 발화겹침) 그럴 텐데. /
	
P0 	:그니까 언니 예전에도 동요 엄청 좋아해 가지고 잘 불렀잖아. /
	
P1 	:아 맞아 나의 동요 사랑은 옛날부터 이어졌지. /
	
P0 	:응 그리고 /(note : 발화겹침) 이제 옛날 노래도 되게 좋은 거 많거든. /
	
P1 	:어 그치 옛날 노래도 좋은 거 많지. /
	
P0 	:혹시 옛날 노래 중에서 / 이천 년대 초반 / 노래 중에서 좋아하는 노래 있어? /
	
P1 	:어. /
	 이천 년대 초반? /
	(note : 발화겹침) 나는 코요테도 좋아하고 /
	
P0 	:오 /
	
P1 	:그리고 또 누가 있을까? /
	 어 박정현도 이천 년대 / 전에 가수지? /
	
P0 	:그 전에도 하고 그 후에도 활동 하지 않았나? /
	
P1 	:맞아 그랬던 거 같애. /
	 코요테도 좋아하고 /(note : 발화겹침) 이디엠 이디엠 부른 가수도 좋아하고 /
	
P0 	:아 진짜? /
	
P1 	:어. /
	 또 누가 있지? /
	(note : 발화겹침) 뭐 갑순이와 갑덕이 그건 너무 옛날 노랜가? /
	
P0 	:그건 너무 옛날 거 같은데. /
	
P1 	:그치? /
	
P0 	:나는 그 /
	
P1 	:천년의 사랑 /
	
P0 	:아니. /
	(note : 발화겹침) 브라운아이드소울이었나? /
	
P1 	:아 브라운아이드소울? /
	
P0 	:그 벌써 일 년 /
	
P1 	:어 그거 좋지. /
	
P0 	:진짜 그 노래가 /(note : 발화겹침) 나의 내가 심지어 태어나기 전 노랜데 /
	
P1 	:응. /
	
P0 	:너무 좋아 가지고 / 요즘에도 많이 듣고 어제 학교 갈 때도 / 들었어. /
	
P1 	:아 진짜 어제 학교 갈 때도 들었어? 야 /(note : 발화겹침) 정말 요즘까지도 잘 듣고 있구나. /
	
P0 	:응 근데 이제 이천 년 전 노래는 잘 모르고 /(note : 발화겹침) 그때는 내가 한창 태어나기 전이니까 /
	
P1 	:어. /
	
P0 	:그럼 그리고 그 후에 / 그리고 내가 또 유치원 때는 /(note : 발화겹침) 소녀시대 동방신기 이런 게 유행했어 가지고 /
	
P1 	:어 맞아 소녀시대 / 소녀시대 나 옛날에 막 지 노래 좋아 가지고 / 지 연습하고 / 지 그 청바지 색깔 별로 사 가지고 / 월 화 수 목 금 입고 /
	
P0 	:맞아. /
	
P1 	:그러고 살았지. /
	
P0 	:그니까 암튼 / 어 좋은 노래는 많은 거 같애. /
	 내가 아까 전에 언니한테 /
	
P1 	:맞아. /
	
P0 	:들려주기로 했던 노래 보내줄게. /
