# FILE DATA
ID : SDRW2100001011
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220121
topic : 가짜 뉴스에 대한 징벌적 손해배상 > 찬성: 공적인 내용을 전함에 있어 사실확인없이 보도하는 것은 옳지않다

# SPEAKER_INFO
id : SD2101005
age : 10대
occupation : 학생
sex : 남성
birthplace : 경북
principal_residence : 경북
current_residence : 대구
education : 중졸

id : SD2101006
age : 10대
occupation : 학생
sex : 남성
birthplace : 경북
principal_residence : 경북
current_residence : 대구
education : 중졸

# SETTING
relation  :  친구


P0 	:가짜 뉴스에 대한 징벌적 손해 배상에 대해서 얘기할 건데 / 일단 나는 / 가짜 뉴스를 냈다는 거는 / 일단 그 가짜 뉴스를 낸 사람들에게 처벌을 내려야 되겠다고 생각해. /
	 근데 대부분의 가짜 뉴스는 / 내가 대부분의 가짜 뉴스는 ((그리 크지만)) 약간 일부분의 가짜 뉴스 / 방금 말했다시피 핵심 주제는 왜곡하지 않으면서 약간 살을 더 / 덧붙이는 그런 느낌이 그런 느낌이 사람들에게서 / 입에서 약간 왔다 갔다 하면서 약간 / 심하게 왜곡되는 경우가 있거든. /
	 약간 뭐 / 다시 예시로 들면은 내 치킨 방금 예시로 들면은 만들어 먹었다 라고 했잖아. /
	 근데 왜곡되서 뭐 / 어떤 에이라는 사람이 야 야 쟤가 / 치킨을 만들어 먹었대 아니라 / 쟤 치킨을 발명했대 이렇게 왜곡이 되고 갑자기 / 에이가 에이가 비로 넘어가서 그럼 비가 헐 하다가 씨한테 얘기를 해. /
	 씨한테 발명했다가 아니라 치킨을 창조했대 이렇게 점점 사람들에게서 / 입을 타고 타고 가면서 / 그것보다 더 크게 부풀어지는 경우가 있거든. /
	 그니깐 사실은 그 가짜 뉴스 처음으로 말한 사람은 / 짝 / 쪼그맣게 살을 덧붙인 거지만 이게 / 가짜 뉴스가 / 그 사람의 처벌이 아니라 그러면은 / 사람을 타고 타고 해서 바뀌는 거니까 / 그 모든 사람을 다 찾아내서 잡을 수는 없는 노릇이잖아. /
	 그니까 나는 그렇게 내는 건 좀 아니라고 생각해. /
	
P0 	:어 방금 너가 말했듯이 방금 / 너가 말한 거에 문제가 쫌 많긴 한데 / 타고 타고 부풀어 간다고 했는데 / 결국에는 그 원인은 거짓말을 처음 시작한 그 사람이 원인이 되는 거잖아. /
	 소문도 / 이 사람이 처음 먼저 얘기를 안 했으면은 그 소문은 결국엔 번지지 않았잖아. /
	 그러니까 그 처음 문제를 제공한 사람이 / 가중처벌 맞는 게 맞고 거기에 대해서 또 / 여러 사람한테 전파한 그런 사람들도 / 뭐 따로 책임을 져야 되는 건 맞긴 해. /
	 일단은 나는 있는 사실만 얘기해야 되지 뉴스라는 건 / 국민한테 알려야 되기 때문에 있는 사실한테 / 만 중요성을 여겨야지 거기에 대해서 / 오보라든가 / 뭐 거짓말이라던가 따른 / 있는 사실에서 쫌 더 덧붙이는 그런 행위는 난 절대 옳지 않다고 봐. /
	
P1 	:음 넌 딱 있는 내용만 전달하면은 된다고 생각하는데 / 난 그게 쫌 약간 다른 게 / 뉴스라는 건 어떻게 보면 다 / 사업이라는 건데 사업은 / 사람들이 봐 줘야 하잖아 뉴스는 그래야 그 사람도 돈을 벌잖아. /
	 그니깐 / 그 사람들 입장에선 제목을 자극적이게 해야지 사람들이 궁금증이 나잖아 뭐 / 자극적으로 해야지 보니깐 유 요즘에 유튜브로 보면 또 막 / 뭐 일본과 중국이 한국에 이것을 보고 놀랐다 이렇게 막 부풀려서 얘기를 하는 것도 있잖아. /
	 그렇게 하기 위해서 어쩔 수 없이 / 살을 덧붙여야 된다고 봐 걔 그 뉴스 입장에서는 근데 / 너무 뒤틀리게 하면은 / 그것도 가짜 뉴스인거야 그건 다른데 / 가짜 뉴스가 아닌 약간 / 내용은 핵심 내용은 / 같지만 약간 제목을 다르게 하고 / 살을 덧붙여서 재미를 / 업그레이드 시켜가지고 사람들을 보게 하는 게 그 사람들에 목적이란 말이야. /
	 그렇다 보니까 참 그걸 보는 사람들 / 사이에 입소문이 도니까 그게 너무 부풀려지는 거야 / 라고 생각해 나는 /
	
P0 	:그렇게 생각할 수도 있긴 한데 내가 한 가지 예를 들어 볼게. /
	 어 교통사고에 의해서 / 에이씨가 만약에 죽었다가 원래 사실이야. /
	 근데 만약에 / 오보를 내서 교통사고로 에이씨가 / 살해 당했다 라고 이렇게 오보를 내버리면은 / 그 내용은 완전히 틀려져 어차피 죽은 거는 같은 사실이 되지만 / 그 / 단어 두 가 단어 하나 만으로 / 완전히 내용이 바뀌는 거기 때문에 / 그 단어 하나 때문에 / 내용이 변질되고 / 내용이 다르게 전달되고 그렇게 하다 보면은 / 결국 모든 사람들에게 피해가 가고 / 그렇기 때문에 나는 / 잘 못 오보에 대해 잘 못 낸 오보에 대해서 / 나는 책임을 엄하게 물어야 된다고 생각해. /
	
P1 	:뭐 그럴 수 있겠지만 사실 모든 뉴스는 / 그 사람 ((다심)) / 내 전에 말 했듯이 사업해야 되잖아. /
	 그 사람 사람이 봐야 돈을 버는 거니까 / 그 사람들은 최대한 빠르게 / 그 정보를 수입 빠르게 내야지 일 등으로 그 / 뉴스를 내야지 사람들이 제일 많이 볼거 아니야 일 등 이니까 / 근데 그렇다 보면은 대부분의 뉴스들이 / 사건이 종료가 되지 않고 / 일단락이 되지 않고 사건 일어나자마자 하면은 / 모든 / 모든 사람이 / 그 확실하지 않은 정보 가지고 할 수도 있단 말이야. /
	 근데 만약에 / 만약에 / 그 뉴스를 / 너가 말한 것처럼 살해됐다나 / 사망했다를 / 다르게 말하는 거는 솔직히 같다고 난 솔직히 같다고 생각하지 교통사고의 / 살해된 거랑 사망된 거랑 / 솔직히 아직 무슨 차인지 모르겠어. /
	 너 한번 나한테 알려 줄래? /
	
P0 	:교통사고로 살해 당했다랑 뭐랑 뭐 얘기를 하는데 / 내가 처음 말한 거는 교통사고로 에이씨가 / 죽었다가 원래 사실이었다 치면은 / 오보로 낸 거는 교통사고로 에이씨가 살해되었다 그니까 / 에이 교통사고를 당해서 에이씨가 죽었다면은 / 뭐 불가피한 상황에서 쫌 안타까운 상황이지만 / 불가피한 상황에서 에이씨가 사고를 당해 죽은 거야 되는 거지만 / 살해 당했다고 하면은 / 누가 고의적으로 뒤에서 차를 친 걸을 수도 있고 아니면은 차에 / 뭐 / 운전대를 약간 고장시켜 낸다 고장 낸다든가 약간 그런 / 악의적인 목적이 있을 수도 있잖아. /
	 그니까 완전히 이 내용이 달라지는 거지. /
	
P1 	:음 물론 해석에 따라 다르긴 하지만 / 근데 가짜 뉴스라는 거는 / 아예 완전 뒤틀린 거를 말하는 건데 / 사망했다는 살해했다는 혹시 그 사람 / 그 뉴스를 내는 업체 입장에서는 / 그 범인이 그러면 차를 친 사람 있잖아. /
	 물론 교통사고 당하면은 / 차를 친 사람을 비라고 하면 에이씨가 당했던 건데 / 비씨가 고의적으로 했다는 그 가정을 두고 / 그렇게 낼 수도 있는 거잖아. /
	 그러면 그 사람도 입장에서 가짜 뉴스가 안 되는 거고 / 가짜 뉴스가 아닌 거잖아. /
	 그러면은 / 업체 입장에서는 / 근데 만약에 그렇게 내면은 나는 / 그렇게 손해배상을 받는다는 거는 그 업체 입장에서 너무나 / 억울한 일 일 거라고 생각해 나는. /
	
P0 	:일단은 나는 있는 사실에 대해서 왜 / 그 업체가 가정을 했는지도 잘 모르겠고 / 가정을 했다면 거기에 대해서 / 자기가 자기 멋대로 인식을 하고 거기에 대해서 자기 생각대로 뉴스를 낸 건데 / 있는 사실에 대해서 / 뉴스를 낸 게 아니라 결국엔 자기가 쓰고 싶은 대로 / 자기가 생각하는 대로 뉴스를 낸 거기 때문에 / 그거는 억울할 수 있다는 상황이 절대 안 되는 거 같고 / 그리고 / 그 / 오보에 대해서 약간 / 죄가 없다고 지금 계속 얘기하는 거 같은데 / 죄가 절대 없다고는 얘기할 순 없고 / 난 어느 정도 처벌은 받아야 된다고 생각해. /
	
P1 	:음 / 나 나도 뭐 오보는 잘 못된 거라고 생각하는데 / 사람이 / 무조건 백 프로 객관적으로 생각은 할 수가 없어. /
	 그니깐 / 너 생각이랑 내 생각이 지금 다른 것처럼 어떤 / 일이라는 사건을 두고 / 에이 비 씨라는 사람을 모았을 때 그 사람이 모두 / 같은 의견을 낼 수도 있고 아니면 완전 아예 셋다 다른 의견을 낼 수 있거든. /
	 그러니까 객관적으로 볼 수 있는 / 그런 게 있겠지마는 어떤 사건은 약간 주관적으로 볼 수밖에 없는 그런 게 있단 말이야. /
	 그러니까 / 그 주관적으로 / 어쩔 수 없이 백 프로 객관적이 아니라 어느 정도 주관적인 의견이 썪이다 보니까 / 그 뉴스에 대한 거는 / 물론 뉴스라는건 무조건 객관적으로 가야 되지마는 / 사람이라 뉴스도 사람이 내는 거잖아. /
	 사람은 어느 정도 주관적일 수밖에 없다고 생각하는데 / 그거 때문에 라는 거는 / 약간 뭐지 인간의 본능이라고 생각해 나는. /
	 약간 /
	
P0 	:인간의 본능 그니까 사람이 해석하는 거에 따라 / 다르게 해석할 수 있다라는 건 되게 괜찮은 말인 거 같은데 / 일단 나는 그렇게 생각해. /
	 어 / 그 오보를 낸 사람이 결국엔 오보라는 거는 결국엔 거짓말이잖아. /
	 그니까 거짓말을 했는데 / 그 거짓말에 대해서 책임을 지지 않는다. /
	 그니까 나는 거짓말을 해 놓고서 나는 떳떳해. /
	 난 죄없어 이거렇게 얘기하는 거랑 / 솔직히 난 뭐가 다른지도 잘 모르겠고 / 개인의 해석이라고 얘기를 해도 거짓말 하는 사람 입장에서 / 난 이렇게 생각했기 때문에 이렇게 얘기했어 라고 하면은 / 그건 쫌 아닌 거 같지 않나라고 생각해. /
	
P1 	:음 물론 공적인 뉴스 이런 데는 그럴 수가 있겠지마는 / 영화 리뷰 이런 건 알잖아 너 유튜브에 / 그런 거는 솔직히 객관적인 해석이 / 나올 수가 없잖아. /
	 뭐 어려운 영화 약간 -인스- / -인터스- 인터스텔라 같은 거 있잖아. /
	 그런 공상 과학 영화에 따르면은 해석이란 / 유튜브 보면 영화 해석이라는 그게 있단 말이야. /
	 해석이라는 거는 자기 생각대로 풀어나가는 건데 / 그렇게 따지면 원작자의 의도한 바랑 / 내가 생각하는 바랑 해석이 다르게 나올 수도 있잖아. /
	 근데 그것도 따지고 보면 가짜 뉴스에 포함이 될 수도 있다 생각해 나는. /
	 근데 그거에 대한 해석을 / 해석을 잘 못했다고 손해배상을 날리고 그런케 보면은 / 너무 뭐지? /
	 창의력이 안 나오고 약간 / 너무 각박해진 세상이 되는 그런 거 같애 나는. /
	
P0 	:물론 영화 라면은 개인적인 생각이 들어가는 게 / 맞다고 생각해 어떤 영화를 보고 사람은 / 울 수도 있고 아니면 웃을 수도 있고 / 아니면 뭐 슬프거나 화날 수도 있고 / 뭐 다 다른 개념이지마는 / 뉴스 같은 그니까 모두가 보는 / 모두가 정해진 시간에 티비만 틀면 나오는 뉴스 같은 경우에는 / 그런 / 개인적인 생각이 들어가면 안 되지 않을까? /
	 그니까 / 거짓말을 하면은 / 당연히 처벌을 받는 게 맞고 거기에 대해서 창의력이 / 나온다는 그런 소리는 쫌 난 아닌 거 같애. /
	
P1 	:물론 뉴스를 다루고 뭐 / 국가 일을 다루는 그런 / 티비 틀면 나오는 뉴스는 / 거짓말을 하면은 / 안 되는 업체긴 하지만 / 그거는 좁게 보면 그렇지만 넓게 보면은 / 우리 유튜브에 활동하는 뭐 영화 리뷰 이런 사람들도 어떻게 보면은 / 그 영화에 대한 뉴스를 우리한테 전달을 해 주는 거잖아. /
	 근데 / 해석이라는 그 방대한 옵션을 가지고 / 그 사람들의 그 사람들만의 해석이 / 썪여있는 -는- 걸 / 우리한테를 뉴스처럼 전달을 해주는 거잖아. /
	 어찌 되면 원작자는 나는 이거라고 생각하는데 쟤는 저거라고 해석하네. /
	 그럼 원작자 입장에서는 가짜 뉴스가 되는 거니까 / 그거에 대한 손해배상은 어떻게 생각해 그러면? /
	
P0 	:원작자가 가짜 뉴스라고 생각을 했으면은 원작자의 의도대로 / 제대로 잘 전해진 게 아니라 / 본인이 따른 개인적인 생각을 넣어서 영화를 해석했기 때문에 / 가짜 뉴스란 소리가 나올 수 있는 거고 / 그리고 / 보통 영화 같은 경우에도 / 뭐 이런 내용 설명하는 게 있고 마지막에는 / 뭐 개인적인 견해가 들어 갔으니 주의하십시오 라는 / 그런 내용이 나오잖아. /
	 그런 주의하라는 내용은 본인도 그런 잘못을 인정하는 거지. /
	
P1 	:음 듣고 보니까 / 내가 좀 약간 틀린 생각을 하게 된 거 같애. /
	 약간 -물- 가짜 뉴스는 / 손해 배상을 받아야 되고 약간 사람들에게 다른 정보를 주니까 잘못된 거라고 / 너와 대화를 하다 보니까 잘못된 거라고 생각하게 돼. /
