# FILE DATA
ID : SDRW2100000046
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210811
topic : 건강/다이어트 > 다이어트 운동 선택

# SPEAKER_INFO
id : SD2100045
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100046
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 충북
principal_residence : 제주
current_residence : 서울
education : 대졸

# SETTING
relation  :  고향 선후배


P1 	:어 요새 어 다이어트가 건강을 위해서 되게 중요한 거 같은데 형은 다이어트 하면서 / 뭐 하는 운동이나 식단조절 같은 거 따로 있어? /
P0 	:아 그러면 너는 그렇게 살이 / 몸무게가 증가된 거에 대한 식습관적인 잘못된 게 있는 거 같애? /
	
P1 	:나는 되게 후회되는 게 / 한국에서 있었을 때는 원래 집 밥 먹으면서 배달음식이나 이제 인스턴트 푸드 같은 걸 거의 안 먹고 지냈었거든? /
	 그런데 이제 뭐 러시아 가서 / 어 집 상태가 좀 많이 안 좋아졌더라고 오랜만에 가니까 / 그러니까 요리할 생각도 안 나고 / 그래서 배달 음식을 많이 시켜 먹었던 거 같애. 이제 학교랑 일 / 하다 보니까 / 그래서 인스턴트 푸드랑 배달 음식을 너무 많이 먹어서 / 그때 한 십 키로가 넘게 찐 거 같애 그 세 달 사이에 /
	
P0 	:잘못된 식습관이 {clearing} 배달 음식도 있지만 / 뭐 먹고 세 끼를 다 먹고 움직이지 않는다든지 바로 눕는다든지 그런 점이 있을 것 같은데 / 뭐 너는 / 공부를 하느라 쪼금 안 움직이고 그랬던 거야? /
	
P1 	:이제 공부도 공부고 / 일 같은 것도 사실 계속 앉아서 업무 보는 일이었다 보니까 인턴 할 때 그래서 / 밥을 먹고서 제대로 열량 소모를 안 해 준 거 같애. /
	 그리고 저녁때도 / 이제 / 피곤하니까 바로 자게 되고 형 같은 경우에는 / 뭐 잘못된 식습관이 있는 거 같아? /
	
P0 	:나도 러시아 있을 때 세 끼를 꼬박꼬박 챙겨 먹고 / 많이 움직이지 않아서 쪘던 거 같애. /
	 특히 뭐 배달 음식이나 아니면 기름진 음식 / 그런 걸 먹어서 / 살이 많이 찐 것도 있는 것도 있는 거 같고 /
	
P1 	:그러면 형은 / 어 러시아에 있을 때 딱히 운동을 별도로 안 했던 거야? /
	
P0 	:그치 거기서는 운동을 할 수 있는 / 상태가 아니었어. 내가 / 한 달 두 달 두 달 정도만에 확 뿔은 몸이어 가지고 / 거기서 운동을 할 수 있는 상황도 안 됐고 / 내가 집 구하고 그르느라 운동할 상황이 안 돼서 / 어쩔 수 없이는 핑계지만 그래도 / 그렇게 찐 거 같애. /
	
P1 	:형 그러면 매운 음식이나 뭐 기름진 음식 같은 것도 많이 먹었어? /
	
P0 	:기름진 음식이랑 매운 음식을 정말 많이 좋아했거든. 그래서 자주 먹었고 / 그걸 / 계속 먹다 보니까 살이 찌게 된 거 같애. /
	
P1 	:형 그러면 살이 찌면서 뭔가 / 뭐 호흡이 나빠진다거나 아니면 혈관이 좀 안 좋아진 느낌이 든다거나 그런 느낌 없었어? /
	
P0 	:예전부터 고혈압은 쪼금 있었고 / 그 안 좋아진 점 호흡 같은 거는 / 아마 내가 / 요번에 달리기 하면서 느꼈는데 많이 / 호흡이 가빠하 가빠워지고 / 조금 운동 하기가 많이 힘들더라고. /
	 특히 마스크 쓰고 운동하고 그러면 / 더 호흡이 차서 힘들었던 거 같애. /
	 너는 그러면 뭐 매운 음식이나 그런 거 좋아하는 편이야? /
	
P1 	:뭐 매운 음식을 잘 먹지는 않는데 좋아하는 편이라서 러시아 있으면서 이제 불닭 쏘스 되게 매웠던 거를 한 여섯 통을 비웠었던거 같아. /
	
P0 	:그래서 살이 찐 걸로 너는 생각하는 거야? /
	
P1 	:그게 좀 크게 작용했던 거 같아. 아무래도 매운 쏘스를 좀 뿌리다 보니까 / 쪼금 더 튀긴 음식 기름진 음식 이런 걸 찾게 되고 / 어~ / 위에도 좋지 않고 소화능력도 떨어지고 그래서 건강이 많이 나빠졌던 거 같아. /
	
P0 	:내가 티비를 보니까 뭐 다이어트 보조식품 같은 거를 / 막 찾아서 다이어트 성공 사례들이 있던데 그거에 대해서 어떻게 생각해? /
	
P1 	:이제 어~ 내 친구 동생도 의대 다니고 이제 내 / 아버지 친구분들도 의사분들이 계신데 / 그분들은 그런 거 추천하지 않다고 하더라고. 그래서 보조제 효과가 있는 보조제 같은 경우에는 / 어~ 아무리 부작용이 있다 보니까 막 정말 / 어 / 생명에 관련돼서 살을 빼야 되는 경우가 아니라면 추천하지 않는다고 해서 나는 별도로 복용하지는 않고 있어. /
	
P0 	:내가 알기로 김태우 가수 김태우나 뭐 빅마마 이런 사람들이 굉장히 / 조금 풍체가 있으셨잖아. /
	 근데 그 분들이 뭐 보조제를 먹고 / 많이 감량한 게 티비에 나오고 그랬는데 / 그래서 뭐 / 나도 뭐 맹신하는 건 아니지만 보조식품 정도로는 괜찮다고 보는 거 같애. 근데 / 물론 당연히 운동을 해서 살을 빼는 게 가장 중요하겠지. /
	
P1 	:나도 이제 보조제 같은 건 효과는 분명히 있다고 생각을 하는데 어~ / 내가 듣기로는 이제 호르몬이 바뀌기 바뀌거나 아니면은 / 어~ / 조금 감정선의 문제가 생길 수도 있어서 그래서 / 어 그냥 운동 꾸준한 관리를 통해서 하는 게 제일 좋은 거 같아. /
	
P0 	:그지 운동을 해서 / 다이어트를 해야지 요요가 많이 오지 않는다고 하더라고. /
	 다이어트를 / 나는 뭐 예전부터 그렇게 막 살이 / 예전부터 살이 많이 쪘는데 군인 돼서 좀 많이 / 빠졌어서 그때를 목표로 지금 계속 / 꾸준하게 운동을 하면서 뺄 생각이거든. /
	 너는 가장 말랐을 때가 / 가장 몸이 좋았을 때가 있었어? /
	
P1 	:나는 이제 고등학교 다닐 때 육상부 했었거든. 대구랑 육상이랑 돌아가면서 했었는데 / 그때가 내가 체력이 제일 좋았었던 거 같아. 이제 몸이 가볍다 보니까 / 턱걸이도 이제 반동을 쓰면은 한 스무 개까지 했었고 / 그리고 달리기 같은 것도 십오 키로미터 이제 한 시간 십 분 대 / 그렇게 끊었었고 / 어~ 딱 중고등학교 그때 운동을 했었을 때가 규칙적인 생활이 되고 / 어~ 운동량이 많다 보니까 몸이 제일 좋았었던 거 같아. /
	
P0 	:그런 걸로 미루어 봤을 때 / 내 생각에는 아마 / 제일 좋은 다이어트는 운동이 아닐까 싶어. 운동을 계속하면 자연스럽게 / 체중 감량이 되는 거 같애. /
	
P1 	:맞아. 특히 감량에 좋은 운동이 수영 같은 거라고 생각을 하는데 형은 수영 같은 걸 어 딱히 시간을 내서 해? /
	
P0 	:나는 수영을 한 번도 배워본적이 없고 / 군대 가서 / 했는데 그때 그냥 뭐 자유형을 배운 게 아니라 평형만 배워 가지고 / 뭐 쓸 쓸 때는 거의 없는 거 같은데 / 나도 수영을 한번 꼭 배워 보고 싶어. /
	
P1 	:이번에 어~ 바이러스 이런 것만 아니면 사실 수영장 같은 데 가서 수영을 하면서 체력도 기르고 이제 / 특히나 달리기 같은 거는 좀 관주 관절에 무리가 많이 가는데 / 수영 같은 거는 그런 걱정 없다 보니까 / 되게 이상적인 스포츠 같은데 / 지금 어~ 현 상황 때문에 못 하고 있는 게 되게 많이 아쉬워. /
	
P0 	:너는 수영을 그럼 배워본 적은 있어? /
	
P1 	:나는 옛날에 초등학교 때 / 그 우리 어머니 아시는 분 따님이 그 국가대표 출신이셨거든. /
	 그래서 그분한테 쪼끔 배우고 / 이제 기숙학교 들어 갔을 때도 꾸준히 수영을 하고 / 스쿠버 다이빙 같은 것도 배웠었고 그리고 이제 대학교 가서도 / 이제 모스크바에 있는 체육관에 / 수영장이 따로 있어서 거기서 / 수영을 계속 했던 거 같아. /
	
P0 	:아 그렇구나. 너는 수영을 그러면 / 스쿠버 다이빙을 했다고 했는데 나도 스쿠버 다이빙을 했거든. /
	 그 스쿠버 다이빙을 할 때 / 뭐 재밌었던 일은 있어? /
	
P1 	:이제 스쿠버 다이빙 같은 경우에는 조금 평소 훈련이 조금 힘들었었던 건 있어. /
	 어~ 그런데 이제 바다에 가서 이제 / 수업을 진행을 할 때는 / 다양한 생물들도 보고 산호초 같은 것도 보고 / 해파리에 쏘일 뻔한 경험도 있고 하니까 / 되게 재밌었던 추억이 많았던 거 같아. /
	
P0 	:아 나도 바다 나가서 수영을 해 본 적이 있는데 / 그때 / 물이 조금만 더 따뜻했으면 더 재밌게 놀았을 텐데 / 그게 좀 아쉬운 거 같애. /
	
P1 	:응 다음에 뭐 수영 코스나 다이빙 같은 거를 -하-하려고 하면은 / 이제 쪼금 더 어 상황을 보고서 계획을 세워야 되는 거 같아. /
	
P0 	:그래 다음에 한번 같이 하자. /
