# FILE DATA
ID : SDRW2100000272
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210831
topic : 대중교통 > 대중교통 장점

# SPEAKER_INFO
id : SD2100271
age : 50대
occupation : 주부
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 서울
education : 고졸

id : SD2100272
age : 50대
occupation : 주부
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P0 	:아니 오늘 지하철 / 타고 왔는데 지하철 안 복잡했어? /
P0 	:지하철은 뭐 환승도 하기도 편하잖아 그리고 비도 오늘 같은 날 / 오늘 비도 안 맞고. /
	
P1 	:응 근데 지하철이 편하지 근데 요즘은 / 그 계단이 많아 가지고 지하철은 나 힘들고 / 어디 장거리 갈 때는 그 빨간 뻐스 있잖아. /
	 그 좌석버스가 너무 좋드라고 / 가서 그냥 차만 타고 있으면 데려다 주잖아. /
	 그러니까 장거리 갈 때는 지하철보다는 /(note : 발화겹침) 뻐스도 나는 좋은 거 같애. /
	
P0 	:아 그래? /
	
P1 	:응. /
	
P0 	:빨간 뻐스를 별로 잘 -안- 안 이용해 갖고 /
	
P1 	:응. /
	
P0 	:아 그것도 이용해 봐야 되겠네. /
	
P1 	:그래 여기서 만약에 뭐 / 포천이나 양주를 간다 그러면 / 그 잠실에 광역 주차장 거기 / 그게 있드라고 나도 처음 알았어. /
	
P0 	:응. /
	
P1 	:그래서 그걸 타고 가니까 엄청 빨리 가고 편하게 가더라고. /
	
P0 	:응 이용해 봐야 되겠네. /
	
P1 	:응. /
	
P0 	:그런 쪽으로 되게 괜찮다. /
	
P1 	:그래. /
	
P0 	:자가용 뭐 / 자가용보다는 지하철이 훨씬 낫지. /
	
P1 	:지하철은 빠르지. /
	 -그렇- 그렇지 교통 그 전쟁도 겪끄지 않고 / 그 / 교통난도 /(note : 발화겹침) 잘 모르고 지하철은 오기만 하면 딱 데려다 주잖아. /
	
P0 	:그러니까 시간도 완전히 정확하게 지키고 /
	
P1 	:그러니까 /
	
P0 	:그러니까 그러네. /
	
P1 	:우리나라 지하철이 너무 많이 발달 됐지 지금 일 호선 이 호선 /
	
P0 	:응. /
	
P1 	:뭐 삼 호선 오 호선 분당선 아우 진짜 /
	
P0 	:지 /
	
P1 	:짱이야 우리나라 /
	
P0 	:지티엑스 뭐 / 무슨 선 무슨 선 /
	
P1 	:에스아르티 /
	
P0 	:엄청나. /
	
P1 	:그러니까 이 대중교통이 참 국민들한테는 좋은 거 같애. /
	 그 자가용 서민들한테는 진짜 / 없어서는 안 되는 그 교통수단이야. /
	
P0 	:아무리 자가용 많아도 지하철만 하지는 못 해. /
	
P1 	:그럼 지하철 없으면 / 지금 어떻게 출퇴근이 가능하겠어. /
	(note : 발화겹침) 그 먼 거리를 /
	
P0 	:그러니까 힘들지 아이고 어떤 사람들은 막 / 지하철을 한 시간 반씩 출퇴근하는데 / 굉장히 힘들게 하더라고 근데 /(note : 발화겹침) 멀어도 지하철은 시간이 딱딱 정해져 있어 갖구 /
	
P1 	:응. /
	
P0 	:-그거- 그거 하나는 진짜 좋아. /
	
P1 	:맞어 그래서 지하철이 좋다고 요새 노인분들이 / 지하철 공짜잖아 그래 가지고 막 천안까지 가 가지고 그 / 저기 -무료- 무료로 환승해서 가서 요새 지하철이 적자잖아. /
	 노인분들 때문에 이거 가격을 /
	
P0 	:크으 /
	
P1 	:올리든가 아니면 노인분들 나이를 늦춰야 되는 거 아니야? /
	(note : 발화겹침) {laughing} 적자를 안 나려면? /
	
P0 	:맞아 경춘선 같은 경우는 있잖아. /
	
P1 	:응. /
	
P0 	:상봉에서 딱 저기 / 춘천까지 딱 갔다가 오고 그런데 /
	
P1 	:응. /
	
P0 	:거기 너무 무료로 많이 타시는 분들이 많으셔 갖고 /
	
P1 	:응. /
	
P0 	:적자야 완전 적자래. /
	
P1 	:맞어. /
	
P0 	:쉬운 일이 아니야 그런 것도 보면은 지하철도 /
	
P1 	:그럼. /
	 우리가 / 편리해서 좋은데 이게 우리가 또 / 시설이 좋아야 되잖아 근데 우리가 다 / 교통비로 시설을 좋게 해야 되는데 / 무료 승차가 많으니까 / 이게 / 저기 편리한 시설을 만들 수가 없잖아. /
	(note : 발화겹침) 그게 문제야 요즘 우리나라 /
	
P0 	:맞아 근데 육십오 세 / 그 하 이상으로 하지 말고 / 원래 칠십 세를 해서 /(note : 발화겹침) 무료 승차로 해는 게 저는 좋은 거 같애. /
	
P1 	:우리 나이 때는 아마 칠십 세 부터 무료 승차 받을 거 같애. /
	 이런 식으로 가다가는 / 암만 대중교통이 좋다 해도 / 그 우리나라 노인분들이 많잖아 그러니까 이게 /
	
P0 	:응 /
	
P1 	:무료 / 승차가 많아 가지구 이게 적자가 많은 거 같애. /
	
P0 	:그러니까 / 그럴 거 같애 아휴 / 젊은 사람들 너무 힘들것어. /
	
P1 	:맞아 그리고 이게 환승이라는 게 우리나라에서 생긴 거잖아. /
	 뻐스에서 지하철로 환승 될 때 무료잖아. /
	 그러니까 그게 우리한텐 너무 편리하고 좋지만 / 또 나라에서는 그게 또 /(note : 발화겹침) 무거운 그 저기 나라가 그 짊어질 그거잖아. /
	
P0 	:응 그렇지. /
	
P1 	:그러니까 그것도 힘들을 거 같애. /
	
P0 	:어 맞아. /
	
P1 	:우리는 좋지만 /
	
P0 	:맞아 세금으로 다 빠져나가지. /
	
P1 	:응. /
	
P0 	:긍게 이제 이거는 그래도 서민들을 위한 거니까 /
	
P1 	:응. /
	
P0 	:우리 서민들한테는 완전히 좋고 / 뭐 인제 자가용 하는 사람들도 하지만 그래도 / 지하철 같은 거 많이 이용해야 될 것 같애. /
	
P1 	:그럼. /
	 나도 일하고부터는 옛날에 / 몇 정거장만 가도 내 차를 갖고 -다- 다녔는데 요즘은 내가 / 사회생활 하다 보니까 / 집에다 주차장에다 차를 놔두고 대중교통을 많이 이용하고 되더라구 / 걸어서 가고 뻐스 타고 가고 또 지하철로 환승하고 가고 / 대중교통이 얼마나 편리하고 좋은지 /(note : 발화겹침) 내가 요즘 새삼스럽게 느낀다니까. /
	
P0 	:{laughing} 맞어. /
	 나도 맨날 지하철 타고 갔다가 언니가 차 ((막)) 끌고 또 가 갖고 / 또 타고 또 지하철 타고 /(note : 발화겹침) 진짜 그때는 계속 그러고 댕겼지. /
	
P1 	:응 맞어. /
	
P0 	:재밌었어. /
	
P1 	:응 그러니까 대중교통이 /(note : 발화겹침) 우리 서민들한테는 꼭 필요한 거 같애. /
	
P0 	:그렇지 꼭 필요하지 없으면 안 되지 절대 안 되지. /
	
P1 	:음. /
	(note : 발화겹침) 그럼. /
	 그래서 시골 하고 /(note : 발화겹침) 서울 도시랑 연결해 주는 것도 대중교통이잖아. /
	
P0 	:맞어. /
	
P1 	:그래서 요즘은 그 지방 경기도 / 너머에 저기 먼 사람들도 서울 잠실까지 / 빨리 오고 그래서 잠실 같은 경우는 / 사람들이 많이 오드라고 옛날 같은 경우는 자가용만 타고 와야 되잖아. /
	 근데 요즘은 대중교통 때문에 / 잠실로 아니면 / 코엑스 삼성동 코엑스로 /(note : 발화겹침) 많이 사람들이 모이더라고 /
	
P0 	:아 그거 대중 /
	
P1 	:그게 대중교통 때문에 그런 거지. /
	
P0 	:그러네 저기 여기 서울에서 또 뭐 / 그 저기 온양온천있잖아 거기 가는 것도 /
	
P1 	:응 맞어. /
	
P0 	:꽁짜로 {laughing} 가 갖고 / 그거 다 엄청 하고 또 지하철 꽁짜로 타고 올라오시고 /(note : 발화겹침) 그런 분들이 엄청 많다 하드라고 /
	
P1 	:그래 노인분들 때문에 무료 승차 때문에 지금 / 지 그 지하철 열차가 지금 적잔 거 아니야. /
	 그분들 때문에 그런 거지. /
	
P0 	:젊은 사람들이 좀 힘들긴 힘들겠다. /
	
P1 	:그래 더군다나 인구도 감소하고 / 자녀 출산도 없는 점점 없어지는 감소하는 우리나라에서 / 대중교통을 잘 어 편리하게 이끌어 나갈려면 /
	
P0 	:잘 {laughing} /
	
P1 	:우리가 대중교통 올려야 되는데 또 올리면은 / 또 우리 서민들이 힘들어하고 /
	
P0 	:맞어. /
	
P1 	:음 그러니까 참 나라에서는 우리 / 우리 서민들을 위해서 대중교통을 / 잘 만들어줘서 너무 고마운데 /(note : 발화겹침) 이것도 복지시설을 위해서는 힘들 거 같애. /
	
P0 	:그러게 복지도 뭐 적당히 근데 적당히가 안 되잖아. /
	
P1 	:응 맞어. /
	
P0 	:한쪽으로 치우치고 꼭 그냥 /
	
P1 	:그렇지. /
	 우리 식구만 해도 자동차를 다 놔 두구 / 저기 대중교통을 이용해서 다 출근하잖아. /
	 그러니까 그것도 참 / 가계 면에서는 좋은 거 같애. /
	 차를 하나씩 다 갖고 나가는 {laughing} 거 보다 /
	
P0 	:응. /
	(note : 발화겹침) (()) /
	
P1 	:가서 대중교통 /(note : 발화겹침) 교통비 자가용보다는 교통비가 얼마 안 들잖아. /
	
P0 	:그렇지 당연하지 기름값도 엄청 많이 들어가고 / 도로며 뭐며 막히고 /(note : 발화겹침) 그러니까는 대중교통을 항상 이용을 해야 돼. /
	
P1 	:응 맞어. /
	
P0 	:한 집에 자가용도 하나만 있고 /
	
P1 	:음. /
	(note : 발화겹침) (()) /(note : 발화겹침) 음. /
	
P0 	:지하철로 그냥 다 하고 필요할 때 꼭 자가용 /
	
P1 	:응. /
	
P0 	:타고 가고 /(note : 발화겹침) 평상시에는 계속 대중교통 이용해야 되지 않을까 싶어. /
	
P1 	:그래 맞어 내가 사회생활하면서 그거 하나 바꼈다니까 / 맨날 자가용을 타고 다니다가 요즘은 차를 / 집에다 잘 모셔 놓고 주차장에 /(note : 발화겹침) 이제 뭐든지 내가 걸어서 대중교통을 이용한다니까 /
	
P0 	:어딜 가든 /
	
P1 	:어디를 가든 음 멀리를 가든 가까운 데를 가든 / 달라졌어 내가 / 생활 태도가 /
	
P0 	:((그래)) / 우리 남편은 아예 차 아니면은 /
	
P1 	:음. /
	
P0 	:자가용 아니면은 안 나갈라고 그래 /
	
P1 	:응. /
	
P0 	:아예 여기서 여기도 발길을 안 하려고 그래 그래 /(note : 발화겹침) 근데 나는 무조건 자가용은 싫어. /
	
P1 	:응. /
	
P0 	:무조건 그냥 지하철 뻐스 / 그런 게 제일 편하고 좋아 나 완전 자가용이야. /
	(note : 발화겹침) 십일 호 자가용 지하철 {laughing} /
	
P1 	:맞어. /
	(note : 발화겹침) 맞아. /
	(note : 발화겹침) {laughing} 너의 대중교통에 너는 너 자가용이야? /
	
P0 	:어. {laughing} /(note : 발화겹침) 나는 완전 /
	
P1 	:서민이구나. {laughing} /
	
P0 	:서울시 평범한 서민 {laughing} /
	
P1 	:음 서민이라 대중교통 이용하는 거야? /
	
P0 	:{laughing} /
	
P1 	:{laughing} 요즘 서민이 아니더라도 다 대중교통 이용하드라고. /
	
P0 	:그렇지. /
	
P1 	:편리하게 잘 만들어 놨으니까 /(note : 발화겹침) 지하철 팔 호선까지 있고 어 수인분당선 /
	
P0 	:어. /
	
P1 	:너 분당선이 너 인천까지 가는 건 난 요새 와서 알았다니까. /
	
P0 	:알았다니까 /(note : 발화겹침) 어휴 그거 언제부터 다녔는데 /
	
P1 	:그러니까 /
	
P0 	:계속 다 확장이 되는 거야 마 여기 저기 /
	
P1 	:응. /
	(note : 발화겹침) 맞어. /
	
P0 	:안 가는 곳이 없어. /
	
P1 	:그러니까 야 인천에서 야 /
	
P0 	:지하철이 /
	
P1 	:수서까지 와 봐라 그 얼마나 오래 걸리니 근데 /(note : 발화겹침) 지하철 타기만 하면 오는 거 아니야. /
	
P0 	:그렇지. /
	
P1 	:그러니까 얼마나 편리해졌어. /
	
P0 	:그러니까 좋은 세상이야. /
	
P1 	:맞어 점점 좋은 세상인데 / 대중교통만 생각하면 좋은 세상인데 / 또 여러가지 생각하면 또 /(note : 발화겹침) 나쁜 세상이고 {laughing} /
	
P0 	:{laughing} 이 시기를 잘 겪어야지. /
	
P1 	:맞어. /
	(note : 발화겹침) 음 너도 지금 오늘도 대중교통 이용해서 왔지? /
	
P0 	:당연하지 집에서 다 오 호선 타고 /
	
P1 	:음. /
	
P0 	:그 다음에 왕십리에서 딱 갈아타구 /(note : 발화겹침) 이게 환승이 잘되고 그러니까 /
	
P1 	:응. /
	
P0 	:(()) 딱 좋아 옛날에는 그거 / 버스에서 막 버스가 너무 막 / 그 타기가 힘들었잖아 막 거기 /
	
P1 	:응. /
	
P0 	:그 /(note : 발화겹침) 환승을 어떻게 하는지 모르고 그냥 안 찍고 내려 갖고는 /
	
P1 	:흐음. /
	
P0 	:환승도 못 하고 그냥 / 이중으로 그냥 / 뻐스 요금이 나가고 막 / 난리였지 근데 이제 요즘은 완전히 잘 돼 갖고 /
	
P1 	:응. /
	(note : 발화겹침) 음. /
	
P0 	:너무 너무 편리한 거 같애. /
	
P1 	:맞어 여기 오는데도 별로 시간이 많이 안 들었어. /
	 내가 뻐스 환승 같은 게 없었으면 / 쪼끔 걸어가서 한 정거장도 안 되는데 걸어가서 / 지하철 타고 오는데 / 뻐스 환승이 되니까 내가 걷지 않고 뻐스를 타고 / 환승해서 지하철을 타고 여기 오는데 /(note : 발화겹침) 우리 집에서 여기 먼데 한 시간밖에 안 걸리는 거야. /
	
P0 	:아 /
	
P1 	:이게 대중교통을 이용해서 이렇게 / 가까운 거지 내가 만약에 자가용을 타고 / 우리집에서 여기 왔으면 /(note : 발화겹침) 진짜 한 시간이 뭐야 두 세 시간 걸렸을 거 같애. /
	
P0 	:그렇지 오늘 같이 비오는 날은 완전히 차가 막혀 갖고 /
	
P1 	:맞어. /
	
P0 	:그냥 지옥이지 뭐 /
	
P1 	:음. /
	
P0 	:한 시간이 뭐야 아예 막혀서 움직이지도 못하는데 /
	
P1 	:맞어. /
	
P0 	:그러니까 지하철은 뭐 전혀 그런 게 없잖아. /
	
P1 	:그럼. /
	
P0 	:뭐 특별히 이상하지 않는 이상은 제 시간에 딱딱 /
	
P1 	:응. /
	
P0 	:딱딱 맞춰서 오니까 /
	
P1 	:응. /
	
P0 	:그래서 좋은 거 같애요 쫌 /
	
P1 	:그렇지. /
	 대중교통 /(note : 발화겹침) 그런 것 때매 역세권 있는 아파트가 가격도 많이 올랐잖아. /
	
P0 	:많이 올랐잖아. /
	(note : 발화겹침) 맞어. /
	
P1 	:이게 다 교통 때문에 그런 거야 대중교통을 이용할 수 있게 / 만드는 아파트는 / 거기 근처에 있는 아파트는 많이 오르구 / 대중교통이 먼 아파트는 쪼끔 오르고 이게 다 / 대중교통 때문에 생긴 거 아니야 아파트 재산도 /
	
P0 	:그렇지 당연하지 지하철 같은 경우는 / 이 역만 있으면은 그 초역세권 역세권 막 그래 가면서 /(note : 발화겹침) 가격차이가 천차만별인데 /
	
P1 	:그럼. /
	
P0 	:얼마나 좋아. /
	
P1 	:그럼 대중교통 때문에 / 아파트 가격도 그 근처에 ((있)) 역세권 아파트는 / 가격이 올라가고 이게 다 교통난이 좋아지면 / 그게 다 /(note : 발화겹침) 이로운 거지. /
	
P0 	:그렇지 언니는 그 역에서 한참 들어가는 거여? /
	
P1 	:아니지 우리는 가깝지. /
	
P0 	:몇 분 걸리는데? /
	
P1 	:한 팔 분 팔 분 걸리지. /
	
P0 	:그러면 초역세권은 아니고 역세권은 되것네. /
	
P1 	:음 /
	
P0 	:그럼 많이 올랐겠다 요번에 세금 엄청나게 나오던데 /
	
P1 	:음 /
	
P0 	:나라에따가 세금 많이 내고 대중교통을 이용해여. {laughing} /
	
P1 	:그럼 나라에 세금은 잘 내줘야 돼. {laughing} /
	
P0 	:그렇지. /
	
P1 	:우리가 나 그 나라에서 사는 한 / 세금을 잘 내주고 대중교통을 잘 이용하면 /(note : 발화겹침) 우리는 좋은 국민입니다. {laughing} /
	
P0 	:그러죠. /
	
P1 	:{laughing} /
	
P0 	:답십리역에서 우리는 완전 일 분 거리니까 /
	
P1 	:음. /
	
P0 	:초역세권인데 그냥 또 절반 / 그 속에 그 그 뭐냐? /
	 절반은 다 지금 다 때려 뿌시고 / 새로 아파트 지니까 우리 절반만 또 단독이야 그래 갖고 / 대중교통 거기 /(note : 발화겹침) 지하철역이 바로 우리 집에서 가까우니까 /
	
P1 	:어 너네는 니네 집에서 가 바로 지하철역이야? /
	
P0 	:응 일 분 거리야. /
	
P1 	:음 /
	
P0 	:그래두 /
	
P1 	:그럼 너네도 아파트로 되는 거 아니야? /
	
P0 	:아니야. /
	
P1 	:나중에는 주택가 없애고 /
	
P0 	:-반- 반만 탁 짤라 갖고 저쪽으로만 / 반만 내 (()) / 아 그래서 / 아우 지하철을 엄청 / 좋아 나는 집 앞이 지하철이고 쫌만 걸어가면은 / 뻐스고 뻐스도 완전히 /(note : 발화겹침) 안 가는 데가 없잖아 요즘에는 /
	
P1 	:편리해졌지. /
	
P0 	:대중교통이 너무 잘 돼 갖고 /(note : 발화겹침) 말할 것도 없지 뭐 그래서 /
	
P1 	:그럼. /
	
P0 	:열심히 대중교통 이용하자고 언니 우리 /
	
P1 	:그럼 이용하자. /
	
P0 	:응. /
