# FILE DATA
ID : SDRW2100004026
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220113
topic : 안락사·존엄사 법제화 > 안락사의 필요성과 긍정적/부정적 영향

# SPEAKER_INFO
id : SD2100939
age : 20대
occupation : 학생
sex : 여성
birthplace : 광주
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100940
age : 30대
occupation : 기타
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 서울
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P1 	:안락사에 대해서 어떻게 생각해? /
P1 	:충분히 이 사람이 자기가 죽고 싶어도 죽지 못하는 거잖아 / 뭔가 / 병원에서 / 식물인간인 / 가족 있다던가 / 아니면 정말 고통스러운 치료를 / 받고 있는 가족이 있다면 / 그걸 지켜보는 것과 그 / 왜 또 경제적인 부담이 나는 매우 크다고 생각을 해 / 물론 가족이 그거를 유지하겠다고 하면 / 뭐 / 어쩔 수 없지만 / 뭐 / 올바른 정신 상태에서 / 의견을 낼 수 있는 / 환자라면 / 그 환자가 자기를 / 이제 더 이상 생명 연장을 하지 않겠다라고 한다면 / 나는 / 안락사가 필요하다고 생각해. /
	
P0 	:사실 안락사라는 게 누군가에게는 / 꼭 필요할 수 / 있는 방법이라고 생각을 해 그리고 가족들이 옆에서 지켜보는 게 고통스러운 것만큼 슬픈 이야기가 없고 / 비용적으로도 문제가 될 수 있을 거라고 나는 생각을 해 왜냐면 결국에는 의사가 / 판단은 내려주지 판단을 내려 줬는데 / 더 이상 더 연장을 하겠다라는 거는 그만큼에 대한 비용이 또 필요할 테니깐 / 그러나 결국에는 / 그 안락사가 그 사람의 판단이 아닌 누군가의 의견이 계속 개입이 되다 보면 / 가족들 입장에서도 / 더 이어 가고 싶은 마음이 있을 수 있지만 / 의사의 의견도 고려해야 되고 상황을 생각하게 되면서 결국엔 그 사람의 죽음 자체를 놓고 계속해서 비교를 하는 / 상황이 벌어지기 때문에 / 그 기준이 되게 모호한 거 같아. /
	
P1 	:맞아 기준이 모호하긴 해 그래서 그 기준을 되게 / 잘 세세하게 이 환자가 / 어 / 판단을 할 수 있는 상황인지 아닌지도 / 잘 파악을 해야 되는 거 같고 그런 부분이 어렵기는 한 거 같애. /
	
P0 	:왜냐하면 결국에는 그 모든 의견을 제시할 수 있는 사람은 의사에 단 한 명이구 / 그 의사 단 한 명의 의견을 가지고 이 사람을 안락사 하겠다라는 것을 / 가기까지는 / 참 많은 의견들이 또 필요하고 많은 생각들이 필요할 테지만 결국에는 그것 역시도 / 그 죽음을 앞둔 사람에 / 정확한 결정이 아니기 때문에 / 나는 굉장히 반대하는 / 입장이야 / 그럼 안락사에 대한 또 / 긍정적인 생각을 하는 다른 이유가 있어? /
	
P1 	:어 / 어쨌든 한 부분이 고장이 나서 / 사람이 / 자기가 스스로 안락사를 선택을 하게 되면 / 나는 제일 좋은 부분이 / 이 / 다른 생명을 살릴 수 있다라는 부분이야 / 사망 후에는 쓸 수 있는 장기가 / 매우 한정적이잖아 / 그렇지만 자기가 안락사를 선택을 하고 / 기증을 하겠다라고 / 해 놓은 상태라면 / 그 시술로 충분히 다른 생명들을 여러 명 살릴 수 있다라는 긍정적인 면을 / 나는 좋다고 생각해. /
	
P0 	:또 다른 많은 사람들에게 도움이 되는 부분은 나도 분명하게 좋다고 생각을 해 근데 / 어 안락사라는 거 자체가 예를 들어서 / 판단을 제 삼 자가 아닌 본인이 해야 된다라고 하는 거면 자신한테 그 결정권이 있는 건데 / 그렇게 되면 내가 내 죽음에 대해서 / 결정을 할 수 있는 / 그 권리를 주게 된다면 조금 합법적으로 좀 쉽게 주게 된다면 / 다른 모든 사람들도 / 내 죽음과 삶의 이 / 경계에서 너무나 쉽게 / 조금 생각을 할 수 있을 것 같다는 생각도 들어. /
	
P1 	:허 뭐 그럴 수 있어 뭐 / 악용의 사례가 있을 수도 있고 / 어 그 사람이 안락사를 원하지 않았는데 / 어 / 그런 부분이 생길 수도 있는데 어 / 안락사를 오히려 그런 부분이 안락사를 합법화해야 / 불법적인 / 안락사가 줄어들 수 있다고 생각을 하고 / 어 / 음 /
	
P0 	:그러면 지금은 사실 안락사가 불법이기 때문에 / 사람들이 함부로 자신의 죽음을 선택하지 못하는데 / 만약에 그것이 합법이되 / 된다고 했을 때 그 자신의 죽음을 운전하게 선택을 하고 / 그 자신의 죽음을 온전하게 선택을 하고 / 또 죽음을 맞이하는 과정에서 만약에 / 일어나는 각종 범죄들을 또 그러면 법정에서 만들어야 되는 / 상황이 생기잖아 그 부분에 대해선 어떻게 생각해? /
	
P1 	:그렇지 그 부분은 아주 / 어 심도 있게 얘기를 하고 결정해야 될 문제라고 생각을 해 / 어 / 정신적으로 판단을 다 할 수 있는 상태여야 하고 / 정말 / 진짜 식물인간처럼 다시 깨어날 가능성이 -없- 없는 사람 / 그 사람들한테는 결정권이 없잖아 / 의사 판단이거나 아니면은 가족에 판단이 필요한 부분인데 그런 부분은 좀 위험한 부분이기는 해 / 식물인간이어도 살아날 수두 있잖아 깨어날 수두 있고 / 그러면은 어뜨케 보면은 살인이 되는 걸 수도 있으니까 / 그 부분을 아주 조심스럽게 해야 된다고 생각을 해. /
	
P0 	:그러면 안락사가 합법이 되면 / 조금 조항들이나 이런 기준들이 당연히 엄격해질 텐데 / 그래도 결국에는 / 합법으로 되게 된다면 자신의 죽음을 선택을 할 때 / 자기 주변 사람들 혹은 / 또 자신의 뭔가 피 힘든 부분에 / 압박을 받으면서 조금 / 원하지 않지만 그래도 뭔가 미안한 마음 혹은 / 그런 우려들 때문에 / 죽음의 선택이 쉽기 때문에 그것을 쉽게 선택하지는 않을까? /
	
P1 	:어 그런 부분도 있을 거 같애 뭐 / 가족들이 힘들어하니까 / 분명히 내가 선택해서 안락사를 내가 그냥 죽겠다라고 하더라도 / 주변에 / 환경 때문에 / 어쩔 수 없이 약 / 뭐 가족들이 힘들어하니까 / 내가 그걸 선택하겠다라는 슬픈 상황은 / 당연히 있을 수 있다고 생각을 해 / 근데 그것 또한 나는 본인 선택이라고 생각을 하기 때문에 / 어 / 음 존중받아야 된다고 생각해 /
	
P0 	:나는 이거는 되게 개인적인 생각이지만 뇌사 상태 혹은 이렇게 죽음에 대해서 선택권이 없는 사람들 / 상황에서 / 사실 과학적으로는 이미 / 의사 역시도 / 죽었다 / 그리고 더 이상 생명을 연장하기는 힘이든다라고 판단을 내렸지만 / 그래도 / 좀 / 이거 되게 비과학적인 상황일 수도 있지만 결국에는 살아날 수 있는 존재들이라고 생각을 해 / 그런데 그 사람에 대한 죽음을 앗아가게 된다면 / 결국엔 생명을 연장하던 사람을 생명을 앗아가게 된다면 / 또 주변에 있는 사람들에 대한 / 주변들에 있는 사람이 / 굉장히 슬플 것 같다라는 생각이 들어 결국에는 그 사람들의 생명을 / 계속해서 연장하고 싶은 것은 그 사람에 대한 희망이 있다라고 나는 / 생각을 해. /
	
P1 	:그치 그게 / 슬퍼할 사람이 / 어 만약에 안락사를 선택한 사람이 환자일 경우에는 / 주변 사람들이 많이 슬프겠지 반대를 했다면 / 어 그렇지만 그 또한 / 그 고인의 선택인 거니까 / 음 존중돼야 된다고 생각을 하고 / 오히려 반대로 / 나는 그 / 환자가 선택할 수 없는 상황인데 의사나 / 어 가족의 판단으로 안락사를 / 시행하는 거는 그건 좀 많이 슬픈 상황인 거 같애. /
	
P0 	:그러면 만약에 합법화가 되었을 때 / 예를 들어서 범죄 현 / 범죄 현상이 일어날 수 있다라고 나는 생각을 해 그 사람이 그 사람을 죽이겠다는 목적을 가지고 그 사람에게 안락사 / 합법이 있으니까 그 동의서를 받아 놓고 / 그 사례를 저지르는 상황들은 / 난 분명히 많이 생겨날 거라고 생각을 하거든. /
	
P1 	:맞아 그 뭐 가족이 / 뭐 아버지나 어머니의 유산을 노리고 / 미리 뭐 / 저 뭐 뒷거래를 하든 어떻게든 해서 / 불법적으루 / 죽게 만드는 상황이 뭐 / 나타날 수 있다고 생각을 해. /
	
P0 	:그리고 예를 들어서 그렇게 / 자기가 온전히 자기의 삶을 선택할 수 / 있든 없든 결국에는 우리가 가장 제일 중요한 건 인간의 생명 자체를 / 그 누구도 / 마음대로 / 앗아가선 그게 / 본인 일지라도 / 마음대로 / 앗아가는 거는 나는 굉장히 / 반대에 입장을 크게 / 띄고 있어서 / 이게 합법이 되든 / 합법이 되지 않든이 아닌 이게 인간의 그 뭐 / 존재 자체를 거부하는 / 법은 만들어지면 안 된다라고 나는 생각을 해. /
	
P1 	:나는 그 사람이 / 진짜 억지루 억지루 생명 연장을 하는 것 또한 / 불필요하다고 생각을 하거든 / 물론 이제 가족이나 / 둘 다 환자나 / 두 쪽 다 / 나는 생명 연장을 무조건하겠다라고 하면 그건 당연히 안락사가 안 되지 하면 안 되는 거고 / 그런데 그 둘 중 하나라도 / 어 그거에 대해서 / 시행을 하고 싶다면 / 나는 / 필요하다고는 생각을 해 / 그치만 / 뭐 불법적인 행위나 / 그런 부분이 좀 많이 걱정이 되기도 해. /
	
P0 	:사람이 감정이라는 게 참 신기한 게 내 주변에서 사람이 다치거나 혹은 / 그 사람이 자살을 하거나 자살 시도를 하게 되면 나한테 오지 않아도 되는 그런 / 부정적인 영향들이 당연히 미칠 수밖에 없게 된다고 나는 생각을 하거든 / 내 부모님이 혹은 내 친구가 / 내 주변 지인이 자살을 혹은 / 그 죽음을 선택했을 때 / 그 주변 사람들에게도 분명히 부정적인 영향들이 끼칠 거라는 생각인 거지 / 근데 그게 내가 모르는 사람이 아닌 / 내가 아는 사람이 / 내가 소중하게 생각하는 사람이 존엄사 혹은 / 안락사를 생각을 할 때 / 그 슬픔은 어떻게 생각해야 될까? 그 슬픔은 어떻게 생각해야 될까? /
	
P1 	:받아들여야 된다고 생각을 해. /
	
P0 	:더 많은 죽음이 일어나지는 않을까? /
	
P1 	:많은 죽음이 일어날 거야. /
	 왜냐하면 / 지금은 자기가 선택해서 죽을 수 있는 게 아니니까 의사에 판단이 필요한 거고 / 그리고 / 만약에 그게 허용이 된다면은 당연히 많은 환자들이 어렵게 그냥 생명 연장만하고 / 뭐 가족들 다 / 어 재산 다 / 쏟아붓고 / 힘들게 힘들게 / 그렇게 / 하면서 / 지내고 있으니까. /
	
P0 	:나는 범 이에 / 생명을 누군가가 앗아가는 것에 대해서 부정적인 입장을 가지고 있기 때문에 걱정되는 게 굉장히 많은데 / 결국에는 / 제일 큰 것 인간의 / 존재 자체를 거부하는 것 그리고 / 또 이제 / 모호한 / 함 / 줄이지 / 의사가 준 모호한 그 기준들에서 가족들이 흔들릴 것들 그리고 / 희망이 더 이상 없어지게 되면 그 주변 사람들이 / 또 받아야 할 상처들과 / 또 결국에는 그 사람이 / 그 죽음을 선택하기까지가 / 어떤 / 일들이 정확히 있었는지 모르기 때문에 굉장히 이걸 판단하는 것 역시도 모든 게 다 나는 / 애매하다라고 나는 생각을 해 / 그거에 대한 / 기준점을 정하는 것 역시도 / 사람이 그 기준을 정하는 것이기 때문에 / 안락사는 굉장히 부정적인 입장으로 크게 보고 있어. /
	
P1 	:그렇게 생각할 수도 있겠다. /
