# FILE DATA
ID : SDRW2100002132
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211204
topic : 청소년에게 인터넷·스마트폰이 미치는 영향 > 반 : 아이들은 스스로 조절을 못 한다. 하지만 너무 제한은 과 할 것 같다. 대체제가 있어야 된다고 생각

# SPEAKER_INFO
id : SD2101907
age : 40대
occupation : 주부
sex : 여성
birthplace : 경기
principal_residence : 서울
current_residence : 경기
education : 대졸

id : SD2101908
age : 50대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 서울
current_residence : 경기
education : 대졸

# SETTING
relation  :  부부


P0 	:어~ / 이게 인터넷이랑 요즘에 스마트폰을 / 너무 많이 쓰잖아요 사실 우리 애들도 그렇고 / 주변에 / 청소년들이 많이 써서 지금 / 문제점이 많은데 / 저는 기본적으로 이게 / 청소년들한테는 / 쫌 / 쫌 / 쫌 제재를 가하고 쓰는 시간을 쫌 / 이케 조절을 해서 / 어? /
	
P1 	:생각을 해요. /
	
P0 	:이게 물론 아까 전에 말씀하신 대로 / 그게 / 솔직히 이런 거를 기계라든가 이런 거를 / 잘 못 쓰면은 애들 사이에서도 / 소외되고 뭐 예를 들어 이제 게임만 하더라도 / 막 애들이 유행하고 있는 게임 / 나만 모르고 있어 나만 잘 못 해 그러면은 / 이케 소외가 돼요 그서 / 어 애들이 이제 약간 쫌 기도 죽고 / 잘 못하면 그런 게 있긴 하나 / 꼭 그거 가지고 뭐 친구 관계가 / 어 그거 백 퍼센트 게임으로만 {laughing} / 저 관계가 맺어지는 것도 아니잖아 근데 / 이게 이게 한 시간 두 시간 쓰다 보면은 / 이게 애들이 시간이 점점 점점 이렇게 늘어나고 / 이게 절제가 안 돼요 주위에서 인제 / 고만 내가 이제 고만 하라고 하더라도 / 이제 화가 나는 거지 화가 나는 거지. /
	 더 하고 싶은데 못 하게 하니까 인제 막 안 될 안 될 / 라고 / 그 성격 자체도 약간 쫌 변하는 거 같더라고 / 약간 폭력적으로 어? /
	(note : 발화겹침) 막 쫌 그런 게 있고 /
	
P1 	:그게 쫌 문제긴 하죠 근데 /
	
P0 	:문제고 이렇게 자기 지금 조절력이 없는 / 애들이잖아 사실은 청소년이고 뭐 우리 애들만 봐도 어? /
	(note : 발화겹침) 그렇잖아요 근데 그거를 /
	
P1 	:근데 /(note : 발화겹침) 아 /(note : 발화겹침) 하지 말 /
	
P0 	:그게 효과적으로 이렇게 / 그 제어해 줄 수는 사실은 / 강압적으로 하지 않은 한 어? /
	 힘들단 말이야 근데 그런 그 관계 /
	
P1 	:그 /
	
P0 	:속에서 그러면 사이가 엄청 나빠지거든 또. /
	 그게 /(note : 발화겹침) 또 /
	
P1 	:근데 그런 부분들은 어쨌든 애들은 / 하지 말라고 하면 더 하고 / 우리 때도 / 나 댜도 그랬으니까 뭐 하지 마라고 하면 더 하고 싶고 / 그런 (()) / 그런 부분을 조절을 하기 위한 어떤 / 룰을 정하거나 그런 습관을 / 들이는 거를 계속 시켜야 되지 않나? /
	 막 못 하게만 할 부분이 아니라 어떤 / 그까 당근과 채찍이 필요하듯이 / 어떤 일을 하면 이걸 지금 엄마가 그렇게 하듯이 / 어 / &name&이가 / 뭐 뭐를 하면 주말에 삼십 분을 하고 / 그런 식으로 / 어떤 그 / 그거 / 집에 생활에서 엄마를 얼만큼 뭘 도와주거나 / 뭐 자기 할 일을 더 하면 / 뭐 하 / 몇 번을 더 한다거나 / 혹은 / 잘못을 저지르거나 해야 돼서 안될 일을 하면 / 그러 / 몇 분을 또 / 깐다거나 이런 식으로 쪼금 뭔가 / 못 쓰게만 하는 부분이 아니라 / 쓰되 그런 부분을 습관을 / 자기 스스로 어떤 룰을 정해서 / 쓰게끔 하는 부분이 필요하지 않나? /
	(note : 발화겹침) 란 생각을 하고 /
	
P0 	:근데 그 룰을 정하는 것까지는 / 잘 정 하잖아요 서로 합의 하에 / 너 이렇게 이렇게 하면 이 때는 뭐 엄마가 십 분 더 눌러 줄게. /
	 그리고 아니 안 그러면 뭐 몇 번 더 / 어 깎는 거야 뭐 이런 식으로 해서 인제 / 물론 그거 맨 처음에 다 정해 놓지 물론. /
	 그거 안 정해 놓고 그냥 막 무대기로 그냥 막 {laughing} / 주는 엄마가 어디 있어요? {laughing} 근데 그게 / 나중에 보면은 그게 안 된다니까 이게. /
	 컨트롤을 할 수가 없다니까 애를 어. /
	 장난 아니니 그 애들이 / 그게 그리고 우리 애들은 그래도 우리 집 애들은 순한 편인데 / 따른 집 애들은 그 말씨가 먹히지가 않아요. {laughing} / 통제가 안 된다니까. /
	 이게 / 이미 그까는 그 전에 막 이렇게 맞벌이 같은 집들은 / 내가 이제 엄마도 없고 아빠도 없잖아 그 / 내가 쓰고 싶은 대로 무조건 막 썼는데 / 주말 같은 때 엄마 아빠 있잖아. /
	 그럼 그때 못 쓰게 하면은 얘는 그게 용납이 안 되는 거지. /
	 아니 평소에 내가 쓰고 싶은 대로 다 썼는데 왜 왜 못 쓰게 하냐? /
	 거기에서 무슨 룰이 있고 뭐 이런 게 있어? 그 없는 거야. /
	(note : 발화겹침) 그냥 그게 용납을 못 해요 그래 가지고 /
	
P1 	:그래서 /(note : 발화겹침) 해서 그렇게 쓴 부분들이 /
	
P0 	:그까 이게 /
	
P1 	:그까 계속 그거만 쓰게끔 내 / 하는 부분이 / 어 관심이 / 그것만 보게 / 따른 데에 관심이 없어져 버리니까 / 그걸 하는 부분이 있으니까 강제적을 / 강제적이란 부분이 좀 그렇지만 / 어~ 그거를 못 보도록 하는 시간들 / 그니까 예를 들어서 / 뭐 / 운동을 / 어 축 남자애들 같은 경우는 축 / 구를 한다든지 그런 어떤 / 오프라인 쪽에서 할 수 있는 일들을 / 하게 되면 그 시간 만큼은 / 어 좀 / 그 접촉이 끊어지는 부분이 있으니까 그 / 그런 식으로 집에만 / 있으니까 요새 그런 부분에 생기는 부분이 많이 있는데 / 어떤 / 밖에 야외 활동이나 이런 부분들을 점점 / 늘려지거나 이렇게 하면 / 그런 시간 배분을 할 수 있는 부분이 막 이러 /(note : 발화겹침) 그런 부분들이 필요한 부분인 거 같애요. /
	
P0 	:그쵸 그런 식으로 예 그런 식으로 인제 / 시간 시간 배분을 한다던가 어? /
	 그렇게 되면 좋은데 지금 / 지금 현재 상황으로는 이게 코로나 / 그 그런 그런 상황이기 때문에 / 학습 자체 아침부터 오후 늦게까지 / 이거 학습을 다 이거를 쓴단 말이에요 인터넷 / 피씨 피 쓰잖아요 핸드폰 이거로 / 핸드폰으로 막 그런 거 인제 단톡방에도 얘네 학교에 / 같은 경우에도 그거를 다 올려서 숙제도 거기다 다 / 공지해 버리고 정보도 공유하고 그까는 이게 / 그거를 다 / 옛날에 학교에 가서도 수업을 할 때는 / 그래도 이렇게까지 의존적이진 않았는데 지금은 거의 백 퍼센트 이런 기기에 의존하다 보니까 자연스럽게 애들이 / 이게 코로나로 접어들면서 이거에 / 과다하게 노출된 거죠 예전에 한 뭐 십 이십 정도 / 됐다 하면은 지금은 백 퍼센트 이거 이 / 기기에 의존해서 무슨 수업이건 과제건 / 모든 게 이루어지잖아요 그래서 고것만 해도 (()) 사실은 / 굉장히 상당한 시간 노출이 되는 건데 / 그 노출되는 시간 동안 얘네가 그거 수업을 듣냐? /
	 그건 아니잖아 그거 수업을 들으면서 켜 놓고 따 / 다 이제 게임을 한다던가 뭐 다른 걸 한다든가 뭐 많아 웹툰을 본다든가 / 이런 거에 그냥 무방비로 그냥 다 노출이 돼 있는 거야. /
	 이 상태에서 이게 자연스러워진 거지. /
	 그래서 그 외에 수업이 끝나고 또 그게 이제 계속 연장선이 되는 거예요. /
	 그러니까 밤에 잘 때도 자러 들어간다 그러고 안 자. /
	 밤새도록 게임 하고 {laughing} 웹툰 보고 /
	
P1 	:{laughing} /
	
P0 	:채팅하고 밤새도록 그러니까 그 다음날 피곤해 못 일어나. /
	
P1 	:{laughing} /(note : 발화겹침) {laughing} /
	
P0 	:못 일어나요 그래서 그 수업할 때 / 애들 아침에 출석 체크 하잖아요. /
	 그러면은 애가 애가 / 깨워야 되는 거야 그서 선생님이 전화해 그럼 전화 안 받아. /
	(note : 발화겹침) 엄마한테 전화해. /
	
P1 	:그쵸 근데 그런 부분들이 /
	
P0 	:그러니까 이게 이게 악순환이 되는 거야 그러니까는 / 이게 물론 딱 시작은 코로나 때문에 이렇게 / 그 전에도 물론 했지만 이렇게까지는 /(note : 발화겹침) 그 안 했지만 이 코로나로 인해서 이게 완전히 /
	
P1 	:결국 애들이 / 그 / 코로나 때문에 이런 부분이 많 /(note : 발화겹침) 그 더 가속화 된 건 맞는데 /
	
P0 	:그냥 다 이렇게 /(note : 발화겹침) 보편적으로 쓰는 그 쓰는 거에 /
	
P1 	:어쨌든 앞으로의 사회에는 /
	
P0 	:노출이 돼서 /
	
P1 	:이 정보 기기나 이런 거 없이 생활을 할 수 있는 부분은 /(note : 발화겹침) 없을 것 같애요 예전처럼은 근데 /
	
P0 	:그렇죠 아니 없이 생활은 안 되지. /
	 근데 어느 정도 조절을 하면서 / 그거를 쓸 수 있으면 좋은데 / 애들은 이게 조절능력이 떨어진다니까? /
	 그거를 할 수가 없어 우리 어른들만 해도 그냥 이거 딱 보고 있으면 한 시간 훅 가는데 / 애들은 그게 안 돼요 그 조절 능력이라는 게 사실은 /(note : 발화겹침) 그거를 정말 그걸 이렇게 해서 할 수 있는 애들이 몇 명이나 돼? /
	
P1 	:항상 모든 부분이 /(note : 발화겹침) 순기능과 / 악기능이 있는데 어쨌든 / 대세 트렌드는 / 이런 부분을 활용해서 생활을 하고 / 일을 하고 하는 부분이 되기 때문에 / 어렸을 때부터 여기에 익숙해지고 / 그런 부분에 / 이거를 이용해서 좋은 방향으로 쓸 수 있는 부분을 / 하게끔 해 줘야 되는 부분이 맞을 거 같고 이거를 너무 / 잘라 버린다거나 이렇게 하면은 / 안될 거 같애요 그래도 / (()) 애들 너무 많이 쓰거나 이런 부분에 대해서는 / 정말 문제가 있는 거 같은데 / 그런 나쁜 기능들을 어떻게 하면 / 좋게 할 수 있을까라는 부분도 좀 필요한 부분인 것 같고 / 어쨌든 / 이게 / 뭐 학업 / 할 때 / 뭐 뭘 숙제를 하거나 이런 거를 찾거나 숙제 / 그리고 정보를 얻거나 하는 부분에는 꼭 / 써야 되는 부분이 맞기 때문에 이 부분을 / 어떻게 하면 / 그 / 나쁜 영향이 / 없도록 할 수 할 것인가 부분이 좀 더 / 필요한 부분이지 이거를 못 하게 하는 부분은 / 이지 않느냐 /
	
P0 	:그러니까 그 못 하게 하는 부분에 {laughing} / (()) 그까 어느 정도는 이케 이케 허용을 하되 / 허용을 해야 돼 물론 그거로 해서 뭐 / 숙제라든가 과제라든가 꼭 필요한 부분이 있으니까 / 그런데 이거를 막 대놓고 지금 온라인 수업처럼 막 / 그렇게 그렇게 하는 거는 쫌 / 아닌 거 같애요 이거를 쫌 / 아까 말씀하신대로 그렇게 고런 / 그런 거를 쫌 이렇게 보충을 해서 할 수 있는 / 고런 게 이케 구축이 되면 사실은 좋죠. /
	
P1 	:에 /
	
P0 	:그런데 지금까지는 아직까지 그런 게 없잖아. /
	
P1 	:어 온 /(note : 발화겹침) 온라인 수업 할 때 /
	
P0 	:그런 게 없으니까 /
	
P1 	:쫌 더 집중해서 할 수 있게끔 / (())가 나와야 될 부분이고 이런 부분들도 / 어떻게 어~ / 연결을 / 좀 부모가 설정해 둔 시간만 사용할 수 있게끔 / 기술적으로 딱 / 한다든지 그 시간 외에는 접속이 안 되게 한다든지 / 이런 부분도 좀 필요할 거 같긴 하네. /
	
P0 	:그런 부분이 필요하긴 한데 아직까지는 / 뭐 그렇게 별 다르게 딱히 할 수 있는 그런 거는 없고 / 그니까 이게 또 문제가 되는 게 / 그런 거를 이렇게 조절하기도 힘든 그런 상황이거니와 / 이렇다 보니까 애들이 / 이렇게 이케 길 가다가도 보면 / 이 자세 체형 자체가 애들이 많이 변했어요 이렇게 / 앞으로 이렇게 거북목이랑 거의 일자목이 돼 가지고 /
	
P1 	:꾸부정해서 /
	
P0 	:정말 한번 보세요 이렇게 길 가다가 애들 보면은 / 초등학생도 그래 초등학생 한 한 사 오 륙 학년 / 오 륙 학년만 돼도 벌써 / 이게 목에 목이 이렇게 이렇게 앞으로 기울어졌어요. /
	 거의 일자목이에요. /
	 이게 나중에 얘네가 이게 성장 하는데도 / 아직 이게 자 계속 자라고 있는데 / 잘못된 방향으로 지금 크고 있잖아. /
	 그니까 이게 건강에도 상당히 영향을 미칠 거란 말이죠. /
	 아까 수면 부족도 마찬가지로 / ((그러다 보니까)) 성장이라든가 또 / 이게 또 애들이 이런 거를 노출이다 보니까 / 이거에 과도하게 집중하다 보니깐 / 밖에 뭐 운동을 안 하려고 그러잖아. /
	 운동을 안 해요 운동이 예전에 애들에 비해서 지금 애들이 / 체력이 완전히 / 바닥이라고 다들 그렇게 얘기 하거든요. /
	(note : 발화겹침) 어? /
	
P1 	:하지만 /
	
P0 	:그러니까 이거는 지금까지 그렇게 보안적인 / 그런 시스템적으로 막 이런 거를 이케 / 이런 거 뭐 이렇게 딱 뭐 끊어서 뭐 자제 시켜서 / 뭐 이렇게 이렇게 할 수 있는 그런 게 나오지 않는 한 /(note : 발화겹침) 내가 볼 때는 예. /
	
P1 	:하지만 그래도 / 아 이 부분을 / 전체 대세 부분에서 / 못 쓰게 하는 부분은 좀 어려운 부분인 거 같고 하지만 / 이걸 잘 좋은 방향으로 / 인터넷하고 / 스마트폰을 사용하는 부분으로 / 그까 막 맞을 거 같고요 하지만 / 이 영향이 / 어~ / 나쁜 영향으로 간다 (()) / 동의를 하고 어 어 어쩔 아직도 / 커 가 커 나가야 되는 / 애들이 신체 발육이나 / 어떤 정식적인 성숙도나 이런 거를 / 에서 봤을 때는 / 어느 정도 제한을 하는 게 맞다고 생각을 하고요 / 하지만 / 그런 부분들을 기술적으로 쫌 더 / 제한을 하고 / 혹은 그런 부분들이 / 오프라인 활동을 더 많이 / 쫌 더 프로그램이나 이런 게 많아져서 / 그 시간을 거기에 집중할 시간을 딴 데다 / 집중할 수 있는 (()) 나와줘야 되지 않겠나 / 그서 어느 정도는 커 가는 애들 앞에서는 / 시간을 제한하고 악영향에 대해서 / 제한할 필요는 있다라고 생각을 합니다. /
	
P0 	:네. /
