# FILE DATA
ID : SDRW2100001530
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210903
topic : 대중교통 > 관광지의 대중교통 문제

# SPEAKER_INFO
id : SD2101529
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2101530
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

# SETTING
relation  :  친구


P1 	:이제 점심 시간이네 뭐 먹을래? /
P0 	:아 맞아 맞아. /
	
P1 	:완전 안 좋아. /
	(note : 발화겹침) 교통이 써겄어. /
	
P0 	:{laughing} /
	
P1 	:그쪽으론 절때 가지 말아야 돼. /
	
P0 	:아 인계동도 안 좋고 광계도 안 좋고. /
	
P1 	:수원이 조키는 한데 /
	
P0 	:교통이 에매해 그치? /
	
P1 	:응 아니면 장안문이 그쪽이 진짜 좋긴 해. /
	
P0 	:어 장안문이 / 뻐스가 진짜 만찬아 거기선 서울 가는 것도 많고 그러니까 / 사이 조치 /
	
P1 	:아니 근데 진짜 애매한 곳으로 단일 바에야 차라리 거기서는 강남으로 가는 게 나아. /
	
P0 	:그래 강남이 낫지. /
	
P1 	:뻐스 차라리 한 번에 타고 가는 게 낫지. /
	 그니까 강남으로 가보자 이번에. /
	
P0 	:동생이 근데 또 강남으로 다니잖아 학원을? /
	
P1 	:응. /
	
P0 	:근데 / 사당에서 갈아타 가지고 강남에 간단 말이야. /
	
P1 	:응. /
	
P0 	:지하철 타고 근데 또 출퇴근 시간엔 완전 안 조테. /
	
P1 	:아 진짜 야 출퇴근은 나한테 말하지 마. /
	(note : 발화겹침) 난 동탄으로 다니잖아. /
	
P0 	:{laughing} 아 맞다 왔다. /
	
P1 	:야 동탄 출퇴근 네 시간 걸려 눈물 나. /
	
P0 	:{laughing} /
	
P1 	:야 진짜 나 한 번만 다른 사람들이랑 같이 출퇴근 하고 싶어. /
	
P0 	:응. /
	
P1 	:내 고통을 같이 견뎌주고 싶어. /
	
P0 	:야 너 자취 할 때 내가 거기 완전 왔다 갔다 했잖아 맨날. /
	
P1 	:야 /(note : 발화겹침) 이제는 맨날 왔다갔다해 새벽 여섯시 일어난다고. /
	
P0 	:너 그만 줬잖아. /
	
P1 	:아직도 그 악몽이 생각 나 그만둔 지 몇일 안 됐어. /
	
P0 	:하긴. /
	
P1 	:나 그리고 하루 더 가야 돼. /
	
P0 	:아 맞아. /
	
P1 	:야 가게 되면은 /
	
P0 	:어. /
	
P1 	:칠 다시 일 그 에이번 없었으면은 진짜 못 갔을 거 같애. /
	
P0 	:딱 너 그만두니까 생기냐 그게. /
	
P1 	:어 맞아 사 월에. /
	
P0 	:완전 웃겨. /
	
P1 	:하. /
	 그게 너희 동네도 오지? /
	
P0 	:어 그게 어디서 오냐면은. /
	 어디서 어제 저기 북수원 쪽 지나서 오는거 같았는데. /
	
P1 	:북수원 지나서 팔달문까지 와? /
	
P0 	:어 그거 진짜 노선 길어. /
	
P1 	:어 옹. /
	
P0 	:화장동 쪽에서 오는 거 같던데 화장동 해가지고 /
	
P1 	:응. /
	
P0 	:북수원 쪽 / 아닌가 아무튼 장안문 지나서 /(note : 발화겹침) 남문 지나서 장안문 지나서 수원역 지나서 /
	
P1 	:응. /
	(note : 발화겹침) 동탄으로 가는구만. /
	
P0 	:어. /
	(note : 발화겹침) 망포 지나서 맞아. /
	
P1 	:어 넌 좋겠다 올 때는. /
	 그냥 거기서 타면 되잖아 만약 동탄 가려면. /
	
P0 	:왜? /
	 아 동탄 안 가려고. /
	 너무 멀어. /
	
P1 	:왜 그래도 우리 한번 동탄백화점 거기 가야지. /
	
P0 	:아 롯데 가고 싶지. /
	
P1 	:그니까 그거 타고 가면 되잖아. /
	
P0 	:하. /
	 얼마 전에 호수공원 가갰다고 갔다가 완전 멀미 낫잖아. /
	
P1 	:근데 너 그거 안 타고 왔잖아 칠 다시 일에이번 안 탔지? /
	
P0 	:나 뭐 타고 왔지 삼백 번 타고 왔지. /
	
P1 	:삼 백 번 이면은 오산 이니까 /(note : 발화겹침) 오산이 가깝긴 하지. /
	
P0 	:어 근데 완전 오바야. /
	(note : 발화겹침) 오산 오산천 여페 /
	
P1 	:응. /
	
P0 	:공사해 가지고 완전 차 막히더만. /
	
P1 	:어 맞아. /
	 맞아 맞아. /
	(note : 발화겹침) 근데 거기는 걸어갈 수 있는 거리도 아니야 어쩔 수 없어 그냥 가만 해야 돼. /
	
P0 	:맞아 그냥 아니면 돈 주고 택시 타던지 택시 택시 삼만 원 주던지 /
	
P1 	:맞아 아니 근데 /(note : 발화겹침) 절대 그럴 순 없을 거야. /
	
P0 	:시간 두 시간 버리던지 /
	
P1 	:맞아. /
	(note : 발화겹침) 근데 롯데 백화점 가면 어차피 일동탄으로 가야 되니까 그 쪽으로 안 돌아 와야 되지않아? /
	
P0 	:어 맞아. /
	
P1 	:그냥 그거 타. /
	(note : 발화겹침) 칠 다시 일 에이번. /
	
P0 	:아 근데 거기도 애매해. /
	(note : 발화겹침) 저번에 그래 가지고 그 엘리스빌 있는데 거기 가겠다고 /
	
P1 	:어 맞아 맞아. /
	
P0 	:뻐스 탔다가 백오십 번 탔는데 한 시간 반 걸렸잖아. /
	
P1 	:그래 내 고통 맨날 겪는 고통이 바로 그 고통 이야. /
	 자도 자도 도착하지 않는 /
	
P0 	:참 나 /
	
P1 	:그 고통. /
	
P0 	:글쎄 뭐 그만둬 쓰니까 뭐. /
	
P1 	:아니야 아니야 아직 내 마음속에 항상 그들이 살아 있어. /
	
P0 	:{laughing} /
	
P1 	:괴로워 항상 아침에 얼마나 일찍 일어나는 줄 알아? /
	 아 너무 힘들어 당장이라도 뻐스 타고 거기 가야 될 거 같애. /
	
P0 	:오늘도 갔어야 되는 거 아니야 사실? /
	
P1 	:근데 가면 어차피 그쪽에서도 /
	
P0 	:어. /
	
P1 	:나 머니까 솔직히 나 놔준 거지 원래는 계속 와 달라고 했거든. /
	
P0 	:맞아. /
	(note : 발화겹침) 음. /
	
P1 	:지금도 그냥 연락하면 오라고. /
	 자기가 기다린다고 그랬어. /
	 근데 나같이 먼 사람 뭘 하러 데려다 쓴다고 / 일단 월급 받고 생각해 봐야지. /
	(note : 발화겹침) 돈 다 쓰면 돌아 간다고 했거든. /
	
P0 	:{laughing} /(note : 발화겹침) 언제 나온대? /
	(note : 발화겹침) 월급 오 일 날 다 똑같이 주는구나. /
	
P1 	:오 일 날. /
	(note : 발화겹침) 아 그치 또까치 주고 /
	
P0 	:어. /
	
P1 	:똑같이 받고 한 이 주 정도 쓰면은 월급이 없을 거란 말이지? /
	 그러면은 그 때쯤에 추석이야. /
	
P0 	:어 아~. /
	
P1 	:어차피 못가. /
	(note : 발화겹침) 그 마음을 다시 견디면 구 월 삼 십 일 이지. /
	
P0 	:어. /
	
P1 	:그럼 딱 하루만 가면 돼. /
	
P0 	:엉. /
	
P1 	:하루만. /
	
P0 	:그날만 고생하면 되겠다 뻐스타고. /
	
P1 	:생각만해도 괴로워. /
	
P0 	:{laughing} /
	
P1 	:진짜야 계속 자고 자고 자고 일어나면 /(note : 발화겹침) 도착이 안 돼. /
	
P0 	:그 고통은 알지 나도. /
	
P1 	:와. /
	(note : 발화겹침) 야 니가 뭘 알아. /
	
P0 	:알어 칠 다시 일 그때 뭐야 너 이사 간다고 했던 나도 혼자 칠 다시 일 타고 왔거든 집에. /
	
P1 	:아 그랬어? /
	
P0 	:칠 다시 일 타고 갔잖아 그 때 버스가 갈아 타가지고 근데 그날 진짜 두 시간 걸렸어. /
	
P1 	:맞아 맞아 /
	
P0 	:집까지 오는데 /
	
P1 	:맞아 맞아. /
	
P0 	:진짜 /
	
P1 	:다 들려. /
	
P0 	:비몽사몽 하면서 환승 했다가 다시 타가지고 다시 왔거든? /
	
P1 	:응. /
	
P0 	:잤는데 어딘 줄 알아? /
	
P1 	:어디? /
	
P0 	:수원역 였어 자고 일어났더니. /
	
P1 	:아 오 /(note : 발화겹침) 아 이십 분만 더 가면 되겠네. /
	
P0 	:{laughing} /
	
P1 	:그게 어디야. /
	 어? /
	 야 근데 다음부터는 트레이더스에서 갈아타. /
	
P0 	:왜 갈아 타 갈아 타고 오는 거야. /
	
P1 	:똑같나? /
	(note : 발화겹침) 아 그래 응. /
	
P0 	:으응 /(note : 발화겹침) 트레이스 트레이더스 전에 그 / 망포해 또 / 있는데 정류장 거기서 갈아타고 온 거란 말이야. /
	
P1 	:망포에 있는 정류장 반올리. /
	
P0 	:어 맞아 맞아 거기 거기 그래 거기야. /
	
P1 	:큰고개. /
	(note : 발화겹침) 거기지? /
	(note : 발화겹침) 맞아. /
	
P0 	:뻐스가 모두 모이는 곳. /
	
P1 	:맞아 맞아 맞아. /
	 야 거기서도 두 대 밖에 없어 흑흑흑흑. /
	 아니 구십 이 다시 일번 타고 진짜 거기서 다시 한 시간 반을 또 가야 돼. /
	 진짜로. /
	(note : 발화겹침) 인계동 들렸다 가잖아. /
	
P0 	:아니면 지하철 타 지하철. /
	
P1 	:하. /
	 야 지하철 타는 버스도 없어 버스 오 번 오 번 이랑 십 구 번? /
	 있는데 그것도 삼십 분마다 한 대씩 와. /
	 근데 그게 더 문제가 뭔지 알아? /
	 나왔어 양쪽이 다 타는 데가 달라. /
	 근데 양쪽에 다 오 분씩 남았어 그럼 난 선택을 해야 되잖아. /
	(note : 발화겹침) 무엇을 타야 될까? /
	
P0 	:응. /
	
P1 	:하날 결정해 빨리 뛰어 그럼 지나가. /
	 그리고 안 된다 다른 걸 타야겠다고 뒤로 돌려 그럼 그게 지나가고 있어. /
	
P0 	:{laughing} /
	
P1 	:내 이걸 한두 번 겪는지 알아? /
	 난 삼십 분은 그냥 기다린다고. /
	
P0 	:밖에 나올 때도 또 고생이고. /
	
P1 	:지하철은 생각도 하지 마. /
	
P0 	:자차 없으면 거기서 / 살면 안 돼. /
	
P1 	:그니까 제발 차를 뽑아 &name1&야. /
	(note : 발화겹침) 제발. /
	
P0 	:아니야 나 쫄보여서 차 못 뽑겠어. /
	
P1 	:왜? /
	
P0 	:무서워. /
	
P1 	:아니야 넌 할 수 있어. /
	
P0 	:니가 뽑아 니가. /
	
P1 	:나는 / 할 수 있을까? /
	 아 나 차만 있으면 할 꺼 같애. /
	
P0 	:확인. /
	
P1 	:아무리 생각해도 /
	
P0 	:차 어. /
	
P1 	:아빠가 차를 가르쳐 줬잖아 /
	
P0 	:어. /
	(note : 발화겹침) 어. /
	
P1 	:근데 /(note : 발화겹침) 내가 이번에 아빠랑 싸웠잖아? /
	
P0 	:어. /
	
P1 	:그래서 짜증 나는 거야 그래서 아빠한테 차도 안 배울 거야. /
	
P0 	:어. /
	 뭐야? /
	
P1 	:내 맘대로 할 거야. /
	 차 ((기대도)) 안 배워. /
	(note : 발화겹침) 돈 주고 연수 할 거야. /
	
P0 	:돈 주고 그래 돈 주고 하는게 최고야. /
	(note : 발화겹침) 부모님한테 배우는 것도 완전 완전 불편해. /
	
P1 	:그러니까. /
	(note : 발화겹침) 응. /
	(note : 발화겹침) 맞아 가르쳐 주는 게 뭐 엄청나 벼슬이라고 어 정말. /
	
P0 	:우리 아빠 우리 아빠 맨날 화 내잖아. /
	 나 아빠한테 안 배워. /
	
P1 	:가족들한테는 배우지 마 짜증 나. /
	 물론 그것 때문에 싸운 건 아니지만 /(note : 발화겹침) 정말 차 있는 게 그냥 벼슬 이야. /
	
P0 	:{laughing} /
	
P1 	:진짜로 억울하면 사야지. /
	
P0 	:하긴 중고차 한대 사고 싶다 지짜 근데. /
	
P1 	:넌 살 수 있잖아. /
	
P0 	:사알순 있어. /
	 그런데 차를 못 끌겠어. /
	
P1 	:내가 방깝 내 준다니까. /
	 사고 나도 반깝 내 줄게. /
	 어때? /
	
P0 	:아니야. /
	
P1 	:같이 부담하는 걸로. /
	
P0 	:아 싫어. /
	
P1 	:같이 부담 해 준다니까 뭐가 문제야? /
	
P0 	:아 싫어 싫어. /
	 아. /
	
P1 	:야 네가 무슨. /
	
P0 	:니가 꼬로 니가 너 돈 있잖아 니가 사서 돈 끌어. /
	
P1 	:아이 없어 &name2& 다 빌려줬다니까. /
	
P0 	:동생한테 돌려받아. /
	
P1 	:&name2& 한테 돌려받으면 &name2& 집 빼야되. /
	
P0 	:남자친구한테 빌려달라 그래. /
	
P1 	:야 남자친구 남자친구 걔도 지금 빚 갚고 있잖아. /
	(note : 발화겹침) 각자 집 한 대씩 해 가지고. /
	
P0 	:아 그래? /
	
P1 	:어 교차로 해가지고. /
	
P0 	:아 맞다 맞다 그랬지. /
	
P1 	:그리고 내 남자 친구는 어차피 차 있으니까. /
	 걔 남자친구는? /
	
P0 	:어. /
	
P1 	:야 엄청 엄청 왔다 갔다 해. /
	
P0 	:좋겠다. /
	 어디를? /
	
P1 	:여기랑 집이랑. /
	
P0 	:동생이? /
	
P1 	:그거 뭐야 우리가 &name2& 자취 할 때 이사찰 안 불렀잖아. /
	
P0 	:어. /
	(note : 발화겹침) 어. /
	
P1 	:그래가지고 남자친구가 다 날른 거야 하나씩 한 다섯 번 왔다 갔나? /
	
P0 	:남친 남친 평택에 있다 그랬지? /
	
P1 	:어. /
	 둘이 아주 그냥 / 좋아 죽어. /
	
P0 	:고 결혼 하겠네. /
	
P1 	:그럴 수도 있지 /(note : 발화겹침) 신혼찝 생각하고 한 거니까. /
	
P0 	:아 하긴 좋겟따 야 송도에. /
	
P1 	:차도 있고. /
	
P0 	:차도 있고 집도 있고. /
	
P1 	:그러니까 차 있어야 돼 역시. /
	
P0 	:다 했네 / 식만 올림 되게쓰. /
	
P1 	:근데 같은 생각 나는데 /
	
P0 	:어. /
	
P1 	:차. /
	
P0 	:응. /
	
P1 	:를 사고 싶어도 /
	
P0 	:어. /
	
P1 	:내가 동탄에서 버틴거 생각하면 차를 못 사겠어 짜증나 오 나 나중에 살 거야. /
	
P0 	:아이. /
	
P1 	:내가 어떻게 버텼는데. /
	
P0 	:과거를 보냐 미래를 봐야지? /
	
P1 	:일을 그만두고 나서 사는 사람이 어딨냐 필요할 때 안 사고. /
	
P0 	:다시 구하면 되지. /
	
P1 	:아니야 난 억울해서라도 버틸 거야. /
	
P0 	:어이가 없네 정말. /
	
P1 	:근데 또 멀리 가게 되면 차를 살 수도 있지. /
	 한~ /(note : 발화겹침) 쩌기 /
	
P0 	:어. /
	
P1 	:안산? /
	
P0 	:어. /
	
P1 	:그쪽으로 가면? /
	
P0 	:어. /
	
P1 	:그쪽으로 가면 버스가 편할 편하더라고. /
	
P0 	:안산이? /
	
P1 	:나는 십이 번 타면 되던데? /
	
P0 	:아 그치 십일 번이 안산 가지. /
	
P1 	:응 그것만 타면은 편하게 가는 거야. /
	
P0 	:아니 안산에 가도 안산에 널잖아. /
	
P1 	:몰라. /
	
P0 	:그 딱 그 변화가 얘기하는 거야? /
	
P1 	:몰라 나 십일 번 타면 다 가는 줄 알았는데? /
	
P0 	:안산도 지하철로 갈 수 있는 곳이 있잖아 상록수역. /
	
P1 	:어 맞아 상록수역. /
	 나 상록수역 밖에 몰라. /
	
P0 	:어. /
	(note : 발화겹침) 십일 번이 거기도 가? /
	
P1 	:어 그게 거기 가거든. /
	
P0 	:아 그래? /
	
P1 	:응. /
	 그쪽으로 일하고 싶어서 만약 그쪽에 일하게 되면. /
	 차는 필요 업찌. /
	
P0 	:&name3&이 거기 사는데 안사네. /
	
P1 	:그럼 거기서 자도 되나? /
	
P0 	:{laughing} /(note : 발화겹침) 차 뽑지 말고 거기 얻어서 살아. /
	
P1 	:중요한 정보야. /
	(note : 발화겹침) 어. /
	(note : 발화겹침) 그러니까 중요한 정보네. /
	(note : 발화겹침) 자취 집이 중요하지. /
	
P0 	:하긴 집보다는 차 보단 집이지. /
	
P1 	:그럼. /
	 내가 언제가 나 가고 만다. /
	(note : 발화겹침) 차를 뽑으면 /
	
P0 	:어. /
	(note : 발화겹침) {laughing} /
	
P1 	:나 홈리스 야 근데 /(note : 발화겹침) 집도 없고 차도 없을 수 있잖아. /
	
P0 	:차에서 살아. /
	
P1 	:차도 내 것도 아닌데. /
	 그래도 차 뽑을 때 절대 경찬 안 뽑을 거야 나. /
	
P0 	:왜? /
	
P1 	:경차는 위험해. /
	
P0 	:아이 그래도 경차 이쓰면은 시내 돌아다니긴 좋차나. /
	
P1 	:너 만약 뽑으면 뭐 뽑을 건데? /
	
P0 	:나? /
	 나야 뭐 그래도 경찬 안 뽑지. /
	
P1 	:뭐야 어이가 없네. /
	
P0 	:{laughing} /(note : 발화겹침) {laughing} /
	
P1 	:에스유브이 정도는 소형으로. /
	
P0 	:어. /
	 그래 좋겠다. /
	 꿈 크네. /
	
P1 	:꿈이 꿈은 랜드로버. /
	
P0 	:꾸믄 크게 맞아. /
	
P1 	:랜드로버 사고 싶어. /
	
P0 	:랜드로버? /
	
P1 	:하얀색. /
	
P0 	:어떻게 생긴 차야? /
	
P1 	:네모낫게 생겼어. /
	
P0 	:차는 몰라 가지고. /
	
P1 	:레고 차처럼 생겼는데 /
	
P0 	:어. /
	
P1 	:내가 말했잖아 예전에 다니던 병원에 선생님이 /
	
P0 	:응. /
	
P1 	:키가 여자분이신데 백칠십넘는 여자분이 그거 하얀색 랜드로버 타고 다녔다고 /
	
P0 	:오. /
	
P1 	:너무 맛있더라고. /
	(note : 발화겹침) 근데 거기 선키랑 앉은키랑 비슷한 거 같기도 하고 그분은. /
	
P0 	:{laughing} /
	
P1 	:키가 크니까. /
	
P0 	:좋겠다 어. /
	
P1 	:근데 내가 내가 올라타는데 완전히 /(note : 발화겹침) 무슨 사다리차 올라가듯이 올라가야 되는 거야. /
	
P0 	:{laughing} /(note : 발화겹침) 차가 높아서? /
	
P1 	:어 내 키가 작잖아 아무튼 엄청 멋있었어. /
	
P0 	:오. /
	
P1 	:특히 흰색 이니까 더 멋있더라고. /
	
P0 	:흰색 차 좋은데? /
	
P1 	:응. /
	
P0 	:관리하기가 완전 힘들대. /
	
P1 	:그러니까 그 관리하는 것까지 멋있어. /
	
P0 	:근데 꺼믄 차도 더러워 지잖아. /
	
P1 	:꺼믄차가 더 오히려 먼지가 잘 보이지 않아? /
	
P0 	:흰 차는 비랑 막 이케 오염물 이게 잘 묻으니까 티가 잘 난대. /
	
P1 	:그거를 눈물자국 이라 그러지. /
	
P0 	:아 그래? /
	
P1 	:아닌가? /
	
P0 	:그런 말이 있어? /
	
P1 	:차타는 선생님이 눈물자국 났다고 /
	
P0 	:응. /
	
P1 	:그러면은 비 와 가지고 때 때가 이렇게 흘려 내렸던 데. /
	
P0 	:어. /
	(note : 발화겹침) 아 그럼 세차 안 해도 된대. /
	
P1 	:아 어 아니지 않아 더 해야 돼지 않아? /
	
P0 	:{laughing} / 말이 그렇다는 거지. /
	
P1 	:아. /
	 깎아 줘야 돼 고생이야. /
	
P0 	:확인. /
	
P1 	:아니 그 샘의 차는 그건데 / 벤츠. /
	
P0 	:벤츠? /
	
P1 	:전 차가 벤츠였어. /
