# FILE DATA
ID : SDRW2100001203
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211204
topic : 쇼핑 > 블랙프라이데이 이야기, 사려는 물건의 이야기, 샀던 물건 추천 및 후기

# SPEAKER_INFO
id : SD2101117
age : 20대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 충남
education : 대재

id : SD2101118
age : 20대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 충남
education : 대재

# SETTING
relation  :  친구


P1 	:일단 / 내가 블프 때 산 거 자랑 한 번 해 볼께 {laughing} / 내가 에어팟 일단 백오 / 할인해 가지고 지금 백육십구 달런데 / 내가 백오십구 달러에 또 샀단 말이지. /
P1 	:그나마 쫌 / 이케 진입장벽 낮게 들어갈 수가 있는데 / 이제 아이폰은 그런 거 하나도 없고 공시 지원금도 없고 / 그냥 가격만 계속 막 / 다음 껀 삼십만 원 더해서 내고 막 / 그다음 껏도 백만 원 더해서 내고 이러면은 / 최저가 막 이백만 원대부터 시작하지도 / 않을까 폴더블까지 간다면 /
	
P0 	:맞아 / {clearing} /
	
P1 	:아 그래도 살 사람은 사겠지 뭐 /
	
P0 	:그게 내가 될 수도 /
	
P1 	:{laughing} / 근데 / 그 뭐지? /
	 아이폰에 비해서 갤럭시가 확실히 쫌 더 스마트폰 같은 느낌 있는 건 맞는 거 같아. /
	
P0 	:맞아 그건 그래 쫌 / 연동도 잘되고 사진도 살 솔직히 잘 나오잖아 사진도 그러고 /
	
P1 	:근데 / 사람들은 왜케 {laughing} 우리도 그렇고 아이폰을 쓰는 걸까? /
	
P0 	:아 근데 나는 갤럭시를 계속 써 왔다가 이번 휴대폰이 아이폰 처음이었거든 근데 / 갤럭시는 너무 잘 고장 나. /
