# FILE DATA
ID : SDRW2100000315
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210907
topic : 우정 > 서로의 장점 및 취미

# SPEAKER_INFO
id : SD2100315
age : 40대
occupation : 주부
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 서울
education : 대졸

id : SD2100316
age : 40대
occupation : 주부
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 고졸

# SETTING
relation  :  친구


P1 	:오늘 만나서 반갑구 / 어 우리는 지금 만난 지가 일 년도 안 됐는데. /
	
P0 	:어. /
	
P1 	:할 겨를이 없어. /
	
P0 	:내가 저번에 서울대 둘레길을 한번 갔었거든. 서울대공원에 있는 둘레길? /
	 어 그랬는데 산도 높지 않고. /
	 친구랑 같이 / 가서 / 좋은 공기 마시고 오면 참 좋을 거 같애서 한번 다음에 / 거기 둘레길 같이 가볼까? /
	
P1 	:우리 집 바로 뒤에 있는 안양천을 같이 가 보는 게 더 빠를 거 같은데. /
	 {laughing} 그치? /
	
P0 	:{laughing} / 그렇긴 하지. /
	
P1 	:거기 갈 때는 커피를 한 잔 사 가지고 / 둘이 걸으면서 / 같이 가도록 하자. /
	
P0 	:그러자. /
	
P1 	:그러면은 너는 / 저녁에 오늘 저녁에 뭐 해 먹을 거야? /
	
P0 	:{laughing} / 저녁에? /
	 어제 장 봐 온 매운탕 있거든? /
	 매운탕 끓여 가지고 보글보글 끓여 가지고. /
	 &name&이가 그때 알려준 레시피 / 그대로 한번 해볼 생각이야. /
	 그 쌀뜬물을 받아 가지고 / 그 물에다가 / 매운탕 거리를 보글보글 끓여 가지고 / 어 /(note : 발화겹침) 저녁에 먹을 생각이야. /
	
P1 	:거기다가 매운 꼬추를 / 한 개 정도 더 느면 더 칼칼하면서 맛있게 먹을 수 있어. /
	
P0 	:아 그런가? /
	 알겠어. /
	 그렇게 한번 해보지. 뭐 /
	
P1 	:오늘 비가 많이 왔는데 / -오- 오는 길에 걸어왔지? /
	(note : 발화겹침) 안 힘들었어? /
	
P0 	:걸어왔지. 어 /
	
P1 	:안 힘들었어? /
	
P0 	:그렇지. /
	 &name&이랑 나랑은 / 공통점이 참 많은 거 같애. /
	 자전거도 같이 잘 타지. /
	 운전도 하지. /
	 걷는 것도 좋아하지. /
	 활동적이지. /
	
P1 	:응. 맞아. /
	(note : 발화겹침) 그리고 욕심도 많아. /
	
P0 	:어 맞아. 욕심도 많아. /
	
P1 	:욕심도 많아. /
	
P0 	:욕심만큼 또 /(note : 발화겹침) 금전 /
	
P1 	:돈도 많이 벌었으면 좋겠어. /
	
P0 	:좋겠어. 맞어. /
	
P1 	:이번 연도가 얼마 안 남았는데 / 돈 많이 벌어 가지고 대박 났으면 좋겠다. /
	
P0 	:꼭 그러길 바라자. /
	
P1 	:응. /
	 그러게. /
	 하여튼 / 돈은 / 돌고 도는 거야. 그러니까 돈을 많이 벌어 가지고 가족들이 건강하고. /
	 더욱 더 / 잘 살 수 있도록 우리가 / 화이팅 하자고. /
	
P0 	:그러자. /
	 -내년- 내년에는 우리 가족도 다 같이 &name&네 가족도 우리 가족도 같이 / 모여서 / 어 같이 여행을 갔음 좋겠어. /
	 가까운 펜션 어디 잡아 가지고. /
	
P1 	:응. /
	
P0 	:같이 여행을 가는 거는 어떻게 생각해? /
	
P1 	:응. 괜찮은 거 같애. 우리 가족이랑 너네 가족이 친해져서 /
	
P0 	:응. /
	
P1 	:한번 가 여행 가는 것도 괜찮을 거 같애. /
	
P0 	:그러니까 /
	
P1 	:너의 딸하고 우리 딸하고 한 살 차이 밖에 안 나니까 /(note : 발화겹침) 더 잘 놀 거 같애. /
	
P0 	:남편들끼리는 낚시 좋아하잖아. /
	 낚시하고 우리는 막 갯벌 가서 /
	
P1 	:그래. /
	
P0 	:조개도 캐고. /
	
P1 	:응 응. /
	(note : 발화겹침) 크 괜찮지. /
	
P0 	:응 그리고 나와서 /(note : 발화겹침) 조개 구이도 해 먹고 삼겹살도 구워 먹고. /
	
P1 	:그런 것도 괜찮은 거 같애. /
	
P0 	:응. 그렇게 한번 해보자. /
	
P1 	:한번 추진해 봐 가지고 같이 가 보는 것도 괜찮을 것 같애. 수영장 있는 데로 다가 /
	
P0 	:응 응. /
	(note : 발화겹침) 그럴 거 같애. /
	(note : 발화겹침) 그렇지. /
	
P1 	:아 그런 데로? /
	
P0 	:응. /
	
P1 	:괜찮을 거 같애. 내년에는 /
	
P0 	:거의 요즘은 /
	
P1 	:괜찮을 거 같애. /
	
P0 	:요즘은 거의 펜션에 수영장 다 있으니까. /
	
P1 	:그러니까. /
	(note : 발화겹침) 내 친구 왜 그 저기 동생이 그거 해. 펜션 /
	
P0 	:응. /
	(note : 발화겹침) 어 /
	
P1 	:그래 가지고 요번에 짓고 있어. /
	 그래 그러니까 나중에 만약에 펜션에 갈 수 있으면 / 싸게 /(note : 발화겹침) 갈 수 있으면 가자고. 내년에 /
	
P0 	:그래 그래. /
	(note : 발화겹침) 좋지. 그렇게 가면 응 /
	
P1 	:너는 좋아하는 음식이 뭐야? /
	 어떤 음식 좋아해? /
	
P0 	:난 거의 가리지는 않는 편이고. /
	(note : 발화겹침) 뭐 고기 종류 -육- 육류를 좋아해. /
	
P1 	:아 그러면 돼지 갈비 같은 거 좋아하나 보네. /
	
P0 	:돼지 갈비도 좋아하고 소고기도 좋아하고. /
	
P1 	:그러면 이따가 점심에 돼지 갈비를 먹으러 가야 되나? /
	
P0 	:그럴까? 그러면 /
	
P1 	:그러나? /
	
P0 	:친구는 어떤 음식 좋아해? /
	
P1 	:나는 뭐 / 뭐 회도 좋아하고 / 뭐 중식도 좋아하고 /
	
P0 	:가리는 거 없네. /
	
P1 	:뭐 한식 다 좋아하는데. 이제 태국 음식 이상한 인도 음식 그런 거 안 좋아하지. /
	(note : 발화겹침) 난 미국에 살 때도 이상한 음식 쫌 안 안 맞더라고. 향이 있어 가지고 /
	
P0 	:향신료 강한 음식? 어 /
	
P1 	:근데 우리나라가 좋긴 좋더라고. /
	(note : 발화겹침) 여기 다양하게 언제든지 아무 데나 가서 먹을 수 있으니까. /
	
P0 	:그렇지. 응 /
	
P1 	:그니까 돈만 많으면 우리나라가 최고야. /
	 어 언제든지 여행 갈 수 있잖아. 돈이 많으면 비행기 타고. /
	 맞어 둘이 비행기 타고 제주도는 / 가봤나? /
	
P0 	:우리 안 가봤지. 같이는 /
	
P1 	:같이 안 가면 너는 언제 간 게 마지막이냐? 제주도가 /
	
P0 	:음~ / 제주도 쫌 오래되 십이 년에 십이 년에 / 아 십이 년이 아니라 십 /(note : 발화겹침) 십삼 년인가 그때 제주도 한번 가고 그게 마지막이었던 거 같애. /
	
P1 	:응 그랬어? /
	
P0 	:응. /
	
P1 	:응 그때 갔을 때는 어떻게 어디서 잤어? 호텔? /
	
P0 	:호텔에서 잤지. 그치. 가족이랑 /(note : 발화겹침) 엄마 아버지 모시고. /
	
P1 	:친 엄마? /
	
P0 	:친정 엄마 /(note : 발화겹침) 아빠 모시고 가족이랑 어 /
	
P1 	:응 좋았겠네. /
	(note : 발화겹침) 효도 했네. 효도 했어. /
	
P0 	:그렇지. /
	 그때 갔다 오고는 / 그리고 나서 뭐 코로나 터지고 뭐 / 거의 못 갔지. /
	
P1 	:지금이 십삼 년이니까 / 그러면은 지금 이십일 년이니까 엄청 오래 됐는데? /
	
P0 	:그렇지. /
	
P1 	:그때 이후로는 제주도를 안 가봤단 말이야? /
	
P0 	:못 가봤지. /
	
P1 	:그때가 딸이 몇 살이었어? /
	
P0 	:딸 십 개월 때 /
	
P1 	:허 아 진짜. /
	
P0 	:{laughing} /(note : 발화겹침) 어. /
	
P1 	:그렇구나. 인제 쫌 여유를 갖고 제주도도 가야겠다. 어? /
	
P0 	:그렇지. /
	
P1 	:그러네. /
	
P0 	:마지막으로 여행 갔다 온 게 /(note : 발화겹침) 어디 /
	
P1 	:어 몇 /
	
P0 	:멀리 /
	
P1 	:멀리가 안면도 / 가 가지고 며칠 전에 가 갖고 /
	
P0 	:아 /
	
P1 	:마지막 여름을 거기서 보냈지. /
	(note : 발화겹침) 수영장 있는 데에 갯벌이 앞에 있더라고. /
	
P0 	:아 /
	
P1 	:근데 딴 사람들은 다 차박이야. 그 앞에 바닷가 앞에는 /
	
P0 	:우리두 / 한 /(note : 발화겹침) 유월 달인가 유월 달에 가서 차박 하고 왔지. 안면도 가서 /
	
P1 	:아 그랬구나. 하여튼 나는 / 차박을 남편이 안 좋아해서 / 그냥 다 모든 게 갖춰져 있어야 돼서 /(note : 발화겹침) 거기서 일 박 이 일로 자고 밥 먹고 왔지. /
	
P0 	:대부분 여자들이 차박 하는 걸 싫어하는데 /(note : 발화겹침) 바뀌'었네. 남편 /
	
P1 	:아 근데 /(note : 발화겹침) 남편은 호텔에서 다 막 그 깨끗하게 있어 가지고 있는 게 좋더라고. /
	
P0 	:아 /
	
P1 	:그래도 /
	
P0 	:깔끔한 편이시네. 성격이 /
	
P1 	:데꼬 가면은 설거지 다 하고 다기 알아서 다 청소하고 하니까 /(note : 발화겹침) 그거는 편해. /
	
P0 	:아 /
	
P1 	:그러네. /
	
P0 	:남편이랑 성격이 잘 맞는 편이야? /
	
P1 	:아 진짜 맞았다 안 맞았다 아주 /(note : 발화겹침) 그때 그때 달라요. /
	
P0 	:응 /(note : 발화겹침) 그때 그때 /
	
P1 	:그래도 그나마 내가 결정해서 데꾸 사는 사람이니까. /
	 그래도 평생 데꾸 살아야지 어떡하겠어. /
	
P0 	:그렇지. /
	
P1 	:그치. 내가 선택했는데 어떡해. /
	
P0 	:그럼 / 아이들도 있고. /
	
P1 	:그러게. /
	 아휴 만약에 남편 말고 / 어 만약에 남편 말고 만약에 결혼을 다른 남자랑 할 수 있다. /
	 그럼 할 거야 안 할 거야? 하나 둘 셋 /
	
P0 	:이제 나는 안 하지. /
	
P1 	:그냥 남편하고 계속 쭉 살 거야? /
	
P0 	:응 /(note : 발화겹침) 그렇지. /
	
P1 	:나는 딴 남자가 멋진 남자가 나타났다. /
	
P0 	:{laughing} /
	
P1 	:남편보다 {laughing} 그럼 나는 딴 사람 결혼하고 싶지 {laughing} /
	
P0 	:결혼은 이제는 안 하고 싶지. /
	
P1 	:아 결혼 나도 혼자 살았으면 괜찮을 거 같긴 한데. 나중에 노후에 쫌 약간 /
	
P0 	:응. /
	(note : 발화겹침) 외롭겠지. 응 /
	
P1 	:아 쫌 / 쫌 뭐라 그러지? 좀 안 돼 보인다 그러나 / 그럴 거 같애서 싫을 거 같애. 친구도 좋긴 한데 /(note : 발화겹침) 남편이 옆에 있어 주면 더 괜찮을 거 같애. /
	
P0 	:그게 가장 행복한 거 같애. /
	
P1 	:만약에 챙겨 주는 사람이 있잖아. 그 옛날에 그런 말이 있드라고 /
	
P0 	:그렇지. /
	
P1 	:같이 있으면 /
	
P0 	:어. /
	 같이 있으면? 응 / 우리도 아니 우리 부모님도 그렇고 시부모님들도 보고 보고 그러면은 / 양쪽이 다 계신 분들이 훨씬 좋은 거 같애. 보기에도 편 좋고. /
	 우리 그 자식들한테 할 수 없는 이야기를 / 그래도 두 분이 도란도란 이야기도 나누시고. /
	 그러면서 또 / 푸는 것도 풀고 싸우기도 하시지만 / 그게 좋은 거 같애. /
	
P1 	:미래에는? /
	
P0 	:어. 그래서 / 어 남편들 오죽하면 남편들 아니 자식 보다는 / 남편하고 부인하고 이렇게 같이 사는 게 / 두 분들의 건강도 그렇고 / 행복도 그렇고 그게 더 좋은 거 같애. /
	
P1 	:어 지금은 뭐 친구처럼 지내면서 살다가 /(note : 발화겹침) 나중에 -간- 간호해주는 간호사가 된대. 와이프가 /
	
P0 	:아 -그러- 그럴 수도 있지. /
	 근데 꼭 남편이 /
	
P1 	:하여튼 어쨌든. /
	
P0 	:근데 왜 껐는데 이래. /
	 에 /
	
P1 	:하여튼 /(note : 발화겹침) 나중에 남편하고 행복하게 오래오래 잘 살기 바래. /
	
P0 	:응. 친구도 친구도 남편이랑 / 행복하게 {laughing} / {laughing} 그렇게 살기를 바래. /
	
P1 	:너는 지금 행복하냐? /
	(note : 발화겹침) 상황이 행복하냐? /
	
P0 	:뭐 그냥 보통이라고 생각해. /
	
P1 	:나는 지금 행복한 것도 있지만 / 쫌 내 나이에 비해서는 쫌 슬프지. /
	
P0 	:응. /
	
P1 	:힘들게 사니까. /
	
P0 	:행복했으면 좋겠어. 마 내 생각하기 내 / 내 마음이 생각하기 / 나름인 거 같은데. /
	 슬프고 행복한 거는. /
	
P1 	:그니까 / 그런 거 같애. /
	
P0 	:어 /
	
P1 	:오늘 날씨도 흐리고 내일은 비가 올래나? /
	
P0 	:비가 내일까지 온다는 거 같애. /
	
P1 	:허 아 내일 돌아다니기 힘들겠네. /
	
P0 	:그렇지. /
	
P1 	:빨래도 눅눅해지고 / 해서 빨래도 안 돌렸지. /
	
P0 	:빨래 널어 놨지. /
	
P1 	:널어 놨어? 그래도 매일 빨래 하나 보네? /
	
P0 	:응. /
	 뭐 빨래는 매일 하는 편이야. /
	
P1 	:그래 또 오늘 딸 학교는 갔나? /
	
P0 	:학교 가고 어 / 학교 아침에 / 차로 데려다 주고. /
	(note : 발화겹침) 평상시는 이제 아이가 혼자 자전거 타고 가긴 하거든. /
	
P1 	:응. /
	
P0 	:근데 근데 오늘 같은 날은 비가 오니까. /
	 내가 운전해 가지고 /(note : 발화겹침) 데려다 달라고 하더라고. 얘가 /
	
P1 	:바로 대각선 아니야? 거기서 너네 집에서? /
	
P0 	:대각선 아니고 /(note : 발화겹침) 이렇게 직진해 가지고 /
	
P1 	:왼쪽에 있잖아. 학교가 /
	
P0 	:삼 어 삼성타운 지나서 / 가야 돼. /
	
P1 	:삼성타운 지나서 어디지? 어디 초등학교지? /
	 응? 어디 초등학교지? 당서 초등학교 아 /
	
P0 	:당서 당서 초등학교 어 어 /
	
P1 	:거기 다니는구나. /
	
P0 	:응. /
	
P1 	:그럼 여기 집에서 걸어가면 몇 분인데? /
	
P0 	:한 십 분? /
	
P1 	:십 분 걸어가? 어엉 / 그렇구나. 근데 근데 너무 /
	
P0 	:응. /
	
P1 	:멀 건 또 아니고 가까운 것도 아니야. /
	
P0 	:그렇지. 쫌 애매한 거리지. /
	
P1 	:약간 쫌 애매모호한 /(note : 발화겹침) 아 그러네. /
	
P0 	:그 자전거를 / 어 우리가 아이가 / 늦게 배웠어. 늦게 배워 가지고 /
	
P1 	:잘 타니까 /
	
P0 	:한 이 주 고생 해 가지고 바로 타더라고. /
	
P1 	:응 /
	
P0 	:그러더니 자기 혼자 한번 가보겠대. 근데 이제 쫌 처음에는 / 부 쫌 걱정되잖아. 얘가 또 넘어지기도 하고 할까 봐. /
	 어 -그래- 그래서 걱정했는데 그래도 잘 / 가지고 다니더라고. /
	(note : 발화겹침) 근데 좀 약간 이제 능숙해졌지. /
	
P1 	:씩씩한 거 같아. 애가 /
	
P0 	:응. /
	
P1 	:건강하고 -씩씩- 씩씩하고 /
	
P0 	:걷는 거보다 자전거 타고 가면 좀 편하잖아. /
	
P1 	:그렇지. 빨리 가고. /
	
P0 	:어 빨리 가고. 응 /
	
P1 	:그래. 자전거 잘 타면 좋지. /
	(note : 발화겹침) 나중에 커서도 계속 탈 수 있어. 어렸을 때 배운 거는 /
	
P0 	:안 잊어버리지. 응 응 맞아. /
	
P1 	:어 안 잊어버려. 몸이 알더라고. /
	
P0 	:몸이 알지. 맞어. /
	
P1 	:하여튼 오늘은 / 어 / 너도 바쁘고 나도 바쁘고 / 그러겠네. /
	 이제 비가 그쳤다. 밖에 /(note : 발화겹침) 그치? /
	
P0 	:어 다행히네. 어. /
	
P1 	:그래. 다닐 때 /(note : 발화겹침) 어 안 힘들었으면 좋겠다. /
	
P0 	:오후에는 오후에는 어디 뭐 어디 가? 약속 있어? /
	
P1 	:-나- 나는 오후에는 / 이따가 / 나는 일을 갈까 아니면은 /(note : 발화겹침) 집에서 쉴까 아니면은 뭐 빨래를 할까. /
	
P0 	:아 /
	
P1 	:그렇게 해야지. /
	
P0 	:아 / 나는 오후에 야탑에 볼 일 있어 가지고. /
	 어 전철 타고 가야 되거든. /
	 그래서 거기 갔다가 /(note : 발화겹침) 또 방배동 짬깐 들려서 일 보고 그리고 집에 올 생각이야. /
	
P1 	:응 안녕. /
