# FILE DATA
ID : SDRW2100000184
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210820
topic : 대중교통 > 대중교통의 편리함

# SPEAKER_INFO
id : SD2100183
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 강원
principal_residence : 경기
current_residence : 서울
education : 대졸

id : SD2100184
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P1 	:아 언니 요즘은 어제 나다니는 것도 언니 힘들어. /
P1 	:응 언니 그게 삼십 분인가 환승되는 게 시간 소요가 삼십 분인데 언니 그거는 알어? /
	
P0 	:응 /
	
P1 	:응 그렇게 타야지만 되지 안 그러면 시간 늦으면 또 환승이 안 되고 /
	
P0 	:응 /(note : 발화겹침) 응 /
	
P1 	:그런 거지. /
	
P0 	:응 그런 것도 있고 근데 이제 내가 지하철 지하철 타고 /
	
P1 	:응 /(note : 발화겹침) 응 /(note : 발화겹침) 응 /
	
P0 	:버스 타는데 /
	
P1 	:응 /
	
P0 	:버스는 조금 차가 /
	
P1 	:응 /
	
P0 	:과격하게 달리니까는 /
	
P1 	:응 /
	
P0 	:속이 불편해. /
	
P1 	:응 /
	
P0 	:차멀미를 하니까 /
	
P1 	:아 그래 /
	
P0 	:어 그래 갖고 버스 대중교통을 /(note : 발화겹침) 응 이용하는데 그 차 냄새나 갖고 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:버스는 웬만하면 내가 웬만하면 안 타려고 그래. /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:그리고 이제 거의 지하철도 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:요새는 갈아타는데 /
	
P1 	:응 /
	
P0 	:그리고 지하철 /
	
P1 	:응 /
	
P0 	:이호선에서 하면은 환승하는 데가 많아. 이호선이 역세권이래. /
	
P1 	:음 /
	
P0 	:근데 / 어떻게든 하여튼 전철은 / 어 /(note : 발화겹침) 갈아타고 갈아타고 해서 /
	
P1 	:응 /
	
P0 	:전철이 나는 최고 좋다고 봐. 그리고 /
	
P1 	:응 /
	
P0 	:우리나라가 / 출퇴근을 막 그 짧은 시간에 많이 하잖아. 근데 /
	
P1 	:응 응 / 그렇지 나는 언니 막 / 속초 딸한테 갈 때 버스 타면은 / 막 집 앞에 떨어지고 그러니까는 막 / 행선지가 그러니까는 그것도 너무 좋아. /
	 언니 서울서 이렇게 다니는 것보다 더 /(note : 발화겹침) 속초 가는 길이 언니야 두 시간밖에 안 걸려서 난 너무 좋더라. 그거도 /
	
P0 	:응 /(note : 발화겹침) 응 응 응 /
	
P1 	:응 / 그래서는 막 좀 자주 봤으면 싶은데 / 하는 일이 있으니까 또 그게 그렇게 /
	
P0 	:응 /
	
P1 	:쉽지는 않고 언니는 딸 제주도 살잖아. /
	
P0 	:우리 딸은 제주도 사니까 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:뭐 그 김포공항 가서 비행기 타고 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:어 그리고 가는데 /
	
P1 	:응 /
	
P0 	:우리 이제 / 고향을 말하면은 내가 인제 원통이잖아. 고향이 근데 /
	
P1 	:응 /(note : 발화겹침) 아 응 강원도 /
	
P0 	:어렸을 때 생각해보면 /
	
P1 	:응 /
	
P0 	:어 직행이 있었어. 직행 버스 /
	
P1 	:응 아주 옛날에는 언니 그렇지. /
	
P0 	:응 완행이 있고 직행이 있는데 직행이 좀 비싸. /
	
P1 	:응 /
	
P0 	:그럼 우리 올케 언니가 꼭 내가 시누라고 꼭 직행을 끊어 줘. /
	
P1 	:{laughing} /
	
P0 	:그래 가지고 /(note : 발화겹침) 상봉터미널에서 와서 /
	
P1 	:응 /
	
P0 	:어 /(note : 발화겹침) 상봉터미널까지 와. 그러면은 옛날에는 /(note : 발화겹침) 굉장히 그 차가 안 좋았어. /
	
P1 	:응 /
	
P0 	:근데 지금은 /(note : 발화겹침) 막 고속도로 막 그게 뚫리고 막 그 국도로 안 가고 고속도로로 가고 하니까 /
	
P1 	:응 /(note : 발화겹침) 빨라져. 응 /
	
P0 	:응 너무 편리한 거야. /
	
P1 	:그래 어디 이제 여행 /
	
P0 	:응 지방 버스가 /
	
P1 	:응 /
	
P0 	:옛날보다 엄청 좋아져 가지고 이제는 강원도도 /
	
P1 	:그래 /
	
P0 	:우리 고향도 /
	
P1 	:응 /
	
P0 	:두 시간 반 이러면 원통 간대. /
	
P1 	:그러니까 /
	
P0 	:응 그렇게 대중교통이 이제 좋아진 거야. /
	
P1 	:그렇지 도로가 잘 뚫려 /
	
P0 	:우리는 /
	
P1 	:건설이 잘 돼 있으니까 언니 너무 좋아. 진짜 /
	
P0 	:응 /(note : 발화겹침) 그리고 관광지는 좀 도로를 잘 만들어야 돼. /
	
P1 	:응 /(note : 발화겹침) 응 그래 교통이 편리 해야 되니까. /
	
P0 	:대중교통 좀 이용하게 /(note : 발화겹침) 세상에 승용차로 가면은 열두 시간씩 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:지금은 코로나 때문에 사람이 많이 안 가는 안 갔잖아. 그런데 /
	
P1 	:응 /
	
P0 	:코로나 돌기 전에 이 년 전에는 막 엄청 /
	
P1 	:응 /
	
P0 	:사람들이 막 승용차 타고 /
	
P1 	:응 /
	
P0 	:갔잖아. /
	
P1 	:응 / 응 그러니까 아 그래도 / 진짜 좀 여행도 좀 다니고 싶은데 / 친구들이랑 그지 언니 근데 코로나가 이렇게 그냥 사람 발목을 이렇게 /
	
P0 	:응 /
	
P1 	:붙들어 놓고 있으니 언니 그치 그런 것도 좀 /
	
P0 	:응 /
	
P1 	:답답하다. 좀 좀 나가서 바람도 쐬고 싶고 친구들이랑 / 가면 좋은데 뭐 지하철 타고 언니 얼마나 좋아. 막 /
	
P0 	:응 /
	
P1 	:근교에 갈 때도 얼마나 많은데. /
	
P0 	:응 /
	
P1 	:코로나 땜에 언니 낮에는 언니 사 인밖에 네 명이고 뭐 저녁에는 또 두 명이니까 /
	
P0 	:응 /
	
P1 	:뭐 놀다 보면은 저녁 시간이 될 여섯 시 이후가 금방 갈 텐데 /
	
P0 	:그래 /
	
P1 	:그거를 언니 그지 어떻게 네 명 갔는데 두 명 어떻게 그렇게 하겠어. /
	
P0 	:응 /
	
P1 	:그러니 그런 것도 참 불편하고 /(note : 발화겹침) 빨리 코로나가 빨리 없어졌으면 좋겠다. 그치 언니 /
	
P0 	:응 /(note : 발화겹침) 그래 가지고 지금 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:대중 교통 버스 운전 하시는 분이 /
	
P1 	:응 /(note : 발화겹침) 응 /(note : 발화겹침) 응 /
	
P0 	:좀 많이 /(note : 발화겹침) 감축될 거 같애. /
	
P1 	:그러겠지. 언니 저녁 시간도 /
	
P0 	:옛날에는 /
	
P1 	:응 /
	
P0 	:옛날에는 /(note : 발화겹침) 막 관광버스 이런 게 엄청 많았잖아. /
	
P1 	:놀러도 많이 다니고 /
	
P0 	:놀러도 다니고 막 그랬는데 이제 그런 거 관광을 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:코로나 때문에 안 가니까 누가 그런 버스를 이용하는 게 없잖아. /
	
P1 	:응 /(note : 발화겹침) 그렇지 /
	
P0 	:그러니까 진짜 운수 회사도 /
	
P1 	:응 -다- 다 힘들어. /
	
P0 	:다 힘들고 운수 회사도 힘들고 한데 /
	
P1 	:그래 다 힘들어. /
	
P0 	:우리나라는 /(note : 발화겹침) 일단 /
	
P1 	:응 /
	
P0 	:출퇴근 하는 거는 /
	
P1 	:응 /
	
P0 	:지하철을 그래도 많이 이용해야 돼. /
	
P1 	:그럼 맞아. /
	
P0 	:지상으로 가는 거는 밀려서 안 돼. 밀려서 /
	
P1 	:밀리니까 / 차가 많이 밀리니까 지하철이 그래서 제 시간에 도착 시켜 주고 하니까 언니 /(note : 발화겹침) 그게 제일 좋긴 해. 편리하고 /
	
P0 	:편리하고 많은 사람 타고 아주 내가 진짜 /
	
P1 	:응 /(note : 발화겹침) 그것 때문에 언니 있잖아 집세도 얼마나 올라. /
	
P0 	:응 /
	
P1 	:그게 역세권 되면은 뭐 트리플역세권 이래 가지고 뭐 /
	
P0 	:어 /
	
P1 	:그것 땜에 언니야 막 그렇게 오르잖아. /
	
P0 	:응 /(note : 발화겹침) 응 /
	
P1 	:그러니 /
	
P0 	:응 그래 갖고 내가 또 버스 있잖아. /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:내가 일한다고 한번 /
	
P1 	:응 /
	
P0 	:새벽에 /
	
P1 	:응 /
	
P0 	:한 네 시나 그때 한번 타 봤어. /
	
P1 	:응 /
	
P0 	:일 간다고 /
	
P1 	:그때도 버스 있어? /
	
P0 	:있어. 첫차 /
	
P1 	:아 아 /
	
P0 	:와 버스를 탔는데 /
	
P1 	:응 /
	
P0 	:세상에 그 나이 드신 분들 있지. /
	
P1 	:응 /
	
P0 	:그런 사람들이 그렇게 일을 하라 다니셔. /
	(note : 발화겹침) 어머 내가 내 자신이 부끄러웠어. /
	
P1 	:응 /(note : 발화겹침) 아 그래 /
	
P0 	:할머니 할아버지들이 연세 드신 분들이 /
	
P1 	:아니야 그러면 그 분들은 그럼 청소하러 가시는 거 /
	
P0 	:첫차 버스 /(note : 발화겹침) 세상에 내리지를 못 해. 내가 /
	
P1 	:응 /
	
P0 	:그렇게 / 그러니까는 거의 이제 그분들은 인제 / 대중교통 이용하면서 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:빌딩에 뭐 청소 /
	
P1 	:청소 그렇지. /
	
P0 	:그런 거 이제 다니시나 봐. 근데 /
	
P1 	:응 /
	
P0 	:한두 명이 아니야. /
	(note : 발화겹침) 그 사십오 인승 버스에 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:어 /
	
P1 	:응 버스는 그래서 많이 타도 괜찮났 봐. 코로난데 /
	
P0 	:서서도 /(note : 발화겹침) 아니 많이 타도 괜찮아. /
	
P1 	:아 그래 /
	
P0 	:서서도 많이 타잖아. /
	
P1 	:그래 그렇게는 해. 근데 그런 게 /
	
P0 	:근데 이제 /
	
P1 	:응 /
	
P0 	:-될- 될 수 있는 대로 이제 말을 안 하고 /
	
P1 	:아 그렇지 맞아 /
	
P0 	:마스크 방역 마스크 쓰고 근데 /
	
P1 	:응 그렇다 응 / 어른들은 다 코로나를 먼저 미리 접종을 해 가지고 /(note : 발화겹침) 또 그런 것도 있기는 있다. 맞다 언니 /
	
P0 	:응 응 /(note : 발화겹침) 그런데 하여튼 버스도 많이 어 애용하드라고. /
	
P1 	:응 /(note : 발화겹침) 응 /(note : 발화겹침) 시간대가 /
	
P0 	:어 /
	
P1 	:아침 일찍 있고 그러니까 그런가 보다. /
	
P0 	:네 시부터 /
	
P1 	:응 /
	
P0 	:참 내릴 수가 없어. 사람 때문에 치서 /
	
P1 	:아 그 정도예요? /
	
P0 	:내가 깜짝 놀랬어. 어떻게 /
	
P1 	:응 /
	
P0 	:나이 드신 우리는 쪼금 힘들면 힘들다고 게으름 피잖아. /
	
P1 	:응 /
	
P0 	:근데 그 노인네 나름 다 사정이 있어서 열심히 하시겠지만 /
	
P1 	:그러겠죠 맞아 아유 참 / 아 대중교통도 진짜 편리해서 좋기는 한데 진짜 / 코로나 때문에 좀 그래서 이제 그런 걱정은 된다. 언니 좀 다닐 거를 / 진짜 몇 번 다녀야 될 걸 그냥 그지 언니 한두 번을 줄여서 하게 되고 /
	
P0 	:응 /
	
P1 	:아니면은 자전거를 나는 이용하고 그런다 걸어다니거나 /
	
P0 	:응 그러니까 /(note : 발화겹침) 응 /
	
P1 	:음 짬짬이 그렇게 돼 그렇게 해야지 안 그러면은 /
	
P0 	:응 /
	
P1 	:그것 만음 /
	
P0 	:복잡해. 대중교통 /
	
P1 	:겁나서 코로나 땜에 겁나서 여러 사람들이 있으니까 그래서 /
	
P0 	:진짜 /(note : 발화겹침) 응 /(note : 발화겹침) 그래서 대중교통 요금 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:응 /
	
P1 	:응 /
	
P0 	:어 뭐 이렇게 자주 좀 많이 올랐잖아. 지금 요금이 /
	
P1 	:이 응 /(note : 발화겹침) 응 맞아 /
	
P0 	:어 /(note : 발화겹침) 지하철 노선도 지하철 그렇게 많이 오르진 않았어. /
	
P1 	:아 그래요 나는 뭐 /
	
P0 	:응 /(note : 발화겹침) 근데 이제 /
	
P1 	:주로 나는 자전거를 많이 타고 다니고 운동 좀 해서 나는 /(note : 발화겹침) 먹으러 많이 다니니까 근데 /
	
P0 	:응 /(note : 발화겹침) 그리고 /
	
P1 	:이 삼십 분 거리는 나는 좀 걸어 다니는 편이라 /
	
P0 	:응 /
	
P1 	:대중교통은 별로 안 하는데 / 음 사람들 보니까 사무실에 사람들 보니까 언니 /
	
P0 	:응 /
	
P1 	:천안에서 이렇게 오고 하니까는 (()) /
	
P0 	:응 /
	
P1 	:하루에 출퇴근비가 언니 그것도 만만치 않겠더라. 사실 그지 /
	
P0 	:응 /(note : 발화겹침) 아유 /
	
P1 	:편리한 거는 빨리 오고 가고 하는 거는 좋은데 /
	
P0 	:응 /
	
P1 	:요금이 일단은 /(note : 발화겹침) 응 /
	
P0 	:요금이 /
	
P1 	:응 /(note : 발화겹침) 그러니까 그거 좀 부담스러울 것 같애. /
	
P0 	:하여튼 /(note : 발화겹침) 근데 이제 / 우리들은 뭐 그렇게 타도 대중교통을 많이 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:이용 안 하고 웬만한 데는 걸어다니고 하잖아. 근데 /
	
P1 	:그러니까 /(note : 발화겹침) 응 /
	
P0 	:응 /(note : 발화겹침) 근데 이제 출퇴근하는 사람들 /
	
P1 	:어 /
	
P0 	:그런 사람들은 하루에 뭐 많이 타잖아. /
	
P1 	:그러니까 /
	
P0 	:그러면은 /(note : 발화겹침) 대중교통비가 만만치 않지. /
	
P1 	:그러니까 언니 한 달에 언니 오늘 /
	
P0 	:응 /(note : 발화겹침) 응 /
	
P1 	:안 그래도 얘기 하는데 십오만 원 이십만 원을 측정을 해 놓고 언니 /
	
P0 	:응 응 /
	
P1 	:산다 그러더라. 생활비에서 /
	
P0 	:어 어 어 /
	
P1 	:거주 비중도 언니 그것도 만만치 않겠다. 그지 /
	
P0 	:그것도 만만치 않아. 출퇴근을 하니까 /
	
P1 	:그래 /(note : 발화겹침) 응 /
	
P0 	:안 갈 수도 없고 일을 가야 되기 때문에 /
	
P1 	:그러니까 /
	
P0 	:또 뭐 자기 차로는 또 기름값도 많이 들고 요새 불경기에 또 운동 /
	
P1 	:응 /(note : 발화겹침) 응 그러니까 알바하는 사람들한테는 참 /
	
P0 	:응 /
	
P1 	:엄청 좀 그래. /
	
P0 	:운동도 안 되고 /(note : 발화겹침) 운동도 안 되니까 나는 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:그거 대중교통 이용하면 좋지. 근데 이제 계속 요금이 /
	
P1 	:응 /
	
P0 	:또 올 가능성이 있지. /
	
P1 	:응 /
	
P0 	:왜냐면은 그런 회사에서 /
	
P1 	:그래서 언니 대선 땜에 대선이 이제 코앞인데 /(note : 발화겹침) 그거 뭐 그런 거를 올리겠어? 그렇게 되면 물가가 다 올라갈 텐데. /
	
P0 	:응 /
	
P1 	:그지 아니 안 그러겠어? 올리더라도 언니 /
	
P0 	:허우 /
	
P1 	:이제 대선 끝나고나 올리겠지. 지금 당장은 아니겠지. /
	
P0 	:어 /(note : 발화겹침) 그러니까 그러니까 /(note : 발화겹침) 하여튼 우리들이 제일 많이 선호하는 거는 대중교통이잖아. /
	
P1 	:응 /(note : 발화겹침) 응 그러니까 /
	
P0 	:어 남녀노소 할 것 없이 /
	
P1 	:응 /
	
P0 	:다 하잖아 그러니까는 뭐 /
	
P1 	:응 /(note : 발화겹침) 응 /
	
P0 	:우리가 뭐 차비 걱정해서 /
	
P1 	:응 /
	
P0 	:타고 갈 것을 안 타고 갈 수는 없고 앞으로도 우리가 대중교통을 /
	
P1 	:그래 /(note : 발화겹침) 응 /
	
P0 	:어 /
	
P1 	:응 /
	
P0 	:우리야 뭐 차 안 끌고 다니고 하니까 대중교통 이용할 수 밖에 없지. /
	
P1 	:응 응 /(note : 발화겹침) 응 아니 언니 나는 아래께 아니 /
	
P0 	:그런데 나는 /(note : 발화겹침) 응 /(note : 발화겹침) 응 /
	
P1 	:택시를 탔는데 이제 친구들 네 명이 가서 /
	
P0 	:응 /(note : 발화겹침) 어 /
	
P1 	:이제 좀 단거리였기 때문에 했는데 언니 /
	
P0 	:응 /
	
P1 	:그냥 한 육천 얼마가 나오니깐 언니 친구들끼리니까 /
	
P0 	:응 / 응 /(note : 발화겹침) 친구야 친구들끼리 /
	
P1 	:응 /(note : 발화겹침) 친구들끼리 인제 이렇게 해서 가니깐 언니 그래서 /
	
P0 	:어 아 /
	
P1 	:그냥 버스비로 택시를 이용할 수도 있더라. 언니 그거 좀 /
	
P0 	:어 /(note : 발화겹침) 어 /
	
P1 	:되게 괜찮은 거 같애. /
	
P0 	:어우 괜찮어. 어 어 어 /
	
P1 	:인제 딱 가정주부들이다 보니까 막 친구가 이거 막 누가 내고 이런 거 없이 그냥 /
	
P0 	:그래 /
	
P1 	:응 그렇게 하니까는 또 서로 부담스럽지 않고 /
	
P0 	:어 /(note : 발화겹침) 어 어 어 /
	
P1 	:뭐 가면은 뭐 먹고 차 마시고 밥 먹고 이제 이런 게 되다 보니까 이제 다 그냥 /
	
P0 	:응 /(note : 발화겹침) 응 /
	
P1 	:그런 게 /
	
P0 	:어 /(note : 발화겹침) 나도 / 어제 한번 모처럼 택시 탔어. /
