# FILE DATA
ID : SDRW2100000095
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210813
topic : 우정 > 친구의 성향, 함께한 추억

# SPEAKER_INFO
id : SD2100095
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
education : 대재

id : SD2100096
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:&name&야 너 엠비티아이 뭐랬지? /
	
P1 	:나는 너 같은 유형을 보는 게 더 신기한 거 같애 집에서 / 혹시 나름대로 바쁘단 얘기를 들었는데 그게 맞니? /
	
P0 	:맞아 근데 솔직히 집안에서도 할게 되게 많아 영화도 봐야 되고 아침에 일어나서 밥도 먹고 해야 될 일을 하다 보면 시간이 금방 가. /
	
P1 	:나는 맨날 인스타그램이나 페이스북 새로고침해도 똑같은 내용만 나오고 이러다 보니까. /
	 아무래도 추억팔이나 새로운 얘기를 할 수 있는 친구들과 통화나 아니면 직접 만나서 수다 떠는 게 더 좋은 거 같애. /
	
P0 	:그러면 직접 만난다고 했을 때 친구들이랑 보통 만나서 몇 시간 정도 놀아? /
	
P1 	:기본적으로 다 여섯 시간은 노는 거 같애. /
	
P0 	:안 지쳐? /
	
P1 	:밥 먹고 카페 가고 또 수다 떨고 / 사진도 찍고 이러다 보면 금방 가는 거 같애. /
	
P0 	:나도 나가서 노는 건 좋긴 한데 그 약속이 삼 일 이상이면 난 너무 힘들더라. /
	
P1 	:어 그건 맞는 거 같애 나도 하루 정도는 나만의 시간이 필요해. /
	
P0 	:어 그래 그러면은 너는 친구들이랑 있을 때 말고는 주로 뭘 하는 편이야? /
	
P1 	:어~ / 동영상을 많이 봐 드라마 정주행을 하거나 아니면 짧은 클립으로 정리된 거를 자주 보곤 해. /
	
P0 	:그게 너의 취미인 거네? /
	
P1 	:어 맞아 사실 드라마 정주행 하는 거 자체는 많은 부담감이 있잖아 한 시간짜리 영상을 어 적어도 열 회 십 회 이상 봐야 되는데 / 짧은 영상으로 요약해 놓은 거를 보면은 가벼운 마음으로 볼 수 있어서 좋은 거 같애. /
	
P0 	:음 요즘 코로나라 밖에 나가기도 위험하고 집에서 그런 취미 하나 정돈 가지고 있어서 좋은 거 같아. /
	
P1 	:너는 집에서 핸드폰으로 뭐해? /
	
P0 	:나는 주로 유튜브도 보기는 하는데 틱톡이라는 플랫폼이 있어서 그걸 많이 보게 되는 거 같아. /
	
P1 	:요즘 틱톡에 재밌는 챌린지 같은 거 많이 하던데 최근에 가장 인상 깊게 본 챌린지가 뭐야? /
	
P0 	:나는 챌린지라기 보다는 그냥 / 많은 사람들이 거기에서 정보 공유도 하고 생각 공유도 하고 그리고 또 거기서 친구를 만든다하더라고 / 그러면 그냥 시간 때우기 용으로 많이 보는 거 같아서 / 나는 인상 깊게 본 거라고는 딱히 잘 모르겠어. /
	
P1 	:어 그러면 틱톡 말고 인스타그램이나 페이스북을 통해서 뭘 보는 건 없어? /
	
P0 	:그냥 친구들이 어디 놀러 갔다 하면은 그런 거 보고 나는 딱히 영상이라기보다는 글을 더 많이 보게 되는 거 같아. /
	
P1 	:음 보통 어떤 글을 많이 봐? /
	
P0 	:보통 요즘 많이 애들이 여름이라 여행도 가고 그러다 보니까 나도 / 보면서 놀러 가고 싶다는 생각이 들긴 하는데 코로나 때문에 위험해서 잘 못 나가겠더라고 /
	
P1 	:여행하니까 내가 엊그제 다녀온 부산 여행이 생각나네. /
	 요즘 여름이라 바다나 그런 물에 관련된 곳이 많이 가고 싶었는데 / 내가 딱 다녀오고 나서 부산이 해수욕장이 폐쇄됐더라고 /
	
P0 	:헐. /
	 부산 근데 요즘 사람 되게 많았었잖아. /
	
P1 	:어 외국인뿐만 아니라 한국인도 진짜 많았고 커플들부터 가족부터 어린아이들부터 / 정말 너무 많아 가지고 나는 / 코로나가 없는 세상인 줄 알았어. /
	
P0 	:어 그러면은 부산 갔을 때 너 포함해서 몇 명이서 간 거야? /
	
P1 	:어 나는 딱 삼 단계 인원에 맞춰서 네 명이서 갔어. /
	
P0 	:그 친구들 대부분 성격이 어때 너랑 잘 맞아? /
	
P1 	:어 대부분 이로 시작하는 엠비티아이를 갖고 있는 걸로 알아. /
	
P0 	:그러면은 네 명이서 다 이로 시작하니까는 사운드가 빌 틈이 없겠네. /
	
P1 	:정말 빌 틈이 없어서 한 친구는 귀에서 피가 날 정도라고 하더라구. /
	
P0 	:그래도 그렇게 넷이 마음 맞으면서 잘 노니까는 참 보기가 좋다. /
	
P1 	:어 최근에 만날 일이 많이 없었는데 이런 기회를 통해서 만나서 굉장히 좋았어. /
	
P0 	:그러면 너 포함해서 네 명 같이 다니는 그 / 조합은 / 언제부터 시작된 거야? /
	
P1 	:한 명은 초등학교 때부터 한 명은 세 명은 중학교 때부터여서 최종적으로 네 명이 모이게 된 건 중학교야. /
	
P0 	:그러면 중학교 때부터 지금까지 참 시간도 많이 지났는데 가장 기억에 남았던 일화나 추억 같은 거는 없어? /
	
P1 	:아무래도 중학교 때 같은 반이었고 또 추억에 가장 많았기 때문에 만나기만하면 중학교 때 이야기를 하는 거 같애. /
	
P0 	:그냥 가끔씩 종종 추억팔이를 하는구나. /
	
P1 	:종종이 아니라 매일 만나면 중학교 얘기가 안 빠지더라고. /
	
P0 	:중학교 때 그러면 가장 너는 재밌었 재밌게 놀았던 거네? /
	
P1 	:맞아 사실 고등학교나 대학교는 전국 각지에서 오거나 쫌 동네가 먼 친구들이 많은데 중학교 때까지는 집에 있는 / 집 근처에 사는 아이들이 많기 때문에 아무래도 집에 가서 자주 놀기도 했었고 그렇기 때문에 추억이 굉장히 많았던 거 같애. /
	
P0 	:중학교 때부터 지금까지 우정을 쭉 / 지켜왔다는 게 난 참 멋있고 대단하다고 느껴. /
	
P1 	:너는 중학교 때나 어렸을 때부터 친한 친구가 없었니? /
	
P0 	:응 없어. /
	
P1 	:아 그렇구나 그럼 나와 중학교 때부터 같은 중학교였으니까 /(note : 발화겹침) 이번 여름이나 다음 여름에 바닷가 한 번 놀러 가자. /
	
P0 	:진짜 너무 좋아 꼭이야. /
	 알았어. /
	
P1 	:나랑 꼭 놀러 가줘. /
	
P0 	:진짜 꼭 가야 돼. /
	
P1 	:어 그러면 너는 최근의 가족이나 / 아니면은 동생들이랑 같이 여행갔던 경험은 없어? /
	
P0 	:나는 가려고 계획은 했었는데 자꾸 계획할 때마다 약속이 취소되고 미뤄지니까 못 갔던 거 같아 그래서 지금 어디라도 가고 싶은데 어디를 가야 될지 모르겠어. /
	
P1 	:사실 / 아이로 시작하는 엠비티아이는 약속이 취소되면 매우 신난다고 하던데 그게 사실이야? /
	
P0 	:맞아 오늘도 약간 취소되기를 쪼끔 바랬어. /
	
P1 	:너는 참 집에 있는 걸 엄청 좋아하는구나. /
	
P0 	:나는 사랑하지 침대랑 있을 때 더 사랑하지 아주 /
	
P1 	:오히려 침대에 있을 때 밖에 있을 때보다 더 활발하게 노는 거야? /
	
P0 	:그것도 있는데 나는 약간 최소한의 움직임으로 살아 가는 거를 좋아해. /
	
P1 	:음 사실 나도 집에 있을 때는 최소한의 움직임으로 살아가긴 해. /
	
P0 	:근데 또 집에 있으면 좋은 게 / 약속을 안 나가니깐 금전적으로도 돈이 덜 들고 그리고 밖에 나가면은 살이 타는데 살 탈 이유가 없어. /
	
P1 	:맞아 여행을 한 번 다녀오면 정말 돈이 많이 깨지는 거 같애. /
	 나도 최근에 여행을 이번 부산 여행 합쳐서 세 번 정도 다녀왔는데 / 정말 돈이 너무 많이 깨져서 이제 아껴 살아야 되겠다고 생각했어. /
	
P0 	:여행 한 번 하는 것도 돈 지출이 큰데 세 번씩이나 했더니 진짜 대단하다 너. /
	
P1 	:사실 최근에 용돈을 안 받기 시작해서 굉장히 이제부터 아껴야 되겠다고 생각했어. /
	
P0 	:아낄려면은 어떻게 아껴야 돼? /
	
P1 	:근데 아낄 생각보다 너와 놀러 갈 생각이 더 많이 드는 거 같애. /
	
P0 	:나도 근데 너랑 노는 거는 재밌어서 빨리 놀러 가고 싶다. /
	
P1 	:어 사실 나는 물소리를 되게 좋아해서 계곡이나 워터파크 아니면은 바다 이런 데를 좋아하는데 / 이번에 처음으로 바다수영을 해 봤는데 생각보다 재밌더라고 그래서 너와 한 번 더 바다 수영을 하러 가고 싶어. /
	
P0 	:나도 물을 좋아해 원래 물 물이라 하면은 뭐 한강도 좋고 바다나 / 그런 연못 그냥 물이 있는 곳이면 난 다 좋은데 바다 수영 하면 되게 재밌잖아 재밌고 시간도 금방 가고 / 그래 꼭 가자. /
	
P1 	:그래 요즘 유행하는 물 보면서 멍때리기 라는 물멍이 유행인데 진짜 그것도 좋고 / 부산에서 성수대교 보면서 이케 바다 소리랑 그 다음에 / 애기들이 웃는 소리 이런 소리를 듣다 보니까 마음이 진짜 평화로워지더라고. /
	
P0 	:부산이라고 말하니까 생각난건데 그러면 해운대도 갔겠네? /
	
P1 	:어 해운대는 근데 아쉽게 이튿날 가서 바다 수영은 못 하고 발만 담그고 나왔어. /
	
P0 	:해운대도 바다 수영을 할 수 있어? /
	
P1 	:해운대에 사람이 더 많았던 거 같애. /
	
P0 	:아 하긴 해운대로 사람들이 많이 몰리니까 그랬을 수도 있겠다. /
	
P1 	:해운대에 비가 와 가지고 파도가 좀 더 세서 / 사람들이 더 재밌게 놀아서 우리가 쫌 아쉬웠던 기억이 있어. /
	
P0 	:어 그래도 뷰가 이쁘잖아 해운대가 /
	
P1 	:맞아 뷰도 예쁘고 사람도 많고 아무래도 인프라가 좀 더 괜찮았던 거 같애. /
	
P0 	:나도 다음에 그렇게 친구들 모아서 놀러 봐 놀러 가 보고 싶다. /
	 너도? /
	
P1 	:어 나도 너는 근데 부산 가서 뷰가 예쁜 호텔에서 안 나올 거 같은 느낌이야. /
	
P0 	:아니야 난 그래도 바다를 좋아하니까 바다 보러 나가진 않을까? /
	
P1 	:맞아 맞아. /
	
P0 	:부산 나도 진짜 가 보고 싶다 거기에서 예전에 친구들이랑 밀면을 먹었었는데 너무 맛있더라고 /
	
P1 	:어 나는 밀면이 오래된 밀면이었는지 모르지만 정말 면이 익지도 않고 그래서 쫌. /
	 맛없게 먹었던 기억이 있어. /
	
P0 	:아 나는 내 친구가 부산에 살아서 / 부산에 사는 친구가 알려준 맛집으로 갔는데 / 정말 밀면이 맛있고 또 친구가 털털 해 가주구 친구가 여행 가이드를 해 주면서 난 참 좋았었던 거 같애. /
	
P1 	:그러면 다른 지역에 사는 친구들 한 명씩 있는 게 굉장히 / 도움이 많이 되는 거 같더라고 /
	
P0 	:맞아 서울 친구들뿐만 아니라 다른 지역에 살고 있는 친구들이랑 각자 지역 이야기 할 때 그때가 되게 시간이 많이 금방 빨리 가고 재밌더라. /
	
P1 	:그래서 다음에 그 지역으로 놀러 갔을 때 더 도움이 되고 그 다음에 실질적으로 갈 수 있는 맛집들이 많아서 되게 좋았던 거 같애. /
	
P0 	:맞아 너도 이제 대학교를 다니다 보니까 다른 지역에 있는 친구들을 만나면은 / 기분이 어때? /
	
P1 	:어 쫌 낯선 경향이 처음에는 있었는데 / 다른 지역 이야기가 사실은 처음에는 쫌 공감이 안 돼서 어색했지만 / 요즘에는 더 궁금해지고 가 보고 싶고 그러더라고. /
	
P0 	:근데 지역마다 친구들의 성향이 다 다르다고 느껴진 적은 없어? /
	
P1 	:어 성향보다는 / 그 데덴찌라는 놀이 문화가 있잖아 그 말이 지역마다 다 다른 게 너무 신기했어. /
	
P0 	:아 나는 데덴찌도 있는데 나는 / 각 지역마다 다 다른 곳을 에서 출생 했으니까는 아무래도 사투리가 인상 깊더라 /
	
P1 	:아 맞아 근데 본인들은 사투리를 쓰지 않는다고 생각하는 게 너무 웃겼어. /
	
P0 	:나는 서울 사람인데 부산이나 / 어 거제 친구들의 사투리를 들어보면 나도 어느 순간 사투리를 쓰고 있더라고 금방 전염되는 거 같아. /
	
P1 	:맞아 재미삼아 몇 번 따라해 봤더니 금방 / 내 입에 적응되서 나도 몇 번 따라했던 경험이 있어. /
	
P0 	:근데 서울사람들이 사투리를 쓰면 되게 이상하다고 느껴지잖아 근데 약간 사투리 쓰는 친구들이 서울말 쓰면 이상하다고 느껴지듯이 / 그래서 나는 못 쓰겠더라 잘 /
	
P1 	:어 맞아 친구가 블루베리 스무디 주세요를 어색하게 말하는 거 보고 -빵터- / 빵터졌던 경험이 있어. /
	
P0 	:사투리 쓴 친구들보면 귀엽다고 느껴질 때 있지 않아? /
	
P1 	:맞아 특히 잠 온다 이런 얘기를 하면 귀엽다고 느껴지는 거 같애. /
	
P0 	:우리는 보통 잠 온다 라고 표현 안 하고 졸리다 라고 쓰는데 어떻게 잠이 온다 라는 그런 귀여운 표현을 만들어 냈는지가 참 신기해. /
	
P1 	:근데 지방에서는 / 어 잠 온다 라는 이야기가 오히려 / 정상적인 말투고 졸리다가 애교적인 말투라고 하더라고 /
	
P0 	:아 그렇구나. /
	
P1 	:어 이렇게 우리 우정에 대해서 이야기 한 게 점점 큰 범위로 나아간 거 같은데 되게 재밌었던 거 같애. /
	
P0 	:나도. /
