# FILE DATA
ID : SDRW2100003626
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211028
topic : 우정 > 롤토체스 및 롤 등급 얘기, 롤 포지션,롤드컵

# SPEAKER_INFO
id : SD2103563
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대졸

id : SD2103564
age : 20대
occupation : 학생
sex : 남성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
education : 대재

# SETTING
relation  :  친구


P1 	:니 롤토체스 다이아 유지하고 있냐? /
P1 	:쪼금씩 다르기는 하지. /
	 근데 제일 많이 플레한테 뭐라 하지 일단 실버 골드한테 생각보다 / 기대 안 하고 일부러. /
	
P0 	:다이아 근데 다이아 애들 부심 너무 / 심해. /
	
P1 	:어 부심 / 부심은 플레가 제일 심한 거 같은데 암만 봐도. /
	
P0 	:아 맞아 플레 애들이 뭔가 / 이도 저도 아니면서 / 골드랑 실버 너무 무시해. /
	
P1 	:그리고 다이아 사도 무시해 걔네 보면은. /
	
P0 	:아니 그거 게임 하는데 /
	
P1 	:{clearing} /
	
P0 	:가끔 플레나 다이아 애들 부캐 들고 / 실버에 / 원정 뛰러 오잖아. /
	 근데 거기서 / 자기들이 못 했으면서 남 탓 엄청 하고 / 진짜 보기 싫어. /
	
P1 	:그거 대부분 부캐 아닐걸. /
	 다 현지인일걸 반 이상은. /
	 애초에 인구 수도 / 다이어 빵 점까지 쳐야 일 이 퍼센트거든. /
	 근데 열 배 이상 차이 난단 말이야 인원 수가. /
	
P0 	:아니 근데 그거 전적 보면은 잘했거든. /
	 근데 / 나랑 할 때 못 해. /
	
P1 	:못 할 수도 있긴 하는데 보통 그런 애들 / 생각보다 자기 부캐란 말 잘 안 하는데 나도 부캐란 말 / 굳이 뭐 하러 해야 되나 하면서 안 하거든. /
	 똥 싸면 쫌 / 쪽팔리기도 하고 하니까 /
	
P0 	:아니야 아니야 걔네들 자기도 부심 있어가지고 은근 말 많이 함. /
	 나 플렌데 막 이러면서 / 너네는 그래봤자 실버 현지인 아니냐? /
	 이러면서 농락하고 /
	
P1 	:아 플레가 그러는 건 좀 추한데. /
	 다이아한테 아예 찢기고 다니는 애들이 {laughing} /
	
P0 	:이봐 이봐 다이아 부심 있다니까 너라니까. /
	
P1 	:아이 / 나는 그래도 올라갔어 많이. /
	 난 마스터가 가던 애들이랑도 놀아봤는데. /
	 ((거기서)) 쫌 떨어지면 /
	
P0 	:니 다이아 몇까지 올라갔는데? /
	
P1 	:다이아 이 팔십 / 까지 /
	
P0 	:다이아 이에 팔십 점? /
	
P1 	:어. /
	
P0 	:어 뭐야? 꽤 많이 올라갔네. /
	
P1 	:어 작년에 거까지 올라갔고 재작년에 다이아 이까지 올라갔고 막 그랬는데 나. /
	
P0 	:아니야 근데 부족해 다이아 일 애들이 데리고 / 와도 / 나 실버에서 힘들더라. /
	
P1 	:그렇긴 하지 요새 쫌 심해 그거. /
	 아예 다른 게임이더라 옛날에는 약간 / 부수고 / 하던대로 하면은 이겨지는데 요새는 아예 / 운영 방식이 다른 느낌 /
	
P0 	:아니야 아님 실버는 운영이 없어 그냥. /
	
P1 	:{laughing} 일단 미드 모여. /
	
P0 	:일단 모여 모이면 어떻게든 돼 이런 마인드 /(note : 발화겹침) {laughing} /
	
P1 	:근데 이제 다이아 애들이 하면은 / 모이면 안 돼 일단 흩어져. /
	 흩어져서 여기 뚫리지만 마. /
	 사이드가 중요해 막 이 ((시기고)) /
	
P0 	:아니 근데 내 친구 다이아 일인가? /
	 그거 찍고 / 그냥 / 부캐 들고 와 가지고 / 실버 애들 / 괴롭히면서 막 노는데 애들 다 즐겜한다 아이가 걔네들은? /
	 근데 우리들만 목숨 걸면서 게임 하고 있고 /
	
P1 	:근데 즐겜 해도 목숨 거보다 / 승률 잘 나올걸 아마. /
	 플레에서 해도 / 즐겜해도 애들보다 승률 잘 나오거든 보면은 막. /
	 이상한 거 하고 / 템트리 이상한 거 하고 막 해도 이겨지고 / 한번씩 기분 나쁘긴 하는데 /
	
P0 	:니 요즘에도 원딜 하나? /
	
P1 	:나 요새는 내 라인 진짜 모르겠다. /
	 즐겜만 했더니 본캐 거의 안 한다 했잖아. /
	 그서 하면은 그냥 아무거나 해 놓고 걸린 라인 하거나 / 자랭 하면은 남는 라인 내가 가거나 / 자랭 하면 좀 재밌긴 해 스트레스 받긴 하는데 한번씩. /
	
P0 	:아니 근데 나도 다른 라인 하고 싶은데 / 가르쳐 줄 사람이 없어 근데 가르쳐 준다고 해도 / 따라갈 자신이 없어. /
	
P1 	:천천히 해 볼래? /
	 기본부터 /
	
P0 	:아니 근데 요즘에 템도 너무 많이 바뀌'어 가지고 / 이름도 모르겠고 /
	
P1 	:아 맞다 니 템 바뀌고는 또 많이 안 했지? /
	 근데 다른 라인 가는 거면은 템 보다는 씨에스 먹는 거나 / 이런 거부터 해야 돼 가지고 / 씨에스 먹는 연습부터 할래? 숙제까지 줄 수 있다 아이야? /
	
P0 	:숙제? {laughing} / 아니 내가 그 씨에스 먹는 거 / 아 진짜 이거 한번 해봐야지 이러고 해 봤어 그 / 연습 게임 이런 것처럼 / 해 가지고 했는데 / 와 진짜 올 때 포탑이 일단 끼면은 / 못 하겠어. /
	
P1 	:그거는 / 암기야. /
	 포탑 관련은 외워야 돼. /
	 포탑이 퍼센트로 미니언 때리거든. /
	
P0 	:엥 퍼센트로 미니언 때린다고? /
	
P1 	:어. /
	 미니언 체력이 퍼센트로 깎아. /
	 그까 원거리 미니언 근거리 미니언 대포 미니언 / 각각 다르게 퍼센트를 적용해서 때려. /
	 포탑 데미지가 바뀌면서 옛날에 /
	
P0 	:아니 그걸 일일이 어떻게 다 기억해? 나는 내 머리로는 / 할 수 없어. /
	
P1 	:그거 / 라인으로 한 백 판 하면 외워지지 않을까? /
	
P0 	:백 판이요? {laughing} /
	
P1 	:니 롤 한 판 수 백 판 훨씬 넘을걸 어차피. /
	
P0 	:아 당연하지 나 레오나 점수가 / 몇 십만 점인데. /
	
P1 	:거의 한 천 판 가까이는 했을 텐데 / 그걸 라인으로 했다 생각해 봐. /
	
P0 	:아니야 아 근데 다른 라인은 뭔가 못 할 거 같고 / 차라리 다른 챔프 / 나 연습해 보고 싶어. /
	
P1 	:음 레오나 하니까 뭐 알리스타 / 아무무 /
	
P0 	:어 맞아 나 아무무 그 롤챔 니 봤나? /
	
P1 	:롤챔? /
	(note : 발화겹침) 뭐 아 /
	
P0 	:아니 이번에 롤드컵이구나 롤드컵 봤어? /
	
P1 	:응 봤지 거의 이번에 쪼끔 챙겨보고 있다. /
	
P0 	:거기서 아무무 나오고 이랬잖아 서폿으로. /
	 내 그거 보니까 하고 싶어지대. /
	
P1 	:오 해 볼래? /
	
P0 	:아 근데 그 / 우르프 있잖아. /
	 그걸로 아무무 해 봤는데 / 어렵더라고. /
	
P1 	:레오나랑 비슷하지 않아? 궁 빼면은 /
	
P0 	:뭔가 / 스킬 샷 맞추기가 어렵다 해야 되나 더 느낌이 기분 상? /
	
P1 	:오 레오나 이랑 아무무 큐랑 아마 비슷할 텐데 느낌이. /
	 미니언이 안 뚫리는 것 빼면 /
	
P0 	:오 / 아무무 미니언 안 뚫려? /
	
P1 	:응 안 뚫려 못 뚫어 제일 먼저 맞는 애한테 가. /
	
P0 	:오 진짜? 아 그래서 스킬 샷이 어려웠구나. /
	
P1 	:응 그래 가지고 / 약간 레오나 / 가 더 선호 되지 롤드컵에서도 아무무 약간 함정 픽인 것도 있고 / 지금 /
	
P0 	:아 그것도 많이 하던데 라칸. /
	
P1 	:오 라칸은 쫌 어려울 텐데 얜 조합도 많이 타고 / 그 아무무 레오나랑 다르게 물몸인데 들어가야 돼서 /
	
P0 	:아 ((맞아)) 근데 라칸 너무 어려워 보이긴 함 그 롤드컵에서 / 아니 비스타 / 라칸 해 가지고 라칸인가? 아 노틸이다 노틸. /
	 노틸 하는데 / 뭔가 못 한다 해야 되나? /
	
P1 	:비스타 약간 노틸 쫌 애매한 거 같긴 하더라 보면은. /
	 딴 거 하면 좋은데. /
	
P0 	:그래서 / 한화 진짜 응원했는데 떨어진 건 아쉽긴 한데 / 그래도 팔 강 /
	
P1 	:맞아 팔 강이 어디야 솔직히? 조별에서 떨어질 줄 알았던 애들이 /
	
P0 	:맞아 엘시케이인가? 이전에 했던 게 엘시케이지? /
	 거기서 떨어질 뻔 한 거 아니다 거기서 팔 등 / 전에 했었던 건 /(note : 발화겹침) 팔 등이었 /
	
P1 	:응 팔 등. /
	
P0 	:팔 등이었다가 이번에 롤드컵 팔 등 마무리 했으니까 / 잘한 거지. /
	
P1 	:되게 잘한 거지. /
	 아 조별리그에서 일 등만 했어도 / 사 강 한국 리그 만들 수 있었는데. /
	
P0 	:내 말이 조별 거기서 일 등만 했어도 / 아 근데 그 진짜 너무 아쉽다. 근데 또 하필 / 이 등하고 만난 게 티원이야. /
	
P1 	:맞아 아 픽 운도 없이 / 빡센 담원이랑 티원 있는 데다가 만나 가지고 /
	
P0 	:아 롤드컵 / 언제 끝나지? 이렇게 그냥 /
	
P1 	:이번 주에 하고 / 다음 주 쯤에 끝날걸. /
	 빠르면 다음 주 아니면 다 다음 주. /
	 (()) 아마 결승전까지 끝날 거야. /
	
P0 	:지금 사 강 했어? /
	
P1 	:아니 이제 팔 강 다 끝나고 딱 사 강 대진 나와 있어. /
	
P0 	:니 다른 애들 하는 거 팔 강 봤어? /
	
P1 	:팔 강 거의 다 봤어 일단 이디지 / 알엔지는 억울해서 봤고 한화 일 등 못한 거 /
	
P0 	:담원이었나? /
	
P1 	:아 그거 한 경기 보고 안 봤다. /
	
P0 	:아니 담원은 누구랑 붙었어? /
	
P1 	:매드였나? /
	 걔네가 어디였지? 북미였 북미 아닌데 유럽 쪽이었나 그럴 거야 아마. /
	
P0 	:아 어 누군지 알아 매드 기억나 아니 그 젠지는 떨어졌었나? /
	
P1 	:아니 젠지도 올라갔어. /
	
P0 	:엥 / 그러면 젠지는 / 팔 강 / 갔어? /
	
P1 	:젠지 팔 강에서 씨나인 만났어. /
	
P0 	:그래서 어떻게 됐는데? /
	
P1 	:삼 대 영으로 이겼어. /
	
P0 	:어 뭐야? 그러면 사 강 올라간 거야? /
	
P1 	:사 강에 한국 팀만 세 명 세 팀. /
	
P0 	:지금 그러면 젠지랑 담원이랑 / 티원 이렇게 세 팀? /
	
P1 	:응 하고 / 중국 이디지 하나랑 /
	
P0 	:아 그거 이디지 애들이 올라갔구나. /
	
P1 	:아 한화 있으면 한화가 이디지 완전 패고 올라갔을 텐데. /
	
P0 	:아 그거 원래 맨날 롤드컵 본다고 날짜가 맞춰 가지고 / 애들이랑 만나는 거 쉬고 한화 챙겨 보고 이랬는데. /
	 한화 떨어져 가지고 뭔가 할게 텅 비었어. /
