# FILE DATA
ID : SDRW2100004330
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220304
topic : 음악 > 요즘 듣기 싫은 트로트 때문에 고민

# SPEAKER_INFO
id : SD2102387
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
education : 대졸

id : SD2102388
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
education : 대졸

# SETTING
relation  :  부부


P1 	:지금 내가 음악에 대해서 할 얘기가 많은 거 같애. /
	 뭔가 다 세상을 개혁하고 뭐 / 뭐랄까? /
	 약간 / 그 청소년들의 뭔가 그런 / (()) / 어 그런 사춘기 같은? /
	 그런 음악들이 굉장히 많아서 나는 되게 공감할 수 없는 부분들이 많았고 / 그거 말고 나는 요즘에 / 한 께속 핫하게 지금 나오고 있는 / 스우파 / 스우파 애들 이제 노래도 너무 좋고 / 그리고 그런 노래들 / 노래들 비트에 맞춰서 이렇게 춤추는 ((곁들이)) 너무 멋있는 거야. /
	 (()) / 그래서 / 스우파를 보는 게 / 되게 / (()) / 뭔가 그런 멋있는 거를 느끼면서 되게 쫌 / 스트레스 해소도 되는 거 같고 춤을 이케 되게 잘 추니까. /
	 그래서 나는 스우파를 보는 게 되게 좋더라고. /
	
P1 	:음 나도 스우파를 좋아하긴 한데 스우파가 음악을 하는 애들이 아니니까. /
	 (()) / 걔네들이 이제 / (()) / 춤출 때 나오는 음악 / (()) / 그 음악들이 예전에 / 되게 유명했던 음악들이었거든. /
	 내가 / 한참 / ((음)) / 이제 클럽 다닐 때 나왔던 노래들인데. /
	 자기는 그런데 그런 노래 별로 안 좋아하지 않어? /
	
P0 	:아니 나는 / 안 좋아한다기보다 / 그냥 이제 그 나는 클럽을 안 많이 안 가 봐서 / 그게 클럽에 나왔던 노랜지를 잘 몰랐고 / 그 / 그냥 그 음악에 맞춰서 / 이제 춤을 추는 게 그냥 나는 굉장히 멋있어 보였을 뿐이야. /
	 그냥 안 좋아하는 건 아니야. /
	 안 좋아하는 건 아니고 / 그 노래가 클럽에서 나왔었던지를 몰랐고 나는 / 오빠는 게 많이 잘 알겠지만 / (()) / 나는 몰랐고 /
	
P1 	:그러면 자기가 지금 생각하는 대중음악은 / 어떤 거라고 생각해? /
	
P0 	:대중음악? /
	 어 / 나는 나는 이제 / 솔직히 대중음악이라고 하면은 / 전 세대가 다 이렇게 들으면서 / (()) / 어 아 이 노래 정말 좋다. /
	 (()) / 뭐 누가 들어도 / 뭐 / (()) / 모난 곳 없이 그냥 이제 편안하게 들을 수 있는 음악 / 그런 게 대중음악이라고 생각을 해. /
	 뭐 특별히 / (()) / 요즘은 진짜 트로트가 너무 많아서 쫌 / (()) / 그렇기는 한데. /
	 트로트 보다 / 이제 그냥 / 뭐 / 전 세대가 좋아할 수 있는 / (()) / 그런 가수들 중에 누가 있을까 그런 가수들이? /
	
P1 	:내가 생각하기로 전 세대가 / 이제 좋아할 수 있는 음악은 / (()) / 옛날 가수지만 / 지금 세대랑 이제 소통할 수 있는 사람들 / 어 뭐 이것도 요즘 노랜 아니지만 뭐 / 응답하라에 나오는 음악들이나 / 예전 클래식 영화에서 나왔던 그런 음악들 / 그런 음악들이 이제 전 세대를 아울러서 다 / 마음에 들게 하지 않을까라는 생각을 가지고 있어. /
	
P0 	:어 나도 그렇게 생각해. /
	 오빠가 아까 말했었던 / 그런 뭐 클래식에 나왔던 음악들이나 / 그다음에 옛날 가수들 중에 / 김광석이라던가? /
	 이런 쫌 유명한 / 가수들 있잖아? /
	 그런 가수들의 노래가 / 쫌 많이 이렇게 굴려져 가지고 / 많이 뭐 / 이렇게 멜론이나 이런 곳에 / 많이 올라와서 이제 사람들이 많이 들었으면 좋겠어. /
	 너무 한 곳에만 치우쳐져 있는 경향이 있어 가지고 / (()) / 한 곳에만 치우쳐져 있고 한 사람한테만 치우쳐져 있어 가지고 / (()) / 참 그게 너무 이렇게 / 쏠려 버린 현상이 너무 심한 거 같애. /
	 그래서 그게 지금 굉장히 너무 / 아쉬운 거 같애. /
	 다 같이 이제 쫌 들을 수 있는 그런 음악 / 음악이 쫌 / 수면 위로 많이 들어나 가지구 / 들을 수 있었으면 좋겠어. /
	
P1 	:내가 봤을 때 지금 / (()) / 우리만 트로트를 싫어할 수도 있는데. /
	 (()) / 어 근데 내 주변에 트로트 싫어하는 사람들 많은 거 같애. /
	 (()) / 그렇게 봤을 땐 트로트는 이제 대중음악이 아니라 / 뭘까? /
	
P0 	:트로트는 근데 / 우리 세대 우리 지금 삼십 대들은 싫어하긴 하는데. /
	 사십 대는 아닐 거 같고 오십 대 육십 대 이상은 / 엄청나게 지금 / 그 각광을 받고 있잖아? /
	 (()) / 근데 또 그 인구가 어마어마하잖아? /
	 ((오x)) 오류 오십 대 이상 사람들한테 어마어마하잖아? /
	 (()) / 그래서 / 어 그 사람들 입장에서는 이게 대중음악이라고 할 거 같기는 해. /
	
P1 	:그럼 그 사람들한테도 / 트로트는 대중음악이고 / 유행하는 거고 / 다른 음악은 잘 안 들을 수도 있다라는 거네? /
	
P0 	:그치. /
	 그래서 이제 나는 / 어 -이- 이런 다른 음악 소리들을 쫌 많이 / (()) / 뭐 유명한 가수들이나 뭐 다른 가수들이 쫌 많이 불러서 / 쫌 이렇게 / (()) / 평준 평균? /
	 평준화를 시켜서 이제 모든 사람들이 쫌 들을 수 있겠끔 / 쫌 / 이렇게 쫌 변화되었으면 좋겠어. /
	 (()) / 그 어른들도 나 뭐 오십 대 이상 사람들도 / 뭐 이런 그 김광석의 노래나 쫌 이렇게 잔잔하고 / -감성- 감성이 있고 모든 전 세대를 아우르는 / 그런 음악들 다 들을 수 있도록 / (()) / 쫌 이런 매체들에서도 / 쫌 / (()) / 그 / (()) / 노력을 해야 되지 않을까? /
	 그렇게 나는 생각을 해 하고 있어. /
	 대중음악이 되기 위해서는 /(note : 발화겹침) 쫌 /
	
P1 	:내가 알기로 자기가 이제 좋아하는 가수가 /
	
P0 	:(()) /
	
P1 	:케이인가 테인가? /
	
P0 	:{laughing} /
	
P1 	:누군가 있는데 자기가 좋아하는 가수가 누구였지? /
	
P0 	:아 / 아 / 아 케이씨엠이 아닌데. /
	 아 걔 이름이 뭐였지 생각이 잘 안 난다. /
	
P1 	:그 사람 자기가 좋아하는 그 사람도 /
	
P0 	:케이윌 /
	
P1 	:자기가 좋아하는 그 사람도 발라드를 부르는 사람이고 / 뭐 지금 / 발라드가 그렇게 인기가 좋은지는 모르겠지만 / 그 음악이 다시 대중음악이 될 수가 있을까? /
	
P0 	:케이윌의 으 음악이? /
	 어 / 그 사람 음악은 / 대중음악이 아닌가 대중음악이라고 생각하는데? /
	 모든 사람들이 다 좋아하는 음악 아니야? /
	
P1 	:자기가 / 봤을 때는 모든 사람이 좋아하지만 남자들은 별로 안 좋아할 거 같거든? /
	 케이윌이나 성시경이나 이런 애들 / 콘서트는 잘 안 갈 거 같거든? /
	
P0 	:근데 그거는 이제 오빠만의 생각이고 / 그냥 지금 / 아까 예를 들었던 트로트들은 극 / 극호하는 사람 (()) 극혐하는 사람들이 이렇게 나뉘져 있고 / 이 이 케이윌이나 성시경 노래들은 그렇게 / 분포가 나는 어느 정도 이렇게 잘 되어 있다고 생각하거든? /
	 (()) / ((써)) 그런 음악이 나는 대중음악이지 않을까? /
	 그렇게 생각을 해. /
	
P1 	:그럼 지금 잔나비 말고 / 그 잔나비가 인디 쪽이잖아? /
	 (()) / 인디 쪽 말고 / (()) / 다른 분야에 / (()) / 이제 다른 장르의 가수를 좋아하는 사람이 있어? /
	
P0 	:내가 좋아하는 다른 장르의에 -음악- 음악들? /
	 아 / 인디 말고 / (()) / 뭐 / 그냥 땐스 음악이라고 해야 되나? /
	 그냥 시 옛날에 이제 / 우리가 / (()) / 옛날에 어렸을 때 유행했었던 그 / (()) / 그 / (()) / 쿨 노래라던가? /
	 뭐 / 또 / (()) / 신지 있었던 그룹 / 걔네들 노래라던가 그런 노래들도 좋아하지. /
	
P1 	:((그럼)) 지금 땐스 말고 / 요 근래까지 계속 이제 방송을 했던 / 힙합있잖아? /
	 랩 하는 애들 / 그런 애들에 -대해- 대해선 어떻게 생각해? /
	
P0 	:아 그런 애들도 굉장히 좋아하지. /
	 (()) / 그런 애들도 / 응 뭐 로꼬라던가 아니면 박재범이라던가 / 뭐 그런 애들의 음악들도 굉장히 / 힙 하면서도 감성적이면서도 / 어 / 되게 노래가 / 굉장히 좋지. /
	 좋아서 그 노래들도 / 나는 대중음악이라고 생각을 해. /
	
P1 	:어 대중음악의 기준이 모든 세대를 아울러서 이제 / (()) / 좋아해야 되는 건데. /
	 (()) / 힙합은 / 어린애들이 좋아하지 않을까? /
	
P0 	:어린애들이 좋아한다고? /
	 어 어린애들도 좋아하고 어른들도 좋아하는 사람들 많을 거라고 생각하는데? /
	 그까 음 / (()) / 그까 나는 내가 생각했을 때는 / 트로트는 / 트로트는 이제 / 오십 대 이상의 -어르- 어르신분들이 다 좋아하고 / 나머지 그런 / 발라드 힙합 / (()) / 뭐 그런 땐스 그런 노래들은 이제 / 여러 / 그 층에서 / 나이대 층에서 여러 나이대 층에서 좋아한다고 생각을 해서 / 대중음악이라고 생각을 해. /
	
P1 	:그 음악이 또 이제 / 그런 노래로 말로 하는 음악 말고 / (()) /(note : 발화겹침) 클래식 같은 경우도 나도 좋아하거든. /
	
P0 	:응 /
	
P1 	:피아노나 뭐 이제 / 이런 / (()) / 타악기를 통해서 하는 음악도 좋아하는데. /
	 (()) / 자기도 혹시 좋아해? /
	
P0 	:어 나도 피아노 / 음악 뉴에이지 같은 거 음악 -좋아하- 좋아하지. /
	 특히 그 / (()) / 하울의 움직이는 성 오에스티 같은 음악이나 / 또 유명한 사람 / (()) / 유명한 사람 일본에 / (()) / 유명한 사람 있는데. /
	 (()) / 그분의 음악도 좋아해. /
