# FILE DATA
ID : SDRW2100001262
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220121
topic : 가짜 뉴스에 대한 징벌적 손해배상 > 찬성 : 사실 근거에 의해 처벌, 거짓정보로 인한 사실 확인이 어려움

# SPEAKER_INFO
id : SD2103638
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 광주
principal_residence : 전남
current_residence : 광주
education : 대졸

id : SD2103639
age : 50대
occupation : 주부
sex : 여성
birthplace : 광주
principal_residence : 전남
current_residence : 광주
education : 고졸

# SETTING
relation  :  부모/자녀


P0 	:요즘에 그런 /(note : 발화겹침) 가짜 뉴스들이 많잖아 /
P1 	:전에 어떤 / 그~ / 교회에 대한 / 저기 얘기를 해도 되나 모르겠는데 / 그 교회 이제 십자가가 / 이게 믿지 우리는 / 신앙생활하는데 교회 십자가가 / 세워졌더라도 그 교회에 그 건물이 / 이단인지 이단이 아닌지 / 이거 우리는 그 분별할 수가 있는가 / 우리는 배웠기 때문에 지식이 있기 때문에 / 교회에 어떤 교류 라든지 어떤 성경에 / 성경적인 지식을 가지고 있기 때문에 / 그거 보고 우리는 / 아 여기는 이단이다 아니다로 판단할 수 있어 / 그지만은 안 믿는 사람들은 / 그냥 십자가 세워지면 다 교회라는 거야 / 그 그전 그거에 대한 분별이 없어 / 이단이든 삼단이든 / 분별이 없는데 / 가짜 뉴스도 마찬가지야 물론 너네들 같은데 / 이득이 있고 지식을 얻고 이것을 분별할 수 있는 / 능력이 있고 그런 사람들은 / 가짜 뉴스 안 했어도 내가 / 이득을 얻을 수 있는 것은 끄집어내서 얻고 / 아닌 것은 버릴 수 있는 그 힘이 있지만은 / 그 연약한 사람들은 / 이 공동체 안은 / 공동체 안에는 다 강한 사람만 있는 게 아니고 / 지식이 있는 사람만 있는 게 아니고 / 연약한 사람도 분명히 있잖아 / 그 사람들하고 같이 공유해서 / 이것을 사회를 이끌어 가야지 / 어느 우울한 사람들만 가지고 / 이끌어 갈 수는 없는 거야 세상은 / 난 그래서 이 가짜 뉴스는 / 우리는 항상 약자의 / 입장에 서서 세상을 살아가야 된다고 / 생각을 하거든 /
	
P0 	:(()) / 엄마의 그런 의견들을 / 쫌 나는 알 것 같애 근데 / 내가 사실 말하고 싶은 거는 그거야 / 이 가짜 뉴스에 대해서 / 가짜라고 판결 짓는 사람은 / 위의 사람들이라는 거지 / 위의 사람들이고 / 거기에 대해서 징벌을 내리는 것도 / 정부에서 하는일이야 / 우리는 이게 다 엄마 말대로 / 이루어지기 이루어질려면은 / 정부가 항상 옳다 라는 / 전제 전제를 갖고 있어야 돼 / 그런 거잖아 그래야 판결을 하고 / 어떻게 보면은 / 어~ / 이렇게 이렇게 판결을 낼 수 있는 힘을 / 우리가 주는 거잖아 / 징벌 내릴 수 있는 / (()) / 뭐 내가 너무 이거를 쫌 / 회의적으로 보고 있는 걸 수 도 있는데 / 어~ / 그게 항상 / 엄마가 생각하는 이제 / 가짜들을 확실하게 분별하고 / 진짜들만 / 뉴스 할 수 있는 이런 세상 / 얼마나 좋아 / 너무 좋고 뭐 / 그게 가능했지 가능했다면 / 그전에 이미 가짜 뉴스도 없다 생각을 해 / 그만큼 사람들이 착하고 선하면 / 그래서 약간 여기에 대해서 내가 회의적인 거야 / 징벌을 내리는 건 / 뭐 항상 옳은 사람들만 징벌 내릴 수 없고 / 뭐 어떻게 보면 징벌이라는 / 그런 권력을 상대방한테 주는 거기 때문에 / 그게 맞나 / 그리고 우리가 사는 세상은 / 그런 권력이 집중되지 않게 할려고 / 민주주의에 / 삼권 분립도 했잖아 / 그런 세상에 살고 있잖아 / 우리 민주주의에 살고 있잖아 / 근데 그 민주주의 사회에서 / 이케 가짜라고 / 그 언론을 탄압하는 게 / 우리가 이 / 가짜 뉴스를 탄압하고 / 거기서 얻는 이득보다 / 나는 쫌 이 자유를 / 잃는 게 쫌 더 크다 / 라고 생각을 한단 말이야 / 엄마는 이런 부분에 대해서도 / 그럼에도 불구하고 / 가짜 뉴스는 / 처벌을 해야 된다 라고 생각을 하는 입장이야? /
	
P1 	:꼭 처 처벌을 해야 한다고 생각을 하는 / 입장이야 {laughing} / 엄마의 생각은 / 꺾이지 않아 {laughing} / 연약한 사람들 나는 더 끓여도 그래도 / 그 입장에 서고 싶어 {laughing} / 가짜 뉴스로 인해서 / 상처 받은 사람들 / 가짜 뉴스에 정보로 인해서 / 손해 본 사람들 가짜 뉴스로 / 정보로 인해서 / 죽어가는 자살하고 죽어 가는 사람들 나는 / 그 사람들을 입장에서 서 / 끝까지 이 사람들은 꼭 처벌을 해야 된다 / 가짜 뉴스는 있어서는 안 된다 / 정확한 정보만 언론은 / 정확한 정보만 내보내야 된다라고 나는 / 소리 높여 외치고 싶어 / 물론 인제 정부에서 / 그 관계자들이 어떤 정말 그 / 올바른 정보를 낼 수 언론을 낼 수 있게끔 / 정보를 낼 수 있게끔 기준을 세워 놔야 되겠지 / 근데 참 그것이 / 세상이 너무 악해가지고 참 / 그래 / 너무 힘들어 사는 것이 / 특별히 젊은 세대 청소년 청년 세대들한테는 / 진짜 유혹이 참 많을 거 같애 / 정말 보면 깨어있지 않고 / 분별하지 않으면 / 금방 이 악한 정보들에 인해서 / 많이 자기들을 / 이렇게 무방비상태에 방치해 버리고 / 뭐 이런 부분들이 쫌 엄마가 많이 / 안타까운 마음이 있는데 / 안타까운 면은 있는데 / 그래도 / 그래도 진짜 깨어서 / 잘 분별하고 이 /
	
P0 	:(()) /
	
P1 	:가짜 뉴스는 정말 처벌을 해서 / 이거 분명히 가짜 뉴스는 안 나왔으면 좋겠어 / 정말 그 말도 안 되는 그런 / 가짜 뉴스는 정말 말도 안 돼 / 반대 아 아니 찬성 찬성 / 징벌 처벌 찬성 /
	
P0 	:(()) / 그래 엄마 말 / 나도 어느 정도 공감하는 부분들이 있는 거 같애 / 가짜 뉴스로 인해서 / 피해 받는 사람이 생기면은 / 그거는 잘못된 일이지 / (()) / 그래서 뭐 정말 좋은 / 국가가 국가 차원에서 / 이렇게 손해 배상을 해 주면 / 어 꼭 징벌이 아니더라도 / 피해 받은 사람한테 주는 / 손해배상의 의미며는 / 나는 그 의견에 찬성하는 거 같애 /
