# FILE DATA
ID : SDRW2100001348
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211115
topic : 가짜 뉴스에 대한 징벌적 손해배상 > 국민의 알 권리와 언론의 자유,가짜뉴스의 기준

# SPEAKER_INFO
id : SD2100749
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 서울
education : 대졸

id : SD2100750
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  친구


P0 	:요즘에 / 징 뭐 / 가짜 뉴스에 대해서 / 징벌적으로 / 처벌을 해야 되는지 말아야 되는지 / 문제가 있잖아. /
	 우리가 봤을 때 뭐 / 회사 중역에게 인터뷰를 했는데 / 뭐 회사의 방향이 에이다 / 이렇게 얘기를 해서 듣고 그냥 썼는데 / 어 사실은 뭐 다른 중요하게 / 비 안이 뭐 채택이 돼서 / 비가 맞는 거지. /
	 이런 경우도 있을 수 있잖아. /
	
P1 	:그거는 가짜 뉴스가 아니지 근데 / 그거는 회사 사람을 만나서 / 쓴 거잖아. /
	 근데 만나지 않고 / 뭐 기자가 혼자 그렇게 생각을 해서 / 이쪽으로 뭐 진행 될 것이다라고 썼으면 그게 가짜 뉴스지만 / 뭐 이 사람은 실제로 만났고 / 그걸 듣고서 기사를 썼기 때문에 / 나는 이거는 / 문제가 될 게 없다고 봐. /
	
P0 	:응 어쨌든 / 실제로 본인이 회사 관련자를 만나서 / 취재를 한 것에 대해서는 / 이제 가짜 뉴스가 아니다 아예 취재 없이 그냥 /
	
P1 	:그렇 /
	
P0 	:기자의 뇌피셜 소위 말하는 이제 / 뇌피셜을 가지고 / 기사를 쓴 거는 / 가짜 뉴스로 보고 처벌의 대상이라는 거지? /
	
P1 	:그게 맞지 / 근데 요즘에 기자들은 / 자기 뇌피셜로 쓰는 그런 / 기사들이 너무 많기 때문에 / 그런 걸로 피해를 보는 / 사람들도 많고 / 기업들도 굉장히 많다고 / 하거든. /
	 그까 이 사람들의 그 손가락 때문에 / 피해를 보는 사람 너무 많잖아. /
	
P0 	:응 그러네 기업까지 하긴 / 기업의 주가가 흔들리고 그러면 / 나도 그러면 / 징벌적 처벌을 해야 된다는 거에 대해서는 동의를 하는데 / 그러면 처벌은 어느 정도로 했으면 좋겠어? /
	
P1 	:일단 기자도 처벌을 받아야 되고 / 신문사도 처벌을 받아 / 나는 패널티 / 가 어느 정도 있어야 된다고 생각을 해. /
	
P0 	:음 뭐 / 벌금을 물린다거나 / 실형을 사는 / 살게 그냥 처음부터 하는 것보다는 / 뭐 / 패널티를 줘서 / 뭐 쓰리 아웃제를 도입을 한다거나 하는 거? /
	
P1 	:어 그런 게 난 좋은 거 같애. /
