# FILE DATA
ID : SDRW2100000253
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210827
topic : 우정 > 좋아하는 친구 성격, 친구와의 관계

# SPEAKER_INFO
id : SD2100253
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
education : 대재

id : SD2100254
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  연인


P0 	:오빠는 어떤 친구가 / 좋은 거 같애? /
	 (()) / 나를 한 번 깨워서 / 혹시 같이 가지 않을래 이렇게 물어 볼 수 있는 상황이었음에도 불구하고 / 자기 혼자 그냥 거길 빠져나갔다는 거 자체가 조금 나한테 / (()) / 상처였던 거 같다 지금 생각해 보면. /
	(note : 발화겹침) 그랬어. /
	
P0 	:그럼 그 수용소 못 갔어? /
	
P1 	:나는 안 갔지 나는 안 가고 대신 /
	
P0 	:(()) /
	
P1 	:그 슈바인학센을 맥주랑 같이 대낮부터 마셨어. {laughing} /(note : 발화겹침) (()) /
	
P0 	:해피엔딩이라 다행히다. /
	
P1 	:응 /
	
P0 	:(()) /
	
P1 	:그렇다고 할 수 있지. /
	
P0 	:그럼 / 그 여행에서 또 따른 이유로 싸운 적은 없어? /
	(note : 발화겹침) (()) /
	
P1 	:아 그다음에 이제 / (()) / 그 다음에 우리가 파리로 가기로 했는데. /
	 아 뭔가 그까 / (()) / 여행지를 구체적으로 ((경해노)) 정해놓은 상태가 아니어서 / 그 친구가 이제 독일에서 / 켈른을 꼭 가고 싶다고 하는 거야 그래서 그럼 켈른을 가자. /
	 그렇게 해서 켈른으로 갈려고 하는데 / (()) / 어 켈른에 도착했더니 / 친구가 또 아 자기가 너무 배가 고파서 맥도날드에서 밥을 먹어야겠대. /
	 그래서 / (()) / 그럼 맥도날드에 가자 해서 맥도날드에 갔다가 / 맥도날드에서 / 그 친구가 가방을 잃어버리게 되는 사건이 벌어져 가지고 / 그 이후로는 따로 다녔어. /
	(note : 발화겹침) (()) /
	
P0 	:(()) /
	
P1 	:근데 오히려 서로에게 다행히었던 거 같애 그때 계속 같이 다녔으면 아마 더 싸우지 않았을까하고 생각해. /
	
P0 	:근데 그렇게 뭔가 거리가 너무 / (()) / 거리감이 없이 너무 가깝게 지내면 / (()) / 어 / 좀 갈등이 생기기 쉬운 거 같애. /
	 뭔가 / 한 달에 한 번 보는 친구랑은 싸울 일이 전혀 없고 / 서로 감정을 상하는 일이 있을 수가 없는데. /
	 근데 매일매일 막 만난 친구는 / (()) / 얘기할 기회도 많고 시간이 많다 보니까. /
	 그 과정에서 뭔가 상처받는 / (()) / 일이 생기기 쉬운 거 같애. /
	
P1 	:맞아 친할수록 선을 잘 지켜야 되는데. /
	 또 친하다 보니까 그 선을 좀 잘 넘게 되는 거 같애. /
	 그럼 지금 가장 친한 친구는 누구야? /
	
P0 	:나? /
	 (()) /(note : 발화겹침) 가장 친한 친구? /
	
P1 	:어 / 지금 /
	
P0 	:지금? /
	 지금 가장 친한 친구? /
	 (()) / 한 명만 말해야 돼? /
	
P1 	:그냥 잘 모르겠으면 여러 명 중에 한 명만 말해 봐. /
	
P0 	:여러 명 중에 한 명? /
	
P1 	:응 /
	
P0 	:(()) /(note : 발화겹침) 여러 명이 여덟 명인데. /
	
P1 	:응 /
	
P0 	:(()) / 내가 /
	
P1 	:그중에서 가장 그래도 내적으로 친밀감이 있는 친구있잖아. /
	
P0 	:&name1&이랑 &name2&? /
	(note : 발화겹침) (()) /
	
P1 	:어 /
	
P0 	:&name3& /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:많네 한 명이라고 {laughing} /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:아니 사실 옛날에는 /(note : 발화겹침) &name4&랑 제일 친했지. /
	
P1 	:응 /
	
P0 	:근데 &name4&가 이제 / (()) / 어 / &name4&랑도 많은 일이 있었잖아 내가 작년부터? /
	 (()) / 작년 여름에 그 거리감 없이 매일 만나던 친구가 &name4&였는데. /
	 (()) / 너무 매일 만나다 보니까. /
	 뭔가 알게 모르게 서로한테 / (()) / 상처를 받았던 거 같아 그래서 / (()) / 정말 그때는 / (()) / 최고의 우정이다 세기의 우정이다라고 생각을 하면서 / 맨날 만났는데. /
	 (()) / 어 시간이 지나고 나니까. /
	 (()) / 뭔가 / (()) / 힘든 시점이 오더라고 / 쪼금 지친 시점이 / (()) / 그래서 그 후로는 근데 &name4&가 집 밖에 안 나와서 지금은 못 만나고 있고 /
	
P1 	:(()) /
	
P0 	:서 안 만난 지 한 달 정도? /
	(note : 발화겹침) 된 것 같아. /
	
P1 	:응 /
	
P0 	:(()) / 오빠는 누가 제일 친해? /
	
P1 	:나는 지금은 아무래도 / &name5&? /
	 아니면 / &name6& / (()) / 둘이랑 가장 친한 거 같은데. /
	 둘 다 약간 쫌 성격이 / (()) / 어느 정도 비슷한 면도 있는 거 같기도 하고 지금 돌이켜 생각해 보면 / (()) / 약간 나는 / (()) / 둘째인 사람들을 좋아하는 거 같애. /
	 (()) /(note : 발화겹침) 생각해 보자면 /
	
P0 	:오빠의 지위 하에 통제되는 사람들. /
	
P1 	:어 맞어 내가 /(note : 발화겹침) 내가 첫째니까 뭔가 나도 그걸 별로 믿지 않았는데. /
	
P0 	:(()) /
	
P1 	:(()) / 나는 이제 태어난 순서상으로 첫째고 / 그 친구들은 내 친구들은 대부분 다 둘째더라고 / 그래도 이제 / (()) / 첫째와 둘째와의 만남이 가장 / 뭔가 / 적답 적당하다고 해야 되나 그런 거 같애. /
	
P0 	:아니면 그 친구들이 배려를 해 주는 걸 수도 있잖아. /
	 둘째라서 / 통제가 편하다라기 보다 /
	
P1 	:음 /
	
P0 	:(()) /(note : 발화겹침) 너가 하자는 대로 배려해 주겠다 /
	
P1 	:(()) / 아 아 근데 나도 이제 통제라는 귀찮은 걸 내가 대신 해 주는 거니까. /
	
P0 	:(()) /
	
P1 	:뭐 그 친구들도 나한테 감사하지 않을까? /
	
P0 	:(()) /(note : 발화겹침) 통제가 왜 귀찮은 거지. {laughing} /
	
P1 	:(()) /(note : 발화겹침) (()) /
	
P0 	:(()) /(note : 발화겹침) 음 내 친구들도 근데 생각해보면 첫째가 -많- 많은 거 같애. /
	
P1 	:그거 봐. /
	
P0 	:아니 근데 &name1&이는 둘짼데? /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:은근히 통제를 즐기잖아. /
	
P0 	:&name3&이는 {laughing} / (()) / {laughing} &name3&이는 셋짼데. /
	
P1 	:(()) / 어. /
	 (()) /
	
P0 	:꽤나 막낸데. /
	
P1 	:(()) /
	
P0 	:근데 /(note : 발화겹침) 첫째랑 많이 / (()) / 까 여행을 같이 가는 친구들은 첫째랑 많이 갔던 거 같애. /
	 뭔가 걔네가 / 날 챙기고 내가 뭐 좀 덤벙대니까. /
	 (()) / 챙겨 줘 근데 / (()) / 내가 이십 대 초반에 여행을 많이 갔거든 친구들이랑 / (()) / 뭐 지금이 중반이니까 근데 그땐 /(note : 발화겹침) (()) /
	
P1 	:(()) /
	
P0 	:뭔가 걔네한 까 내가 너무 집에서 막내로 챙김 받는 걸 당연하게 생각을 해 왔어서 / 내 친구들이 나를 챙겨주는 게 당연하게 쫌 생각했던 거 같애. /
	
P1 	:(()) /
	
P0 	:뭔가 누군가가 나를 챙겨주는 게 / (()) / 근데 그게 당연한 게 아니었는데 걔네도 귀찮았을텐데 그렇게 해줘서 / (()) / 뭔가 아직까지도 그때 미안한 마음? /
	 (()) / 고마운 마음? /
	 (()) / 이 남아 있지. /
	(note : 발화겹침) (()) /
	
P1 	:거 봐. /
	(note : 발화겹침) (()) /(note : 발화겹침) 은근 통제를 즐겼잖아. /
	
P0 	:(()) /(note : 발화겹침) 이건 통제가 아니지. /
	
P1 	:(()) /
	
P0 	:그거는 챙김이지 통제가 아니었어 내가 뭘 빠뜨렸을 때 /
	
P1 	:그것도 통 /(note : 발화겹침) (()) /
	
P0 	:(()) / 챙겨주는 거였지. /
	 (()) / 뭔 이제 뭘 해라 하지 마라. /
	 (()) / 나는 그런 통제가 아니었다. /
	
P1 	:근데 이제 돌이켜 생각해보면 내가 싸웠던 그 친구도 첫째였거든. /
	 그래서 / 서로의 통제력이 이제 충돌하는 부분이 있어서 / 싸우지 않았나? /
	 지금 생각해 보자면 그래 뭔가 둘째랑 같이 갔다면 / 내가 하자는 대로 하지 않았을까? /
	(note : 발화겹침) (()) /
	
P0 	:(()) /(note : 발화겹침) 아니 건 고집이라니까. {laughing} /
	
P1 	:{laughing} /
	
P0 	:(()) / 통제랑 {laughing} 통제랑 고집은 다르다고 생각해. /
	 (()) / 그리고 / 뭔가 / (()) / 만약에 누가 하자는 대로 해 줬으면 / (()) / 이제 그건 둘째라서 그런 게 아니라 / 그 친구가 / 우정을 위해 배려를 해준 거다 라고 나는 생각하고 / 그리고 무슨 얘기 하려고 했더라? /
	 아 맞아 모든 / 관계는 / 나는 / (()) / 뭐 연인이든 뭐든 좋은 관계가 되려면 그 기저에는 /
	
P1 	:(()) /
	
P0 	:(()) / 좋은 우정이 있어야 되는 거 같애. /
	 (()) / 우정이 제일 뭔가 근간에 / (()) / 있는 / 그런 감정? /
	
P1 	:응 맞아 그까 나도 그렇게 생각해 뭐 / (()) / 연인 사이에도 당연히 우정이 중요하고 / 뭐 가족들이랑도 그 기반에는 어쨌든 우정이 깔려 있지 않을까. /
	 그래서 / (()) / 우정을 토대로 뭐 싸우거나 해도 다시 / (()) / 벽을 허물 수도 있게 하고 / (()) / 그런 역할을 우정이 하는 거 같아서 / 우정이 나도 중요하다고 생각해. {laughing} /(note : 발화겹침) (()) /
	
P0 	:그럼 우정에 관련된 영화 중에 좋아하는 거 뭐 있어? /
	
P1 	:우정에 관련된 영화? /
	 (()) / 올드보이? /
	
P0 	:(()) / (()) /(note : 발화겹침) 그게 우정에 관련된 영화였어? /
	
P1 	:(()) /(note : 발화겹침) (()) / 음 / (()) / 정확히 기억나는 영화가 없네. /
	 (()) / 드래곤 길들이기? /
	
P0 	:(()) /(note : 발화겹침) 나도 그 영화 진짜 좋아하는데. /
	
P1 	:(()) /
	
P0 	:아 마티와 맛 / (()) / 마틴 막스? /
	 마티아스와 막심이란 영화가 있는데. /
	 (()) / 그 영화도 우정에 관한 영화니까 꼭 한번 보길 / (()) /(note : 발화겹침) 추천할게 강력히. /
	
P1 	:아 한번 찾아봐야겠다 고마워. /
	
P0 	:응 다음에 같이 보자. /
	
P1 	:그래. /
