# FILE DATA
ID : SDRW2100000840
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211101
topic : 반려동물 > 개에게 주면 안되는 음식, 반려동물 가정교육, 키우고 싶은 동물, 애완용품

# SPEAKER_INFO
id : SD2100643
age : 10대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 서울
education : 중졸

id : SD2100644
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 중졸

# SETTING
relation  :  친구


P1 	:나 요즘 / 강아지 / 에 그~ / 관심이 많이 생겼거든. /
	
P0 	:나는 뿌듯하게 했지만 내 손이 별로 안 뿌듯할 거 같애. /
	 로디도 밖에서 사 온 옷을 더 좋아할 거야. /
	
P1 	:내가 봤을 때도 그래. /
	
P0 	:그렇구나 근데 왜 나보고 만들어주라 그랬니? /
	
P1 	:그래도 특별한 경험과 / 볼 때마다 뿌듯함을 위해서 너에게 꼭 추천하고 싶어. /
	
P0 	:진짜 근데 겨울에 입힐려고 털실을 지금부터 짜서 만든다면 / 아마 입는 건 내년 겨울이 되지 않을까? /
	
P1 	:그만큼 정성이 많이 들어갔다는 소리지 /
	
P0 	:정성이 들어갔지만 시간과 노력이 더 많이 들어가지 않았을까 /
	
P1 	:그럼 그냥 / 사 입어. /
	
P0 	:사 입혔어 얼마 전에 /
	
P1 	:너네 너한테 수면 잠옷 / 있잖아 그거랑 똑같은 / 어~ / 무늬와 디자인의 옷을 로디한테 입 / 입혀서 같이 맞춰 입는 건 어때? /
	
P0 	:사실 작년에 그 생각을 했는데 올해는 그 잠옷이 이미 유행이 지났어. /
	
P1 	:그럼 너가 새로운 잠옷을 사. /
	
P0 	:새로운 잠옷이 나와야 사는 거고 유행을 사야 사지만 / 아직 유행 타는 잠옷이 딱히 없더라고 /
	
P1 	:그렇구나 / 그러면은 / 내가 저번에 / 어디서 봤는데 / 자기 반려동물이랑 같이 사진을 찍는 / 그런 곳에서 / 사진을 많이 찍더라고 /
	
P0 	:그치. /
	 나도 해 보고 싶어 근데 / 가는 과정이 너무 험난해. /
	
P1 	:엄마 차를 타고 가면 되잖아. /
	
P0 	:그치 근데 엄마 차를 타고 / 그 찍는 곳 까진 갈 수 없잖아 어디서 차를 세워 놓고 갈 텐데 / 그 과정이 너무 힘들어. /
	
P1 	:뭐 버텨야지. /
	
P0 	:우리 루디 살쪄서 오 점 오 키로야. /
	
P1 	:아 들기가 힘들구나. /
	
P0 	:맞아. /
	
P1 	:그럼 / 같이 다이어트를 해 보는 건 어때? /
	
P0 	:너는 다이어트를 시키고 싶은데 자꾸 엄마가 간식을 주잖아. /
	
P1 	:너네 어머니한테 간식을 좀 / 줄여 달라고 하셔 /
	
P0 	:아니 몇 번을 말했지만 듣지 않더라고 /
	
P1 	:음~ / 뭐 그건 어쩔 수 없지 / 너 너네 부모님이 너를 너의 음식을 항상 챙기는 것과 비슷한 마음이지 않을까. /
	
P0 	:나도 우리 로디 보면 이뻐서 간식 주는 주고 싶은데도 참는 거거든. /
	 근데 우리 엄마 못 참더라고 /
	
P1 	:그렇다면 / 루디 간식을 니가 다 갖고 있는 건 어때? /
	
P0 	:그랬다가 엄마가 / 찾아내더라고 /
	
P1 	:아 / 숨겨 놔. /
	
P0 	:옷장 뒤에다 숨겨 놔서 절대 못 찾는 장소에 숨겨 놨거든. /
	 근데도 끝내 찾아내더라고 /
	
P1 	:대단하시구나. /
	 ((어능)) / 강아지는 / 뭐 간식 / 종류 중에서 어떤 간식을 제일 좋아해? /
	
P0 	:우리 로디 고기면 다 좋아하고 / 야채는 별로 안 좋아해. /
	 줘도 안 먹어. /
	
P1 	:나랑 식성이 같네. /
	
P0 	:맞아 그래서 너도 우리 집에서 자주 밥 먹는 거 아니니? /
	
P1 	:맞긴 하지. /
	 그럼 내가 나중에 / 너네 집 갈 때 강아지 간식 좀 사 가야겠다. /
	
P0 	:그 말을 작년부터 했던 거 같은데 /
	
P1 	:내가 솔직히 / 혼자서 강아지 사료를 사기에는 뭘 먹는지 잘 모르잖아. /
	
P0 	:그치 언젠간 사 오겠지 고마워. /
	
P1 	:내가 다음에 너네 집 갈 땐 꼭 / 고기 강아지 고기 많이 사 갈게. /
	
P0 	:그래 기대하고 있을게. /
	
P1 	:알았어 초대 좀 해 줘. /
	
P0 	:알았어 놀러 와. /
	
P1 	:응 알았어. /
