# FILE DATA
ID : SDRW2100000284
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210902
topic : 대중교통 > 지하철 노약자석 찬반, 호선 이용경험

# SPEAKER_INFO
id : SD2100283
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2100284
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 서울
education : 대졸

# SETTING
relation  :  대학 선후배


P1 	:아 &name2&아 그 대중교통 타면은 임산부 석이 있잖아? /
	 그리고 젊은 분들 같은 경우에는 / 임산부 핸드폰 하느라 / 임산부 분이 뺏지를 걸고 있어도 못 보는 경우가 많다고 해. /
	 그래서 웬만하면 그냥 앉지 않는 게 낫지 않을까 싶기도 하고 / 그리고 임산부 분 중에는 / 육안으로는 / 티가 나지 않는 임산부 분들도 있기 때문에 / 비워 두는 게 맞지 않을까 싶어. /
	
P1 	:평소에는 비워 두겠는데. 그래도 나는 너무 힘들고 / 그러면은 앉게 되는 거 같아. /
	
P0 	:그때 되 그때 되면 / 다른 자석이 빌 때가 분명 있을 거야. /
	 서울역을 지난다든지 / 그런 식으로 사람이 많이 오고 가는 환승역에서 자리를 / 노려보면 되지 않을까 싶어. /
	
P1 	:아 그러면 되겠다. /
	 나는 웬만하면 근데 비워 놓자는 주이기는 해. /
	
P0 	:내가 예전에 / 평소에는 잘 타지 않지만 약속 때문에 경의 중앙선이나 / 공항철도를 타 본 적 있어. /
	 평소에는 칠 호선이나 사 호선 일 호선 이 호선 이런 / 지하철만 타다가 / 새로 새로 생긴 지하철을 타니까. /
	 시설이 너무 좋더라고 무엇보다 엄청 깨끗하고 / 에어컨도 되게 시원하게 나오더라고 / 언니는 공항철도나 경의중앙선 타 본 적 있어? /
	
P1 	:나는 통학 할때 공항철도 거의 매일 타썼거든. /
	 그게 진짜 좋은 게 / 서울역에서부터 김포 공항까지 이십 분이면 가 가지고 / 통학 시간이 어느 정도 -줄- 줄어들기는 했어. /
	 내가 두 시간 반 걸리던 게 한 / 두 시간 십 분 이 정도 수준으로? /
	 그리고 / 경의중앙선은 딱 한 번 타 봤는데. /
	 그거 정말 시간 오래 걸리더라. /
	 전광판에는 십 분 후에 ((오이)) 온다고 이렇게 적혀 있었거든? /
	 근데 이십 분을 기다리고 삼십 분을 기다려도 안 오는 거야. /
	 그서 주변 사람들한테 물어 보니까. /
	 그거 원래 되게 늦는다고 / 그리고 연착도 엄청 자주 돼 가지고 / 타기 쫌 망하다고 그러드라고? /
	 그리고 /
	
P0 	:나도 ((일)) / 나도 예전에 약속 때문에 경의중앙선을 탄 적이 있었는데. /
	 분명 / 전 전 역이라고 했는데 열차가 갑자기 사라진 거야. /
	 화면에서 / 내 생각에 뭔가 그때 문제가 생겼던 거 같은데. /
	 그래서 이십오 분을 기다렸어. /
	 ((그)) 간신히 탈 수 있었고 / 지금도 왜 그때 그 열차가 화면에서 사라졌는지 / 어떤 일이 있었는지는 잘 모르겠어. /
	
P1 	:나는 그거 경의중앙선을 파주에서 이제 / 서울로 가려고 탄 거였는데. /
	 어 기다리는 거 {laughing} 너무 힘들더라. /
	
P0 	:맞아. /
	 예전에 / 내가 타고 다닐 때는 / 문산 / 문산역까지 다녔던 거 같은데. /
	 워낙 노선이 길다 보니까. /
	 어느 노선까지는 열차가 자주 다니는데. /
	 그 지점 넘어서는 열차가 잘 다니지 않는다고 들었어. /
	 아마 파주도 그런 경우가 아니었을까 싶네. /
	
P1 	:어 파주 쪽에 약간 교통의 오지라고 해야 되나 그 / 책 회사는 많고 이제 차도 많은데. /
	 뭔가 / 뻐스라든가 지하철 이런 거를 잘 못 본 거 같아. /
	
P0 	:내가 예전에 / 음 / 구직 활동을 열심히 하고 있을 때 출판사도 알아보고 있었거든. /
	 그때 / ((이제)) 파주에 있는 출판사가 많으니까 파주에 있는 곳도 이제 지원을 했었는데. /
	 출퇴근을 하려고 생각해 보니까. /
	 너무 막막한 거야. /
	 그래서 합정에서 출퇴근하는 / 방법이 있는지 / 살펴봤는데. /
	 회사에서 / 보내주는 전용 뻐스가 있다고 들었어. /
	 근데 그 뻐스를 타도 / 사십 분 정도 소요된다고 하더라고 /
	
P1 	:그래도 셔틀뻐스 타면은 / 그나마 앉아서 가고 뭐 / 기다리기는 해야되지만 한 번에 가니까 약간은 낫지 않아? /
	
P0 	:맞아. 그렇긴 한데. /
	(note : 발화겹침) 면접에서 떨어져서 갈 수 없게 되었어. /
	
P1 	:아 저런 {laughing} / 나 / 주로 통학 할 때 / 어떻게 다녔냐면은 구 호선 타고 / 그까 뻐쓰를 집에서 타고 / 개화역 가서 구 호선 타고 김포공항 내려서 / 공항철또 타고 / 그다음에 사 호선 쭉 타고 왔었거든. /
	 그래서 총 두 시간 반 / 두 시간 십 분에서 두 시간 반 요렇게 걸렸는데. /
	 가끔은 / 너무 사람이 피곤할 때가 있잖아? /
	 그때 아홉 시 수업이어 가지고 / 한 다섯 시 반에 일어나 가지고 준비를 하고 나와야 되니까 . /
	 그래서 / 쫌 앉아서 가고 쫌 편안하게 / 쭈욱 갈 수 있는 게 / 김포공항 가서 오 호선을 타고서 / 동대문 역사문화공원역까지 / 한 삼 사십 분 넘께 걸려. /
	
P0 	:아 나는 / 음 통학 할 때 집에서 철산역까지 걸어서 가고 / 그리고 거기서 / 이수역에서 사 호선을 갈아타고 / 출 보통 이제 / 그다음에 내려서 다시 뻐쓰를 타고 학교를 갔는데. /
	 이게 편도 한 시간 사십오 분 걸린다고 하더라고. /
	 나도 통학 시간은 꽤 오래 걸린다고 생각했는데. /
	 언니 얘기를 듣고 나서는 / 아 그냥 조용히 있어야겠다 이런 생각이 들었어. /
	
P1 	:{laughing} / 나는 그래 가지고 그 / 자다가 깨다가 께속 반복해 가지고 / 뻐쓰 안에서도 자고 지하철 안에서도 계속 자고 그래서 / 나중에는 그냥 차만 타면은 자는 게 습관이 된 거야. 그래서 /(note : 발화겹침) 조수석에 앉았을 때도 막 자다가 혼난 적 있고 그렇거든. /
	
P0 	:맞아. 나도 학교 다닐 때 / 아침 일찍 일어나서 학교를 가다 보니까. /
	 차이 열차에선 자꾸 자게 되더라고. /
	 그래서 이제 친구들이랑 갈 때도 / 집에 같이 가는데 내가 졸고 있으니까. /
	 친구들이 깨워주고 / 얘기하는데 왜 자꾸 조냐고 / 그렇게 핀잔을 들었던 적이 있어. /
	
P1 	:아. /
	 사 호선 얘기 나와서 하는 말인데. /
	 학교까지 사 호선을 타야 되잖아 나 같은 경우는? /
	 너는 일 호선 탄다고 했지? /
	
P0 	:아니 사 호선. /
	
P1 	:사 호선 일 호선 타고 사 호선? /
	
P0 	:칠 호선 타고 사 호선. /
	
P1 	:아 칠 호선 타고 사 호선 나는 / 사 호선에서 / 그 성신여대역 있잖아? /
	 거기에서 사람이 엄청나게 많이 내리는 거 보고 혜화 성신여대 이 구간에서 / 엄청나게 사람 많이 내리는 거 보고 / 되게 부럽다고 생각했었거든. 왜냐면은 / 한 두 정거장이 더 가깝잖아. 학교가 / 너는? /
	
P0 	:아 나는 / 사실 한 두 정거장 정도라서 / 나는 언니만큼 멀진 않으니까. /
	 그만큼 간절하지 않았던 거 같아. /
	 그래서 막 / 크게 부럽진 않았고 오히려 / 기름역에서 사람이 얼마 내리지 앉다 보니까. /
	 그 편이 좋았어. /
	 내릴 때 사람이 별로 없으니까. /
	 계단 올라갈 때에도 쫌 편하고 / 내 지금 생각해보면 사람이 별로 없었던 건 내가 / 통학을 너무 일찍 이른 시간에 해서 그런 거 같아. /
	 학 / {laughing} 역에서 내렸을 때 여덟 시 십 분이었거든. /
	
P1 	:맞아. 근데 그 시간에 쫌 나와야 학교까지 가는 버 / 셔틀 뻐스 타기도 편하고 그렇긴 하드라고. /
	
P0 	:맞아. /
	 무엇보다 / 사람이 엄청 많은 시간때에는 / 정신적으로도 신체적으로도 많이 힘들어서 / 버티기가 힘들더라. /
	
P1 	:나도 여덟시 십분 쯤에 이제 셔틀 뻐스 타고서 / 눈 감고 있고 그랬거든. /
	 아 그리고 / 일 호선 타 본 적 있어? /
	
P0 	:어 사실 처음에는 / 일 호선을 타고 사 호선으로 / 갈아타서 가는 게 쪼금 더 가깝다고 해서 타 본 적이 있는데. /
	 칠 호선 타고 일 호선을 갈아 타는 게 / 환승할 때 되게 오랜 시간이 걸려서 힘들기도 하고 / 일 호선이 사람 / 이용객이 엄청 많은데다가 냄새가 많이 나고 / 그리고 /(note : 발화겹침) 한국의 시베리아 횡단 열차라는 /
	
P1 	:{laughing} /
	
P0 	:그런 별명 있는 열차답게 / 엇 / 이상한 분들이 쫌 많으셨어. /
	 가령 노숙자분들이 타시는데? /
	 많이 냄새가 난다거나 / 아니면 플랫폼에서 / 가끔 노상방뇨 하는 모습을 볼 수 있었거든. /
	 내 더 이상 보고 싶지 않아서? /
	 사 호선 칠 호선 사 호선으로 타는 그런 방향으로 정했어. /
	
P1 	:어 맞아. 일 호선 타 봤는데. 진짜 냄새가 쫌 / 씨트에서 나는 건가? /
	 아님 바닥에서 나는 건가 싶은데. /
	 냄새가 되게 심하긴 하드라. 다른 호선에 비해 가지고 / 그래서 / 근데 한 십 분 정도 타고 있으면은 / 코가 무감각해져 가지고 괜찮기는 한데. /
	 그 전에 / 처음 타 보는 분들이면 쫌 당황스러울 꺼 같긴 하더라 / 뭐 나도 처음 탔을 때 되게 당황스러웠어. 이게 무슨 냄새지 싶어서 약간 / 쫌 찌든내가 난다고 해야 되나? /
	
P0 	:맞아. 처음에 / 어렸을 때 일 호선을 탔을 때는 그런 냄새가 났는지 잘 모르겠는데. /
	 그 정도로 심하지 않았던 거 같은데 요즘에 일 호선을 타면 / 그 악취가 너무 심하더라고. /
	 그래서 / 일 호선 탈 일 호선을 타지 않고 / 약속 장소에 갈 수 있다면 나는 웬만하면 / 다른 호선을 이용해서 쪼금 더 멀더라도 / 다른 호선을 이용해서 가는 편이야. /
	
P1 	:아 그러고 보니까 육 호선을 내가 자주 이용했었는데. /
	 육 호선에서 노숙자 한 분이 탄 적이 있어. 근데 / 냄새가 진짜 심하더라고 / 그래서 막 어린애 한 명은 막 코 막고 울고 있고 이런 수준이였어. /
	 나는 결국에 그 냄새 못 버티고서 옆 칸으로 옮겨갔고 / 근데 그거에 쫌 약화된 버전이 일 호선에서 나는 거 같기는 해. /
	
P0 	:바로 /(note : 발화겹침) 토를 하고 난 냄새보다 쪼끔 약한 냄새. /
	
P1 	:응 맞아. /
	
P0 	:나는 예전에 / 육 호선을 타 본 적이 있는데. /
	 육 호선이 생각보다 되게 깨끗하더라구. /
	 사람도 쩍고 / 그때가 여덟 시 삼십 분이면 러시아워 일 텐데. /
	 그때 이제 학교 가는 방향으로 타고 있었는데. 사람이 적어서 / 꽤 신기했어. /
	(note : 발화겹침) ((그래서)) /
	
P1 	:아 근데 그 / 육 호선이 / 맨 끝 자리는 엄청 사람이 분비거든. 근데 / 가운데 부분은 약간 / 쫌 트인 편이라고 해야 되나? /
	 그래서 사람이 적어. 어떻게 알게 됐냐면은 / 지하철이 플랫폼에서 막 이제 들어 오고 있는 거야. /
	 근데 회사 가야 되는데. 난 늦으면 안 되니까 막 뛰어서 / 끝에 칸에 어 타게 됐어. 평소에는 가운데 칸을 이용하는 편인데. /
	 근데 거기가 정말 사람이 득실득실 하더라고. /
	
P0 	:내가 탔던 칸도 /(note : 발화겹침) 가운데 칸이라서 사람이 쩍은편이 어떤 거 같아. /
	
P1 	:어 그래서 평소에는 이제 여유 있게 나와서 / 플랫폼 가운데에 서서 들어가는데. /
	 그땐 늦어 가지고 어쩔 수 없이 / 그 꼬리칸에 탔는데. 정말 / 그쪽은 내릴 때도 힘들었어. /
	
P0 	:생각해보니 나도 회사 다닐 때 육 호선을 타고 / 출퇴근을 한 적이 있었는데. /
	 그때도 양쪽 끝 카네는 사람이 망코 / 그 가운데 칸에 있는 사람이 적었던 거 같아. /
	(note : 발화겹침) 그래서 내가 주로 사 사 번 오 번 칸을 이용했던 거 같아. /
	
P1 	:어 나도 사 번 오 번 칸에 그 / 나 같은 경우는 / 안암역에서 내리거든. 거기 바로 앞에 계단이 있어서 / 그쪽에를 이용하면 편해. /
	 근데 그때 늦어 가지고 어쩔 수 없이 꼬리칸을 산 건데. /
	 어. /
	(note : 발화겹침) 웬만하면 꼬리칸을 추천하지 않아. /
	
P0 	:그렇구나. /
	(note : 발화겹침) 혹시 팔 호선 타 본 적 있어? /
	
P1 	:어 팔 호선 / 팔 호선? /
	 그 /(note : 발화겹침) 자주색 라인 말하는 거지? /
	
P0 	:맞아. /
	
P1 	:그거 딱 한 번 타 본 적 있어. 복정역인가 어디 갈 때. /
	
P0 	:나는 모란역인가? /
	 거기 갈 때 한 번 타 본 적이 있는 거 같은데. /
	 친구들이랑 스튜디오에서 같이 / 우정 사진 찍으려고 간 적이 있었거든. /
	 그때 처음 팔 호선을 타 봤는데. /
	 어 여기도 공항철도처럼 되게 깨끗하더라구. /
	 근데 나는 / 우리가 낮에 탔기 때문에 사 이용객이 없어 가지고 / 아 이런 데에도 지하철이 생기는구나라고 생각을 했는데. /
	 근데 사진을 다 찍고 돌아오는 시간이 다섯 시쯤 됐어. /
	 그때 되니까 미어터지는 거야. 지하철이 / 그래서 아 생길 만한 이유가 있었구나 {laughing} 하고 알게 됐지. /
	
P1 	:그 모란 쪽이면 모란시장 그쪽 말하는 거지? /
	
P0 	:응 그런 거 같아. /
	
P1 	:나는 복정역 그때 딱 한번 가 봐 가지고 / 약간 그때 정신없게 갔던 거 같아. 나 같은 경우는 약간 / 뭐 / 급한 일이 생겨 가지고 갔었던 거 같은데. /
	 무슨 일인지 잘 기억 지금 안 나거든 근데 / 그 호선 딱 한 번 타 봐 가지고 뭐 이렇다 저렇다 할 말이 없네. /
	
P0 	:그렇구나. /
	 혹시 칠 호선은 타 본 적 있어? /
	
P1 	:그것도 몇 번 한 두세 번 정도 타 본 거 같아. 나는 /
	
P0 	:그렇구나. 나중에 우리 동네에서 만날 때 /(note : 발화겹침) 그때 타고 오면 되겠다. /
	
P1 	:어 맞아. &name2& 네도 칠 호선 끝자락에 있다며? /
	
P0 	:맞아. 근데 / 혜 / &name2& 네 갈 때는 육 호선 타고 쭉 가도 편하 / 나름 편하게 가깝게 갈 수 있는데. 우리 집에 올 때에는 / 쫌 많이 환 / 많은 시간이 걸릴 거야. /
	
P1 	:광명시라고 했찌? /
	
P0 	:응. /
	
P1 	:그러면은 다음에 보도록 하자. /
	
P0 	:그래. /
