# FILE DATA
ID : SDRW2100003795
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 4인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220113
topic : 원자력 발전소의 존폐 > 반대 : 위험부담이 더 크기 때문에 반대함.

# SPEAKER_INFO
id : SD2101181
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 대전
education : 대졸

id : SD2101182
age : 20대
occupation : 기타
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 대전
education : 대졸

id : SD2101183
age : 20대
occupation : 기타
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 대전
education : 대졸

id : SD2101184
age : 20대
occupation : 기타
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 대전
education : 대졸

# SETTING
relation  :  친구


P0 	:원자력 발전소가 / 있어야 하는 이유는 / 에너지 / 에 큰 도움을 주고 / 이산화탄소를 배출하지 않는다. /
P3 	:원자력은 -반- 방사능 /(note : 발화겹침) 물질을 배출하는 등 친환경에 청정 에너지와는 거리가 멉니다. /
	(note : 발화겹침) 원자력이 청정 에너지라는 주장은 /(note : 발화겹침) 에너지 발전 과정만을 단순 비교한 오해입니다. /
	(note : 발화겹침) 우라 우라늄을 채굴하구 발전소를 건설하구 운영하는 데 막대한 양의 화석 연료가 쓰입니다. /
	(note : 발화겹침) 폐기물 처리 과정 등에도 화석 연료를 사용하구요. /
	(note : 발화겹침) 더구나 원자력은 다른 에너지원과는 큰 차이가 있습니다. /
	(note : 발화겹침) 생물 자원 -푼- 풍력 /(note : 발화겹침) 화석 연료 등은 모두 태양 에너지로부터 변형된 것이지만 /(note : 발화겹침) 책 /(note : 발화겹침) 핵 에너지는 /(note : 발화겹침) 물질 차체의 내부 구조를 변형해 에너지를 생산합니다. /
	(note : 발화겹침) 핵 에너지를 사용한다는 것은 지구 에너지의 총량을 인위적으로 증가시킨다는 것을 의미합니다. /
	(note : 발화겹침) 그 결과 /(note : 발화겹침) 지구에 온도 평형이 파괴되고 이로 인해 기후 변화가 일어나는 등 /(note : 발화겹침) 예측하기 힘든 심각한 파괴 /(note : 발화겹침) 환경 파괴를 불러올 것입니다. /
	(note : 발화겹침) 게다라 게다가 원자력은 대량의 방사능과 핵 폐기물을 유발합니다. /
	(note : 발화겹침) 원자력은 결코 청정 에너지가 아닙니다. /
	
P0 	:{clearing} /(note : 발화겹침) 원자력 발전이 /(note : 발화겹침) 우리나라에 /(note : 발화겹침) 아니지 /(note : 발화겹침) 원자력 발전에 장점은 /(note : 발화겹침) 핵분열을 이용해 전기를 생산하는 방식으로 석가탄류 /(note : 발화겹침) ((컵)) /(note : 발화겹침) 화력 방식에 비해 엄청난 에너지를 얻을 수 있어요. /
	(note : 발화겹침) 그리고 그래서 국민에게 /(note : 발화겹침) 더 싼 전기를 공급할 공급할 수 있습니다. /
	(note : 발화겹침) 만약에 /(note : 발화겹침) 없애다고 하면 신재생 에너지가 필요할 텐데 /
	
P2 	:(()) /
	
P3 	:(()) /
	
P1 	:(()) /
	
P0 	:우리나라는 /(note : 발화겹침) 신재생 에너지를 생산하기엔 매우 좋지 않은 환경을 가지고 있어요. /
	(note : 발화겹침) 그리고 /(note : 발화겹침) 여름 /(note : 발화겹침) 때가 되면 전력을 아예 공급 못 /
	
P3 	:(()) /
	
P1 	:(()) /
	
P0 	:공급하지 못하는 지역이 무조건 생길 수두 있기 때문에 /(note : 발화겹침) 원자력 발전소가 /(note : 발화겹침) 있어야 된다고 생각합니다. /
	(note : 발화겹침) 그리고 만약에 폐기를 하면 여름에 생기는 전력 수요를 따라갈 수가 없어요. /
	
P2 	:(()) /
	
P3 	:(()) /
	
P1 	:그리고 제가 원자력 발전소를 가장 반대하는 이유는 /(note : 발화겹침) 저번 동일본 지진 때문에 /(note : 발화겹침) 후쿠시마에 /(note : 발화겹침) 원자력 발전소에 노출이 생긴 건데요. /
	(note : 발화겹침) 그때 /(note : 발화겹침) 이후루 기형아 탄생률과 /(note : 발화겹침) 기형아 발생률과 /(note : 발화겹침) 암 발생률이 매우 높아졌다고 들었습니다. /
	(note : 발화겹침) 그리고 /(note : 발화겹침) 그때 이후루 사고를 제대로 수습하지 못해 매우 /(note : 발화겹침) 세계에 전체적으로 /(note : 발화겹침) 많은 피해가 나타났다고 들었는데요. /
	(note : 발화겹침) 여러 /(note : 발화겹침) 태평양과 같은 /(note : 발화겹침) 바다에서 /(note : 발화겹침) 기형 생물들이 탄생하고 있다고 /(note : 발화겹침) 많이 보고가 되었습니다. /
	
P2 	:전 세계적으로 환경 오염이 심각한데 /
	
P1 	:(()) /(note : 발화겹침) (()) /
	
P2 	:뭐 토양 오염 해양 오염 등 /
	
P1 	:(()) /
	
P2 	:이런 심각한 위기에 처해 있습니다. /
	(note : 발화겹침) 지구 온도가 올라가는 /(note : 발화겹침) 온실 효과 문제 /(note : 발화겹침) 때문인데 /(note : 발화겹침) 어 이는 이산화탄소 등에 각종 오염 가스를 다량으로 배출하는 /(note : 발화겹침) 화석 연료에 과다 사용이 /(note : 발화겹침) 주원인입니다. /
	(note : 발화겹침) 이에 따라 국제적으로 기후 변화 협약을 체결하여 온실 /(note : 발화겹침) 온실가스 감축에 대한 ((의회화를)) 서두르고 있습니다. /
	(note : 발화겹침) 우리나라 /(note : 발화겹침) 우리나라 경우 소비 에너지 중 /(note : 발화겹침) 화석 연료에 비중이 팔십오 프로 정도로 높아 이산화탄소 증가율이 세계 일 위로 문제가 심각합니다. /
	(note : 발화겹침) 특히 발전소에서 사용하는 화석 연료로 /(note : 발화겹침) 국내 온실가스의 이십사 프로가 배출되고 있습니다. /
	(note : 발화겹침) 발전 원료로 /(note : 발화겹침) 온실가스 배출량을 비교할 때 원자력 발 /(note : 발화겹침) 전이 가장 적은 것으로 밝혀졌습니다. /
	(note : 발화겹침) 현재 실용 에너지 중 원자력 발전이 가장 청정 에너지에 가깝습니다. /
	(note : 발화겹침) 앞으로 온실꺼까스 감축을 /(note : 발화겹침) 앞두고 그 효율성에 대해서는 /(note : 발화겹침) 더 높아질 것으로 보입니다. /
	
P3 	:원전은 대기를 오염시키고 몇 세대에 걸쳐도 사라지지 않는 방사능을 방출하는 치명적인 시한폭탄입니다. /
	(note : 발화겹침) 방사능의 위험은 우라늄 채강에서부터 격 정제 발전 /(note : 발화겹침) 폐기물에 이르기까지 모든 과정에 상존해요. /
	(note : 발화겹침) 인공 -방- 방사능은 일단 사람의 몸 안에 흡수되면 배출되지 않고 /(note : 발화겹침) 신체 조직과 밀착되어 치명적인 결과를 낳습니다. /
	(note : 발화겹침) 방사선에 의해 변형된 세포는 암이나 유전 장애를 일으키지만 /(note : 발화겹침) 이런 증상이 확인되기까지 오랜 시간이 걸려 /(note : 발화겹침) 직접적인 인과 관계를 밝히기 어렵습니다. /
	(note : 발화겹침) 바로 이 점 때문에 원자력 발전에 응 의한 방사능 피해가 거의 없다는 주장이 나오는 것입니다. /
	(note : 발화겹침) 방사성 폐기물 문제는 현세대에 독극물 쓰레기를 미래 세대에게 떠넘기는 행위와 다름없습니다. /
	(note : 발화겹침) 더구나 후쿠시마 원전 사고는 뛰어난 기술과 최상에 안전 기준이 존재해도 재앙을 /(note : 발화겹침) 불러올 수 있음을 명백히 보여 주고 있습니다. /
	(note : 발화겹침) 이러한 위험에도 불구하고 경제적 논리로 원전 발전을 계속하는 것을 위험천만한 일입니다. /
	
P0 	:원자력을 /(note : 발화겹침) {clearing} /
	
P2 	:(()) /
	
P3 	:(()) /
	
P1 	:(()) /
	
P0 	:원자력을 대체할 에너지는 많지만 /(note : 발화겹침) 이십사 시간 운영되는 발전소를 /(note : 발화겹침) 운영하기 어렵다고 생각합니다. /
	 그리고 / 국토 면적이 넓지 않은 우리나라는 / {clearing} / 원자력 발전 / 을 추진해야 되는 이유로 / 이유가 뭐냐면 / 태양열에 비해서 백오십 배 부지 절감 / 풍열 대비 오십 배 절감 / 여튼 차이가 많이 나니까 / 저는 원자력 발전소가 폐지되면 안 된다고 생각합니다. /
	
P1 	:그리고 / 원자력 발전소가 터진 이후로 / 후쿠시마 아이들에 갑상선암 발병률이 급증하겠다고 / 급증했다고 들었습니다. /
	 쩌번에 / 후쿠시마 갑상선암 확진 아동이 오십 명이 되었다고 / 하는데 / 십 대 평균 발병률 / 웃돌 웃돈다고 하지만 저는 / -그- 그게 원자력 발전소에 영향이 있다고 생각합니다. /
	 왜냐하면 / 과거 체르노빌 사건 후에도 -사- 사고 사 년 후에 발병률이 상승해 / 상승했었다고 하는데 / 아이들이 암에 걸리는 것이 / 물론 / 있을 수 있는 일이지만 / 그래도 /
	
P2 	:타 발전원과 비교하면 원자력 발전에 장점으로는 정량적으로 가장 확실하게 확인할 수 있는 / 비교 인지가 전기 값에 가격 경직성인데요. /
	 이천십오 년 원자력 발전 원가는 /
	
P1 	:(()) /
	
P2 	:오십오만 칼로와트로 두 번 / 킬로당 오십오만 두 번 /
	
P1 	:(()) /
	
P2 	:킬로와트로 / 두 번째 원가가 / 싼 유연탄에 팔십삼 프로 수준이며 / 가장 비싼 태양광에 이십삼 프로 수준입니다. /
	 이는 원자력 발전 운영에서 / 연료 비중이 / 십 프로 이내이며 / 우라늄 가격이 가격도 매우 낮은 수준으로 안정 / 되어 있기 때문입니다. /
	 원자력에 / 원자력 발전에 사회적인 외부 비용은 / 최소 약 /(note : 발화겹침) 킬로와트당 육 원에서 최대 /
	
P1 	:(()) /
	
P2 	:킬로와트당 이십팔 원으로 추정됩니다. /
	 ((많은)) 원자력 발전소 운전은 / 고장 등을 제외하고는 외부 요소에 의한 / 영향 영향을 전혀 받고 있지 않고 / 전기를 안정적으로 공급할 수 있으므로 /
	
P3 	:(()) /
	
P2 	:경제성 확보에서 매우 우수하다고 볼 수 있습니다. /
	 고장 등으로 인한 우리나라에 원전 원자력 발전소에 / 불시 정지 횟수는 평균 영쩜삼 회루 / 세계에서 가장 낮습니다. /
	
P3 	:원전에 발전 원가를 종합적으로 따져 보면 결코 경제적이지 않습니다. /
	
P2 	:(()) /
	
P3 	:원전이 경제적인 에너지라고 하는 것은 / 우라늄 가격만 고려한 허상입니다. /
	 원자력 발전은 다른 발전에 비해 초기 비 투자 비용이 어마어마합니다. /
	 원자력 발전 원가에는 연료비나 운영비뿐 아니라 / 원자 / 이렇게 / 토론을 해 보니 원자력은 -절- 절대 만들어지면 / 안 될 거 같습니다. /
