# FILE DATA
ID : SDRW2100001284
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220109
topic : 공공 공간의 CCTV 설치 > 찬성 : 범죄예방 및 증거물, 아동학대 예방

# SPEAKER_INFO
id : SD2103657
age : 30대
occupation : 무직/취업준비생
sex : 남성
birthplace : 광주
principal_residence : 광주
current_residence : 광주
education : 대졸

id : SD2103658
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 광주
education : 대졸

# SETTING
relation  :  연인


P0 	:공공고관에 씨씨티비 설치 관련해서 한번 / 얘기를 해 봅시다. /
	 그 / 굳이 몰라도 될 만한 건데 굳이 알아서 그거 / 그거 할 거 아냐 예를 들어서 전에 성형외과에 있을 때 / 그 성형외과 하는데 / 어 / 누워 있는데 어 이 사람 뭐 / 어디 어디가 이상하게 생겼다 뭐 그 성형할 부위가 와 진짜 이러 이상하게 생겼다. /
	 근데 / 지나다니다 보면 진짜 / 누구든지 근데 욕은 해. /
	 근데 그거를 / 듣지 않으면 솔직히 / 아무 일이 없는데 / 어 요새 세상에는 내가 생각했을 때는 진짜 너무 / 듣지 말아야 할 것도 너무 많이 듣는다고 생각해. /
	 그래서 / 어 / 정말 이런 것까지 알아야 될까 / 진짜 이런 거까지 꼭 들어야 될까 하는 게 너무 많으니까 / 굳이 듣지 않아도 될 만한 것 / 굳이 보지 않아도 될 만한 것까지는 봐야 된 / 봐야 / 보게 된다고 생각하니까 / 나는 쫌 / 반대한다고 생각해. /
	
P1 	:맞아 근데 /
	
P0 	:음 쫌 더 /
	
P1 	:그런데 -옛- 옛날에는 이제 씨씨티비가 없던 시대에 살았던 사람들은 / 억울하게 개죽음당하는 경우도 있었잖아. /
	 그래서 / 실종되거나 / 응 / 진짜 억울한 죽음을 당한 사람들이 많아서 / 나는 / -돌- 돌아가라고 한다고 해도 나는 그런 시대에서 살고 싶진 않거든. /
	 안전이 좀 확보된 / 세상에서 살고 싶긴 해. /
	 그래서 / 어 아무래도 진짜 / 그렇게 불법으로 / 뭐 공중 화장실을 / 어 촬영하는 사람들도 있구 / 인제 그거를 또 범죄화해서 그걸 그렇게 해서 돈을 버는 사람들도 있긴 한데 / 어 근데 그거를 / 인제 / 감시 카메라루 그렇게 / 검사하는 또 작업이 있다고 하더라구. /
	 공중 화장실을 감시할 수 있는 / 그게 있 그게 있대 그래서 / 그런 부분만 잘 보안을 한다면 / 나는 씨씨티비는 / 꼭 공공시설이라던가 / 뭐 병원이라던가 어린이집 / 우리가 생각하는 취약 / 계층 있잖아. /
	 임산부 / 노인 / 어린이 / 그까 진짜 / 쫌 약한 그런 사람들은 / 뭔가 / 보호받을 수 있는 정말 최소한에 그 / 증거물은 남겨 놔야 한다고 생각하거든. /
	
P0 	:근데 / 어 / 씨씨티비 설치로 / 뭔가 효과를 얻는다는 거는 근데 / 보면 / 나는 / 그깐 분명히 효과는 얻을 수 있을 거야 효과는 / 예를 들어 그냥 나도 / 학교에 있을 때 / 애들이 / 진짜 / 뭐 / 교실에 놔두면은 교실에 놔두면 진짜 / 누구 때려 버린다거나 아니면 누구 / 그 물건을 가져간다거나 / 아니면 / 뭔가 / 그거에 대해서 뭐 / 뭐 다른 뭐 학교 폭력이나 막 그런 거에 대해서 그거 한다든가 그래서 / 씨씨티비를 설치하고 싶다 아 진짜 씨씨티비만 있으면은 그거 할 수 있다 그르케 생각하는데 / 근데 만약에 / 거기에다가 교실에다가 만약에 씨씨티비를 설치한다든가 그렇게 놔두면 / 분명히 자유롭진 않을 거야. /
	 옷은 교실에서 있는데 옷은 어트게 벗을 거며 / 체육복은 어트게 갈아입고 / 만약에 / 정말 / 어 / 너무 변이 급하다가 만약에 / 뭐 실수를 저질러 버렸어. /
	 그러면 그거를 만약에 했는데 씨씨티비에 그 기록이 남게 돼. /
	 그러면 아 정말 내 수치스러운 기록인데 / 그거를 인제 / 어 / 다른 사람한테 인제 뭐 보이거나 아니면 그게 기록이 남아 버리거나 그러면 / 그것도 따지고 보면 / 어 사생활 침해니까 / 나는 /(note : 발화겹침) 어 그런 거에 대해서두 쪼꼼 더 조심을 해야 된다고 생각해. /
	
P1 	:응 응 /
	
P0 	:그래서 /(note : 발화겹침) 어 여러 가지 방면으로는 그런 거는 / 정말 정말 만약에 설치를 한다면 / 어 / 되게 깊이 생각하고 / 아니면 / 그래야 된다고 생각하는데 그리고 웬만하면 안 하는 게 좋을 거 같애. /
	 그리고 그 사람을 아예 -못- 못 믿는 거라고 생각하니까 / 어 신뢰랑 신뢰를 통해서 나는 이루어진다고 생각하니까 그 점은 / 어 쫌 더 / 생각을 해 봐야 된다고 생각해. /
	
P1 	:그런데 / 인제 초등학교부터 / 고등학교까지 고등학교 대학교까지는 / 본인이 사리 분별도 가능하고 / 의사 표현도 인제 뚜렷한 나이잖아. /
	 근데 칠 세 이하까지는 / 아직 / 본인이 / 본인을 지킬 수는 없다고 생각하거든. /
	 그리고 인제 / 엄마들은 믿고 뭐 유치원 어린이집 / 뭐 다 -맡- 맡긴다고 하지만 / 난 그렇게 / 우리 뉴스 보면은 / 음 / 엄마 뭘 엄마 없는 사이에 / 뭐 / 아이를 꺼꾸로 들어서 뭐 아이를 / 뭐 운다고 하니까 / 그렇게 학대하는 경우도 있었구 / 막 분유를 정말 안 준 경우도 있었고 / 그런 불미스러운 일이 많았잖아. /
	 근데 그런 일이 안 생기게 할려면 / 어 진짜 어쩌면 인간인지라 / 그런 최소한에 대비책은 난 마련해야 된다고 생각하거든. /
	 근데 초등학교부터는 / 수업하는 곳은 뭐 체육복을 갈아입는다거나 그런 공간은 / 씨씨티비를 안 달더라도 / 뭐 범죄 만약에 범죄가 만약에 일어난다고 -하- 하면 / 뭐 동선을 알 수 있는 / 뭐 / 학교 입구라던가 / 뭐 화장실 앞에라던가 / 뭐 매점 동 뭐 그런 동선 정도는 확보를 해 놔야 / 나중에 / 그 / 예전에 뭐 그 조두순 나영이 사건도 있었잖아. /
	 그 사람도 / 바루 / 거기 공공시설 있는 뭐 교회 안에서 뭐 그랬다고 하잖아. /
	 그러니깐 / 인제 나중에 그 범죄를 입증할려면 나는 씨씨티비는 있어야 한다고 생각해. /
	
P0 	:나는 씨씨티비보다는 쫌 더 / 어 다른 체계가 쫌 더 필요하다고 생각해 왜냐면 / 어 / 아니면 녹음도 녹음 기능도 있으니까 / 뭐 대화를 하거나 아니면은 기타 뭐 여러 가지 방면으로도 그러는데 / 씨씨티비를 해 놓다면 / 어 제약점이 많을 것 같애. /
	 지금 하는 얘기나 지금 자기가 하는 얘기나 뭐 그런 거는 / 대체로 / 진상이 없을 때라는 얘기잖아. /
	 그니까 이거 부모 부모에 안정감과 그런 / 근데 정말 별것 / 진짜 지나가다가 / 어 / 그런 경우가 많이 있어 그냥 별거 아닌 얘긴데 / 어 / 지나가다가 / 너 어 오늘 머리 했네 / 그랬는데 / 집에 가서는 / 뭐야 / 어 엄마 선생님이 나 머리 지적했어. /
	 그러면은 인제 뭐 / 그럼 인제 엄마가 / 뭐 전화 와서 왜 우리 아들 뭐 지금 뭐 / 지금 학생 인권이 어쩌고저쩌고 뭐 하면서 인제 머리가 / 머리가 그 정도까지만 / 뭐 했는데 그거 그거 한 거 아니냐고 막 지적한 거 아니냐고 그래서 교육청에 전화하고 / 뭐 그런 경우도 정말 있어 그니까 / 정말 딴지 하나 걸고 넘어질려면 진짜 티끌 하나 / 갖고 넘어질 수 있단 말이야 그래서 / 정 / 보지 않아도 될 만한 거는 굳이 그렇게까지 봐야 되나 / 싶기도 해. /
	 그리고 / 제도적으로 일단 마련돼 있으니까 아니면은 / 뭐 / 학교에 청영 청원경찰이 있어서 만약에 그런 불미스러운 일이 있으면 / 그 경찰한테 가서 신고를 한다던가 / 그런 방면으로 나는 했으면 좋겠거든. /
	 그래서 / 굳이 씨씨티비를 설치해야 되나라는 생각이 들기도 해. /
	
P1 	:그래 / 근데 / 그 음성 녹음이라는 게 / 본인이 / 그 갑작스러운 상황에서 / 대비를 할 수 있다면 좋은데 / 사람이 / 어 위험한 상황이라고 / -그- 그렇게 감지를 못 할 수도 있고 / 그거를 본인이 개인적으로 구비를 해 놓지 않는다면 / 그러면 나는 / 갑자기 정말 / 그런 무고 무고한 죽음을 당할 수도 있고 / 죽음을 당하더라도 / 그거를 밝혀 낼 수 없다면 나는 나라면 -너- 너무 억울할 것 같거든. /
	 그래서 / 쪼끔 / 어 / 사생활 침해나 뭐 인제 그런 교육의 현장에서 / 학생들이 / 생활하는 모든 거를 막 찍고 그렇게까진 할 수 없지만 최소한에 대비책은 쫌 / 해 놔야 / 우리가 진짜 안전하게 살 수 있을 것 같거든. /
	 그래서 뭐 예를 들면 /
	
P0 	:{clearing} /
	
P1 	:최근에 / 뭐 / 강남 어디 성형외과에서 / 간호조무사가 / 뭐 수술대를 잡고 수술을 한다거나 / 그런 / 사례들이 엄청 많았잖아 근데 그 충격적인 건 그 조무사가 / 수십 년 동안 그렇게 해서 수술 / 뭐 메쓰를 잡구 뭐 그렇게 돈을 벌었다고 하더라고. /
	 그래서 / 만약에 그게 / 나 나라고 생각하면 너무 끔찍하잖아. /
	 응 그래서 나는 / 긍까 / 어 / 인제 우리 국 그런 / 우리 국민들이 / 인제 보장받고 싶은 뭐 정말 진짜 뭐 목욕탕이나 화장실이나 그 / 뭐 진짜 이제 다 / 의사 소통이 가능한 그런 학교 안에서 씨씨티비를 설치한다는 거는 / 절대 불가능한 일이지만 / 이제 다른 정말 인제 보호가 필요한 연령층에는 / 씨씨티비를 씨씨티비를 설치해야 된다고 나는 생각해. /
	 환자두 몸이 지금 / 유약한 상탠데 / 누가 그거를 / 응 증거는 확보를 해 놔야 될 거 같거든. /
	
P0 	:그러면 수술실하구 어린이집 같은 경우에는 인제 / 어 설치하는 쪽으로 /(note : 발화겹침) 가자는 얘기야? /
	
P1 	:응 /
	
P0 	:응 /
	
P1 	:응 /
	
P0 	:그러면 / 아무리 근데 나도 / 어 / 생각을 해 보니까 / 뭐 / 수술실은 아무래도 사람들이 없기도 하고 그 보호자도 못 들어오기도 하고 아예 밀폐된 공간이고 / 그 안에서 / 할 수 있는 게 제한적이고 그러니까 / 그런 곳에서는 / 어 씨씨티비가 필요할 것 같기도 해 그리고 / 어린이집 같은 경우두 / 아무래도 최약자잖아. /
	 그래서 / 쪼끔 더 / 응 / 씨씨티비나 그런 게 좀 잘 돼 있고 / 그런 편이 부모 입장에서도 마음이 놓일 거니까 / 아무래도 그게 더 좋을 거 같긴 해. /
	 음 뭐 / 모든 생활에 씨씨티비가 그거 한 건 아니더라도 / 어쨌든 이렇게 취약 계층이 있는 쪽에서는 / 씨씨티비가 있는 게 좋을 거라고 생각하니까 / 나도 / 그렇게 생각해요. /
