# FILE DATA
ID : SDRW2100002815
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220226
topic : 취직 > 재취업준비, 창업

# SPEAKER_INFO
id : SD2102254
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
education : 대졸

id : SD2102255
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 대구
education : 고졸

# SETTING
relation  :  연인


P0 	:자기는 취직 어디에 할 거야? /
P1 	:배민 앱 개발자 쪽으로 / 취업했다 하더라고 / 나도 정확하게는 못 들었는데 어 자기 얘기를 잠깐 했었을 때 / 주변에 어 배민 취업한 친구 있다 / 나중에 도움이 될 수 있으면 도와주겠다 이렇게 얘기했었거든 /
	
P0 	:음 그분은 전공이 컴퓨터 공학이었어? /
	
P1 	:어 그건 아닌데 / 이게 / 워킹홀리데이로 / 아일랜드 갔을 때 같이 지냈던 사람이라 하더라고 / 전공은 그쪽은 아니었던 거 같애 /
	
P0 	:근데 굳이 꼭 전공이 -컴- 컴퓨터 쪽이 아니라도 되는 거 같애 /
	
P1 	:어 그런 거 같애 일단 / 요즘 아이티 쪽으로 많이 / 개발하고 코딩도 많이 쓰고 있으니까 / 자기는 / 미래지향적 / 음 / 준비를 하고 있는 것 같애 /
	
P0 	:내 주변에 / 어 친구 중에 남편분이 / 그 개발자는 아니고 엔지니어 쪽으로 하거든 비슷한 라인이라고 보면 되는데 / 그 분도 / 어 이번에 원래 이제 취직했다가 이직을 했는데 또 이제 엔지니어로 했거든 / 근데 그 주변에 / 그 비전공자였는데 같이 이렇게 입사한 사람들이 많이 있단 말이야 / 근데 들어 보니까 되게 연봉도 괜찮은 거 같더라고 / 초봉인데도 막 사백씩 주고 그런다고 해서 / 어 그 사람 비전공자였던 사람이 / 일어일문 어학과 였다고 하더라고 그래서 / 전공 자체는 중요하지 않은 거 같고 코딩 테스트라든지 그런 것들을 잘 준비하면 되지 않을까 / 이런 생각을 하고 있어 /
	
P1 	:맞아 지금 내가 지금 온라인 쇼핑몰에서 일하고 있는데 팀장님이 / 코딩 이거 배워 놓으면 진짜 / 코딩 / 포폴이나 이런 걸 많이 준비해 놓으면 이직할 때 되게 도움 되고 / 어 이게 / 아무래도 / 경력이 중요하니깐 / 음~ 여기저기 / 어 중소기업에서 한번 경력 쌓는 것도 되게 좋다고 생각하거든 / 해서 / 지금 공부하고 있지만 / 중소기업 / 일단 취직해서 경력 쌓는 게 좋은 거 같애 /
	
P0 	:이번에 최근에도 네이버에서 공고 떴던데 / 경력직 모집하는데 일일 이상 경력직 모집이라고 해서 / 굉장히 짧게 한 경력이라도 / 경력으로 쳐 주는 거 같더라고 / 그래서 나도 / 당장은 어려울 수도 있으니까 일단 준비 한 다음에 중소기업이라도 / 어 /(note : 발화겹침) 준비를 할까 싶긴 해 /
	
P1 	:응 나도 이번에 친구랑 / 통화하다가 친구가 지금 공기업 준비하고 있는데 / 공기업에서도 뭐 약 삼대 자격증이란 거 있거든 전기랑 일반 기계랑 화학 / 쪽 있는데 내가 지금 전기 자격증 준비한다고 하니까 / 전기 자격증 / 따놓고 공기업도 고졸 전용이 있어 가지고 쓸 수 있다 하더라고 / 그래서 전기산업기사 따면 / 이제 따른 자격증도 준비해 가면서 / 여러가지 / 플랜 비를 좀 준비해 볼까 해 /
	
P0 	:응 근데 자기가 전기기사 자격을 얻기 위해서 전에 위험물 / 관리기사인가 그거 뭐였지? /
	
P1 	:위험물 산업기사인데 그것도 / 약간 / 경력직으로 해서 땄거든 경력이 아니고 / 전에 섬유 일할 때 / 관련 직종에서 이 년 동안 일하면 자격증 칠 수 있는 조건이 되거든 / 그 경력직을 살려서 그냥 한번 따놨지 / 그것 때문에 이번에 전기산업기사도 칠 수 있었고 /
	
P0 	:근데 어떻게 섬유 쪽에서 일하는데 위험물 관리기사를 딸 수 있었던 거야? /
	
P1 	:섬유 염색이 하다 보니까 염색 쪽이 약간 위험물도 들어가고 하니까 / 그런 관력 직종에 / 쪼금만 포함되면 칠 수 있는 자격 요건이 돼 /
	
P0 	:근데 / 그 / 취직할 때 납쪽에서는 / 부트 캠프 같은 거 많이 하더라고 그래서 그런 게 / 한 뭐 사 개월 육 개월 하는데 / 몇천씩도 한단 말이야 비싼 거는 / 근데 이게 막 / 스파르타 코딩 이런 데는 / 열시 열시였나? /
	 그래서 그때 동안 다 코딩을 돌리는 거야 / 그리고 코드스테이츠는 여 아홉시부터 여섯시인가 해서 코딩을 돌리고 / 뭔가 서로 과제를 주고받고 그런 식으로 진행을 하던데 / 그게 되게 / 밀착하게 해서 이렇게 하는 거 같애서 / 체계적이고 난 좋은 것 같애 / 비싸긴 하지만 나도 쪼끔 준비해 볼까 싶긴 하거든 /
	
P1 	:응 / 자기 그럼 이번에 블로그에도 쓰고 있잖아 / 블로그 지금 쓰고 있는 거랑 / 나중에 자기 이력서 쓸 때 약간 / 어 경험으로 해야 되나? /
	 그게 약간 블로그 썼던 게 도움이 되려나? /
	
P0 	:블로그도 괜찮고 원래 우리 쪽에는 / 깃허브라는 게 있거든 그래서 약간 코드 같은 거를 이케 올리는 블로그 형 블로그는 아닌데 약간 / 뭐 코드를 이렇게 올리는 게 있거든 그래서 하루 올리면은 그게 이제 초록색으로 변하나 봐 나도 아직 깃허브에 대해선 잘 모르는데 / 그거를 이제 잔디를 심는다고 해 / 그래서 / 그 사람이 커밋이라고 하나 나도 잘 몰라서 그 / 아무튼 / 하루 매일매일 그 / 코딩을 하면 매일매일 그 코딩해서 그 깃허브에 잔디를 심으면은 이게 막 초록색으로 변해 있을 거 아니야 / 그걸 보고 되게 아 이 사람은 정말 코딩을 좋아하고 / 코딩에 애정을 가지고 뭐 / 열심히 하는 사람이구나 이런 가점을 많이 준다고 하더라고 / 그래서 나도 / 이제 깃허브도 공부해서 / 코드 같은 거 올려 볼까 싶긴 하거든 / 그래서 블로그도 그렇고 깃허브도 그렇고 / 본인의 그런 성실성을 보여주는 부분이기 때문에 나는 되게 도움이 된다고 생각해 / 뭐 그거에 목맬 필요는 없지만은 / 어 충분히 플러스 요인이 된다고는 말하더라고 /
	
P1 	:난 되게 최근에 쫌 많이 올렸더라고 그래서 좋아요 많이 눌렀는데 / 음 그게 도움이 된다니 다행히네 / 그 난 이번에 공부하면서 / 어 / 최근에 이력서 쓴 것도 있고 따른 / 전형도 되게 여러 가지 있더라고 / 근데 고민이 쫌 많이 / 되긴 하더라고 약간 / 내가 하고 있는 게 지금 전기이긴 한데 / 약간 따른 직종에 / ((약간)) 일도 많이 알아보게 되고 / 음 / 직업은 / 중요하지만 일단 내 성향과 맞는 게 제일 중요한 거 같아서 / 일단 아직까지 / 자기처럼 확고하게 정해진 게 아니라서 난 여러 가지 중소기업이든 / 내가 갈 수 있는 곳을 최대한 알아보고 / 내가 정말 잘 할 수 있는 일을 / 좀 선택해야 되는 것 같애 /
	
P0 	:맞아 사실 자기 성향을 봤을 때는 사람 만나는 것도 많이 좋아하고 / 음 뭔가 이렇게 / 영업하고 / 뭐 그런 것도 되게 좋은 거 같애 특히 요식업 쪽으로 장사하고 싶었다고 했잖아 / 그게 나는 되게 응원하거든 / 뭔가 그런 게 되게 성향이 잘 맞을 거 같은데 / 아직까지 뭔가 / 뭐 어디를 어떤 / 분야를 할지 정해지지 않았으니까 그 분야에 대해서 쫌 더 깊게 파고 들어서 / 내가 이 확실한 그런 것들로 계속 / 밀고 나갔으면 좋겠어 /
	
P1 	:음 에 나도 장사에 대해서 지금 아직까지 계속 고민하고 있는데 / 지금 코로나 시국 시국이 계속 지속되다 보니까 / 어 아이템적인 부분도 그렇고 / 인건비적인 부분도 그렇고 / 지금 난 생각하고 있는 게 약간 배달 쪽으로 / 하려고 하거든 약간 배달 쪽으로 하면 가게도 크게 안 해야 되고 / 인건비도 줄이고 / 이래서 지금 내가 배달업 쪽이 되게 쫌 많이 뜨더라고 / 나도 자기 때문에 삼겹살을 처음 배달시켜 먹어 봤거든 / 근데 생각보다 삼겹살을 배달 시켜 먹은 사람이 되게 많더라고 / 이런 그런 것도 내가 쫌 관심 있게 생각하고 있고 / 음 일단 / 하나 추가된 거 같애 장사 계획에서 / 삼겹살도 되게 좋은 거 같다는 생각이 들어 /
	
P0 	:나는 삼겹살 배달 종종 시켜 먹긴 하거든 / 그게 집에 나는 냄새가 나는 게 싫어 가지고 / 어 뭔가 이렇게 다 갖춰져서 오잖아 그래서 /(note : 발화겹침) 뭐 그런 쪽으로 해도 난 좋을 것 같애 /
	
P1 	:약간 이게 인식의 차이인 것 같애 나는 / 전혀 삼겹살을 시켜 먹는다고 생각해 본 적이 없거든 / 이게 쫌 바꾸게 되면 약간 / 사업 성향도 바뀔 수 있고 / 약간 / 음 장사의 틀도 쫌 바뀔 거 같애 / 일단 쫌 더 노력해서 시장분석도 하고 / 일단 당장은 내가 안정적인 직업을 가져 놓은 뒤에 / 그 추가적인 부업으로 장사를 생각해 볼까 생각을 해 /
	
P0 	:나 이번에 일하다가 / 뭐 / 교육 같은 걸 하거든 소상공인 대상으로 / 근데 거기서 / 어쩌다 보니까 십 년 전의 친구를 만난 거야 / 그 친구가 같이 빕스에서 알바했던 친군데 / 그 친구가 이번에 / 어 카페를 오픈을 한 거야 그래서 엄마랑 같이 일을 하고 있더라고 / 한 이 주 전인가 그래서 보니까 근데 쪼끔 안타까운 게 / 약간 목이 안 좋아서 그런 건지 모르겠는데 / 쪼금 조용하긴 하더라고 / 그래서 지금 시기에는 쪼끔 / 그렇긴 하지만 거기에 신청사도 나중에 생긴다고 하더라고 / 그래서 나중에 되면은 그래도 쫌 장사도 잘되고 돈도 잘 벌리지 않을까 이런 생각이 좀 들긴 했어 /
	
P1 	:아 지금 장사는 / 지금 시기가 너무 안 좋아서 쪼금 더 버텨야 되고 / 어 일단 / 제일 먼저 / 코로나 종식되어야 이제 / 될 거 같애 /
