# FILE DATA
ID : SDRW2100003547
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211021
topic : 대중교통 > 대중교통 이용하는 이유,해외 기차, 심야열차, 투어버스

# SPEAKER_INFO
id : SD2103523
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대졸

id : SD2103524
age : 50대
occupation : 주부
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대졸

# SETTING
relation  :  친구


P1 	:언니는 어 / 어디 이동할 때 주로 / 뭘 타고 다녀? /
P1 	:아 너무 신기하드라 우리나라에는 그른 게 없는데 / 개인 방이 딱 돼 있어 가지고 한 / 한 세 서너 명 타면 다른 사람이 안 들어오는 거야. /
	 그래서 인제 우리끼리만 /(note : 발화겹침) 딱 타고 가서 여행을 즐기니까 너무 좋드라. /
	
P0 	:으응 /(note : 발화겹침) 으응 그 따른 나라에서 기차를 탄다던지 그랬던 건 참 좋았던 거 같애. /
	
P1 	:그치 / 근데 그거 해리포터에 그 나온다 하드라고 나는 해리포터를 정확하게 그 본 기억이 잘 안 나는데 / 그르케 하니까 그 안에서 전기 코드도 있어. /
	 그래서 전기 포트를 꼽아 가지고 물 끓여서 커피도 타 묵고 컵라면도 먹고 /(note : 발화겹침) 진짜 좋더라 그렇게 하니까 /
	
P0 	:중국에도 그런 거 같은데 /
	
P1 	:중국에는 워낙 땅이 넓으니까 근데 그른 게 있는지는 잘 모르겠는데 /
	
P0 	:있드라고 / 영화 같은 거 보니까 /
	
P1 	:어떠튼데? /
	
P0 	:그니까 그르케 이캐 뭐 두 사람이나 네 사람이나 / 그르케 타고 / 거기다가 뭐 그르케 필요한 거 뭐 그른 것도 먹을 수 있고 뭐 그르케 가 올 수 있는 거 있드라고. /
	
P1 	:아무래도 중국은 / 나라가 크니까 이제 / 국내 이동을 그 나라 안에서 국내 이동을 하드라도 이동하는 자체가 / 시간이 많이 걸릴 거잖아 그르니까 그 /
	
P0 	:며칠씩 해야 되니까 /
	
P1 	:그 보면 뭐지 좌석 같은 경우에도 뭐 / 부드러운 좌석 딱딱한 좌석 종류도 엄청 많고 표를 살 때 그릏드라고. /
	
P0 	:근데 기차 여행도 참 매력적인 거 같아. /
	
P1 	:나는 근데 한 번도 / 어 중국 가서 기차를 안 타 봤거든. /
	 그서 한번 그르케 기차를 타고 그른 여행도 한번 해보고 싶다 하면 좋을 거 같애. /
	
P0 	:(()) / 중국 기차는 안 타고 싶어 나는 {laughing} / {laughing} 중국 / 그냥 따른 따른 나라에서 기차 타고 그랬던 거는 참 좋았던 거 같다. /
	
P1 	:응 근데 뭐 기차는 거의 내가 타 보니까 거의 비슷하드라고 우리나라 거나 외국 거나 /
	
P0 	:응 /
	
P1 	:거의 비슷한데 인제 그 밤에 인제 / 가서 타고 가고 이른 거 그른 건 우리나라에서 잘 해 볼 수 없는 거니까 /
	
P0 	:우리나라에두 강원도에 -뭐- 뭐지 이름은 잘 모르겠는데 그른 기차 많다. /
	 밤에 가서 타구 기차도 되게 예뻐. /
	 응 /
	
P1 	:그래? /
	
P0 	:그까 /
	
P1 	:그름 그거는 여행 관광용이겠네. /
	
P0 	:그르치 -탄- 탄광촌 뭐 이른 덴데 / 지금은 이름은 잘 모르겠는데 / 기차도 가는 코스도 너무 멋지구 되게 좋은 데 많아. /
	
P1 	:근데 그거 밤에 하면 그 코스 다 볼 수 없잖아. /
	
P0 	:그 코스가 몇 개가 있드라고. /
	 코스가 지금은 그 기억이 잘 안 나는데 이름들이 다 / 무슨 코스 무슨 코스 이른 게 있는데 그 코스마다 다 되게 멋진 거 같아. /
	 차도 기차도 엄청 이뻐. /
	
P1 	:한번 다 본 적 있어? /
	
P0 	:타 봤지. /
	
P1 	:어 몇 번 타 봤는데? /
	
P0 	:한 번 -한- 한 육칠 년 전에 친구들이랑 여행 갔었거든. /
	
P1 	:근데 뭐 그른 기차는 사실 여기도 많잖아 동해 쪽으로 가는 것도 있고 / 그른 코스들이 부산에서 가는 것도 에스 코스 /
	
P0 	:아 /
	
P1 	:무슨 디 코스 이런 거 있대 보니까 나는 한 번도 안 해 봤는데 /
	
P0 	:아 그래 나는 그때 갔었는데 그게 되게 좋았던 거 같다. /
	
P1 	:그때 낮에 갔어? /
	
P0 	:새벽에 새벽에 출발해서 / 또 돌아올 때는 또 새벽에 또 기차를 타고 이르케 부산으로 오는 거였는 /
	
P1 	:그름 계속 기차만 타고 있는 거야? /
	
P0 	:아니지 기차도 타고 내려서 또 따른 것도 보고 /
	
P1 	:그러면 /
	
P0 	:그르케 /(note : 발화겹침) 뭐가 많아 많이 걸어서 다니고 /
	
P1 	:그르면 그게 코스 안에 다 잡혀 있는 거야? /
	
P0 	:응 다 잡혀 있는 거지. /
	
P1 	:그러면 그 코스만 따라가면은 고렇게 다 할 수 있도록 돼 있네. /
	
P0 	:그르치 관광 상품이지. /
	
P1 	:으응 /
	
P0 	:그르구 / 눈꽃축제도 되게 좋았던 거 같구 / 그것두 기차 타고 가 가지구 {clearing} 강원도 어디서 내려서 그 / 눈꽃 인제 눈으로만 만들어 놓은 나라 뭐 / 온갖 거 다 만드는 조각 같은 것두 만들어 놓구 또 거기 거기도 인제 / 되게 좋았던 거 같아 거기도 기차 타고 가는 거였는데 /
	
P1 	:그러면 거기 차에도 우리가 이르케 발을 뻗고 잘 수 있도록 돼 있어? /
	
P0 	:그건 아니지 그 기차는 그냥 우리가 타는 보통의 기차 / 그른 기차지 그른 기찬데 / 쫌 개조를 해서 그른 용으로 만든 거지. /
	(note : 발화겹침) {clearing} 기차 이름이 있든데 /
	
P1 	:그르니깐 우리는 이르케 잘 수 있고 이른 건 아니잖아. /
	
P0 	:응 /
	
P1 	:그냥 일반 ((기차)) 되게 피곤하겠다 그래 갔다 오면 /
	
P0 	:어 근데두 되게 좋드라구. /
	 뭐 난 뭐 피곤하고 이른 거는 벨 그게 아니어서 / 벨로 중요하게 생각 안 하는 거여서 그른가 /
	
P1 	:그러면 강원도까지 가는 데 여기서 몇 시간 정도 걸렸어? /
	
P0 	:어 그른 거 생각이 안 나는 거 같다 새벽에 친구들하고 만나 가지구 / 그르구 뭐 간식 사 가지고 뭐 암튼 되게 좋았던 거 같아 {laughing} /
	
P1 	:그 기차 여행 말고 따른 거는 그러면 나는 / 어 외국에 나갔을 때 뻐스로 / 별로 많이 안 해 보고 주로 지하철 많이 탔던 거 같애 나도 근데 / 뻐스를 탈려고 생각을 해 보면 / 왠지 부담스러운 거야. /
	 오히려 바깥 경치도 구경하고 그 사람들이 살 수 있는 구석구석도 다니고 이르케 해서 / 좋긴 할 것 같은데 / 왠지 이 뻐스는 / 어 뭔가 이르케 지하철처럼 노선이 딱 / 정해져 가지고 우리가 쉽게 알아볼 수 있도록 돼 있는 시스템들이 안 되어 있어 가지고 /
	
P0 	:지금은 그른 게 너무 잘 돼 있는 거 같드라구. /
	
P1 	:응 /
	
P0 	:내가 {clearing} 한 이 년 전에 / 일본에 갔었는데 / 그르케 인제 / 무조건 시외뻐스 터미날 가서 알아보구 / 하는데 또 그른 게 있더라고 하루 / 하루 당일치기 코스가 있는 거야 그르면 그 코스를 다 데려다 주는 거야. /
	
P1 	:근데 그거는 관광을 위해서 만들어진 코스잖아. /
	(note : 발화겹침) 그른 거 말고 그냥 일반인들이 사용하는 /
	
P0 	:그른 거 아니지 일반인들이 타는 / 타는 뻐슨 거라 그게 / 우리나라로 치면 뭐 부산역에 있는 뭐 / 뭐지 이게 / 투어 뻐스 / 투어 뻐스 그른 건데도 거기는 이 저기 주민들이 다 타고 다니는 / 그른 곳이었어 엄청 좋았던 거 같다. /
	 하루 종일 -다- 다니다가 / 인제 오후 다섯시 여섯시 되면 그 자리에 오는 거야 그 뻐스가 /
	
P1 	:어 어쨌든 고거는 관광을 위해서 특별하게 만들어진 뻐스잖아. /
	
P0 	:그거 아니 아니야 주민들이 그르케 타고 다니는 거야 나고야였는데 / 그른 거 알아보지도 않고 그냥 시외뻐스 터미날 가서 / 어떤 뻐스를 탔는데 그른 게 있드라구. /
	 그까 /(note : 발화겹침) 알아보면은 좋은 게 되게 많은 거 같다. /
	
P1 	:근데 인제 일본 같은 경우에는 아무래도 쪼끔 선진국이니까 그런 부분에 쪼끔 잘 되어 있을 수도 있는데 /
	
P0 	:뻐스도 /
	
P1 	:그르치 않은 나라들은 뻐스 타고 다니는 게 좀 많이 부담스럽드라고. /
	 항상 이르케 어디서 내려야 될지 그런 부분들 그래 가지고 / 옆에 앉아 있는 사람들한테 주로 많이 물어 봐. /
	 많이 물어 보면 자기들도 모르는 거야 그르면 / 자기들이 또 앱 찾아 가지고 해야 되는데 / 내보다도 / 늦게 나 내리는 사람 같으면 괜찮은데 먼저 내리면 또 물어 봐야 되는 거야. /
	 그런 것들이 쪼끔 되게 불편하고 부담스럽드라고. /
	
P0 	:근데 찾아보면 / 뭐 우리가 상세한 걸 모르니까 뭐 / 그른 직접 가서 찾아보고 이러면 괜찮은 거 잘 만나는 거 같다. /
	 전에 전에 오키나와에 갔었는데 그때도 시외뻐스 터미날 가 가지구 / 그르케 하나를 찾았어 너무 좋았어. /
	 그르 그게 어떤 거냐 하면 일본에는 그른 게 있는 거 같다. /
	 이까 투어 뻐스처럼 이 시간을 주고 내려 가지고 보구 / 다음 뻐스 타고 가고 이른 게 있는 거 같드라구. /
	 오키나와에서도 그랬는데 너무 좋았던 거 같다. /
	
P1 	:그게 그르케 가능하도록 시스템이 돼 있으면은 여행하는 게 별로 안 어려운데 / 그르치 않고 뻐스를 이용하는 거는 /(note : 발화겹침) 참 사실 정말 쫌 부담스럽드라고. /
	
P0 	:근데 내가 생각할 때 요즘은 / 그른 게 많이 돼 있을 거라는 생각이 들어. /
	 뻐스 터미날 가서 물어 보면 /
	
P1 	:아 터미날에서 물어 보면 {clearing} / 그건 그것도 일단은 의사소통도 그렇고 그쪽 / 에 대한 시스템들도 쫌 알아야 되니까 /(note : 발화겹침) 하이튼 공부를 많이 하고 다녀야 돼. /
	
P0 	:아 시스템 전혀 몰랐는데 그 오키나와에 가서 / 그 호텔인 호텔에서 시외뻐스 터미날 가서 그르케 알아보니까 또 그른 게 있드라구. /
	 엄청 좋았어. /
	
P1 	:어쨌든 잘 다녔네 이야기 들어 보니까 / 그 보통 보면 이케 다니는 게 역시 지하철이 편하기는 편해. /
	 근데 너무 지하철은 재미가 없어. /
	 그지 /
	
P0 	:응 지하철도 뭐 이케 괜찮은 거는 괜찮은 거 같은데 / 지하철 이케 시내만 다니는 거 말고 우리나라로 치면 이 시내에서 뭐 / 김해라든지 양산이라든지 그른 곳으로 / 가까운 데 그른 곳 / 새 가서 뭐 / 만약에 일본 같은 경우에는 그른 야외로 나가서 온천도 가고 /(note : 발화겹침) 뭐 괜찮더라고 그른 게 /
	
P1 	:근데 / 근데 지하철은 보통 보니까 여러 번 갈아 타니까 훨씬 / 빨리 가는 거 같기는 하드라. /
