# FILE DATA
ID : SDRW2100003427
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211231
topic : 가족 > 가족사진 의상과 컨셉고민, 가족여행 계획

# SPEAKER_INFO
id : SD2100897
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100898
age : 40대
occupation : 주부
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 서울
education : 고졸

# SETTING
relation  :  부모/자녀


P0 	:엄마 /
P1 	:뭐가 답답해 말하면 / 저기 다 따라가지 근데 / 아들이 문제지. /
	 아들은 뭐 밖으로 도니까 걔는 여행 간다니까 걔는 신경 안 써도 될 거 같긴 해. /
	 지 친구들하고 여행 간다고 하니까 / 그냥 저기 사진 찍을 것만 / 이제 옷 가서 맞춰서 어쨌든 / 집에 하얀 티하고 청바지는 있으니까 / 따로 구입 안 해도 되잖아. /
	 그게 제일 무난하지 / 너도 있잖아 하얀 하얀 티 하고 청바지는 /
	
P0 	:어 있지 그러니까 그렇게 그러면 일반 사진은 /
	
P1 	:어 /
	
P0 	:일반 사진은 겨 그 / 리마인드 웨딩이랑 다르게 그냥 / 하얀색 티에 청바지 입기로 하고 리마인드 웨딩 때는 그냥 /(note : 발화겹침) 드레스랑 턱시도 입는 걸로 하고 /
	
P1 	:응 그렇게 하면 돼. /
	 뭐 여러 컷 찍을 필요 있어? 그리고 거기서 원하는 / 거기서 몇 컷 까지 해 준다 그랬나? /
	
P0 	:그것까진 모르겠네 내가 /
	
P1 	:네 컷 /(note : 발화겹침) 저기로 해 준다고 안 했어 안 했지? /
	
P0 	:그냥 두 컨셉을 두 가지 컨셉으로 하는 건데 /
	
P1 	:어 어 / 그러니까 웨딩 하고 / 저기 뭐야 드레스 입고 / 그리고 / 그 청바지 하고 흰 티 그렇게 해서 두 가지 하면 되지 뭐 /
	
P0 	:응 일 /
	
P1 	:오랜만에 그거 찍으니까 너무 좋 좋긴 하다. /
	
P0 	:그니 /
	
P1 	:가 또 가족 사진 찍는다고 하니까 /
	
P0 	:그니까 / 아 / 삼십 일 날 / 약간 사진 찍은 것 때문에 좀 /(note : 발화겹침) 처음 나는 어떻게 보면 가족 사진이 처음인 거잖아? /
	
P1 	:응 /
	
P0 	:제대로 찍는 게? /
	 그니까 /(note : 발화겹침) 좀 긴장도 되는데 /
	
P1 	:어 /
	
P0 	:뭐 한 번 뭐 가족끼리 미리 포즈 같은 거를 정해 봐야지. /
	
P1 	:뭐 포즈야 정할 게 뭐 있어 거기서 / 이제 가면 어떻게 어떻게 하라고 포즈 다 취해 주고 / 제스처 막 하게끔 해 줄 텐데 /(note : 발화겹침) 그거는 걱정 안 해도 돼. /
	
P0 	:아니야 그래도 미리 포즈를 생각을 해 놔야 돼. /
	
P1 	:그런가? /
	 가족 사진 어쨌든 집에서 한 번 저기 찍어 보자 아빠랑 / 아들이랑 / 너랑 엄마랑 해서 이제 같이 한 번 찍어 보고 / 어쨌든 예쁘게 나오긴 할 거 같애. /
	 얼굴에 뭐 안 나게 관리 좀 하고 결혼 / 저기 뭐야 결혼 사진 찍을 때 엄마 아빠 웨딩 리마인드 웨딩 찍을 때는 /
	
P0 	:그니까 피부 관리해야지 오늘부터 /
	
P1 	:응 /
	
P0 	:오늘부터 마스크 이거 / 이거 붙이고 팩하고 / 자야지. /
	
P1 	:가서 시험 시험 공부나 열심히 하고 / 웨딩 저기 / 웨딩 하는 것도 좋은데 웨딩 사진 찍는 거 / 신경 써 줘서 어제도 우리 딸 때문에 / 고맙긴 한데 / 그 지금은 너가 할 일이 그거 / 할 일이 지금 저기니까 열심히 좀 / 먼저 시험 공부 먼저 하고 열심히 /
	
P0 	:응 시험 공부 열심히 하고 있지. /
	
P1 	:웨딩사진이야 뭐 / 어쨌든 우리 딸 때문에 시험 / 저기 점수는 아 저기 뭐야 / 시험 점수도 그렇고 / 결과 잘 나왔으면 좋겠고 / 딸 때문에 어쨌든 / 이거 / 웨딩 사진도 찍게 돼서 너무 / 엄마는 정말 / 너무 좋아. /
	 그것만 기대하고 있어 지금 웨딩 사진 찍을 거 /
	
P0 	:난 웨딩 사진을 별로 안 찍고 싶었는데 / 어쩔 수 없지 엄마 아빠가 찍고 싶다니까 /
	
P1 	:야 엄마 아빠 나이가 있으니까 이제 찍고 싶지 한 번은 / 요즘에 그리고 추 / 유행 추세잖아. /
	 예전부터 계속 엄마 친구들은 다 찍었어. /
	 리마인드 웨딩 /
	
P0 	:리마인드 웨딩 하면 가족 그 딸이랑 /
	
P1 	:어 /
	
P0 	:딸이랑 그 아들이랑 / 도 /(note : 발화겹침) 같이 그래서 같이 찍은 거야? /
	
P1 	:어 다 같이 찍지. /
	 그렇게 드레스 입고 턱시도 같이 입고 / 그러니까 엄마가 한 번만 너가 /
	
P0 	:안 /
	
P1 	:저기 뭐야 / 찍기 싫다고 했잖아 리브 저기 웨딩 /
	
P0 	:어 /
	
P1 	:그거는 한 번만 저기 해 달라고 한 거야. /
	
P0 	:알겠어 나도 / 엄마가 그거 원하니까 그거는 수용을 하고 / 일단 그거 찍고 나서 / 제주도 여행 어떻게 할 지를 생각을 해 보자. /
	
P1 	:그래 아무튼 가서 좋은 추억 / 딸이랑 많이 만들고 / 그리고 맛있는 것도 많이 먹고 / 그러고 와야지. /
	 그 저번에 제주도 갔는데 삼 월 달에 간 가고 나서 저 막 / 안 갔잖아? /
	 엄마도 한 번 가 보 다시 가 보고 싶네. /
	
P0 	:응 나도 /
	
P1 	:삼 월 달엔 너무 추웠거든 그래도 조금 조금은 추웠거든 /(note : 발화겹침) 바람 많이 불어서 /
	
P0 	:제주도는 여름에 가는 게 맞는 맞는 거 같애. /
	 그 요트 투어도 있고 그러니까 / 여름에 가서 /(note : 발화겹침) 재밌게 놀다 오면 될 거 같애. /
	
P1 	:그러면 / 목적지는 어디 어디 정할 수 있는 거야 우리가? /
	
P0 	:어 그 목적지는 그냥 우리가 그냥 그 왕복 비행기랑 / 그 요트 투어가 있기 때문에 / 그 코스는 우리 우리가 정하면 돼. /
	
P1 	:아 코스는 따로 거기서 정해 주는 거야? /
	
P0 	:아니 우리가 정하는 거라고 /
	
P1 	:아 우리가? /
	
P0 	:시계 방향으로 돌 건지 /(note : 발화겹침) 반 시계 방향으로 돌 건지를 정하면 돼. /
	
P1 	:아 / 그러면 어느 쪽으로 가는 게 좋아? /
	 제주도는? /
	
P0 	:성산 일출봉 쪽으로 갈 거면 /(note : 발화겹침) 시계 방향으로 돌아야 되고 /
	
P1 	:응 /
	
P0 	:그거 뭐 뭐더라? /
	 캘 무슨 무슨 비치인 데 캘리포니아 비치 / 아무튼 무슨 비치가 있는데 / 그 쪽으로 갈 거면 반 시계 방향으로 돌아야 되거든? /
	 근데 우도나 우도 쪽으로 가는 게 나는 더 좋아서 / 시계 방향으로 가는 게 /(note : 발화겹침) 될 거 같애. /
	
P1 	:어 근데 니가 하고 싶은 쪽으로 일단은 계획을 한 번 짜 봐. /
	
P0 	:응 거 /
	
P1 	:우도 우도 쪽? /
	
P0 	:거기에 / 어 거기에 땅콩 아이스크림이랑 / 응 좀 체험해 볼 수 있는 게 많아 가지고 /
	
P1 	:응 /
	
P0 	:그쪽으로 가게 될 거 같애. /
	
P1 	:그 좀 이 기억에 많이 남는 데 / 그런 쪽으로 가는 게 좋지. /
	
P0 	:응. /
	
P1 	:우리 그때 예전에 어디로 갔었지? /
	 아빠랑 한 번 몇 번 갔었잖아. /
	
P0 	:그때가 /
	
P1 	:잠수함 잠수함 타고 그랬을 때가 우 우도인가? /
	
P0 	:응 우도 그 마라도 쪽이니까 /
	
P1 	:마라도 쪽이었구나 마라도 /
	
P0 	:성산 일출봉 쪽으로 갔으니까 /(note : 발화겹침) 그때도 시계 방향으로 간 게 맞지? /
	
P1 	:어 성산 일출봉도 갔다 왔었지 우리가. /
	
P0 	:응 신청산 일출봉 그 그 쪽으로 해서 한 한라산 쪽이랑 / 그쪽 투어로 갔다 왔잖아. /
	 근데 그때는 너무 내가 초등학교 삼 학년 때여 가지고 / 기억이 잘 안 나고 / 어 성인 돼서는 / 엄마랑 가는 거는 / 처음이니까 / 어 응 시계 방향으로 또 / 그거 해서 돌아 가지고 가는 것도 괜찮을 것 같애. /
	
P1 	:그래 엄마도 / 딸하고 뭐야 제주도 가는 거 처음이니까 한 번 / {clearing} 가서 계획 잘 짜 가지고 가서 / 어 재밌게 놀다 오자. /
	 그래서 저기 가기 전에 엄마도 할 할 일이 많으니까 이제 / 준비도 좀 해야 되고 / 근데 봐서 / 어 / 칠 월 칠팔 월 말고 한 유월달? /
	
P0 	:응. /
	
P1 	:너에 맞춰야 되겠네 딸 딸 너한테 /
	
P0 	:응 근데 내가 기말고사가 / 기말고사가 / 한 유월 말 정도에 끝나니까 칠 월 / 아 안 되겠다. /
	 내가 계절학기를 또 들을 수가 있어서 /(note : 발화겹침) 계절학기 끝나고 가야겠다 칠 월 말 정도에 가야겠네. /
	
P1 	:응 / 니가 아예 계획을 다 짜서 / 그 예매를 해 놔 미리. /
	 그래야지 / 여행 갈 수 있으니까 / 아니면 뭐 /(note : 발화겹침) 힘들지 그게 /
	
P0 	:근데 휴가 휴가철에 가야겠네 딱 /
	
P1 	:그러면 비용은 더 많이 추가 안 돼? /
	
P0 	:비용은 추가 안 되지 그거 / 그냥 거기서 왕복 비행기랑 /
	
P1 	:어 /
	
P0 	:왕복 비행기 그거랑 그리고 / 요트투어랑 해서 / 그냥 그거 이박 삼 일 렌트 그거까지 다 해 준 거거든? /
	
P1 	:어 /
	
P0 	:그래서 내가 그 전에 나는 운전면허를 딸 생각이야. /
	
P1 	:니가 렌트 하려고? /
	(note : 발화겹침) 엄마가 운전을 하면 돼 걱정 안 해도 돼 그거는 /
	
P0 	:아니 내가 운전해 보고 싶어. /
	
P1 	:어 /
	
P0 	:언제 해보겠어 내가 /
	
P1 	:거기 가면 운전 편할 거 편할 거 같애. /
	(note : 발화겹침) 안 안 편해 거기 똑같애. /
	
P0 	:그러니까 도 /(note : 발화겹침) 돌아가면서 다 하려고 / 운전면허를 어차피 따야긴 따야 해 운전면허를 내가 /
	
P1 	:빠르면 좋지 미리 미리 미리 미리 따 놓으면 /
	
P0 	:그래서 / 이게 / 학교 다닐 때도 / 학교 다닐 때도 / 막 / 이게 불편하면 / 스쿠터를 일단 타고 다니고 싶은데 /
	
P1 	:스쿠터는 힘들지. /
	 스쿠터는 위험해. /
	 도로에서 큰일 난다고 / 응 너 스쿠터 이야기 하는데 /
	
P0 	:오토바이가 아니니까 괜찮지 않을까? /
	
P1 	:스쿠터가 오토바이지 뭐야? /
	
P0 	:좀 다르잖아. /
	
P1 	:뭐가 달라 더 위험하지. /
	 안전성이 더 위험하지 작으니까 /
	
P0 	:더 낫지 오토바이보다 더 / 스쿠터가 더 안전한 건데 /
	
P1 	:그런 건가? /
	 안 타 봐서 모르겠네. /
	
P0 	:제주도 가서 제주도 가서 / 나는 그거 뭐냐 렌트 그거 있으니까 / 아 이박 삼 일이 있더라고 그게? /
	 그거 빌려주는 게 그니까 이박 삼 일을 잡고 / 이거 엄마가 가고 싶은 우리 가고 싶은 데 정해서 / 짜면 되는 거니까 / 그거는 언제를 해도 상관이 없어. /
	
P1 	:언제 해도 예약 말이야? /
	
P0 	:어 /
	
P1 	:예약이야 뭐 니가 알아서 하면 해 놓으면 되지 뭐 엄마는 / 잘 모르니까 그런 쪽으로는 /
	
P0 	:그니까 엄마가 물어보길래 예약을 정해져 있는 거냐고 /
	
P1 	:예약하는 아니 언제까지 예약하라고는 정해 놨을 거 아니야. /
	
P0 	:유효기간 일 년이야. /
	
P1 	:아 유효기간이 그 일 년 동안에 아무 때나 가서 / 갈 수 있다는 거지? /
	 어? /
	 응 아무튼 칠 월 달 / 칠팔 월 때 가면 되겠네. /
	
P0 	:응 칠 월 딱 성수기에 가는 거 보다 / 또 개강 시작하기 그러기 전에 갔다 오는 게 나을 수도 있어. /
	
P1 	:아무튼 뭐 / 계획 잘 짜 가지고 재미 갔다 오면 되지 뭐 / 그래서 일단은 너 시험 / 시험이 문제니까 시험 공부 일단 하고 / 먼저 그게 목표잖아 일단은. /
	 열심히 하고 어? /
	 일단 / 웨딩 사진 찍을 거는 / 같이 해서 / 아빠 오시면 동생이랑 오면 / 같이 뭐 의논해 가지고서 뭐 입을 건지 / 이제 얼마 안 남았으니까 사실 이 내 일 월 달 금방 가잖아? /
	 일 월 말일이니까 /
	
P0 	:그치 일 월 말이니까 / 이제 그 얼마 안 남았으니까 / 저기 연말이고 하잖아 오늘이 딱 연말이네. /
