# FILE DATA
ID : SDRW2100001132
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211022
topic : 우정 > 잘맞는 친구, 동호회, 취미, 잘 맞지 않는 친구

# SPEAKER_INFO
id : SD2101071
age : 20대
occupation : 학생
sex : 남성
birthplace : 인천
principal_residence : 경남
current_residence : 전북
education : 대재

id : SD2101072
age : 20대
occupation : 학생
sex : 남성
birthplace : 대구
principal_residence : 대구
current_residence : 전북
education : 대재

# SETTING
relation  :  대학 선후배


P1 	:&name&아 너는 어떤 / 취향의 / 음식을 좋아해? /
	 그러면 이제 중간으로 약간 타협을 보는 / 이게 타협을 봐야 되는데 / 그냥 이제 끝까지 이제 내가 하고 싶은 거는 해야 된다. /
	 이런 느낌? /
	 예. 이런 느낌이 자기 주장이 센 게 아닐까요? /
	
P1 	:쉬 쉬운 말로 귀 닫고 다 / 닫고 사는 사람은 싫다. /
	 이 뜻인 거지? /
	
P0 	:예 그렇습니다. /
	
P1 	:조율 할 줄 아는 사람을 원한다. /
	 경제관념 같은 경우에는 어땠으면 좋겠어? /
	
P0 	:경제관념 이거 / 그 배우자 말씀하시는 건가요? /
	
P1 	:친구든 배우자든 뭐 /
	
P0 	:쓰 으 솔직히 친구는 / 그 나한테 피해주는 피해주는 것만 아니면 / 뭐 어떻게 돈을 쓰든 저랑 크게 / 알 바는 아니긴 합니다. {laughing} /
	
P1 	:어떤 취미를 가진 친구들이 잘 맞는 편이야? /
	
P0 	:어 / 예. 너무 이제 막 / 그 게임을 한다든가 이런 건 좀 별로고 / 이제 한 한 가지에 심취한 사람들도 이제 / 생각보다 힘들고 그냥 다양하게 / 가볍게 건드리는 사람이 이제 / 저랑은 취미가 잘 맞는 거 같습니다. /
	 형은 어떤 사람이랑 이제 / 좀 / 어떤 취미를 가진 사람들이 좀 잘 맞는 거 같애요? /
	
P1 	:나 같은 경우에는 / 어떤 걸 하더라도 / 평균 이상을 하는 편인 거 같애. /
	 그래서 좀 융통성 / 있게 여러 가지 두루두루 할 수 있는 사람이면 좋아. /
	 그렇지만 더 좋은 경우는 / 한 가지에 같이 깊게 몰입할 수 있는 사람. /
	 였으면 좋겠어. /
	
P0 	:형이 지금 깊게 몰입 몰입 하고 있는 게 있나요? /
	
P1 	:음악이든 / 운동이든 공부든 / 내가 지금 하고 있는 것들에 대해서는 난 항상 / 몰입 / 상태에 있거든 / 대충 하지 않아. 뭐가 됐든 간 /
	
P0 	:이게 운동으로 치면 이제 / 형이 풋살 하시니까 예 풋살 같은 거에 몰두하고 있다 이 말이죠? /
	
P1 	:풋살도 그렇고 수영도 그렇고 / 맨 몸 운동이나 / 평행봉 운동 같은 거 철봉 운동 같은 것도 그렇고 /
	
P0 	:보통 이제 운동 같은 걸 좀 잘 하면 / 이제 / 약간 친구들 사귀기가 좀 수월한 편이잖아요. /
	 이제 형도 이제 그렇게 / 운동이란 게 다인이 이제 / 참여하는 운동이 많으니까 / 그런 거 하시면서 좀 / 뭐 괜찮은 친구들이 좀 생겼다든가 / 그런 게 좀 있으 있으시죠? /
	
P1 	:고등학생 때랑 / 대학교 초년생 때 / 까지는 많았는데 / 한의대 입학 이후로는 / 운동 쪽을 통해서 / 깊게 친해진 사람은 없는 거 같애. /
	
P0 	:그 이유가 있는 거 같습니까 아니면 / 그 이유가 있는 거 같습니까 아니면 그냥 우연의 일치? /
	
P1 	:처음 시작할 때는 다들 못하는 상태에서 시작을 하잖아. /
	 근데 한의대 입학 할 때부터 나는 / 상급자 단계에 있었어. /
	 그래서 친구들이랑 같이 운동을 한다. /
	 이러면 맞춰 줘야 되는데 / 그 친구들이 못 따라와. /
	 그러다 보면 나 혼자 하게 되거든? /
	 그래서 좀 아쉬운 면이 있지. /
	
P0 	:음 하긴 저도 헬스를 하는데 / 저는 하루에 / 오십 분 정도만 하는데 / 제 친구는 두 시간 하려 하고 / 이제 프리웨이트를 계속 하려 하거든요? /
	 이제 전 프리웨이트에 크게 관심이 없고 머신만 쳐 가지고 / 이제 그런 거 / 이렇게 막 / 너무 잘 해 버리면 따라 하기 힘들긴 합니다. /
	
P1 	:아 아쉬워. 근데 / 운동을 하는 사람 입장에선 / 더 잘하는 사람들 있었으면 좋겠거든 / 시너지 효과가 분명히 있어. 운동하다 보면 /
	
P0 	:그런 그 이런 / 풋살 막 형이 동호회를 하시니까 / 그럼 /(note : 발화겹침) 풋살의 그 모임이 혹시 인원이 몇 명 정도 됩니까? /
	
P1 	:한 번 참여 할 때마다 열 명 넘게 /
	
P0 	:형은 그거를 실력으로 치면 한 / 어느 정도 되 어느 정도 되는 거 같으세요? 그 중에서? /
	
P1 	:기본기는 최상 / 게임 투입 됐을 때 실력은 최악 {laughing} /
	
P0 	:아 그러면 그 / 거기서는 약간 운동에 대해서 좀 / 배울 사람이 좀 있겠네요? /
	
P1 	:다들 잘 하는 편이셔. /
	 어 그래서 내가 오히려 많이 배우는 편이지. /
	 거기서 내가 / 다른 사람들보다 압도적으로 잘한다. /
	 하는 거는 / 기초 체력이 뛰어나서 많이 뛰어 다니는 거 그거 밖에 없어. /
	
P0 	:그러면 / 거기서 막 친해진 사람들이랑 이제 / 그 풋살 할 때는 풋살 할 때 말고도 / 이제 만나십니 만나십니까? /
	
P1 	:학교 생활 바빠서 못 만나지. /
	 그까 다들 나이 대가 이십 대 후반부터 / 사회생활 하시는 분들이라 / 만나자고 말하기도 껄끄러워. /
	 그런 게 없지 않아 있어. /
	
P0 	:하긴 형도 이제 / 본과 삼 학년이시니까 이제 / 동기들 만나기도 벅차겠네요. /
	
P1 	:그렇지 동기들도 안 만나지. 사실상 이제는 / 힘들어. 서로 힘들어. /
	
P0 	:이제 / 졸업하시면 이제 / 그 지역을 이제 / 어디로 하신다고 하셨죠? /
	
P1 	:경기도 의정부 주변에서 / 일을 할 수 있으면 좋을 거라 생각해. /
	 그런데 일을 배워야 하는 입장에서는 / 취직을 먼저 해야 하잖아? /
	 이 경우에는 어느 지역으로 가든 크게 / 개의치는 않을 거 같애. /
	
P0 	:그럼 형이 나중에 개원 한의사로서 이제 / 활동을 하게 되신다면 / 이제 주로 어떤 사람들이랑 우정을 이제 / 쌓고 있을지 이제 예상 / 약간 추측이 약간 되시나요? /
	
P1 	:어 한의계 분들도 물론 / 좋지만 한의계 분들보단 / 플러스 알파 컨텐츠를 만들기 위해서 / 다른 분야에 종사하고 있는 사람들이랑 더 많이 친해질 것 같애. /
	
P0 	:뭐 예를 들면 뭐 / 뭐 그 뭐 / 그 비디오 만드는 사람들 / 비디오 참 편집 이런 이런 이런 느낌? /
	 맞나요? /
	
P1 	:영상 만드는 사람이 될 수도 있고 / 음악 하는 사람이 될 수도 있고 운동 선수가 될 수도 있고 / 아니면 뭐 다른 거 / 공직 하시는 분이 될 수도 있고 어떤 쪽이든 간에 /
	
P0 	:그런 분들을 만나려면 이제 그 직업 / 쪽 뿐만 아니라 다른 쪽으로도 활동을 좀 해야 되잖아요? /
	 계획하고 계신 계획하고 있으신 / 있으신 게 있으신가요? /
	
P1 	:한의사가 된 다음에 / 지역 사회에 대해 / 소모임이나 아니면 / 규모가 큰 모임들이 있어. 동호회 / 아니면 / 그와 유사한 단체 / 뭐 음악이면 음악 이런 쪽이 있거든 그런 데 들어와서 / 노는 거지. /
	 그리고 실력 증진을 위해서 또 열심히 참여하고 / 그러다 보면 / 어느 순간 플러스 알파의 컨텐츠가 나오지 않을까? /
	
P0 	:그러면 형이 이제 / 그 나중에 그 쪽 이제 / 나이 들 나이 들어서 / 정착하고 싶은? /
	 이제 동호회를 들어가시면 이제 뭐 활동을 하잖아요. /
	 음악이 됐든 이제 운동이 됐든? /
	 어떤 거에 이제 / 나 여기 이거를 좀 평생 가져가고 /(note : 발화겹침) 이 취미는 평생 가져 가고 싶다 이런 거 있으십니까? /
	
P1 	:운동 음악 뭐 이런 것들 다 / 평생 가져 갈 예정이고 / 나는 이 취미 활동을 통해서 / 알게 된 사람들이 만약에 있다. /
	 그러면 이걸 살려서 나중에 또 다른 일을 해 보고 싶긴 해. /
	
P0 	:다른 일이라 하시면? /
	
P1 	:궁극적으로 돈이 많이 모이고 / 경제적인 여유가 있다 하면 / 나는 학교 선생님을 하는 게 최종적인 목표야. /
	
P0 	:학교 선생님은 이제 / 어떤 학교 / 뭐 뭐 임용고시 절차를 거쳐야 되지 않나요? /
	 그거 딱 그렇게 될 수도 있나요? /
	
P1 	:임용을 안 치더라도 / 이 급 자격증 가지고 / 기간제 교사 라도 짧게 짧게 / 있어도 되고 아니면 / 초등 / 교사 임용 / 을 통과해서 초등학교 선생님으로 / 일을 해도 괜찮을 거 같애. /
	
P0 	:그거 교육대학원이 있 /(note : 발화겹침) 있다는 걸 이제 아시고 이제 생각하시는 거죠? /
	
P1 	:그렇지. /
	
P0 	:근데 / 그때가 되면 애들이 없지 않을까요? {laughing} /
	
P1 	:그것도 그래. 그래서 / 변호사를 하는 것도 생각을 해 보고 있긴 / 해. /
	
P0 	:그 ((리드)) 시험 / 그럼 치실려고 하시는 건가요? 아니면 /(note : 발화겹침) 이제 나중에 이따 나중에 생각하시는 거? /
	
P1 	:나중에 꿈이 그렇다는 거지. /
	
P0 	:평소에 이제 / 인간관계에 대해서 실망하신다면 어떤 거에 / 크게 실망하신다고 생각하십니까? /
	
P1 	:이 실망을 하고 / 뭘 하고 할 나이가 다 지난 거 같애서 / 실망한 단 거 자체가 좀 / 무슨스럽긴 해. /
	 그렇지만 / 글쎄 딱히 실망 한다? /
	 자기가 자기 역할을 똑바로 못했을 때? /
	 그때는 좀 실망하는 거 같애. /
	
P0 	:그러면 이런 사람은 좀 만족스럽다 이런 거는 / 있 있 있으신지? /
	
P1 	:자기 일 똑바로 하는 사람 /
	
P0 	:심플하네요. /
	
P1 	:그리고 다른 사람을 하대하지 않는 사람 /
	
P0 	:음. 형이 말하는 이제 /(note : 발화겹침) 자기는 하면서 이제 너는 날 까면 안 돼 이런 느낌 인가요? /
	
P1 	:그런 느낌도 있고 / 자기 방어가 너무 심한 사람들한테도 실망을 너무 많이 / 했었지. /
	
P0 	:음 자기 방어. /
	 그니까 이제 잘못을 잘못을 했는데도 /(note : 발화겹침) 이젠 난 하지 않았다. 이런 느낌 인가요? /
	
P1 	:그렇지. /
	
P0 	:하긴 저도 약간 / 자기 할 일 안 해서 서 그 막 / 실망 했다기보다는 이제 / 그냥 / 속이 은근 좁은 거 같기도 하고? /
	 음. 잘 모르겠네요. {laughing} /
	
P1 	:근데 뭐 나이가 어릴 때는 / 누구나 그럴 수 있다고 생각을 해. /
	 삼십 가까워지거나 그거 넘어가면 / 마음에 더 큰 여유가 있어야 된다고 생각을 하거든 / 내 기준은 그래. 적어도 /
	
P0 	:그 여유라는 거를 이제 / 그 얻는 과정에서 운동도 크게 도움이 됐다 생각 하십니까? /
	
P1 	:당연하지. /
	 회복 탄력성이 매우 중요하거든 / 운동이 큰 도움을 줬지. /
	
P0 	:그 중에서 어떤 운동이 가장 큰 도움이 된 거 같애요? /
	
P1 	:다 / 내가 거쳐 온 모든 운동이 다 복싱 / 축구 풋살 수영 / 뭐 헬스 / 맨몸 운동 평행봉 철봉 / 배드민턴 / 등등등 탁구도 있었고 어 /
	
P0 	:그럼 언제부터 그렇게 운동을 그렇게 좋아하십 /
	
P1 	:고등학교 일 학년 때부터 / 친구들이랑 밖에서 / 축구 했던 거 / 직접 하는 거는 그게 시작이었고 / 보기 시작한 걸로 치면 / 초등학교 육 학년 때부터 좋아했지. /
