# FILE DATA
ID : SDRW2100002126
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211204
topic : 회사/학교 > 회사 연차에 대한 상황과 회사의 생활 이야기 나눔

# SPEAKER_INFO
id : SD2101905
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대학원 이상

id : SD2101906
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
education : 대졸

# SETTING
relation  :  친구


P0 	:최근에 회사에서 별일 없었어 어젠가? /
	 돈으로 받는 것보단 차라리 다 쉬는 게 낫지. /
	
P0 	:그리고 보상을 해 주는 것도 / 그렇게 막 돈을 많이 주지도 않아. /
	 근데 이제 / 좀 직급이 높거나 / 호봉이 높은 사람들은 이제 기본 임금 자체가 높아지니까 / 아마 그 사람들은 나랑 또 -그- 그 금액이 다를 거야. /
	 근데 나는 월급이 일단 지금 낮은 상태니까 / 그 보상비도 적은 편이지 / 그래서 보니까 결혼했고 / 뭐 자식이 뭐 대학생 정도 되는 한 오십 대들은 / 뭐 휴가를 그렇게 길게 안 가 / 더라고. /
	 그러고 그걸 돈으로 막 주로 받으려고 하는 / 그래서 옛날에는 이해가 잘 안 됐지 왜 그냥 쉬지 / 왜 저럴까? /
	 근데 뭐 사무실에 나와서 / 그렇게 막 격렬한 노동을 하지 않으니까 사무실에 나오는 게 좋으신가 봐. /
	
P1 	:사실 그분들 입장에서는 연차를 써서 가족들과 휴가를 가는 게 일 더 일일 수도 있으니까 / 맞어 우리 회사에도 보면 / 거의 뭐 결혼하신 유부남들은 거의 / 뭐 연차가 남는 게 / 당연한 듯한 그런 모습이지 젊은 사람들은 다 연차를 어떻게든 쓸려고 하고. /
	 그런 상황인 거지. /
	
P0 	:그래서 나는 신입 때 생각했던 게 / 들어와서 엄청 부족했어 열 개가 쫌 넘었나? /
	 그니까 너무 부족하니까 / 이십 며칠이 있는 사람들이 / 나한테 팔았으면 좋겠는 거야 그걸. /
	 그래서 그걸 개인 간에 차라리 / 거래를 하게끔 {laughing} 만들면 / 나라에서 굳이 보상을 안 해 줘도 / 윈윈 아닌가 서로? /
	
P1 	:((어떤 면에선)) / 입사를 하고 돈이 많으면 쭉 쉴 수도 있겠다 /(note : 발화겹침) 그걸 돈으로 사면 {laughing} /
	
P0 	:그치. /
	(note : 발화겹침) 그렇지? /
	
P1 	:{laughing} /
	
P0 	:그렇게 해서 내 여가를 챙기는 거지. /
	 근데 인간적으로 / 그 너무 적어. /
	 처음에 입사했을 때 /(note : 발화겹침) 넌 어~ 몇 며칠이었어? /
	
P1 	:{clearing} / 나는 십이 일이었나? /
	
P0 	:너무 적지 않아? /
	
P1 	:근데 연차라는 게 / 뭐 말 그대로 연차라서 월에 하나씩 쌓이는 그런 구존가? /
	
P0 	:그치. /
	
P1 	:그래서 열두 개였던 거 같네. /
	
P0 	:그게 우리는 그 선에서 시작해서 / 한 해 한 해 지날 때마다 / 뭐 하루씩 늘어나나? /
	 암튼 그것도 또 / -규- 규정에 있어. /
	 며칠씩 늘어난다고. /
	 근데 보면은 이십 일이 넘어갈려면 / 내가 봤을 때 한 십 년은 근무해야 되지 않을까? /
	
P1 	:맞아 우리도 이 년마다 하나씩 늘어나나 그런 구조여서 / 맞아. /
	 내가 생각해도 적지. /
	 근데 그 적은 연차를 지금 다 아직 못 쓰고 있다는 이 상황이 너무 / 참 슬프다. /
	
P0 	:그러게 원래 원래 그렇게 많이 안 썼어? /
	 아니면 코로나 때문에 놀러를 못 가서 그런가? /
	
P1 	:{clearing} 사실 올해는 재택근무가 쫌 활성화됐어서 그래서 더 안 썼던 거 같기도 해. /
	 보통은 일이 생기면 연차를 써서 이제 볼일을 보거나 했을 텐데 / 올해는 재택을 하다 보니까 / 이제 쪼끔 더 유연해진 거지? /
	 긍까 집에 있으면서 내가 볼일도 보고 / 일도 하고 / 그러다 보니까 연차를 쪼끔 적게 쓴 거 같기도 하고. /
	 또 아무래도 코로나다 보니까 놀러 가는 게 / 더 이제 쭐어서 못 썼던 거 같기도 해. /
	
P0 	:그러면 이번 달은 어떡하냐? /
	
P1 	:그러게 안 그래도 그 남은 일곱 개를 쓰기 위해서 내가 열심히 / 갈리고는 있는데 {laughing} / 어떻게 내가 하기 나름인 거 같애. /
	 음 /
	
P0 	:너 밑에 사람은 없어? /
	
P1 	:어 없어 {laughing} /
	
P0 	:왜 없어? /
	
P1 	:내가 지금 우리 팀에서 막내야 아직까지 입사 칠 년 차지만 아직까지 내가 막내야. /
	 그리고 사실 그 업무를 다른 사람이 할 수도 없기도 해. /
	
P0 	:왜 업무 능력이 되는 사람이 없어? /
	
P1 	:우리 회사 구조상 그냥 각자 자기 / 일 인 일 과제라고 해야 되나? /
	 일 인 일 프로젝트를 하고 있기 때문에 그건 이제 또 내 프로젝트기도 해서 따른 사람이 할 수도 없고 / 또 {clearing} 아무래도 내가 내년에 이제 진급 대상자다 보니까 / 더 열심히 해야 하는 부분도 쫌 없잖아 있어. /
	
P0 	:그럼 너가 내년에 진급하면은 밑에 직원이 생길려나? /
	
P1 	:아니 안 생길 거 {laughing} 같애. /
	 우리 회사가 또 우리 팀이 / 음 근속 연수가 쫌 높거든. /
	 그래서 나가지도 않고 잘 뽑지도 않는 구조여서 / 사실 내 밑에 뽑을 티오를 따로 내지는 않은 상태야. /
	 사실 뭐 나는 내가 계속 막내인 것도 편하기도 해 몰라. /
	 막내 생활을 하도 오래 해서 그런지 / 막내인 게 뭐 불편하거나 일이 많다거나 그런 생각은 아직은 없어. /
	
P0 	:-앞- 앞뒤가 안 맞는 거 아니야? /
	 아까 방금 일이 많다고 하지 {laughing} 않았냐? /
	
P1 	:그런데 그건 내가 막내여서 많은 것도 아니기 때문에 내가 어떤 위치에 가던 / 일은 항상 많을 거기 때문에 / 꼭 그렇지만은 않은 거 같애. /
	
P0 	:아니 근데 회사는 / 예전에 니가 입소할 때랑 비교해서 / 엄청 성장하고 / 프로젝트가 많아졌을 거 아니야? /
	 근데 {laughing} 왜 인력 구조는 그대로냐고? /
	 사람이 더 늘어나야 정상인 거 아냐? /
	
P1 	:그게 회사라는 게 참 그런 거 같애. /
	 회사는 계속 성장하고 / 일감을 들곤 오지만 / 투자를 또 적절하게 안 하면 {clearing} 그렇게 좀 힘들어지는 거 같애. /
	
P0 	:음 그러게 진짜 / 사람이 더 늘고 / 일이 효율성이 더 올라가고? /
	 그래서 성과가 더 좋고? /
	 그리고 또 회사가 성장하고 또 사람을 더 뽑고 이렇게 돼야 되는데 / 지금 뭔가 어딘가에 지금 회로가 막혀 있구나? /
	
P1 	:그렇지. /
	 그런 / 우리가 일을 해서 만든 성장에 / 이익들을 직원들한테 다시 배분을 해 주면 좋을 텐데 / 그런 점에서 &name& 너는 일하는 거 요새 어때 복직한 지 얼마 안 됐잖아? /
	
P0 	:아 내 / 휴직 버프가 / 지금 다 사라졌어 한 달 만에 다 사라졌고 / 나 / 내가 그랬잖아? /
	 힘들 때 웃는 자가 -일류- 일류라고 / 더 이상 웃을 수가 없다. /
	 웃을 수가 없어 지하철에서 / 인류애가 사라지고 있어. /
	
P1 	:-그런- / 그런데 사실 나도 뭐 리프레시나 휴가 끝나고 한 일주일 쓰고 돌아오면 / 적응하는 데 생각보다 정말 짧은 시간이 소요되더라고. /
	 그런 점에서 너는 어쨌든 휴거직을 되게 길게 했는데 그렇게 빨리 적응을 한 거 보면 / 쫌 슬프다 그 얘길 들으면 /
	
P0 	:아 그래? /
	 나는 생각보다는 근데 / 뭔가 / 쫌 좋은 면도 있는 거 같애. /
	 일단은 / 지금 근무하는 근무 환경이 되게 -좋- / 좋다고 했어 했었잖아 사람들에 -관- 관계가 /
	
P1 	:음. /
	
P0 	:그게 되게 만족스럽고 / 근데 다만 / 일을 하는 사람이 너무 적어. /
	 그래 가지고 / 아 내가 막 전화에 진짜 불이 나아. /
	 근데 막 / 그걸 다 내 일이라고 하니까 빨리 사무관이 와야 되는데 근데 사무관이 십이 월 말에 온다 했거든. /
	 근데 이제 나는 그러면 이제 내년부터는 좀 편하지 않을까 기대를 하고 있는 중인데 / 또 내년 사업을 이제 우리는 십이 월에 보통 다 계획을 세우거든. /
	 이십이년도 그 사업 계획? /
	 -왜- 왜냐면 우린 예산을 쓰는 거니까 / 예산을 어떻게 일 년 동안 / 쓸 껀지 계획을 세워 놔야 / 안 쓰는 일이 없게 되고 / 그래서 일단 예정된 사업이 있는데 / 내년에는 무조건 상반기에 거의 다 집행을 하래. /
	 그래서 그러면은 / 유월까지 여름 되기 전까지 나는 한 내 사업으로만 / 몇 억을 써야 된단 말이야. /
	 그래 가지고 / 그게 상반기에 몰려 있으면 / 그니까 과장님 말씀은 이거야. /
	 상반기에 / 다 쓰고 / 하반기에는 쉬어야지 이렇게 말하는데 / 야 그게 말이 되냐? /
	 하반기 되면 또 하반기 일이 나오겠지. /
