# FILE DATA
ID : SDRW2100000087
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210813
topic : 쇼핑 > 패션의류 구매

# SPEAKER_INFO
id : SD2100087
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100088
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:형 그거 위에 옷 ((피터사이즈)) 옷 산 거야? 아니면은 / 다른 옷이야? /
P1 	:아 그리고 나 신발 되게 최근에 이쁜 걸 봤는데 / 그 / 일본 브랜든데 호카오네오네? /
	 무슨 오네? /
	 그 혹시 알아? /
	
P0 	:아 호카오네오네 알지. /
	 이게 또 얼마 전에 네버뎃이랑 콜라보 했거든. 호카오네오네랑 근데 / 약간 그런 느낌 신발이잖아 약간 / 좀 쌀로몬에서 쪼끔 더 약간 좀 / 과한 그런 신발 느낌이잖아. 뭔 말 하는지 알아? /
	
P1 	:그까 그 트랙슈즈 완전 어글리슈즈 큰 거 있는데 / 거 굽도 높고 되게 이쁘고 깔끔 하더라고. /
	 그래서 / 십오만 원인가면 산다길래 혹시 어떤 약간 평인지 쫌 궁금했어. /
	 내 눈엔 이쁘거든. /
	
P0 	:근데 약간 내 생각 나도 안 지 얼마 안 됐는데 / 그냥 내 생각엔 약간 그냥 쌀로몬이랑 비슷한 끕에 브랜드지 않을까. /
	 왜냐면 일본 거기도하고 하니까는 / 근데 되게 약간 그런 사람들이 많이 신는 거 같던데. 쫌 이렇게 / 통 큰 바지 입고 그냥 딱 호카오네오네 이렇게 신는 그런 느낌? /
	 근데 뭐 그 피터 형님도 / 한 하나 사 가지고 신고 뭐 그렇더라고? /
	
P1 	:아 그렇구나. 아니 나는 친구 중에 좀 키 작은데 옷 잘 입는 애 있는데. /
	 걔가 그거 샀더라고. 근데 되게 잘 이쁘게 신고 다니길래 / 추천해 주길래 나도 살려 했지 런스타 대용으로 이제 신으려고. /
	
P0 	:아 끄지. 근데 요즘 약간 좀 유행하는 신발인 거 같은 느낌이더라고. 그래서 / 근데 괜찮은 거 같애 요즘 신으면은 /
	
P1 	:형은 이제 신발 그만 사게 당분간? /
	
P0 	:뭐 그만 사는 게 아니라 못 사는 거라고 할 수 있지 뭐 / 그리고 당분간은 돈 없으니까 / 좀 뭐 못 사고 뭐 / 이렇게 먹는 데에만 쓰고 /
	
P1 	:{clearing} /
	
P0 	:내년쯤 돼서 이렇게 쫌 사지 않을까? /
	
P1 	:형 장학금은 다 어디다 썼어? /
	
P0 	:장학금 아직 쪼끔 남았는데 몇 십만 원 그냥 그건 안 쓰고 / 이렇게 갖고 있다가 나중에 돈 쓸 일 있으면 쓸려고 / 그냥 갖고만 있어. /
	
P1 	:아 옷 사거나 이런 게 아니라 생활비로 썼었구나. /
	
P0 	:어 그렇지. 그래서 그나마 쪼금 풍족하게 살았던 건데 / 이젠 그렇지도 않아서 쇼핑은 / 쫌 힘들지 않을까 싶어. /
	
P1 	:나도 이십오 일에 월급 들어오는데 / 집 꾸미는 데 좀 쓰고 / 아마 옷은 지짜 한 바지 두 벌? /
	 한 벌 사고 신발은 나도 안 못 살 거 같애. /
	
P0 	:근데 이게 옷 쇼핑도 쇼핑인데 이제 그 집 이제 원룸 해 가지고 들어가면은 우리 / 그 방에 놔야 할 이런 인테리어 소품 소품들도 쇼핑 해야 하잖아. /
	 그거는 뭐 이케아 이런 데 가서 해야 되나? /
	
P1 	:어 나도 이케아 갈려 했는데 / 우리 한 이십오 일 전이나 한번 다음에 한번 가자. 가면 또 재밌으니까 / 그때 한번 보는 걸로 하고 연락하자. /
	
P0 	:어 그래. 그러면 다음에 이케아 갈 때 연락할게. /
