# FILE DATA
ID : SDRW2100001513
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210831
topic : 쇼핑 > 구매관련 생각

# SPEAKER_INFO
id : SD2101513
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2101514
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

# SETTING
relation  :  형제/자매


P0 	:&name1&아 쇼핑 갈래? /
P0 	:아 아니 나는 아빠 /
	
P1 	:마켓디 거기 어차피 뭐 살 거 없을 거 아니야 아빠 뭐 해 주지 말고 /
	
P0 	:응 그래. /
	
P1 	:(()) /(note : 발화겹침) 우리 어차피 못 먹잖아. /
	
P0 	:그 나 청바지도 좀 볼까? /
	 (()) /(note : 발화겹침) 거기 가서 /
	
P1 	:아님 젝시믹스 갔다 올까? /
	
P0 	:좋아. /
	
P1 	:갔다 올까 언니 살 좀 뺐으니까 / (()) / 갔다 와 볼까? /
	(note : 발화겹침) (()) /
	
P0 	:아니 용기는 안 나지만 가볼게. /
	(note : 발화겹침) 입어 볼 수 있어? /
	
P1 	:(()) /(note : 발화겹침) 어 거기 다 피팅 할 수 있어. /
	
P0 	:어 그래? /
	
P1 	:응. /
	
P0 	:(()) /(note : 발화겹침) 그러면 젝시믹스 갔다가 /
	
P1 	:젝시믹스 가서 그래 그럼 나도 나도 쪼금 /
	
P0 	:다이소 /
	
P1 	:(()) / 그거 / 트레이닝복 좀 보고 / (()) / 갔다가 다이소도 구경가고 /
	
P0 	:제트플립도 구경하고 /
	
P1 	:응 언니 다이소에서 뭐 살 거 있어? /
	
P0 	:(()) /(note : 발화겹침) (()) /(note : 발화겹침) 나? /
	 아니 구경하러 가는데 /
	
P1 	:뭐? /
	(note : 발화겹침) (()) /
	
P0 	:아이쇼핑 /(note : 발화겹침) (()) /
	
P1 	:그냥? /
	(note : 발화겹침) (()) /
	
P0 	:응. /
	
P1 	:음 난 그 브러쉬도 사고 싶은데 / (()) /
	
P0 	:뭐? /
	
P1 	:눈 /
	
P0 	:화장 /
	
P1 	:어 화장 브러쉬 요즘 뭐 /
	
P0 	:(()) /(note : 발화겹침) 아 /
	
P1 	:많이 나와 가지고 /
	
P0 	:그 달리 다이소 보다 딴 데 가는 게 낫지 않아? /
	
P1 	:(()) /(note : 발화겹침) 어디? /
	
P0 	:(()) /(note : 발화겹침) 브러쉬 따로 파는 데가 홍대 같은 데 /
	
P1 	:아 근데 비싸잖아 거기까지 또 언제 가. /
	
P0 	:하긴 / 다이소 브러쉬 괜찮 /(note : 발화겹침) (()) /
	
P1 	:그까 다이소 /
	
P0 	:괜찮은 거 한번 골라 봐 다이소 가서 /
	
P1 	:그러니까 / (()) / 거울 그 뭐냐 /(note : 발화겹침) 선풍기도 /
	
P0 	:응. /
	
P1 	:쫌 언니 것처럼 그 클립용으로 된 게 있었으면 좋겠는데 다이소에 그거 없지? /
	
P0 	:뭐? /
	
P1 	:언니가 아까 나 준 거 클립용 /
	
P0 	:클립? /
	
P1 	:이케 꽂는 거 /
	
P0 	:그게 뭐야 몰라 /
	
P1 	:언니 나한테 준 거 선풍기 /(note : 발화겹침) (()) /
	
P0 	:아 선풍기 그거 다이소에서 산 건데? /
	
P1 	:어. /
	(note : 발화겹침) (()) /(note : 발화겹침) 다이소 산 거야? /
	
P0 	:(()) /(note : 발화겹침) 응. /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:어 그래? /
	
P0 	:어 옛날 완전 옛날에 좀 나온 거 /
	
P1 	:어 그럼 좀 봐야겠다 오늘 가서 다이소 가서 /
	
P0 	:이럴 때 /
	
P1 	:(()) /(note : 발화겹침) 근데 /
	
P0 	:근데 이제 여름이 지나서 /
	
P1 	:(()) /(note : 발화겹침) 음 아니 근데 /
	
P0 	:선풍기가 안 나올 거 같은데 탁상용이 /
	
P1 	:롯데몰까지 안 가고 다이소 사실 여기 바로 앞에도 있기는 하잖아. /
	
P0 	:아 롯데몰이 커. /
	(note : 발화겹침) (()) /
	
P1 	:롯데몰이 커? /
	
P0 	:롯데몰로 가야 돼 그리고 주차 땜에 /
	
P1 	:(()) /(note : 발화겹침) 음 /
	
P0 	:(()) /(note : 발화겹침) 롯데몰로 가야 돼. /
	
P1 	:(()) / (()) /(note : 발화겹침) 언니는 /
	
P0 	:(()) 너 플립도 본다며 /
	
P1 	:어 {laughing} 알았어 언니는 /
	
P0 	:{laughing} /(note : 발화겹침) 어. /
	
P1 	:제일 입고 싶은 옷 스타일이 어떻게 돼? /
	(note : 발화겹침) (()) /
	
P0 	:나? /
	
P1 	:응. /
	
P0 	:-배- 배기 팬츠랑 /
	
P1 	:어. /
	
P0 	:배기 팬츠랑 /
	
P1 	:(()) /
	
P0 	:(()) / 일단 배기 / (()) /(note : 발화겹침) 청바지 /
	
P1 	:청바지? /
	 (()) / 어떤 색 베기 말고 배기는 이제 입어 볼 거잖아. /
	
P0 	:밴딩 된 거 /(note : 발화겹침) 청바지 그냥 일단 청바지 /
	
P1 	:청바지? /
	
P0 	:(()) /(note : 발화겹침) 어 스키니는 아직 못 입어. /
	
P1 	:음 /
	
P0 	:그래서 배기 바지를 사고 싶은 거야 내가 /
	
P1 	:음 배기 바지를 사서 /
	
P0 	:어. /
	
P1 	:(()) / 근데 아까 내 거 입어 보니까 그것도 받더만 /(note : 발화겹침) 그거 입어도 될 거 같애 일자도 괜찮은 거 같애 그거는 배기가 아니잖아. /
	
P0 	:음 /
	
P1 	:일자도 괜찮은 거 같고 나는 와이드 팬츠도 이쁠 거 같애. /
	
P0 	:와이드 팬츠? /
	
P1 	:어. /
	
P0 	:(()) / 그거 하나 사? /
	 {laughing} 아 그 아 거기 가 가지고 마음에 드는 거 있으면 사고 아니면 /
	
P1 	:{laughing} 나 쫌 상황 보고 /(note : 발화겹침) (()) /(note : 발화겹침) 응 응 응 응. /
	
P0 	:그냥 입어 피팅 해보고 아니면 안 사고 /
	
P1 	:그래. /
	 젝시믹스에서 마음에 드는 거 있었으면 좋겠다. /
	
P0 	:응. /
	
P1 	:거기가 응 /
	
P0 	:젝시믹스? /
	(note : 발화겹침) (()) /
	
P1 	:레깅스 같은 거 /
	
P0 	:응. /
	(note : 발화겹침) (()) /(note : 발화겹침) 레깅스 같은 것도 사고 싶긴 해. /
	
P1 	:그러니까 레깅스랑 요가복 같은 거 사면 좋지. /
	
P0 	:응. /
	
P1 	:(()) / 음 /
	
P0 	:그러고 그러고 그냥 마트 안 보고? /
	 아 마트 구경이라도 가자. /
	
P1 	:구경하면 뭐 먹고 싶어질 것 같애. /
	
P0 	:난 괜찮은데 / (()) /
	
P1 	:난 힘들어. /
	
P0 	:너는 나갔다 어디 갔다 올래 나 딴 데 구경하고 있을게. /
	
P1 	:{laughing} /
	
P0 	:-마- 마켓디 거기 가야 돼 나는 /(note : 발화겹침) (()) /
	
P1 	:왜 뭐 사야 되는데? /
	
P0 	:엄마 오징어 사 주게. /
	
P1 	:(()) /
	
P0 	:{laughing} /
	
P1 	:오징어 있잖아 집에 /(note : 발화겹침) 그만 사. /
	
P0 	:그러면 거기 일렉 일렉 그 /(note : 발화겹침) 거기가 삼 층인가 거기도 가야 되는데 제트플립 보려고 /
	
P1 	:아니 근데 그 옷 쇼핑 할 때가 되게 많아 유니클로도 /
	
P0 	:응. /
	
P1 	:(()) / 괜찮을걸? /
	 (()) / 유니클로도 괜찮고 그냥 그 /
	
P0 	:어 /
	
P1 	:약간 저가 브랜드들 많으니까 &company-name1&나 막 이런 데도 /
	
P0 	:어. /
	
P1 	:그런 데 가서 좀 보고 /
	
P0 	:&company-name1&은 볼 거 없어. /
	
P1 	:(()) /(note : 발화겹침) &company-name1& 볼 거 없어 또 뭐 있지? /
	
P0 	:&company-name2& 막 이런 거 /
	
P1 	:(()) /(note : 발화겹침) 아 &company-name2& 말고 / &company-name3&이나 막 이런 거에 예쁜 옷들이 있나? /
	
P0 	:&company-name3&? /
	 몰라 /
	
P1 	:그냥 그런 것도 ((이쁘네)) /
	
P0 	:그리고 슈펜에서 그 신발 한번 보고 싶어. /
	
P1 	:아 그래 그래. /
	
P0 	:(()) /(note : 발화겹침) 그거 내가 약간 저번에 말한 그 /(note : 발화겹침) 캠퍼스화 같은 거 /
	
P1 	:어. /
	
P0 	:(()) /(note : 발화겹침) 어 그거 /
	
P1 	:(()) /
	
P0 	:그것도 보고 싶어. /
	
P1 	:그래. /
	
P0 	:그거랑 /
	
P1 	:응. /
	
P0 	:(()) / 또 뭐지 가방? /
	
P1 	:가방은 /
	
P0 	:슈펜에서 /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:슈펜에서 ((샀어)) /
	
P0 	:에코백 같은 거 /
	
P1 	:(()) / 그거 이미 있잖아. /
	(note : 발화겹침) (()) /
	
P0 	:아 한번 더 따른 거 뭐 있나 /
	
P1 	:있으니까 한번 더 아 있나? /
	
P0 	:나왔나 새 상품이 나왔나 보고 싶다는 거지. /
	
P1 	:맞아. /
	(note : 발화겹침) (()) /(note : 발화겹침) 그래 거기에 /(note : 발화겹침) 아 반디앤루이스 자리에 다이소가 들어 왔지? /
	
P0 	:어 그 옆에 슈펜 /
	
P1 	:음 /
	
P0 	:그리고 또 뭐 살 거 없나? /
	 (()) / 사야 될 게 /
	
P1 	:어. /
	
P0 	:너 뭐 사야 될 거 너 없어? /
	(note : 발화겹침) 사 줄 때 말을 해. /
	
P1 	:나? /
	(note : 발화겹침) (()) /
	
P0 	:(()) /
	
P1 	:언니 진짜 다 사줄 수 없잖아 {laughing} /
	
P0 	:사 달라고 할 때 사 준다고 할 때 아니 너 갖고 싶은 거 뭔데? /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:나? /
	
P0 	:어. /
	
P1 	:나 젝시믹스 브라탑 /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:얼만데? /
	
P1 	:(()) /(note : 발화겹침) 그거 원 플러스 원 하는 거 가서 오늘 보자 그럼 응 응 응 /
	
P0 	:아 보고 오늘 본다고? /
	(note : 발화겹침) 아 그래. /
	
P1 	:(()) / 오늘 보면 / (()) / 그래 진짜 사 줄 수 있어? /
	
P0 	:아니 아빠한테 말해 {laughing} /
	
P1 	:(()) /
	
P0 	:아이 사 줄 수 있지 사 줄 수는 있는데 /
	
P1 	:(()) /
	
P0 	:너가 또 안 입고 막 /
	
P1 	:아 나 맨날 입어 나 맨날 똑같은 옷 입잖아. /
	
P0 	:(()) /(note : 발화겹침) (()) /(note : 발화겹침) 아 그리고 너랑 쇼핑 하기 힘들어. /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:왜? /
	
P0 	:너무 고민을 너무 많이 해. /
	
P1 	:원래 고민을 많이 하고 사야 돼. /
	 언니는 너무 금방 금방 지르는 경향이 있어 응 /
	
P0 	:어 나는 약간 그래. /
	
P1 	:(()) /
	
P0 	:그래서 나랑 쇼핑 하기 싫다는 거야? /
	
P1 	:아니 언니야 언니는 / 금방 금방 지르니까 뭐 내가 힘들 건 없지. /
	
P0 	:응. /
	(note : 발화겹침) (()) /
	
P1 	:근데 이제 /
	
P0 	:너 따라 다니는 게 나 너무 힘들어. /
	
P1 	:나는 /(note : 발화겹침) (()) /(note : 발화겹침) 음 /
	
P0 	:거기 의자도 없어 롯데몰 /
	
P1 	:(()) /(note : 발화겹침) 그치 (()) 없지. /
	 (()) / 그래 쪼끔 / (()) /(note : 발화겹침) 그래도 신중하게 선택하고 사야 되니까 응 /
	
P0 	:아니 그럼 너는 아 이렇게 하자 너는 / 쇼핑을 하고 있어 난 마트를 돌다 올게. /
	
P1 	:아 나 언니가 같이 봐 줘야 돼. /
	
P0 	:{laughing} 아 맞아 봐 줘야 되지. /
	
P1 	:어 봐 줘야 돼. /
	
P0 	:(()) /(note : 발화겹침) 사진을 찍어서 보내. /
	
P1 	:아니 언니도 레깅스 어차피 입고 할 거니까 그거 보고 언니 마음에 드는 거 /
	
P0 	:음 /
	
P1 	:색상이랑 종류 엄청 다양하니까 / (()) /(note : 발화겹침) 그런 것도 봐야 되지. /
	
P0 	:그냥 막 근데 피팅 해 봐서 /
	
P1 	:어 맘에 근데 안에 거울 있을걸 그래서 안에서 언니가 보면 돼. /
	
P0 	:아 그래? /
	
P1 	:(()) /(note : 발화겹침) 응. /
	
P0 	:피팅 해봐서 /
	
P1 	:응. /
	
P0 	:(()) / 너가 봐 안에서 같이 들어갈 수 있게 /(note : 발화겹침) (()) /
	
P1 	:그래도 되고 아니면 언니가 잠깐 나오면 내가 밖에서 봐줄 수 있지. /
	
P0 	:응. /
	(note : 발화겹침) 응. /
	
P1 	:(()) / 응 나도 / (()) /(note : 발화겹침) 하면은 같이 옷 입어 보고 /
	
P0 	:몇 개 입어 볼 수 있는 거지? /
	
P1 	:어 몇 개 입어 볼 수 있어 아니 레깅스 다 입어 볼 수 있어. /
	
P0 	:(()) /(note : 발화겹침) 응. /
	(note : 발화겹침) 그럼 늘어나면 어떡해? /
	
P1 	:그럼 거기서 알아서 하겠지 {laughing} 어 /
	
P0 	:{laughing} 아 그래 물어주고 와야 되나? /
	
P1 	:{laughing} /
	
P0 	:{laughing} 그거랑 믹스 보고 /
	
P1 	:레깅스는 원래 늘어나는 거니까 뭐 /
	
P0 	:아 / (()) / 그리고 / 다이소 ((문)) 다이소 먼저 갈까 그럼? /
	
P1 	:다이소 다이소 언니는 뭐 볼 거 없잖아 그냥 구경할 거 아니야? /
	
P0 	:응. /
	(note : 발화겹침) 응. /
	
P1 	:(()) /(note : 발화겹침) 그 나 선풍기만 잠깐 보자. /
	
P0 	:탁상용? /
	
P1 	:(()) /(note : 발화겹침) 응 근데 이제 또 사기엔 또 돈이 아까 울 것 같긴 하다 그치? /
	
P0 	:응. /
	(note : 발화겹침) (()) /(note : 발화겹침) 응. /
	
P1 	:언니 걸 당근에 팔고 /(note : 발화겹침) 내 거 내 걸 새로 살까? /
	
P0 	:당근에 또 팔아? /
	(note : 발화겹침) (()) / 아니 아니. /
	(note : 발화겹침) (()) /
	
P1 	:그거 바람이 ((너무)) /
	
P0 	:그거 팔리지도 않아 사실 /
	
P1 	:(()) /(note : 발화겹침) 그래? /
	
P0 	:오천 원이어서 /
	
P1 	:(()) /(note : 발화겹침) 아니 한 천 원 이천 원에 올려야지. /
	
P0 	:아 노 노 노 / (()) / 사지마. /
	(note : 발화겹침) (()) /
	
P1 	:(()) /
	
P0 	:그럼 그걸 줄게 저번에 샀던 선풍기 /
	
P1 	:뭐? /
	
P0 	:코드 꽂는 거 /
	
P1 	:그거 너무 내 화장대 화장대 되게 조그만데 /
	
P0 	:그거 시끄럽기는 해 근데 /
	
P1 	:반 이상 차지해서 /
	
P0 	:(()) /(note : 발화겹침) 어렵네. /
	
P1 	:그래서 그 난 그거 사고 싶은 거야 클립용 /
	
P0 	:(()) /(note : 발화겹침) 뭐 꼽는 거? /
	
P1 	:응. /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:클립을 사다 사고 /
	
P1 	:응. /
	
P0 	:젝시믹스 몇 층이야 알아? /
	
P1 	:이 층인가 /
	
P0 	:거기가 삼 층 일 거야 다이소가 /
	
P1 	:그럼 이 층이야. /
	(note : 발화겹침) (()) /
	
P0 	:이 층? /
	
P1 	:그 연결통로 애경에서 연결 연결통로 가서 바로 /
	
P0 	:아 /
	
P1 	:(()) / 바로 있어 안쪽으로 들어가면 근데 젝스믹스 그것도 세일 할 때 가야지. /
	
P0 	:오늘 세일하는 거 아니야 몰라 아직 세일 했는지 안 했는지? /
	
P1 	:아 근데 거기 항상 세일을 하긴 하는데 /
	
P0 	:아 가 보자고 일단은 /
	
P1 	:(()) /(note : 발화겹침) 그걸 어 그걸 봐야 돼 근데 항상 세일 하는 상품이 있긴 할 거야 원 플러스 원하는 상품이 있긴 해. /
	
P0 	:음 /
	
P1 	:그래서 보고 /
	
P0 	:또 뭐 해? /
	
P1 	:어 나도 나도 입어보고 싸이즈를 좀 제대로 보고 싶어. /
	
P0 	:(()) /(note : 발화겹침) 응. /
	(note : 발화겹침) 알아 놔야지 그 온라인으로 살 수 있잖아. /
	
P1 	:온라인으로 살 수 있지. /
	
P0 	:(()) /(note : 발화겹침) 음 /
	
P1 	:싸이즈를 제대로 알아야 /
	
P0 	:(()) /(note : 발화겹침) 온라인으로 사든지 말든지? /
	
P1 	:(()) /(note : 발화겹침) 그러 어 그러니까 왜냐면 그게 생각보다 /
	
P0 	:(()) /
	
P1 	:짝게 나오거나 그러면은 좀 큰 사이즈를 사야 되기도 하고 그러니까 /
	
P0 	:음 / 그래 그럼 거기 갔다가 / 끝 / (()) / 먹지도 못 하니까 /(note : 발화겹침) (()) /
	
P1 	:그치. /
	(note : 발화겹침) (()) /
	
P0 	:쇼핑 끝 /
	
P1 	:그렇지 음 /
	
P0 	:오늘 또 공구우먼에서 /
	
P1 	:응 뭐 봤어? /
	
P0 	:(()) /(note : 발화겹침) 그거 바지가 뭐가 새로 나왔다 치만가 뭐 새로 나왔더라고 원피스인데 하나 /
	
P1 	:어 어 어 어. /
	(note : 발화겹침) 어 어. /
	
P0 	:그거 아빠 그 때 입을까 말까 지금 /
	
P1 	:아 언니 원래 뭐 입을려고 그랬지 아빠 잔치 때? /
	
P0 	:몰라 아직 생각 안 했어. /
	
P1 	:허 근데 사야 /
	
P0 	:(()) /(note : 발화겹침) 밖에서 하니까 /
	
P1 	:그러니까 근데 /
	
P0 	:그래서 옷을 보러 갈려고 하는 거야. /
	
P1 	:(()) /(note : 발화겹침) 아 아 그럼 오늘 보자. /
	 (()) /(note : 발화겹침) 그래 그래. /
	
P0 	:그리고 아니 근데 공구우먼에서 그 인터넷 쇼핑 거기서 /
	
P1 	:어 뭐 봤어? /
	(note : 발화겹침) 어 어 어 어. /
	
P0 	:(()) /(note : 발화겹침) 뭐지 그 워 원피스가 하나 있는데 그거를 지금 살까 말까 생각 중 /
	
P1 	:응. /
	(note : 발화겹침) 꽃무늬야? /
	
P0 	:아니 절대 아니야 어 /
	
P1 	:(()) /(note : 발화겹침) 꽃무늬 아니야 아 그래 그럼 이따가 /
	
P0 	:(()) /(note : 발화겹침) 그냥 그냥 후드에 아 후드래 그 맨투맨 같은 데에다가 /(note : 발화겹침) 치마 붙어 있는 건데 /
	
P1 	:약간 트레이닝복 느낌인가? /
	
P0 	:스읍 모르겠어. /
	
P1 	:(()) /(note : 발화겹침) 맨투맨에 /
	
P0 	:근데 핫핑보다는 나는 차라리 공구우먼에서 /
	
P1 	:(()) /(note : 발화겹침) 아 공구우먼이 훨씬 낫지. /
	
P0 	:(()) /(note : 발화겹침) 거기서 사는 게 나을 거 같애 차라리 /
	
P1 	:어 어 공구우먼이 훨씬 낫지. /
	 (()) / 그래. /
	(note : 발화겹침) 한번 보고 그 이따가 나가서 한번 찾아보고 /
	
P0 	:응. /
	(note : 발화겹침) (()) /(note : 발화겹침) 응. /
	(note : 발화겹침) (()) /(note : 발화겹침) 너가 찾아 줘 한번. /
	
P1 	:응 그리고 이따 돌아다니면서도 한번 롯데몰 보고 /
	
P0 	:응. /
	
P1 	:(()) /(note : 발화겹침) 괜찮은 거 있으면은 /
	
P0 	:넌 뭐 입을 건데? /
	
P1 	:(()) /(note : 발화겹침) 나 나는 /
	
P0 	:넌 입을 옷 있어? /
	
P1 	:아니 난 생각 중이야 근데 그 할머니 집에서 하잖아. /
	
P0 	:뭐? /
	(note : 발화겹침) (()) /(note : 발화겹침) 응 맞아. /
	
P1 	:(()) /(note : 발화겹침) 그럼 할머니 집에서 자고 오면은 편한 옷을 또 입어야 되나. /
	
P0 	:어. /
	(note : 발화겹침) (()) /
	
P1 	:근데 생각해 보면 근데 생각해 보면 자고 올 /
	
P0 	:그래서 옷 사기가 좀 그래. /
	(note : 발화겹침) (()) /(note : 발화겹침) 응. /
	(note : 발화겹침) (()) /
	
P1 	:맞을 수도 있어 그 다음 주가 바로 추석이야. /
	
P0 	:아 그러면 사진 사진 찍을려고 사는 거지 옷을 /
	
P1 	:그러니까 /(note : 발화겹침) 그니까 ((그냥)) 나는 할머니 집에서 만약에 자고 가게 되면 /
	
P0 	:응. /
	
P1 	:이쁜 옷 사고 그럴려고 했는데 굳이 /
	
P0 	:응. /
	
P1 	:할머니 집에서 자고 와야 되면은 그럴 필요가 없으니까 어 /
	
P0 	:아 그치 굳이 살 필요는 없어. /
	
P1 	:근데 안 자고 오면은 /(note : 발화겹침) (()) /
	
P0 	:아 그래서 나도 고민 된다는 거야. /
	
