# FILE DATA
ID : SDRW2100003593
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211026
topic : 취직 > 준비중인 취직활동,컴퓨터활용능력 자격증,다니고있는 학원,공기업 취업

# SPEAKER_INFO
id : SD2103547
age : 20대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대졸

id : SD2103548
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
education : 대졸

# SETTING
relation  :  친구


P0 	:니 어디 취직할 거야? /
	 이번에 {laughing} 그래서 다음 달에 다시 할라고 하는데 / ((이게)) 자격증 없으면은 / 서류조차 못 내니까 중소라도 / 너무 힘들다. /
	
P0 	:근데 니 학원 다닌 건 국비로 다닌 거야 아니면 사비로 /
	
P1 	:나 전부 다 국비 / 내일배움카드 해 가주구 / 근데 그게 / 부산에도 / 그 있는 거 같던데 그거 니도 한번 신청해 가주구 / 다니면 좋을 거 같은데 /
	
P0 	:근데 내가 / ((그냥)) 일주일 하고 그만둔 게 그거야 {laughing} 내일배움카드 /
	
P1 	:근데 그거 출석률 다 못 채우면은 니 돈으로 메꿔야 되는데 /
	
P0 	:근데 내가 그때 그 따른 인턴 하나 들어왔어 가주구 / 취업으로 종료가 되서 가주구 나한테 / 그 부담 되는 건 ((x)) 없었던 거 같어. /
	
P1 	:음 / 나는 그거 / 출석률 안 마쳐지면은 내 돈으로 -내- / 내야 된다고 해 가주구 {laughing} / ((그)) 악착같이 다 다녔어. {laughing} / 한 번도 안 빠지고 {laughing} /
	
P0 	:나도 다니다가 / 그 인턴 합격했다고 해 가지구 / 그냥 그 고용청에 인턴 합격해서 / {laughing} 종료로 끝내고 싶다 이렇게 하고 / 학원에서 오는 근데 / 연락이 바로 안 가는 거 같더라고 고용청에서 학원으로 / ((xxx)) 학원에서 계속 연락 와서 한 세 번 정도 / 팅구다가 / 아 저 취업해 가지구 못 다녀요 하고 끝냈었다고. /
	
P1 	:근데 그게 내을 내일배움카드 그거는 / 그 원래 사회 초년생들 / 쓰라고 만든 카드거든. /
	 실직자나 / 그래 가주구 그냥 그거 상관없이 다니라고 / 학원에서 문자가 갔을걸. /
	
P0 	:((근데)) 난 이미 마음이 떴었어. /
	 {laughing} 그리고 재택 그때가 /
	
P1 	:{laughing} /
	
P0 	:그때도 데이터 관련이 왔는데 이제 재택근무라서 / 더 마음이 떴던 거지 아 내가 이제 공부하면서 할 수 있겠구나. /
	
P1 	:근데 안 했잖아. /
	
P0 	:근데 안 했지. /
	
P1 	:{laughing} /
	
P0 	:근데 지금 공기업 같은 것도 / 근데 니도 공기업 한번 생각해 봐도 좋을 거 같애. /
	
P1 	:아 내가 공기업을 생각을 안 해 본 거는 아닌데 / 아~ 근데 / 내가 지금부터 시작을 할라고 하면은 뭔가 쫌 / 나는 아직 토익도 안 했고 한국사도 안 했고 / 컴활도 이것밖에 없고 이래 가주구 시작을 할려는 게 그 / 뭐래야 되지? /
	 그 시작을 하기가 쉽 어렵다 지금 마음먹기가 / 그냥 빨리 취업해 가지구 돈 벌어야지 약간 그래서 / 알아보는 곳도 창원이나 저기 부산 쪽에 / 그냥 중소기업 경리 회계 자리 이런 데만 알아보고 있고 / 근데 거기도 생각보다 자리가 별로 없어서 /
	
P0 	:근데 그걸 하고 그~ / 내가 내가 봤던 게 백 프로 정답이라고 할 순 없는데 / 내가 인턴했을 때도 / 그 따른 뭐 / 대리님이나 주임님들 보면은 / 그 사기업에서 한 오육 년 오육 년 정도 일했다가 / 여기에 신입으로 드 스 필기 쳐서 들어오신 분도 있고 / 왜냐면 그분들은 이미 쫌 / 짬이 있다고 해야 되나 그런 게 있으니까 / 필기가 막 그렇게 어렵게 느껴지시진 않는 거지. /
	 ((그x)) 그런 것도 있고 아니면 경력으로 / 공기업으로 이직하시는 분들도 있더라고. /
	
P1 	:((그게)) 내 친구도 그 / 공기업에서 공단 거기서 인턴을 했거든. /
	 근데 &name&가 그때 스물다섯 살인데 / 제가 지가 제일 어렸다고 나도 내보고 / 지금부터 시작해도 괜찮다고 ((막)) / 그런 얘기를 해 주긴 하더라고 거기 / 시작하는 사람들이 보통 전부 다 스물 한 여덟 / 이렇게부터 시작한데 거기는 / 준비 기간이 길어 가주구 /
	
P0 	:난 그때 인턴했을 때도 그렇고 / 지금 아예 다른 데 인턴인데도 ((xx)) 내가 제일 어려. /
	 그때보다 내가 한 살 더 먹었는데도 / 내가 제일 어리고 / 근데 또 이게 약간 장단점 있는 게 / 어려서 난 지금부터 하면 된다 라는 생각도 있고 / 아니면은 아~ 내가 / 그 사람들이 스물아홉이나 서른 때 그런 말을 해 주시니까 / 뭔가 그때까지 안전하다고 스스로 약간 생각해서 / 준비가 느려지는 거 같기도 하고 / 좀 약간 이중적인 생각 /
	
P1 	:아 근데 진짜 / 안일해질 것 같긴 해 나도 약간 그런 소리 들으면은 / 귀 얇아 가지고 /
	
P0 	:그렇지 근데 그렇게 하더 뭔가 / 내가 작년부터 완전 빡시게 빠바박 했으면 / 지금은 취직했었을까 라는 생각도 들고 / 근데 또 내가 그렇게 못 했을 걸 아니까 / 그때 내가 쫌 여행 다니고 논 게 / 오히려 그때 젊을 때만 할 수 있는 거니깐 / 직장 다니면은 그렇게 자유롭진 않으니깐 / 그게 낫다 싶기도 하고 /
	
P1 	:그렇지 근데 / 아 / 그 / 어릴 때 / 나도 약간 그런 생각으로 쫌 많이 안일했었거든. /
	 그 학교 다닐 때도 지금 아니면 언제 놀아 이러면서 / 어차피 계속 일할 텐데 이러면서 논 게 너무 후회가 돼 가주구 / 나는 지금이라 이라도 붙어 그냥 / 그 그냥 중소 갈 수 있는 / 최소한의 자격증 / 그냥 세무 이급까지 따 가주구 들어갈 생각인데 / 어~ 지금 생각해 보면 공기업도 근데 나쁘진 않은 거 같다. /
	 한국사부터 시작하면은 내가 또 / 한국사를 싫어하는 게 아니니까 / 그거부터 시작하면은 될 것 같기도 한데 / 근데 또 공기업 들어가면은 그 십오 년인가 / 그 순환 / ((해)) 전국으로 돌아다녀야 되는 거 아냐? /
	
P0 	:근데 그게 지방 공기업은 괜찮고 이제 / 뭐 그 뭐 / 국토정보공사나 지점이 여러 군데 있는 데는 / 순환 근무고 / 뭐 부산교통공사나 / 이제 부산에 베이스를 두고 있는 데는 / 굳이 순환을 하지 않아도 되는 거지. /
	
P1 	:아~ 부산에 있는 데는 그럼 그냥 계속 부산에서만 일하는 건가? /
	
P0 	:음 다른 지점이 없으니까 서울이나 이런 데 없고 / 만약에 뭐 / 국토정보공사는 서울에도 있고 순창에도 있고 다 있으니까 / 십오 년마다 순환을 할 수 있는 거지. /
	
P1 	:음 / 나도 오늘부터 그럼 공기업 준비해 볼까 같이 /
	
P0 	:{laughing} 누가 보면 내 취업한 지 알겠다 {laughing} /
	
P1 	:{laughing} / 아니 나도 그~ 까페 이런 데서 막 / 맨날 독취사 이런 데 있다 아이가? 그~ / 독하게 취업하는 사람들 약간 거기서 맨날 후기만 보거든. /
	 그 요기 합격했어요 여기 자소서 어떻게 쓸까요 이러면서 / 근데 내가 아직 제대로 된 자소서를 한 번도 써 본 적이 없어 가주구 / 솔직히 지금 다른 데 그냥 요기 / 지원할려고 해도 쫌 / 걱정이 되는 건 사실 /
	
P0 	:근데 나 얼마 전에 취업 컨설팅 받았었거든. /
	 그~ 인턴 하는 데서 해 준다 해 가지구 / 컨설팅에서 면접 ((내)) 그때 / 부교공할려고 썼던 거를 드렸어. /
	 근데 거기서 / 계속 괜찮다고 해 주시는 거야 괜찮은 거 같다고 원래 이 정도로 쓰는 사람 없다고 / 근데 이게 내 자랑이 아니고 내가 봤을 때는 너무 / 아~ 난 요기서 질문 들어오면 막힐 거 같은데 약간 그런 게 있어서 / 쫌 자소서도 쫌 자기가 녹여 내게 써야 될 거 같애. /
	 무조건 잘 쓴 남이 봤을 때 잘 쓴다기보다는 / 면접을 생각하고 써야 되는 그런 거 /
	
P1 	:아니 그래서 내가 자소 저번에 학교에서 한번 연락이 왔었거든. /
	 그~ 자소서 / 봐 준다고 그~ 요새 학교에서 맨날 카톡 온단 말이야. /
	 그래 가주구 그때 알겠다고 했었는데 / 그~ 양식을 보내 주대 엇 / 뭐 경험 막 이런 거 어떻게 써야 되는지 / 아~ 근데 그거를 봐도 너무 막막한 거야 그냥 / 그 첫 줄을 쓰는 게 너무 / 한 번도 써 본 적이 없어 가주구 / 너무 막막한데 이거를 어떻게 쓰면 / 될까 {laughing} /
	
P0 	:근데 내가 컨설턴트는 아니지만 /
	
P1 	:{laughing} /
	
P0 	:약간 먼저 써 본 팁으로는 / 그냥 니가 / 그래도 이 정도는 내가 노력하면 갈 수 있겠다 하는 / 공기업 마지노선이나 중소 중에 쫌 괜찮은 데 있잖아? /
	 그런 데가 공고가 떴을 때 / 니가 꼭 그때 자격이 안 돼서 너무 부족해서 / 지원을 못 하더라도 지원한다 생각하고 / 그냥 한번 진짜 써 보는 거야 그러면은 / 그게 더 약간 내가 이때 이 경험 쓸 수 있고 / 또 이것도 컨설턴트 가서도 / 내가 이렇게 써 봤는데 아예 써 봤는데요가 아니니까 / 그게 쫌 더 좋은 거 같애 진짜 한다 생각하고 써 보면 /
	
P1 	:내가 근데 막 니처럼 대외 활동을 하고 뭐 / 공모전 나간 거 이런 게 아니라 그냥 / 계속 알바만 해 가주구 / 그것도 걱정이 되고 어떻게 녹여 내야 될지 / 아 그래서 / 좀 걱정이 많다. /
	
P0 	:((x)) 대외 활동이나 공모전 / 나도 사실 많이 했다고 생각은 하는데 그거를 / 자소서나 면접에서 써 먹어 본 경험은 거의 없는 거 같애. /
	
P1 	:아 진짜 /
	
P0 	:긍까 오히려 / 그냥 알바했던 경험 있잖아 왜냐면 그 사람들은 내가 / 대외 활동을 하고 ((어디서서)) 상 받았고 / 금상 받은 거 별로 안 중요하거든. /
	 그 회사 와서 일 잘하는 사람 좋아하니까 / 그냥 나도 알바했던 경험 위주로 쓰고 / 그~ 뭐 / 인턴했던 경험 위주로 쓰고 걍 일한 위주로 썼던 거 같애. /
	
P1 	:((그래)) 요새는 지금 그~ 보는 것도 전부 다 실무 / 이런 거 경력 중요하다고 해 가주구 / 그~ 공채를 아예 없앴다고 하던데? /
	 그냥 그~ 수시 채용만 한다고 / 그~ 경력 본다고 / 그래 가주구 아~ 나도 지금 알바를 다시 구할려고 하는 게 / 사무 보조 알바할라고 / 그런 거 요새 찾아보고 있거든 그냥 나도 / 그~ 사무 보조 알바가 한 육 개월에서 일 년 정도 하면 그것도 어떻게 보면은 / 사무직 갈라면 경력이 되니까 / 그래 가주구 이제는 / 알아볼려는 알바가 그냥 진짜 / 급하게 돈 벌려는 거 말고 약간 이제 내한테 / 도움 되는 알바 알아볼라고 / 노력하고 있는데 그럼 니 인턴은 언제 끝나는 건데? /
	
P0 	:인턴은 십이월 중순에 끝나는데 이거 한 / 오 개월 육 개월 했는데 근데 이게 / 그~ 일 경험 이런 거라서 / 긍까 전에 했던 거는 사대 보험에 들어가서 경력으로 인정이 되는데 이번 꺼는 / 경험으로 인정이 돼서 / ((xx)) 경력 기술서에는 못 쓰고 / 경력 산정은 안 되는데 긍까 내가 자소서에 써 먹을 수 있는 거 / 그렇게 되는 거 같애. /
	
P1 	:그럼 인턴 끝나고는 뭐 할 거야? /
	
P0 	:인턴 끝나고는 아까 얘기했던 컴활 / 이런 거 생각하고 있는데 나 아직 면허도 없어서 / 면허가 없으니까 교통 관련한 / 공기업에 지원이 아예 안 되더라고. /
	 면허가 있어야 지원을 할 수 있는 자격이 있어서 / ((그래서)) 그거 두 개 생각하고 있지. /
	
P1 	:아~ 근데 면허는 / 면허는 근데 따도 쓸 그게 없긴 하다. /
	 어뜨케 보면 / 곧 교통 그쪽으로 갈 거 아니면 / 그냥 /
	
P0 	:근데 토익도 / 아~ 점수를 더 올려야 되는데 이게 / 내가 토익이 하는 만큼 안 나오니까 / 긍까 내가 하고 싶은 건 공기업 가서 일을 하고 싶은 건데 / 공기업 필기 시험은 따로 있고 / 또 다른 그걸 하 합격학 / 필기를 합격하기 위한 필기 공부랑 또 다른 게 너무 많으니까 / 그~ 오~ 나는 쫌 요즘에 / 토익을 안 보는 공기업을 생각하고 ((있다)) /
	
P1 	:토익을 안 보는 공기업이 /
	
P0 	:((긍깐))((그러니깐)) 토익이 가산쩜도 아니고 최소 조건도 아닌 데가 캠코 / 그~ 한국자산관리공사는 근데 거기는 / 그~ 공기업이 엔씨에스 공부를 해야 되잖아? /
	 엔씨에스도 아예 안 보고 걍 전공만 보더라고. /
	
P1 	:어~ 그런 데가 있어? /
