# FILE DATA
ID : SDRW2100000637
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211019
topic : 우정 > 서로와 친구의 근황, 결혼에 대한 가치관

# SPEAKER_INFO
id : SD2100541
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 서울
education : 대졸

id : SD2100542
age : 30대
occupation : 무직/취업준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P0 	:요새 &name1& 누나 잘 지내? /
P1 	:별 얘기는 아닌데 / 그냥 이것저것 얘기 많이 하는 거 같애. /
	 그냥 / 최근에는 무슨 얘기했더라? /
	 어제 / 어제는 / 그냥 날씨 얘기도 하고 / 뭔가 최근에 이거 봤는데 좋았다라고도 얘기하고 /
	
P0 	:아 뭐 별 그렇게 뭐 깊은 얘기는 안 하나 보네? /
	
P1 	:깊은 얘기는 또 깊은 얘긴데 그거는 / 프라이버시니까. /
	
P0 	:아 그래? /
	 프라이버시라 얘기하기가 쫌 그렇나? /
	
P1 	:그치 {laughing} /
	
P0 	:되게 궁금하긴 하다. /
	 둘이 무슨 얘길 했는지가 쫌 되게 궁금하긴 했었거든. /
	
P1 	:그래도 이런저런 얘기 되게 많이 하는 거 같은데. /
	 그거는 인제 / 나랑 &name2& 쌤 사이에 / 대화니까 {laughing} /
	
P0 	:아 뭐 인생 얘기 이런 것도 많이 해? /
	
P1 	:그런 것도 하고 취미 얘기도 하고 / 아니면은 우 오늘 뭐 했는지도 얘기하고 /
	
P0 	:아 &name& 누나랑은 요새 / 바빠서 연락을 많이 안 하고? /
	
P1 	:아니 &name1&이랑도 그래도 자주 / 연락하는 편이야. /
	
P0 	:아 전화 자주 하잖아 &name1& 누나 /
	
P1 	:나는 대화를 ((좀)) 더 많이 하는 거 같애 그냥 톡으로 /
	
P0 	:아 그래? /
	 가끔씩 그 수업 끝나면 전화할 때 있지 않아? /
	
P1 	:어 가끔? /
	 근데 / 나는 인제 톡으로 더 많이 하는 거 같애. /
	
P0 	:아 카톡으로 막 얘기하면 막 불편하고 그러지 않아? /
	
P1 	:어 근데 카톡으로도 / 충분히 대화하는 게 어렵진 않았던 거 같애. /
	
P0 	:아 그랬구나. /
	 난 요새 / 그때 이후로 뭔가 / 카톡 하기가 살짝 / 뭔가 쫌 불편해진 게 있어 가지고 / 그렇게 막 뭔가 편하게 뭔가 얘기를 막 그렇게 하고 / 그러진 못 했거든. /
	
P1 	:근데 그건 너가 그런 거고 / 그냥 연락하면 될 거 같은데. /
	
P0 	:아 그래서 연락 한 번 확인했었어 근데 / 생각보다 되게 잘 받아 주더라고. /
	
P1 	:그치 그거는 너의 생각인 거 같애. /
	
P0 	:그랬구나 나도 / 그러게 쪼금 걱정을 하긴 했는데 그래도 / 다행히 나도 ((이)) / 지나고 난 뒤에 마음이 쫌 많이 편해지기도 하고 / 그래서 나에 대한 편견이 뭔가 생기지 있지 않을까? /
	 고민을 많이 했는데 / 그런 게 다행히 아닌 거 같애서 너무 쫌 그래도 / 마음을 / 조금 놓았던 거 같애 되게 /
	
P1 	:그치. /
	 너는 그러면은 / 요새 그냥 사람((들)) / 그 수업 듣는 사람들이랑은 자주 놀러 다니는 편이야? /
	
P0 	:사람들이라기 보다는 / 우리 집 근처에 사는 사람 있다라고 했잖아? /
	 그 / 두 명이 있는데 / 되게 성격 좋고 뭔가 나랑 잘 / 대화가 잘 통한다라는 생각이 들어서 / 자주 / 학원에서도 얘기 하고 끝나고도 같이 / 밥도 자주 먹고 / 그리고 같이 / 도림천 걸으면서 얘기도 많이 하고 그러고 있어. /
	
P1 	:도림천이 근처에 있다고 했지? /
	
P0 	:저번에 누나도 같이 갔었잖아 거기 /
	
P1 	:아 거기가 도림천이였구나. /
	
P0 	:어. /
	
P1 	:아 맞어. /
	 우리 동네는 홍제 홍제천 있어. /
	
P0 	:홍제천? /
	
P1 	:어. /
	
P0 	:아 그래 홍제 {laughing} 거기에도 뭐 강이 있나 보네? /
	
P1 	:어 홍제천 되게 유명해 한강까지 이어져 가지고 / 사람들 많이 / 거기서도 러닝도 하고 자전거도 타고 /
	
P0 	:아 그래서 거기 그쪽이 되게 / 공기가 되게 좋은 거였구나. /
	
P1 	:그거는 산이 많아서 그런 거 같기도 한데 / 그래도 뭐 사람 나도 홍제천 걸 걷거나 / 아니면 따릉이 타고 (()) 가거든? /
	(note : 발화겹침) 근데 재밌더라고 /
	
P0 	:아 그랬구나. /
	 그러면은 / 주로 누나는 뭐냐? /
	 어. /
	 그 같이 수업 듣는 사람 말고 / 혹시 누구랑 혹시 자주 연락을 하는지가 궁금했었거든. /
	
P1 	:나는 친구들이랑 자주 연락을 하는 편인 거 같애. /
	 중학교 친구랑 가장 친해 가지고 / 거의 매일? /
	
P0 	:아 중학교 친구랑 아직까지 연락을 하는 사람이 있다는 거지? /
	
P1 	:어. /
	
P0 	:아 그 친구는 뭐해? /
	
P1 	:그 친구는 직장 다니지. /
	
P0 	:어디 서울에서? /
	
P1 	:집이 서울이니까 {laughing} 서울에 직장을 구해서 /
	
P0 	:어. /
	
P1 	:서울 다니고 있지. /
	
P0 	:아 그랬구나 나는 / 그래도 서울 내가 올라온 지 꽤 돼 가지고 나도 / 십팔 년도 십이 월에 와 가지고 / 되게 / 사람들 많이 만나고 연락하는 사람도 많이 / 지금은 생겼거든 근데 / 그럼에도 불구하고 아직까지는 내가 / 평택에서 왔다 보니까. /
	 그쪽에 친구가 많아서 / 연락은 하는데 그냥 다 / 거기서 그냥 아직까지 눌러사는 애들이 많은 거 같애. /
	
P1 	:보통 집 근처로 마 구하는 게 많다 보니까. /
	 다들 그러지 않을까 그게 편하기도 하고 /
	
P0 	:음. /
	 물론 뭐 그런 것도 있겠지만 성향 자체가 / 약깐 / 나랑은 쫌 다른 거 같애. /
	 걔네들이 생각하는 게 / 약깐 쫌 지금 멀리 가는 거 별로 안 좋아하고 / 뭘 별로 그렇게 도전하는 거 그렇게 좋아하진 않고 / 그냥 안정적으로 그냥 사는 거 그냥 그거에 되게 만족하는 거 같더라고. /
	 얘길 들어보면 /
	
P1 	:솔직히 그런 친구들 많기는 하지 주변을 봐도 보면은 / 근데 약깐 안정적인 게 나쁜 것만은 아니니까. /
	
P0 	:아 안정적인 게 되게 중요하지 삶에 있어서 / 근데 뭐 각자 / 뭐 추구하는 가치는 다른 거니까 그런 거는 / (()) / 괜찮긴 한데 이제 / 가끔씩 이제 쫌 답답할 때가 없지 않아 있긴 있지. /
	 너무 막 / 그쪽에만 막 박혀 있을려고 하면은 / 막 서울 한 번 놀러 오라고 해도 막 / 귀찮아서 안 올려고 하고 이러면 쫌 답답하긴 하더라고. /
	
P1 	:아 친구들이랑 많이 / 놀고 이제 놀러 와 줬으면 하는데 안 오는구나. /
	
P0 	:나는 이제 / 일요일 날 한 이 주에 한 번씩 족구하니까. /
	 내가 평택을 가거든 일요일마다 / 공 차러 / 이제 그럴 때 내가 이제 가서 뭐 애들 얘기해 보면은 그냥 / 서울 올라가서 한 번 놀자 이렇게 {laughing} 얘기하면은 / 애들이 뭔가 반응이 그렇게 / 약깐 / 시원치 않은 거 같애 요새 뭐 회사 일도 바빠서 그런지 뭐 / 그런 건 모르겠는데 아무튼 / 쫌 약깐 멀리 가는 거 별로 안 좋아해. /
	 애들이 / 그리고 요새 애들이 다 차가 생겨 가지고 /
	
P1 	:그치 차가 있으면은 / 쫌 더 / 멀리 갈 수 있는데 서울은 차가 있으면 쫌 복잡하니까 그럴 수도 있겠다. /
	 근데 / 그래도 뭔가 대화하고 이러는 게 재밌지 않아? /
	 친구들이랑 만나고 하면은? /
	
P0 	:저번에 그래서 / 오랜만에 / 애들이랑 삽교천 갔다 왔어. /
	
P1 	:나 삽교천 / 그쪽에도 삽교천이라 해 가지고 / 이제 걸어 다닐 수 있도록 만들어 놓은 데가 있구나. /
	
P0 	:아니 그런 게 아니라 삽교천 / 그 서해대교라고 있어. /
	 경기도랑 충청도랑 이어지는 긴 다리가 있는데 / 평택에서 ((내가)) 가깝거든. /
	 근데 애들이 이제 차가 있으니까. /
	 그런 데는 이제 쫌 가기가 편해져 가지고 가서 / 조개구이 먹고 가서 {laughing} / 거기 놀이공원 있거든 가 가지고 오랜만에 뭐 바다도 보고 / 같이 {laughing} 놀이기구도 타고 그래 그래 바람 쫌 쐬고 왔던 거 같애. /
	
P1 	:아 그 삽교 있는데 말하는 거구나. /
	
P0 	:어 거긴 안은 아네. /
	
P1 	:어 맞아 삽교 나 우리 집은 / 태안 같은데 놀러 갈 때 / 중간에 쉬는 지점으로 해 가지고 /
	
P0 	:어. /
	
P1 	:자주 가긴 했었거든. /
	
P0 	:평택이 그건 좋아. /
	 서해바다가 / 바로 옆에 있어서 / 갯뻘이 잘 돼 있고 / 그 / 뭐라고 ((해야)) 되나? /
	 약깐 해산물 / 낙지나 이런 거 조개 같은 거 진짜 / 맛있게 하는 집들 많이 있어 그 근처로 가면 /
	
P1 	:약깐 친구들이랑 놀러 가기 좋은 거 같네 진짜 /
	
P0 	:어 근데 꼭 그런 건 아니야. /
	 왜냐면은 / 거기를 이제 뭐 / 자주 가긴 쫌 그래 가지고 그냥 일 년에 한두 번 정도 가기 나쁘지 않은데 / 그거 이후에는 이제 너무 서울보다 많이 / 떨어지는 건 사실이지 인프라가 /
	
P1 	:제 서울은 할 수 있는 게 쫌 많다 보니까. /
	 약깐 그런 까페라든지 이런 것도 잘 돼 있고 /
	
P0 	:그렇지 나는 그래서 항상 느낀 건데 / 난 진짜 단 한 번도 후회해 본 적이 없는 거 같애. /
	 혼자 산다는 게 그렇게 쉬운 게 아니거든. /
