# FILE DATA
ID : SDRW2100003057
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211025
topic : 우정 > 주변 친구들 성격 및 관계

# SPEAKER_INFO
id : SD2103029
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
education : 고졸

id : SD2103030
age : 20대
occupation : 학생
sex : 남성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
education : 대재

# SETTING
relation  :  친구


P0 	:그 우리가 처음 만난 게 / 그 /
P1 	:나는 나도 애들 성격 보거나 막 그래 가지고 / 아니면 뭐 취미 같은 거 잘 맞거나 / 그런 것도 있고 / 어 보면 거의 성격을 가장 많이 봤었지 옛날에 지금은 이제 / 이제 취미가 맞거나 그러는 애들끼리 놀기는 하는데 / 그래도 / 예전에 친구였었던 친구로 지낸 / 이제 예전에 그 고려대학교 친구하고 경찰 행정 ((xx)) / 경찰 행정쪽 저기 하는 친구하고 / 잘 지내니까 /
	
P0 	:응 어 취미가 맞는 친구면 / 보통 어떤 취미 / 어떤 취미를 중심으로 만나게 되나 사람을? /
	
P1 	:나 같은 경우에는 께임. /
	 컴퓨터 께임이라든가 아니면 따른 께임들 같은 거 / 그런 거지. /
	
P0 	:응 아니 나도 께임을 즐겨하는데 / 나는 쫌 / 께임을 되게 열심히 하는 편은 아니거든. /
	
P1 	:응. /
	
P0 	:그래서 쪼끔 다양한 / 다양하게 만나더라고 사람을 / 께임으로 만날 때도 있고 그냥 학교 학교에서 만날 때도 있고 / 또 학교에서 / 같이 수업 듣다 만나기도 하고 / 동아리 하면서 만나기도 하고 / 이 사람을 쫌 다양하게 만나게 되더라고 / 너는 쫌 께임 말고 다른 쪽으로 만나는 친구는 없어? /
	
P1 	:다른 쪽으로 / 거의 다른 쪽으로 만나는 친구는 없는데 또 / 내가 워낙 차도 좋아하다 보니까 / 께임 하면서 자동차 쪽 좋아하는 분들하고 만날 때가 있어 가지고 그 분들하고도 친하게 또 지내지. /
	
P0 	:음 / 어 그럼 그 분들하고 만나면 / 쫌 항상 차에 관해서 얘기하고 그러나? /
	
P1 	:응 연락하면은 차에 관에 대해서 얘기를 하고 아니면 께임에 대해서도 얘기를 하고 막 그래 /
	
P0 	:그렇구만. /
	 너는 살짝 내 / 뭐지? /
	 어~ / 인간관계에 대해서 쫌 궁금한 거 없어? /
	
P1 	:어~ / 나는 / 그 / 우리가 / 우리가 한 / 한 몇 년이지? /
	 몇 년 너 고 삼 되고 나서 몇 년 동안은 연락을 못 했잖아. /
	 그때 어떤 사람을 만났었고 / 어떤 / {clearing} / 무슨 무슨 일이 있었는지 나는 그게 궁금하긴 해 {laughing} /
	
P0 	:아 / 내가 / 뭐지 원래 초등학교 /(note : 발화겹침) 중 일 때까지 공부를 되게 열심히 했거든. /
	
P1 	:응. /
	
P0 	:근데 부모님께서 학원에 보내려 해 가지고 / 그때 쫌 반항심이 들어 가지고 공부를 다 놨어. /
	 그러다가 / 고 이 때 다시 공부를 했는데 고 삼 때 되니까 내가 많이 뒤쳐진 걸 알고 / 공부를 열심히 하려 했지 그러다 보니까 카카오톡도 지우면서 / 했고 / 그리고 일단 내가 / 있었던 일은 그게 다야 그냥 공부를 열심히 하려고 쫌 연락처를 / 연락을 많이 안 했어. /
	
P1 	:그러면 그 우리 연락 안 하면서 우리하고 연락 두절되면서 그때 동안 사람을 / 만나면서 살았는지 {laughing} 그게 또 궁금하기도 해. /
	
P0 	:아 사실 / 뭐 고 삼까지 학교는 다니니까 학교에서 오며 가며 만나긴 했는데 / 쫌 / 노는 거는 많이 안 했지 공부를 많이 하고 싶어서 / 그러다 보니까 / 뭐 아는 사람은 있어도 친하게 지냈던 사람은 많이 없었던 거 같애. /
	
P1 	:네 나는 / 나는 이게 질문이 / 내가 알고 싶었던 거였고 음~ / 이제 / 나 같은 경우에는 {laughing} / {laughing} / 공부를 해도 안 되니까 {laughing} / 나는 니가 참 대단하다고 생각해 열심히 해도 나는 솔직히 / 이제 내가 자동차를 좋아한다고 했잖아 자동차학과다 보니까 / 쫌 / 힘든 게 쫌 많아. /
	 그 수학적인 걸로 해야되다 보니까 /
	
P0 	:응. /
	 아무래도 / 그래도 너가 / 자동차 쪽으로 진로를 정하고 / 그래도 너가 자동차 쪽으로 진로를 정하고 그 쪽을 좀 더 파고 싶으면 / 지금이라도 쫌 / 어 / 자동차에 필요한 뭐 / 너가 정확히 자 자동차의 어떤 분야를 갈지 모르지만 / 자동차에 필요한 공부를 / 많이 하는 게 난 좋을 거 같애. /
	
P1 	:그래도 막 부품 같은 거나 그런 거는 그나마 쫌 알겠는데 / 이제 수학적인 공식 같은 거 계산하라고 하면 이제 거기서 멈추는 거지. /
	 보면 /
	
P0 	:사실 수학도 이게 / 그까 공부를 할 때도 사람을 잘 만나야 되는 거 같애 그냥 / 학교 선생님들 중에서도 걍 외워 -이- / 대충 설명하고 넘어가는 분이 있으면 되게 이해를 시키려고 노력하신 분도 있단 말이야. /
	 근데 / 전자에 말한 선생님을 만나면 인제 공부가 재미가 없는 거지. /
	 그래서 / 아이 뭐 여러가지가 있겠지만 / 만약 공부를 하게 됐고 / 어려운 게 있으면 / 뭐 내가 도울 수 있는 게 있으면 / 도와줄게 그니까 언제든지 연락을 하고 /
	
P1 	:그냥 그렇게 얘기해줘서 고맙고 일단은 지금 / 내가 / 그래도 어느 정도를 하는데 이제 또 / 이걸 또 수학을 안 하다 보니까 기초적인 거를 쫌 더 배워야 될 것 같긴 해. /
	 일단은 그거에 대해서도 설명을 해줬으면 좋겠고 / 어~ 그리고 / 하 /
	
P0 	:그 일단은 / 아 그러면 / 어 너가 / 공부를 한다 했으니까 / 그니까 / 어 / 필요한 게 있으면 연락하고 / 그리고 / 공부 처음에 할 때는 많이 어려울 수 있으니까 / 내가 도울 수 있는 게 있으면 / 도와줄 수 있으니까 / 언제든지 부탁하고. /
	
P1 	:응. /
