# FILE DATA
ID : SDRW2100000107
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210816
topic : 음악 > 좋아하는 음악,가수

# SPEAKER_INFO
id : SD2100107
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 서울
current_residence : 서울
education : 고졸

id : SD2100108
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P0 	:요새 음악 뭐 들어? /
	 약간 / 잔 맞아 그때는 근데 되게 / 그 잔잔한 느낌이 / 엄청 우울한 / -느- 느낌도 아니고 / 적당히 이렇게 / 밝고 그런 느낌? /
	
P1 	:이번에 / 반스랑 콜라보 했잖아. /
	 그거 어떤 거 같애? /
	
P0 	:내가 안 그래도 반스 홈페이지를 갔었는데 / 쪼끔 / 그닥 별로 사고 싶지는 않은 느낌? /
	
P1 	:나도 봤는데 / 너무 그 / 티비티 로고가 너무 / 적나라하게 보여서 별로고 / 그리고 은근 비싸더라고 그게 / 그래서 나도 좀 별로고 / 아니 뭐 이번에 / 아 좀 관심가는 한국 / 가수들 있어? /
	
P0 	:관심가는 한국 가수? /
	 음 / 잘 모르겠어 너는 있어? /
	
P1 	:나는 / 아 이름이 잘 기억이 안 나는데 / 한 명 있는데 / 어 / 그거 지금 내 프로필 뮤직 그 / 사람인데 / 그 사람 / 것도 약간 노래가 / 적당히 우울하면서 괜찮은 거 같애. /
	
P0 	:누군지는 기억이 안 난다고? /
	
P1 	:어 가수 / 가수가 기억이 안 나 노래만 들어 가지고. /
	
P0 	:노래 제목 / 도 기억 안 나? /
	
P1 	:무슨 / 사십팔 키로미터 그거였거든? /
	 근데 / 그거 / 앨범 전체가 다 / 비슷한 느낌이어서 되게 좋은 거 같애 그것도 /(note : 발화겹침) (()) /
	
P0 	:음 / 요새 / 컴백한 애들 누구 있지? /
	 전소미. /
	 전소미 신곡 들어봤어? /
	
P1 	:어 근데 / 처음에는 / 뭔 이런 곡을 냈냐 싶다가도 / 계속 들으니까 좋더라고. /
	 근데 걔 살 진짜 많이 뺀 거 알아? /
	
P0 	:걔 말랐는데 / 더 말라졌어. /
	
P1 	:걔가 백칠십이에 사십육 키로 /
	
P0 	:근데 / 이번에 노래가 / 하이틴 스타일이잖아. /
	 근데 뮤직비디오가 일단은 너무 / -걔- 걔한테 맞게 완전 찰떡인 컨셉이어서 / 뮤직비디오 보는 재미가 있었던 거 같애 노래는 나도 / 그닥 / 이었던 거 같은데 /
	
P1 	:이번에 /
