# FILE DATA
ID : SDRW2100003115
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211028
topic : 방송/연예 > 좋아하는 드라마

# SPEAKER_INFO
id : SD2103057
age : 10대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
education : 중졸

id : SD2103058
age : 50대
occupation : 사무 종사자
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 인천
education : 고졸

# SETTING
relation  :  부모/자녀


P0 	:엄마 최근에 드라마 / 슬기로운 의사생활 봤어? /
	 다 잘되고 끝났으면 했는데 / 너무 아쉽고 / 너무 허망하게 끝난 건 사실이야. /
	 엄마는 그 부분에 대해서 / 작가가 쪼끔 좋은 쪽으로 / 써줬으면 얼마나 좋았을까 / 그지? /
	 그 생각도 했었어. /
	
P0 	:죄를 지은 사람이 / 끝까지 죄를 / 그런 감옥에서 보내는 게 / 맞는 건데 / 그렇지 않고 / 다 죽거나 / 그냥 너무 편하게 / 생을 마감한 / 그런 게 있기 때문에 / 쫌 보기 불편했던 것도 있어. /
	 지은 죄를 마무리하지 않고 / 죽음으로 무마한 느낌. /
	
P1 	:펜트하우스 그거 끝나고 / 지금 그 사람들이 해방 타운인가 / 그거 프로그램 한 거 뭔가 하잖아. /
	
P0 	:해치지 않아. /
	
P1 	:어. /
	 그 내용을 보면은 / 그 사람들이 나오는 거 보면은 / 다들 한 가족 같이 보이지. /
	
P0 	:드라마 속에는 / 서로 물고 뜯고 싸웠는데 / 실제 모습은 전혀 그렇지 않지. /
	
P1 	:너무 좋지? /
	
P0 	:보기 좋지 그렇게 / 작품을 오래 해서 만난 사람들과 / 그런 우정을 쌓아서 / 다른 프로그램도 같이 하는 게 좋은 거지. /
	
P1 	:그 사람도 아쉬운 면은 있을 거야. /
	 너무 악역을 했고 또 / 너무나도 언성을 높히고 / 서로가 서로서로가 / 막 못 잡아 먹어서 그런 것도 있었잖아. /
	 그러기 때문에 아쉬우 면도 있을 테고 / 안타까운 것도 있을테고 / 다시 한다면은 / 어떤 역할을 할까 생각을 많이 했을 것 같애. /
	
P0 	:김소연 배우가 / 자기 만큼은 천서진을 / 나빠 하지 말자고 생각을 했대. /
	 세상 사람들이 / 다 천서진을 싫어해도 / 그런데 그랬던 김소연 배우가 / 천서진이를 싫어하게 된 계기가 있는데 / 그게 뭔 줄 알아? /
	
P1 	:뭐? /
	
P0 	:우유니를 천서진이 죽였잖아. /
	 그때 / 그 배우가 / 천서진이라는 캐릭터를 / 미워하게 되었대. /
	
P1 	:아 그래? /
	 엄마는 그 소리 처음 들었네. /
	
P0 	:그런 방송 프로그램을 하면서 / 배우들도 / 그 캐릭터에 몰입을 해서 / 그 캐릭터로 살았잖아. /
	 그런데도 / 많이 몰입을 하는 사람이 있는 반면에 / 또 아닌 사람도 많은 거 같애. /
	
P1 	:엄마는 / 드라마보다 / 인간 극장 같은 걸 좋아하잖아. /
	
P0 	:다큐멘터리. /
	
P1 	:어. /
	 엄마는 가족 같은 가족이라는 / 프로그램하고 인간극장 그런 걸 되게 좋아하잖아. /
	 그런 프로그램이 진짜로 사람 사는 모습을 / 현재를 보여 주는 거잖아 실실적으로 &name1&아 / 그런 거 보면은 / 참 많은 걸 느끼고 살거든. /
	 그 프로그램 너무나도 잘 됐다고 생각하거든. /
	 &name1&는 어떻게 생각하는 거야? /
	
P0 	:나는 다큐멘터리도 / 가끔 유튜브로 보긴 하는데 / 일반인들 나와서 / 하는 것보다는 / 아무래도 전문적인 / 직업을 가지고 / 방송을 하는 연예인들의 방송이 더 재밌는 거 같애. /
	
P1 	:그게 더 재밌는 거 같애? /
	
P0 	:응. /
	
P1 	:엄마는 사람 사는 얘기 되게 좋아하잖아. /
	 그거 봄으로써 사람이 쪼끔은 / 배움도 있다고 생각했거든. /
	
P0 	:삶의 모습은 다양하니까 / 그 속에서 배울 점도 있고 / 그리고 / 그럼 방송 매체를 통해 자신을 / 돌아보는 계기도 될 때가 있지. /
	
P1 	:그리고 요즘에는 음악 / 프로그램 많이 많잖아. /
	 트로트라든지 여러 가지 있지. /
	 &name1&아 / 그런 데는 어때? /
	
P0 	:한 방송국에서 / 잘 된다 싶으면 / 다른 방송국에서도 많이 / 비슷한 프로그램이 나오는 게 / 쪼끔은 안타깝다고 생각해. /
	
P1 	:너도 한번 도전할 생각 없어 / 너 노래 잘하니까 /
	
P0 	:나는 / 다른 사람이 한다 해서 쫓아 하는 건 싫어. /
	
P1 	:싫어? /
	 그러면 /
	
P0 	:주목 받지 않더라도 / 나만의 길을 찾아 가는 게 좋지 / 다른 사람 다 잘 된다고 / 나도 저거 하면 잘 된다는 생각은 쪼금 그런 거 같애. /
	
P1 	:그냥 그런 생각하지 말고 도전이라고 생각하고 /
	
P0 	:난 내가 하고 싶은 걸 할 거야. /
	
P1 	:하고 싶은 거 할 거야? /
	 그러면 요즘에 프로그램을 다시 / 생각했으면 하는 게 뭐야? /
	
P0 	:나는 슬기로운 의사생활 시즌 쓰리 / 다시 했음 좋겠어. /
