# FILE DATA
ID : SDRW2100004205
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220212
topic : 원자력 발전소의 존폐 > 반: 원자력발전소 로 얻을수 있는 이득이 더 많다

# SPEAKER_INFO
id : SD2101499
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2101500
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 서울
education : 대학원 이상

# SETTING
relation  :  모임_동아리 지인


P0 	:원자력이라고 하는 부분은 /
P0 	:가장 큰 전기 공급을 해 주는 부분이라고 나는 / 개인적으로 생각을 하는데 /(note : 발화겹침) 그렇다면은 가장 크게 피해를 입혔던 /
	
P1 	:(()) /
	
P0 	:전 세계적인 재난 사고는 체르노빌이거든 / 그거보다 더 큰 심각한 사례를 초래했던 사건은 없는데 /
	
P1 	:(()) /
	
P0 	:실제 우리가 이런 위험성을 안고 이런 걸 더 개발해야 될 필요가 있을까? /
	
P1 	:(()) / 네 제가 보기에는 제 생각에는 / 그런 부분은 아직 원자력 발전에 대한 / 개발이 덜 됐기 때문에 / 쫌 불안정성이 있다라고 생각을 하는 거고 / 음 그 부분에 대한 발전이 더욱 이루어진다면 / 만약에 원자력을 정말 안전하게 / 잘 운영할 수 있더라면은 / 앞으로 / 인류가 사용하는 에너지에 있어서 엄청난 영향을 줄 수 있고 / 지금 사용하고 있는 화석연료나 / 그런 걸로부터 나오는 -소비- 소비가 되어 가는 / 소비성 연료가 아닌 / 어떻게 보면은 / 무한한 재생 에너지가 될 수 있다라고 전 생각하고 있습니다. /
	
P0 	:대체 연료에 대한 개발이 이루어졌을 때 /
	
P1 	:(()) /
	
P0 	:탈원전을 할 수 있는 방법도 어떻게 보면 대체안인데 / 현재는 화석연료도 마찬가지지만 / 태양열 지력 수력 / 여러 가지에 발전들이 많이 이루어지고 개발되어지고 있는 실정인데 / 굳이 우리가 원전에 이거를 의존해야 하고 개발해야 되는 이유가 뭘까? /
	
P1 	:가장 큰 이유가 효율이죠 효율 / 어 / 원자력을 가지 원자력 발전을 한다면 / 어 기존에 이용하고 있는 그런 화력 발전이나 / 뭐 수력 발전 이런 거에 비해서 효율이 거의 / 말도 안 되게 한 십만 분에 / 십만 배 정도 더 높은 고효율인 걸로 알고 있습니다. /
	
P0 	:효율이 높은 만큼 위험성도 십만 배 이상에 가중치가 될 꺼라고 생각하기 때문에 / 나는 그 부분에 굉장히 반대를 하는 이유고 / 실제 수력 발전소나 화력 발전소로 / 이루어진 여러 가지 발전소들을 보면 /(note : 발화겹침) 우리가 가지고 있는 화석 연료가 무한하지는 않지만 /
	
P1 	:(()) /
	
P0 	:그거를 가지고 사용하고 있는 거고 / 이후에 / 화석 연료나 수력 발전소에 나오는 물 같은 경우는 / 다시 자원으로 재순환하거나 없어지는 형태이기 때문에 문제가 되지 않는데 / 원전 같은 경우는 핵연료가 수만 년 / 수천 년 동안 폐기가 되지 않고 / 보관해야 되는 시스템이 되는 형태란 말이지 / 이런 부분이 사실 어떻게 보면 나는 원전이 / 존재하지 않아야 된다라고 생각하는 사람 중에 한 명이거든 /
	
P1 	:지금 가장 크게 반대를 하시는 이유가 이제 안전성 그리고 / 환경 오염 / 그런 부분에 있어서 얘기를 하시는데 / 어 / 사실 안전성 부분은 미리 말씀드린 것처럼 / 개발이 쪼금 더 안정적으로 완벽하게 된다면 / 그때는 안 정말 백 퍼센트 안전하게 잘 운영할 수 있을 꺼라 생각을 하고 / 사실 지금도 / 어 / 원자력 발전소에서 사고가 난 일이 인류 역사상 정확하게 / 한 번 있었고 / 어떻게 보면 일본까지 두 번 있었지만 / 그 이외에 사고가 없었습니다 / 근데 그거에 비해서 비행기 사고도 / 어떻게 보면은 더 높은 확률로 많이 일어나고 있고 / 사람들이 그럼에도 잘 이용하고 있기 때문에 / 우선 안전적인 측면에서는 원자력 발전소는 계속 / 존폐가 되면 안 된다라고 저는 생각을 하고 있습니다. /
	
P0 	:그 앞서서 얘기해 줬던 두 껀에 사례로 인해서 봤을 때 /
	
P1 	:(()) /
	
P0 	:후쿠시마 사고도 물론 대지진을 통해서 발생된 / 불가항력적인 사고였고 / 체르노빌 같은 경우는 환봉에 문제가 좀 있었지만 / 체르노빌 같은 경우는 천구백팔십육 년도 사 월에 일어난 사건인데 / 현재까지도 그 체르노빌 지역에 인간이 존 어 거주하거나 /
	
P1 	:(()) /
	
P0 	:뭔가 행위를 할 수 있는 지역이 아닌 걸로 /
	
P1 	:(()) /
	
P0 	:알고 있는데 / 과연 그 원전이 사십 년도 안 된 그 사건으로 인해 아직까지 쓸 수 없는 땅이 된다면 /
	
P1 	:(()) /
	
P0 	:앞으로 이런 몇 껀이 더 일어날지 모르는 이런 원전을 / 위험부담을 우리가 떠안고 가기에는 / 우리 아직 이 인류가 살아가는 백 세 인생도 안 되는 이런 시점에서 / 너무 위험성을 많이 갖고 가야 된다는 거지. /
	
P1 	:어 그 부분은 / 확실히 개발을 통해서 더 보완이 돼야 될 꺼고 / 그렇게 될 꺼라고 확신하고 있습니다 그리고 / 어 두 번째로 이제 반대를 많이 하시는 이유가 이제 {clearing} 환경적인 측면에서 / 폐기물 땜에 많이 말씀을 하시는데 / 최근에는 이제 지구에서 처리를 하지 하기 어려운 / 폐기물들에 대해서는 어떻게 보면은 우주로 / 방출을 해서 / 우주에서 보관을 하는 식으로 이제 / 방법이 개발되고 있더라고 해요 / 그래서 / 원자력 발전소에서 바 생산되는 그런 이제 원자력 폐기물들도 / 그런 식으로 보관을 한다면 / 처리를 한다면 / 어 훨씬 더 폐기물에 대한 걱정도 없이 잘 운영할 수 있을 꺼라고 생각을 하고 있습니다. /
	
P0 	:그 원전 폐기물 현재 보관하고 있는 우주에 방법도 마찬가지지만 / 어쨌든 우주로 보내 버린 그 폐기물이라도 공 / 어 지구에 보관해 있는 폐기물이라도 / 그거에 대한 안전 장치를 가동하기 위한 전력 시스템이나 / 응 그거를 안전하게 보관하기 위한 공간이 필요하거든 /
	
P1 	:(()) /
	
P0 	:그런 부분들이 일 인적 자원 물적 자원 / 실제적으로 우리가 만들어 내는 원전 에너지 효율을 / 거기다 또 투자를 하고 있는 사실 방칙이거든 / 어떻게 보면은 우리가 굳이 그런 위험성을 떠안는 / 에너지를 파괴하는 / 이런 / 위험한 원전을 가지고 간다는 것도 / 쪼끔 내 개인적인 생각엔 이해하기 어렵고 /(note : 발화겹침) 앞으로 우리가 더 발전해 나가기 위해선 /
	
P1 	:(()) /
	
P0 	:대체 에너지를 많이 개발을 해야 된다라고 생각을 하고 있거든. /
	
P1 	:사실 대체 에너지 개발이라는 게 / 어 그동안 많이들 해 왔잖아요? /
	 그래서 뭐 태양력도 있었고 태양광도 있을 꺼고 / 수력도 있을 꺼고 풍력도 있을 꺼고 / 다양한 이제 / 대체 에너지들이 있는데 / 사실 그 에너지들이 지금 / 대세 에너지가 되지 못한 게 / 그만큼 효율이 떨어지고 / 그걸 통해서 인류가 원하는 / 그 전력 수요를 맞출 수가 없어서 / 그게 대체 에너지로 각광을 못 받고 있다라고 전 생각을 하고 있습니다. /
	 그 와중에 가장 대체 에너지 중 하나인 / 원자력 발전소가 / 효율이 그만큼 따라갈 수 있고 / 인간들에 수요를 따라갈 수 있기 때문에 가능하다라고 생각을 전 하고 있습니다. /
	
P0 	:실제 우리가 재생 에너지라고 말하는 그런 에너지들도 / 대체 에너지라고 볼 수 있는 거거든 /
	
P1 	:(()) /
	
P0 	:실제 우리가 전기 요금 자체가 / 타 국가나 따른 나라에 비해서 우리나라가 사실 그렇게 비싼 편도 아니고 /(note : 발화겹침) 우리나라는 현재 그 /
	
P1 	:(()) /
	
P0 	:태양광 에너지나 / 이런 수력 발전소를 개인이 소유하고 있으면 / 한전에다 역으로 판매도 가능한 걸로 알고 있어 / 그럼으로써 내가 쓸 수 있는 전기 요금을 내릴 수가 있거든 / 그렇다는 거는 대체 에너지나 재생 에너지에 관련돼서도 / 꽤 많은 비약적인 발전을 이뤄 왔다라고 나는 개인적으로 생각을 하고 있어 / 그렇기 때문에 원전이 / 꼭 / 과연 이 대체 에너지를 /(note : 발화겹침) 어 무시할 수 있을 정도에 에너지 효율을 가진다? /
	
P1 	:(()) /
	
P0 	:라고 보고 있지는 않아. /
	
P1 	:어 그런 부분도 / 그런 부분은 음 대체 에너지 다른 대체 에너지들에 대한 / 쪼금 발전이 / 되었을 때 얘기를 해 볼 수 있는 부분이라고 저는 생각을 하고요 / 사실 지금은 그런 부분이 많이 발전이 안 돼 있고 / 사람들이 알고 있지 않기 때문에 / 어 효율 측면에 있어서는 원자력 발전소가 무조건 필요하다 / 라고 전 생각을 하고 있습니다. /
	 사실 다른 대체 에너지들이 많더라도 지금 / 우리나라만 보더라도 주요 이제 에너지 생산원은 / 화력을 통해서 / 발전을 하고 있고 / 그런 부분에 있어서 우리는 계속 탄소를 배출하고 / 안 좋은 부분들을 / 많이 생성해 내고 있다라고 전 생각을 하고 있습니다. /
	
P0 	:우리가 요즘은 지나가다 보면은 볼 수 있는 대중교통에 보면은 /
	
P1 	:(()) /
	
P0 	:천연까쓰 뻐쓰 / 어 엘엔지 뻐쓰를 많이 보고 있거든 /
	
P1 	:(()) /
	
P0 	:이런 부분은 사실 대체 에너지라고 볼 수 없는 건가 그럼? /
	
P1 	:(()) / 어 대체 에너지라고 볼 수 있습니다 근데 / 그 까쓰를 사실 까쓰 자동차는 예전부터 있었지만 / 까쓰를 가지고 비행기를 몰 순 없는 거고 / 뭐 까쓰를 가지고 전기를 만들 / 순 없는 거잖아요? /
	 만들더라도 효율이 어떨지는 모르겠지만 / 그런 부분에서 사실 원자력 발전이라는 거는 전기를 생산하는 거고 / 어 그런 부분에 있어서 / 엘엔지 까쓰와 같은 대체 / 에너지를 가지고 / 원자력 발전을 대체할 수 있다라는 거는 /(note : 발화겹침) 쪼금 어렵다라고 전 생각합니다. /
	
P0 	:(()) / 실제 우리가 근데 천연까쓰 뻐쓰가 점차 늘어나는 거를 보고 있고 / 실제 이 전기 뻐쓰 같은 경우도 굉장히 많이 대체가 되어 있는데 / 그 전기 뻐쓰를 일 차적으로 /
	
P1 	:(()) /
	
P0 	:전기를 충전하는 에너지원이 / 현재 태양광을 통해서 일 차 에너지를 충전한다는 /
	
P1 	:(()) /
	
P0 	:정부 시책이나 그런 발표도 가주고 있어 / 근데 그렇다는 거 보면은 국가적인 면이나 /
	
P1 	:(()) /
	
P0 	:아니면은 시도 쪽에서도 / 원전을 자기 지역에 들이는 거에 대한 부담감을 가주고 있기 때문에 / 그런 정책들을 내세우는 거 아닐까? /
	
P1 	:어 / 사실 저는 그런 것들은 쫌 너무 표면적인 / 어 공약에 가까운 말이 아닌가라고 생각을 하고 있고요 / 실제로 그렇게 뭐 하려고 한다라고 공표를 해도 / 현재 전기를 이제 전기 자동차라고 하더라도 / 그 전기를 또 공급하는 거는 화력을 통해서 대부분이 다 공급이 되고 있고 / 그런 부분에서 환경 오염이나 / 아니면 석탄 까쓰 / 아 석탄 자원에 이제 소비가 이루어지고 있기 때문에 / 언젠가는 그게 고갈될 꺼고 / 그런 부분을 믿고 그냥 계속 / 올라가는 요금은 올라가는 대로 쓴다는 거는 / 쪼끔 말이 안 맞다라고 전 생각을 하고 있습니다. /
	
P0 	:현재 그거 약간 님비 현상이라고 오해할 수 있는 단어이기도 하지만 /
	
P1 	:(()) /
	
P0 	:어 실제 원전이 지역 내 기피 시설이야 / 기피 시설인 이유는 굉장히 많겠지만 /
	
P1 	:(()) /
	
P0 	:환경이 오염될 수 있다라는 / 아 위험성 그리고 집값이 떨어진다는 그런 부분 / 그리고 소음 /
	
P1 	:(()) /
	
P0 	:그리고 실제 개인에 건강 부분들이 굉장히 많이 드러날 텐데 /(note : 발화겹침) 이런 지역 내 기피 시설을 / 원전을 굳이 우리가 대한민국에서 / 끌고 가야 될 필요가 있을까? /
	
P1 	:어 그게 아마 / 그 사람들에 그 주거지 근처이기 때문에 / 이제 그런 부분들을 -반- 반대한다라고 전 생각을 하고 있어요 / 근데 이게 이제 원자력 발전소가 / 국가에 이제 대체 자원 에너지 안 전기 공급원으로써 / 어 이끌고 나갈 된다고 나간다고 한다면 / 어 그럼 거주지를 벗어난 아니면 거주지 지민 주민들한테 아예 / 이주를 요청하고 그 한쪽 구역을 마련을 해서 / 그렇게 원자력 발전소를 해서 / 대체를 하는 게 저는 맞다라고 생각합니다. /
	
P0 	:그러면은 원자력 발전소를 /
	
P1 	:(()) /
	
P0 	:어 실제 유지하는 데 굉장히 우리나라에 / 발전성이나 현재 상황에 봤을 때는 더욱 더 개발해고 / 발전시켜야 된다는 거에 의견에 굉 나도 굉장히 동의를 하고 /(note : 발화겹침) 그럼 우리가 지역 내 기피 시설이나 이런 문제점을 /
	
P1 	:(()) /
	
P0 	:지금 해소할 수 있는 방형을 방향을 얘기해 줬는데 /(note : 발화겹침) 그거 외적으로 쪼끔 우리가 /(note : 발화겹침) 지역 주민이기 때문에 이런 원전 같은 경우를 하는 /(note : 발화겹침) 어 들여 놨을 때 / 어 줄 수 있는 혜택이나 이런 뭐 좋은 방법이 있을까? /
	
P1 	:어 사실 / 어 다양한 혜택을 줄 수가 있죠? /
	 아마 지금도 혜택을 주고 있는 걸로 저는 알고 있는데 / 어 전기세를 감면해 준다거나 그런 다양한 혜택들을 줄 수 있고 / 어 / 이외에도 뭐 / 거주를 하는 데 문제가 생기지 않도록 최대한 / 이점들 많이 줄 꺼라고 전 생각하고 있습니다. /
	 (()) /
	
P0 	:그럼 원전 안전에 대한 심층 방어를 쪼끔 개발을 해서 / 뭐 다중 방호를 통한 지하화를 시키면 / 쪼끔 더 우리가 원전을 안전하게 우영 운영하고 원전에 대한 / 효율을 최대한 늘릴 수 있는 방향성이라고 나는 개인적으로 생각도 해 봤는데 /
	
P1 	:(()) /(note : 발화겹침) (()) /
	
P0 	:그거에 대해선 어떻게 생각해? /
	
P1 	:어 그 부분도 당연히 이루어져야 된다는 부분이고요 / 그런 부분이 발 그 개발이 되고 발전이 된다면 / 원자력 발전소에 대한 안전성이 확실히 검증이 될 수 있고 / 그렇기 때문에 원자력 발전소가 / 계속 앞으로 우리나라나 아니면 전 세계 / 공용으로 이제 -주- 주된 / 대체 에너지 / 개발원이라고 저는 생각하고 있습니다. /
	
P0 	:그리고 최근에 후쿠시마 원전이 대지진으로 인해서 그런 문제가 생겼지만 /(note : 발화겹침) 우리나라 고리나 이런 지역에 /
	
P1 	:(()) /
	
P0 	:어 작년도에 구 월 달에 있었던 지진에 감측으로 봤을 때는 /(note : 발화겹침) 오에서 한 십이 정도에 / 그런 지진 감측 규모가 예측이 되었는데 /(note : 발화겹침) 실제 원전 고리 내부에서는 계측값이 한 /
	
P1 	:(()) /
	
P0 	:영 쩜 영 오 정도 수준으로 나왔다고 하드라고 / 그만큼 그럼 한국이 원전에 대한 안전성을 / 확보하고 있다라고 봐도 될까? /
	
P1 	:어 사실 뭐 여태까지에 그 기록만 보더라도 / 일본과 같은 지역에 비해서는 확실히 -지- 지진이나 자연재해로부터 / 원자력 발전소들이 피해를 보거나 사고가 일어날 확률은 되게 낮다라고 저는 생각하고 있습니다. /
	
P0 	:그러면 앞으로 우리가 원전을 쪼끔 더 발전하고 투자하 함으로 /
	
P1 	:(()) /
	
P0 	:국가적으로 투자를 함으로써 인해서 /
	
P1 	:(()) /
	
P0 	:원자력 발전을 발전소가 좀 더 많아지면은 / 우리가 기대할 수 있는 가장 좋은 효과는 어떤 게 있을까? /
	
P1 	:어 일딴 / 우리나라 전체에 대한 전기 공급이 전혀 문제가 없을 꺼라고 생각을 하고 있고요 / 뭐 발전소가 많이 생긴다고 하더라도 뭐 / 몇백 개가 생기는 게 아니라 / 한 열 개 정도만 돼도 충분할 꺼 같습니다. /
