# FILE DATA
ID : SDRW2100003595
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211026
topic : 방송/연예 > 넷플릭스 드라마, 오징어게임,한소희,돌싱글즈,일반인 참여 예능프로그램,나혼자산다,슈퍼맨이돌아왔다,드라마 플랫폼

# SPEAKER_INFO
id : SD2103547
age : 20대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대졸

id : SD2103548
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
education : 대졸

# SETTING
relation  :  친구


P1 	:요새 넷플릭스 재밌는 거 많던데 니 요즘 뭐 보는 거 있나? /
P0 	:긍까 나는 오징어 게임 첫날에 딱 / 그 오픈하자마자 시간 또 / 그때 몇 시에 ((x)) 했더라 열두 신가 네시였나 ((하여튼)) 그랬어 그래서 그것도 / 딱 맞춰서 뜨자마자 / 지금 로딩 돼서 안 돼요라는 그거 보고 / 지금 돼요하는 거 보자마자 바로 봤거든? /
	 아빠랑 같이 / 진짜 너무 재밌어 가지고 / 그냥 아 내 사백오십육 억 주면은 / 나는 뭐 하지 이런 생각하고 /
	
P1 	:아 근데 나는 약간 / 사백오십육억 준다고 해도 / 다시 그거 안 돌아갈 거 같다 그거 사람들 나갔다가 다시 / 들어온다아이가. /
	 중간에? /
	 나는 무서워서 못 할 거 같애. /
	
P0 	:근데 나도 나 아빠는 봤으니까 나 아빠랑 이런 얘기했었거든? /
	 근데 나는 / 그 내 지금 상황에 / 그 게임 해 가지고 / 일 등 혼자 나오면 사백오십육 억 줄게 하면 안 가는데. /
	 만약에 내가 그 나온 사람들처럼 / 진짜 인생 밑바닥이고 뭘 해도 잘 안 되고 / 도박 빚 있고 이렇게 하면은 갈 수도 있을 것 같다? /
	
P1 	:그치 그냥 현생을 살아도 그럴 거면 그냥 거기에서 죽는 / 는 것도 뭐 /
	
P0 	:근데 죽을 생각을 하면 안 되지 살 생각을 해야지. /
	
P1 	:{laughing} /
	
P0 	:나 그래서 오징어 게임도 근데 처음에 / 도박해서 벌 때도 사백오십육만 원 벌거든? /
	 그 말 게임 해 가지고 했을때도 / 그때 마지막에 사백오십육 억도 버는데 나는 내가 만약에 / 그 입장에서 사백오십육억 받았으면 / 쫌 / 뭔가 그냥 이제 아 끝났다 싶어서 나 손 털고 / 내 인생 완전 재밌게 살았을 거 같은데 이정재는 또다시 들어간다아이가? /
	
P1 	:그게 바보지. /
	 근데 나는 / 오징어 게임 보면서 / 그 / 위하준 / 이 너무 잘 생긴 거야. /
	
P0 	:나 공룡상 내 스타일 아니야. /
	
P1 	:아 내랑 쫌 안 맞네. {laughing} /
	
P0 	:안 맞아야 좋은 거지. /
	 똑같으면은 겹치면 안 돼 친구 끼리 / 나 마이 네임도 다 봤거든 끝까지? /
	 근데 쫌 / 클리셰긴 한데 뻔하긴 한데? /
	 그 쫌 재미 그까 눈 재밌다. /
	(note : 발화겹침) 눈이 즐거워. /
	
P1 	:아 그거 그래서 이제 이 화 봐 가지고 이제 아껴 볼라고 / 친구가 이 화 남겨 놓고 / 구 환가 그쯤에 / 막 이거 안 본 눈 산다면서 막 그런 말을 하길래 나 약간 / 난 쫌 아껴 볼라고 지금 / 천천히 보고 있거든. /
	 근데 한소희가 너무 예쁜 거야 그 / 보니까 십 키로를 찌워서 나왔대. /
	 근데 십 키로를 찌웠는데 그 얼굴이대 화장을 안 한 얼굴이 /
	
P0 	:아 우리가 십 키로를 찌웠으면 빼고 오라 할 거 같은데. /
	 거기서는 찌고 오면은 그 / 대역이 맞는 거니까. /
	 부럽다. /
	
P1 	:아 근데 요새 / 넷플릭스에 그거 말고 그 / 그 뭐지? /
	 예능 / 보면은 / 아 그 /
	
P0 	:디피? /
	
P1 	:{laughing} 아니 그 돌싱글즈 니 본 적 있음? /
	
P0 	:{laughing} (()) 돌싱글즈 그 뭐지? /
	 그게 한 시즌 종료되고 / 두번째 시즌이 나왔잖아 ((근데)) 나 첫 번째 시즌 일단 다 봤고 / 두 번째 ((시즌)) 원래 우리 나이 때는 하트시그널 이런 게 있어야 되는데 나는 돌싱글즈가 재밌드라. /
	
P1 	:아니 내가 그걸 어떻게 알았냐면은 나 / 넷플로 그거 다 봤거든? /
	 체인지 데이즈 니 체인지 데이즈 본 적 있나? /
	
P0 	:어 안 봤어 뭐야? /
	
P1 	:그게 원래 / 원래 / 커플이 안 헤어진 상태로 드 / 그기 들어가 가지고 / 다른 커플의 남녀랑 데이트를 한단 말이야. /
	 약간 나도 처음에 유교걸이여 가지고 무슨 이런 예능을 찍냐면서 /
	
P0 	:에? /
	
P1 	:완전 욕했는데. /
	 친구가 재밌다면서 계속 보라는 거야 그래 가지고 한번 보니까 너무 재밌는 거야. /
	 너무 재밌어 가지고 그 / 끝까지 다 봤거든 근데 이제 / 그런 약간 쫌 어뜨케 보면은 쫌 / 우리의 사상과 쫌 덜 맞잖아 남자 친구를 놔 뚜고 / 다른 남자랑 데이트를 하러 가는 게 이래 가지고 약간 / 너무 재밌었어. /
	 그런 류의 그거를 찾아보다가 넷플에 돌싱글즈 있길래 / 그거 봤는데 그게 그거는 / 그거((라면)) 완전 이혼한 사람들이 / 나와 가지고 / 그거 하는 거라던데? /
	
P0 	:맞다 근데 그런 거 하고 처음에 자기소개 할 때도 / 언제 이혼했고 몇 년 살다 이혼했고 여는 지 몇 년 차고 몇 개월 차고 / 자식 있는지 없는지 그리고 그 지식 자기가 키우고 있는지 아닌지 / 그거까지 다 밝히더라고 /
	
P1 	:어 그거 봤음 그래 가지고 그 엄청 예쁜 여자 / 그 / 누구지 그 사람 딸? /
	
P0 	:배성진인가? /
	
P1 	:그 어 그 사람 딸 / ((이)) 엄청 예뻐 가지고 인기 제일 많았는데 그 / 딸인가 아들이다 고 밝히고 난 뒤에 / 바로 싫다고 하는 사람 나와 가지고 나는 쫌 충격이었어. /
	
P0 	:봤지 근데 그게 / 내가 여자한테 몰입해서 보면은 / 쫌 아 아쉽다 싶기도 한데 남자한테 몰입해서 보면은 / 그까 내 그 사람도 다시 재혼을 하는 거니까 그 프로그램에서는 / 실패해서는 안 되는데 자식이 있어. /
	 근데 또 자식도 그때 일곱 살이었단 말이지 심지어 진짜 아들이었어. /
	 근데 그 남자가 그 자식을 오로지 / 사랑 여자한테 대한 사랑만은 키울 수 있는가에 대해서 / 약간 생각해 보게 되는 거지 나는 아이에스티제이니까. /
	
P1 	:아 나는 이에느에프피여 가지고 / 그런 미래 따위는 생각하지 않고 그냥 / 내가 좋으면 좋은 거여 가지고 / 아 근데 약간 그 여자도 어린 / 우리랑 몇 살 차이 안 나던데 어린 나이에 / 아기 혼자 그렇게 키우면서 유튜브 하는 것도 대단한 거 같고 / 니는 거기서 어떤 커플 제일 응원 했어? /
	
P0 	:니 끝까지 봤어? /
	
P1 	:나 끝까지는 다 안 보고 그 관람차 타 가지고 / 커플 매칭되는 것까지는 봤어. /
	
P0 	:그럼 나중에 자 그 커플된 사람들끼리 동거 하는 건 안 봤어? /
	
P1 	:어 거기까지는 아직 못 봤어. /
	
P0 	:스포 해도 돼? /
	
P1 	:어 그거 뭐 예능인데. /
	
P0 	:거기에서 약간 강다니엘 닮은 사람 나오잖아? /
	
P1 	:오 누군지 알 거 같다. /
	
P0 	:그 사람이랑 니가 말한 그 이쁜 사람이 되거든. /
	 그리고 아들끼리 데리고 와서 한번 하루 정도 이렇게 동거 한단 말이야? /
	 그러고 남자가 선택 안 한다 여자 선택했는데? /
	
P1 	:어 나 그거 기사 봤어 여자 뒤돌아 가지고 우는 거. /
	
P0 	:어 안 울었는데? /
	
P1 	:안 울었나 미안 {laughing} /
	
P0 	:{laughing} / 근데 그 남자 / 그래서 남자 처음에 악플 진짜 많이 먹었거든 막 그 / 자기 인스타 그 사람 유튜버를 한단 말이야 그래서 유튜브 / 그 늘 구독자수 늘리려고 동거하기 싫은데 동거하고 나서 / 이미 알고 시작했을 텐데 아들이 있다는 거. /
	 그러고 나서 아들 키우는 문제로 / 그 안 하는 게 말이 되냐 그랬는데 그 사람이 / 뭐 합의하에 한 거고 이렇고 저렇고 말이 많긴 하더라고. /
	
P1 	:어 근데 그거 나는 남자도 이해가 되는 게 / 그 남자 쪽 자식이랑 / 여자 쪽 자식이라 나이가 똑같더라고? /
	 그게 그래서 그게 만약에 나이가 다르면은 재 둘이 재혼을 해도 / 뭐 언니 오빠 동생으로 하면 되는데. /
	 나이가 똑같으면은 쫌 / 문제가 내가 만약에 그 사람의 자녀라면은 / 쫌 많이 껄끄러울 것 같긴 하더라. /
	
P0 	:그 뭔가 자라면서 학교에서 같은 반이고 하면은 비교 될 거 같기도 하고 /
	
P1 	:그리고 애들 또 시선도 쫌 그렇고 같은 그건데. /
	 그리고 너무 / 공개적으로 재혼을 해 버리니까. /
	 애들한테 상처가 될 수도 있지. /
	
P0 	:근데 진짜 요즘에 일반인들 나오는 프로가 진짜 많은 거 같아. /
	
P1 	:맞다 나는 옛날에 우리의 쫌 / 맨처음 내가 / 기억하는 게 하트시그널 일반인 나오는 그거에 / 시초 생각하는데. /
	 요새는 진짜 웬만하면 전부 다 일반인 나오는 / 예능인데 니 혹시 나갈 의향있나? /
	
P0 	:뭐로 나가? /
	
P1 	:어 하트시그널 {laughing} /
	
P0 	:가서 영 표 받고 탈락할 거 같애. /
	
P1 	:{laughing} /(note : 발화겹침) {laughing} / {laughing} 어 아 근데 / 거기 나오는 사람들 일반인인데 전부 다 스펙((캡)) / 빵빵한거 알제 전부 다? /
	
P0 	:훨씬 이쁘고 / 그 난 난 내가 생각하는 일반인 그거 시초는 / 일반인이 메인은 아니었는데. /
	 일 박 이 일에서 막 그 일반인들 모셔 가지고 다 같이 여행 가고 막 / 그 해 외국인 노동자들 가족 만나게 해 주고 / 그런 게 난 진짜 그때 완전 일 박 이 일에 미쳐 있었을 때 /
	
P1 	:아 근데 외국인 노동자들 가족 만나게 해 주는 건 쫌 감동적이긴 하다. /
	 그 옛날에 무한도전에서도 / 그런 거 많이 해 줬었는데. /
	 요즘 예능은 다 / 자기 잘난 맛에 뭔지 알제 나 혼자 산다 같은 거. /
	
P0 	:나 혼자 잘 산다아이가. /
	
P1 	:{laughing} / 나 혼자 산단데 집 완전 좋은데 혼자 살고 / 차 완전 좋은 거 타고 / 그 옛날에 나 혼자 산다에 곽동연 나온 거 본 적 있어? /
	
P0 	:응. /
	
P1 	:그게 진짜 나 혼자 산다였는데. /
	
P0 	:맞아 그게 진짜 나 혼자 산다지 그 슈퍼맨이 돌아왔다도 / 보면은 / 그 의자 하나 애 의자 하나에 몇 백만 원짜리 / 그런 거 쓰고 매트 하나도 몇 백만 원 막 이렇게 쓰니까 / 내가 고등학생 때부터 슈돌 그런 거 있었던 거 같은데 그때는 그냥 / 와 좋은 거 쓰네 막 ((x)) 좋겠다 부럽다가 다였는데. /
	 쪼금 그래도 이제 스물다섯 되고 이렇게 하니까. /
	 아 저거 살려면 돈이 얼마고 약간 이런 생각? /
	 예능 보면서? /
	
P1 	:그니까 걔네는 또 그 보여주는 것도 집 전체로 보여주는 게 아니라 / 그 한 면만 보여 준다아이가. /
	 약간 거실 한 쪽 이렇게 해 가지고 근데 그게 집이 / 요즘에 집 사기도 어려운데. /
	 그런 큰 집에서 사는 거 보여 주고 / 애기 키우고 그렇게 보여 주면 약간 상대적 박탈감 많이 들 거 같긴 함. /
	
P0 	:맞아 그리고 요즘에 -애- 애 아니면 / 나도 다 챙겨 보이긴 하는데 나도 좋아하지만? /
	 애 키우는 거 아니면 먹방 / 유튜브도 거의 다 먹방 이렇게 하니까. /
	
P1 	:(()) 요새는 그리고 예능 이런 거 / 티비로 보는 것보다 / 유튜브나 약간 / 네이버 티비 이렇게 짧게 짧게 하는 게. /
	 그까 내가 집중력이 안 좋아서 그런지 모르겠는데 나는 약간 그렇게 짧게 짧게 보는 게 / 편하더라 / 그래서 넷플릭스도 영화보다는 / 드라마 해 가지고 그냥 / 넷플릭스 드라마는 한편에 온 오십 분? /
	 이렇게 짜르면 그냥 / 그리고 그 시리즈 한 번에 나와 가지고 디게 보기 편하더라. /
	
P0 	:((음)) 넷플릭스가 / 그 돈이 많아서 / 작 제 작품 자체의 퀄리티가 좋은 것도 있긴 한데. /
	 그 시리즈로 한 번에 그냥 딱 나와 버리니까. /
	 드라마처럼 ((금)) 금요일 아홉 시에 무조건 봐야 되고 막 / 재방 맞춰서 보는 게 아니니까 그게 또 편한 거 같애. /
	
P1 	:어 나도 약간 그게 너무 좋아 그 / 그리고 내가 맨 처음 넷플릭스 / 깔아야지 깔아야지 하다가 딱 결재를 시작한 게 / 스위트 홈 처음 봤었단 말이야. /
	 스위트 홈이 진짜 / 그 씨지랑 그게 디게 괜찮다고 하더라고. /
	(note : 발화겹침) 다 보진 않았는데 니는 혹시 그 다 봤니? /
	
P0 	:당연히 다 봤지 나 안 본 게 없어. /
	 스위트 홈 송강 나오니까 또 송강이 이상형이니까. /
	 바로 봤지 근데 그냥 그건 쫌 별로였어. /
	 그거 송중기 나오는 거 /
	
P1 	:아 나 그거 안다 승리호? /
	(note : 발화겹침) 근데 나는 그거 끝까지 다 봤음. {laughing} /
	
P0 	:나 일 화 보고 하차했거든. /
	
P1 	:그거 영화 아니가? /
	
P0 	:맞아 맞아. /
	
P1 	:그 / 근데 그게 진짜 / 그 킬링타임 그냥 틀어 놓고 뭐 하기 좋은 약간 / 그런 용도로 나 다 봤던 거 같아. /
	 완전 집중해서 본 게 아니라 왜냐면 너무 유치하고 / 내 뭔 느낌인지 알겠지? /
	
P0 	:당연히 알지. /
	
P1 	:근데 유해진 그 로봇은 쫌 웃겼어. /
	
P0 	:나도 그냥 유해진 나온다 해서 봤는데 아무리 봐도 안 나오는 거야 그래서 / 뭐야 이랬는데 쟤가 유해진이라 하길래 아 하고 하차했다. /
	
P1 	:그까 목소리만 유해진이었다아이가 그 로봇 그거이 /
	
P0 	:그까 넷플릭스도 / 보면은 막 넷플릭스 말고 티빙랑 디즈니? /
	 이런 데서도 그런 / 시리즈물 내고 하는데. /
	 난 넷플릭스도 그 오빠 친구 아이디 빌려서 보거든? /
	 그리고 따른 거는 / 막 영화 더 많고 하다 하긴 하던데 나 아직 가입 안 해 봤다 니 어때? /
	
P1 	:어 나는 그거 썼었다 그 아이유 광고하는 거 웨이브? /
	 그거 {laughing} 그거 왜 봤냐면 우리 집 티비가 / 그때 안 됐어 가지고 / 펜트하우스 {laughing} 볼라고 / 그것만 펜트하우스 이렇게 실시간으로 중계를 해주데 그래 가지고 / 그거 가입 해 가지고 봤었는데. /
	 확실히 넷플 이랑 / 그 다 있는 내용이 다르거든. /
	 따른 데 보면 여긴 있는데 여긴 없는 게 많은데. /
	 나는 확실히 넷플릭스가 제일 낫긴 하더라 왜냐면 딱 그 / 그것도 오리지널 시리즈 만 / 딱 나는 좋고 나머지는 전부 다 약간 / 드라마처럼 이때까지 개봉 언제 개봉 ((약간)) 이런 거여 가지고 / 어. /
	 그리고 / 예능 이런 거는 솔직히 티빙? /
	 이쪽이 더 낫긴 함. /
	 스우파도 거기서 하거든. /
	
P0 	:스우파 나 스우파도 근데 하차할라고. /
	
P1 	:왜? /
	
P0 	:너무 내가 좋아하는 와이지엑스 떨어졌거든. /
	
P1 	:야 그래도 나는 아직 내가 좋아하는 홀리뱅이랑 / 라치카 있어서 끝까지 갈라고 하는데. /
	
P0 	:오늘 하잖아 봐야겠다. /
	
P1 	:오늘이 마지막 환가? /
	
P0 	:오늘이 그거 하라 라던데? /
	 그 투표하는 거 생방송 투표하는 거. /
	
P1 	:어 나 집 가서 꼭 봐야겠네. /
	
P0 	:나도 /
