# FILE DATA
ID : SDRW2100003686
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211110
topic : 먹거리 > 저녁 메뉴 선정, 다이어트 술자리, 남친면회 도시락, 하단 맛집, 동래 맛집, 남자친구와의 입맛

# SPEAKER_INFO
id : SD2103593
age : 10대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 대재

id : SD2103594
age : 10대
occupation : 학생
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
education : 대재

# SETTING
relation  :  친구


P0 	:우리 오늘 저녁 뭐 먹을 거야? /
P0 	:으 흠 {laughing} / 나도 존댓말 하긴 했다. /
	 아 배고파 한 끼도 안 먹었는데 /
	
P1 	:나는 아까 / 밥에 / 엄마가 준 반찬들을 먹고 왔어. /
	
P0 	:집밥을 먹었어? /
	
P1 	:어. {laughing} /
	
P0 	:웬일로? {laughing} /
	
P1 	:요즘 나 집 밥 많이 먹어. /
	
P0 	:어 호 호 /
	
P1 	:그래서 살이 찌고 있어. {laughing} /
	
P0 	:다이어트 중이라매? {laughing} /
	
P1 	:오빠 가고 난 다음에는 / 원래 우리 엄마가 반찬을 안 갖다 주셨 / 었거든. /
	 그래서 항상 반찬 없으면 귀찮아서 밥 안 챙겨 먹고 / 이러다가 / 오빠 가고 난 다음에 배달 음식도 안 먹으니깐 살이 조금 빠졌다가 / 이제 찌고 있어 반찬 있어서 /
	
P0 	:으흠 {laughing} /
	
P1 	:햇반만 있으면 막 오 첩 반찬을 차려 가지고 나 혼자 먹으니까 /
	
P0 	:{laughing} 반찬 /
	
P1 	:밥도둑이더라고. /
	
P0 	:{laughing} /
	
P1 	:명란젓 니 명란젓 안 먹지? /
	
P0 	:어. /
	
P1 	:그때 우리 고깃집 갔을 때도 / 그땐 잘 먹었는데 /
	
P0 	:어 그때는 먹었는데 / 밥이랑은 근데 먹어본 적이 없다. /
	
P1 	:그때 동래에서 먹었을 때? /
	
P0 	:응. /
	 그 &company-name4& /(note : 발화겹침) 거기 /
	
P1 	:거기 맛집이잖아. /
	
P0 	:맞아. /
	 맛집인데 너무 양이 적고 비싸. /
	
P1 	:근데 그날 니가 쫌 많이 들어가던 날이 아닐까? /
	
P0 	:아 그런가? /
	
P1 	:내가 너네랑 먹고 맛있어서 / 그 다음날에 동생이랑 거기를 또 갔어. /
	 근데 둘이서 / 이 인분인가 삼 인분 먹고 냉면 하나 / 씩 먹으니까 배가 부르던데. /
	
P0 	:아 우리가 네 명이어서 그랬나? /
	
P1 	:우리 인분으로 안 시키고 / 이케 일 키로 이케 세트로 시켰지 않나? /
	
P0 	:어 근데 다 먹고 추가까지 했었잖아. /
	
P1 	:양이 적었나 보다. /
	
P0 	:이 인 / 음 /(note : 발화겹침) 근데 /
	
P1 	:근데 동래에는 / 맛집이 많은 거 같은데 맛집이 잘 안 보여. /
	
P0 	:((맞아 그)) 다 숨어 있음 진짜 골목에. /
	
P1 	:니는 원래 거기 주변에 살았었는데 왜 맛집을 모르지? /
	
P0 	:맨날 가던 데만 가니까. /
	
P1 	:&company-name5&? /
	
P0 	:어 어. /
	
P1 	:&company-name5& 맛집이야? /
	
P0 	:어. /
	
P1 	:어 근데 왜 감튀만 먹었지 우리? /
	
P0 	:음 우리가 항상 &company-name5&을 이 차만 가서? /
	
P1 	:아 배가 불러서? /
	
P0 	:어 어 어. /
	
P1 	:평소에는 뭐가 맛있는데? /
	
P0 	:거기 순찌가 진짜 맛있음 순두부찌개 /
	
P1 	:순두부찌개를 순찌라고 해? /
	
P0 	:어. /
	
P1 	:어 되게 멋있다. /
	
P0 	:응 {laughing} / {laughing} / {laughing} /(note : 발화겹침) 아 /
	
P1 	:다음에는 그런 순찌에 / 매화수 /
	
P0 	:아 매화수 좋지. /
	
P1 	:어 너 매화수 싫어하지? /
	
P0 	:아 근데 / 매화수 쪼끔 맛들리기 쫌 시작했는데 / &name7&가 이제 깡소주만 먹는 거야. /
	
P1 	:어 그니까 너네 스토리 보니깐 이제 앞에 참이슬 있던데. /
	
P0 	:어 그래서 좀 힘들어졌음. /
	
P1 	:왜 갑자기 바뀐 거지? /
	
P0 	:이제 그걸 못 먹겠대 과일주를. /
	
P1 	:니랑 있기 니랑 만나기 전부터 좋아하던 거 아닌가? /
	
P0 	:응 그것만 먹었었는데 / 내가 쪼끔 과일주를 먹으려고 하니까 이제 걔가 깡소주로 넘어가고 /
	
P1 	:쪼끔 안 맞다. /
	
P0 	:응 쫌 많이 안 맞았다 이 얘기 많이 함 그래서 서로. /
	(note : 발화겹침) 우리 진짜 안 맞다 이러면서 /
	
P1 	:근데 마라탕은 잘 먹잖아. /
	
P0 	:아 근데 마라탕도 지금 내가 좀 마라탕에 쫌 많이 미쳐있던 말임. /
	 근데 걔가 좀 마라탕이랑 권태기 와 가지고 /
	
P1 	:되게 한 음식만 먹다가 질릴 때까지 먹다가 / 질리면 버리네. /
	
P0 	:어 좀 매정해. /
	
P1 	:무서운데. /
	
P0 	:그니까 아 /
	
P1 	:음식한테만 그러는 거겠지? /
	
P0 	:어 / 엇 {laughing} / 그러 /(note : 발화겹침) 그러겠지? /
	
P1 	:{laughing} /
	
P0 	:에헴 /
	
P1 	:근데 니는 / 마라탕을 안 먹다가 이제 남자친구랑만 먹잖아. /
	
P0 	:너네랑도 먹지. /
	
P1 	:어 너 원래 우리가 마라 뭐 먹을래? /
	 했을 때 누가 마라탕 하면 니가 아 싫어. /
	
P0 	:{laughing} /
	
P1 	:{laughing} /
	
P0 	:근데 그거는 그 우리 밑에 있는 그 마라탕 / 집을 가자고 했을 때 얘기고 /
	
P1 	:우리 학교 밑에 있는 마라탕 집이 / 무려 다섯 개야. /
	
P0 	:다섯 개나 있어? /
	
P1 	:응. /
	
P0 	:진짜로? /
	
P1 	:응. /
	
P0 	:나 그 &company-name6& 옆에 있는 그 마라탕 집이랑 / &company-name7&밖에 없는 줄 알았음. /
	
P1 	:응 &company-name6& 옆에 하나 있고 / &company-name7& 있고 / 또 / (()) 쪽에 하나 있고 / &company-name6& 아니다 &company-name7& 맞은편에 있고 아트몰링에 하나 있음. /
	
P0 	:아트몰링에도 헤 /
	
P1 	:아트몰링에 있는 마라탕 집에는 토핑에 주꾸미가 있더라고. /
	
P0 	:뭐야? /
